 5872 ; Облигация в 500 рейхсмарок. Третий Рейх ; 1937 ;  ;  ;  ; 9 ; rem16 ; 349 
 5849 ; Бона иностранная. Эквадор.5 сукрес ; 1983 ;  ;  ;  ; 15 ; max2008 ; 333 
 5850 ; Бона иностранная. Египет. 10 пиастров ; 1971 ;  ;  ;  ; 26 ; Нифертити ; 165 
 5851 ; Лот иностранных бон (2 шт): 1 фунт, 50 пиастров ; 1985 ;  ;  ;  ; 66 ; Нифертити ; 95 
 5852 ; Бона иностранная. Англия. 1 фунт ; 1970/77 ;  ;  ;  ; 18 ; ctepanovich ; 204 
 5853 ; Бона иностранная. Англия. 10 шиллингов ; 1966/70 ;  ;  ;  ; 28 ; OVT ; 104 
 5854 ; Бона иностранная. Лаос. 100 кип ; 1979 ;  ;  ;  ; 22 ; karman ; 105 
 5855 ; Бона иностранная. Мексика. 10 песо ; 1975 ;  ;  ;  ; 18 ; Pipe ; 45 
 5856 ; Бона иностранная. Монголия. 20 тугриков ; 1993 ;  ;  ;  ; 13 ; brat52 ; 36 
 5857 ; Бона иностранная. Монголия. 50 тугриков ; 1993 ;  ;  ;  ; 10 ; brat52 ; 36 
 5858 ; Бона иностранная. Монголия. 100 тугриков ; 1993 ;  ;  ;  ; 10 ; brat52 ; 36 
 5859 ; Бона иностранная. Непал. 1 рупия ; 1974 ;  ;  ;  ; 11 ; _1111_ ; 37 
 5860 ; Бона иностранная. Непал. 5 рупий ; 1974 ;  ;  ;  ; 11 ; brat52 ; 36 
 5861 ; Лот иностранных бон (4 шт):  Никарагуа. 1, 5, 10, 25 кордоба ; 1991 ;  ;  ;  ; 25 ; SergeyDzen ; 82 
 5862 ; Лот иностранных бон (5шт):  Нигерия. 50 наира ; 1991 ;  ;  ;  ; 14 ; ЛАВ-13 ; 31 
 5863 ; Бона иностранная. Норвегия. 10 крон ; 1968 ;  ;  ;  ; 28 ; гугл= ; 249 
 5864 ; Бона иностранная. Пакистан. 5 рупий ; 1983/84 ;  ;  ;  ; 25 ; Viskar ; 36 
 5865 ; Лот иностранных бон (5 шт): Ливан. 1, 5, 10, 100, 250 ливров ; 1972, 1983, 1986 ;  ;  ;  ; 35 ; СЁМА ; 204 
 5866 ; Лот иностранных бон (2 шт):  Малайзия ; 1982/84, 1972/76 ;  ;  ;  ; 17 ; ИЮМов1 ; 87 
 5867 ; Бона иностранная. Малави. 1 квача ; 1986 ;  ;  ;  ; 16 ; Моряк-собиратель ; 123 
 5868 ; Бона иностранная. Марокко. 10 дирхам ; 1970 ;  ;  ;  ; 19 ; ZIMOGOR ; 48 
 5869 ; Лот иностранных бон (3 шт): Сингапур. 1 доллар ; 1976, 1987 ;  ;  ;  ; 15 ; Опятор ; 82 
 5870 ; Облигация в 100 рейхсмарок. Третий Рейх ; 1937 ;  ;  ;  ; 15 ; rem16 ; 430 
 5871 ; Облигация в 200 рейхсмарок. Третий Рейх ; 1937 ;  ;  ;  ; 14 ; rem16 ; 416 
 5548 ; Бона иностранная ;  ;  ;  ;  ; 13 ; гугл= ; 42 
 5549 ; Бона иностранная ;  ;  ;  ;  ; 19 ; brat52 ; 36 
 5550 ; Бона иностранная ;  ;  ;  ;  ; 16 ; Моряк-собиратель ; 104 
 5551 ; Бона иностранная ;  ;  ;  ;  ; 18 ; brat52 ; 36 
 5552 ; Бона иностранная ;  ;  ;  ;  ; 19 ; kent01 ; 82 
 5553 ; Бона иностранная ;  ;  ;  ;  ; 6 ; kent01 ; 40 
 5554 ; Бона иностранная ;  ;  ;  ;  ; 6 ; наташа2712 ; 51 
 5555 ; Бона иностранная ;  ;  ;  ;  ; 21 ; Viskar ; 40 
 5556 ; Бона иностранная ;  ;  ;  ;  ; 29 ; brat52 ; 39 
 5557 ; Бона иностранная ;  ;  ;  ;  ; 17 ; ИЮМов1 ; 97 
 5558 ; Бона иностранная ;  ;  ;  ;  ; 27 ; Viskar ; 38 
 5559 ; Бона иностранная ;  ;  ;  ;  ; 5 ; lemofo ; 50 
 5560 ; Бона иностранная ;  ;  ;  ;  ; 10 ; lemofo ; 101 
 5561 ; Бона иностранная ;  ;  ;  ;  ; 13 ; _1111_ ; 50 
 5562 ; Бона иностранная ;  ;  ;  ;  ; 12 ; _1111_ ; 50 
 5563 ; Бона иностранная ;  ;  ;  ;  ; 9 ; lemofo ; 101 
 5564 ; Бона иностранная ;  ;  ;  ;  ; 9 ; В1951 ; 53 
 5565 ; Бона иностранная ;  ;  ;  ;  ; 20 ; kent01 ; 73 
 5566 ; Бона иностранная ;  ;  ;  ;  ; 12 ; dima85 ; 143 
 5567 ; Бона иностранная ;  ;  ;  ;  ; 25 ; OVT ; 452 
 5568 ; Бона иностранная ;  ;  ;  ;  ; 12 ; ReSeRVeD ; 51 
 5569 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Drunja33 ; 40 
 5570 ; Бона иностранная ;  ;  ;  ;  ; 9 ; трутень ; 128 
 5571 ; Бона иностранная ;  ;  ;  ;  ; 7 ; lemofo ; 101 
 5572 ; Бона иностранная ;  ;  ;  ;  ; 39 ; ИЮМов1 ; 146 
 5573 ; Бона иностранная ;  ;  ;  ;  ; 8 ; ек ; 46 
 5574 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Моряк-собиратель ; 110 
 5575 ; Бона иностранная ;  ;  ;  ;  ; 15 ; OVT ; 121 
 5576 ; Бона иностранная ;  ;  ;  ;  ; 15 ; karman ; 41 
 5801 ; Бона иностранная. Польская республика. 100 марок польских ; 1919 ;  ;  ;  ; 18 ; Mike! ; 364 
 5802 ; Бона иностранная. 50 рейхсмарок. Третий Рейх. Оккупация ; 1939 ;  ;  ;  ; 34 ; Пингвинов ; 230 
 5803 ; Бона иностранная. 20 рейхсмарок. Третий Рейх. Оккупация ; 1939 ;  ;  ;  ; 16 ; ReSeRVeD ; 261 
 5804 ; Бона иностранная. 2 рейхсмарки. Третий Рейх. Оккупация ; 1939 ;  ;  ;  ; 22 ; Пингвинов ; 135 
 5805 ; Бона иностранная. 50 рейхспфеннигов. Третий Рейх. Оккупация ; 1939 ;  ;  ;  ; 20 ; Antys10 ; 240 
 5806 ; Бона иностранная. Германия. 1000 марок ; 1922 ;  ;  ;  ; 18 ; ReSeRVeD ; 105 
 5807 ; Бона иностранная. Эстония. 100 крон ; 1994 ;  ;  ;  ; 16 ; vladzory ; 614 
 5808 ; Бона иностранная. Эстония. 50 крон ; 1994 ;  ;  ;  ; 10 ; bdd48 ; 296 
 5809 ; Бона иностранная. Эстония. 25 крон ; 1992 ;  ;  ;  ; 9 ; СЁМА ; 110 
 5810 ; Лот иностранных бон (4 шт): Эстония. 1, 2, 5, 10 крон ; 1992, 1994 ;  ;  ;  ; 19 ; СЁМА ; 144 
 5811 ; Лот иностранных бон (4 шт): Украина. 1, 2, 5, 10 гривен ; 1994, 1995, 2000, 2001 ;  ;  ;  ; 26 ; vasek ; 227 
 5812 ; Лот иностранных бон (4 шт): Украина. 1, 2, 5, 10 гривен ; 1992 ;  ;  ;  ; 35 ; СЁМА ; 227 
 5813 ; Бона иностранная. Куба. 100 песо ; 1959 ;  ;  ;  ; 16 ; Алёша ; 271 
 5814 ; Бона иностранная. Куба. 10 песо. Надпечатка "PLATA" ; 1896 ;  ;  ;  ; 29 ; Алёша ; 407 
 5815 ; Бона иностранная. Куба. 5 песо ; 1896 ;  ;  ;  ; 29 ; Алёша ; 347 
 5816 ; Бона иностранная. Куба. 1 песо ; 1896 ;  ;  ;  ; 41 ; Алёша ; 453 
 5817 ; Лот иностраннх бон (3 шт): Израиль. 5, 20, 50  нов. Шекелей ; 1992, 1993, 1985 ;  ;  ;  ; 40 ; pronto ; 453 
 5818 ; Бона иностранная. Бутан. 1 нгултрум ; 1981 ;  ;  ;  ; 17 ; bva150979 ; 37 
 5819 ; Бона иностранная. Парагвай. 10 гуарани ; 1963 ;  ;  ;  ; 19 ; СТРЕКОЗА ; 101 
 5820 ; Бона иностранная. Афганистан. 1 афгани ; 2002 ;  ;  ;  ; 15 ; Drunja33 ; 39 
 5821 ; Бона иностранная. Афганистан. 1000 афгани ; 1990 ;  ;  ;  ; 28 ; lemofo ; 53 
 5411 ; 25 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 25 ; svv ; 1428 
 5412 ; 50 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 18 ; vasek ; 1062 
 5413 ; 500 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 29 ; sergfokin ; 2550 
 5501 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Опятор ; 51 
 5502 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Опятор ; 51 
 5503 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Опятор ; 51 
 5504 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Опятор ; 51 
 5505 ; Бона иностранная ;  ;  ;  ;  ; 13 ; shafran ; 80 
 5506 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Опятор ; 51 
 5507 ; Бона иностранная ;  ;  ;  ;  ; 15 ; ReSeRVeD ; 36 
 5508 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Опятор ; 63 
 5509 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Юбер ; 60 
 5510 ; Бона иностранная ;  ;  ;  ;  ; 17 ; karman ; 40 
 5511 ; Бона иностранная ;  ;  ;  ;  ; 30 ; Viskar ; 46 
 5512 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Viskar ; 46 
 5513 ; Бона иностранная ;  ;  ;  ;  ; 14 ; трутень ; 67 
 5514 ; Бона иностранная ;  ;  ;  ;  ; 16 ; kent01 ; 90 
 5515 ; Бона иностранная ;  ;  ;  ;  ; 17 ; Viskar ; 40 
 5516 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Почта России ; 50 
 5517 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Юбер ; 61 
 5518 ; Бона иностранная ;  ;  ;  ;  ; 18 ; Garry128 ; 77 
 5519 ; Бона иностранная ;  ;  ;  ;  ; 13 ; lemofo ; 101 
 5520 ; Бона иностранная ;  ;  ;  ;  ; 28 ; Fillipiy ; 114 
 5521 ; Бона иностранная ;  ;  ;  ;  ; 11 ; lemofo ; 101 
 5522 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Garry128 ; 34 
 5523 ; Бона иностранная ;  ;  ;  ;  ; 17 ; zef ; 114 
 5524 ; Бона иностранная ;  ;  ;  ;  ; 20 ; Моряк-собиратель ; 62 
 5525 ; Бона иностранная ;  ;  ;  ;  ; 18 ; ReSeRVeD ; 57 
 5526 ; Бона иностранная ;  ;  ;  ;  ; 33 ; Алёша ; 79 
 5527 ; Бона иностранная ;  ;  ;  ;  ; 16 ; lemofo ; 169 
 5528 ; Бона иностранная ;  ;  ;  ;  ; 18 ; zef ; 79 
 5529 ; Бона иностранная ;  ;  ;  ;  ; 6 ; kent01 ; 61 
 5530 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Моряк-собиратель ; 105 
 5531 ; Бона иностранная ;  ;  ;  ;  ; 13 ; ReSeRVeD ; 36 
 5532 ; Бона иностранная ;  ;  ;  ;  ; 15 ; ReSeRVeD ; 40 
 5533 ; Бона иностранная ;  ;  ;  ;  ; 19 ; Стрепет ; 50 
 5534 ; Бона иностранная ;  ;  ;  ;  ; 16 ; karman ; 67 
 5535 ; Бона иностранная ;  ;  ;  ;  ; 23 ; SANGOLD1 ; 56 
 5536 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Garry128 ; 30 
 5537 ; Бона иностранная ;  ;  ;  ;  ; 14 ; _1111_ ; 50 
 5538 ; Бона иностранная ;  ;  ;  ;  ; 13 ; _1111_ ; 50 
 5539 ; Бона иностранная ;  ;  ;  ;  ; 10 ; _1111_ ; 50 
 5540 ; Бона иностранная ;  ;  ;  ;  ; 18 ; Drunja33 ; 79 
 5541 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Моряк-собиратель ; 79 
 5542 ; Бона иностранная ;  ;  ;  ;  ; 16 ; brat52 ; 35 
 5543 ; Бона иностранная ;  ;  ;  ;  ; 19 ; гугл= ; 42 
 5544 ; Бона иностранная ;  ;  ;  ;  ; 20 ; chex88 ; 148 
 5545 ; Бона иностранная ;  ;  ;  ;  ; 19 ; chex88 ; 148 
 5546 ; Бона иностранная ;  ;  ;  ;  ; 20 ; brat52 ; 36 
 5547 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Алёша ; 51 
 5361 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ; AU ; 34 ; novikoff12006 ; 3059 
 5362 ; Лот бон 5 шт. 1, 3, 5,10, 25 рублей ; 1898-1909 ;  ;  ;  ; 30 ; vlad-klad ; 300 
 5363 ; Лот бон 3 шт. 1 рубль ; 1898 ;  ;  ;  ; 10 ; Lizaveta ; 102 
 5364 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 32 ; wasp69 ; 299 
 5365 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 22 ; gigajohn ; 71 
 5366 ; 500 рублей ; 1920 ;  ;  ;  ; 29 ; altunin ; 330 
 5367 ; 3 рубля. Билет 15-ой Всесоюзной лотереи РСОАВИАХИМА ;  ;  ;  ;  ; 45 ; zef ; 704 
 5368 ; 5 рублей. Билет 15-ой Всесоюзной лотереи РСОАВИАХИМА ;  ;  ;  ;  ; 58 ; zef ; 665 
 5369 ; Облигация на марок, Российский 4% гос.заем 1902г.,с купонами ; 1902 ;  ;  ;  ; 29 ; Максимус ; 629 
 5370 ; 100000 рублей ; 1995 ; банкнота ;  ; XF+ ; 26 ; Harlock ; 1473 
 5371 ; 200 рублей ; 1992 ; билет ;  ; AU ; 37 ; Harlock ; 1360 
 5372 ; 5000 рублей ; 1992 ; банкнота ;  ; AU ; 58 ; Алёша ; 1620 
 5373 ; Лот 5 шт. 1,3,5,10,25 рублей ; 1961 ;  ;  ;  ; 56 ; pronto ; 818 
 5374 ; Лот 5 шт. 1 и 3 рубля ; 1961 ;  ;  ;  ; 24 ; Oleht ; 526 
 5375 ; Лот 2 шт. 100000 рублей ; 1995 ;  ;  ;  ; 58 ; Алёша ; 2946 
 5376 ; Лот 7 шт. 1,10,50,100 рублей ; 1991 ;  ;  ;  ; 21 ; Randi ; 1926 
 5377 ; Лот 26 шт.1,3,5,10,25,100,500,1000 рублей ; 1961-1997 ;  ;  ;  ; 17 ; texas125rus ; 513 
 5378 ; Дорожный чек на 20 рублей. Банк для внешней торговли СССР ;  ;  ;  ;  ; 16 ; Опятор ; 101 
 5379 ; Дорожный чек на 100 рублей. Банк для внешней торговли СССР ;  ;  ;  ;  ; 20 ; kont ; 363 
 5380 ; Чек на 100 рублей "ВНЕШПОСЫЛТОРГ" ; 1976 ;  ;  ;  ; 28 ; MOHETA ; 2040 
 5381 ; Лот 6 шт. билетов МММ ;  ;  ;  ;  ; 20 ; Play ; 167 
 5382 ; Сертификат акций Объединение "МММ" на 10000 рублей ;  ;  ;  ;  ; 19 ; kvs ; 120 
 5383 ; 500 рублей ; 1992 ; билет ;  ; AU ; 35 ; Harlock ; 1360 
 5384 ; 100 рублей. 10 шт ; 1993 ; банкнота ;  ;  ; 8 ; Алёша ; 138 
 5385 ; Лот билетов МММ. 5 шт ;  ;  ;  ;  ; 27 ; Александр007 ; 153 
 5386 ; 1 рубль ;  ;  ;  ;  ; 19 ; puhetd ; 464 
 5387 ; Лот 2 шт. 10 и 100 рублей ;  ;  ;  ;  ; 34 ; я8844 ; 816 
 5388 ; 1000 рублей ;  ;  ;  ;  ; 31 ; wasp69 ; 157 
 5389 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 32 ; market_spb ; 357 
 5390 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 39 ; pronto ; 1129 
 5391 ; 25000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 31 ; Serzh ; 412 
 5392 ; билет МММ ;  ;  ;  ;  ; 17 ; фрол ; 43 
 5393 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 13 ; ewgen ; 90 
 5394 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 16 ; Igrok ; 51 
 5395 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 5 ; pvg111 ; 62 
 5396 ; 5 рублей ; 1925 ; Гос.казначейские билеты СССР ;  ;  ; 32 ; sergfokin ; 4598 
 5397 ; 5000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ; AU ; 49 ; MOHETA ; 2652 
 5398 ; 25 рублей ; 1947 ; билет ;  ;  ; 53 ; sax ; 1224 
 5399 ; 100 рублей ; 1947 ; билет ;  ;  ; 65 ; Mike! ; 3123 
 5400 ; 1000 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 32 ; Antys10 ; 6936 
 5401 ; 1 рубль ; 1919 ; Латвия. Обязательство гос.казначейства ;  ;  ; 34 ; cash ; 1001 
 5402 ; Бона 10 рублей ; 1918 ;  ;  ;  ; 23 ; Serzh ; 368 
 5403 ; 25 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 21 ; Antys10 ; 900 
 5404 ; 50 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 19 ; Antys10 ; 1326 
 5405 ; 15000 рублей ; 1923 ; Гос.денежные знаки СССР ;  ;  ; 61 ; electra ; 15300 
 5406 ; 5 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 26 ; sergfokin ; 1011 
 5407 ; 1 червонец ; 1937 ; Билет ;  ; AU ; 11 ; novikoff12006 ; 2782 
 5408 ; 10 рублей. 3 шт ; 1961 ; билет ;  ; AU ; 50 ; Oleht ; 567 
 5409 ; 25 рублей. Благодаринский УСНК. ; 1918 ;  ;  ;  ; 32 ; cash ; 1632 
 5410 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 14 ; ewgen ; 546 
 5311 ; Лот 5 шт. 40 и 20 рублей, 50 копеек ;  ;  ;  ;  ; 10 ; RemTro ; 102 
 5312 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 25 ; апрол ; 128 
 5313 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 14 ; апрол ; 102 
 5314 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 10 ; SANGOLD1 ; 371 
 5315 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 15 ; апрол ; 114 
 5316 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 17 ; ЛАВ-13 ; 263 
 5317 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 45 ; ЛАВ-13 ; 276 
 5318 ; Лот 3 шт. 1,2,3 рубля ; 1919 ;  ;  ;  ; 13 ; фрол ; 179 
 5319 ; 3 червонца ; 1937 ; Билет ;  ;  ; 19 ; Armando ; 340 
 5320 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 30 ; фрол ; 410 
 5321 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 39 ; RemTro ; 461 
 5322 ; 50 рублей. Билет государственного казначейства ; 1914 ;  ;  ;  ; 28 ; bva150979 ; 104 
 5323 ; 500 рублей ; 1915 ; 4% билет гос.казначейства ;  ;  ; 14 ; Mike! ; 1635 
 5324 ; 500 рублей ; 1916 ; 4% билет гос.казначейства ;  ;  ; 16 ; Mike! ; 1645 
 5325 ; 5000 рублей ; 1919 ;  ;  ;  ; 24 ; спарта ; 3449 
 5326 ; 500 рублей ; 1912 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; спарта ; 1041 
 5327 ; Ордер на 1 рубль Лысьв.Горн.Окр. ;  ;  ;  ;  ; 31 ; Mike! ; 1053 
 5328 ; 10 рублей на товар в магазинах "Сорабкопа" ; 1923 ;  ;  ;  ; 13 ; Mike! ; 1593 
 5329 ; 3 рубля. Игуменский гор.банк ;  ;  ;  ;  ; 10 ; Mike! ; 2040 
 5330 ; 5000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 17 ; спарта ; 1622 
 5331 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 24 ; pvg111 ; 378 
 5332 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; stinl ; 304 
 5333 ; Лот 2 шт. 25 рублей Коншин, Шипов ; 1909 ;  ;  ;  ; 49 ; апрол ; 255 
 5334 ; Лот 5 шт. 1,3,5,10,25 рублей ; 1898-1909 ;  ;  ;  ; 25 ; stinl ; 342 
 5335 ; Лот 4 шт. 1,3,5,25 рублей ; 1898-1909 ;  ;  ;  ; 22 ; Krechet ; 281 
 5336 ; 25 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 37 ; ЛАВ-13 ; 819 
 5337 ; 100 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 46 ; zef ; 1317 
 5338 ; 100 рублей ; 1919 ;  ;  ;  ; 35 ; Antys10 ; 429 
 5339 ; 1000 рублей ; 1919 ;  ;  ;  ; 30 ; dima85 ; 352 
 5340 ; 50 рублей ; б/г ;  ;  ;  ; 17 ; alex241 ; 1587 
 5341 ; 1000000 рублей ; 1922 ; Азербайджан ;  ; XF+ ; 37 ; _1111_ ; 1020 
