 5849 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 27 ; bva150979 ; 320 
 5870 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Ксения ; 13 
 5871 ; Бона иностранная ;  ;  ;  ;  ; 11 ; gdrg2 ; 12 
 5872 ; Бона иностранная ;  ;  ;  ;  ; 9 ; gdrg2 ; 51 
 5873 ; Бона иностранная ;  ;  ;  ;  ; 7 ; gdrg2 ; 51 
 5874 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Tartan ; 14 
 5875 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Bambr ; 41 
 5876 ; Бона иностранная ;  ;  ;  ;  ; 17 ; val211 ; 28 
 5877 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Tartan ; 11 
 5878 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Tartan ; 9 
 5879 ; Бона иностранная ;  ;  ;  ;  ; 9 ; ВОЛОБЫР ; 9 
 5880 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Djek ; 13 
 5881 ; Бона иностранная ;  ;  ;  ;  ; 27 ; alex241 ; 108 
 5882 ; Бона иностранная ;  ;  ;  ;  ; 33 ; ТРОЛ ; 128 
 5883 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Серж PirGS ; 13 
 5884 ; Бона иностранная ;  ;  ;  ;  ; 11 ; cucher ; 12 
 5885 ; Бона иностранная ;  ;  ;  ;  ; 26 ; ВОЛОБЫР ; 25 
 5886 ; Бона иностранная ;  ;  ;  ;  ; 11 ; ВОЛОБЫР ; 11 
 5887 ; Бона иностранная ;  ;  ;  ;  ; 22 ; atropin ; 32 
 5888 ; Бона иностранная ;  ;  ;  ;  ; 6 ; val211 ; 21 
 5889 ; Бона иностранная ;  ;  ;  ;  ; 16 ; val211 ; 31 
 5890 ; Бона иностранная ;  ;  ;  ;  ; 18 ; val211 ; 33 
 5891 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Slava O ; 31 
 5892 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Slava O ; 13 
 5893 ; Бона иностранная ;  ;  ;  ;  ; 18 ; Slava O ; 18 
 5894 ; Бона иностранная. Финляндия ; 1986 ;  ;  ;  ; 24 ; dmivanych ; 509 
 5895 ; Бона иностранная. Финляндия ; 1986 ;  ;  ;  ; 49 ; u10257 ; 442 
 5896 ; Бона иностранная. Финляндия ; 1955 ;  ;  ;  ; 35 ; smel ; 203 
 5897 ; Бона иностранная. Япония ;  ;  ;  ;  ; 32 ; maks169 ; 354 
 5660 ; Бона иностранная ;  ;  ;  ;  ; 5 ; atropin ; 51 
 5661 ; Бона иностранная ;  ;  ;  ;  ; 7 ; advokatx ; 51 
 5801 ; Бона иностранная Франция ;  ;  ;  ;  ; 7 ; num ; 363 
 5802 ; Бона иностранная Франция ;  ;  ;  ;  ; 24 ; bva150979 ; 612 
 5803 ; Бона иностранная Франция ;  ;  ;  ;  ; 7 ; num ; 401 
 5804 ; Бона иностранная. США. 2 доллара ; 1917 ;  ;  ;  ; 114 ; aguila ; 3162 
 5805 ; Бона иностранная. США. 20 долларов ; 1928 ;  ;  ;  ; 12 ; glk ; 1019 
 5806 ; Бона иностранная. США. 20 долларов ; 1929 ;  ;  ;  ; 34 ; kont ; 3489 
 5807 ; Бона иностранная. США. 1 доллар ; 1928 ;  ;  ;  ; 24 ; serg07_67 ; 181 
 5808 ; Бона иностранная Норвегия ;  ;  ;  ;  ; 22 ; я8844 ; 57 
 5809 ; Бона иностранная Германия ;  ;  ;  ;  ; 33 ; advokatx ; 140 
 5810 ; Бона иностранная Германия ;  ;  ;  ;  ; 14 ; варяг42 ; 104 
 5811 ; Бона иностранная Германия ;  ;  ;  ;  ; 11 ; TiBuL ; 57 
 5812 ; Бона иностранная Германия ;  ;  ;  ;  ; 26 ; Ксения ; 90 
 5813 ; Лот бон иностранных Германия 10 шт ;  ;  ;  ;  ; 25 ; Friday ; 200 
 5814 ; Лот бон иностранных Германия 10 шт ;  ;  ;  ;  ; 11 ; я8844 ; 204 
 5815 ; Лот бон иностранных Германия 10 шт ;  ;  ;  ;  ; 17 ; я8844 ; 204 
 5816 ; Лот бон иностранных Германия 10 шт ;  ;  ;  ;  ; 15 ; варяг42 ; 282 
 5817 ; Лот бон иностранных Германия 5 шт ;  ;  ;  ;  ; 26 ; варяг42 ; 426 
 5818 ; Лот бон иностранных 4 шт ;  ;  ;  ;  ; 14 ; я8844 ; 270 
 5819 ; Бона иностранная ;  ;  ;  ;  ; 42 ; нв1975 ; 637 
 5820 ; Бона иностранная ;  ;  ;  ;  ; 19 ; doiu33 ; 1746 
 5821 ; Бона иностранная ;  ;  ;  ;  ; 43 ; 8888 ; 410 
 5822 ; Бона иностранная ;  ;  ;  ;  ; 37 ; advokatx ; 251 
 5823 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 15 ; nikfed ; 306 
 5824 ; Бона иностранная ;  ;  ;  ;  ; 29 ; advokatx ; 986 
 5825 ; Бона иностранная ;  ;  ;  ;  ; 32 ; alex09-63 ; 150 
 5826 ; Бона иностранная ;  ;  ;  ;  ; 28 ; станислав-август ; 227 
 5827 ; Лот бон иностранных 2 шт ;  ;  ;  ;  ; 23 ; скорпион_48 ; 240 
 5828 ; Бона иностранная ;  ;  ;  ;  ; 46 ; val211 ; 339 
 5829 ; Бона иностранная ;  ;  ;  ;  ; 26 ; Hamlet ; 126 
 5830 ; Бона иностранная ;  ;  ;  ;  ; 42 ; Hamlet ; 58 
 5831 ; Лот бон иностранных 5 шт ;  ;  ;  ;  ; 27 ; bva150979 ; 475 
 5832 ; Лот бон иностранных 2 шт ;  ;  ;  ;  ; 4 ; atropin ; 51 
 5833 ; Бона иностранная ;  ;  ;  ;  ; 35 ; я8844 ; 255 
 5834 ; Бона иностранная ;  ;  ;  ;  ; 71 ; Hamlet ; 258 
 5835 ; Бона иностранная ;  ;  ;  ;  ; 53 ; станислав-август ; 340 
 5836 ; Бона иностранная ;  ;  ;  ;  ; 34 ; Fliege1 ; 420 
 5837 ; Бона иностранная ;  ;  ;  ;  ; 11 ; нв1975 ; 318 
 5838 ; Бона иностранная ;  ;  ;  ;  ; 31 ; станислав-август ; 350 
 5839 ; Бона иностранная ;  ;  ;  ;  ; 52 ; bva150979 ; 1631 
 5840 ; Бона иностранная ;  ;  ;  ;  ; 34 ; advokatx ; 508 
 5841 ; Бона иностранная ;  ;  ;  ;  ; 34 ; nikfed ; 828 
 5842 ; Бона иностранная ;  ;  ;  ;  ; 20 ; nikfed ; 680 
 5843 ; Бона иностранная ;  ;  ;  ;  ; 25 ; скорпион_48 ; 114 
 5844 ; Бона иностранная ;  ;  ;  ;  ; 40 ; benc ; 793 
 5845 ; Бона иностранная ;  ;  ;  ;  ; 33 ; doiu33 ; 983 
 5846 ; Бона иностранная ;  ;  ;  ;  ; 38 ; 06031983 ; 1573 
 5847 ; Бона иностранная ;  ;  ;  ;  ; 28 ; 8888 ; 104 
 5848 ; Бона иностранная ;  ;  ;  ;  ; 16 ; 8888 ; 204 
 5610 ; Бона иностранная ;  ;  ;  ;  ; 6 ; atropin ; 55 
 5611 ; Бона иностранная ;  ;  ;  ;  ; 19 ; atropin ; 92 
 5612 ; Бона иностранная ;  ;  ;  ;  ; 39 ; nikfed ; 201 
 5613 ; Бона иностранная ;  ;  ;  ;  ; 16 ; Monata ; 113 
 5614 ; Бона иностранная ;  ;  ;  ;  ; 25 ; dmivanych ; 407 
 5615 ; Бона иностранная ;  ;  ;  ;  ; 16 ; gdrg2 ; 116 
 5616 ; Бона иностранная ;  ;  ;  ;  ; 15 ; atropin ; 51 
 5617 ; Бона иностранная ;  ;  ;  ;  ; 6 ; atropin ; 51 
 5618 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Папа с рацией ; 151 
 5619 ; Бона иностранная ;  ;  ;  ;  ; 11 ; vesta78 ; 91 
 5620 ; Бона иностранная ;  ;  ;  ;  ; 4 ; ъхз ; 57 
 5621 ; Бона иностранная ;  ;  ;  ;  ; 5 ; ppp ; 57 
 5622 ; Бона иностранная ;  ;  ;  ;  ; 12 ; jj ; 101 
 5623 ; Бона иностранная ;  ;  ;  ;  ; 8 ; gdrg2 ; 58 
 5624 ; Бона иностранная ;  ;  ;  ;  ; 6 ; atropin ; 51 
 5625 ; Бона иностранная ;  ;  ;  ;  ; 6 ; ек ; 16 
 5626 ; Бона иностранная ;  ;  ;  ;  ; 6 ; atropin ; 51 
 5627 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Bambr ; 101 
 5628 ; Бона иностранная ;  ;  ;  ;  ; 10 ; pref ; 37 
 5629 ; Бона иностранная ;  ;  ;  ;  ; 7 ; gdrg2 ; 101 
 5630 ; Бона иностранная ;  ;  ;  ;  ; 12 ; ъхз ; 90 
 5631 ; Бона иностранная ;  ;  ;  ;  ; 28 ; Ксения ; 101 
 5632 ; Бона иностранная ;  ;  ;  ;  ; 13 ; new life ; 89 
 5633 ; Бона иностранная ;  ;  ;  ;  ; 17 ; gdrg2 ; 90 
 5634 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Slava O ; 101 
 5635 ; Бона иностранная ;  ;  ;  ;  ; 17 ; Slava O ; 101 
 5636 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Slava O ; 101 
 5637 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Slava O ; 101 
 5638 ; Бона иностранная ;  ;  ;  ;  ; 18 ; kont ; 405 
 5639 ; Бона иностранная ;  ;  ;  ;  ; 8 ; new life ; 79 
 5640 ; Бона иностранная ;  ;  ;  ;  ; 3 ; Серж PirGS ; 30 
 5641 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Monata ; 51 
 5642 ; Бона иностранная ;  ;  ;  ;  ; 12 ; jj ; 51 
 5643 ; Бона иностранная ;  ;  ;  ;  ; 7 ; ъхз ; 31 
 5644 ; Бона иностранная ;  ;  ;  ;  ; 9 ; 8888 ; 57 
 5645 ; Бона иностранная ;  ;  ;  ;  ; 7 ; atropin ; 51 
 5646 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Ксения ; 57 
 5647 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Bambr ; 50 
 5648 ; Бона иностранная ;  ;  ;  ;  ; 17 ; я8844 ; 24 
 5649 ; Бона иностранная ;  ;  ;  ;  ; 8 ; ВалеН ; 53 
 5650 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Monata ; 204 
 5651 ; Бона иностранная ;  ;  ;  ;  ; 10 ; ъхз ; 57 
 5652 ; Бона иностранная ;  ;  ;  ;  ; 3 ; ек ; 45 
 5653 ; Бона иностранная ;  ;  ;  ;  ; 13 ; ъхз ; 30 
 5654 ; Бона иностранная ;  ;  ;  ;  ; 38 ; u10257 ; 306 
 5655 ; Бона иностранная ;  ;  ;  ;  ; 6 ; ек ; 34 
 5656 ; Бона иностранная ;  ;  ;  ;  ; 12 ; TiBuL ; 59 
 5657 ; Бона иностранная ;  ;  ;  ;  ; 14 ; new life ; 101 
 5658 ; Бона иностранная ;  ;  ;  ;  ; 12 ; bethowen ; 203 
 5659 ; Бона иностранная ;  ;  ;  ;  ; 17 ; Моряк-собиратель ; 249 
 5560 ; Бона иностранная ;  ;  ;  ;  ; 4 ; atropin ; 50 
 5561 ; Бона иностранная ;  ;  ;  ;  ; 10 ; ъхз ; 50 
 5562 ; Бона иностранная ;  ;  ;  ;  ; 5 ; val211 ; 40 
 5563 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Папа с рацией ; 70 
 5564 ; Бона иностранная ;  ;  ;  ;  ; 7 ; ек ; 13 
 5565 ; Бона иностранная ;  ;  ;  ;  ; 26 ; Hamlet ; 138 
 5566 ; Бона иностранная ;  ;  ;  ;  ; 6 ; ъхз ; 46 
 5567 ; Бона иностранная ;  ;  ;  ;  ; 9 ; я8844 ; 33 
 5568 ; Бона иностранная ;  ;  ;  ;  ; 15 ; я8844 ; 34 
 5569 ; Бона иностранная ;  ;  ;  ;  ; 23 ; u10257 ; 128 
 5570 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Monata ; 69 
 5571 ; Бона иностранная ;  ;  ;  ;  ; 4 ; 333985 ; 79 
 5572 ; Бона иностранная ;  ;  ;  ;  ; 20 ; bva150979 ; 129 
 5573 ; Бона иностранная ;  ;  ;  ;  ; 10 ; СТРЕКОЗА ; 149 
 5574 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Папа с рацией ; 71 
 5575 ; Бона иностранная ;  ;  ;  ;  ; 27 ; 333985 ; 181 
 5576 ; Бона иностранная ;  ;  ;  ;  ; 9 ; majkl ; 50 
 5577 ; Бона иностранная ;  ;  ;  ;  ; 20 ; ъхз ; 126 
 5578 ; Бона иностранная ;  ;  ;  ;  ; 21 ; СТРЕКОЗА ; 131 
 5579 ; Бона иностранная ;  ;  ;  ;  ; 27 ; 8888 ; 160 
 5580 ; Бона иностранная ;  ;  ;  ;  ; 12 ; ъхз ; 134 
 5581 ; Бона иностранная ;  ;  ;  ;  ; 15 ; gos ; 150 
 5582 ; Бона иностранная ;  ;  ;  ;  ; 11 ; archy ; 151 
 5583 ; Бона иностранная ;  ;  ;  ;  ; 9 ; smel ; 255 
 5584 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Папа с рацией ; 70 
 5585 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Папа с рацией ; 70 
 5586 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Папа с рацией ; 71 
 5587 ; Бона иностранная ;  ;  ;  ;  ; 16 ; Папа с рацией ; 119 
 5588 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Monata ; 101 
 5589 ; Бона иностранная ;  ;  ;  ;  ; 3 ; гугл= ; 38 
 5590 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Папа с рацией ; 101 
 5591 ; Бона иностранная ;  ;  ;  ;  ; 7 ; ек ; 18 
 5592 ; Бона иностранная ;  ;  ;  ;  ; 23 ; 333985 ; 108 
 5593 ; Бона иностранная ;  ;  ;  ;  ; 15 ; ТРОЛ ; 153 
 5594 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Папа с рацией ; 102 
 5595 ; Бона иностранная ;  ;  ;  ;  ; 4 ; atropin ; 50 
 5596 ; Бона иностранная ;  ;  ;  ;  ; 17 ; Папа с рацией ; 203 
 5597 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Папа с рацией ; 101 
 5598 ; Бона иностранная ;  ;  ;  ;  ; 37 ; Моряк-собиратель ; 408 
 5599 ; Бона иностранная ;  ;  ;  ;  ; 3 ; new life ; 50 
 5600 ; Бона иностранная ;  ;  ;  ;  ; 25 ; kont ; 708 
 5601 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Ксения ; 30 
 5602 ; Бона иностранная ;  ;  ;  ;  ; 11 ; gdrg2 ; 106 
 5603 ; Бона иностранная ;  ;  ;  ;  ; 7 ; TiBuL ; 101 
 5604 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Папа с рацией ; 101 
 5605 ; Бона иностранная ;  ;  ;  ;  ; 9 ; ppp ; 101 
 5606 ; Бона иностранная ;  ;  ;  ;  ; 25 ; 333985 ; 113 
 5607 ; Бона иностранная ;  ;  ;  ;  ; 13 ; 333985 ; 160 
 5608 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Папа с рацией ; 70 
 5609 ; Бона иностранная ;  ;  ;  ;  ; 18 ; gdrg2 ; 48 
 5510 ; Бона иностранная ;  ;  ;  ;  ; 13 ; gdrg2 ; 108 
 5511 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Monata ; 50 
 5512 ; Бона иностранная ;  ;  ;  ;  ; 11 ; ppp ; 101 
 5513 ; Бона иностранная ;  ;  ;  ;  ; 8 ; gdrg2 ; 57 
 5514 ; Бона иностранная ;  ;  ;  ;  ; 13 ; ек ; 31 
 5515 ; Бона иностранная ;  ;  ;  ;  ; 16 ; Папа с рацией ; 79 
 5516 ; Бона иностранная ;  ;  ;  ;  ; 10 ; val211 ; 30 
 5517 ; Бона иностранная ;  ;  ;  ;  ; 33 ; Hamlet ; 94 
 5518 ; Бона иностранная ;  ;  ;  ;  ; 11 ; advokatx ; 56 
 5519 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Папа с рацией ; 101 
 5520 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Папа с рацией ; 77 
 5521 ; Бона иностранная ;  ;  ;  ;  ; 7 ; val211 ; 30 
 5522 ; Бона иностранная ;  ;  ;  ;  ; 9 ; я8844 ; 21 
 5523 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Monata ; 50 
 5524 ; Бона иностранная ;  ;  ;  ;  ; 3 ; гугл= ; 38 
 5525 ; Бона иностранная ;  ;  ;  ;  ; 8 ; pref ; 31 
 5526 ; Бона иностранная ;  ;  ;  ;  ; 13 ; pref ; 31 
 5527 ; Бона иностранная ;  ;  ;  ;  ; 6 ; Hamlet ; 41 
 5528 ; Бона иностранная ;  ;  ;  ;  ; 9 ; я8844 ; 13 
 5529 ; Бона иностранная ;  ;  ;  ;  ; 7 ; я8844 ; 21 
 5530 ; Бона иностранная ;  ;  ;  ;  ; 9 ; я8844 ; 21 
 5531 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Rober ; 25 
 5532 ; Бона иностранная ;  ;  ;  ;  ; 10 ; ppp ; 42 
 5533 ; Бона иностранная ;  ;  ;  ;  ; 3 ; ъхз ; 29 
 5534 ; Бона иностранная ;  ;  ;  ;  ; 16 ; Папа с рацией ; 102 
 5535 ; Бона иностранная ;  ;  ;  ;  ; 13 ; flutter ; 30 
 5536 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Папа с рацией ; 102 
 5537 ; Бона иностранная ;  ;  ;  ;  ; 11 ; ъхз ; 122 
 5538 ; Бона иностранная ;  ;  ;  ;  ; 9 ; pref ; 35 
 5539 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Monata ; 112 
 5540 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Папа с рацией ; 80 
 5541 ; Бона иностранная ;  ;  ;  ;  ; 12 ; atropin ; 51 
 5542 ; Бона иностранная ;  ;  ;  ;  ; 11 ; я8844 ; 58 
 5543 ; Бона иностранная ;  ;  ;  ;  ; 33 ; gos ; 357 
 5544 ; Бона иностранная ;  ;  ;  ;  ; 20 ; gos ; 306 
 5545 ; Бона иностранная ;  ;  ;  ;  ; 31 ; u10257 ; 77 
 5546 ; Бона иностранная ;  ;  ;  ;  ; 9 ; sos1 ; 80 
 5547 ; Бона иностранная ;  ;  ;  ;  ; 39 ; u10257 ; 93 
 5548 ; Бона иностранная ;  ;  ;  ;  ; 24 ; advokatx ; 120 
 5549 ; Бона иностранная ;  ;  ;  ;  ; 9 ; ВалеН ; 101 
 5550 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Папа с рацией ; 101 
 5551 ; Бона иностранная ;  ;  ;  ;  ; 18 ; станислав-август ; 118 
 5552 ; Бона иностранная ;  ;  ;  ;  ; 40 ; archy ; 167 
 5553 ; Бона иностранная ;  ;  ;  ;  ; 17 ; u10257 ; 122 
 5554 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Hamlet ; 41 
 5555 ; Бона иностранная ;  ;  ;  ;  ; 40 ; 8888 ; 116 
 5556 ; Бона иностранная ;  ;  ;  ;  ; 10 ; 333985 ; 66 
 5557 ; Бона иностранная ;  ;  ;  ;  ; 12 ; gdrg2 ; 40 
 5558 ; Бона иностранная ;  ;  ;  ;  ; 18 ; gdrg2 ; 50 
 5559 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Папа с рацией ; 71 
 5378 ; 500 рублей ; 1912 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 48 ; ac ; 1490 
 5379 ; 20 марок золотом ; 1898 ; Финляндия билет ;  ;  ; 33 ; okotv ; 2211 
 5380 ; Бона 5000 тенге ;  ;  ;  ;  ; 23 ; cotangens ; 756 
 5381 ; Бона 100 тенге ;  ;  ;  ;  ; 25 ; ra_dar ; 771 
 5382 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; Рыцарь ; 357 
 5383 ; 3 червонца ; 1932 ; Билет ;  ;  ; 33 ; ЛАВ-13 ; 797 
 5384 ; 3 червонца ; 1932 ; Билет ;  ;  ; 33 ; ЛАВ-13 ; 765 
 5385 ; Бона 100 рублей. Сочи 2014. Серия аа ;  ;  ;  ;  ; 20 ; artmaks ; 204 
 5386 ; Бона 100 рублей. Сочи 2014. Серия аа ;  ;  ;  ;  ; 11 ; Alexis ; 200 
 5387 ; Бона 100 рублей. Сочи 2014. Серия аа ;  ;  ;  ;  ; 11 ; Alexis ; 206 
 5388 ; Бона 100 рублей. Сочи 2014. Серия аа ;  ;  ;  ;  ; 11 ; Alexis ; 206 
 5389 ; Лот билетов МММ 10 шт ;  ;  ;  ;  ; 109 ; congratulations ; 214 
 5390 ; Лот билетов МММ 10 шт ;  ;  ;  ;  ; 109 ; congratulations ; 214 
 5391 ; Лот билетов МММ 10 шт ;  ;  ;  ;  ; 109 ; congratulations ; 214 
 5392 ; 25 рублей ; 1947 ;  ;  ;  ; 19 ; ТРОЛ ; 102 
 5393 ; Лот бон 5 шт ; 1993 ;  ;  ;  ; 20 ; Svarog_99 ; 322 
 5394 ; 5000 рублей ; 1995 ; банкнота ;  ;  ; 8 ; ИБК ; 500 
 5395 ; Бона 100 рублей. Сочи 2014. Серия АА ;  ;  ;  ;  ; 8 ; Ксения ; 200 
 5396 ; Лот бон 10 шт. 10 рублей ; 1909 ;  ;  ;  ; 20 ; Рыцарь ; 347 
 5397 ; Бона 100 рублей. Сочи 2014. Серия АА ;  ;  ;  ;  ; 7 ; Ксения ; 201 
 5398 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 30 ; Fliege1 ; 79 
 5399 ; 25 рублей (2шт) ; 1961 ; билет ;  ;  ; 6 ; Рыцарь ; 7 
 5400 ; Лот бон 5 и 10 рублей, 10 шт ; 1909 ;  ;  ;  ; 21 ; cucher ; 340 
 5401 ; Бона 100 рублей. Сочи 2014. Серия аа ;  ;  ;  ;  ; 9 ; Budin.87 ; 250 
 5402 ; 50 копеек "Северная Россия" ;  ;  ;  ;  ; 9 ; Carca^ss ; 816 
 5403 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; ЛАВ-13 ; 355 
 5404 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 32 ; ЛАВ-13 ; 813 
 5405 ; Лот лотерейных билетов 2 шт ;  ;  ;  ;  ; 20 ; bonipari ; 41 
 5406 ; 100000 рублей ; 1995 ; банкнота ;  ;  ; 19 ; markov-m ; 793 
 5407 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; fordvr ; 72 
 5408 ; 500 рублей ; 1918 ; 5% краткосрочное обязательство ;  ;  ; 62 ; dmivanych ; 900 
 5409 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 20 ; Рыцарь ; 105 
 5410 ; 500 рублей ; 1920 ;  ;  ;  ; 21 ; gdrg2 ; 306 
 5411 ; 100 рублей ; 1918 ; Закавказье ;  ;  ; 28 ; аймир ; 320 
 5412 ; 25000 рублей ; 1921 ; Азербайджан ;  ;  ; 33 ; val211 ; 431 
 5413 ; 1000 рублей ; 1920 ; Грузия ;  ;  ; 30 ; аймир ; 185 
 5414 ; 5000 рублей ; 1921 ; Грузия ;  ;  ; 22 ; gdrg2 ; 254 
 5415 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 31 ; Fliege1 ; 498 
 5416 ; 10000 рублей ; 1919 ;  ;  ;  ; 22 ; 664 ; 337 
 5417 ; 25 акций медный рудник Спасский ;  ;  ;  ;  ; 7 ; von_Schwarz ; 320 
 5418 ; Акция на 100 франков. Шахта "Дубовая балка" ; 1913 ;  ;  ;  ; 19 ; maks169 ; 340 
 5501 ; Бона иностранная ;  ;  ;  ;  ; 13 ; я8844 ; 22 
 5502 ; Бона иностранная ;  ;  ;  ;  ; 10 ; я8844 ; 13 
 5503 ; Бона иностранная ;  ;  ;  ;  ; 13 ; цеховик ; 31 
 5504 ; Бона иностранная ;  ;  ;  ;  ; 17 ; advokatx ; 49 
 5505 ; Бона иностранная ;  ;  ;  ;  ; 5 ; я8844 ; 23 
 5506 ; Бона иностранная ;  ;  ;  ;  ; 10 ; я8844 ; 22 
 5507 ; Бона иностранная ;  ;  ;  ;  ; 7 ; я8844 ; 10 
 5508 ; Бона иностранная ;  ;  ;  ;  ; 10 ; flutter ; 31 
 5509 ; Бона иностранная ;  ;  ;  ;  ; 11 ; SANGOLD1 ; 102 
 5328 ; 1 червонец ; 1937 ; Билет ;  ;  ; 14 ; maxm812 ; 357 
 5329 ; 3 червонца ; 1937 ; Билет ;  ;  ; 38 ; sts ; 412 
 5330 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 41 ; Семирек ; 510 
 5331 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 13 ; den84 ; 206 
 5332 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 42 ; u10257 ; 363 
 5333 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 14 ; кс ; 152 
 5334 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 8 ; mefody73 ; 143 
 5335 ; Лот бон 5 шт ; 1938 ;  ;  ;  ; 61 ; cucher ; 862 
