 5933 ; Бона иностранная Аргентина 10000 песо ;  ;  ;  ;  ; 6 ; 95522 ; 26 
 5817 ; 1 фунт Великобритания ;  ;  ;  ;  ; 27 ; Семен ; 223 
 5818 ; 20 долларов Канада ;  ;  ;  ;  ; 34 ; nikfed ; 1100 
 5819 ; 10 долларов Канада ;  ;  ;  ;  ; 33 ; nikfed ; 708 
 5820 ; 5 долларов Канада ;  ;  ;  ;  ; 24 ; yuvg ; 306 
 5821 ; 2 доллара Канада ;  ;  ;  ;  ; 31 ; yuvg ; 368 
 5822 ; 1 доллар Канада ;  ;  ;  ;  ; 39 ; yuvg ; 296 
 5823 ; 5 долларов Багамские о-ва ;  ;  ;  ;  ; 26 ; alesjane ; 305 
 5824 ; 1 доллар Багамские о-ва ;  ;  ;  ;  ; 17 ; Khab27 ; 199 
 5825 ; 1 доллар Багамские о-ва ;  ;  ;  ;  ; 26 ; Khab27 ; 300 
 5826 ; 10 флорин Аруба ;  ;  ;  ;  ; 49 ; smel ; 306 
 5827 ; 25 флорин Аруба ;  ;  ;  ;  ; 23 ; stabah ; 520 
 5828 ; 1 фунт Ирландия ;  ;  ;  ;  ; 13 ; yuvg ; 233 
 5829 ; 100 крон Исландия ;  ;  ;  ;  ; 9 ; alesjane ; 117 
 5830 ; 20 крон Швеция ;  ;  ;  ;  ; 11 ; Ligovka90 ; 134 
 5831 ; 100 крон Норвегия ;  ;  ;  ;  ; 24 ; smel ; 368 
 5832 ; 2 доллара Сингапур ;  ;  ;  ;  ; 15 ; CASABLANCA ; 67 
 5556 ; Бона иностранная ;  ;  ;  ;  ; 3 ; 333985 ; 22 
 5557 ; Бона иностранная ;  ;  ;  ;  ; 3 ; ек ; 22 
 5558 ; Бона иностранная ;  ;  ;  ;  ; 7 ; газета ; 20 
 5559 ; Бона иностранная ;  ;  ;  ;  ; 7 ; газета ; 22 
 5560 ; Бона иностранная ;  ;  ;  ;  ; 7 ; 333985 ; 20 
 5561 ; Бона иностранная ;  ;  ;  ;  ; 5 ; 333985 ; 22 
 5562 ; Бона иностранная ;  ;  ;  ;  ; 9 ; 704 ; 2040 
 5563 ; Бона иностранная ;  ;  ;  ;  ; 6 ; ек ; 2000 
 5564 ; Бона иностранная ;  ;  ;  ;  ; 6 ; я8844 ; 31 
 5565 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Khab27 ; 70 
 5566 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Khab27 ; 40 
 5567 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Khab27 ; 128 
 5568 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Maks87 ; 41 
 5569 ; Бона иностранная ;  ;  ;  ;  ; 6 ; Ssid ; 50 
 5570 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Khab27 ; 40 
 5571 ; Бона иностранная ;  ;  ;  ;  ; 7 ; велес ; 81 
 5572 ; Бона иностранная ;  ;  ;  ;  ; 5 ; я8844 ; 11 
 5573 ; Бона иностранная ;  ;  ;  ;  ; 19 ; 95522 ; 51 
 5574 ; Бона иностранная ;  ;  ;  ;  ; 9 ; 95522 ; 51 
 5575 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Khab27 ; 57 
 5576 ; Бона иностранная ;  ;  ;  ;  ; 13 ; 95522 ; 51 
 5577 ; Бона иностранная ;  ;  ;  ;  ; 14 ; 95522 ; 51 
 5578 ; Бона иностранная ;  ;  ;  ;  ; 15 ; 95522 ; 101 
 5579 ; Бона иностранная ;  ;  ;  ;  ; 19 ; 95522 ; 102 
 5580 ; Бона иностранная ;  ;  ;  ;  ; 7 ; 333985 ; 43 
 5581 ; Бона иностранная ;  ;  ;  ;  ; 23 ; yuvg ; 92 
 5582 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Azeroter1 ; 204 
 5583 ; Бона иностранная ;  ;  ;  ;  ; 5 ; ек ; 32 
 5584 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Maks87 ; 37 
 5585 ; Бона иностранная ;  ;  ;  ;  ; 6 ; collector64 ; 32 
 5586 ; Бона иностранная ;  ;  ;  ;  ; 6 ; Maks87 ; 30 
 5587 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Darik75 ; 102 
 5588 ; Бона иностранная ;  ;  ;  ;  ; 4 ; Maks87 ; 30 
 5589 ; Бона иностранная ;  ;  ;  ;  ; 11 ; archy ; 1247 
 5590 ; Бона иностранная ;  ;  ;  ;  ; 19 ; 704 ; 1193 
 5591 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Darik75 ; 125 
 5592 ; Бона иностранная ;  ;  ;  ;  ; 15 ; smel ; 118 
 5593 ; Бона иностранная ;  ;  ;  ;  ; 11 ; lsamurai ; 101 
 5594 ; Бона иностранная ;  ;  ;  ;  ; 7 ; газета ; 53 
 5595 ; Бона иностранная ;  ;  ;  ;  ; 26 ; lsamurai ; 172 
 5596 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Darik75 ; 136 
 5597 ; Бона иностранная ;  ;  ;  ;  ; 3 ; 333985 ; 32 
 5598 ; Бона иностранная ;  ;  ;  ;  ; 12 ; я8844 ; 48 
 5599 ; Бона иностранная ;  ;  ;  ;  ; 15 ; ек ; 32 
 5600 ; Бона иностранная ;  ;  ;  ;  ; 22 ; attila375 ; 80 
 5601 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Nik488 ; 42 
 5602 ; Бона иностранная ;  ;  ;  ;  ; 5 ; 000SABik ; 101 
 5603 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Maks87 ; 60 
 5604 ; Бона иностранная ;  ;  ;  ;  ; 9 ; attila375 ; 101 
 5605 ; Бона иностранная ;  ;  ;  ;  ; 25 ; lsamurai ; 79 
 5506 ; Бона иностранная ;  ;  ;  ;  ; 9 ; я8844 ; 18 
 5507 ; Бона иностранная ;  ;  ;  ;  ; 12 ; 95522 ; 51 
 5508 ; Бона иностранная ;  ;  ;  ;  ; 7 ; lsamurai ; 32 
 5509 ; Бона иностранная ;  ;  ;  ;  ; 14 ; 95522 ; 51 
 5510 ; Бона иностранная ;  ;  ;  ;  ; 20 ; Sterh ; 62 
 5511 ; Бона иностранная ;  ;  ;  ;  ; 13 ; 95522 ; 63 
 5512 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Maks87 ; 46 
 5513 ; Бона иностранная ;  ;  ;  ;  ; 19 ; Maks87 ; 128 
 5514 ; Бона иностранная ;  ;  ;  ;  ; 13 ; 95522 ; 51 
 5515 ; Бона иностранная ;  ;  ;  ;  ; 9 ; 95522 ; 50 
 5516 ; Бона иностранная ;  ;  ;  ;  ; 7 ; 95522 ; 50 
 5517 ; Бона иностранная ;  ;  ;  ;  ; 40 ; 95522 ; 82 
 5518 ; Бона иностранная ;  ;  ;  ;  ; 15 ; 95522 ; 153 
 5519 ; Бона иностранная ;  ;  ;  ;  ; 9 ; 95522 ; 51 
 5520 ; Бона иностранная ;  ;  ;  ;  ; 11 ; yuri.gruzdev ; 60 
 5521 ; Бона иностранная ;  ;  ;  ;  ; 14 ; kuder ; 159 
 5522 ; Бона иностранная ;  ;  ;  ;  ; 26 ; Khab27 ; 79 
 5523 ; Бона иностранная ;  ;  ;  ;  ; 6 ; я8844 ; 13 
 5524 ; Бона иностранная ;  ;  ;  ;  ; 5 ; yuvg ; 102 
 5525 ; Бона иностранная ;  ;  ;  ;  ; 10 ; 95522 ; 51 
 5526 ; Бона иностранная ;  ;  ;  ;  ; 26 ; Khab27 ; 114 
 5527 ; Бона иностранная ;  ;  ;  ;  ; 9 ; 95522 ; 51 
 5528 ; Бона иностранная ;  ;  ;  ;  ; 10 ; 95522 ; 51 
 5529 ; Бона иностранная ;  ;  ;  ;  ; 19 ; Khab27 ; 100 
 5530 ; Бона иностранная ;  ;  ;  ;  ; 7 ; ек ; 54 
 5531 ; Бона иностранная ;  ;  ;  ;  ; 11 ; ек ; 79 
 5532 ; Бона иностранная ;  ;  ;  ;  ; 7 ; kuder ; 91 
 5533 ; Бона иностранная ;  ;  ;  ;  ; 17 ; Khab27 ; 100 
 5534 ; Бона иностранная ;  ;  ;  ;  ; 14 ; 95522 ; 69 
 5535 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Khab27 ; 58 
 5536 ; Бона иностранная ;  ;  ;  ;  ; 3 ; велес ; 30 
 5537 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Khab27 ; 46 
 5538 ; Бона иностранная ;  ;  ;  ;  ; 11 ; 95522 ; 50 
 5539 ; Бона иностранная ;  ;  ;  ;  ; 7 ; 95522 ; 50 
 5540 ; Бона иностранная ;  ;  ;  ;  ; 5 ; я8844 ; 11 
 5541 ; Бона иностранная ;  ;  ;  ;  ; 5 ; я8844 ; 12 
 5542 ; Бона иностранная ;  ;  ;  ;  ; 5 ; газета ; 21 
 5543 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Maks87 ; 51 
 5544 ; Бона иностранная ;  ;  ;  ;  ; 18 ; gdrg2 ; 123 
 5545 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Maks87 ; 31 
 5546 ; Бона иностранная ;  ;  ;  ;  ; 6 ; Ssid ; 35 
 5547 ; Бона иностранная ;  ;  ;  ;  ; 24 ; gdrg2 ; 30 
 5548 ; Бона иностранная ;  ;  ;  ;  ; 10 ; gdrg2 ; 30 
 5549 ; Бона иностранная ;  ;  ;  ;  ; 3 ; ек ; 16 
 5550 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Maks87 ; 30 
 5551 ; Бона иностранная ;  ;  ;  ;  ; 3 ; 333985 ; 28 
 5552 ; Бона иностранная ;  ;  ;  ;  ; 5 ; pref ; 50 
 5553 ; Бона иностранная ;  ;  ;  ;  ; 4 ; Ssid ; 30 
 5554 ; Бона иностранная ;  ;  ;  ;  ; 9 ; скорпион_48 ; 50 
 5555 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Khab27 ; 50 
 5334 ; 10 копеек ;  ; Разменные знаки и кредитные билеты Времен.правит.Дальнего Востока ;  ; AU ; 30 ; Carca^ss ; 1353 
 5335 ; 30 копеек ;  ; Разменные знаки и кредитные билеты Времен.правит.Дальнего Востока ;  ; XF+ ; 47 ; Carca^ss ; 1554 
 5336 ; 10000 рублей ; 1992 ; банкнота ;  ;  ; 35 ; iizikul ; 204 
 5337 ; 10 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 39 ; Семирек ; 1355 
 5338 ; 50 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 39 ; Ustin ; 2244 
 5339 ; 100 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 44 ; Семирек ; 1362 
 5340 ; 1 рубль золотом ; 1924 ; Гос.казначейские билеты СССР ;  ;  ; 29 ; Fliege1 ; 5997 
 5341 ; 1 рубль золотом ; 1928 ; Гос.казначейские билеты СССР ;  ;  ; 34 ; gdrg2 ; 4092 
 5342 ; 75000000 рублей ; 1924 ; Закавказье ;  ;  ; 24 ; gdrg2 ; 2301 
 5343 ; 1000000000 рублей ; 1924 ; Закавказье ;  ;  ; 18 ; Fliege1 ; 4341 
 5344 ; Обязательство на 3 рубля о-ва потребителей при Алафузовских Ф. и З.в Казани ; 1918 ;  ;  ;  ; 28 ; p1a1v1 ; 1458 
 5345 ; Квитанция 5000000 рублей ЕРКООП Тифлис ;  ;  ;  ;  ; 41 ; ra_dar ; 2027 
 5346 ; Квитанция 10000000 рублей ЕРКООП Тифлис ;  ;  ;  ;  ; 62 ; ra_dar ; 1926 
 5347 ; Бона Чита 25 рублей ;  ;  ;  ;  ; 31 ; p1a1v1 ; 2040 
 5348 ; Бона Чита 1 рубль ;  ;  ;  ;  ; 30 ; p1a1v1 ; 2550 
 5349 ; 2 червонца ; 1928 ; Калманович, Горбунов. Билет ;  ;  ; 36 ; num ; 1791 
 5350 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 28 ; себер ; 394 
 5351 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ;  ; 20 ; cfif24 ; 469 
 5352 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 40 ; 000SABik ; 509 
 5353 ; Лот бон 1 и 3 червонца ; 1937 ;  ;  ;  ; 21 ; Гарыныч ; 408 
 5354 ; 250 рублей ; 1920 ;  ;  ;  ; 44 ; Ustin ; 922 
 5355 ; 1 рубль ; 1919 ;  ;  ;  ; 66 ; ☆texas-dv☆ ; 1372 
 5356 ; 1000 рублей ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 36 ; ☆texas-dv☆ ; 2028 
