 5888 ; Бона иностранная Италия ;  ;  ;  ;  ; 19 ; semiramida ; 405 
 5846 ; Бона иностранная Германия ;  ;  ;  ;  ; 11 ; smel ; 204 
 5847 ; Бона иностранная Германия ;  ;  ;  ;  ; 12 ; Майкл ; 324 
 5848 ; Бона иностранная Германия ;  ;  ;  ;  ; 13 ; smel ; 235 
 5849 ; Бона иностранная Германия ;  ;  ;  ;  ; 9 ; Майкл ; 327 
 5850 ; Бона иностранная Германия ;  ;  ;  ;  ; 22 ; 7755 ; 313 
 5851 ; Бона иностранная Германия ;  ;  ;  ;  ; 9 ; наташа2712 ; 153 
 5852 ; Бона иностранная Германия ;  ;  ;  ;  ; 13 ; smel ; 226 
 5853 ; Бона иностранная Германия ;  ;  ;  ;  ; 12 ; lsamurai ; 79 
 5854 ; Бона иностранная Германия ;  ;  ;  ;  ; 13 ; vladmarkin ; 153 
 5855 ; Бона иностранная Германия ;  ;  ;  ;  ; 25 ; zhora ; 200 
 5856 ; Бона иностранная Германия ;  ;  ;  ;  ; 14 ; vladmarkin ; 153 
 5857 ; Бона иностранная Германия ;  ;  ;  ;  ; 17 ; vladmarkin ; 206 
 5858 ; Бона иностранная Германия ;  ;  ;  ;  ; 7 ; largus ; 57 
 5859 ; Бона иностранная Германия ;  ;  ;  ;  ; 13 ; smel ; 235 
 5860 ; Бона иностранная Германия ;  ;  ;  ;  ; 12 ; smel ; 230 
 5861 ; Бона иностранная Германия ;  ;  ;  ;  ; 24 ; vladmarkin ; 254 
 5862 ; Бона иностранная Германия ;  ;  ;  ;  ; 6 ; Boss Orange ; 140 
 5863 ; Бона иностранная Германия ;  ;  ;  ;  ; 9 ; gdrg2 ; 51 
 5864 ; Бона иностранная Германия ;  ;  ;  ;  ; 19 ; smel ; 252 
 5865 ; Лот бон 3 шт. Германия ;  ;  ;  ;  ; 21 ; alapabula ; 429 
 5866 ; Лот бон 3 шт. Германия ;  ;  ;  ;  ; 9 ; наташа2712 ; 266 
 5867 ; Лот бон 3 шт. Германия ;  ;  ;  ;  ; 7 ; smel ; 255 
 5868 ; Бона иностранная Германия ;  ;  ;  ;  ; 49 ; стадник ; 423 
 5869 ; Бона иностранная Норвегия ;  ;  ;  ;  ; 7 ; alesjane ; 68 
 5870 ; Бона иностранная Великобритания ;  ;  ;  ;  ; 47 ; alapabula ; 219 
 5871 ; Бона иностранная Канада ;  ;  ;  ;  ; 32 ; sub215 ; 209 
 5872 ; Бона иностранная Германия ;  ;  ;  ;  ; 54 ; k212 ; 251 
 5873 ; Бона иностранная Германия ;  ;  ;  ;  ; 18 ; alapabula ; 141 
 5874 ; Бона иностранная Германия ;  ;  ;  ;  ; 28 ; alapabula ; 365 
 5875 ; Лот бон 2 шт. Германия ;  ;  ;  ;  ; 9 ; alapabula ; 161 
 5876 ; Бона иностранная Франция ;  ;  ;  ;  ; 35 ; alesjane ; 665 
 5877 ; Бона иностранная Франция ;  ;  ;  ;  ; 11 ; yuvg ; 130 
 5878 ; Бона иностранная Польша ;  ;  ;  ;  ; 18 ; doc2 ; 781 
 5879 ; Бона иностранная Куба ;  ;  ;  ;  ; 23 ; vladmarkin ; 367 
 5880 ; Бона иностранная Куба ;  ;  ;  ;  ; 23 ; gdrg2 ; 153 
 5881 ; Бона иностранная Китай ;  ;  ;  ;  ; 47 ; ulf ; 671 
 5882 ; Бона иностранная Уганда ;  ;  ;  ;  ; 19 ; стадник ; 340 
 5883 ; Бона иностранная Япония ;  ;  ;  ;  ; 11 ; alapabula ; 200 
 5884 ; Бона иностранная Лаос ;  ;  ;  ;  ; 62 ; karal ; 603 
 5885 ; Бона иностранная Марокко ;  ;  ;  ;  ; 13 ; Моряк-собиратель ; 556 
 5886 ; Бона иностранная Финляндия ;  ;  ;  ;  ; 29 ; AndrCh58 ; 390 
 5887 ; Бона иностранная Франция ;  ;  ;  ;  ; 17 ; alesjane ; 227 
 5629 ; Бона иностранная ;  ;  ;  ;  ; 12 ; sifirot ; 67 
 5630 ; Бона иностранная ;  ;  ;  ;  ; 5 ; texno4819 ; 33 
 5631 ; Бона иностранная ;  ;  ;  ;  ; 11 ; я8844 ; 54 
 5632 ; Бона иностранная ;  ;  ;  ;  ; 5 ; texno4819 ; 33 
 5633 ; Бона иностранная ;  ;  ;  ;  ; 44 ; alapabula ; 2233 
 5634 ; Бона иностранная ;  ;  ;  ;  ; 15 ; sifirot ; 100 
 5635 ; Бона иностранная ;  ;  ;  ;  ; 52 ; alapabula ; 2040 
 5636 ; Бона иностранная ;  ;  ;  ;  ; 20 ; alesjane ; 126 
 5637 ; Бона иностранная ;  ;  ;  ;  ; 9 ; vladmarkin ; 136 
 5638 ; Бона иностранная ;  ;  ;  ;  ; 19 ; alesjane ; 126 
 5639 ; Бона иностранная ;  ;  ;  ;  ; 11 ; gdrg2 ; 57 
 5640 ; Бона иностранная ;  ;  ;  ;  ; 8 ; canario ; 57 
 5800 ; Бона иностранная Ливия ;  ;  ;  ;  ; 33 ; Panther ; 323 
 5801 ; Бона иностранная Мавритания ;  ;  ;  ;  ; 25 ; alesjane ; 339 
 5802 ; Бона иностранная Гана ;  ;  ;  ;  ; 20 ; yuvg ; 110 
 5803 ; Бона иностранная Коморские о-ва ;  ;  ;  ; AU ; 80 ; Panther ; 2965 
 5804 ; Бона иностранная Нигерия ;  ;  ;  ;  ; 28 ; стадник ; 306 
 5805 ; Бона иностранная Нигерия ;  ;  ;  ; AU ; 21 ; стадник ; 255 
 5806 ; Бона иностранная Конго ;  ;  ;  ;  ; 24 ; Моряк-собиратель ; 267 
 5807 ; Бона иностранная Сан-Томе и Принсипи ;  ;  ;  ; AU ; 33 ; стадник ; 306 
 5808 ; Бона иностранная Сан-Томе и Принсипи ;  ;  ;  ; AU ; 42 ; grizlimays ; 306 
 5809 ; Бона иностранная Сан-Томе и Принсипи ;  ;  ;  ; AU ; 30 ; grizlimays ; 306 
 5810 ; Бона иностранная Уганда ;  ;  ;  ; AU ; 13 ; gdrg2 ; 57 
 5811 ; Бона иностранная Намибия ;  ;  ;  ;  ; 22 ; yuvg ; 200 
 5812 ; Бона иностранная Замбия ;  ;  ;  ; AU ; 17 ; grizlimays ; 64 
 5813 ; Бона иностранная Замбия ;  ;  ;  ; AU ; 26 ; grizlimays ; 132 
 5814 ; Бона иностранная Биафра ;  ;  ;  ;  ; 37 ; bva150979 ; 284 
 5815 ; Бона иностранная Нигерия ;  ;  ;  ;  ; 8 ; стадник ; 63 
 5816 ; Бона иностранная Нигерия ;  ;  ;  ; AU ; 15 ; цеховик ; 65 
 5817 ; Бона иностранная Гвинея ;  ;  ;  ; AU ; 19 ; sveta6369 ; 64 
 5818 ; Бона иностранная Сомали ;  ;  ;  ; AU ; 27 ; стадник ; 204 
 5819 ; Бона иностранная Конго ;  ;  ;  ; AU ; 16 ; sveta6369 ; 58 
 5820 ; Бона иностранная Уганда ;  ;  ;  ;  ; 14 ; mmmm ; 73 
 5821 ; Бона иностранная Ганна ;  ;  ;  ;  ; 7 ; Panther ; 917 
 5822 ; Бона иностранная Мадагаскар ;  ;  ;  ;  ; 17 ; Моряк-собиратель ; 255 
 5823 ; Бона иностранная Мадагаскар ;  ;  ;  ;  ; 16 ; стадник ; 155 
 5824 ; Бона иностранная Эритрия ;  ;  ;  ;  ; 26 ; bva150979 ; 155 
 5825 ; Бона иностранная Либерия ;  ;  ;  ; AU ; 12 ; Моряк-собиратель ; 99 
 5826 ; Бона иностранная Тунис ;  ;  ;  ; AU ; 41 ; tanmar86 ; 340 
 5827 ; Бона иностранная. Ливия ;  ;  ;  ; AU ; 21 ; yuvg ; 204 
 5828 ; Бона иностранная. Ливия ;  ;  ;  ; AU ; 38 ; bagsy ; 200 
 5829 ; Лот бон Африка 4 шт ;  ;  ;  ;  ; 71 ; каРаЧун ; 1893 
 5830 ; Лот бон Африка 3 шт ;  ;  ;  ;  ; 12 ; alesjane ; 463 
 5831 ; 100000000000000 доларов Зимбабве ;  ;  ;  ; AU ; 44 ; DAndy-2003 ; 909 
 5832 ; Бона иностранная Зимбабве ;  ;  ;  ; AU ; 59 ; DAndy-2003 ; 228 
 5833 ; Бона иностранная Зимбабве ;  ;  ;  ; AU ; 24 ; Hamlet ; 123 
 5834 ; Бона иностранная Зимбабве ;  ;  ;  ; AU ; 24 ; Hamlet ; 140 
 5835 ; Бона иностранная Зимбабве ;  ;  ;  ; AU ; 27 ; Hamlet ; 145 
 5836 ; Бона иностранная Зимбабве ;  ;  ;  ; AU ; 22 ; vfuflfy49 ; 91 
 5837 ; Бона иностранная Зимбабве ;  ;  ;  ; AU ; 24 ; smel ; 101 
 5579 ; Бона иностранная ;  ;  ;  ;  ; 17 ; largus ; 102 
 5580 ; Бона иностранная ;  ;  ;  ;  ; 19 ; largus ; 102 
 5581 ; Бона иностранная ;  ;  ;  ;  ; 24 ; Rusik ; 235 
 5582 ; Бона иностранная ;  ;  ;  ;  ; 12 ; lsamurai ; 51 
 5583 ; Бона иностранная ;  ;  ;  ;  ; 5 ; texno4819 ; 33 
 5584 ; Бона иностранная ;  ;  ;  ;  ; 4 ; Скрудж ; 31 
 5585 ; Бона иностранная ;  ;  ;  ;  ; 12 ; denis.davydov ; 55 
 5586 ; Бона иностранная ;  ;  ;  ;  ; 5 ; largus ; 33 
 5587 ; Бона иностранная ;  ;  ;  ;  ; 6 ; lsamurai ; 51 
 5588 ; Бона иностранная ;  ;  ;  ;  ; 5 ; я8844 ; 38 
 5589 ; Бона иностранная ;  ;  ;  ;  ; 16 ; lsamurai ; 55 
 5590 ; Бона иностранная ;  ;  ;  ;  ; 5 ; texno4819 ; 33 
 5591 ; Бона иностранная ;  ;  ;  ;  ; 16 ; трутень ; 80 
 5592 ; Бона иностранная ;  ;  ;  ;  ; 13 ; alapabula ; 63 
 5593 ; Бона иностранная ;  ;  ;  ;  ; 6 ; denis.davydov ; 34 
 5594 ; Бона иностранная ;  ;  ;  ;  ; 10 ; alapabula ; 123 
 5595 ; Бона иностранная ;  ;  ;  ;  ; 5 ; lsamurai ; 38 
 5596 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Скрудж ; 48 
 5597 ; Бона иностранная ;  ;  ;  ;  ; 5 ; 2128508 ; 53 
 5598 ; Бона иностранная ;  ;  ;  ;  ; 5 ; 2128508 ; 51 
 5599 ; Бона иностранная ;  ;  ;  ;  ; 7 ; alesjane ; 101 
 5600 ; Бона иностранная ;  ;  ;  ;  ; 3 ; texno4819 ; 33 
 5601 ; Бона иностранная ;  ;  ;  ;  ; 13 ; canario ; 42 
 5602 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Hamlet ; 114 
 5603 ; Бона иностранная ;  ;  ;  ;  ; 5 ; гугл ; 567 
 5604 ; Бона иностранная ;  ;  ;  ;  ; 11 ; гугл ; 692 
 5605 ; Бона иностранная ;  ;  ;  ;  ; 9 ; гугл ; 567 
 5606 ; Бона иностранная ;  ;  ;  ;  ; 7 ; vladmarkin ; 70 
 5607 ; Бона иностранная ;  ;  ;  ;  ; 7 ; 333985 ; 68 
 5608 ; Бона иностранная ;  ;  ;  ;  ; 21 ; gdrg2 ; 42 
 5609 ; Бона иностранная ;  ;  ;  ;  ; 19 ; alapabula ; 94 
 5610 ; Бона иностранная ;  ;  ;  ;  ; 5 ; texno4819 ; 33 
 5611 ; Бона иностранная ;  ;  ;  ;  ; 25 ; vladmarkin ; 197 
 5612 ; Бона иностранная ;  ;  ;  ;  ; 10 ; yuvg ; 100 
 5613 ; Бона иностранная ;  ;  ;  ;  ; 7 ; alapabula ; 102 
 5614 ; Бона иностранная ;  ;  ;  ;  ; 5 ; газета ; 42 
 5615 ; Бона иностранная ;  ;  ;  ;  ; 17 ; Ssid ; 153 
 5616 ; Бона иностранная ;  ;  ;  ;  ; 7 ; MG ; 100 
 5617 ; Бона иностранная ;  ;  ;  ;  ; 5 ; газета ; 42 
 5618 ; Бона иностранная ;  ;  ;  ;  ; 11 ; vlkorchev ; 395 
 5619 ; Бона иностранная ;  ;  ;  ;  ; 5 ; газета ; 42 
 5620 ; Бона иностранная ;  ;  ;  ;  ; 8 ; газета ; 64 
 5621 ; Бона иностранная ;  ;  ;  ;  ; 17 ; sifirot ; 100 
 5622 ; Бона иностранная ;  ;  ;  ;  ; 10 ; я8844 ; 84 
 5623 ; Бона иностранная ;  ;  ;  ;  ; 9 ; vladmarkin ; 136 
 5624 ; Бона иностранная ;  ;  ;  ;  ; 19 ; kont ; 1020 
 5625 ; Бона иностранная ;  ;  ;  ;  ; 16 ; zhora ; 191 
 5626 ; Бона иностранная ;  ;  ;  ;  ; 7 ; vladmarkin ; 136 
 5627 ; Бона иностранная ;  ;  ;  ;  ; 7 ; AlexSiberian ; 32 
 5628 ; Бона иностранная ;  ;  ;  ;  ; 15 ; 4758 ; 89 
 5529 ; Бона иностранная ;  ;  ;  ;  ; 10 ; 333985 ; 68 
 5530 ; Бона иностранная ;  ;  ;  ;  ; 8 ; 333985 ; 48 
 5531 ; Бона иностранная ;  ;  ;  ;  ; 5 ; 333985 ; 34 
 5532 ; Бона иностранная ;  ;  ;  ;  ; 10 ; vladmarkin ; 111 
 5533 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Strannik-N ; 161 
 5534 ; Бона иностранная ;  ;  ;  ;  ; 13 ; цеховик ; 62 
 5535 ; Бона иностранная ;  ;  ;  ;  ; 5 ; 333985 ; 69 
 5536 ; Бона иностранная ;  ;  ;  ;  ; 11 ; gdrg2 ; 85 
 5537 ; Бона иностранная ;  ;  ;  ;  ; 12 ; gdrg2 ; 89 
 5538 ; Бона иностранная ;  ;  ;  ;  ; 3 ; texno4819 ; 33 
 5539 ; Бона иностранная ;  ;  ;  ;  ; 5 ; texno4819 ; 33 
 5540 ; Бона иностранная ;  ;  ;  ;  ; 5 ; texno4819 ; 33 
 5541 ; Бона иностранная ;  ;  ;  ;  ; 9 ; 333985 ; 99 
 5542 ; Бона иностранная ;  ;  ;  ;  ; 14 ; AlexSiberian ; 30 
 5543 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Варвар ; 20 
 5544 ; Бона иностранная ;  ;  ;  ;  ; 9 ; газета ; 42 
 5545 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Варвар ; 41 
 5546 ; Бона иностранная ;  ;  ;  ;  ; 11 ; я8844 ; 54 
 5547 ; Бона иностранная ;  ;  ;  ;  ; 11 ; я8844 ; 70 
 5548 ; Бона иностранная ;  ;  ;  ;  ; 10 ; UnPreacher ; 23 
 5549 ; Бона иностранная ;  ;  ;  ;  ; 9 ; UnPreacher ; 23 
 5550 ; Бона иностранная ;  ;  ;  ;  ; 6 ; Варвар ; 21 
 5551 ; Бона иностранная ;  ;  ;  ;  ; 5 ; texno4819 ; 33 
 5552 ; Бона иностранная ;  ;  ;  ;  ; 3 ; texno4819 ; 33 
 5553 ; Бона иностранная ;  ;  ;  ;  ; 10 ; oleghh7 ; 306 
 5554 ; Бона иностранная ;  ;  ;  ;  ; 12 ; oleghh7 ; 306 
 5555 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Brat123456 ; 200 
 5556 ; Бона иностранная ;  ;  ;  ;  ; 3 ; texno4819 ; 33 
 5557 ; Бона иностранная ;  ;  ;  ;  ; 3 ; texno4819 ; 33 
 5558 ; Бона иностранная ;  ;  ;  ;  ; 21 ; AlexSiberian ; 40 
 5559 ; Бона иностранная ;  ;  ;  ;  ; 16 ; max2008 ; 1111 
 5560 ; Бона иностранная ;  ;  ;  ;  ; 30 ; sifirot ; 59 
 5561 ; Бона иностранная ;  ;  ;  ;  ; 22 ; стадник ; 266 
 5562 ; Бона иностранная ;  ;  ;  ;  ; 7 ; semiramida ; 101 
 5563 ; Бона иностранная ;  ;  ;  ;  ; 5 ; semiramida ; 152 
 5564 ; Бона иностранная ;  ;  ;  ;  ; 13 ; газета ; 101 
 5565 ; Бона иностранная ;  ;  ;  ;  ; 11 ; 2128508 ; 289 
 5566 ; Бона иностранная ;  ;  ;  ;  ; 9 ; semiramida ; 62 
 5567 ; Бона иностранная ;  ;  ;  ;  ; 7 ; yuvg ; 101 
 5568 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Моряк-собиратель ; 120 
 5569 ; Бона иностранная ;  ;  ;  ;  ; 7 ; mudritos ; 80 
 5570 ; Бона иностранная ;  ;  ;  ;  ; 14 ; alesjane ; 155 
 5571 ; Бона иностранная ;  ;  ;  ;  ; 16 ; трутень ; 55 
 5572 ; Бона иностранная ;  ;  ;  ;  ; 17 ; sifirot ; 59 
 5573 ; Бона иностранная ;  ;  ;  ;  ; 14 ; lsamurai ; 30 
 5574 ; Бона иностранная ;  ;  ;  ;  ; 21 ; yuvg ; 145 
 5575 ; Бона иностранная ;  ;  ;  ;  ; 11 ; semiramida ; 101 
 5576 ; Бона иностранная ;  ;  ;  ;  ; 17 ; yuvg ; 317 
 5577 ; Бона иностранная ;  ;  ;  ;  ; 5 ; texno4819 ; 33 
 5578 ; Бона иностранная ;  ;  ;  ;  ; 14 ; semiramida ; 100 
 5393 ; 100 рублей ; 1997 ; банкнота ;  ;  ; 28 ; Vb[fksx ; 528 
 5394 ; 10 рублей. № 6666666. Модификация 2004 года ; 1997 ;  ;  ; AU ; 66 ; Fontan ; 5099 
 5395 ; 25 рублей ; 1915 ; Билеты государственного казначейства ;  ;  ; 20 ; ksun ; 400 
 5396 ; 50 рублей ; 1914 ; Билеты государственного казначейства ;  ;  ; 19 ; 67 ; 600 
 5397 ; 100 рублей ; 1914 ; Билеты государственного казначейства ;  ;  ; 22 ; ksun ; 680 
 5398 ; 100 рублей ; 1915 ; Билеты государственного казначейства ;  ;  ; 21 ; ksun ; 680 
 5399 ; 500 рублей ; 1915 ; Билеты государственного казначейства ;  ;  ; 29 ; DmitriPartei ; 1033 
 5400 ; Облигация в 1000 рублей ; 1908 ;  ;  ;  ; 13 ; Avdeev13 ; 906 
 5401 ; Облигация в 187,5 рублей ; 1906 ;  ;  ;  ; 9 ; Avdeev13 ; 906 
 5402 ; Облигация в 2000 марок Рыбинская ж.д. ; 1895 ;  ;  ;  ; 24 ; K.V.N. ; 1033 
 5403 ; Облигация на 1000 марок Владикавказской ж.д., с купонами ; 1913 ;  ;  ;  ; 36 ; K.V.N. ; 1076 
 5404 ; Облигация в 1000 рублей, Николаевское гор.кредитное о-во ;  ;  ;  ;  ; 15 ; Fontan ; 1033 
 5405 ; Квитанция на 1 рубль ;  ;  ;  ;  ; 17 ; ЛАВ-13 ; 971 
 5406 ; Бон на 1 рубль ;  ;  ;  ;  ; 9 ; ЛАВ-13 ; 816 
 5407 ; Бона 100 рублей. Сочи 2014. Серия АА ;  ;  ;  ;  ; 24 ; йцукен ; 204 
 5408 ; Бона 100 рублей. Сочи 2014. Серия Аа ;  ;  ;  ;  ; 19 ; maner73 ; 225 
 5409 ; 10000 рублей ; 1992 ; банкнота ;  ;  ; 27 ; Docent57 ; 295 
 5410 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 18 ; Docent57 ; 133 
 5411 ; 1000 рублей ; 1992 ; билет ;  ;  ; 29 ; Docent57 ; 151 
 5412 ; 500 рублей ; 1992 ; билет ;  ;  ; 17 ; nov6362 ; 51 
 5413 ; Лот бон (5шт) ;  ;  ;  ;  ; 24 ; nov6362 ; 370 
 5414 ; Лот потребительских казначейских билетов 3 шт ; 1992 ;  ;  ;  ; 17 ; Ustin ; 541 
 5501 ; Бона иностранная ;  ;  ;  ;  ; 17 ; Hamlet ; 63 
 5502 ; Бона иностранная ;  ;  ;  ;  ; 27 ; denis.davydov ; 62 
 5503 ; Бона иностранная ;  ;  ;  ;  ; 16 ; lsamurai ; 61 
 5504 ; Бона иностранная ;  ;  ;  ;  ; 11 ; gdrg2 ; 63 
 5505 ; Бона иностранная ;  ;  ;  ;  ; 5 ; lsamurai ; 34 
 5506 ; Бона иностранная ;  ;  ;  ;  ; 10 ; lsamurai ; 34 
 5507 ; Бона иностранная ;  ;  ;  ;  ; 15 ; jj ; 89 
 5508 ; Бона иностранная ;  ;  ;  ;  ; 6 ; lsamurai ; 34 
 5509 ; Бона иностранная ;  ;  ;  ;  ; 9 ; lsamurai ; 57 
 5510 ; Бона иностранная ;  ;  ;  ;  ; 10 ; lsamurai ; 35 
 5511 ; Бона иностранная ;  ;  ;  ;  ; 3 ; lsamurai ; 34 
 5512 ; Бона иностранная ;  ;  ;  ;  ; 7 ; pref ; 35 
 5513 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Strannik-N ; 63 
 5514 ; Бона иностранная ;  ;  ;  ;  ; 6 ; denis.davydov ; 34 
 5515 ; Бона иностранная ;  ;  ;  ;  ; 5 ; lsamurai ; 38 
 5516 ; Бона иностранная ;  ;  ;  ;  ; 7 ; lsamurai ; 38 
 5517 ; Бона иностранная ;  ;  ;  ;  ; 7 ; lsamurai ; 38 
 5518 ; Бона иностранная ;  ;  ;  ;  ; 5 ; vladmarkin ; 37 
 5519 ; Бона иностранная ;  ;  ;  ;  ; 13 ; denis.davydov ; 51 
 5520 ; Бона иностранная ;  ;  ;  ;  ; 17 ; denis.davydov ; 68 
 5521 ; Бона иностранная ;  ;  ;  ;  ; 18 ; sifirot ; 128 
 5522 ; Бона иностранная ;  ;  ;  ;  ; 17 ; 333985 ; 48 
 5523 ; Бона иностранная ;  ;  ;  ;  ; 35 ; jugla ; 330 
 5524 ; Бона иностранная ;  ;  ;  ;  ; 5 ; texno4819 ; 33 
 5525 ; Бона иностранная ;  ;  ;  ;  ; 6 ; 333985 ; 42 
 5526 ; Бона иностранная ;  ;  ;  ;  ; 3 ; 4758 ; 34 
 5527 ; Бона иностранная ;  ;  ;  ;  ; 4 ; canario ; 34 
 5528 ; Бона иностранная ;  ;  ;  ;  ; 5 ; texno4819 ; 33 
 5343 ; 10 рублей ; 1919 ;  ;  ;  ; 46 ; paul196262 ; 1180 
 5344 ; 50 рублей ; 1919 ;  ;  ;  ; 19 ; uyAHWLcn5486ZMN ; 671 
 5345 ; 200 рублей ; 1919 ;  ;  ;  ; 23 ; ЛАВ-13 ; 1610 
 5346 ; 1000 рублей ; 1919 ;  ;  ;  ; 26 ; Ustin ; 1512 
 5347 ; 10000 рублей ; 1919 ;  ;  ;  ; 58 ; Hamlet ; 348 
 5348 ; 250 рублей ; 1920 ;  ;  ;  ; 20 ; gdrg2 ; 381 
 5349 ; 500 рублей ; 1920 ;  ;  ;  ; 31 ; Hromoy ; 227 
 5350 ; Лот бон 4 шт ;  ;  ;  ;  ; 33 ; Hromoy ; 1041 
 5351 ; 100000 рублей ; 1923 ; Закавказье ;  ;  ; 71 ; torbey ; 1473 
