 5594 ; Почтовая карточка Каунас ; 1927 ;  ;  ;  ; 12 ; to-to ; 124 
 5550 ; Конверт со спец. Гашением "Антарктика" Новолазаревская 01.02.95 M/V Akademik Fedorov ;  ;  ;  ;  ; 6 ; гоша334 ; 61 
 5551 ; Конверт со спец. Гашением "Антарктида. Новалазаревская" 11.03.92 (36 САЭ) "Михаил Сомов" ;  ;  ;  ;  ; 5 ; гоша334 ; 63 
 5552 ; Конверт со спец. Гашением "Антарктида. Новолазаревская" 22.06.91 ;  ;  ;  ;  ; 9 ; Emv ; 41 
 5553 ; Конверт со спец. Гашением "Антарктида. Новолазаревская" 03.06.96 AC. FEDOROV ;  ;  ;  ;  ; 19 ; Emv ; 42 
 5554 ; Конверт со спец. Гашением GEOMAND M/V POLAR QUEEN MAIDEN VOYAGE  " Новолазаревская 29.11.95" (запечатан) ;  ;  ;  ;  ; 5 ; doc2 ; 126 
 5555 ; Конверт со спец. Гашением DUMONT D URVILLE 18-12 1981 (запечатан) ;  ;  ;  ;  ; 5 ; Emv ; 51 
 5556 ; Конверт со спец. Гашением (запечатан) BROWN ANTARTIDA ARGENTINA 11 dic 76 ;  ;  ;  ;  ; 25 ; Emv ; 41 
 5557 ; Конверт со спец. Гашением "TERRE ADELIE 30-12 1972" ;  ;  ;  ;  ; 11 ; doc2 ; 349 
 5558 ; Конверт со спец. Гашением H. M. S ENDURANCE 6 JAN 1982 ;  ;  ;  ;  ; 5 ; Emv ; 28 
 5559 ; Открытка со спец. Гашением АН-/2 ВОСТОК ;  ;  ;  ;  ; 5 ; Emv ; 51 
 5560 ; Конверт со спец. Гашением "САЭ Беллинсгаузен" 09.11.88 BASE MARAMBIO 12 NOV 88GEOMAUD 95/96 M/V POLARE  GUEEN Антарктида Новолазаревская 20.11.95 ;  ;  ;  ;  ; 7 ; Emv ; 28 
 5561 ; Конверт со спец. Гашением "Северный полюс - 26" 16.04.85 JAN NAGORSKI ;  ;  ;  ;  ; 5 ; doc2 ; 126 
 5562 ; Конверт со спец. Гашением RRS DISCOVERY ANTARCTIC EXPED DEC 87- MAR 88 (запечатан с вложением) ;  ;  ;  ;  ; 9 ; гоша334 ; 85 
 5563 ; Конверт со спецгашением Гренландия ; 2006 ;  ;  ;  ; 8 ; гоша334 ; 133 
 5564 ; Конверт со спецгашением Гренландия ; 2007 ;  ;  ;  ; 10 ; гоша334 ; 123 
 5565 ; Конверт со спецгашением Гренландия ; 1991 ;  ;  ;  ; 9 ; гоша334 ; 123 
 5566 ; Конверт со спецгашением Гренландия ; 1988 ;  ;  ;  ; 9 ; гоша334 ; 123 
 5567 ; Конверт со спецгашением Гренландия ; 2008 ;  ;  ;  ; 10 ; гоша334 ; 123 
 5568 ; Конверт со спецгашением Гренландия ; 1990 ;  ;  ;  ; 9 ; гоша334 ; 101 
 5569 ; Конверт со спецгашением Гренландия ; 2006 ;  ;  ;  ; 11 ; гоша334 ; 114 
 5570 ; Конверт со спецгашением Гренландия ; 2005 ;  ;  ;  ; 5 ; гоша334 ; 101 
 5571 ; Конверт 1905 г. ;  ;  ;  ;  ; 13 ; Ssid ; 113 
 5572 ; Конверт с письмом. Россия ;  ;  ;  ;  ; 17 ; Приор ; 77 
 5573 ; Почтовый перевод в Финляндии ; 1916 ;  ;  ;  ; 35 ; Приор ; 698 
 5574 ; Почтовая карточка С-Петербург ;  ;  ;  ;  ; 37 ; doc2 ; 430 
 5575 ; Почтовая карточка С-Петербург ;  ;  ;  ;  ; 22 ; doc2 ; 545 
 5576 ; Почтовая карточка С-Петербург ;  ;  ;  ;  ; 22 ; flutter ; 142 
 5577 ; Открытое письмо. Всемирный почтовый союз России. Казанский собор ;  ;  ;  ;  ; 7 ; flutter ; 57 
 5578 ; Почтовая карточка Петроград ;  ;  ;  ;  ; 40 ; doc2 ; 465 
 5579 ; Почтовая карточка Москва ;  ;  ;  ;  ; 30 ; Приор ; 616 
 5580 ; Почтовая карточка Москва ; 1928 ;  ;  ;  ; 34 ; doc2 ; 1111 
 5581 ; Почтовая карточка Москва ;  ;  ;  ;  ; 32 ; flutter ; 426 
 5582 ; Почтовая карточка Москва ;  ;  ;  ;  ; 27 ; Приор ; 455 
 5583 ; Почтовая карточка Н-Новгород ;  ;  ;  ;  ; 30 ; doc2 ; 1030 
 5584 ; Почтовая карточка Керчь ; 1927 ;  ;  ;  ; 42 ; Приор ; 632 
 5585 ; Почтовая карточка Уфа ;  ;  ;  ;  ; 22 ; von_Schwarz ; 215 
 5586 ; Почтовая карточка Урал ;  ;  ;  ;  ; 49 ; птичка16 ; 258 
 5587 ; Почтовая карточка Урал ;  ;  ;  ;  ; 63 ; зоопарк ёжиков ; 510 
 5588 ; Почтовая карточка Урал ;  ;  ;  ;  ; 15 ; птичка16 ; 224 
 5589 ; Почтовая карточка Нарва ; 1926 ;  ;  ;  ; 24 ; flutter ; 173 
 5590 ; Почтовая карточка Таллин ; 1923 ;  ;  ;  ; 34 ; irinka ; 185 
 5591 ; Почтовая карточка Казань ; 1918 ;  ;  ;  ; 33 ; ZIMOGOR ; 568 
 5592 ; Почтовая карточка Одесса ; 1928 ;  ;  ;  ; 20 ; Приор ; 425 
 5593 ; Почтовая карточка Литва ; 1927 ;  ;  ;  ; 35 ; кузяка ; 114 
 5494 ; Бона иностранная. Казахстан ;  ;  ;  ;  ; 9 ; SER 888 ; 40 
 5495 ; Бона иностранная. Казахстан ;  ;  ;  ;  ; 6 ; SER 888 ; 30 
 5496 ; Бона иностранная. Казахстан ;  ;  ;  ;  ; 9 ; SER 888 ; 40 
 5497 ; Бона иностранная. Казахстан ;  ;  ;  ;  ; 14 ; Minamoto ; 51 
 5498 ; Бона иностранная. Узбекистан ;  ;  ;  ;  ; 5 ; SER 888 ; 30 
 5499 ; Бона иностранная. Узбекистан ;  ;  ;  ;  ; 10 ; CASABLANCA ; 53 
 5500 ; Бона иностранная. Узбекистан ;  ;  ;  ;  ; 5 ; SER 888 ; 30 
 5501 ; Бона иностранная. Узбекистан ;  ;  ;  ;  ; 11 ; dimon-2007 ; 71 
 5502 ; Бона иностранная. Узбекистан ;  ;  ;  ;  ; 5 ; SER 888 ; 30 
 5503 ; Бона иностранная. Туркменистан ;  ;  ;  ;  ; 12 ; dimon-2007 ; 71 
 5504 ; Бона иностранная. Туркменистан ;  ;  ;  ;  ; 23 ; sts ; 101 
 5505 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 29 ; smel ; 317 
 5506 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 15 ; vladmarkin ; 227 
 5507 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 18 ; пара ; 147 
 5508 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 29 ; smel ; 305 
 5509 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 33 ; smel ; 305 
 5510 ; Лот нотгельдов ( 60шт.) ;  ;  ;  ;  ; 42 ; Ok203 ; 2321 
 5511 ; Акция. США ;  ;  ;  ;  ; 15 ; SS007 ; 197 
 5512 ; Акция. США ;  ;  ;  ;  ; 5 ; vel2010 ; 201 
 5513 ; Акция. США ;  ;  ;  ;  ; 5 ; SS007 ; 197 
 5514 ; Акция. США ;  ;  ;  ;  ; 5 ; SS007 ; 197 
 5515 ; Акция. США ;  ;  ;  ;  ; 5 ; SS007 ; 197 
 5516 ; Акция. США ;  ;  ;  ;  ; 5 ; vel2010 ; 201 
 5517 ; Акция. США ;  ;  ;  ;  ; 5 ; SS007 ; 197 
 5518 ; Акция. США ;  ;  ;  ;  ; 5 ; SS007 ; 197 
 5519 ; Акция. США ;  ;  ;  ;  ; 5 ; vel2010 ; 201 
 5520 ; Акция. США ;  ;  ;  ;  ; 5 ; SS007 ; 197 
 5521 ; Акция. США ;  ;  ;  ;  ; 5 ; SS007 ; 197 
 5522 ; Акция. Германия ;  ;  ;  ;  ; 7 ; Harlock ; 101 
 5523 ; Акция. Германия ;  ;  ;  ;  ; 9 ; Harlock ; 101 
 5524 ; Акция. Германия ;  ;  ;  ;  ; 7 ; Harlock ; 101 
 5525 ; Акция. Германия ;  ;  ;  ;  ; 7 ; Harlock ; 101 
 5526 ; Акция. Германия ;  ;  ;  ;  ; 9 ; Harlock ; 101 
 5527 ; Акция. Германия ;  ;  ;  ;  ; 7 ; Harlock ; 101 
 5528 ; Акция. Германия ;  ;  ;  ;  ; 7 ; Harlock ; 101 
 5529 ; Акция. Германия ;  ;  ;  ;  ; 7 ; Harlock ; 101 
 5530 ; Акция. Германия ;  ;  ;  ;  ; 7 ; Harlock ; 101 
 5531 ; Акция. Германия ;  ;  ;  ;  ; 9 ; Harlock ; 101 
 5532 ; Акция. Германия ;  ;  ;  ;  ; 7 ; Harlock ; 101 
 5533 ; Акция. Германия ;  ;  ;  ;  ; 9 ; Harlock ; 101 
 5534 ; Акция. Германия ;  ;  ;  ;  ; 9 ; Harlock ; 101 
 5535 ; Акция. Германия ;  ;  ;  ;  ; 7 ; DIMA 57 ; 104 
 5536 ; Акция. Германия ;  ;  ;  ;  ; 7 ; Harlock ; 101 
 5537 ; Акция. Германия ;  ;  ;  ;  ; 7 ; Harlock ; 101 
 5538 ; Акция. Германия ;  ;  ;  ;  ; 11 ; Harlock ; 101 
 5539 ; Акция. Германия ;  ;  ;  ;  ; 7 ; Harlock ; 101 
 5540 ; Акция. Германия ;  ;  ;  ;  ; 7 ; Harlock ; 101 
 5541 ; Лист купонов ;  ;  ;  ;  ; 40 ; Ok203 ; 283 
 5542 ; Конверт со спец. Гашением "САЭ Новолазаревская 21.03.81"  14-02-1981 Дружная -2 ;  ;  ;  ;  ; 12 ; гоша334 ; 90 
 5543 ; Конверт со спец. Гашением "Антарктида Новолазаревская" 03.06.96 НЭС Академик Федоров 41- РАЭ ;  ;  ;  ;  ; 10 ; flutter ; 59 
 5444 ; Бона иностранная. Египет ;  ;  ;  ;  ; 16 ; митяй ; 51 
 5445 ; Бона иностранная. Египет ;  ;  ;  ;  ; 8 ; 54заза ; 23 
 5446 ; Бона иностранная. Египет ;  ;  ;  ;  ; 8 ; CASABLANCA ; 30 
 5447 ; Бона иностранная. Великобритания ;  ;  ;  ;  ; 12 ; вэл ; 131 
 5448 ; Бона иностранная. Великобритания ;  ;  ;  ;  ; 10 ; krugerrand ; 134 
 5449 ; Бона иностранная. Великобритания ;  ;  ;  ;  ; 9 ; SER 888 ; 40 
 5450 ; Бона иностранная. Татарстан ;  ;  ;  ;  ; 22 ; lesnik1 ; 153 
 5451 ; Бона иностранная. Мьянма ;  ;  ;  ;  ; 13 ; SER 888 ; 43 
 5452 ; Бона иностранная. Мьянма ;  ;  ;  ;  ; 5 ; пара ; 21 
 5453 ; Бона иностранная. Мьянма ;  ;  ;  ;  ; 12 ; SKH ; 30 
 5454 ; Бона иностранная. Коста -  Рика ;  ;  ;  ;  ; 49 ; SKH ; 369 
 5455 ; Бона иностранная. Румыния ;  ;  ;  ;  ; 11 ; жора ; 120 
 5456 ; Бона иностранная. Румыния ;  ;  ;  ;  ; 16 ; жора ; 101 
 5457 ; Бона иностранная. Румыния ;  ;  ;  ;  ; 20 ; жора ; 120 
 5458 ; Бона иностранная. Германия ;  ;  ;  ;  ; 19 ; SER 888 ; 46 
 5459 ; Бона иностранная. Германия ;  ;  ;  ;  ; 21 ; Regent21v ; 117 
 5460 ; Бона иностранная. Германия ;  ;  ;  ;  ; 17 ; SER 888 ; 42 
 5461 ; Бона иностранная. Германия ;  ;  ;  ;  ; 15 ; uhfvv7 ; 51 
 5462 ; Бона иностранная. Германия ;  ;  ;  ;  ; 16 ; SER 888 ; 30 
 5463 ; Бона иностранная. Германия ;  ;  ;  ;  ; 14 ; SER 888 ; 30 
 5464 ; Бона иностранная. Германия ;  ;  ;  ;  ; 10 ; SER 888 ; 43 
 5465 ; Бона иностранная. Германия ;  ;  ;  ;  ; 19 ; SER 888 ; 30 
 5466 ; Бона иностранная. Германия ;  ;  ;  ;  ; 8 ; SER 888 ; 37 
 5467 ; Бона иностранная. Германия ;  ;  ;  ;  ; 15 ; dinkini ; 51 
 5468 ; Бона иностранная. Германия ;  ;  ;  ;  ; 10 ; SER 888 ; 30 
 5469 ; Бона иностранная. Германия ;  ;  ;  ;  ; 18 ; магаз ; 132 
 5470 ; Бона иностранная. Германия ;  ;  ;  ;  ; 9 ; SER 888 ; 30 
 5471 ; Бона иностранная. Германия ;  ;  ;  ;  ; 11 ; SER 888 ; 30 
 5472 ; 50 копеек ; 1916 ;  ;  ;  ; 10 ; graff36alex ; 153 
 5473 ; Бона иностранная. Австрия ;  ;  ;  ;  ; 36 ; dimon-2007 ; 71 
 5474 ; Бона иностранная. Австрия ;  ;  ;  ;  ; 34 ; dimon-2007 ; 104 
 5475 ; Бона иностранная. Австрия ;  ;  ;  ;  ; 10 ; 333985 ; 57 
 5476 ; Бона иностранная. Австрия ;  ;  ;  ;  ; 11 ; велес ; 50 
 5477 ; Бона иностранная. Венгрия ;  ;  ;  ;  ; 13 ; dimon-2007 ; 51 
 5478 ; Бона иностранная. Венгрия ;  ;  ;  ;  ; 16 ; prostor.71 ; 51 
 5479 ; Бона иностранная. Венгрия ;  ;  ;  ;  ; 15 ; SER 888 ; 46 
 5480 ; Бона иностранная. Венгрия ;  ;  ;  ;  ; 23 ; Вадим Скифский ; 123 
 5481 ; Бона иностранная. Венгрия ;  ;  ;  ;  ; 13 ; Вадим Скифский ; 55 
 5482 ; Бона иностранная. Камбоджа ;  ;  ;  ;  ; 5 ; SER 888 ; 30 
 5483 ; Бона иностранная. Камбоджа ;  ;  ;  ;  ; 5 ; SER 888 ; 40 
 5484 ; Бона иностранная. Камбоджа ;  ;  ;  ;  ; 27 ; dimon-2007 ; 161 
 5485 ; Бона иностранная. Камбоджа ;  ;  ;  ;  ; 14 ; цеховик ; 123 
 5486 ; Бона иностранная. Перу ;  ;  ;  ;  ; 7 ; SER 888 ; 30 
 5487 ; Бона иностранная. Чехия ;  ;  ;  ;  ; 11 ; жора ; 100 
 5488 ; Бона иностранная. Чехия ;  ;  ;  ;  ; 17 ; pref ; 102 
 5489 ; Бона иностранная. Чехия ;  ;  ;  ;  ; 17 ; трутень ; 121 
 5490 ; Бона иностранная. Чехия ;  ;  ;  ;  ; 6 ; SER 888 ; 40 
 5491 ; Бона иностранная. Казахстан ;  ;  ;  ;  ; 25 ; Minamoto ; 221 
 5492 ; Бона иностранная. Казахстан ;  ;  ;  ;  ; 11 ; трутень ; 48 
 5493 ; Бона иностранная. Казахстан ;  ;  ;  ;  ; 8 ; SER 888 ; 41 
 5394 ; Бона иностранная. Перу ;  ;  ;  ;  ; 9 ; Вадим Скифский ; 99 
 5395 ; Бона иностранная. Перу ;  ;  ;  ;  ; 13 ; Ostriy ; 41 
 5396 ; Бона иностранная. Перу ;  ;  ;  ;  ; 16 ; магаз ; 36 
 5397 ; Бона иностранная. Перу ;  ;  ;  ;  ; 19 ; Ostriy ; 101 
 5398 ; Бона иностранная. Индонезия ;  ;  ;  ;  ; 6 ; Вадим Скифский ; 30 
 5399 ; Бона иностранная. Индонезия ;  ;  ;  ;  ; 20 ; CASABLANCA ; 101 
 5400 ; Бона иностранная. Индонезия ;  ;  ;  ;  ; 11 ; CASABLANCA ; 101 
 5401 ; Бона иностранная. Франция ;  ;  ;  ;  ; 16 ; SKH ; 305 
 5402 ; Бона иностранная. Франция ;  ;  ;  ;  ; 14 ; SKH ; 174 
 5403 ; Бона иностранная. 100 долларов США. ; 1934 ;  ;  ;  ; 20 ; 4444444 ; 9066 
 5404 ; Бона иностранная. Куба ;  ;  ;  ;  ; 16 ; 333985 ; 237 
 5405 ; Бона иностранная. Израиль ;  ;  ;  ;  ; 22 ; жора ; 102 
 5406 ; Бона иностранная. Израиль ;  ;  ;  ;  ; 15 ; пара ; 94 
 5407 ; Бона иностранная. Бельгия ;  ;  ;  ;  ; 26 ; CASABLANCA ; 135 
 5408 ; Бона иностранная. Япония ;  ;  ;  ;  ; 6 ; Вадим Скифский ; 50 
 5409 ; Бона иностранная. Япония ;  ;  ;  ;  ; 5 ; Вадим Скифский ; 50 
 5410 ; Бона иностранная. Япония ;  ;  ;  ;  ; 33 ; Вадим Скифский ; 212 
 5411 ; Бона иностранная. Словения ;  ;  ;  ;  ; 15 ; ВЯЗЪ ; 51 
 5412 ; Бона иностранная. Словения ;  ;  ;  ;  ; 17 ; SER 888 ; 42 
 5413 ; Бона иностранная. Канада ;  ;  ;  ;  ; 15 ; CASABLANCA ; 130 
 5414 ; Бона иностранная. Турция ;  ;  ;  ;  ; 14 ; CASABLANCA ; 101 
 5415 ; Бона иностранная. Турция ;  ;  ;  ;  ; 6 ; SER 888 ; 40 
 5416 ; Бона иностранная. Индонезия ;  ;  ;  ;  ; 39 ; жора ; 181 
 5417 ; Бона иностранная. Индонезия ;  ;  ;  ;  ; 11 ; жора ; 102 
 5418 ; Бона иностранная. Уганда ;  ;  ;  ;  ; 17 ; жора ; 101 
 5419 ; Бона иностранная. Уганда ;  ;  ;  ;  ; 9 ; Моряк-собиратель ; 133 
 5420 ; Бона иностранная. Уганда ;  ;  ;  ;  ; 34 ; жора ; 102 
 5421 ; Бона иностранная. Гана ;  ;  ;  ;  ; 27 ; жора ; 100 
 5422 ; Бона иностранная. Гана ;  ;  ;  ;  ; 23 ; жора ; 100 
 5423 ; Бона иностранная. Барбадос ;  ;  ;  ;  ; 20 ; CASABLANCA ; 101 
 5424 ; Бона иностранная. Кения ;  ;  ;  ;  ; 12 ; Ostriy ; 102 
 5425 ; Бона иностранная. Нидерланды ;  ;  ;  ;  ; 21 ; alesjane ; 130 
 5426 ; Бона иностранная. Бразилия ;  ;  ;  ;  ; 5 ; SER 888 ; 30 
 5427 ; Бона иностранная. Бразилия ;  ;  ;  ;  ; 9 ; fadeev.dima ; 204 
 5428 ; Бона иностранная. Бразилия ;  ;  ;  ;  ; 5 ; SER 888 ; 31 
 5429 ; Бона иностранная. Бразилия ;  ;  ;  ;  ; 11 ; жора ; 100 
 5430 ; Бона иностранная. Бразилия ;  ;  ;  ;  ; 11 ; жора ; 100 
 5431 ; Бона иностранная. Венесуэла ;  ;  ;  ;  ; 38 ; demodex ; 105 
 5432 ; Бона иностранная. Венесуэла ;  ;  ;  ;  ; 19 ; teso ; 101 
 5433 ; Бона иностранная. Венесуэла ;  ;  ;  ;  ; 21 ; teso ; 101 
 5434 ; Бона иностранная. Венесуэла ;  ;  ;  ;  ; 12 ; 54заза ; 87 
 5435 ; Бона иностранная. Венесуэла ;  ;  ;  ;  ; 14 ; ДУНКАН МАКЛАУД ; 57 
 5436 ; Бона иностранная. Венесуэла ;  ;  ;  ;  ; 8 ; Ssid ; 50 
 5437 ; Бона иностранная. Судан ;  ;  ;  ;  ; 21 ; пара ; 99 
 5438 ; Бона иностранная. Колумбия ;  ;  ;  ;  ; 12 ; жора ; 152 
 5439 ; Бона иностранная. Бангладеш ;  ;  ;  ;  ; 15 ; пара ; 70 
 5440 ; Бона иностранная. Ливия ;  ;  ;  ;  ; 7 ; 2128508 ; 77 
 5441 ; Бона иностранная. Ливия ;  ;  ;  ;  ; 5 ; пара ; 31 
 5442 ; Бона иностранная. Египет ;  ;  ;  ;  ; 14 ; митяй ; 51 
 5443 ; Бона иностранная. Египет ;  ;  ;  ;  ; 14 ; митяй ; 51 
 5344 ; Лот бон Азербайджан 5 шт ;  ;  ;  ;  ; 17 ; Olimpia ; 185 
 5345 ; Бона Татарстан ;  ;  ;  ;  ; 39 ; Olimpia ; 328 
 5346 ; Лот бон Армения 2 шт ; 1993 ;  ;  ; AU ; 12 ; Minamoto ; 77 
 5347 ; Лот бон Азербайджан 3 шт ;  ;  ;  ; AU ; 48 ; lesnik1 ; 500 
 5348 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 27 ; Нумик2016 ; 185 
 5349 ; Лот бон иностранных 3 шт ;  ;  ;  ; AU ; 30 ; вэл ; 159 
 5350 ; Лот бон иностранных 3 шт ;  ;  ;  ; AU ; 26 ; Моряк-собиратель ; 222 
 5351 ; Лот бон иностранных 3 шт ;  ;  ;  ; AU ; 7 ; Olimpia ; 92 
 5352 ; Лот бон иностранных 3 шт ;  ;  ;  ; AU ; 34 ; 2128508 ; 133 
 5353 ; Бона иностранная Армения ;  ;  ;  ; AU ; 26 ; lesnik1 ; 789 
 5354 ; Бона иностранная Кыргызстан ;  ;  ;  ; AU ; 28 ; Minamoto ; 429 
 5355 ; Бона иностранная Суринам ;  ;  ;  ; AU ; 15 ; dimon-2007 ; 79 
 5356 ; Бона иностранная Суринам ;  ;  ;  ; AU ; 22 ; SER 888 ; 40 
 5357 ; 2 доллара Канада ; 1986 ;  ;  ; AU ; 21 ; CASABLANCA ; 178 
 5358 ; Бона иностранная Чили ;  ;  ;  ;  ; 17 ; Olimpia ; 184 
 5359 ; 5 крон Эстония ; 1994 ;  ;  ;  ; 9 ; ВЯЗЪ ; 34 
 5360 ; Бона иностранная Югославия ; 1986 ;  ;  ;  ; 9 ; CASABLANCA ; 69 
 5361 ; Бона иностранная Югославия ; 1981 ;  ;  ;  ; 3 ; acid7 ; 31 
 5362 ; Лот бон иностранных 5 шт ;  ;  ;  ;  ; 25 ; страус ; 78 
 5363 ; Лот бон иностранных 4 шт ;  ;  ;  ;  ; 11 ; uz ; 204 
 5364 ; Бона иностранная Куба ;  ;  ;  ;  ; 38 ; Jon Snow ; 150 
 5365 ; Лот бон Турция 4 шт ;  ;  ;  ;  ; 20 ; жора ; 90 
 5366 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 36 ; geit ; 98 
 5367 ; Бона иностранная Германия ; 1929 ;  ;  ;  ; 26 ; corsar ; 65 
 5368 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 16 ; Jon Snow ; 51 
 5369 ; Бона 20 динар. Кувейт ;  ;  ;  ;  ; 15 ; frt ; 375 
 5370 ; Бона 25 гульденов. Суринам ; 1998 ;  ;  ;  ; 25 ; frt ; 50 
 5371 ; Бона 1 марка. Финляндия ; 1963 ;  ;  ;  ; 14 ; SKH ; 62 
 5372 ; Лот бон 100 штук Камбоджа в упаковке ; 2014 ;  ;  ; AU ; 23 ; vfuflfy49 ; 536 
 5373 ; Лот бон 100 штук Маянмар в упаковке ;  ;  ;  ; AU ; 33 ; vfuflfy49 ; 464 
 5374 ; Лот бон 100 штук Маянмар в упаковке ;  ;  ;  ; AU ; 28 ; vfuflfy49 ; 512 
 5375 ; Лот бон 100 штук Маянмар в упаковке ;  ;  ;  ; AU ; 46 ; vfuflfy49 ; 1887 
 5376 ; Лот бон 100 штук Вьетнам в упаковке ;  ;  ;  ; AU ; 35 ; vfuflfy49 ; 479 
 5377 ; Лот бон 100 штук Кыргызстан в упаковке ;  ;  ;  ; AU ; 14 ; себер ; 276 
 5378 ; Лот бон 100 штук Кыргызстан в упаковке ;  ;  ;  ; AU ; 9 ; Krys ; 237 
 5379 ; Лот бон 100 штук Вьетнам в упаковке ;  ;  ;  ; AU ; 17 ; vfuflfy49 ; 426 
 5380 ; Лот бон 100 штук Вьетнам в упаковке ;  ;  ;  ; AU ; 31 ; vfuflfy49 ; 547 
 5381 ; Лот бон 100 штук Вьетнам в упаковке ;  ;  ;  ; AU ; 29 ; vfuflfy49 ; 575 
 5382 ; Лот бон 100 штук Вьетнам в упаковке ;  ;  ;  ; AU ; 47 ; vfuflfy49 ; 1325 
 5383 ; Лот бон 100 штук Камбоджа в упаковке ; 2002 ;  ;  ; AU ; 33 ; СТРЕКОЗА ; 385 
 5384 ; Лот бон 100 штук Маянмар в упаковке ;  ;  ;  ; AU ; 37 ; vfuflfy49 ; 1455 
