 7062 ; Лот марок. Тува. 1941. Редкий набор. 5 шт ;  ;  ;  ;  ; 52 ; Olimpia ; 1233 
 7051 ; Марка. СССР. 1946. СК N 1089К. Редкая ;  ;  ;  ;  ; 15 ; QSL ; 354 
 7052 ; Марка. СССР. 1944. Разновидность ;  ;  ;  ;  ; 8 ; QSL ; 255 
 7053 ; Марка. СССР. 1943. Разновидность ;  ;  ;  ;  ; 5 ; Meshok ; 89 
 7054 ; Лот марок. СССР. 1945. 4 шт ;  ;  ;  ;  ; 20 ; орел414151 ; 458 
 7055 ; Блок марок. СССР. 1946 ;  ;  ;  ;  ; 38 ; Dimius ; 1272 
 7056 ; Лот марок. СССР. 1945-1946. 2 шт ;  ;  ;  ;  ; 32 ; Driv3r ; 138 
 7057 ; Лот марок. СССР. 1946. СК N 1053-I, 1053. 2 шт ;  ;  ;  ;  ; 37 ; Приор ; 357 
 7058 ; Марка. СССР. 1946. СК N 1072Р. #ВР. Редкая ;  ;  ;  ;  ; 23 ; Приор ; 1119 
 7059 ; Лот марок. СССР. 1946. Разновидности. 4 шт ;  ;  ;  ;  ; 25 ; Приор ; 250 
 7060 ; Лот марок. Генерал Власов. 1944. 4 шт ;  ;  ;  ;  ; 40 ; doc2 ; 2448 
 7061 ; Лот марок. Тува. 1936. 4 шт ;  ;  ;  ;  ; 15 ; Ratmen ; 453 
 6962 ; Буклет с марками. Оружие Победы. Автомобильная техника ;  ;  ;  ;  ; 26 ; Степан_81 ; 340 
 6963 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 14 ; Степан_81 ; 79 
 6964 ; Лот марок. Лист марок. Стандарт. 100 шт ;  ;  ;  ;  ; 45 ; Olimpia ; 304 
 6965 ; Лот марок. Лист марок. Стандарт. 100 шт ;  ;  ;  ;  ; 24 ; Olimpia ; 310 
 6966 ; Лот марок. 2 блока. Международный полярный год. Тип 1 и тип 2 (разновидности) ;  ;  ;  ;  ; 53 ; Olimpia ; 567 
 6967 ; Блок марок ;  ;  ;  ;  ; 43 ; doc2 ; 340 
 6968 ; Блок марок ;  ;  ;  ;  ; 11 ; lenohota ; 120 
 6969 ; Блок марок ;  ;  ;  ;  ; 22 ; flutter ; 567 
 6970 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 9 ; Степан_81 ; 267 
 6971 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 7 ; Степан_81 ; 188 
 6972 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 43 ; doc2 ; 310 
 6973 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 30 ; Степан_81 ; 357 
 6974 ; Лот марок. 2 листа марок малого формата ;  ;  ;  ;  ; 32 ; Степан_81 ; 267 
 6975 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 24 ; doc2 ; 232 
 6976 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 11 ; KVictorA ; 300 
 6977 ; Лист рекламных марок ;  ;  ;  ;  ; 7 ; chiko ; 39 
 6978 ; Лист рекламных марок ;  ;  ;  ;  ; 5 ; chiko ; 23 
 6979 ; Лист рекламных марок ;  ;  ;  ;  ; 9 ; chiko ; 23 
 6980 ; Лист рекламных марок ;  ;  ;  ;  ; 7 ; chiko ; 39 
 6981 ; Лист рекламных марок ;  ;  ;  ;  ; 11 ; chiko ; 48 
 6982 ; Лот марок. РФ. Стандарт. Бумага простая. Серия из 5 марок. 1995 ;  ;  ;  ;  ; 42 ; ustas 78 ; 227 
 6983 ; Лот марок. Эстноия. 1920. 3 шт ;  ;  ;  ;  ; 18 ; porte33 ; 77 
 6984 ; Лот марок. Эстония. 1920. 4 шт ;  ;  ;  ;  ; 11 ; porte33 ; 192 
 6985 ; Лот марок. Эстония. 1932. 4 шт ;  ;  ;  ;  ; 22 ; porte33 ; 306 
 6986 ; Лот марок. Эстония. 1931-1933. 3 шт ;  ;  ;  ;  ; 13 ; doc2 ; 374 
 6987 ; Лот марок. Эстония. 1936. 4 шт ;  ;  ;  ;  ; 29 ; doc2 ; 194 
 6988 ; Лот марок. Эстония. 1937. Без следов наклеек. 4 шт ;  ;  ;  ;  ; 23 ; Olimpia ; 449 
 6989 ; Лот марок. Эстония. 1938. Без следов наклеек. 4 шт ;  ;  ;  ;  ; 16 ; Olimpia ; 97 
 6990 ; Лот марок. Эстония. 1923. 3 шт ;  ;  ;  ;  ; 16 ; doc2 ; 240 
 6991 ; Лот марок. Эстония. 1939. Без следов наклеек. 4 шт ;  ;  ;  ;  ; 63 ; Olimpia ; 146 
 6992 ; Лот марок. Латвия. 7 шт ;  ;  ;  ;  ; 25 ; Бигль ; 227 
 6993 ; Марка. Украина. 1920 ;  ;  ;  ;  ; 9 ; Ratmen ; 101 
 6994 ; Конверт ;  ;  ;  ;  ; 9 ; Olimpia ; 102 
 6995 ; Конверт ;  ;  ;  ;  ; 23 ; Olimpia ; 113 
 6996 ; Конверт ;  ;  ;  ;  ; 5 ; Olimpia ; 21 
 6997 ; Открытка ;  ;  ;  ;  ; 5 ; Olimpia ; 21 
 6998 ; Открытка ;  ;  ;  ;  ; 5 ; Olimpia ; 21 
 6999 ; Открытка ;  ;  ;  ;  ; 5 ; Olimpia ; 21 
 7000 ; Открытка с маркой. Китай ;  ;  ;  ;  ; 17 ; Sky2 ; 203 
 7001 ; Открытка с маркой. Китай ;  ;  ;  ;  ; 25 ; keldish ; 226 
 7002 ; Блок марок. СССР. 1955 ;  ;  ;  ;  ; 24 ; Dimius ; 255 
 7003 ; Лот марок. СССР. 1955. 3 шт ;  ;  ;  ;  ; 15 ; bitdvd ; 174 
 7004 ; Лот марок. СССР. 1955. 3 шт ;  ;  ;  ;  ; 9 ; Olimpia ; 111 
 7005 ; Блок марок. СССР. 1955 ;  ;  ;  ;  ; 40 ; Olimpia ; 516 
 7006 ; Блок марок. СССР. 1955 ;  ;  ;  ;  ; 32 ; avs ; 539 
 7007 ; Блок марок. СССР. 1955 ;  ;  ;  ;  ; 17 ; Dimius ; 255 
 7008 ; Блок марок. СССР. 1955 ;  ;  ;  ;  ; 27 ; тикси3 ; 435 
 7009 ; Лот марок. СССР. 1956. 2 шт ;  ;  ;  ;  ; 15 ; bitdvd ; 123 
 7010 ; Лот марок. СССР. 1956. 3 шт ;  ;  ;  ;  ; 13 ; Ratmen ; 136 
 7011 ; Лот марок. СССР. 1956. 6 шт ;  ;  ;  ;  ; 17 ; Olimpia ; 222 
 6912 ; Лот марок. Рыбы. 4 малых листа ;  ;  ;  ;  ; 14 ; roza77 ; 65 
 6913 ; Лот марок. Совы. 3 малых листа ;  ;  ;  ;  ; 22 ; chingizhan ; 81 
 6914 ; Лот марок. Обезьяны. 4 малых листа ;  ;  ;  ;  ; 22 ; хабир ; 53 
 6915 ; Лот марок. Динозавры. 4 малых листа ;  ;  ;  ;  ; 45 ; Майонез ; 289 
 6916 ; Лот марок. Лошади и зебры. 2 малых листа ;  ;  ;  ;  ; 9 ; Майонез ; 57 
 6917 ; Лот марок. Мультфильмы. 4 малых листа ;  ;  ;  ;  ; 13 ; bitdvd ; 114 
 6918 ; Лот марок. Космос. 6 малых листов ;  ;  ;  ;  ; 16 ; Майонез ; 222 
 6919 ; Лот марок. Космос. 2 блока ;  ;  ;  ;  ; 11 ; Майонез ; 110 
 6920 ; Лот марок. Битлз. 2 малых листа ;  ;  ;  ;  ; 7 ; cr5679 ; 58 
 6921 ; Малый лист марок ;  ;  ;  ;  ; 27 ; cr5679 ; 43 
 6922 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 12 ; Степан_81 ; 209 
 6923 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 15 ; Степан_81 ; 153 
 6924 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 11 ; Степан_81 ; 204 
 6925 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 10 ; KVictorA ; 144 
 6926 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 14 ; Степан_81 ; 123 
 6927 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 7 ; KVictorA ; 126 
 6928 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 7 ; KVictorA ; 104 
 6929 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 7 ; KVictorA ; 197 
 6930 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 14 ; Степан_81 ; 92 
 6931 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 5 ; KVictorA ; 120 
 6932 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 10 ; Степан_81 ; 123 
 6933 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 18 ; Степан_81 ; 92 
 6934 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 15 ; KVictorA ; 120 
 6935 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 13 ; KVictorA ; 144 
 6936 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 5 ; KVictorA ; 120 
 6937 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 9 ; Степан_81 ; 133 
 6938 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 12 ; ssbb333 ; 167 
 6939 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 8 ; Степан_81 ; 161 
 6940 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 14 ; Степан_81 ; 322 
 6941 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 10 ; Степан_81 ; 235 
 6942 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 7 ; Степан_81 ; 161 
 6943 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 9 ; Степан_81 ; 159 
 6944 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 9 ; Степан_81 ; 185 
 6945 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 15 ; Фрунзе ; 181 
 6946 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 7 ; Meshok ; 143 
 6947 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 15 ; Степан_81 ; 115 
 6948 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 7 ; Фрунзе ; 92 
 6949 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 7 ; ustas 78 ; 101 
 6950 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 16 ; porte33 ; 101 
 6951 ; Лот марок. Лист марок ;  ;  ;  ;  ; 9 ; Степан_81 ; 333 
 6952 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 34 ; Meshok ; 310 
 6953 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 12 ; Степан_81 ; 266 
 6954 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 15 ; Степан_81 ; 383 
 6955 ; Лот марок. 2 листа марок малого формата ;  ;  ;  ;  ; 11 ; Степан_81 ; 159 
 6956 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 13 ; ustas 78 ; 118 
 6957 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 10 ; Степан_81 ; 63 
 6958 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 25 ; Meshok ; 99 
 6959 ; Лот марок. Лист марок малого формата ;  ;  ;  ;  ; 15 ; flutter ; 137 
 6960 ; Лот марок. 4 листа марок малого формата ;  ;  ;  ;  ; 28 ; Степан_81 ; 341 
 6961 ; Буклет с марками. 100 лет открытия архипелага Северная Земля ;  ;  ;  ;  ; 35 ; doc2 ; 453 
 6862 ; Марка в буклете. Олимпийские игры в Мехико. 1968 ;  ;  ;  ;  ; 23 ; Максимилиан ; 41 
 6863 ; Образец марки СССР. 1969 ;  ;  ;  ;  ; 29 ; gelo ; 2557 
 6864 ; Образец марки СССР. 1969 ;  ;  ;  ;  ; 23 ; gelo ; 2557 
 6865 ; Образец марки СССР. 1969 ;  ;  ;  ;  ; 26 ; gelo ; 2550 
 6866 ; Образец марки СССР. 1961 ;  ;  ;  ;  ; 38 ; gelo ; 3402 
 6867 ; Лот марок ;  ;  ;  ;  ; 4 ; Meshok ; 104 
 6868 ; Лист марок. Олимпийский игры 2022 ;  ;  ;  ;  ; 18 ; Максимилиан ; 104 
 6869 ; Лот марок ;  ;  ;  ;  ; 8 ; bitdvd ; 130 
 6870 ; Лот малых листов марок. Президент США. 10 шт ;  ;  ;  ;  ; 10 ; chiko ; 48 
 6871 ; Лот малых листов марок. Транспорт. 13 шт ;  ;  ;  ;  ; 20 ; Варвар ; 116 
 6872 ; Лот марок. 129 шт ;  ;  ;  ;  ; 19 ; bitdvd ; 193 
 6873 ; Лот марок. СССР. 1964. 50 шт ;  ;  ;  ;  ; 22 ; bitdvd ; 235 
 6874 ; Лот марок. СССР. 1965. 50 шт ;  ;  ;  ;  ; 29 ; Deer ; 388 
 6875 ; Лот марок. СССР. 1966. 50 шт ;  ;  ;  ;  ; 21 ; bitdvd ; 227 
 6876 ; Лот марок. Румыния. 45 шт + блок ;  ;  ;  ;  ; 23 ; Dimius ; 184 
 6877 ; Лот марок. СССР. 88 шт ;  ;  ;  ;  ; 45 ; bitdvd ; 639 
 6878 ; Лот марок. ССР. 110 шт ;  ;  ;  ;  ; 28 ; bitdvd ; 340 
 6879 ; Лот марок. Польша. 50 шт ;  ;  ;  ;  ; 17 ; Dimius ; 249 
 6880 ; Лот марок. Дания. 116 шт ;  ;  ;  ;  ; 11 ; Варвар ; 101 
 6881 ; Лот марок. Гибралтар. 22 шт + 6 листов ;  ;  ;  ;  ; 26 ; roza77 ; 203 
 6882 ; Лот марок. Куба. 107 шт+ 7 блоков ;  ;  ;  ;  ; 15 ; flutter ; 244 
 6883 ; Лот марок. Монголия. 68 шт + 4 блока ;  ;  ;  ;  ; 50 ; Alexim ; 906 
 6884 ; Лот марок. Чехословакия. 166 шт ;  ;  ;  ;  ; 23 ; bitdvd ; 229 
 6885 ; Лот марок. 250 г ;  ;  ;  ;  ; 17 ; bitdvd ; 918 
 6886 ; Лот марок. В упаковке ;  ;  ;  ;  ; 17 ; tpls ; 77 
 6887 ; Лот марок. 5 малых листов ;  ;  ;  ;  ; 14 ; Dimius ; 94 
 6888 ; Лот марок ;  ;  ;  ;  ; 19 ; Майонез ; 110 
 6889 ; Лот марок ;  ;  ;  ;  ; 33 ; Майонез ; 173 
 6890 ; Лот марок ;  ;  ;  ;  ; 5 ; roza77 ; 53 
 6891 ; Лот марок ;  ;  ;  ;  ; 15 ; chingizhan ; 93 
 6892 ; Лот марок ;  ;  ;  ;  ; 15 ; Майонез ; 69 
 6893 ; Лот марок ;  ;  ;  ;  ; 6 ; roza77 ; 53 
 6894 ; Лот марок ;  ;  ;  ;  ; 12 ; roza77 ; 79 
 6895 ; Лот марок ;  ;  ;  ;  ; 19 ; chingizhan ; 135 
 6896 ; Лот марок ;  ;  ;  ;  ; 34 ; roza77 ; 53 
 6897 ; Лот марок ;  ;  ;  ;  ; 18 ; Dimius ; 101 
 6898 ; Лот марок ;  ;  ;  ;  ; 17 ; roza77 ; 108 
 6899 ; Лот марок ;  ;  ;  ;  ; 13 ; Майонез ; 67 
 6900 ; Лот марок ;  ;  ;  ;  ; 13 ; solo5 ; 53 
 6901 ; Лот марок. 5 листов ;  ;  ;  ;  ; 16 ; Meshok ; 453 
 6902 ; Часть листа марок. СССР ;  ;  ;  ;  ; 21 ; QSL ; 531 
 6903 ; Часть листа марок. СССР ;  ;  ;  ;  ; 29 ; QSL ; 510 
 6904 ; Часть листа марок. СССР ;  ;  ;  ;  ; 39 ; Приор ; 979 
 6905 ; Лот марок. Медведи. 3 малых листа ;  ;  ;  ;  ; 11 ; chiko ; 63 
 6906 ; Лот марок. Хищнимки. 4 малых листа ;  ;  ;  ;  ; 17 ; chingizhan ; 86 
 6907 ; Лот марок. Животные. 4 малых листа ;  ;  ;  ;  ; 5 ; хабир ; 57 
 6908 ; Лот марок. Поезда. 4 малых листа ;  ;  ;  ;  ; 13 ; ирренн ; 108 
 6909 ; Лот марок. Субмарины. 3 малых листа ;  ;  ;  ;  ; 9 ; Vanomah ; 101 
 6910 ; Лот марок. Корабли. 4 малых листа ;  ;  ;  ;  ; 7 ; Vanomah ; 101 
 6911 ; Лот марок. Птицы. 4 малых листа ;  ;  ;  ;  ; 15 ; chingizhan ; 99 
 6812 ; Лот марок. СССР. 1950. Эстонская ССР. Чистые, с наклейками ;  ;  ;  ;  ; 29 ; cr5400 ; 567 
 6813 ; Лот марок. СССР. 1950. Азербайджанская ССР. Читсые,  снаклейками ;  ;  ;  ;  ; 25 ; flutter ; 301 
 6814 ; Лот марок. Германия. III рейх. Полная серия. Чистые, с полями ;  ;  ;  ;  ; 26 ; Denzel77_96 ; 510 
 6815 ; Марка. Германия. III рейх. Чистая ;  ;  ;  ;  ; 24 ; Dzmitry ; 300 
 6816 ; Лот марок. Болгария. 1953. Сталинская серия. Чистые, с полями ;  ;  ;  ;  ; 41 ; avs ; 408 
 6817 ; Лот марок. Российская империя. 20 шт ;  ;  ;  ;  ; 33 ; Бигль ; 227 
 6818 ; Лот марок. Российская Империя. Марки без стрелок ;  ;  ;  ;  ; 11 ; Бигль ; 123 
 6819 ; Лот марок. СССР. 1946. Боевые самолеты ;  ;  ;  ;  ; 26 ; МММ ; 793 
 6820 ; Лот марок. СССР. 1948. 3 серии ;  ;  ;  ;  ; 3 ; cr5400 ; 128 
 6821 ; Лот марок. СССР. 1949. Женский день 8 марта + На страже мирного труда ;  ;  ;  ;  ; 13 ; bitdvd ; 368 
 6822 ; Лот марок. СССР. 1949. Курорты. Полная серия. Чистые, с наклеками ;  ;  ;  ;  ; 29 ; bitdvd ; 451 
 6823 ; Лот марок. СССР. 1949. Виды Крыма и Кавказа + Вильямс ;  ;  ;  ;  ; 27 ; bitdvd ; 201 
 6824 ; Лот марок. СССР. 1949. Лесонасаждение ;  ;  ;  ;  ; 18 ; cr5400 ; 370 
 6825 ; Лот марок. СССР. 1949. Авиапочта + За мир ;  ;  ;  ;  ; 51 ; bitdvd ; 370 
 6826 ; Лот марок. Германия. III рейх. Чистые, без следов от наклеек ;  ;  ;  ;  ; 74 ; Denzel77_96 ; 680 
 6827 ; Лот марок. Германия. III рейх. Полная серия. Чистые ;  ;  ;  ;  ; 76 ; Степан_81 ; 793 
 6828 ; Лот марок. Германия. III рейх. Генералгубернаторство. Полная серия. Чистые, с полями ;  ;  ;  ;  ; 34 ; skirill ; 463 
 6829 ; Лот марок. Германия. III рейх. Полная серия. Чистые ;  ;  ;  ;  ; 46 ; Степан_81 ; 1001 
 6830 ; Лот марок. Германия. III рейх. 26 шт ;  ;  ;  ;  ; 14 ; cr5400 ; 211 
 6831 ; Лот марок. Германия. III рейх. 25 шт ;  ;  ;  ;  ; 17 ; Meshok ; 233 
 6832 ; Лот марок. Германия. III рейх. Генералгубернаторство. Оккупация Польши. Полная серия. Чистые, без следов от наклеек, с родным клеевым слоем ;  ;  ;  ;  ; 24 ; Dzmitry ; 726 
 6833 ; Лот марок. Фиджи. Колония Великобритании. Чистые ;  ;  ;  ;  ; 31 ; lestes ; 334 
 6834 ; Лот марок. Республика Ньяса. Португальская колония. Чистые,  с наклейками ;  ;  ;  ;  ; 24 ; lestes ; 402 
 6835 ; Лот марок. Малайя. Чистые, с наклейками ;  ;  ;  ;  ; 29 ; lestes ; 334 
 6836 ; Лот марок. Британский Гондурас ;  ;  ;  ;  ; 47 ; doc2 ; 1236 
 6837 ; Лот марок. Вирджинские острова. Чистые ;  ;  ;  ;  ; 21 ; lestes ; 1377 
 6838 ; Лот марок. Занзибар. Чистые, с наклейками ;  ;  ;  ;  ; 29 ; Dzmitry ; 332 
 6839 ; Лот марок. Сейшельские острова. Колония Великобритании. Чистые, с наклейками ;  ;  ;  ;  ; 20 ; lestes ; 306 
 6840 ; Лот марок. Цейлон. Колония Великобритании. Чистые, без наклеек ;  ;  ;  ;  ; 36 ; lestes ; 283 
 6841 ; Лот марок. Эстония. 30 шт ;  ;  ;  ;  ; 6 ; cr5400 ; 105 
 6842 ; Лот марок. Финляндия. Оккупация Карелии. 1941-1943. Чистые, без следов от наклеек ;  ;  ;  ;  ; 46 ; Driv3r ; 448 
 6843 ; Лот марок. Финляндия. Оккупация Карелии. 1941-1943. Чистые, без следов от наклеек ;  ;  ;  ;  ; 30 ; Olimpia ; 303 
 6844 ; Лот марок. Французкие колонии. Авиапочта. Чистые, легкие следы от наклеек ;  ;  ;  ;  ; 41 ; орел414151 ; 1262 
 6845 ; Часть листа марок. Российская Империя ;  ;  ;  ;  ; 30 ; Петр68 ; 517 
 6846 ; Часть листа марок. Российская Империя ;  ;  ;  ;  ; 42 ; Тильзит ; 517 
 6847 ; Малый лист марок. Германия. III рейх. Генералгубернаторство. 1943. Чистый, без наклеек ;  ;  ;  ;  ; 32 ; cr5400 ; 2040 
 6848 ; Лот марок. СССР. 1953-1958. 65 шт ;  ;  ;  ;  ; 23 ; bitdvd ; 370 
 6849 ; Лот марок. ФРГ. 76 шт. Чистые, без наклеек ;  ;  ;  ;  ; 23 ; moneta1924 ; 306 
 6850 ; Лот марок. ГДР и Западный Берлин. Чистые. 49 шт ;  ;  ;  ;  ; 22 ; bitdvd ; 282 
 6851 ; Лот марок. Монако. Чистые. 60 шт ;  ;  ;  ;  ; 28 ; QSL ; 850 
 6852 ; Лот марок. Венгрия. Чистые. 65 шт ;  ;  ;  ;  ; 32 ; QSL ; 787 
 6853 ; Лот марок. Птицы. 4 блока + 23 шт ;  ;  ;  ;  ; 11 ; Dimius ; 237 
 6854 ; Лот марок. Космос. Чистые. 2 блока + 20 шт ;  ;  ;  ;  ; 23 ; Майонез ; 223 
 6855 ; Лот марок. Кошки. 22 шт + 6 блоков ;  ;  ;  ;  ; 31 ; adelante ; 453 
 6856 ; Лот марок. Собаки. 22 шт + 5 блоков ;  ;  ;  ;  ; 39 ; Майонез ; 459 
 6857 ; Лот марок. Корабли. 31 шт + 6 блоков ;  ;  ;  ;  ; 13 ; архыз ; 255 
 6858 ; Лот марок. Рыбы. 29 шт + 6 блоков ;  ;  ;  ;  ; 9 ; roza77 ; 227 
 6859 ; Лот марок. Авиация. 39 шт + 6 блоков ;  ;  ;  ;  ; 16 ; roza77 ; 230 
 6860 ; Лот марок. Поезда и ж/д транспорт. 31 шт + 6 блоков ;  ;  ;  ;  ; 9 ; roza77 ; 227 
 6861 ; Лот марок. Животные. 23 шт + 6 блоков ;  ;  ;  ;  ; 19 ; cr5400 ; 288 
