 5903 ; 50000 злотых Польша ; 1989 ;  ;  ; AU ; 25 ; Deathbrain ; 906 
 5888 ; Бона иностранная Польша ;  ;  ;  ;  ; 24 ; doc2 ; 735 
 5889 ; Бона иностранная Польша ;  ;  ;  ;  ; 45 ; Hamlet ; 455 
 5890 ; Бона иностранная Польша ;  ;  ;  ;  ; 9 ; doc2 ; 331 
 5891 ; Бона иностранная Польша ;  ;  ;  ;  ; 28 ; alesjane ; 143 
 5892 ; Бона иностранная Польша ;  ;  ;  ;  ; 61 ; dmivanych ; 455 
 5893 ; Бона иностранная Польша ;  ;  ;  ;  ; 11 ; bogdlena ; 1134 
 5894 ; Бона иностранная Польша ;  ;  ;  ;  ; 14 ; doc2 ; 352 
 5895 ; Бона иностранная Польша ;  ;  ;  ;  ; 14 ; alesjane ; 136 
 5896 ; Бона иностранная Польша ;  ;  ;  ;  ; 25 ; alesjane ; 1587 
 5897 ; Бона иностранная Польша ;  ;  ;  ;  ; 47 ; kuder ; 243 
 5898 ; 2000000 злотых Польша ; 1993 ;  ;  ; AU ; 46 ; Deathbrain ; 2000 
 5899 ; 1000000 злотых Польша ; 1993 ;  ;  ; AU ; 41 ; dmivanych ; 2316 
 5900 ; 500000 злотых Польша ; 1990 ;  ;  ; AU ; 22 ; Deathbrain ; 1632 
 5901 ; 200000 злотых Польша ; 1989 ;  ;  ; AU ; 46 ; Sporti84 ; 1632 
 5902 ; 100000 злотых Польша ; 1993 ;  ;  ; AU ; 20 ; Deathbrain ; 1122 
 5803 ; 1 доллар США ; 1898 ;  ;  ;  ; 42 ; max2008 ; 5284 
 5804 ; 2 доллара США ; 1917 ;  ;  ;  ; 50 ; АнТонус ; 4342 
 5805 ; 5 долларов США ; 1914 ;  ;  ;  ; 33 ; karal ; 2244 
 5806 ; Бона иностранная Германия ;  ;  ;  ;  ; 24 ; electra ; 227 
 5807 ; Бона иностранная Германия ;  ;  ;  ;  ; 37 ; alapabula ; 320 
 5808 ; Бона иностранная Германия ;  ;  ;  ;  ; 54 ; alapabula ; 355 
 5809 ; Бона иностранная Германия ;  ;  ;  ;  ; 20 ; electra ; 215 
 5810 ; Бона иностранная Германия ;  ;  ;  ;  ; 21 ; alapabula ; 143 
 5811 ; Бона иностранная Германия ;  ;  ;  ;  ; 13 ; alapabula ; 92 
 5812 ; Бона иностранная Германия ;  ;  ;  ;  ; 29 ; smel ; 248 
 5813 ; Бона иностранная Германия ;  ;  ;  ;  ; 27 ; electra ; 245 
 5814 ; Бона иностранная Германия ;  ;  ;  ;  ; 8 ; electra ; 61 
 5815 ; Бона иностранная Германия ;  ;  ;  ;  ; 27 ; alapabula ; 225 
 5816 ; Бона иностранная Германия ;  ;  ;  ;  ; 20 ; наташа2712 ; 225 
 5817 ; Бона иностранная Германия ;  ;  ;  ;  ; 15 ; alapabula ; 346 
 5818 ; Бона иностранная Германия ;  ;  ;  ;  ; 24 ; наташа2712 ; 235 
 5819 ; Бона иностранная Германия ;  ;  ;  ;  ; 7 ; 2476 ; 60 
 5820 ; Бона иностранная Германия ;  ;  ;  ;  ; 21 ; smel ; 208 
 5821 ; Бона иностранная Германия ;  ;  ;  ;  ; 22 ; electra ; 216 
 5822 ; Бона иностранная Германия ;  ;  ;  ;  ; 51 ; alapabula ; 334 
 5823 ; Бона иностранная Германия ;  ;  ;  ;  ; 28 ; alapabula ; 227 
 5824 ; Бона иностранная Германия ;  ;  ;  ;  ; 20 ; smel ; 218 
 5825 ; Бона иностранная Германия ;  ;  ;  ;  ; 42 ; smel ; 300 
 5826 ; Бона иностранная Германия ;  ;  ;  ;  ; 34 ; alapabula ; 333 
 5827 ; Бона иностранная Германия ;  ;  ;  ;  ; 15 ; smel ; 204 
 5828 ; Бона иностранная Германия ;  ;  ;  ;  ; 24 ; наташа2712 ; 202 
 5829 ; Бона иностранная Германия ;  ;  ;  ;  ; 22 ; наташа2712 ; 240 
 5830 ; Бона иностранная Германия ;  ;  ;  ;  ; 47 ; smel ; 329 
 5831 ; Бона иностранная Германия ;  ;  ;  ;  ; 32 ; alapabula ; 242 
 5832 ; Бона иностранная Германия ;  ;  ;  ;  ; 49 ; наташа2712 ; 275 
 5833 ; Бона иностранная Германия ;  ;  ;  ;  ; 20 ; electra ; 235 
 5834 ; Бона иностранная Германия ;  ;  ;  ;  ; 57 ; alapabula ; 371 
 5835 ; Бона иностранная Германия ;  ;  ;  ;  ; 19 ; smel ; 204 
 5836 ; Бона иностранная Германия ;  ;  ;  ;  ; 24 ; наташа2712 ; 204 
 5837 ; Лот нотгельдов Германия 7 шт ;  ;  ;  ;  ; 36 ; alapabula ; 400 
 5838 ; Лот нотгельдов Германия 4 шт ;  ;  ;  ;  ; 26 ; alapabula ; 267 
 5839 ; Лот нотгельдов Германия 5 шт ;  ;  ;  ;  ; 22 ; alapabula ; 350 
 5840 ; Лот нотгельдов Германия 6 шт ;  ;  ;  ;  ; 20 ; alapabula ; 521 
 5841 ; Лот нотгельдов Германия 4 шт ;  ;  ;  ;  ; 12 ; alapabula ; 408 
 5842 ; Лот нотгельдов Германия 6 шт ;  ;  ;  ;  ; 12 ; alapabula ; 357 
 5843 ; Лот нотгельдов Германия 3 шт ;  ;  ;  ;  ; 21 ; alapabula ; 254 
 5844 ; Лот нотгельдов Германия 2 шт ;  ;  ;  ;  ; 26 ; alapabula ; 233 
 5845 ; Бона иностранная Германия ;  ;  ;  ;  ; 31 ; alapabula ; 239 
 5846 ; Бона иностранная Германия ;  ;  ;  ;  ; 74 ; Мир ; 980 
 5847 ; Бона иностранная Германия ;  ;  ;  ;  ; 29 ; alapabula ; 194 
 5848 ; Бона иностранная Германия ;  ;  ;  ;  ; 71 ; alapabula ; 510 
 5849 ; Бона иностранная Германия ;  ;  ;  ;  ; 21 ; smel ; 200 
 5850 ; Бона иностранная Польша ;  ;  ;  ;  ; 23 ; alesjane ; 459 
 5851 ; Бона иностранная Польша ;  ;  ;  ;  ; 15 ; станислав-август ; 255 
 5852 ; Бона иностранная Латвия ;  ;  ;  ; AU ; 32 ; alesjane ; 238 
 5611 ; Бона иностранная ;  ;  ;  ;  ; 5 ; аулгуцул ; 51 
 5612 ; Бона иностранная ;  ;  ;  ;  ; 5 ; 333985 ; 55 
 5613 ; Бона иностранная ;  ;  ;  ;  ; 7 ; alapabula ; 126 
 5614 ; Бона иностранная ;  ;  ;  ;  ; 5 ; аулгуцул ; 51 
 5615 ; Бона иностранная ;  ;  ;  ;  ; 7 ; alapabula ; 101 
 5616 ; Бона иностранная ;  ;  ;  ;  ; 31 ; alapabula ; 235 
 5617 ; Бона иностранная ;  ;  ;  ;  ; 4 ; 333985 ; 51 
 5618 ; Бона иностранная ;  ;  ;  ;  ; 31 ; vladmarkin ; 258 
 5619 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Strannik-N ; 55 
 5620 ; Бона иностранная ;  ;  ;  ;  ; 9 ; alapabula ; 101 
 5621 ; Бона иностранная ;  ;  ;  ;  ; 13 ; electra ; 110 
 5622 ; Бона иностранная ;  ;  ;  ;  ; 5 ; alapabula ; 101 
 5623 ; Бона иностранная ;  ;  ;  ;  ; 5 ; аулгуцул ; 130 
 5624 ; Бона иностранная ;  ;  ;  ;  ; 5 ; аулгуцул ; 130 
 5625 ; Бона иностранная ;  ;  ;  ;  ; 28 ; alapabula ; 278 
 5626 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Мир ; 120 
 5627 ; Бона иностранная ;  ;  ;  ;  ; 9 ; alapabula ; 148 
 5628 ; Бона иностранная ;  ;  ;  ;  ; 44 ; alapabula ; 282 
 5629 ; Бона иностранная ;  ;  ;  ;  ; 11 ; alapabula ; 133 
 5630 ; Бона иностранная ;  ;  ;  ;  ; 9 ; alapabula ; 101 
 5631 ; Бона иностранная ;  ;  ;  ;  ; 32 ; alapabula ; 257 
 5632 ; Бона иностранная ;  ;  ;  ;  ; 3 ; 333985 ; 51 
 5633 ; Бона иностранная ;  ;  ;  ;  ; 7 ; alapabula ; 159 
 5634 ; Бона иностранная ;  ;  ;  ;  ; 3 ; alapabula ; 100 
 5635 ; Бона иностранная ;  ;  ;  ;  ; 5 ; alapabula ; 101 
 5636 ; Бона иностранная ;  ;  ;  ;  ; 7 ; alapabula ; 101 
 5637 ; Бона иностранная ;  ;  ;  ;  ; 5 ; alapabula ; 100 
 5638 ; Бона иностранная ;  ;  ;  ;  ; 3 ; 333985 ; 51 
 5639 ; Бона иностранная ;  ;  ;  ;  ; 16 ; vladmarkin ; 67 
 5640 ; Бона иностранная ;  ;  ;  ;  ; 9 ; alapabula ; 101 
 5641 ; Бона иностранная ;  ;  ;  ;  ; 9 ; alapabula ; 79 
 5642 ; Бона иностранная ;  ;  ;  ;  ; 5 ; alapabula ; 50 
 5643 ; Бона иностранная ;  ;  ;  ;  ; 6 ; alapabula ; 50 
 5644 ; Бона иностранная ;  ;  ;  ;  ; 4 ; alapabula ; 50 
 5645 ; Бона иностранная ;  ;  ;  ;  ; 7 ; alapabula ; 50 
 5646 ; Бона иностранная ;  ;  ;  ;  ; 6 ; alapabula ; 50 
 5647 ; Бона иностранная ;  ;  ;  ;  ; 6 ; alapabula ; 50 
 5648 ; Бона иностранная ;  ;  ;  ;  ; 7 ; ек ; 15 
 5649 ; Бона иностранная ;  ;  ;  ;  ; 35 ; 333985 ; 235 
 5650 ; Бона иностранная ;  ;  ;  ;  ; 8 ; 2128508 ; 110 
 5651 ; Бона иностранная ;  ;  ;  ;  ; 13 ; страус ; 30 
 5652 ; Бона иностранная ;  ;  ;  ;  ; 8 ; я8844 ; 9 
 5653 ; Бона иностранная ;  ;  ;  ;  ; 9 ; я8844 ; 22 
 5654 ; Бона иностранная ;  ;  ;  ;  ; 6 ; Deathbrain ; 51 
 5655 ; Бона иностранная ;  ;  ;  ;  ; 12 ; 333985 ; 591 
 5656 ; Бона иностранная ;  ;  ;  ;  ; 11 ; страус ; 30 
 5657 ; Бона иностранная ;  ;  ;  ;  ; 22 ; kuder ; 92 
 5800 ; 50 пфеннигов Konigsberg/Калининград ; 1918 ;  ;  ; AU ; 20 ; doc2 ; 510 
 5801 ; 5 марок Konigsberg/Калининград ; 1918 ;  ;  ; AU ; 26 ; MG ; 793 
 5802 ; 20 марок Konigsberg/Калининград ; 1918 ;  ;  ; AU ; 19 ; MG ; 805 
 5561 ; Бона иностранная ;  ;  ;  ;  ; 13 ; yuvg ; 152 
 5562 ; Бона иностранная ;  ;  ;  ;  ; 11 ; vlkorchev ; 101 
 5563 ; Бона иностранная ;  ;  ;  ;  ; 40 ; Brat123456 ; 2267 
 5564 ; Бона иностранная ;  ;  ;  ;  ; 9 ; yuvg ; 152 
 5565 ; Бона иностранная ;  ;  ;  ;  ; 13 ; страус ; 31 
 5566 ; Бона иностранная ;  ;  ;  ;  ; 9 ; страус ; 30 
 5567 ; Бона иностранная ;  ;  ;  ;  ; 9 ; страус ; 30 
 5568 ; Бона иностранная ;  ;  ;  ;  ; 11 ; stabah ; 235 
 5569 ; Бона иностранная ;  ;  ;  ;  ; 7 ; 333985 ; 29 
 5570 ; Бона иностранная ;  ;  ;  ;  ; 5 ; дилитант ; 100 
 5571 ; Бона иностранная ;  ;  ;  ;  ; 8 ; я8844 ; 23 
 5572 ; Бона иностранная ;  ;  ;  ;  ; 28 ; alapabula ; 602 
 5573 ; Бона иностранная ;  ;  ;  ;  ; 19 ; nero ; 2818 
 5574 ; Бона иностранная ;  ;  ;  ;  ; 7 ; аулгуцул ; 76 
 5575 ; Бона иностранная ;  ;  ;  ;  ; 9 ; bliznetz ; 33 
 5576 ; Бона иностранная ;  ;  ;  ;  ; 9 ; bliznetz ; 50 
 5577 ; Бона иностранная ;  ;  ;  ;  ; 36 ; alesjane ; 345 
 5578 ; Бона иностранная ;  ;  ;  ;  ; 15 ; цеховик ; 50 
 5579 ; Бона иностранная ;  ;  ;  ;  ; 13 ; orlov2015 ; 101 
 5580 ; Бона иностранная ;  ;  ;  ;  ; 11 ; я8844 ; 148 
 5581 ; Бона иностранная ;  ;  ;  ;  ; 9 ; alesjane ; 101 
 5582 ; Бона иностранная ;  ;  ;  ;  ; 8 ; ек ; 30 
 5583 ; Бона иностранная ;  ;  ;  ;  ; 8 ; ек ; 30 
 5584 ; Бона иностранная ;  ;  ;  ;  ; 10 ; alapabula ; 171 
 5585 ; Бона иностранная ;  ;  ;  ;  ; 10 ; 2128508 ; 204 
 5586 ; Бона иностранная ;  ;  ;  ;  ; 7 ; alapabula ; 60 
 5587 ; Бона иностранная ;  ;  ;  ;  ; 7 ; 2128508 ; 222 
 5588 ; Бона иностранная ;  ;  ;  ;  ; 5 ; 2128508 ; 151 
 5589 ; Бона иностранная ;  ;  ;  ;  ; 23 ; alapabula ; 223 
 5590 ; Бона иностранная ;  ;  ;  ;  ; 6 ; 333985 ; 79 
 5591 ; Бона иностранная ;  ;  ;  ;  ; 5 ; alapabula ; 102 
 5592 ; Бона иностранная ;  ;  ;  ;  ; 55 ; alapabula ; 231 
 5593 ; Бона иностранная ;  ;  ;  ;  ; 13 ; electra ; 202 
 5594 ; Бона иностранная ;  ;  ;  ;  ; 22 ; alapabula ; 235 
 5595 ; Бона иностранная ;  ;  ;  ;  ; 9 ; alapabula ; 153 
 5596 ; Бона иностранная ;  ;  ;  ;  ; 4 ; 333985 ; 51 
 5597 ; Бона иностранная ;  ;  ;  ;  ; 10 ; vladmarkin ; 132 
 5598 ; Бона иностранная ;  ;  ;  ;  ; 8 ; vladmarkin ; 132 
 5599 ; Бона иностранная ;  ;  ;  ;  ; 13 ; vladmarkin ; 132 
 5600 ; Бона иностранная ;  ;  ;  ;  ; 12 ; vladmarkin ; 132 
 5601 ; Бона иностранная ;  ;  ;  ;  ; 6 ; 333985 ; 102 
 5602 ; Бона иностранная ;  ;  ;  ;  ; 8 ; vladmarkin ; 132 
 5603 ; Бона иностранная ;  ;  ;  ;  ; 16 ; alapabula ; 215 
 5604 ; Бона иностранная ;  ;  ;  ;  ; 14 ; я8844 ; 78 
 5605 ; Бона иностранная ;  ;  ;  ;  ; 7 ; alapabula ; 153 
 5606 ; Бона иностранная ;  ;  ;  ;  ; 4 ; 333985 ; 51 
 5607 ; Бона иностранная ;  ;  ;  ;  ; 5 ; alapabula ; 102 
 5608 ; Бона иностранная ;  ;  ;  ;  ; 7 ; alapabula ; 108 
 5609 ; Бона иностранная ;  ;  ;  ;  ; 22 ; наташа2712 ; 222 
 5610 ; Бона иностранная ;  ;  ;  ;  ; 5 ; alapabula ; 101 
 5511 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Ssid ; 34 
 5512 ; Бона иностранная ;  ;  ;  ;  ; 11 ; alapabula ; 90 
 5513 ; Бона иностранная ;  ;  ;  ;  ; 8 ; alapabula ; 89 
 5514 ; Бона иностранная ;  ;  ;  ;  ; 24 ; alapabula ; 108 
 5515 ; Бона иностранная ;  ;  ;  ;  ; 6 ; alapabula ; 50 
 5516 ; Бона иностранная ;  ;  ;  ;  ; 8 ; alapabula ; 53 
 5517 ; Бона иностранная ;  ;  ;  ;  ; 17 ; svv ; 20 
 5518 ; Бона иностранная ;  ;  ;  ;  ; 16 ; моятачка909 ; 25 
 5519 ; Бона иностранная ;  ;  ;  ;  ; 26 ; alapabula ; 101 
 5520 ; Бона иностранная ;  ;  ;  ;  ; 5 ; 333985 ; 33 
 5521 ; Бона иностранная ;  ;  ;  ;  ; 9 ; 2128508 ; 201 
 5522 ; Бона иностранная ;  ;  ;  ;  ; 14 ; моятачка909 ; 20 
 5523 ; Бона иностранная ;  ;  ;  ;  ; 5 ; orlov2015 ; 32 
 5524 ; Бона иностранная ;  ;  ;  ;  ; 3 ; orlov2015 ; 30 
 5525 ; Бона иностранная ;  ;  ;  ;  ; 10 ; orlov2015 ; 57 
 5526 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Zигзаг ; 107 
 5527 ; Бона иностранная ;  ;  ;  ;  ; 5 ; я8844 ; 29 
 5528 ; Бона иностранная ;  ;  ;  ;  ; 3 ; 333985 ; 32 
 5529 ; Бона иностранная ;  ;  ;  ;  ; 9 ; vlkorchev ; 81 
 5530 ; Бона иностранная ;  ;  ;  ;  ; 11 ; я8844 ; 22 
 5531 ; Бона иностранная ;  ;  ;  ;  ; 10 ; я8844 ; 29 
 5532 ; Бона иностранная ;  ;  ;  ;  ; 13 ; kuder ; 51 
 5533 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Strannik-N ; 101 
 5534 ; Бона иностранная ;  ;  ;  ;  ; 41 ; alapabula ; 271 
 5535 ; Бона иностранная ;  ;  ;  ;  ; 6 ; я8844 ; 23 
 5536 ; Бона иностранная ;  ;  ;  ;  ; 22 ; я8844 ; 24 
 5537 ; Бона иностранная ;  ;  ;  ;  ; 8 ; цеховик ; 32 
 5538 ; Бона иностранная ;  ;  ;  ;  ; 9 ; 230269 ; 50 
 5539 ; Бона иностранная ;  ;  ;  ;  ; 15 ; alesjane ; 79 
 5540 ; Бона иностранная ;  ;  ;  ;  ; 17 ; ек ; 62 
 5541 ; Бона иностранная ;  ;  ;  ;  ; 7 ; ек ; 77 
 5542 ; Бона иностранная ;  ;  ;  ;  ; 17 ; diskus72 ; 145 
 5543 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Zигзаг ; 136 
 5544 ; Бона иностранная ;  ;  ;  ;  ; 24 ; tss ; 227 
 5545 ; Бона иностранная ;  ;  ;  ;  ; 8 ; я8844 ; 23 
 5546 ; Бона иностранная ;  ;  ;  ;  ; 19 ; orlov2015 ; 51 
 5547 ; Бона иностранная ;  ;  ;  ;  ; 9 ; bliznetz ; 25 
 5548 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Bacek ; 23 
 5549 ; Бона иностранная ;  ;  ;  ;  ; 7 ; bliznetz ; 30 
 5550 ; Бона иностранная ;  ;  ;  ;  ; 11 ; vlkorchev ; 101 
 5551 ; Бона иностранная ;  ;  ;  ;  ; 12 ; я8844 ; 63 
 5552 ; Бона иностранная ;  ;  ;  ;  ; 3 ; я8844 ; 6 
 5553 ; Бона иностранная ;  ;  ;  ;  ; 9 ; orlov2015 ; 46 
 5554 ; Бона иностранная ;  ;  ;  ;  ; 7 ; страус ; 30 
 5555 ; Бона иностранная ;  ;  ;  ;  ; 7 ; я8844 ; 23 
 5556 ; Бона иностранная ;  ;  ;  ;  ; 5 ; von_Schwarz ; 50 
 5557 ; Бона иностранная ;  ;  ;  ;  ; 11 ; AndrCh58 ; 200 
 5558 ; Бона иностранная ;  ;  ;  ;  ; 12 ; AndrCh58 ; 200 
 5559 ; Бона иностранная ;  ;  ;  ;  ; 18 ; Bacek ; 20 
 5560 ; Бона иностранная ;  ;  ;  ;  ; 12 ; karal ; 102 
 5422 ; Лот облигаций 2 шт ; 1949 ;  ;  ;  ; 23 ; Ustin ; 567 
 5423 ; Лот облигаций 3 шт ; 1953-56 ;  ;  ;  ; 52 ; Ustin ; 233 
 5424 ; Лот облигаций 3 шт ; 1939-46 ;  ;  ;  ; 35 ; ulf ; 1028 
 5425 ; Лот облигаций 3 шт ; 1940-52 ;  ;  ;  ; 28 ; RusScat ; 680 
 5426 ; Лот облигаций 2 шт ; 1942-45 ;  ;  ;  ; 56 ; Ustin ; 888 
 5427 ; Лот облигаций 5 шт ; 1982,1992 ;  ;  ;  ; 27 ; ulf ; 758 
 5428 ; Лот билетов 3 шт ; 1992 ;  ;  ;  ; 49 ; donbass ; 421 
 5429 ; Лот лотерейных билетов 12 шт ;  ;  ;  ;  ; 41 ; Scorpionchic-sun ; 111 
 5430 ; Лот билетов гос. Казначейства ; 1914 ;  ;  ;  ; 6 ; yuvg ; 793 
