 6693 ; Пуговица Швеция ;  ;  ; Ж/м ;  ; 12 ; basil ; 83 
 6665 ; Тарелка фарфор Т-ва М.С.Кузнецова №8 ;  ;  ;  ;  ; 19 ; Asandr ; 285 
 6666 ; Крест ;  ;  ; Ж/м ;  ; 14 ; МАХАЙРА ; 137 
 6667 ; Крест ;  ;  ; Б/м ;  ; 39 ; Cross ; 89 
 6668 ; Крест с камнем. ;  ;  ; Ж/м ;  ; 192 ; krass ; 2000 
 6669 ; Крест с распятием. ;  ;  ; Ж/м ;  ; 9 ; ga2012 ; 288 
 6670 ; Лот крестиков 3шт ;  ;  ; Al ; XF ; 4 ; Sk-masshtab ; 26 
 6671 ; Журнал Солнце Россiи №260 январь 1915 г. ;  ;  ;  ;  ; 28 ; Meshok ; 425 
 6672 ; Ноты романа Ароматная ночь. Санкт-Петербург 1907 г. ;  ;  ;  ;  ; 21 ; МАХАЙРА ; 357 
 6673 ; Ежегодник Императорских театров. Выпуск VI, 1913 год. ;  ;  ;  ;  ; 19 ; МАХАЙРА ; 523 
 6674 ; М.Ю. Лермонтов. Поэмы и повести в стихах. Том II. Ленинград, 1941 год. ;  ;  ;  ;  ; 47 ; красносёл ; 254 
 6675 ; Лот брошюр "Гипноз и внушение" и "Об истерии" ;  ;  ;  ;  ; 25 ; alapabula ; 417 
 6676 ; Илiада Гомера. Типография Семена Съдинкина, Санкт-Петербург, 1860 год. ;  ;  ;  ;  ; 46 ; R_o_m_a_n ; 3276 
 6677 ; Краткий филосовский словарь. Под редакцией М.Розенталя и П.Юдина. 1954 год ;  ;  ;  ;  ; 14 ; Meshok ; 255 
 6678 ; Вс.Успенский. Петербургские Зодчие. Лениздат 1948 год. ;  ;  ;  ;  ; 31 ; Misha ; 1250 
 6679 ; Газета Правда №106 от 3 мая 1945 года. ;  ;  ;  ;  ; 32 ; doc2 ; 893 
 6680 ; Газета Правда № 109 от 7 мая 1945 года. ;  ;  ;  ;  ; 15 ; doc2 ; 714 
 6681 ; Газета Правда №110 от 9 мая 1945 года. ;  ;  ;  ;  ; 25 ; sibirnv ; 1009 
 6682 ; Газета Правда №111 от 10 мая 1945 года. ;  ;  ;  ;  ; 22 ; doc2 ; 1530 
 6683 ; Модель. Mercedes benz vaneo. Тираж: 1/87. Германия, Herpa ; 1990-е гг ;  ;  ;  ; 15 ; seimens ; 372 
 6684 ; Модель Ford Fairlane 1/43 ;  ;  ;  ;  ; 36 ; lenohota ; 210 
 6685 ; Модель Jaguar MK 1/43 ;  ;  ;  ;  ; 51 ; alapabula ; 323 
 6686 ; Модель Datsun 2402 1/43 ;  ;  ;  ;  ; 35 ; za-via ; 200 
 6687 ; Пуговица Швеция ;  ;  ; Ж/м ;  ; 6 ; Meshok ; 104 
 6688 ; Пуговица Швеция ;  ;  ; Ж/м ;  ; 7 ; Meshok ; 104 
 6689 ; Пуговица Швеция ;  ;  ; Ж/м ;  ; 7 ; Meshok ; 104 
 6690 ; Пуговица Швеция ;  ;  ; Ж/м ;  ; 5 ; Cross ; 108 
 6691 ; Пуговица Швеция ;  ;  ; Ж/м ;  ; 13 ; Meshok ; 79 
 6692 ; Пуговица Швеция ;  ;  ; Ж/м ;  ; 7 ; Meshok ; 79 
 6526 ; Каталог монет России с 1855 и банкнот с1769г по 1961г. Берлин ;  ;  ;  ;  ; 7 ; wiqi ; 102 
 6527 ; С.В. Кочетков. 28 рассказов о 28 памятных монетах. Ярославль 2013г ;  ;  ;  ;  ; 17 ; voron-74-47 ; 140 
 6528 ; Уникальная автобиография женщины-эпохиМэрилин Монро. Москва 2012г ;  ;  ;  ;  ; 23 ; Ravak_1981 ; 334 
 6529 ; Оптовый лот. 70 книг (коробка). Каталог-справочник. Монеты РСФСР, СССР и России 1921-2018 годов. Редакция 48 ;  ;  ;  ;  ; 19 ; Terem ; 1019 
 6530 ; Оптовый лот. 7 книг (коробка).  В.Е. Семенов. Монетный передел 1700-1917 гг. ;  ;  ;  ;  ; 12 ; статир ; 1593 
 6531 ; Оптовый лот. 13 книг (коробка). Куда уходят деньги? В. Е. Семенов ;  ;  ;  ;  ; 15 ; Terem ; 1350 
 6532 ; Оптовый лот. 8 книг (коробка). Рюрик и Владимир. Самоучитель по русской истории. Издание 2-ое, дополненное. В. Е. Семенов ;  ;  ;  ;  ; 19 ; торгаш ; 1224 
 6533 ; Оптовый лот. 4 книги ( коробка).  БАЗОВЫЙ каталог монеты России 1700-1917 гг. Выпуск 2018 год. В. Е. Семенов ;  ;  ;  ;  ; 43 ; Andrlex71 ; 3645 
 6601 ; Скульптура Парусник. Европа ;  ;  ; Ж/м ;  ; 26 ; МАХАЙРА ; 13266 
 6602 ; Брошь с камнем, золото. ;  ;  ; Au ;  ; 28 ; Dahan ; 8239 
 6603 ; Нож для бумаги Олень, серебро 84 ;  ;  ; Ag84 ;  ; 52 ; МАХАЙРА ; 15867 
 6604 ; Накладка с монограммой, серебро84. ;  ;  ; Ag84 ;  ; 36 ; жених ; 3853 
 6605 ; Чернильница с серебряной крышкой. Швеция ;  ;  ; Ag ;  ; 24 ; Жордж ; 2123 
 6606 ; Лопатка для сыра, ручка серебро. Европа ;  ;  ; Ag/жм ;  ; 38 ; hmel-v ; 1497 
 6607 ; Портсигар серебро 84. ;  ;  ; Ag84 ;  ; 42 ; нумизмат91 ; 6295 
 6608 ; Подстаканник серебро, чернение. ;  ;  ; Ag875 ;  ; 12 ; Meshok ; 2550 
 6609 ; Подстаканник серебро, чернение. ;  ;  ; Ag ;  ; 17 ; pollipol ; 2654 
 6610 ; Подстаканник серебро, чернение. ;  ;  ; Ag875 ;  ; 10 ; Стёпа ; 2594 
 6611 ; Подстаканник серебро, чернение. ;  ;  ; Ag875 ;  ; 26 ; Arghh20 ; 3242 
 6612 ; Брошь из монет, серебро. ;  ;  ; Ag ;  ; 69 ; Sintez ; 3626 
 6613 ; Стопки цветы, серебро 2шт. ;  ;  ; Ag875 ;  ; 32 ; Жордж ; 2116 
 6614 ; Стопка виноград, серебро. ;  ;  ; Ag875 ;  ; 21 ; Meshok ; 958 
 6615 ; Набор чайных ложек в коробке, серебро, 6 шт. Европа ;  ;  ; Ag830 ;  ; 45 ; манома ; 4094 
 6616 ; Ситечко для чая Дракон, серебро. Вьетнам. ;  ;  ; Ag800 ;  ; 62 ; Alex22D ; 3198 
 6617 ; Ложка столовая Морозовъ, серебро 84. ;  ;  ; Ag84 ;  ; 34 ; триори ; 2761 
 6618 ; Ложка разливательная, серебро. ;  ;  ; Ag916 ;  ; 18 ; pollipol ; 1900 
 6619 ; Щипцы для сахара, серебро. ;  ;  ; Ag875 ;  ; 41 ; жених ; 1250 
 6620 ; Стакан, серебро 84. ;  ;  ; Ag84 ;  ; 40 ; antongor ; 2168 
 6621 ; Солонка цветы, серебро. ;  ;  ; Ag875 ;  ; 81 ; крлкв ; 1816 
 6622 ; Ложка чайная большая, серебро. ;  ;  ; Ag916 ;  ; 22 ; hmel-v ; 1200 
 6623 ; Ложка чайная, чернение, серебро. ;  ;  ; Ag875 ;  ; 7 ; pollipol ; 1111 
 6624 ; Солонка, серебро. ;  ;  ; Ag875 ;  ; 23 ; фюрстен ; 603 
 6625 ; Брошь Камея, серебро. ;  ;  ; Ag875 ;  ; 34 ; Танзан ; 1542 
 6626 ; Набор чайных ложек, серебро 6 шт. ;  ;  ; Ag875 ;  ; 18 ; pollipol ; 2330 
 6627 ; Набор чайных ложек, серебро 6 шт. ;  ;  ; Ag916 ;  ; 12 ; Рубчик ; 2703 
 6628 ; Чайная ложка, серебро. Дания ;  ;  ; Ag ;  ; 31 ; I-Fox ; 1018 
 6629 ; Рюмка серебро. ;  ;  ; Ag875 ;  ; 24 ; Гость с Севера ; 1551 
 6630 ; Стопка маленькая, серебро. ;  ;  ; Ag84 ;  ; 20 ; krava ; 1000 
 6631 ; Солонка высокая с ложечкой, серебро. ;  ;  ; Ag875 ;  ; 15 ; крлкв ; 714 
 6632 ; Солонка с ложечкой, серебро 84. ;  ;  ; Ag84 ;  ; 34 ; Dahan ; 1532 
 6633 ; Вилка столовая, серебро 84. ;  ;  ; Ag84 ;  ; 53 ; крлкв ; 2346 
 6634 ; Нож для масла, ручка серебро. Европа ;  ;  ; Ag813 ;  ; 27 ; krava ; 1294 
 6635 ; Ложки чайные 2 шт, серебро. ;  ;  ; Ag800 ;  ; 13 ; Dimius ; 803 
 6636 ; Ложка чайная, серебро 84 ;  ;  ; Ag84 ;  ; 39 ; 21011984andrei ; 1157 
 6637 ; Ложка чайная, серебро 84 ;  ;  ; Ag84 ;  ; 39 ; antongor ; 1205 
 6638 ; Вилка для лимона парусник, серебро. ;  ;  ; Ag800 ;  ; 40 ; kolosok ; 579 
 6639 ; Вилка для лимона, серебро. Европа ;  ;  ; Ag800 ;  ; 28 ; I-Fox ; 713 
 6640 ; Десертная вилка, серебро 84 ;  ;  ; Ag84 ;  ; 20 ; Dahan ; 788 
 6641 ; Десертная вилка цветок, серебро 84 ;  ;  ; Ag84 ;  ; 30 ; СВИ ; 622 
 6642 ; Вазочка серебро. Европа ;  ;  ; Ag835 ;  ; 45 ; Жордж ; 2552 
 6476 ; Набор планшетов на 30 монет (2 шт.), б/у ;  ;  ;  ;  ; 27 ; VVE ; 340 
 6477 ; Кассета MB XL 6, на 6 ячеек. Leuchtturm ;  ;  ;  ;  ; 49 ; sm-dc ; 1510 
 6478 ; Кассета MB 20 М для монет в холдерах, на 20 ячеек. Leuchtturm ;  ;  ;  ;  ; 43 ; птичкин ; 1134 
 6479 ; Кассета MB CAPS 41 для монет, на 20 ячеек. Leuchtturm ;  ;  ;  ;  ; 37 ; sm-dc ; 1121 
 6480 ; Кассета MB XL 1, на 1 ячейку. Leuchtturm ;  ;  ;  ;  ; 49 ; пупсик ; 1740 
 6481 ; Кассета MB 120 R для монет, на 120 ячеек. Leuchtturm, #315349 ;  ;  ;  ;  ; 24 ; SeregaHot ; 892 
 6482 ; БАЗОВЫЙ каталог монеты России 1700-1917 гг. Выпуск 2018 год. В. Е. Семенов ;  ;  ;  ;  ; 49 ; carre ; 1535 
 6483 ; БАЗОВЫЙ каталог монеты России 1700-1917 гг. Выпуск 2018 год. В. Е. Семенов ;  ;  ;  ;  ; 29 ; vborisevich1 ; 1632 
 6484 ; В.Е. Семенов. Куда уходят деньги ;  ;  ;  ;  ; 27 ; DormiDont ; 201 
 6485 ; Монетный передел 1700-1917 гг. В. Е. Семенов ;  ;  ;  ;  ; 60 ; YxY ; 235 
 6486 ; Монетный передел 1700-1917 гг. В. Е. Семенов ;  ;  ;  ;  ; 92 ; Dmtriyy ; 365 
 6487 ; Рюрик и Владимир. Самоучитель по русской истории. Издание 2-ое, дополненное. В. Е. Семенов ;  ;  ;  ;  ; 29 ; SwaggaRakka ; 206 
 6488 ; Подделки российских монет. В. Е. Семенов ;  ;  ;  ;  ; 18 ; solo5 ; 360 
 6489 ; Русские деньги X-XVII вв. Редакция 7, 2018 ;  ;  ;  ;  ; 7 ; Rjn ; 61 
 6490 ; Русские деньги X-XVII вв. Редакция 7, 2018 ;  ;  ;  ;  ; 5 ; vborisevich1 ; 61 
 6491 ; Русские деньги X-XVII вв. Редакция 7, 2018 ;  ;  ;  ;  ; 6 ; gdrg2 ; 63 
 6492 ; Монеты России 1700-1917 гг. Редакция 15, 2018 год ;  ;  ;  ;  ; 13 ; mix_mix5982 ; 140 
 6493 ; Монеты России 1700-1917 гг. Редакция 15, 2018 год ;  ;  ;  ;  ; 12 ; mix_mix5982 ; 140 
 6494 ; Монеты России 1700-1917 гг. Редакция 15, 2018 год ;  ;  ;  ;  ; 14 ; ещё ; 136 
 6495 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921-2020 годов. Редакция 48 ;  ;  ;  ;  ; 22 ; Andrlex71 ; 160 
 6496 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921-2020 годов. Редакция 48 ;  ;  ;  ;  ; 21 ; vborisevich1 ; 165 
 6497 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921-2020 годов. Редакция 48 ;  ;  ;  ;  ; 22 ; Andrlex71 ; 172 
 6498 ; Каталог-справочник "Бумажные деньги России". Часть II. Редакция 8, 2015 год ;  ;  ;  ;  ; 35 ; psrjdf1863 ; 222 
 6499 ; Каталог-справочник. Награды Российской Империи. Часть I. Ордена и знаки отличия. Редакция 5 ;  ;  ;  ;  ; 29 ; malva2 ; 306 
 6500 ; Каталог-справочник. Монеты Абхазии, Азербайджана, Армении, Грузии и Южной Осетии. Редакция 1, 2019 год ;  ;  ;  ;  ; 28 ; Vol4en0k ; 171 
 6501 ; Каталог-справочник. Монеты Украины 1992-2020 годы. Редакция 7, 2020 год ;  ;  ;  ;  ; 18 ; Vol4en0k ; 182 
 6502 ; Каталог-справочник. Юбилейные и памятные монеты Казахстана 1995-2013 гг. Редакция 3, 2013 год ;  ;  ;  ;  ; 10 ; Yustas69 ; 10 
 6503 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921-2019 годов. Редакция 46 ;  ;  ;  ;  ; 17 ; Rincewind ; 89 
 6504 ; В.П. Малышев. ЭНЦИКЛОПЕДИЯ. Денежные эмиссии региональных и местных правительств России 1917-1923 гг ;  ;  ;  ;  ; 12 ; SwaggaRakka ; 104 
 6505 ; Клады в вашем доме. 2009 год ;  ;  ;  ;  ; 16 ; Terem ; 59 
 6506 ; А. Ильин, И. Толстой. Русские монеты с 1725-1801 гг. Репринтное издание ;  ;  ;  ;  ; 19 ; Terem ; 79 
 6507 ; Памятные и инвестиционные монеты России. Alligator, money project. Май 2017 ;  ;  ;  ;  ; 3 ; Affliction ; 79 
 6508 ; Кавалеры ордена Святого Георгия. "Хронограф" 1994 ;  ;  ;  ;  ; 17 ; жених ; 340 
 6509 ; Советский коллеционер 25. Москва, 1987 ;  ;  ;  ;  ; 18 ; Кузьма Огородник ; 89 
 6510 ; От керенки до совзнака. Деньги и революция. Музей истории денег АО "Гознак" 2017 ;  ;  ;  ;  ; 21 ; gdrg2 ; 257 
 6511 ; Пухов Е.В. Монета "Ефимок с признаком" ;  ;  ;  ;  ; 105 ; Dmtriyy ; 558 
 6512 ; Каталог. World Coins and Medals. World-Wide coins of California James F. Elmen. Auction XLVI. 18.11.2004 ;  ;  ;  ;  ; 17 ; Affliction ; 181 
 6513 ; Журнал. Нумизматический альманах. 2004, 1. ;  ;  ;  ;  ; 10 ; Markgraf ; 57 
 6514 ; Бонистика. 1 выпуск. Под редакцией А.Алямкина 2015. Издательство Олега Пахмутова ;  ;  ;  ;  ; 19 ; wiqi ; 318 
 6515 ; М.М. Глейзер, Р.Г. Масгутов. Лимитные книжки 1944-1947. "Реноме" Санкт-Петербург 2016 ;  ;  ;  ;  ; 17 ; NNN ; 300 
 6516 ; Каталог частной коллекции. Античные монеты и артефакты. Санкт-Петербург 2019 ;  ;  ;  ;  ; 17 ; Бигль ; 255 
 6517 ; Фалеристика всесоюзного студенческого отряда. Санкт-Петербург. Издательство "Александр ПРИНТ" 2009 ;  ;  ;  ;  ; 50 ; Yustas69 ; 306 
 6518 ; Бонистика. 2 выпуск. 2016. Издательство Олега Пахмутова ;  ;  ;  ;  ; 43 ; wiqi ; 407 
 6519 ; Журнал. Нумизматический альманах. 2002, 2. ;  ;  ;  ;  ; 7 ; allur65 ; 102 
 6520 ; Каталог. World Coins and Medals. World-Wide coins of California James F. Elmen. Auction XXXV. 13.05.1999 ;  ;  ;  ;  ; 22 ; Affliction ; 161 
 6521 ; Журнал. Нумизматический альманах. 2003, 1. ;  ;  ;  ;  ; 5 ; Бигль ; 68 
 6522 ; Каталог монет Польши 1916-1972гг ;  ;  ;  ;  ; 11 ; cr5400 ; 55 
 6523 ; М.М. Глейзер. Советский червонец. Санкт-Петербург 1993г. ;  ;  ;  ;  ; 16 ; Affliction ; 152 
 6524 ; В.Н. Рябцевич. О чем рассказывают монеты. Издание 2-е, переработанное и дополненное. Минск 1977 ;  ;  ;  ;  ; 25 ; Rjn ; 386 
 6525 ; Каталог почтовых марок РФ 2009г. Справочник цен на почтовые марки РФ 1992-2008. Санкт-Петербург 2010 ;  ;  ;  ;  ; 14 ; lavist ; 151 
 6426 ; Капсулы для монет – 32 мм, упаковка 10 шт. Leuchtturm. ;  ;  ;  ;  ; 11 ; Dimitr1 ; 136 
 6427 ; Капсулы для монет – 32,5 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 11 ; Al1964 ; 137 
 6428 ; Капсулы для монет – 33 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 9 ; ДУНКАН МАКЛАУД ; 144 
 6429 ; Капсулы Caps 34 для монет – 34 мм, упаковка 10 шт. Leuchtturm, #310430 ;  ;  ;  ;  ; 25 ; prostor.71 ; 150 
 6430 ; Капсулы CAPS 35 для монет – 35 мм, упаковка 10 шт. Leuchtturm, #318983 ;  ;  ;  ;  ; 9 ; Meshok ; 144 
 6431 ; Капсулы для монет – 36 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 9 ; prostor.71 ; 143 
 6432 ; Капсулы CAPS 37 для монет – 37 мм, упаковка 10 шт. Leuchtturm, #315520 ;  ;  ;  ;  ; 9 ; тикси3 ; 140 
 6433 ; Капсулы для монет – 38 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 6 ; тикси3 ; 159 
 6434 ; Капсулы для монет – 39 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 14 ; Kudma ; 147 
 6435 ; Капсулы для монет – 39 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 9 ; Kudma ; 150 
 6436 ; Капсулы для монет – 40 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 19 ; truck ; 159 
 6437 ; Капсулы для монет – 41 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 15 ; Meshok ; 143 
 6438 ; Капсулы для монет – 41 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 16 ; wwi.i ; 157 
 6439 ; Капсулы с лупой MAGNICAPS для монет - 18 мм. Упаковка 2 шт. Leuchtturm, #346140 ;  ;  ;  ;  ; 18 ; Кузьма Огородник ; 182 
 6440 ; Капсулы с лупой MAGNICAPS для монет - 18 мм. Упаковка 2 шт. Leuchtturm, #346140 ;  ;  ;  ;  ; 22 ; Кузьма Огородник ; 184 
 6441 ; "Капсулы для монет – 34 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #344011 " ;  ;  ;  ;  ; 23 ; ValeriyL ; 170 
 6442 ; Капсулы для монет – 36 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #334013 ;  ;  ;  ;  ; 17 ; Кузьма Огородник ; 149 
 6443 ; Капсулы для монет – 36 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #334013 ;  ;  ;  ;  ; 15 ; Кузьма Огородник ; 159 
 6444 ; Капсулы для монет – 37 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #334014 ;  ;  ;  ;  ; 14 ; ValeriyL ; 161 
 6445 ; Капсулы для монет – 38 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #344015 ;  ;  ;  ;  ; 16 ; Meshok ; 155 
 6446 ; Капсулы для монет – 38 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #344015 ;  ;  ;  ;  ; 20 ; ещё ; 157 
 6447 ; Капсулы для монет – 39 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #344016 ;  ;  ;  ;  ; 23 ; ещё ; 163 
 6448 ; Капсулы для монет – 39 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #344016 ;  ;  ;  ;  ; 22 ; an78gg ; 173 
 6449 ; Капсулы для монет – 40 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #344017 ;  ;  ;  ;  ; 18 ; DeemTeem ; 174 
 6450 ; Капсулы для монет – 40 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #344017 ;  ;  ;  ;  ; 20 ; ValeriyL ; 170 
 6451 ; Холдеры для монет KRS(S)39,5 черные, самоклеющиеся - 39,5 мм, упаковка 25 шт. Leuchtturm, #345694 ;  ;  ;  ;  ; 22 ; malva2 ; 155 
 6452 ; Холдеры для монет, самоклеющиеся - 32,5 мм, упаковка 25 шт."Lindner" ;  ;  ;  ;  ; 36 ; malva2 ; 162 
 6453 ; Холдеры для монет, самоклеющиеся - 32,5 мм, упаковка 25 шт."Lindner" ;  ;  ;  ;  ; 35 ; Meshok ; 115 
 6454 ; Холдеры для монет, самоклеющиеся - 32,5 мм, упаковка 25 шт."Lindner" ;  ;  ;  ;  ; 28 ; Meshok ; 137 
 6455 ; Холдеры для монет, самоклеющиеся - 32,5 мм, упаковка 25 шт."Lindner" ;  ;  ;  ;  ; 29 ; borissevt ; 130 
 6456 ; Футляр EXPO-4 для 1 монеты. Lindner, #2074 ;  ;  ;  ;  ; 15 ; Игорь888 ; 108 
 6457 ; Футляр EXPO-4 для 1 монеты. Lindner, #2074 ;  ;  ;  ;  ; 10 ; Игорь888 ; 117 
 6458 ; Нумизматические перчатки, размер 9/L. Shine Coins, #PS007 ;  ;  ;  ;  ; 23 ; Black Cat ; 129 
 6459 ; Лист КЛМ-20К в альбом Optima на 20 монет, с карманами. Упаковка (5 шт.). Сомс, #2025020 ;  ;  ;  ;  ; 21 ; Meshok ; 102 
 6460 ; Лист КЛМ-12К в альбом Optima на 12 монет, с карманами. Упаковка (5 шт.). Сомс, #2025012 ;  ;  ;  ;  ; 16 ; Meshok ; 91 
 6461 ; Лист в альбом Optima на 60 монет, скользящий. Упаковка 10 шт. Нумизмат-С ;  ;  ;  ;  ; 19 ; $KoKoS$ ; 110 
 6462 ; Разделитель картонный в альбом OPTIMA. Упаковка (50 шт.). Lindner ;  ;  ;  ;  ; 25 ; PROFAN2020 ; 655 
 6463 ; Комплект листов для значков ТКП-АВ. СомС, 11-643-2025020 ;  ;  ;  ;  ; 18 ; STANDART ; 301 
 6464 ; Лист КЛБ-4 в альбом Optima, на 4 банкноты. Упаковка (10 шт.). Сомс, #2025004 ;  ;  ;  ;  ; 26 ; lenohota ; 306 
 6465 ; Лист КЛБ-1 в альбом Optima, на 1 банкноты. Упаковка (10 шт.). Сомс, #2025001 ;  ;  ;  ;  ; 27 ; malva2 ; 420 
 6466 ; Лист КЛБ-3 в альбом Optima, на 3 банкноты. Упаковка (10 шт.). Сомс, #2025003 ;  ;  ;  ;  ; 25 ; lenohota ; 404 
 6467 ; Лист КЛБ-3 в альбом Optima, на 3 банкноты. Упаковка (10 шт.). Сомс, #2025003 ;  ;  ;  ;  ; 24 ; malva2 ; 431 
 6468 ; Лист КЛБ-3 в альбом Optima, на 3 банкноты. Упаковка (10 шт.). Сомс, #2025003 ;  ;  ;  ;  ; 20 ; lenohota ; 311 
 6469 ; Лист в альбом Optima, на 1 банкноту. (Упаковка 50 шт.). Нумизмат-С ;  ;  ;  ;  ; 29 ; Георг ; 1134 
 6470 ; Листы КЛФ-3В в альбом GRANDE, на 3 банкноты. Упаковка (10 шт.). СомС, #2431003 ;  ;  ;  ;  ; 28 ; ppp ; 227 
 6471 ; Планшет 2EUROSET для монет 2 евро. Leuchtturm, #344971 ;  ;  ;  ;  ; 9 ; $KoKoS$ ; 12 
 6472 ; Альбом R010808 на 180 монет, с листами. Россия ;  ;  ;  ;  ; 26 ; lenohota ; 333 
 6473 ; Альбом R010808 на 180 монет, с листами. Россия ;  ;  ;  ;  ; 25 ; Markgraf ; 177 
 6474 ; Альбом для монет с листами Стандарт-КМД "Монеты России". Россия ;  ;  ;  ;  ; 16 ; krava ; 450 
 6475 ; Набор планшетов на 24 монеты (2 шт.), б/у ;  ;  ;  ;  ; 32 ; VVE ; 340 
 6355 ; Почтовая карточка. Кронштадт ;  ;  ;  ;  ; 23 ; coba ; 327 
 6356 ; Почтовая карточка. Александринский театр ;  ;  ;  ;  ; 13 ; krava ; 262 
 6357 ; Почтовая карточка. Михайловский замок ;  ;  ;  ;  ; 11 ; Руслан1981 ; 327 
 6358 ; Почтовая карточка. Летний сад при Петре Великом ;  ;  ;  ;  ; 16 ; krava ; 364 
 6359 ; Почтовая карточка. Санкт- Петербург ;  ;  ;  ;  ; 5 ; coba ; 67 
 6360 ; Почтовая карточка. Санкт- Петербург ;  ;  ;  ;  ; 18 ; coba ; 104 
 6361 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 71 ; von_Schwarz ; 381 
 6362 ; Лот почтовых карточек в альбоме (64 штуки) Италия до 1914 года ;  ;  ;  ;  ; 18 ; krava ; 1997 
 6363 ; Лот почтовых карточек со спецгашением (30 штук) ; 1980 ;  ;  ;  ; 11 ; krava ; 357 
