 6641 ; Вилка для рыбы.1931 г. Дания ;  ;  ; Ag ;  ; 16 ; donbass ; 692 
 6659 ; Пуговица ;  ;  ; Ж/м ;  ; 8 ; 45789 ; 30 
 6660 ; Пуговица ;  ;  ; Al ;  ; 10 ; 45789 ; 36 
 6661 ; Пуговица ;  ;  ; Al ;  ; 16 ; doc2 ; 555 
 6662 ; Пуговица ;  ;  ; Al ;  ; 12 ; 45789 ; 21 
 6663 ; Пуговица ;  ;  ; Ж/м ;  ; 35 ; electra ; 70 
 6664 ; Пуговица Швеция Стокгольм ;  ;  ; Ж/м ;  ; 11 ; 45789 ; 54 
 6665 ; Пуговица ;  ;  ; Ag ;  ; 29 ; 45789 ; 160 
 6666 ; Пуговица ;  ;  ; Ag ;  ; 27 ; 45789 ; 150 
 6667 ; Пуговица ;  ;  ; Ж/м ;  ; 31 ; svzg ; 155 
 6668 ; Пуговица ;  ;  ; Б/м ;  ; 14 ; murka1973 ; 69 
 6669 ; Пуговица ;  ;  ; Ж/м ;  ; 18 ; electra ; 81 
 6670 ; Пуговица ;  ;  ; Ж/м ;  ; 31 ; svzg ; 128 
 6671 ; Пуговица ;  ;  ; Ж/м ;  ; 13 ; doc2 ; 406 
 6672 ; Пуговица ;  ;  ; Ж/м ;  ; 29 ; jugla ; 187 
 6673 ; Пуговица ;  ;  ; Ж/м ;  ; 57 ; svzg ; 187 
 6524 ; В.Д. Кривцов. Каталог царских и советских наград, знаков, жетонов и настольных медалей. АВЕРС №5. Том 1. Москва 2001г ;  ;  ;  ;  ; 24 ; фалерист ; 1182 
 6525 ; И.И. Чепурнов. Лот из 6 частей Российские наградные медали. Издательство: "Чувашия". Чебоксары 1993-1995гг ;  ;  ;  ;  ; 26 ; NNN ; 414 
 6526 ; М.М. Глейзер. Советский червонец. Санкт-Петербург 1993 ;  ;  ;  ;  ; 28 ; B747 ; 204 
 6527 ; Род Эшфорд. Эротика ;  ;  ;  ;  ; 22 ; krass ; 743 
 6528 ; Оптовый лот. 8 книг (коробка). Рюрик и Владимир. Самоучитель по русской истории. Издание 2-ое, дополненное. В. Е. Семенов ;  ;  ;  ;  ; 17 ; zaborr ; 1237 
 6529 ; Оптовый лот. 7 книг (коробка).  Монетный передел 1700-1917 гг. В. Е. Семенов ;  ;  ;  ;  ; 9 ; Dimitr1 ; 2112 
 6530 ; Оптовый лот, 52 книги (коробки). Псевдонимы российского рубля ;  ;  ;  ;  ; 11 ; mirny ; 1530 
 6531 ; Оптовый лот, 20 книг (коробка). Подделки российских монет. В. Е. Семенов ;  ;  ;  ;  ; 9 ; статир ; 1019 
 6532 ; Оптовый лот. 12 книг (3 коробки).  БАЗОВЫЙ каталог монеты России 1700-1917 гг. Выпуск 2018 год. В. Е. Семенов ;  ;  ;  ;  ; 11 ; zaborr ; 6276 
 6533 ; Оптовый лот, 72 книги (коробка). Каталог-справочник. Монеты РСФСР, СССР и России 1921-2020 годов ;  ;  ;  ;  ; 21 ; всёмоё ; 6222 
 6601 ; Набор ножей для фруктов STAHL-BRONCE. Германия ;  ;  ; Ж/м ;  ; 27 ; Жордж ; 1530 
 6602 ; Кофейник APOLLO. Америка ;  ;  ; Ж/м ;  ; 17 ; kompman ; 663 
 6603 ; Кофейник маленький A.KRUPP BERNDORF. Австрия ;  ;  ; Ж/м ;  ; 50 ; kompman ; 1440 
 6604 ; Сливочник А. Качъ. Российская Империя. Санкт-Петербург ;  ;  ; Ж/м ;  ; 46 ; Pipe ; 1835 
 6605 ; Сахарница  A.KRUPP BERNDORF. Австрия ;  ;  ; Ж/м ;  ; 48 ; kompman ; 1593 
 6606 ; Солонка серебро. ;  ;  ; Ag ;  ; 41 ; Masik ; 1717 
 6607 ; Солонка на ножках, серебро. ;  ;  ; Ag ;  ; 41 ; ask ; 1167 
 6608 ; Ситечко для чая, серебро 84 проба ;  ;  ; Ag ;  ; 71 ; RAPAN ; 3060 
 6609 ; Рюмка серебро 84 проба. ;  ;  ; Ag ;  ; 37 ; VITS ; 2002 
 6610 ; Стопка серебро, чернение ;  ;  ;  ;  ; 33 ; RAPAN ; 1930 
 6611 ; Эполет Швеция ;  ;  ; Ж/м ;  ; 23 ; никсер ; 1581 
 6612 ; Чернильница ;  ;  ; Латунь ;  ; 14 ; mirumir ; 512 
 6613 ; Ситечко большое. Европа ;  ;  ; Ж/м ;  ; 48 ; kompman ; 407 
 6614 ; Складень двухстворчатый ;  ;  ; Ж/м ;  ; 60 ; lavist ; 1071 
 6615 ; Брошь, серебро. ;  ;  ; Ag ;  ; 56 ; Руслан1981 ; 5202 
 6616 ; Часы карманные Matador Brevet. Швейцария ;  ;  ; Ag ;  ; 61 ; Дима31 ; 4590 
 6617 ; Бинокль в футляре ;  ;  ; Ж/м ;  ; 52 ; evgen 66 ; 1567 
 6618 ; Кофейник маленький. Англия ;  ;  ; Ж/м ;  ; 51 ; kompman ; 1509 
 6619 ; Копилка медвежонок. Европа ;  ;  ; Ж/м ;  ; 23 ; volkova21 ; 1145 
 6620 ; Кружка пивная с масонским знаком. Англия ;  ;  ; Ж/м ;  ; 35 ; Димон777 ; 2005 
 6621 ; Шкатулка ;  ;  ; Ж/м ;  ; 61 ; krass ; 1145 
 6622 ; Подсвечник с хрусталем? ;  ;  ; Ж/м ;  ; 26 ; ask ; 509 
 6623 ; Ложечка для соли ;  ;  ; Ag ;  ; 35 ; Kartu ; 509 
 6624 ; Подсвечник Ангел ;  ;  ; Ж/м ;  ; 17 ; Рисковый ; 388 
 6625 ; Панно "Бой при Маломъ Ярославцъ 1812" ;  ;  ; Ж/м ;  ; 46 ; volkova21 ; 1318 
 6626 ; Лупа винтажная Х10 ;  ;  ; Ж/м ;  ; 46 ; coins_hunter ; 1813 
 6627 ; Тарелки фарфор 4 шт. Европа ;  ;  ;  ;  ; 15 ; volkova21 ; 516 
 6628 ; Бокал для вина. Европа ;  ;  ; Ж/м ;  ; 16 ; WalkedBy ; 340 
 6629 ; Бокал  для вина маленький. Европа ;  ;  ; Ж/м ;  ; 20 ; WalkedBy ; 340 
 6630 ; Лампа/подсвечник. Латунь. Европа ;  ;  ; Ж/м ;  ; 49 ; никсер ; 1587 
 6631 ; Фигура собаки. Мрамор ;  ;  ;  ;  ; 27 ; Vova1950 ; 1019 
 6632 ; Подстаканник ;  ;  ; Б/м ;  ; 24 ; oleghh7 ; 434 
 6633 ; Замок с ключом. ;  ;  ; Ж/м ;  ; 42 ; Aurum ; 276 
 6634 ; Набор вилок и ножей 17 предметов. SOLINGEN, Германия ;  ;  ; Ж/м ;  ; 12 ; 8nata8 ; 1134 
 6635 ; Ложка столовия, 84 проба, герб Москвы, "Н.Т.Г." 1870г. M-73,1гр. ;  ;  ; Ag ;  ; 21 ; Asandr ; 2397 
 6636 ; Ложка столовая, 84 проба, герб Москвы, "Хлебников". M-86,7гр. ;  ;  ; Ag ;  ; 29 ; Masik ; 3204 
 6637 ; Ложка чайная цветок. 2 шт ;  ;  ; Ag ;  ; 41 ; piv67 ; 1611 
 6638 ; Ложка для салата. 1926 г. Дания ;  ;  ; Ag ;  ; 64 ; ask ; 1561 
 6639 ; Ложка чайная. 1926 г. Дания ;  ;  ; Ag ;  ; 20 ; ask ; 830 
 6640 ; Вилка для устриц. 1919 г. Дания ;  ;  ; Ag ;  ; 21 ; vorgarik ; 637 
 6474 ; Рюрик и Владимир. Самоучитель по русской истории. Издание 2-ое, дополненное. В. Е. Семенов ;  ;  ;  ;  ; 29 ; marSal8Q ; 258 
 6475 ; Псевдонимы российского рубля ;  ;  ;  ;  ; 19 ; vladimirV ; 239 
 6476 ; Монетное дело Российской империи. В. Е. Семенов ;  ;  ;  ;  ; 22 ; B747 ; 328 
 6477 ; Русские деньги X-XVII вв. Редакция 7, 2018 ;  ;  ;  ;  ; 15 ; Markgraf ; 73 
 6478 ; Русские деньги X-XVII вв. Редакция 7, 2018 ;  ;  ;  ;  ; 3 ; alex241 ; 79 
 6479 ; Русские деньги X-XVII вв. Редакция 7, 2018 ;  ;  ;  ;  ; 9 ; л842 ; 79 
 6480 ; Монеты России 1700-1917 гг. Редакция 15, 2018 год ;  ;  ;  ;  ; 24 ; Bolshoi2013 ; 159 
 6481 ; Монеты России 1700-1917 гг. Редакция 15, 2018 год ;  ;  ;  ;  ; 25 ; Wireless oyster ; 151 
 6482 ; Монеты России 1700-1917 гг. Редакция 15, 2018 год ;  ;  ;  ;  ; 24 ; glad447 ; 157 
 6483 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921-2020 годов. Редакция 48 ;  ;  ;  ;  ; 22 ; gusania ; 175 
 6484 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921-2020 годов. Редакция 48 ;  ;  ;  ;  ; 25 ; tpp ; 188 
 6485 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921-2020 годов. Редакция 48 ;  ;  ;  ;  ; 23 ; ser.vad ; 227 
 6486 ; Монеты России в экспозиции Музея денежного обращения "Конрос" ;  ;  ;  ;  ; 9 ; glad447 ; 141 
 6487 ; Хр. Гиль. Таблицы русских монет. Репринтное издание ;  ;  ;  ;  ; 46 ; glad447 ; 340 
 6488 ; Каталог-справочник "Бумажные деньги России". Часть I. Редакция 10, 2014 год ;  ;  ;  ;  ; 21 ; 2372 ; 153 
 6489 ; Каталог-справочник. Монеты Абхазии, Азербайджана, Армении, Грузии и Южной Осетии. Редакция 1, 2019 год ;  ;  ;  ;  ; 19 ; carre ; 148 
 6490 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921-2018 годов. Редакция 45 ;  ;  ;  ;  ; 23 ; Андрей/Пермь ; 34 
 6491 ; Монеты Беларуси 1996-2006. Редакция 1, 2007 г ;  ;  ;  ;  ; 11 ; glad447 ; 42 
 6492 ; Каталог-справочник. Монеты Латвии, Литвы и Эстонии. Редакция 2, 2013 год ;  ;  ;  ;  ; 26 ; kivikotti ; 60 
 6493 ; Каталог-справочник. Юбилейные и памятные монеты Польши 1995-2016 гг. Редакция 4, 2016 год ;  ;  ;  ;  ; 19 ; Чуча ; 43 
 6494 ; Каталог-справочник "Бумажные деньги России". Часть II. 7-я редакция.  2012 год ;  ;  ;  ;  ; 15 ; Матроскин ; 40 
 6495 ; Открытки к 200-летию Петербурга. С. С. Мяник ;  ;  ;  ;  ; 9 ; yuri.gruzdev ; 465 
 6496 ; Журнал Le PANORAMA Президент Французской Республики № 1 ;  ;  ;  ;  ; 19 ; лесовод ; 339 
 6497 ; Журнал Le PANORAMA Президент Французской Республики № 2 ;  ;  ;  ;  ; 5 ; Searcher ; 509 
 6498 ; Журнал Le PANORAMA Президент Французской Республики № 4 ;  ;  ;  ;  ; 5 ; Searcher ; 509 
 6499 ; Нумизматический сборник. Честь 6. Монеты клады собрания Государственного Исторического музея. Москва 1980 ;  ;  ;  ;  ; 24 ; karlgustaf ; 407 
 6500 ; Лот иллюстрированных журналов  литература "НИВА" до 1917 года ;  ;  ;  ;  ; 49 ; 45789 ; 420 
 6501 ; Каталог евро монет ;  ;  ;  ;  ; 40 ; Philini ; 384 
 6502 ; Константиновский рубль. Новые материалы и исследования. Издательство: "Финансы и статистика". Москва 1991г ;  ;  ;  ;  ; 22 ; Zakhapisty ; 201 
 6503 ; М.М. Глейзер. Советский червонец. Санкт-Петербург 1993г ;  ;  ;  ;  ; 33 ; aleksandr733 ; 236 
 6504 ; Е.М. Фролов. Каталог металлических бон государственного треста "Арктикуголь". Издательство: "Келла Графикс". Москва 2003г ;  ;  ;  ;  ; 19 ; volkova21 ; 153 
 6505 ; Двенадцатая всеросийская нумизматическая конференция. Москва 19-24 апреля 2004г. Тезисы докладов и сообщений. Москва 2004 ;  ;  ;  ;  ; 21 ; karlgustaf ; 1813 
 6506 ; Деньги в Российской истории вопросы производства, обращения, бытования. Выпуск I. Сборник материалов Первой международной научной конференции (18-19 октября 2018г СПБ). Санкт-Петербург 2018 ;  ;  ;  ;  ; 19 ; Калевала ; 405 
 6507 ; Каталог монет СССР и России 1918-2016 ;  ;  ;  ;  ; 4 ; jachin ; 57 
 6508 ; Каталог монет России 1700-1917гг+каталог-ценник на монеты СССР и России 1921-2015. 1 выпуск. Санкт-Петербург 2015 ;  ;  ;  ;  ; 27 ; glad447 ; 172 
 6509 ; Восьммая всеросийская нумизматическая конференция. Москва 17-21 апреля 2000г. Тезисы докладов и сообщений. Москва 2000 ;  ;  ;  ;  ; 13 ; karlgustaf ; 510 
 6510 ; Нумизматика, бонистика, фалеристика. Исследования и материалы. Нумизматический сборник. Часть XI. Москва 1992 ;  ;  ;  ;  ; 35 ; Калевала ; 347 
 6511 ; Очерки по истории Отдела нумизматики. Нумизматический сборник. Часть XII. Москва 1993 ;  ;  ;  ;  ; 21 ; karlgustaf ; 385 
 6512 ; Нумизматика на рубеже веков. Нумизматический сборник. Часть XV. Москва 2001 ;  ;  ;  ;  ; 13 ; Aurum ; 368 
 6513 ; Каталог монет России 1700-1917гг. Редакция 3. Санкт-Петербург 2018 ;  ;  ;  ;  ; 13 ; jachin ; 134 
 6514 ; Деньги в Российской истории вопросы производства, обращения, бытования. Выпуск II. Сборник материалов Второй международной научной конференции (16-18 октября 2019г СПБ). Санкт-Петербург 2019 ;  ;  ;  ;  ; 49 ; Калевала ; 941 
 6515 ; Лот из 4-х сборников Советский коллекционер №9 (1971г), №15 (1977г), №16 (1978), №21 (1983г) ;  ;  ;  ;  ; 34 ; aleksandr733 ; 159 
 6516 ; В.А. Дуров. Русские и советские боевые награды ;  ;  ;  ;  ; 19 ; vladimirV ; 495 
 6517 ; О.Г. Калиниченко, Г.Ф. Королёв.  Каталог монеты Украины 1992-2000гг. Издание 3-е. львов 2001г ;  ;  ;  ;  ; 11 ; vasilekd ; 22 
 6518 ; Лот из каталога монеты Албании и исследование монет Албании. 2006г ;  ;  ;  ;  ; 11 ; Alks75 ; 172 
 6519 ; Лот из аукционногокаталога HOLMASTO и журнала по банкнотам ;  ;  ;  ;  ; 7 ; Valeev ; 51 
 6520 ; Аукционный каталог THE J.A. SHERMAN CJLLECTION. 5 августа 2007 ;  ;  ;  ;  ; 10 ; Russman ; 16 
 6521 ; Максим Загреба. Каталог монеты Украины 1992-2012. Издание 8. Киев 2013г ;  ;  ;  ;  ; 21 ; jachin ; 182 
 6522 ; Пухов Е.В. Монета "Ефимок с признаком" ;  ;  ;  ;  ; 15 ; peck ; 227 
 6523 ; В.Д. Кривцов. Каталог царских и советских наград, знаков, жетонов и настольных медалей. АВЕРС №5. Том 2. Москва 2001г ;  ;  ;  ;  ; 43 ; фалерист ; 1182 
 6424 ; Капсулы для монет – 32,5 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 3 ; Ravak_1981 ; 148 
 6425 ; Капсулы для монет – 30 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 3 ; Ravak_1981 ; 148 
 6426 ; Капсулы для монет – 29 мм, упаковка 10 шт. Leuchtturm. ;  ;  ;  ;  ; 9 ; Ravak_1981 ; 150 
 6427 ; Капсулы CAPS 28 для монет – 28 мм, упаковка 10 шт. Leuchtturm, #312236 ;  ;  ;  ;  ; 3 ; Ravak_1981 ; 148 
 6428 ; Капсулы для монет – 27 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 10 ; didisister ; 179 
 6429 ; Капсулы для монет – 26 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 5 ; Ravak_1981 ; 151 
 6430 ; Капсулы для монет – 25 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 3 ; Ravak_1981 ; 148 
 6431 ; Капсулы для монет – 24,5 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 7 ; (.!.) ; 155 
 6432 ; Капсулы для монет – 22,5 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 18 ; диктатура ; 155 
 6433 ; Капсулы для монет – 21,5 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 9 ; Ravak_1981 ; 151 
 6434 ; Капсулы для монет – 12 мм, упаковка 10 шт. Россия ;  ;  ;  ;  ; 14 ; Markgraf ; 32 
 6435 ; Капсулы для монет – 16 мм, упаковка 10 шт. Россия ;  ;  ;  ;  ; 24 ; Markgraf ; 45 
 6436 ; "Подставка под монету " ;  ;  ;  ;  ; 10 ; tpp ; 159 
 6437 ; Холдеры для монет, самоклеющиеся - 32,5 мм, упаковка 25 шт."Lindner" ;  ;  ;  ;  ; 23 ; Kashakich ; 157 
 6438 ; Лист КЛБ-1 в альбом Optima, на 1 банкноты. Упаковка (10 шт.). Сомс, #2025001 ;  ;  ;  ;  ; 3 ; DIMA 57 ; 138 
 6439 ; Лист КЛБ-1 в альбом Optima, на 1 банкноты. Упаковка (10 шт.). Сомс, #2025001 ;  ;  ;  ;  ; 4 ; DIMA 57 ; 138 
 6440 ; Лист КЛБ-2 в альбом Optima, на 2 банкноты. Упаковка (10 шт.). Сомс, #2025002 ;  ;  ;  ;  ; 22 ; vladimirV ; 236 
 6441 ; Лист КЛБ-2 в альбом Optima, на 2 банкноты. Упаковка (10 шт.). Сомс, #2025002 ;  ;  ;  ;  ; 18 ; psrjdf1863 ; 183 
 6442 ; Лист КЛБ-3 в альбом Optima, на 3 банкноты. Упаковка (10 шт.). Сомс, #2025003 ;  ;  ;  ;  ; 32 ; VITS ; 312 
 6443 ; Лист КЛБ-3 в альбом Optima, на 3 банкноты. Упаковка (10 шт.). Сомс, #2025003 ;  ;  ;  ;  ; 36 ; VITS ; 352 
 6444 ; Лист КЛБ-4 в альбом Optima, на 4 банкноты. Упаковка (10 шт.). Сомс, #2025004 ;  ;  ;  ;  ; 7 ; psrjdf1863 ; 159 
 6445 ; Лист КЛБ-4 в альбом Optima, на 4 банкноты. Упаковка (10 шт.). Сомс, #2025004 ;  ;  ;  ;  ; 6 ; psrjdf1863 ; 159 
 6446 ; Лист в альбом Optima, на 1 банкноту. (Упаковка 10 шт.). Нумизмат-С ;  ;  ;  ;  ; 7 ; Блюхер ; 147 
 6447 ; Разделитель картонный в альбом OPTIMA. Упаковка (50 шт.). Lindner ;  ;  ;  ;  ; 18 ; TS1206 ; 179 
 6448 ; Лист КЛМ-20К в альбом Optima на 20 монет, с карманами. Упаковка (5 шт.). Сомс, #2025020 ;  ;  ;  ;  ; 28 ; ppp ; 156 
 6449 ; Лист КЛМ-12К в альбом Optima на 12 монет, с карманами. Упаковка (5 шт.). Сомс, #2025012 ;  ;  ;  ;  ; 14 ; vladimirV ; 160 
 6450 ; Листы NUMIS NH20 в альбом на 20 монет. Упаковка (5 шт.). Leuchtturm, #323100 ;  ;  ;  ;  ; 23 ; Alex1 ; 153 
 6451 ; Листы NUMIS NH30 в альбом на 30 монет. Упаковка (5 шт.). Leuchtturm, #305956 ;  ;  ;  ;  ; 12 ; t_v_v ; 125 
 6452 ; Лист ЛММ-12 в альбом NUMIS на 12 монет. Упаковка 10 шт. Россия ;  ;  ;  ;  ; 27 ; vladimirV ; 123 
 6453 ; Лист на 24 монеты, горизонтальный. Упаковка 10 шт. Производство Россия ;  ;  ;  ;  ; 13 ; psrjdf1863 ; 113 
 6454 ; Лист в альбом Optima на 60 монет, скользящий. Упаковка 10 шт. Нумизмат-С ;  ;  ;  ;  ; 25 ; Хуавей ; 157 
 6455 ; Комплект листов для значков ТКП-АВ. СомС, 11-643-2025020 ;  ;  ;  ;  ; 24 ; Калевала ; 169 
 6456 ; Листы в альбом GRANDE, на 3 банкноты. Упаковка (5 шт.). СомС ;  ;  ;  ;  ; 27 ; Ok13 ; 138 
 6457 ; Листы в альбом GRANDE, на 3 банкноты. Упаковка (5 шт.). СомС ;  ;  ;  ;  ; 9 ; DNK981 ; 178 
 6458 ; Альбом для марок STAMP S 4/8. Производство Leuchtturm ;  ;  ;  ;  ; 19 ; Приор ; 827 
 6459 ; Альбом R010808 на 180 монет, с листами. Россия ;  ;  ;  ;  ; 8 ; Yamilov ; 309 
 6460 ; Альбом R010826 на 82 монеты ;  ;  ;  ;  ; 11 ; фалерист ; 255 
 6461 ; Альбом R010801/48 на 48 монет, с листами ;  ;  ;  ;  ; 14 ; glad447 ; 104 
 6462 ; Альбом на 48 монет ;  ;  ;  ;  ; 10 ; glad447 ; 108 
 6463 ; Футляр EXPO-4 для 1 монеты. Lindner, #2074 ;  ;  ;  ;  ; 11 ; LEXAI ; 159 
 6464 ; Футляр EXPO-3 для 1 монеты. Lindner, #2073 ;  ;  ;  ;  ; 11 ; LEXAI ; 159 
 6465 ; Нумизматические перчатки, размер 7/S. Shine Coins, #PS007 ;  ;  ;  ;  ; 29 ; borshik ; 101 
 6466 ; Нумизматические перчатки, размер 9/L. Shine Coins, #PS007 ;  ;  ;  ;  ; 52 ; VITS ; 367 
 6467 ; Пинцет для монет пластиковый, 124 мм. Shine Coins, #PI-124 ;  ;  ;  ;  ; 11 ; Shurmon ; 84 
 6468 ; Пинцет для монет пластиковый, 150 мм. Shine Coins, #PI-125 ;  ;  ;  ;  ; 12 ; красносёл ; 79 
 6469 ; БАЗОВЫЙ каталог монеты России 1700-1917 гг. Выпуск 2018 год. В. Е. Семенов ;  ;  ;  ;  ; 20 ; Valli1407 ; 1660 
 6470 ; БАЗОВЫЙ каталог монеты России 1700-1917 гг. Выпуск 2018 год. В. Е. Семенов ;  ;  ;  ;  ; 21 ; ask ; 1668 
 6471 ; Монетный передел 1700-1917 гг. В. Е. Семенов ;  ;  ;  ;  ; 28 ; marSal8Q ; 418 
 6472 ; Монетный передел 1700-1917 гг. В. Е. Семенов ;  ;  ;  ;  ; 19 ; Dimitr1 ; 357 
 6473 ; Рюрик и Владимир. Самоучитель по русской истории. Издание 2-ое, дополненное. В. Е. Семенов ;  ;  ;  ;  ; 22 ; faraon ; 264 
 6324 ; Лот почтовых конвертов (6 штук) ;  ;  ;  ;  ; 7 ; Житель12 ; 16 
 6325 ; Лот почтовых конвертов  (5 штук) ;  ;  ;  ;  ; 17 ; trast ; 128 
 6326 ; Лот почтовых конвертов  с вложениями (3 штуки) Институт Арктики и Антарктики ;  ;  ;  ;  ; 14 ; trast ; 51 
 6327 ; Лот почтовых конвертов со спецгашением (5 штук) ;  ;  ;  ;  ; 11 ; trast ; 179 
 6328 ; Лот почтовых конвертов со спецгашением (6 штук) Космический центр Кеннеди ;  ;  ;  ;  ; 22 ; Ok203 ; 633 
 6329 ; Лот почтовых конвертов со спецгашением (5 штук) Космос. Германия ;  ;  ;  ;  ; 21 ; Ok203 ; 449 
 6330 ; Лот почтовых конвертов (10 штук) ;  ;  ;  ;  ; 11 ; trast ; 120 
 6331 ; Лот почтовых конвертов США (6 штук) APOLLO 11 ;  ;  ;  ;  ; 18 ; Ok203 ; 490 
 6332 ; Лот почтовых конвертов США (6 штук) APOLLO 11 ;  ;  ;  ;  ; 14 ; Ok203 ; 531 
 6333 ; Лот почтовых конвертов США (5 штук) Военно-Воздушная база Эдвардс ;  ;  ;  ;  ; 25 ; Ok203 ; 509 
 6334 ; Лот КПД США (5 штук) "Известные личности" ;  ;  ;  ;  ; 12 ; trast ; 200 
 6335 ; Лот почтовых конвертов США (5 штук) Олимпиада-80 ;  ;  ;  ;  ; 29 ; SS007 ; 510 
 6336 ; Лот почтовых конвертов США (5 штук) Военные ;  ;  ;  ;  ; 11 ; trast ; 153 
 6337 ; Лот почтовых конвертов США (4 штуки) ; 1944 ;  ;  ;  ; 23 ; trast ; 453 
 6338 ; Лот почтовых конвертов США (4 штуки) Американский футбол ;  ;  ;  ;  ; 15 ; trast ; 150 
 6339 ; Лот почтовых конвертов США (5 штук) ; 1965 ;  ;  ;  ; 11 ; maymuse ; 102 
 6340 ; Лот почтовых конвертов США (5 штук) Президенты США ;  ;  ;  ;  ; 12 ; trast ; 153 
 6341 ; Лот почтовых конвертов со спецгашением (5 штук) Космический центр Кеннеди ;  ;  ;  ;  ; 36 ; Ok203 ; 601 
 6342 ; Лот почтовых конвертов со спецгашением (20 штук) ;  ;  ;  ;  ; 18 ; trast ; 180 
 6343 ; Лот почтовых конвертов со спецгашением (20 штук) ;  ;  ;  ;  ; 13 ; trast ; 128 
 6344 ; Лот почтовых конвертов со спецгашением (20 штук) ;  ;  ;  ;  ; 9 ; Ratmen ; 72 
 6345 ; Лот почтовых конвертов со спецгашением (20 штук) ;  ;  ;  ;  ; 18 ; trast ; 183 
 6346 ; Лот почтовых конвертов со спецгашением (50 штук) ;  ;  ;  ;  ; 30 ; trast ; 571 
 6347 ; Лот почтовых конвертов со спецгашением (50 штук) ;  ;  ;  ;  ; 36 ; trast ; 571 
 6348 ; Лот почтовых конвертов (100 штук) ;  ;  ;  ;  ; 18 ; Приор ; 370 
 6349 ; Лот почтовых конвертов (100 штук) ;  ;  ;  ;  ; 24 ; Приор ; 340 
 6350 ; Лот почтовых конвертов (100 штук) ;  ;  ;  ;  ; 21 ; Приор ; 308 
 6401 ; Работа Дарьи Шадриной. Отпуск летом ;  ;  ;  ;  ; 17 ; Philini ; 358 
 6402 ; Работа Дарьи Шадриной. Озеро ;  ;  ;  ;  ; 13 ; dencon ; 1007 
 6403 ; Открытка Марии Песоцкой. I love you ;  ;  ;  ;  ; 29 ; fish77 ; 201 
 6404 ; Папка для хранения рисунков и документов. Конрос ;  ;  ;  ;  ; 27 ; Ан-2 ; 174 
 6405 ; Капсулы Quadrum для монет – 14 мм, упаковка 10 шт. Leuchtturm, #308571 ;  ;  ;  ;  ; 18 ; vladimirV ; 210 
 6406 ; Капсулы Quadrum для монет – 18 мм, упаковка 10 шт. Leuchtturm, #304772 ;  ;  ;  ;  ; 18 ; Виталий 74 ; 204 
 6407 ; Капсулы Quadrum 22 для монет – 22 мм, упаковка 10 шт. Leuchtturm, #320753 ;  ;  ;  ;  ; 28 ; antic ; 261 
