 5866 ; Бона иностранная ;  ;  ;  ;  ; 9 ; alien34 ; 41 
 5516 ; Бона иностранная ;  ;  ;  ;  ; 13 ; 12nerv ; 22 
 5517 ; Бона иностранная ;  ;  ;  ;  ; 17 ; nik23455 ; 22 
 5518 ; Бона иностранная ;  ;  ;  ;  ; 9 ; kronk ; 26 
 5519 ; Бона иностранная ;  ;  ;  ;  ; 26 ; парам ; 62 
 5520 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Jiamer57rus ; 25 
 5521 ; Бона иностранная ;  ;  ;  ;  ; 10 ; я8844 ; 31 
 5522 ; Бона иностранная ;  ;  ;  ;  ; 7 ; bva150979 ; 35 
 5523 ; Бона иностранная ;  ;  ;  ;  ; 9 ; PROCONSUL ; 26 
 5524 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Aleech ; 32 
 5525 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Drunja33 ; 38 
 5526 ; Бона иностранная ;  ;  ;  ;  ; 16 ; Aleech ; 41 
 5527 ; Бона иностранная ;  ;  ;  ;  ; 7 ; наташа2712 ; 26 
 5528 ; Бона иностранная ;  ;  ;  ;  ; 7 ; brat52 ; 26 
 5529 ; Бона иностранная ;  ;  ;  ;  ; 11 ; лайк ; 27 
 5530 ; Бона иностранная ;  ;  ;  ;  ; 22 ; kolbur ; 79 
 5531 ; Бона иностранная ;  ;  ;  ;  ; 23 ; я8844 ; 62 
 5348 ; 3 рубля. 4 шт ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 17 ; sts ; 420 
 5349 ; Лот бон 4 шт. ;  ;  ;  ;  ; 48 ; Fliege1 ; 420 
 5350 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ;  ; 40 ; Agava ; 1011 
 5351 ; 25 рублей ; 1947 ; билет ;  ;  ; 43 ; Запруда ; 920 
 5352 ; 100 рублей ; 1947 ; билет ;  ;  ; 28 ; sts ; 721 
 5353 ; Лот бон 9 шт. 1-5000 рублей ; 1961-1992 ;  ;  ;  ; 33 ; markov-m ; 340 
 5354 ; Чек на 5 копеек. Банк внешнеэкономической деятельности СССР ;  ;  ;  ;  ; 28 ; кве ; 255 
 5355 ; Чек на 10 копеек. Банк внешнеэкономической деятельности СССР ;  ;  ;  ;  ; 20 ; кве ; 206 
 5356 ; Сертификат на 1 рубль "ВНЕШПОСЫЛТОРГ" ; 1965 ;  ;  ;  ; 27 ; Agava ; 2221 
 5357 ; Сертификат на 1 рубль "ВНЕШПОСЫЛТОРГ" ; 1967 ;  ;  ;  ; 26 ; Agava ; 3241 
 5358 ; Лот сертификатов на 1 и 2 копейки "ВНЕШПОСЫЛТОРГ" ; 1966 ;  ;  ;  ; 29 ; Agava ; 568 
 5359 ; Лот 3 шт. сертификатов и конверт ;  ;  ;  ;  ; 17 ; sher60 ; 125 
 5360 ; Лот 3 шт. Деньги-марки 1,2,3 копейки ;  ;  ;  ;  ; 18 ; markov-m ; 623 
 5361 ; Лот 3 шт. Деньги-марки 10,15,20 копеек ;  ;  ;  ;  ; 23 ; ursus ; 266 
 5362 ; 10000 рублей ; 1992 ; банкнота ;  ; AU ; 74 ; Ratmen ; 507 
 5363 ; 5000 рублей ; 1992 ; банкнота ;  ; AU ; 50 ; Play ; 407 
 5364 ; 1000 рублей ; 1992 ; билет ;  ; AU ; 56 ; Ratmen ; 587 
 5365 ; 500 рублей ; 1992 ; билет ;  ; AU ; 42 ; Zubrstroy ; 373 
 5366 ; 1000 рублей ; 1993 ; банкнота ;  ; AU ; 65 ; ИБК ; 873 
 5367 ; 100 рублей ; 1961 ;  ;  ; AU ; 41 ; victorsa ; 366 
 5368 ; 50 рублей ; 1961 ; билет ;  ; AU ; 24 ; ask ; 373 
 5369 ; Лот бон 4 шт ;  ;  ;  ;  ; 24 ; Ratmen ; 567 
 5370 ; Лот бон 2 шт. 5000 и 10000 рублей ; 1993 ;  ;  ;  ; 24 ; puhetd ; 420 
 5371 ; 1 рубль ; 1898 ; Коншин. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 46 ; sato ; 2040 
 5372 ; Облигация на 10 рублей ; 1937 ;  ;  ;  ; 13 ; спарта ; 567 
 5373 ; Облигация на 50 рублей ; 1940 ;  ;  ;  ; 19 ; спарта ; 590 
 5374 ; Облигация на 200 рублей ; 1945 ;  ;  ;  ; 11 ; спарта ; 1134 
 5375 ; Облигация на 200 рублей ; 1949 ;  ;  ;  ; 15 ; nik23455 ; 714 
 5376 ; Облигация на 200 рублей ; 1951 ;  ;  ;  ; 9 ; спарта ; 509 
 5377 ; Облигация на 100 рублей ; 1951 ;  ;  ;  ; 21 ; спарта ; 161 
 5378 ; Лотерейный билет "ОСОАВИАХИМА" ; 1941 ;  ;  ;  ; 17 ; LDD ; 329 
 5379 ; Облигация  на 100 рублей ; 1945 ;  ;  ;  ; 14 ; я8844 ; 354 
 5380 ; Облигация  на 200 рублей ; 1956 ;  ;  ;  ; 15 ; panti2008 ; 125 
 5381 ; Лот купонов 20 шт ;  ;  ;  ;  ; 15 ; bon15041980 ; 295 
 5382 ; Дорожный чек на 10 рублей ; 1961 ;  ;  ;  ; 20 ; кве ; 421 
 5383 ; 500 рублей ; 1918 ; Краткоср.обязательства КОМУЧ ;  ;  ; 24 ; кве ; 1871 
 5384 ; 1000 рублей ; 1918 ; 5% краткосрочное обязательство ;  ;  ; 23 ; ЛАВ-13 ; 955 
 5385 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 9 ; fordvr ; 102 
 5386 ; 50 рублей ; 1919 ;  ;  ; XF+ ; 34 ; 17 ; 1439 
 5387 ; 20 марок золотом ; 1898 ; Финляндия билет ;  ;  ; 24 ; unkas79 ; 4079 
 5388 ; 25 пенни ; 1918 ;  ;  ; AU ; 19 ; кве ; 295 
 5389 ; Облигация на 125 рублей ; 1891 ;  ;  ;  ; 21 ; LDD ; 227 
 5390 ; Облигация на 187,5 рублей. Русско-бельгийское металлургическое об-во ; 1898 ;  ;  ;  ; 26 ; я8844 ; 227 
 5391 ; Облигация на 187,5 рублей. Северо-донецкой ж.д. ; 1941 ;  ;  ;  ; 19 ; ekorsky ; 228 
 5392 ; Облигация на 187 рублей. Северо-донецкой ж.д. ; 1912 ;  ;  ;  ; 19 ; Дуб ; 161 
 5393 ; Акция в 150 рублей. Таганрогское металлургическое об-во ; 1912 ;  ;  ;  ; 29 ; Mure ; 161 
 5394 ; Акция в 100 рублей. Брянского рельсопрокатного завода ; 1873 ;  ;  ;  ; 11 ; Mure ; 228 
 5395 ; Временное св-во на 1 акцию ;  ;  ;  ;  ; 22 ; bonipari ; 102 
 5396 ; Временное св-во на 1 акцию. Николаевских заводов и верфей ;  ;  ;  ;  ; 28 ; 542 ; 227 
 5397 ; Лот облигаций 3 шт. ;  ;  ;  ;  ; 43 ; Mure ; 873 
 5098 ; 100 рублей ; 1915 ; Билеты государственного казначейства ;  ;  ; 22 ; 17 ; 368 
 5099 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 19 ; лайк ; 135 
 5100 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 12 ; sher60 ; 113 
 5301 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 22 ; Rotas ; 727 
 5302 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; гарбаш ; 308 
 5303 ; 500 рублей. 3 шт ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; Русские Люди ; 669 
 5304 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; Rotas ; 461 
 5305 ; 5 рублей. 5 шт ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 20 ; ЛАВ-13 ; 366 
 5306 ; 5 рублей. 2 шт ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; Русские Люди ; 114 
 5307 ; 5 рублей. 2 шт ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 20 ; GERo ; 134 
 5308 ; 1 рубль. 3 шт ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 19 ; sts ; 116 
 5309 ; 1 рубль. 3шт ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 18 ; sts ; 97 
 5310 ; 3 рубля. 4 шт ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 19 ; kirgan13 ; 187 
 5311 ; 5 рублей. 3 шт ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 23 ; апрол ; 77 
 5312 ; 5 рублей. 4 шт ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; апрол ; 104 
 5313 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 19 ; bonipari ; 113 
 5314 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 23 ; messerer ; 100 
 5315 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 8 ; zima ; 378 
 5316 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 15 ; fordvr ; 263 
 5317 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 15 ; никсер ; 83 
 5318 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 21 ; я8844 ; 79 
 5319 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 16 ; kirgan13 ; 83 
 5320 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 14 ; я8844 ; 79 
 5321 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 11 ; я8844 ; 79 
 5322 ; Бона 5 рублей. Либавское городское самоуправление ; 1915 ;  ;  ; AU ; 29 ; messerer ; 794 
 5323 ; 1 марка ; 1919 ;  ;  ;  ; 76 ; я8844 ; 801 
 5324 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 23 ; kirgan13 ; 680 
 5325 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 39 ; Запруда ; 1134 
 5326 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 35 ; Sky2 ; 787 
 5327 ; Лот бон 5 шт. 3,5,10,25 рублей и 50 копеек ; 1905-1909 ;  ;  ;  ; 60 ; ekorsky ; 765 
 5328 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 45 ; Zubrstroy ; 260 
 5329 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 22 ; Agava ; 408 
 5330 ; 3 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 25 ; markov-m ; 252 
 5331 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 24 ; ursus ; 153 
 5332 ; Лот бон 2 шт. 250 и 1000 рублей ; 1917 ;  ;  ;  ; 24 ; я8844 ; 257 
 5333 ; Лот бон 2 шт. 20 и 40 рублей ;  ;  ;  ;  ; 17 ; вован-61 ; 61 
 5334 ; Лот бон 2 шт. 5 и 10 рублей Сибирского временного правительства ; 1918 ;  ;  ;  ; 32 ; market_spb ; 1030 
 5335 ; Лот бон 3 шт. 1,3,5 рублей ; 1918 ;  ;  ;  ; 29 ; sergemon ; 694 
 5336 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 30 ; Zubrstroy ; 261 
 5337 ; Лот  бон 2 шт. 25 и 50 рублей ; 1918 ;  ;  ;  ; 28 ; markov-m ; 203 
 5338 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 55 ; markov-m ; 214 
 5339 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 23 ; ЛАВ-13 ; 185 
 5340 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 20 ; markov-m ; 165 
 5341 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 17 ; GERo ; 159 
 5342 ; Лот  бон 500,1000 и 25000 рублей ; 1921 ;  ;  ;  ; 37 ; sts ; 522 
 5343 ; 60 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 27 ; Rotas ; 139 
 5344 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 22 ; Zubrstroy ; 174 
 5345 ; Лот бон 2 шт. 1 и 100 рублей ; 1922,1923 ;  ;  ;  ; 23 ; я8844 ; 510 
 5346 ; 5 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 30 ; ИБК ; 1024 
 5347 ; Лот бон 2 шт. 1 и 2 рубля ; 1919 ;  ;  ;  ; 27 ; fify ; 160 
 5048 ; 1 рубль ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 13 ; Туборг ; 503 
 5049 ; 5 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 19 ; sato ; 1020 
 5050 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 19 ; 333985 ; 115 
