 5590 ; Акция. Германия ;  ;  ;  ;  ; 14 ; triha ; 200 
 5510 ; Бона иностранная. Зимбабве ;  ;  ;  ;  ; 11 ; vlad27 ; 102 
 5511 ; Бона иностранная. Зимбабве ;  ;  ;  ;  ; 4 ; sotnik ; 79 
 5512 ; Бона иностранная. Зимбабве ;  ;  ;  ;  ; 4 ; зуммер ; 41 
 5513 ; Бона иностранная. Зимбабве ;  ;  ;  ;  ; 30 ; зуммер ; 42 
 5514 ; Бона иностранная. Зимбабве ;  ;  ;  ;  ; 3 ; 2128508 ; 77 
 5515 ; Бона иностранная Латвия ;  ;  ;  ;  ; 5 ; зуммер ; 16 
 5516 ; Бона иностранная. Латвия ;  ;  ;  ;  ; 5 ; зуммер ; 19 
 5517 ; Бона иностранная. Латвия ;  ;  ;  ;  ; 5 ; зуммер ; 29 
 5518 ; Бона иностранная. Казахстан ;  ;  ;  ;  ; 9 ; vlad27 ; 50 
 5519 ; Бона иностранная. Казахстан ;  ;  ;  ;  ; 3 ; ъхз ; 28 
 5520 ; Бона иностранная. Казахстан ;  ;  ;  ;  ; 7 ; KinS ; 30 
 5521 ; Бона иностранная. Киргизия ;  ;  ;  ;  ; 2 ; 54заза ; 3 
 5522 ; Бона иностранная. Киргизия ;  ;  ;  ;  ; 3 ; 54заза ; 4 
 5523 ; Бона иностранная. Киргизия ;  ;  ;  ;  ; 12 ; 54заза ; 22 
 5524 ; Бона иностранная. Киргизия ;  ;  ;  ;  ; 15 ; marysuper ; 30 
 5525 ; Бона иностранная. Туркменистан ;  ;  ;  ;  ; 6 ; val211 ; 35 
 5526 ; Бона иностранная. Туркменистан ;  ;  ;  ;  ; 5 ; val211 ; 41 
 5527 ; Бона иностранная. Таджикистан ;  ;  ;  ;  ; 23 ; зуммер ; 31 
 5528 ; Бона иностранная. Таджикистан ;  ;  ;  ;  ; 9 ; зуммер ; 32 
 5529 ; Бона иностранная. Таджикистан ;  ;  ;  ;  ; 17 ; flutter ; 60 
 5530 ; Бона иностранная. Таджикистан ;  ;  ;  ;  ; 21 ; flutter ; 60 
 5531 ; Бона иностранная. Таджикистан ;  ;  ;  ;  ; 39 ; flutter ; 114 
 5532 ; Бона иностранная. Беларусь ;  ;  ;  ;  ; 9 ; Lex2000 ; 30 
 5533 ; Бона иностранная. Беларусь ;  ;  ;  ;  ; 20 ; artamonov81 ; 50 
 5534 ; Бона иностранная. Беларусь ;  ;  ;  ;  ; 8 ; Lex2000 ; 30 
 5535 ; Бона иностранная. Беларусь ;  ;  ;  ;  ; 32 ; Lex2000 ; 164 
 5536 ; Бона иностранная. Беларусь ;  ;  ;  ;  ; 4 ; 54заза ; 12 
 5537 ; Бона иностранная. Беларусь ;  ;  ;  ;  ; 12 ; etwar55 ; 157 
 5538 ; Бона иностранная. Беларусь ;  ;  ;  ;  ; 4 ; 54заза ; 12 
 5539 ; Бона иностранная. Беларусь ;  ;  ;  ;  ; 6 ; artamonov81 ; 50 
 5440 ; 500 талонов Литва ; 1992 ;  ;  ; AU ; 14 ; DATR ; 77 
 5441 ; 5000 карбованцев Украина ; 1995 ;  ;  ; AU ; 16 ; Lex2000 ; 90 
 5442 ; Бона иностранная Италия ;  ;  ;  ;  ; 11 ; KinS ; 126 
 5443 ; Бона иностранная Италия ;  ;  ;  ;  ; 21 ; vlad27 ; 126 
 5444 ; Бона иностранная Италия ;  ;  ;  ;  ; 14 ; Lex2000 ; 147 
 5445 ; Бона иностранная Испания ;  ;  ;  ;  ; 20 ; митяй ; 87 
 5446 ; Бона иностранная Испания ;  ;  ;  ;  ; 19 ; KinS ; 101 
 5447 ; Бона иностранная Испания ;  ;  ;  ;  ; 32 ; vlad27 ; 219 
 5448 ; Бона иностранная Барбадос ;  ;  ;  ; AU ; 26 ; banks ; 181 
 5449 ; Бона иностранная Мексика ;  ;  ;  ; AU ; 25 ; sifirot ; 261 
 5450 ; Бона иностранная Гвинея ;  ;  ;  ; AU ; 19 ; grimbo ; 216 
 5451 ; Бона иностранная Китай ;  ;  ;  ;  ; 24 ; alesjane ; 385 
 5452 ; Лот бон иностранных 2 шт ;  ;  ;  ;  ; 14 ; митяй ; 147 
 5453 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 27 ; vlad27 ; 159 
 5454 ; 1 доллар США ; 2009 ;  ;  ; AU ; 23 ; sotnik ; 202 
 5455 ; 1 доллар США ; 2001 ;  ;  ;  ; 22 ; vasek ; 466 
 5456 ; 25 крон Чехословакия ; 1961 ;  ;  ; AU ; 28 ; ufa ; 443 
 5457 ; Бона иностранная Греция ; 1926 ;  ;  ;  ; 38 ; архыз ; 191 
 5458 ; 5000 злотых Польша ; 1982 ;  ;  ;  ; 12 ; lsamurai ; 90 
 5459 ; 1000 марок Польша ; 1919 ;  ;  ;  ; 21 ; vlad27 ; 306 
 5460 ; 10 злотых Польша ; 1994 ;  ;  ; AU ; 13 ; Lex2000 ; 275 
 5461 ; 10 крон Чехословакия ; 1986 ;  ;  ;  ; 6 ; ashep ; 30 
 5462 ; 10 лари Грузия ; 2012 ;  ;  ;  ; 9 ; bonipari ; 306 
 5463 ; 200 лек Албания ; 1994 ;  ;  ;  ; 33 ; class ; 327 
 5464 ; 50 эскудо Португалия ; 1964 ;  ;  ;  ; 17 ; KinS ; 111 
 5465 ; 1 пиастр Индокитай ;  ;  ;  ;  ; 21 ; KinS ; 250 
 5466 ; 5 динар Кувейт ;  ;  ;  ; AU ; 26 ; sifirot ; 407 
 5467 ; 10 динар Тунис ; 1994 ;  ;  ;  ; 21 ; maksbelov ; 350 
 5468 ; 50 ранд ЮАР ;  ;  ;  ; AU ; 27 ; sifirot ; 418 
 5469 ; 10 крон Венгрия ; 1920 ;  ;  ;  ; 45 ; uhfvv7 ; 216 
 5470 ; Лот бон иностранных 5 шт ;  ;  ;  ;  ; 18 ; vlad27 ; 567 
 5471 ; Лот бон иностранных 5 шт ;  ;  ;  ; AU ; 20 ; vlad27 ; 241 
 5472 ; Лот банкнот Венгрии: 4шт ;  ;  ;  ;  ; 42 ; acid7 ; 253 
 5473 ; Бона иностранная. Греция ;  ;  ;  ;  ; 17 ; Lex2000 ; 201 
 5474 ; Бона иностранная. Германия ;  ;  ;  ;  ; 15 ; Aviator4 ; 30 
 5475 ; Бона иностранная. Германия ;  ;  ;  ;  ; 40 ; marysuper ; 40 
 5476 ; Бона иностранная. Германия ;  ;  ;  ;  ; 13 ; ъхз ; 23 
 5477 ; Бона иностранная. Иран ;  ;  ;  ;  ; 15 ; artamonov81 ; 30 
 5478 ; Бона иностранная. Иран ;  ;  ;  ;  ; 3 ; 333985 ; 68 
 5479 ; Бона иностранная. Иран ;  ;  ;  ;  ; 12 ; трутень ; 101 
 5480 ; Бона иностранная. Иран ;  ;  ;  ;  ; 12 ; трутень ; 101 
 5481 ; Бона иностранная. Иран ;  ;  ;  ;  ; 12 ; vlad27 ; 114 
 5482 ; Бона иностранная. Иран ;  ;  ;  ;  ; 9 ; vlad27 ; 114 
 5483 ; Бона иностранная. Польша ;  ;  ;  ;  ; 33 ; Lex2000 ; 318 
 5484 ; Бона иностранная. Польша ;  ;  ;  ;  ; 10 ; митяй ; 61 
 5485 ; Бона иностранная. Польша ;  ;  ;  ;  ; 8 ; vlad27 ; 50 
 5486 ; Бона иностранная. Польша ;  ;  ;  ;  ; 6 ; vlad27 ; 50 
 5487 ; Бона иностранная. Польша ;  ;  ;  ;  ; 37 ; Hamlet ; 123 
 5488 ; Бона иностранная. Польша ;  ;  ;  ;  ; 28 ; KinS ; 261 
 5489 ; Бона иностранная. Польша ;  ;  ;  ;  ; 13 ; alesjane ; 153 
 5390 ; Бона иностранная. Китай ;  ;  ;  ;  ; 28 ; прохожий ; 203 
 5391 ; Бона иностранная. Китай ;  ;  ;  ;  ; 15 ; buben ; 104 
 5392 ; Бона иностранная. Китай ;  ;  ;  ;  ; 29 ; прохожий ; 333 
 5393 ; Бона иностранная. Китай ;  ;  ;  ;  ; 23 ; KinS ; 318 
 5394 ; Бона иностранная. Китай ;  ;  ;  ;  ; 11 ; buben ; 420 
 5395 ; Бона иностранная. Китай ;  ;  ;  ;  ; 5 ; 54заза ; 16 
 5396 ; Бона иностранная. Китай ;  ;  ;  ;  ; 3 ; 54заза ; 21 
 5397 ; Бона иностранная. Китай ;  ;  ;  ;  ; 17 ; alesjane ; 732 
 5398 ; Бона иностранная. Китай ;  ;  ;  ;  ; 14 ; прохожий ; 203 
 5399 ; Бона иностранная. Китай ;  ;  ;  ;  ; 7 ; Lex2000 ; 30 
 5400 ; Бона иностранная. Китай ;  ;  ;  ;  ; 20 ; Lex2000 ; 79 
 5401 ; Бона иностранная. Китай ;  ;  ;  ;  ; 15 ; Olimpia ; 340 
 5402 ; Бона иностранная. Китай ;  ;  ;  ;  ; 3 ; 54заза ; 12 
 5403 ; Бона иностранная Зимбабве ;  ;  ;  ; AU ; 47 ; alesjane ; 357 
 5404 ; Бона иностранная Зимбабве ;  ;  ;  ; AU ; 12 ; KinS ; 159 
 5405 ; Бона иностранная Зимбабве ;  ;  ;  ; AU ; 15 ; KinS ; 161 
 5406 ; Бона иностранная Зимбабве ;  ;  ;  ; AU ; 17 ; KinS ; 153 
 5407 ; Бона иностранная Зимбабве ;  ;  ;  ;  ; 28 ; KinS ; 55 
 5408 ; Бона иностранная Зимбабве ;  ;  ;  ; AU ; 14 ; vlad27 ; 55 
 5409 ; Бона иностранная Зимбабве ;  ;  ;  ; AU ; 12 ; vlad27 ; 96 
 5410 ; Бона иностранная Зимбабве ;  ;  ;  ; AU ; 16 ; chapa78 ; 55 
 5411 ; Бона иностранная Зимбабве ;  ;  ;  ; AU ; 9 ; МММ ; 32 
 5412 ; Бона иностранная Танзания ;  ;  ;  ; AU ; 36 ; chapa78 ; 296 
 5413 ; Бона иностранная Уганда ;  ;  ;  ; AU ; 7 ; Моряк-собиратель ; 147 
 5414 ; Бона иностранная Уганда ;  ;  ;  ; AU ; 21 ; karal ; 387 
 5415 ; Бона иностранная Сирия ;  ;  ;  ; AU ; 50 ; 6x6 ; 299 
 5416 ; Бона иностранная Сирия ;  ;  ;  ; AU ; 25 ; 6x6 ; 249 
 5417 ; Бона иностранная Сирия ;  ;  ;  ; AU ; 34 ; karal ; 329 
 5418 ; Бона иностранная Сирия ;  ;  ;  ; AU ; 17 ; 6x6 ; 480 
 5419 ; Бона иностранная Израиль ;  ;  ;  ; AU ; 41 ; KinS ; 216 
 5420 ; Бона иностранная Соломоновы о-ва ;  ;  ;  ; AU ; 30 ; Maxim914 ; 306 
 5421 ; Бона иностранная Венесуэла ;  ;  ;  ; AU ; 18 ; Maxim914 ; 227 
 5422 ; Бона иностранная Венесуэла ;  ;  ;  ; AU ; 14 ; vlad27 ; 163 
 5423 ; Бона иностранная Куба ;  ;  ;  ;  ; 32 ; karal ; 453 
 5424 ; Бона иностранная Куба ;  ;  ;  ; AU ; 33 ; bondars ; 142 
 5425 ; 2 ранда ЮАР ;  ;  ;  ; AU ; 23 ; Lex2000 ; 114 
 5426 ; Бона иностранная. Канада ;  ;  ;  ;  ; 10 ; Maxim914 ; 152 
 5427 ; Бона иностранная. Канада ;  ;  ;  ;  ; 26 ; зуммер ; 101 
 5428 ; Бона иностранная Китай ;  ;  ;  ;  ; 28 ; vlad27 ; 210 
 5429 ; Лот бон Беларусь 12 шт ;  ;  ;  ;  ; 30 ; acid7 ; 227 
 5430 ; Лот бон иностранных 5 шт ;  ;  ;  ; AU ; 15 ; vlad27 ; 153 
 5431 ; Лот бон иностранных 9 шт ;  ;  ;  ; AU ; 21 ; МММ ; 260 
 5432 ; Лот бон иностранных 8 шт ;  ;  ;  ; AU ; 17 ; viv007 ; 203 
 5433 ; Лот бон иностранных 5 шт ;  ;  ;  ; AU ; 13 ; vlad27 ; 164 
 5434 ; Лот бон иностранных 9 шт ;  ;  ;  ; AU ; 5 ; viv007 ; 90 
 5435 ; Лот бон иностранных 3 шт ;  ;  ;  ; AU ; 7 ; 2128508 ; 77 
 5436 ; 200 франков Франция ; 1984 ;  ;  ;  ; 20 ; Lex2000 ; 390 
 5437 ; Бона иностранная Ирак ;  ;  ;  ;  ; 32 ; vlad27 ; 72 
 5438 ; Бона иностранная Великобритания ;  ;  ;  ;  ; 42 ; Maxim914 ; 360 
 5439 ; Бона иностранная Испания ;  ;  ;  ;  ; 13 ; Lex2000 ; 255 
 5340 ; Бона иностранная Германия ; 1921 ;  ;  ;  ; 21 ; flutter ; 227 
 5341 ; Бона иностранная Германия ;  ;  ;  ;  ; 9 ; Майкл ; 153 
 5342 ; Бона иностранная Германия ; 1918 ;  ;  ;  ; 11 ; vlkorchev ; 163 
 5343 ; Бона иностранная Германия ; 1919 ;  ;  ;  ; 11 ; vladmarkin ; 153 
 5344 ; Бона иностранная Германия ; 1921 ;  ;  ;  ; 21 ; vlad27 ; 164 
 5345 ; Бона иностранная Германия ;  ;  ;  ;  ; 14 ; vlad27 ; 63 
 5346 ; Бона иностранная. Германия ;  ;  ;  ;  ; 3 ; зуммер ; 4 
 5347 ; Бона иностранная. Германия ;  ;  ;  ;  ; 14 ; vlad27 ; 104 
 5348 ; Бона иностранная. Германия ;  ;  ;  ;  ; 17 ; diskus72 ; 30 
 5349 ; Бона иностранная. Германия ;  ;  ;  ;  ; 7 ; vlad27 ; 30 
 5350 ; Бона иностранная. Германия ;  ;  ;  ;  ; 5 ; зуммер ; 19 
 5351 ; 100 марок Ковно ; 1918 ;  ;  ;  ; 37 ; alex241 ; 821 
 5352 ; 5 пунктов Литва ;  ;  ;  ;  ; 26 ; lesnik1 ; 2012 
 5353 ; 10 крон Эстония ; 1928 ;  ;  ;  ; 90 ; uhfvv7 ; 446 
 5354 ; 10 лат Латвия ; 1937 ;  ;  ;  ; 14 ; KinS ; 255 
 5355 ; 100 крон Чехословакия ; 1931 ;  ;  ;  ; 46 ; vlad27 ; 394 
 5356 ; 500 крон Словакия ; 1939 ;  ;  ;  ; 31 ; Lex2000 ; 510 
 5357 ; 1 фунт Шотландия ; 1985 ;  ;  ;  ; 35 ; KinS ; 414 
 5358 ; 1 фунт Великобритания ;  ;  ;  ;  ; 21 ; KinS ; 216 
 5359 ; 1 песета Испания ; 1953 ;  ;  ;  ; 25 ; vlad27 ; 90 
 5360 ; 1 песета Испания ; 1951 ;  ;  ;  ; 15 ; KinS ; 128 
 5361 ; 100 песет Испания ; 1928 ;  ;  ;  ; 21 ; KinS ; 204 
 5362 ; 10 франков Люксембург ;  ;  ;  ;  ; 8 ; KinS ; 238 
 5363 ; 100 франков Бельгия ; 1972 ;  ;  ;  ; 28 ; Maxim914 ; 459 
 5364 ; 20 эскудо Португалия ; 1978 ;  ;  ;  ; 14 ; KinS ; 214 
 5365 ; 50 эскудо Португалия ; 1980 ;  ;  ; AU ; 20 ; sifirot ; 418 
 5366 ; 50 эскудо Португалия ; 1964 ;  ;  ; AU ; 29 ; sifirot ; 436 
 5367 ; 5 франков Швейцария ; 1951 ;  ;  ;  ; 21 ; fillin ; 444 
 5368 ; 10 франков Швейцария ; 1968 ;  ;  ;  ; 21 ; KinS ; 227 
 5369 ; 200 крон Швеция ;  ;  ;  ; AU ; 24 ; dsp ; 1532 
 5370 ; 2,5 гульдена Нидерланды ; 1938 ;  ;  ;  ; 35 ; Maxim914 ; 227 
 5371 ; 10 гульденов Нидерланды ; 1997 ;  ;  ;  ; 57 ; Lex2000 ; 320 
 5372 ; 2 кроны Эстония ; 1992 ;  ;  ; AU ; 12 ; XF ; 31 
 5373 ; Бона иностранная Китай ;  ;  ;  ;  ; 32 ; ZIMOGOR ; 363 
 5374 ; Бона иностранная Китай ;  ;  ;  ;  ; 11 ; vlad27 ; 214 
 5375 ; Бона иностранная. Китай ;  ;  ;  ;  ; 21 ; 2128508 ; 202 
 5376 ; Бона иностранная. Китай ;  ;  ;  ;  ; 15 ; alesjane ; 340 
 5377 ; Бона иностранная. Китай ;  ;  ;  ;  ; 33 ; прохожий ; 610 
 5378 ; Бона иностранная. Китай ;  ;  ;  ;  ; 16 ; 3128508 ; 1040 
 5379 ; Бона иностранная. Китай ;  ;  ;  ;  ; 11 ; vlad27 ; 125 
 5380 ; Бона иностранная. Китай ;  ;  ;  ;  ; 5 ; lsp25 ; 101 
 5381 ; Бона иностранная. Китай ;  ;  ;  ;  ; 11 ; Olimpia ; 314 
 5382 ; Бона иностранная. Китай ;  ;  ;  ;  ; 50 ; diskus72 ; 318 
 5383 ; Бона иностранная. Китай ;  ;  ;  ;  ; 44 ; bonist-3A ; 1061 
 5384 ; Бона иностранная. Китай ;  ;  ;  ;  ; 23 ; Olimpia ; 396 
 5385 ; Бона иностранная. Китай ;  ;  ;  ;  ; 13 ; bonist-3A ; 318 
 5386 ; Бона иностранная. Китай ;  ;  ;  ;  ; 22 ; 3128508 ; 1022 
 5387 ; Бона иностранная. Китай ;  ;  ;  ;  ; 7 ; 2128508 ; 135 
 5388 ; Бона иностранная. Китай ;  ;  ;  ;  ; 11 ; smel ; 305 
 5389 ; Бона иностранная. Китай ;  ;  ;  ;  ; 6 ; anna53 ; 30 
 5290 ; Бона иностранная Германия ; 1920 ;  ;  ; AU ; 18 ; jote ; 113 
 5291 ; Бона иностранная Германия ; 1920 ;  ;  ; AU ; 21 ; jote ; 90 
 5292 ; Бона иностранная Германия ; 1914 ;  ;  ;  ; 19 ; corsar ; 227 
 5293 ; Лот бон Германия 3 шт ;  ;  ;  ;  ; 41 ; vlad27 ; 541 
 5294 ; 10 марок Германия ;  ;  ;  ;  ; 18 ; vlad27 ; 319 
 5295 ; 20 марок Германия ; 1948 ;  ;  ;  ; 61 ; vlad27 ; 236 
 5296 ; 50 марок Германия ; 1948 ;  ;  ;  ; 66 ; vlad27 ; 204 
 5297 ; 10 марок ГДР ; 1964 ;  ;  ;  ; 28 ; lesnik1 ; 255 
 5298 ; 5 марок ГДР ; 1964 ;  ;  ;  ; 53 ; lesnik1 ; 255 
 5299 ; 10 марок ГДР ; 1971 ;  ;  ; AU ; 35 ; u10257 ; 416 
 5300 ; 200 марок Германия ; 1985 ;  ;  ;  ; 45 ; uhfvv7 ; 509 
 5301 ; 500 марок Германия ; 1985 ;  ;  ; AU ; 41 ; uhfvv7 ; 818 
 5302 ; Товарный чек 1 марка ГДР ; 1979 ;  ;  ;  ; 18 ; vlkorchev ; 293 
 5303 ; Товарный чек 5 марок ГДР ; 1979 ;  ;  ;  ; 18 ; vlkorchev ; 181 
 5304 ; Нотгельд Германия. Кожа ; 1922 ;  ;  ;  ; 53 ; Ok203 ; 3712 
 5305 ; Нотгельд Германия. Ткань ; 1922 ;  ;  ;  ; 49 ; Ok203 ; 2650 
 5306 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 43 ; Lex2000 ; 375 
