 5509 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 11 ; Ok203 ; 240 
 5471 ; Бона иностранная. Индонезия ;  ;  ;  ;  ; 11 ; 312 ; 46 
 5472 ; Бона иностранная. Индонезия ;  ;  ;  ;  ; 22 ; 02111978 ; 101 
 5473 ; Бона иностранная. Индонезия ;  ;  ;  ;  ; 24 ; SS2008 ; 101 
 5474 ; Бона иностранная. Индонезия ;  ;  ;  ;  ; 15 ; магаз ; 89 
 5475 ; Бона иностранная. Индонезия ;  ;  ;  ;  ; 29 ; птичка16 ; 277 
 5476 ; Бона иностранная. Индонезия ;  ;  ;  ;  ; 25 ; 02111978 ; 144 
 5477 ; Бона иностранная. Иран ;  ;  ;  ;  ; 11 ; 🗿 ; 40 
 5478 ; Бона иностранная. Иран ;  ;  ;  ;  ; 11 ; 312 ; 46 
 5479 ; Бона иностранная. Иран ;  ;  ;  ;  ; 9 ; слива ; 30 
 5480 ; Бона иностранная. Иран ;  ;  ;  ;  ; 23 ; 312 ; 46 
 5481 ; Бона иностранная. Иран ;  ;  ;  ;  ; 5 ; велес ; 47 
 5482 ; Бона иностранная. Иран ;  ;  ;  ;  ; 9 ; yuri.gruzdev ; 101 
 5483 ; Бона иностранная. Бразилия ;  ;  ;  ;  ; 17 ; трутень ; 50 
 5484 ; Бона иностранная. Бразилия ;  ;  ;  ;  ; 14 ; магаз ; 58 
 5485 ; Бона иностранная. Бразилия ;  ;  ;  ;  ; 23 ; птичка16 ; 203 
 5486 ; Бона иностранная. Бразилия ;  ;  ;  ;  ; 17 ; птичка16 ; 50 
 5487 ; Бона иностранная. Бразилия ;  ;  ;  ;  ; 11 ; 312 ; 46 
 5488 ; Бона иностранная. Бразилия ;  ;  ;  ;  ; 13 ; 312 ; 30 
 5489 ; Бона иностранная. Бразилия ;  ;  ;  ;  ; 24 ; Зверолов ; 47 
 5490 ; Бона иностранная. Бразилия ;  ;  ;  ;  ; 12 ; STANDART ; 47 
 5491 ; Бона иностранная. Бразилия ;  ;  ;  ;  ; 22 ; ВВЛ ; 47 
 5492 ; Бона иностранная. Бразилия ;  ;  ;  ;  ; 11 ; 312 ; 30 
 5493 ; Бона иностранная. Бразилия ;  ;  ;  ;  ; 11 ; 312 ; 31 
 5494 ; Бона иностранная. Бразилия ;  ;  ;  ;  ; 13 ; 312 ; 46 
 5495 ; Бона иностранная. Бразилия ;  ;  ;  ;  ; 23 ; dds ; 87 
 5496 ; Бона иностранная. Бразилия ;  ;  ;  ;  ; 11 ; dimam_kz ; 30 
 5497 ; Бона иностранная. Венесуэла ;  ;  ;  ;  ; 12 ; 312 ; 41 
 5498 ; Бона иностранная. Венесуэла ;  ;  ;  ;  ; 12 ; 333985 ; 87 
 5499 ; Бона иностранная. Венесуэла ;  ;  ;  ;  ; 10 ; 312 ; 41 
 5500 ; Бона иностранная. Гондурас ;  ;  ;  ;  ; 10 ; 312 ; 41 
 5501 ; Бона иностранная. Гондурас ;  ;  ;  ;  ; 11 ; 312 ; 41 
 5502 ; Бона иностранная. Гайана ;  ;  ;  ;  ; 7 ; жорик ; 47 
 5503 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 14 ; smel ; 298 
 5504 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 9 ; smel ; 298 
 5505 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 24 ; if-pechat ; 203 
 5506 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 12 ; smel ; 300 
 5507 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 9 ; if-pechat ; 201 
 5508 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 12 ; Russman ; 204 
 5409 ; Бона иностранная. Чехия ;  ;  ;  ;  ; 13 ; 312 ; 45 
 5410 ; Бона иностранная. Чехия ;  ;  ;  ;  ; 23 ; 1gold ; 66 
 5411 ; Бона иностранная. Хорватия ;  ;  ;  ;  ; 22 ; ВВЛ ; 38 
 5412 ; Бона иностранная. Хорватия ;  ;  ;  ;  ; 9 ; Аврора ; 37 
 5413 ; Бона иностранная. Австрия ;  ;  ;  ;  ; 16 ; 1gold ; 88 
 5414 ; Бона иностранная. Австрия ;  ;  ;  ;  ; 11 ; 312 ; 44 
 5415 ; Бона иностранная. Австрия ;  ;  ;  ;  ; 13 ; вишня43 ; 204 
 5416 ; Бона иностранная. Германия ;  ;  ;  ;  ; 6 ; pref ; 30 
 5417 ; Бона иностранная. Германия ;  ;  ;  ;  ; 16 ; etwar55 ; 187 
 5418 ; Бона иностранная. Германия ;  ;  ;  ;  ; 29 ; alex09-63 ; 57 
 5419 ; Бона иностранная. Германия ;  ;  ;  ;  ; 24 ; Вадим Скифский ; 125 
 5420 ; Бона иностранная. Германия ;  ;  ;  ;  ; 21 ; Вадим Скифский ; 149 
 5421 ; Бона иностранная. Германия ;  ;  ;  ;  ; 16 ; 312 ; 44 
 5422 ; Бона иностранная. Германия ;  ;  ;  ;  ; 11 ; ВЯЗЪ ; 55 
 5423 ; Бона иностранная. Германия ;  ;  ;  ;  ; 13 ; 312 ; 44 
 5424 ; Бона иностранная. Германия ;  ;  ;  ;  ; 10 ; наташа2712 ; 79 
 5425 ; Бона иностранная. Германия ;  ;  ;  ;  ; 10 ; наташа2712 ; 79 
 5426 ; Бона иностранная. Германия ;  ;  ;  ;  ; 10 ; наташа2712 ; 79 
 5427 ; Бона иностранная. Германия ;  ;  ;  ;  ; 13 ; 312 ; 41 
 5428 ; Бона иностранная. Германия ;  ;  ;  ;  ; 30 ; наташа2712 ; 161 
 5429 ; Бона иностранная. Германия ;  ;  ;  ;  ; 5 ; магаз ; 21 
 5430 ; Бона иностранная. Германия ;  ;  ;  ;  ; 14 ; uhfvv7 ; 70 
 5431 ; Бона иностранная. Германия ;  ;  ;  ;  ; 11 ; Jon Snow ; 82 
 5432 ; Бона иностранная. Германия ;  ;  ;  ;  ; 11 ; наташа2712 ; 101 
 5433 ; Бона иностранная. Германия ;  ;  ;  ;  ; 27 ; вишня43 ; 211 
 5434 ; Бона иностранная. Германия ;  ;  ;  ;  ; 13 ; 312 ; 41 
 5435 ; Бона иностранная. Германия ;  ;  ;  ;  ; 13 ; вишня43 ; 203 
 5436 ; Бона иностранная. Германия ;  ;  ;  ;  ; 6 ; магаз ; 34 
 5437 ; Бона иностранная. Германия ;  ;  ;  ;  ; 39 ; вишня43 ; 223 
 5438 ; Бона иностранная. Германия ;  ;  ;  ;  ; 29 ; наташа2712 ; 128 
 5439 ; Бона иностранная. Германия ;  ;  ;  ;  ; 22 ; наташа2712 ; 101 
 5440 ; Бона иностранная. Германия ;  ;  ;  ;  ; 15 ; 1gold ; 101 
 5441 ; Бона иностранная. Венгрия ;  ;  ;  ;  ; 11 ; Yuraha76 ; 204 
 5442 ; Бона иностранная. Венгрия ;  ;  ;  ;  ; 9 ; Yuraha76 ; 214 
 5443 ; Бона иностранная. Венгрия ;  ;  ;  ;  ; 27 ; Yuraha76 ; 208 
 5444 ; Бона иностранная. Венгрия ;  ;  ;  ;  ; 16 ; Вадим Скифский ; 50 
 5445 ; Бона иностранная. Венгрия ;  ;  ;  ;  ; 34 ; uhfvv7 ; 149 
 5446 ; Бона иностранная. Венгрия ;  ;  ;  ;  ; 12 ; магаз ; 47 
 5447 ; Бона иностранная. Венгрия ;  ;  ;  ;  ; 57 ; птичка16 ; 740 
 5448 ; Бона иностранная. Венгрия ;  ;  ;  ;  ; 15 ; 1gold ; 70 
 5449 ; Бона иностранная. Бруней ;  ;  ;  ;  ; 13 ; archy ; 90 
 5450 ; Бона иностранная. Катар ;  ;  ;  ;  ; 14 ; 312 ; 47 
 5451 ; Бона иностранная. Марокко ;  ;  ;  ;  ; 9 ; 333985 ; 48 
 5452 ; Бона иностранная. Нигерия ;  ;  ;  ;  ; 11 ; 312 ; 46 
 5453 ; Бона иностранная. Нигерия ;  ;  ;  ;  ; 11 ; Моряк-собиратель ; 220 
 5454 ; Бона иностранная. Нигерия ;  ;  ;  ;  ; 7 ; 312 ; 41 
 5455 ; Бона иностранная. Тунис ;  ;  ;  ;  ; 18 ; птичка16 ; 359 
 5456 ; Бона иностранная. Тунис ;  ;  ;  ;  ; 30 ; air ; 149 
 5457 ; Бона иностранная. Гвинея ;  ;  ;  ;  ; 3 ; птичка16 ; 50 
 5458 ; Бона иностранная. Шри - Ланка ;  ;  ;  ;  ; 19 ; dimon-2007 ; 47 
 5359 ; Бона иностранная Зимбабве ;  ;  ;  ; AU ; 23 ; scaniawolf ; 155 
 5360 ; Бона иностранная Судан ;  ;  ;  ; AU ; 15 ; AndreY$pb ; 121 
 5361 ; Бона иностранная Судан ;  ;  ;  ; AU ; 10 ; 🗿 ; 63 
 5362 ; Бона иностранная Судан ;  ;  ;  ; AU ; 17 ; 🗿 ; 77 
 5363 ; Бона иностранная Судан ;  ;  ;  ; AU ; 17 ; 🗿 ; 71 
 5364 ; Бона иностранная Судан ;  ;  ;  ; AU ; 11 ; МММ ; 56 
 5365 ; Бона иностранная Япония ;  ;  ;  ;  ; 24 ; ialaiola ; 171 
 5366 ; Бона иностранная Япония ;  ;  ;  ;  ; 21 ; Georgg1 ; 143 
 5367 ; Бона иностранная Япония ;  ;  ;  ;  ; 27 ; Вадим Скифский ; 147 
 5368 ; Бона иностранная Япония ;  ;  ;  ;  ; 28 ; krass ; 134 
 5369 ; Бона иностранная Япония ;  ;  ;  ; XF ; 19 ; stabah ; 623 
 5370 ; Бона иностранная Япония ;  ;  ;  ; XF ; 57 ; кве ; 1269 
 5371 ; Чек Китай ;  ;  ;  ;  ; 13 ; donbass ; 258 
 5372 ; Бона иностранная Беларусь ; 1998 ;  ;  ;  ; 24 ; Holder31 ; 906 
 5373 ; Бона иностранная Беларусь ; 1994 ;  ;  ;  ; 15 ; heavy_fly ; 100 
 5374 ; Бона иностранная Азербайджан ;  ;  ;  ; AU ; 20 ; NUMIZMAT 777 ; 203 
 5375 ; Бона иностранная Венгрия ;  ;  ;  ;  ; 25 ; 1gold ; 186 
 5376 ; Бона иностранная Болгария ; 1962 ;  ;  ; AU ; 20 ; 1879 ; 204 
 5377 ; Бона иностранная Малайзия ;  ;  ;  ;  ; 11 ; 312 ; 34 
 5378 ; Бона иностранная Бразилия ;  ;  ;  ;  ; 25 ; Yuraha76 ; 100 
 5379 ; Лот бон иностранных 7 шт ;  ;  ;  ;  ; 17 ; STANDART ; 238 
 5380 ; Бона иностранная Китай ;  ;  ;  ;  ; 28 ; krass ; 93 
 5381 ; Бона иностранная Эфиопия ;  ;  ;  ;  ; 11 ; 🗿 ; 133 
 5382 ; Бона иностранная Египет ;  ;  ;  ;  ; 31 ; Хромосян ; 300 
 5383 ; Бона иностранная Малайзия ;  ;  ;  ;  ; 17 ; 312 ; 29 
 5384 ; Бона иностранная Сингапур ;  ;  ;  ;  ; 11 ; 🗿 ; 70 
 5385 ; Бона иностранная Ирак ;  ;  ;  ;  ; 25 ; 🗿 ; 102 
 5386 ; Бона иностранная Йемен ;  ;  ;  ; AU ; 9 ; 2128508 ; 90 
 5387 ; Бона иностранная Индия ;  ;  ;  ;  ; 15 ; Serg1956 ; 340 
 5388 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 25 ; krass ; 233 
 5389 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 21 ; pref ; 215 
 5390 ; 1 доллар Тринидад и Тобаго ; 2006 ;  ;  ;  ; 31 ; 312 ; 41 
 5391 ; 5 долларов Тринидад и Тобаго ; 2002 ;  ;  ;  ; 15 ; 🗿 ; 138 
 5392 ; Бона иностранная Индия ;  ;  ;  ;  ; 13 ; 2128508 ; 92 
 5393 ; Бона иностранная Оман ;  ;  ;  ;  ; 9 ; 2128508 ; 47 
 5394 ; Бона иностранная ;  ;  ;  ; AU ; 41 ; pelmen761 ; 228 
 5395 ; 10 долларов Канада ;  ;  ;  ; AU ; 48 ; кве ; 918 
 5396 ; Лот бон иностранных 3 шт ;  ;  ;  ; AU ; 18 ; Хромосян ; 179 
 5397 ; Лот бон иностранных 5 шт ;  ;  ;  ;  ; 33 ; gremlyn ; 160 
 5398 ; Лот бон иностранных 2 шт ;  ;  ;  ;  ; 19 ; dmitriix ; 38 
 5399 ; Бона иностранная. Болгария ;  ;  ;  ;  ; 13 ; Хромосян ; 145 
 5400 ; Бона иностранная. Греция ;  ;  ;  ;  ; 12 ; air ; 101 
 5401 ; Бона иностранная. Италия ;  ;  ;  ;  ; 5 ; 2128508 ; 70 
 5402 ; Бона иностранная. Италия ;  ;  ;  ;  ; 17 ; Georgg1 ; 104 
 5403 ; Бона иностранная. Италия ;  ;  ;  ;  ; 18 ; 312 ; 45 
 5404 ; Бона иностранная. Италия ;  ;  ;  ;  ; 15 ; 312 ; 45 
 5405 ; Бона иностранная. Италия ;  ;  ;  ;  ; 3 ; 2128508 ; 54 
 5406 ; Бона иностранная. Италия ;  ;  ;  ;  ; 14 ; 🗿 ; 97 
 5407 ; Бона иностранная. Бельгия ;  ;  ;  ;  ; 11 ; 🗿 ; 69 
 5408 ; Бона иностранная. Бельгия ;  ;  ;  ;  ; 12 ; 312 ; 45 
 5309 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 6 ; ВЯЗЪ ; 102 
 5310 ; Лот нотгельдов Германия 3 шт ; 1921 ;  ;  ;  ; 25 ; D-503 ; 352 
 5311 ; Лот нотгельдов Германия 3 шт ; 1920 ;  ;  ;  ; 7 ; Ok203 ; 136 
 5312 ; Нотгельд Германия ; 1921 ;  ;  ;  ; 9 ; папашаГарпагон ; 123 
 5313 ; Нотгельд Германия ; 1921 ;  ;  ;  ; 9 ; SUPEC ; 120 
 5314 ; Нотгельд Германия ; 1920 ;  ;  ;  ; 11 ; sos1 ; 114 
 5315 ; Нотгельд Германия ; 1921 ;  ;  ;  ; 5 ; ВЯЗЪ ; 61 
 5316 ; Нотгельд Германия ; 1921 ;  ;  ;  ; 9 ; Майкл ; 174 
 5317 ; Бона иностранная ; 1923 ;  ;  ;  ; 11 ; Mike! ; 104 
 5318 ; Нотгельд Германия ; 1920 ;  ;  ;  ; 6 ; ВЯЗЪ ; 45 
 5319 ; Нотгельд Германия ; 1918 ;  ;  ;  ; 10 ; flutter ; 62 
 5320 ; Нотгельд Германия ; 1918 ;  ;  ;  ; 15 ; etwar55 ; 101 
 5321 ; Лот нотгельдов Германия 3 шт ; 1921 ;  ;  ;  ; 11 ; Ok203 ; 132 
 5322 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 6 ; uhfvv7 ; 57 
 5323 ; 1 марка Германия ; 1937 ;  ;  ;  ; 13 ; вишня43 ; 81 
 5324 ; Нотгельд Германия ; 1918 ;  ;  ;  ; 42 ; Ok203 ; 261 
 5325 ; Нотгельд Германия ; 1918 ;  ;  ;  ; 40 ; Ok203 ; 261 
 5326 ; Нотгельд Германия ; 1921 ;  ;  ;  ; 17 ; Майкл ; 328 
 5327 ; Нотгельд Германия ; 1921 ;  ;  ;  ; 13 ; SUPEC ; 218 
 5328 ; Лот нотгельдов Германия 3 шт ;  ;  ;  ;  ; 31 ; наташа2712 ; 423 
 5329 ; Лот нотгельдов Германия 3 шт ; 1921 ;  ;  ;  ; 11 ; Майкл ; 250 
 5330 ; Лот нотгельдов Германия 3 шт ; 1921 ;  ;  ;  ; 7 ; Ok203 ; 125 
 5331 ; 100 юаней Китай ; 1936 ;  ;  ;  ; 45 ; dizdigator ; 386 
 5332 ; 5 юаней Китай ; 1914 ;  ;  ;  ; 60 ; Maxim914 ; 918 
 5333 ; 10 долларов Китай ; 1918 ;  ;  ;  ; 83 ; к216 ; 602 
 5334 ; 10 юаней Китай ; 1914 ;  ;  ;  ; 32 ; никсер ; 552 
 5335 ; 1 юань Китай ; 1934 ;  ;  ;  ; 23 ; lesnik1 ; 570 
 5336 ; Бона иностранная Мексика ; 1915 ;  ;  ;  ; 19 ; heavy_fly ; 363 
 5337 ; Бона иностранная Мексика ; 1914 ;  ;  ;  ; 7 ; ЛСВ ; 114 
 5338 ; Бона иностранная Мексика ; 1914 ;  ;  ;  ; 9 ; ЛСВ ; 227 
 5339 ; Бона иностранная Мексика ; 1915 ;  ;  ;  ; 11 ; Maxim914 ; 225 
 5340 ; Бона иностранная Мексика ; 1914 ;  ;  ;  ; 37 ; heavy_fly ; 261 
 5341 ; Бона иностранная Мексика ; 1914 ;  ;  ;  ; 36 ; heavy_fly ; 192 
 5342 ; Бона иностранная Мексика ; 1915 ;  ;  ;  ; 45 ; Maxim914 ; 681 
 5343 ; 2 доллара Белиз ; 2003 ;  ;  ;  ; 10 ; ilmar ; 116 
 5344 ; Бона иностранная Югославия ; 1955 ;  ;  ;  ; 22 ; dmitriix ; 47 
 5345 ; Бона иностранная Болгария ; 1951 ;  ;  ;  ; 18 ; alesjane ; 124 
 5346 ; 5 франков Франция ; 1943 ;  ;  ;  ; 9 ; viv007 ; 83 
 5347 ; 10 крон Швеция ; 1954 ;  ;  ;  ; 8 ; tss ; 120 
 5348 ; Лот бон иностранных 5 шт ;  ;  ;  ;  ; 23 ; pref ; 133 
 5349 ; Лот бон иностранных 5 шт ;  ;  ;  ;  ; 26 ; Вадим Скифский ; 164 
 5350 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 29 ; krass ; 140 
 5351 ; 50 рандов ЮАР ;  ;  ;  ; AU ; 34 ; кве ; 816 
 5352 ; Бона иностранная Мадагаскар ;  ;  ;  ; AU ; 15 ; Моряк-собиратель ; 232 
 5353 ; 5000 франков КФА/Габон ;  ;  ;  ;  ; 27 ; dds ; 3334 
 5354 ; Бона иностранная Судан ;  ;  ;  ; AU ; 34 ; 🗿 ; 128 
 5355 ; Бона иностранная Зимбабве ;  ;  ;  ; AU ; 15 ; dimon-2007 ; 101 
 5356 ; Бона иностранная Зимбабве ;  ;  ;  ; AU ; 23 ; СТРЕКОЗА ; 208 
 5357 ; Бона иностранная Зимбабве ;  ;  ;  ; AU ; 11 ; Zic77 ; 59 
 5358 ; Бона иностранная Зимбабве ;  ;  ;  ; AU ; 24 ; AndreY$pb ; 134 
 5259 ; Лот нотгельдов Германия 5 шт ; 1922 ;  ;  ;  ; 28 ; FonPaul ; 357 
 5260 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 17 ; Зверолов ; 153 
 5261 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 7 ; flutter ; 105 
 5262 ; Лот нотгельдов Германия 3 шт ; 1921 ;  ;  ;  ; 11 ; ВЯЗЪ ; 102 
 5263 ; Лот нотгельдов Германия 3 шт ; 1921 ;  ;  ;  ; 7 ; ВЯЗЪ ; 102 
 5264 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 8 ; ВЯЗЪ ; 102 
 5265 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 8 ; ВЯЗЪ ; 102 
 5266 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 10 ; ВЯЗЪ ; 102 
 5267 ; Лот нотгельдов Германия 7 шт ; 1921 ;  ;  ;  ; 13 ; ВЯЗЪ ; 260 
 5268 ; Лот нотгельдов Германия 5 шт ; 1921 ;  ;  ;  ; 17 ; Ok203 ; 256 
 5269 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 8 ; ВЯЗЪ ; 102 
 5270 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 7 ; ВЯЗЪ ; 102 
 5271 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 7 ; ВЯЗЪ ; 102 
 5272 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 7 ; ВЯЗЪ ; 102 
 5273 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 8 ; flutter ; 115 
 5274 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 7 ; ВЯЗЪ ; 101 
 5275 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 8 ; smel ; 148 
 5276 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 5 ; ВЯЗЪ ; 102 
 5277 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 8 ; smel ; 148 
 5278 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 6 ; ВЯЗЪ ; 102 
 5279 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 10 ; flutter ; 153 
 5280 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 12 ; smel ; 150 
 5281 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 6 ; ВЯЗЪ ; 104 
 5282 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 9 ; smel ; 148 
 5283 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 9 ; smel ; 148 
 5284 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 6 ; ВЯЗЪ ; 102 
 5285 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 5 ; ВЯЗЪ ; 102 
 5286 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 9 ; smel ; 148 
 5287 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 9 ; smel ; 148 
 5288 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 10 ; smel ; 148 
 5289 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 8 ; smel ; 148 
 5290 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 6 ; ВЯЗЪ ; 102 
 5291 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 11 ; smel ; 148 
 5292 ; Лот нотгельдов Германия 3 шт ; 1922 ;  ;  ;  ; 11 ; smel ; 148 
