 4861 ; Бона иностранная. Германия. 100 марок ; 1922 ;  ;  ;  ; 25 ; Northman ; 419 
 4148 ; 500 рублей. Благовещенск ; 1920 ;  ;  ;  ; 69 ; sdfg ; 2754 
 4149 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 53 ; xladon ; 1457 
 4150 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 64 ; ЛАВ-13 ; 937 
 4151 ; Закладной лист ; 1913 ;  ;  ;  ; 33 ; 542 ; 612 
 4152 ; Закладной лист ; 1898 ;  ;  ;  ; 16 ; scaevola ; 624 
 4153 ; Облигация ; 1908 ;  ;  ;  ; 76 ; LordBalala ; 663 
 4154 ; 3 рубля. Коншин, Шипов ; 1905 ;  ;  ;  ; 15 ; гугл= ; 83 
 4155 ; 3 рубля. Коншин, Шипов ; 1905 ;  ;  ;  ; 10 ; fordvr ; 101 
 4156 ; 5, 10 рублей ; 1909 ;  ;  ;  ; 40 ; oligarh ; 81 
 4157 ; 5, 10 рублей ; 1909 ;  ;  ;  ; 16 ; fordvr ; 102 
 4158 ; 1,3,5,10 рублей (15 шт) ; 1961, 91 ;  ;  ;  ; 12 ; .gk ; 114 
 4301 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 23 ; donsergio ; 340 
 4302 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 32 ; шмель ; 347 
 4303 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 39 ; Gera_K ; 408 
 4304 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 29 ; popoff1965 ; 551 
 4305 ; 5 рублей ; 1898 ; Тимашев 1903. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 75 ; А_еЧъ ; 7026 
 4306 ; Лот 2 шт. 5 и 25 рублей ; 1909 ;  ;  ;  ; 19 ; sax ; 567 
 4307 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ; XF+ ; 34 ; sax ; 357 
 4308 ; 3 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 27 ; sax ; 313 
 4309 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ; XF+ ; 35 ; Tral ; 156 
 4310 ; 3 рубля ; 1918 ;  ;  ;  ; 42 ; sax ; 423 
 4311 ; 5 рублей ; 1918 ;  ;  ; XF+ ; 37 ; sax ; 975 
 4312 ; 25 рублей ; 1918 ;  ;  ; XF+ ; 30 ; bon15041980 ; 1071 
 4313 ; 1000 рублей ; 1919 ;  ;  ;  ; 36 ; ЛАВ-13 ; 368 
 4314 ; 500 рублей ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 44 ; Wasabi ; 1428 
 4315 ; 1000 рублей ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 52 ; _1111_ ; 1019 
 4316 ; 50 копеек ; 1919 ;  ;  ;  ; 20 ; Serg51 ; 465 
 4317 ; 100 рублей ; 1918 ; Гос.кредитный билет Прибайкальской временной земской власти ;  ;  ; 43 ; sax ; 1275 
 4318 ; Бона 10 рублей ; 1920 ;  ;  ;  ; 22 ; Mike! ; 1224 
 4319 ; 5 рублей ; 1918 ; Чек (без штампов регистрации) ;  ;  ; 36 ; sax ; 2499 
 4320 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 39 ; sax ; 159 
 4321 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 48 ; sax ; 114 
 4080 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; я8844 ; 72 
 4081 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 22 ; я8844 ; 47 
 4082 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 10 ; я8844 ; 57 
 4083 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 24 ; медалькин ; 63 
 4084 ; 100 рублей. Ставрополь ; 1918 ;  ;  ;  ; 20 ; von_Schwarz ; 763 
 4085 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; popoff1965 ; 153 
 4086 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 40 ; oligarh ; 99 
 4087 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 10 ; AndrCh58 ; 153 
 4088 ; 500 рублей. Сцепка 2 шт. ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 56 ; benc ; 3060 
 4089 ; 1000 рублей. Юденич ; 1919 ;  ;  ;  ; 37 ; ЛАВ-13 ; 2550 
 4090 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 16 ; fordvr ; 305 
 4091 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; fordvr ; 215 
 4092 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; Nik74 ; 305 
 4093 ; 1 рубль. Урал ; 1918 ; Областной кредитный билет Урала. ;  ;  ; 20 ; SEVEN ; 901 
 4094 ; 1 рубль. Урал ; 1918 ; Областной кредитный билет Урала. ;  ;  ; 15 ; zolo708 ; 687 
 4095 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 22 ; леший 88 ; 72 
 4096 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 23 ; аймир ; 83 
 4097 ; 5000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 10 ; bva150979 ; 102 
 4098 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 10 ; П.А.Н. ; 94 
 4099 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 34 ; sax ; 153 
 4100 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ;  ; 24 ; poushkine ; 459 
