 5850 ; Бона иностранная. Швеция ; 1990 ;  ;  ;  ; 57 ; я8844 ; 297 
 5822 ; Лот  бон иностранных 9 шт ;  ;  ;  ;  ; 30 ; cash ; 680 
 5823 ; Лот бон иностранных 6 шт ;  ;  ;  ;  ; 11 ; ъхз ; 201 
 5824 ; Лот бон иностранных 20 шт ;  ;  ;  ;  ; 49 ; ъхз ; 428 
 5825 ; Лот бон иностранных 17 шт ;  ;  ;  ;  ; 9 ; ъхз ; 272 
 5826 ; Лот бон иностранных 8 шт ;  ;  ;  ;  ; 37 ; ъхз ; 128 
 5827 ; Лот бон иностранных 7 шт ;  ;  ;  ;  ; 40 ; ъхз ; 516 
 5828 ; Лот бон иностранных  2 шт ;  ;  ;  ;  ; 52 ; Logistik ; 1326 
 5829 ; Бона иностранная. Венгрия ; 1944 ;  ;  ;  ; 44 ; станислав-август ; 212 
 5830 ; Бона иностранная. Финляндия ; 1909 ;  ;  ;  ; 35 ; dsp ; 903 
 5831 ; Бона иностранная. Финляндия ; 1909 ;  ;  ;  ; 53 ; dog009 ; 2564 
 5832 ; Бона иностранная. Финляндия 2 шт ; 1939,1945 ;  ;  ;  ; 32 ; igaist ; 344 
 5833 ; Бона иностранная. Финляндия 2 шт ; 1922,1945 ;  ;  ;  ; 78 ; vasek ; 1530 
 5834 ; Бона иностранная. Польша ; 1936 ;  ;  ;  ; 33 ; станислав-август ; 170 
 5835 ; Бона иностранная 3 шт ;  ;  ;  ;  ; 84 ; smel ; 207 
 5836 ; Бона иностранная 3 шт ;  ;  ;  ;  ; 75 ; ъхз ; 293 
 5837 ; Бона иностранная 2 шт ;  ;  ;  ;  ; 5 ; 4758 ; 466 
 5838 ; Лот бон иностранных 5 шт ;  ;  ;  ;  ; 15 ; ъхз ; 407 
 5839 ; Лот бон иностранных 12 шт ;  ;  ;  ;  ; 19 ; спарта ; 408 
 5840 ; Лот бон иностранных 20 шт ;  ;  ;  ;  ; 9 ; VOLKODAVS5 ; 322 
 5841 ; Лот бон иностранных  20 шт ;  ;  ;  ;  ; 81 ; спарта ; 695 
 5842 ; Лот бон иностранных  20 шт ;  ;  ;  ;  ; 40 ; VOLKODAVS5 ; 558 
 5843 ; Лот бон иностранных  20 шт ;  ;  ;  ;  ; 35 ; torbey ; 510 
 5844 ; Бона иностранная. Хорватия ; 1941 ;  ;  ;  ; 53 ; torbey ; 420 
 5845 ; Бона иностранная. Югославия ; 1931 ;  ;  ;  ; 41 ; я8844 ; 246 
 5846 ; Бона иностранная. Югославия ; 1939 ;  ;  ;  ; 41 ; cash ; 433 
 5847 ; Бона иностранная 10 шт ;  ;  ;  ;  ; 40 ; grond ; 665 
 5848 ; Бона иностранная 9 шт ;  ;  ;  ;  ; 25 ; 4758 ; 468 
 5849 ; Бона иностранная 5 шт ;  ;  ;  ;  ; 7 ; VOLKODAVS5 ; 206 
 5556 ; Бона иностранная ;  ;  ;  ;  ; 12 ; середа ; 30 
 5557 ; Бона иностранная ;  ;  ;  ;  ; 13 ; станислав-август ; 133 
 5558 ; Бона иностранная ;  ;  ;  ;  ; 14 ; ZIMOGOR ; 60 
 5559 ; Бона иностранная ;  ;  ;  ;  ; 7 ; синий ; 60 
 5560 ; Бона иностранная ;  ;  ;  ;  ; 40 ; кузяка ; 101 
 5561 ; Бона иностранная ;  ;  ;  ;  ; 21 ; синий ; 157 
 5562 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Sky2 ; 261 
 5563 ; Бона иностранная ;  ;  ;  ;  ; 97 ; Sky2 ; 351 
 5564 ; Бона иностранная ;  ;  ;  ;  ; 24 ; OVT ; 101 
 5565 ; Бона иностранная ;  ;  ;  ;  ; 26 ; середа ; 30 
 5566 ; Бона иностранная ;  ;  ;  ;  ; 15 ; kozerog ; 40 
 5567 ; Бона иностранная ;  ;  ;  ;  ; 28 ; kozerog ; 43 
 5568 ; Бона иностранная ;  ;  ;  ;  ; 40 ; nikfed ; 150 
 5569 ; Бона иностранная ;  ;  ;  ;  ; 27 ; nikfed ; 150 
 5570 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Monata ; 101 
 5571 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Stanislavskiy-89 ; 101 
 5572 ; Бона иностранная ;  ;  ;  ;  ; 28 ; Logistik ; 305 
 5573 ; Бона иностранная ;  ;  ;  ;  ; 14 ; chex88 ; 174 
 5574 ; Бона иностранная ;  ;  ;  ;  ; 15 ; chex88 ; 170 
 5575 ; Бона иностранная ;  ;  ;  ;  ; 9 ; kozerog ; 40 
 5576 ; Бона иностранная ;  ;  ;  ;  ; 11 ; ъхз ; 32 
 5577 ; Бона иностранная ;  ;  ;  ;  ; 6 ; я8844 ; 24 
 5578 ; Бона иностранная ;  ;  ;  ;  ; 5 ; ъхз ; 31 
 5579 ; Бона иностранная ;  ;  ;  ;  ; 11 ; OVT ; 116 
 5580 ; Бона иностранная ;  ;  ;  ;  ; 13 ; ZIMOGOR ; 70 
 5581 ; Бона иностранная ;  ;  ;  ;  ; 12 ; igaist ; 153 
 5582 ; Бона иностранная ;  ;  ;  ;  ; 11 ; ъхз ; 64 
 5583 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Опятор ; 50 
 5584 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Опятор ; 50 
 5585 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Опятор ; 50 
 5586 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Опятор ; 50 
 5587 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Опятор ; 50 
 5588 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Опятор ; 50 
 5589 ; Бона иностранная ;  ;  ;  ;  ; 5 ; 4758 ; 49 
 5590 ; Бона иностранная ;  ;  ;  ;  ; 15 ; OVT ; 108 
 5591 ; Бона иностранная ;  ;  ;  ;  ; 29 ; mart_si ; 50 
 5592 ; Бона иностранная ;  ;  ;  ;  ; 5 ; синий ; 51 
 5593 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Monata ; 101 
 5594 ; Бона иностранная ;  ;  ;  ;  ; 22 ; igaist ; 255 
 5595 ; Бона иностранная ;  ;  ;  ;  ; 3 ; ъхз ; 31 
 5596 ; Бона иностранная ;  ;  ;  ;  ; 36 ; Logistik ; 1259 
 5597 ; Бона иностранная ;  ;  ;  ;  ; 6 ; синий ; 78 
 5598 ; Бона иностранная ;  ;  ;  ;  ; 26 ; kozerog ; 40 
 5599 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Опятор ; 253 
 5600 ; Бона иностранная ;  ;  ;  ;  ; 45 ; Опятор ; 254 
 5601 ; Бона иностранная ;  ;  ;  ;  ; 3 ; ъхз ; 26 
 5602 ; Бона иностранная ;  ;  ;  ;  ; 7 ; igaist ; 50 
 5603 ; Бона иностранная ;  ;  ;  ;  ; 13 ; сс400 ; 32 
 5604 ; Бона иностранная ;  ;  ;  ;  ; 25 ; кузяка ; 100 
 5605 ; Бона иностранная ;  ;  ;  ;  ; 17 ; трутень ; 40 
 5506 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Опятор ; 50 
 5507 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Опятор ; 50 
 5508 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Опятор ; 50 
 5509 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Опятор ; 50 
 5510 ; Бона иностранная ;  ;  ;  ;  ; 8 ; 4758 ; 46 
 5511 ; Бона иностранная ;  ;  ;  ;  ; 8 ; 4758 ; 48 
 5512 ; Бона иностранная ;  ;  ;  ;  ; 8 ; 4758 ; 35 
 5513 ; Бона иностранная ;  ;  ;  ;  ; 8 ; 4758 ; 35 
 5514 ; Бона иностранная ;  ;  ;  ;  ; 5 ; я8844 ; 24 
 5515 ; Бона иностранная ;  ;  ;  ;  ; 2 ; я8844 ; 3 
 5516 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Опятор ; 50 
 5517 ; Бона иностранная ;  ;  ;  ;  ; 14 ; ZIMOGOR ; 60 
 5518 ; Бона иностранная ;  ;  ;  ;  ; 12 ; середа ; 26 
 5519 ; Бона иностранная ;  ;  ;  ;  ; 15 ; igaist ; 53 
 5520 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Dino Zavr ; 450 
 5521 ; Бона иностранная ;  ;  ;  ;  ; 3 ; сс400 ; 24 
 5522 ; Бона иностранная ;  ;  ;  ;  ; 9 ; сс400 ; 93 
 5523 ; Бона иностранная ;  ;  ;  ;  ; 2 ; я8844 ; 3 
 5524 ; Бона иностранная ;  ;  ;  ;  ; 21 ; трутень ; 67 
 5525 ; Бона иностранная ;  ;  ;  ;  ; 14 ; ZIMOGOR ; 68 
 5526 ; Бона иностранная ;  ;  ;  ;  ; 26 ; ZIMOGOR ; 79 
 5527 ; Бона иностранная ;  ;  ;  ;  ; 15 ; ZIMOGOR ; 60 
 5528 ; Бона иностранная ;  ;  ;  ;  ; 14 ; aleks51 ; 30 
 5529 ; Бона иностранная ;  ;  ;  ;  ; 11 ; АКМ ; 30 
 5530 ; Бона иностранная ;  ;  ;  ;  ; 21 ; кузяка ; 146 
 5531 ; Бона иностранная ;  ;  ;  ;  ; 54 ; OVT ; 60 
 5532 ; Бона иностранная ;  ;  ;  ;  ; 31 ; nikfed ; 211 
 5533 ; Бона иностранная ;  ;  ;  ;  ; 11 ; igaist ; 50 
 5534 ; Бона иностранная ;  ;  ;  ;  ; 17 ; aleks51 ; 31 
 5535 ; Бона иностранная ;  ;  ;  ;  ; 2 ; я8844 ; 3 
 5536 ; Бона иностранная ;  ;  ;  ;  ; 18 ; aleks51 ; 36 
 5537 ; Бона иностранная ;  ;  ;  ;  ; 17 ; KAradraSS ; 30 
 5538 ; Бона иностранная ;  ;  ;  ;  ; 8 ; ъхз ; 46 
 5539 ; Бона иностранная ;  ;  ;  ;  ; 14 ; kozerog ; 31 
 5540 ; Бона иностранная ;  ;  ;  ;  ; 10 ; середа ; 30 
 5541 ; Бона иностранная ;  ;  ;  ;  ; 13 ; ZIMOGOR ; 60 
 5542 ; Бона иностранная ;  ;  ;  ;  ; 11 ; igaist ; 101 
 5543 ; Бона иностранная ;  ;  ;  ;  ; 33 ; OVT ; 107 
 5544 ; Бона иностранная ;  ;  ;  ;  ; 14 ; ZIMOGOR ; 60 
 5545 ; Бона иностранная ;  ;  ;  ;  ; 14 ; середа ; 30 
 5546 ; Бона иностранная ;  ;  ;  ;  ; 10 ; aleks51 ; 31 
 5547 ; Бона иностранная ;  ;  ;  ;  ; 12 ; синий ; 64 
 5548 ; Бона иностранная ;  ;  ;  ;  ; 13 ; aleks51 ; 27 
 5549 ; Бона иностранная ;  ;  ;  ;  ; 37 ; 4758 ; 50 
 5550 ; Бона иностранная ;  ;  ;  ;  ; 12 ; aleks51 ; 41 
 5551 ; Бона иностранная ;  ;  ;  ;  ; 13 ; ZIMOGOR ; 71 
 5552 ; Бона иностранная ;  ;  ;  ;  ; 3 ; синий ; 41 
 5553 ; Бона иностранная ;  ;  ;  ;  ; 12 ; середа ; 30 
 5554 ; Бона иностранная ;  ;  ;  ;  ; 8 ; igaist ; 101 
 5555 ; Бона иностранная ;  ;  ;  ;  ; 8 ; KAradraSS ; 20 
 5340 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 92 ; GERo ; 867 
 5341 ; 3 рубля ; 1919 ; Латвия. Разменный знак ;  ;  ; 22 ; я8844 ; 77 
 5342 ; Бона 5 рублей. Либавское городское самоуправление ; 1915 ;  ;  ;  ; 10 ; vad4251 ; 453 
 5343 ; Бона 5 копеек. Елгава ; 1915 ;  ;  ;  ; 12 ; benc ; 793 
 5344 ; Бона 5 пфеннигов. Елгава ; 1915 ;  ;  ;  ; 20 ; benc ; 1326 
 5345 ; Лот бон 5 шт. 5000 рублей ; 1992 ;  ;  ; AU ; 22 ; USS ; 1006 
 5346 ; Лот бон 2 шт. 1000 рублей ; 1992 ;  ;  ; AU ; 23 ; USS ; 414 
 5347 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 20 ; Александр007 ; 187 
 5348 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 43 ; alik434 ; 282 
 5349 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 31 ; Carca^ss ; 407 
 5350 ; Лот бон 2 шт. 100 рублей ; 1910 ;  ;  ;  ; 10 ; Wolf989 ; 389 
 5351 ; Лот бон 3 шт. 100 рублей ; 1910 ;  ;  ;  ; 34 ; середа ; 553 
 5352 ; Лот бон 5 шт. 1,3,5,10,100 рублей ;  ;  ;  ;  ; 29 ; середа ; 279 
 5353 ; 500 рублей ; 1992 ; билет ;  ;  ; 11 ; kim64 ; 273 
 5354 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 13 ; kim64 ; 306 
 5355 ; 10000 рублей ; 1993 ; банкнота ;  ;  ; 25 ; ЛАВ-13 ; 453 
 5356 ; Лот бон 2 шт.  5000 и 50000 рублей ; 1995 ;  ;  ;  ; 33 ; JanPol ; 1106 
 5357 ; Облигация на 500 рублей ; 1950 ;  ;  ;  ; 127 ; кве ; 4080 
 5358 ; Облигация на 100 рублей ; 1948 ;  ;  ;  ; 42 ; я8844 ; 403 
 5359 ; Облигация на 100 рублей ; 1949 ;  ;  ;  ; 99 ; я8844 ; 378 
 5360 ; Облигация на 100 рублей ; 1947 ;  ;  ;  ; 36 ; я8844 ; 385 
 5361 ; Облигация на 100 рублей ; 1951 ;  ;  ;  ; 110 ; кузяка ; 305 
 5362 ; Облигация на 100 рублей ; 1954 ;  ;  ;  ; 85 ; кузяка ; 301 
 5363 ; Облигация на 100 рублей ; 1943 ;  ;  ;  ; 35 ; НЕВО ; 443 
 5364 ; Облигация на 100 рублей ; 1952 ;  ;  ;  ; 15 ; volkov ; 112 
 5365 ; Облигация на 100 рублей ; 1953 ;  ;  ;  ; 64 ; volkov ; 141 
 5366 ; Облигация на 20 рублей ; 1966 ;  ;  ;  ; 66 ; 收集者 ; 306 
 5367 ; Облигация на 10 рублей ; 1956 ;  ;  ;  ; 33 ; кве ; 306 
 5368 ; Лотерейный билет ; 1941 ;  ;  ;  ; 28 ; nikfed ; 328 
 5369 ; Лотерейный билет "ОСОАВИАХИМА" ; 1939 ;  ;  ;  ; 25 ; чипыжи ; 612 
 5370 ; Облигация в 500 франков ; 1901 ;  ;  ;  ; 32 ; luda ; 255 
 5371 ; Облигация на 125 рублей ; 1880 ;  ;  ;  ; 11 ; volkov ; 306 
 5372 ; Облигация в 125 рублей ; 1881 ;  ;  ;  ; 72 ; viktorB77 ; 553 
 5373 ; Облигация на 500 марок ; 1886 ;  ;  ;  ; 31 ; luda ; 284 
 5374 ; Облигация на 1000 марок ; 1887 ;  ;  ;  ; 21 ; luda ; 284 
 5375 ; Облигация в 625 рублей ; 1890 ;  ;  ;  ; 21 ; USS ; 714 
 5376 ; Облигация в 125 рублей ; 1893 ;  ;  ;  ; 23 ; USS ; 755 
 5377 ; Облигация в 125 рублей ; 1885 ;  ;  ;  ; 34 ; кузяка ; 209 
 5378 ; Квитанция Московского коммерческого банка ;  ;  ;  ;  ; 9 ; boroda ; 396 
 5379 ; 50 копеек ; 1923 ; Денежные знаки (с рисунком монеты) ;  ;  ; 17 ; Александр60 ; 239 
 5380 ; Лот бон: 5000, 5 рублей (3шт) ;  ;  ;  ;  ; 19 ; Jiamer57rus ; 238 
 5381 ; Бона 100 рублей. Сочи 2014. Серия aa ;  ;  ;  ;  ; 41 ; середа ; 352 
 5382 ; Бона 100 рублей. Сочи 2014. Серия aa ;  ;  ;  ;  ; 25 ; смит ; 350 
 5383 ; Бона 100 рублей. Сочи 2014. Серия aa ;  ;  ;  ;  ; 25 ; sdfg ; 353 
 5384 ; Бона 100 рублей. Сочи 2014. Серия Аа ;  ;  ;  ;  ; 25 ; смит ; 373 
 5501 ; Бона иностранная ;  ;  ;  ;  ; 4 ; я8844 ; 24 
 5502 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Опятор ; 50 
 5503 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Опятор ; 50 
 5504 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Опятор ; 50 
 5505 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Опятор ; 50 
 5105 ; 10 рублей (2 шт) ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; я8844 ; 67 
 5106 ; 10 рублей (2 шт) ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; я8844 ; 81 
 5107 ; купоны лист 9шт. ; 1917 ;  ;  ;  ; 17 ; Майкл ; 160 
 5108 ; купоны лист 20 шт ; 1917 ;  ;  ;  ; 24 ; пасечник ; 310 
 5109 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 12 ; ъхз ; 363 
 5110 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 18 ; Волк33 ; 467 
 5111 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 29 ; torbey ; 509 
 5112 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 10 ; ъхз ; 294 
 5113 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 20 ; benc ; 1619 
 5114 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 8 ; 4758 ; 1000 
 5115 ; 5000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 14 ; я8844 ; 1041 
 5301 ; 1 рубль ; 1878 ; вензель А II Гос.кредитные билеты разменной касы гос.банка ;  ;  ; 50 ; Враг ; 23460 
 5302 ; 1 рубль ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 9 ; середа ; 105 
 5303 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 51 ; Семирек ; 1200 
 5304 ; 500 рублей ; 1912 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; нв1975 ; 1015 
 5305 ; 250 рублей ; 1918 ;  ;  ;  ; 13 ; alik434 ; 401 
 5306 ; 1000 рублей ; 1919 ;  ;  ;  ; 28 ; Волк33 ; 445 
 5307 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 10 ; alik434 ; 245 
 5308 ; 25 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 41 ; Стрепет ; 1530 
 5309 ; 25 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 25 ; bonist-3A ; 1224 
 5310 ; Лот бон 2 шт. 100 и 250 рублей ; 1923 ;  ;  ;  ; 34 ; ZIMOGOR ; 830 
 5311 ; 500 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 32 ; valencio ; 568 
 5312 ; 2 червонца ; 1928 ; Калманович, Горбунов. Билет ;  ;  ; 17 ; fordvr ; 1791 
 5313 ; Лот бон 3 шт. 5,10,25 рублей ; 1947 ;  ;  ;  ; 73 ; JanPol ; 1561 
 5314 ; 100 рублей ; 1947 ; билет ;  ;  ; 77 ; кузяка ; 644 
 5315 ; 3 рубля ; 1905 ; Перфорация ГБСО на билетах 1898-1917 ;  ;  ; 21 ; ЛАВ-13 ; 204 
 5316 ; 10 рублей ; 1909 ; Перфорация ГБСО на билетах 1898-1917 ;  ;  ; 23 ; ЛАВ-13 ; 92 
 5317 ; Лот бон 7 шт. 3 рубля ; 1905 ;  ;  ;  ; 11 ; середа ; 179 
 5318 ; Лот бон 7 шт. 5 рублей ; 10909 ;  ;  ;  ; 30 ; сортам70 ; 136 
 5319 ; Лот бон 7 шт. 10 рублей ; 1909 ;  ;  ;  ; 15 ; середа ; 181 
 5320 ; Лот бон 4 шт. 3 и 10 рублей (Коншин) ; 1905,1909 ;  ;  ;  ; 12 ; Andrik93 ; 78 
 5321 ; Лот бон 6 шт. 3,5,10 рублей ; 1905,1909 ;  ;  ;  ; 13 ; середа ; 147 
 5322 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 17 ; kalash79 ; 255 
 5323 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 11 ; alik434 ; 206 
 5324 ; Лот бон 5 шт. 250 рублей ; 1917 ;  ;  ;  ; 14 ; я8844 ; 153 
 5325 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 25 ; alik434 ; 407 
 5326 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 13 ; electra ; 838 
 5327 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 19 ; я8844 ; 793 
 5328 ; Агитационная листовка в виде боны 100000 рублей ;  ;  ;  ;  ; 19 ; dog009 ; 793 
 5329 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 17 ; Carca^ss ; 164 
 5330 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 32 ; alex241 ; 157 
 5331 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 15 ; Четырехлистник ; 118 
 5332 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 95 ; Запруда ; 2350 
 5333 ; 1 червонец ; 1937 ; Билет ;  ;  ; 18 ; GERo ; 407 
 5334 ; 1 червонец. 5 шт ; 1937 ; Билет ;  ;  ; 26 ; я8844 ; 714 
 5335 ; 3 червонца ; 1937 ; Билет ;  ;  ; 20 ; sidr ; 906 
 5336 ; 3 червонца. 3 шт ; 1937 ; Билет ;  ;  ; 40 ; Хаа ; 499 
 5337 ; Лот 4 шт. 1,3,5,10 червонцев ; 1937 ;  ;  ;  ; 30 ; Хаа ; 828 
 5338 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 38 ; GERo ; 725 
 5339 ; 5 рублей. 5 шт ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 35 ; ЛАВ-13 ; 765 
 5055 ; 10 рублей ; 1919 ;  ;  ;  ; 30 ; ZIMOGOR ; 212 
 5056 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 12 ; середа ; 100 
 5057 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 9 ; GERo ; 227 
 5058 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 17 ; Papanator62 ; 305 
 5059 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 26 ; solder13 ; 153 
 5060 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; Andrik93 ; 61 
 5061 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 19 ; Четырехлистник ; 100 
 5062 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 13 ; ъхз ; 70 
 5063 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 17 ; ЛАВ-13 ; 101 
 5064 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 28 ; bonipari ; 204 
 5065 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 23 ; нв1975 ; 159 
 5066 ; 1 рубль ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 26 ; Carca^ss ; 334 
 5067 ; 1 рубль ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 17 ; kim64 ; 306 
