 4867 ; Бона иностранная. Эстония 25 крон, 2 варианта ; 1991,2002 ;  ;  ;  ; 9 ; vladzory ; 174 
 4850 ; Бона иностранная. Польша 50 злотых ; 1941 ;  ;  ; AU ; 35 ; sergey2100 ; 312 
 4851 ; Бона иностранная. Украина 5 карбованцев ; 1942 ;  ;  ;  ; 30 ; sidr ; 1134 
 4852 ; Бона иностранная. Сербия 500 динар ; 1941 ;  ;  ;  ; 18 ; sergey2100 ; 169 
 4853 ; Бона иностранная. Сербия 100 динар ; 1941 ;  ;  ;  ; 19 ; sergey2100 ; 219 
 4854 ; Лот 5 шт. Югославия 5,10,20,50,100 динар ; 1965,1968,1974 ;  ;  ;  ; 12 ; kostas ; 77 
 4855 ; Лот 3 шт. Югославия 500,5000,20000 динар ; 1985,1987,1990 ;  ;  ;  ; 7 ; kent01 ; 83 
 4856 ; Лот 3 шт. Хорватия 1.10.50000 динар ; 1991,1993 ;  ;  ; AU ; 7 ; Komod ; 51 
 4857 ; Бона иностранная. Испания 25 песет ; 1928 ;  ;  ;  ; 22 ; sergey2100 ; 191 
 4858 ; Бона иностранная. Испания 50 песет ; 1928 ;  ;  ;  ; 24 ; sergey2100 ; 165 
 4859 ; Бона иностранная. Испания 100 песет ; 1925 ;  ;  ;  ; 24 ; sergey2100 ; 233 
 4860 ; Бона иностранная. Испания 100 песет ; 1928 ;  ;  ;  ; 34 ; sergey2100 ; 420 
 4861 ; Бона иностранная. Германия 2 марки ; 1948 ;  ;  ;  ; 33 ; von_Schwarz ; 267 
 4862 ; Бона иностранная. Польша 3 рубля ; 1916 ;  ;  ;  ; 18 ; sergey2100 ; 261 
 4863 ; Бона иностранная. Сингапур 1 доллар ;  ;  ;  ;  ; 9 ; 333985 ; 34 
 4864 ; Бона иностранная. Ирландия 10 фунтов ; 1999 ;  ;  ;  ; 23 ; sos1 ; 1022 
 4865 ; Бона иностранная. Тайвань 100 юаней ; 2001 ;  ;  ;  ; 11 ; Slava O ; 184 
 4866 ; Бона иностранная. Эстония 50 крон ; 1994 ;  ;  ;  ; 21 ; vladzory ; 235 
 4323 ; 25 рублей ; 1919 ;  ;  ;  ; 24 ; странник ; 310 
 4324 ; 100 рублей ; 1915 ; 4% билет гос.казначейства ;  ;  ; 16 ; 333985 ; 261 
 4325 ; 25 копеек ; 1919 ;  ;  ;  ; 24 ; RusScat ; 1599 
 4326 ; 5000 рублей ; 1923 ; Закавказье ;  ;  ; 19 ; sergey2100 ; 1023 
 4327 ; 100000000 рублей ; 1924 ; Закавказье ;  ;  ; 58 ; sergey2100 ; 2042 
 4328 ; 3 рубля ; 1918 ; Закавказье ;  ;  ; 28 ; sergey2100 ; 765 
 4329 ; 10 рублей ; 1918 ; Закавказье ;  ;  ; 26 ; RusScat ; 680 
 4330 ; 5000 рублей ; 1921 ; Грузия ;  ;  ; 9 ; Туборг ; 205 
 4331 ; 75000000 рублей ; 1924 ; Закавказье ;  ;  ; 46 ; век ; 1801 
 4332 ; 25 рублей ; 1918 ; Азербайджан ;  ;  ; 17 ; unkas79 ; 159 
 4333 ; 1 рубль ; б/г ;  ;  ;  ; 28 ; 333985 ; 1511 
 4334 ; 5 рублей ; 1919 ; Грузия ;  ;  ; 15 ; ЛАВ-13 ; 235 
 4335 ; 5 рублей ; 1920 ; Денежный знак Дальне-Восточной республикиДенежный знак Дальне-Восточной республики ;  ;  ; 26 ; Mon plaisir ; 561 
 4336 ; Бона 1 рубль ; 1920 ;  ;  ;  ; 28 ; Woker ; 757 
 4337 ; Бона 1 карбованец г. Житомир ; 1918 ;  ;  ;  ; 16 ; Mon plaisir ; 679 
 4338 ; Бона 25 рублей г. Одесса ; 1917 ;  ;  ;  ; 19 ; altunin ; 340 
 4339 ; Лот 2 шт. 1 и 3 червонца ; 1937 ;  ;  ;  ; 21 ; WOLK ; 481 
 4340 ; Чек. Тифлисское об-во взаимн. Кредита ;  ;  ;  ;  ; 33 ; kont ; 5100 
 4341 ; Лотерейный билет ; 1944 ;  ;  ;  ; 18 ; 333985 ; 187 
 4342 ; Лот 2 шт. 5 и 10 рублей Коншин ; 1909 ;  ;  ;  ; 13 ; alex241 ; 327 
 4343 ; Лот 3 шт. 3 и 5 рублей Шипов ; 1905,1909 ;  ;  ;  ; 24 ; matehev ; 79 
 4344 ; Лот 7 шт. 3,5,10 рублей Шипов ; 1905,1909 ;  ;  ;  ; 5 ; Эфес ; 133 
 4345 ; 25 рублей ; 1919 ;  ;  ;  ; 36 ; леший 88 ; 184 
 4346 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 23 ; AlexRFB ; 541 
 4347 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 23 ; AlexRFB ; 510 
 4348 ; 50000 рублей ; 1994 ; банкнота ;  ;  ; 28 ; Алёша ; 1440 
 4349 ; 200 рублей. 2 шт ; 1992 ; билет ;  ;  ; 20 ; Jek327 ; 303 
 4350 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 9 ; Михаил_нов ; 59 
 4351 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 23 ; Михаил_нов ; 225 
 4352 ; 100 рублей ; 1919 ; Азербайджан ;  ;  ; 28 ; sergey2100 ; 461 
 4353 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 26 ; AlexRFB ; 317 
 4354 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ;  ; 40 ; Jazzman ; 740 
 4355 ; 500 рублей ; 1992 ; билет ;  ; AU ; 20 ; ЛАВ-13 ; 255 
 4356 ; Лот билетов МММ 8 штук ;  ;  ;  ;  ; 18 ; joper69 ; 714 
 4801 ; Бона иностранная. Финляндия 5 марок ; 1922 ;  ;  ;  ; 21 ; dsp ; 42 
 4802 ; Бона иностранная. Финляндия 10 марок ; 1939 ;  ;  ;  ; 16 ; sergey2100 ; 114 
 4803 ; Бона иностранная. Финляндия 20 марок ; 1939 ;  ;  ;  ; 10 ; sergey2100 ; 114 
 4804 ; Бона иностранная. Финляндия 5 марок ; 1945 ;  ;  ;  ; 12 ; xabib ; 107 
 4805 ; Бона иностранная. Финляндия 10 марок ; 1945 ;  ;  ;  ; 16 ; SergeyDzen ; 114 
 4806 ; Бона иностранная. Финляндия 20 марок ; 1945 ;  ;  ;  ; 13 ; dsp ; 53 
 4807 ; Бона иностранная. Финляндия 100 марок ; 1939 ;  ;  ;  ; 39 ; sergey2100 ; 420 
 4808 ; Бона иностранная. Финляндия 5 марок ; 1963 ;  ;  ;  ; 13 ; pref ; 42 
 4809 ; Бона иностранная. Финляндия 1 марка ; 1963 ;  ;  ;  ; 8 ; tss ; 28 
 4810 ; Бона иностранная. Финляндия 100 марок ; 1963 ;  ;  ;  ; 24 ; dsp ; 616 
 4811 ; Бона иностранная. Финляндия. 2 шт. 10 и 20 марок ; 1963,1993 ;  ;  ;  ; 21 ; dsp ; 124 
 4812 ; Бона иностранная. Исландия 5 крон ; 1957 ;  ;  ;  ; 38 ; 333985 ; 183 
 4813 ; Бона иностранная. Исландия 10 крон ; 1961 ;  ;  ;  ; 44 ; zef ; 75 
 4814 ; Бона иностранная. Исландия 10 крон ; 1961 ;  ;  ;  ; 26 ; 333985 ; 230 
 4815 ; Бона иностранная. Исландия 25 крон ; 1957 ;  ;  ;  ; 33 ; dsp ; 76 
 4816 ; Бона иностранная. Исландия 50 крон ; 1961 ;  ;  ;  ; 25 ; 333985 ; 124 
 4143 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 24 ; AlexRFB ; 1224 
 4144 ; 10000 рублей ; 1923 ; Гос.денежные знаки СССР ;  ;  ; 60 ; век ; 5717 
 4145 ; 250000 рублей. Оборотная сторона перевернута ; 1923 ; Закавказье ;  ;  ; 72 ; век ; 6163 
 4146 ; 500 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 87 ; AlexRFB ; 10188 
 4147 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 21 ; Эфес ; 1001 
 4148 ; 10000 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 48 ; benc ; 25000 
 4149 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; Умка1975 ; 378 
 4150 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 33 ; Johnny Walker ; 388 
 4151 ; Облигация Гос.займа в 5000 марок ; 1905 ;  ;  ;  ; 15 ; kont ; 700 
 4152 ; Облигация ; 1906 ;  ;  ;  ; 24 ; zef ; 204 
 4153 ; Облигация ; 1906 ;  ;  ;  ; 58 ; zef ; 204 
 4154 ; Закладной лист. 4 вып. ; 1900 ;  ;  ;  ; 23 ; potapov0 ; 612 
 4155 ; Закладной лист. 2 вып. ; 1898 ;  ;  ;  ; 36 ; kont ; 742 
 4156 ; Закладной лист. 2 вып. ; 1898 ;  ;  ;  ; 32 ; 333985 ; 426 
 4157 ; Закладной лист. 3 вып. ; 1898 ;  ;  ;  ; 36 ; potapov0 ; 549 
 4158 ; Закладной лист. 4 вып. ; 1900 ;  ;  ;  ; 32 ; potapov0 ; 625 
 4159 ; Облигация ; 1889 ;  ;  ;  ; 13 ; temichek ; 277 
 4160 ; Облигация ; 1889 ;  ;  ;  ; 19 ; zef ; 306 
 4161 ; Облигация ; 1889 ;  ;  ;  ; 14 ; zef ; 306 
 4162 ; Акция. США ;  ;  ;  ;  ; 13 ; ъхз ; 79 
 4163 ; Акция. США ;  ;  ;  ;  ; 7 ; ъхз ; 79 
 4164 ; Акция. США ;  ;  ;  ;  ; 25 ; ъхз ; 79 
 4165 ; Акция. США ;  ;  ;  ;  ; 7 ; temichek ; 101 
 4166 ; Акция. США ;  ;  ;  ;  ; 7 ; temichek ; 101 
 4167 ; Акция. США ;  ;  ;  ;  ; 11 ; ъхз ; 75 
 4168 ; 1 рубль (15шт) ; 1961,91 ;  ;  ;  ; 22 ; век ; 102 
 4169 ; купоны (17 шт) ;  ;  ;  ;  ; 10 ; Майкл ; 357 
 4170 ; купоны (48 шт) ;  ;  ;  ;  ; 30 ; фёкла ; 50 
 4301 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 16 ; SergeyAnatoljevich ; 255 
 4302 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 16 ; aleantf ; 340 
 4303 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 26 ; WOLK ; 164 
 4304 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; musik ; 255 
 4305 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; Эфес ; 224 
 4306 ; 5 рублей. 2 шт ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; ipax ; 91 
 4307 ; 50 рублей ; 1918 ; 5% краткосрочное обязательство ;  ;  ; 11 ; sos1 ; 793 
 4308 ; 100 рублей ; 1918 ; 5% краткосрочное обязательство ;  ;  ; 15 ; ЛАВ-13 ; 567 
 4309 ; 500 рублей ; 1918 ; 5% краткосрочное обязательство ;  ;  ; 15 ; ЛАВ-13 ; 717 
 4310 ; 5 рублей. Помыта ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 14 ; WOLK ; 225 
 4311 ; 3 рубля. Помыта ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 12 ; ЛАВ-13 ; 225 
 4312 ; Бона 1 рубль. Либавское городское самоуправление, лист 4 боны с общим водяным знаком ; 1915 ;  ;  ;  ; 22 ; ЛАВ-13 ; 1587 
 4313 ; 1 рубль ; 1919 ; Латвия. Разменный знак ;  ;  ; 27 ; alex550 ; 159 
 4314 ; 3 рубля ; 1919 ; Латвия. Разменный знак ;  ;  ; 29 ; intrest ; 223 
 4315 ; 100 лат ; 1939 ; Латвия ;  ;  ; 57 ; sergey2100 ; 1262 
 4316 ; 3 рубля ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 19 ; ЛАВ-13 ; 624 
 4317 ; 5 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 29 ; temichek ; 908 
 4318 ; 10 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 21 ; ЛАВ-13 ; 479 
 4319 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 40 ; Эфес ; 447 
 4320 ; 1000 рублей ; 1919 ;  ;  ;  ; 18 ; sergey2100 ; 449 
 4321 ; 1000 рублей ; 1919 ;  ;  ;  ; 17 ; странник ; 1019 
 4322 ; 250 рублей ; 1919 ;  ;  ;  ; 13 ; странник ; 459 
 4093 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 26 ; век ; 419 
 4094 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 47 ; Эфес ; 1532 
 4095 ; 1 рубль ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 41 ; temichek ; 1020 
 4096 ; 3 рубля ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 17 ; masterovoi ; 800 
 4097 ; 5 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 31 ; temichek ; 1005 
 4098 ; 10 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 25 ; rut24 ; 855 
 4099 ; 25 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 41 ; rut24 ; 1005 
 4100 ; 50 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 54 ; век ; 1281 
 4101 ; 2 копейки ; 1924 ; Разменные казн.боны ;  ;  ; 62 ; Woker ; 2023 
 4102 ; Бона, Япония ;  ;  ;  ;  ; 29 ; k212 ; 2040 
 4103 ; 50 сантимов ; 1922 ;  ;  ;  ; 15 ; Филипп Бенг ; 133 
 4104 ; 5 франков ; 1943 ;  ;  ;  ; 34 ; sergey2100 ; 396 
 4105 ; Билет лоторен ; 1941 ;  ;  ;  ; 16 ; solder13 ; 203 
 4106 ; Билет лоторен Наркомсобеса Грузии ;  ;  ;  ;  ; 9 ; AKi ; 701 
 4107 ; 5 франков ; 1942 ;  ;  ;  ; 22 ; von_Schwarz ; 201 
 4108 ; Билет лоторен Наркомфина Грузии ; 1922 ;  ;  ;  ; 39 ; sher60 ; 712 
 4109 ; Билет лоторен Наркомфина Грузии ; 1922 ;  ;  ;  ; 26 ; AKi ; 714 
 4110 ; Бона, Япония ;  ;  ;  ;  ; 29 ; k212 ; 2550 
 4111 ; 10 песет ;  ;  ;  ;  ; 22 ; sergey2100 ; 254 
 4112 ; 10 франков ;  ;  ;  ;  ; 12 ; aleantf ; 200 
 4113 ; 5 франков ;  ;  ;  ;  ; 16 ; скоро конец света ; 107 
 4114 ; Билет лоторен ЦКВ союза увечных воинов ;  ;  ;  ;  ; 19 ; кве ; 2321 
 4115 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 5 ; puhetd ; 30 
 4116 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; Алёша ; 30 
 4117 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 5 ; фёкла ; 30 
 4118 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 5 ; фёкла ; 30 
 4119 ; 3 копейки ; 1915 ; Деньги-марки ;  ; AU ; 11 ; bva150979 ; 126 
 4120 ; 3 копейки ; 1915 ; Деньги-марки ;  ; AU ; 20 ; Алёша ; 128 
 4121 ; 15 копеек ; 1915 ; Деньги-марки ;  ; AU ; 5 ; Komod ; 51 
 4122 ; 15 копеек ; 1915 ; Деньги-марки ;  ; AU ; 10 ; леший 88 ; 51 
 4123 ; 50 копеек Юденич ; 1919 ;  ;  ; AU ; 20 ; joper69 ; 1000 
 4124 ; 3 рубля ; 1919 ; Латвия. Разменный знак ;  ; AU ; 13 ; Михаил_нов ; 305 
 4125 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ; AU ; 51 ; 333985 ; 1340 
 4126 ; 100 рублей ; 1961 ;  ;  ; AU ; 16 ; tisa66 ; 505 
 4127 ; 100 рублей ; 1961 ;  ;  ; AU ; 17 ; tisa66 ; 505 
 4128 ; 50 рублей ; 1961 ; билет ;  ; AU ; 23 ; Михаил_нов ; 510 
 4129 ; 10000 рублей ; 1992 ; банкнота ;  ; AU ; 24 ; Алёша ; 306 
 4130 ; 10000 рублей ; 1992 ; банкнота ;  ; AU ; 20 ; щекин ; 300 
 4131 ; 2 доллара США ; 2003 ;  ;  ; AU ; 11 ; Aleks72 ; 100 
 4132 ; 2 доллара США ; 2003 ;  ;  ; AU ; 12 ; john282 ; 102 
 4133 ; 2 доллара США ; 2003 ;  ;  ; AU ; 14 ; john282 ; 102 
 4134 ; 2 доллара США ; 2003 ;  ;  ; AU ; 11 ; Aleks72 ; 100 
 4135 ; 100 рублей. Чита ; 1920 ;  ;  ; AU ; 21 ; joper69 ; 995 
 4136 ; 10 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 15 ; 4758 ; 1632 
 4137 ; 10 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 33 ; _1111_ ; 1836 
 4138 ; 10 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 11 ; 4758 ; 1530 
 4139 ; 100 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ; AU ; 48 ; _1111_ ; 5100 
 4140 ; 500 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; XF/AU ; 43 ; lexx66 ; 5099 
 4141 ; 5000 рублей.в.з-звезды ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ; AU ; 37 ; denzil ; 4284 
 4142 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 32 ; _1111_ ; 1224 
 3964 ; Лот монетовидных жетонов (1 доллар Палау "Карты"): 4шт ; ND ;  ; Б/м ; AU ; 63 ; yap1 ; 738 
 3965 ; Лот жетонов: 2шт ;  ;  ; Ж/м ; VF/XF ; 21 ; pankrat NVRSK ; 23 
 3966 ; Лот монет ОАЭ, Тайланда, Исландии: 4шт ; 1981-2007 ;  ; Cu-Ni,Br ; XF-/XF ; 17 ; mara1768 ; 90 
 3967 ; Лот монет Польши (Мария Конопницкая и 50 лет начала 2МВ): 500,20 злотых (2шт) ; 1978,1989 ;  ; Cu-Ni ; AU ; 21 ; ship-nik ; 100 
 3968 ; Лот монет Украины (5шт): 1 гривна. Чемпионат Европы по футболу ; 2012 ;  ; Латунь ; AU ; 25 ; Komod ; 111 
 3969 ; Лот монет Украины (5шт): 1 гривна. Чемпионат Европы по футболу ; 2012 ;  ; Латунь ; AU ; 29 ; Komod ; 102 
 3970 ; Лот монет Украины (УЕФА): 5,1 гривна (2шт) ; 2012 ;  ; Cu-Ni,латунь ; AU ; 29 ; svu14 ; 164 
 3971 ; Лот монет Польши (Короли): 500,100,50 злотых (12шт) ; 1979-1989 ;  ; Cu-Ni ; AU ; 37 ; mara1768 ; 726 
 4051 ; 1 копейка ; 1917 ; Деньги-марки ;  ;  ; 45 ; век ; 601 
 4052 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 25 ; век ; 201 
 4053 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 14 ; Алёша ; 66 
 4054 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 20 ; Алёша ; 104 
 4055 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 15 ; bva150979 ; 101 
 4056 ; 20 копеек ; 1915 ; Деньги-марки ;  ;  ; 20 ; век ; 401 
 4057 ; 2 рубля ; 1923 ;  ;  ;  ; 15 ; RusScat ; 214 
 4058 ; 300 рублей ; 1923 ;  ;  ;  ; 22 ; masterovoi ; 500 
 4059 ; 3 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 12 ; puhetd ; 153 
 4060 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 13 ; bva150979 ; 150 
 4061 ; 20 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 24 ; GenyM ; 1530 
 4062 ; 1 рубль ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 17 ; Алёша ; 311 
 4063 ; 3 рубля ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 16 ; Алёша ; 340 
 4064 ; 3 рубля ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 13 ; vladzory ; 258 
 4065 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 15 ; masterovoi ; 306 
 4066 ; 3 рубля ; 1934 ; Гос.казначейские билеты ;  ;  ; 16 ; скоро конец света ; 107 
 4067 ; 3 рубля ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 11 ; altunin ; 153 
 4068 ; 50 рублей ; 1961 ; билет ;  ;  ; 11 ; KYZIA ; 82 
 4069 ; 50 рублей ; 1961 ; билет ;  ;  ; 11 ; 333985 ; 38 
 4070 ; 100 рублей ; 1961 ;  ;  ;  ; 4 ; KYZIA ; 102 
 4071 ; 100 рублей ; 1961 ;  ;  ;  ; 9 ; KYZIA ; 102 
 4072 ; 5 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 13 ; Михаил_нов ; 340 
 4073 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 17 ; Greenfields ; 202 
 4074 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 9 ; Алёша ; 215 
 4075 ; 5 рублей ; 1918 ; Чек (без штампов регистрации) ;  ;  ; 19 ; bon15041980 ; 1338 
 4076 ; 50 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 17 ; RusScat ; 666 
 4077 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; alex550 ; 201 
 4078 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 11 ; Атлантик ; 33 
