 6624 ; Вилка десертная Роза, серебро. Европа. ;  ;  ; Ag813 ;  ; 39 ; АВС ; 572 
 6645 ; Нож для бумаги  кабинетный "Парусник" 236 мм ;  ;  ; ж/м ;  ; 20 ; АВС ; 714 
 6646 ; Католический крест ;  ;  ; Камень ;  ; 61 ; vit2503 ; 2220 
 6647 ; Сигнальный рожок. ;  ;  ; Ж/м ;  ; 41 ; Ligaga ; 2346 
 6648 ; Флаг пионерский. ;  ;  ;  ;  ; 18 ; Дачникк ; 608 
 6649 ; Полное собрание сочинений Ф.М. Достоевского. Том 1. Санкт-Петербург. 1894 год. ;  ;  ;  ;  ; 34 ; 12345lal ; 1226 
 6650 ; Полное собрание сочинений Ф.М. Достоевского. Том 2. Санкт-Петербург. 1894 год. ;  ;  ;  ;  ; 22 ; 12345lal ; 1022 
 6651 ; Полное собрание сочинений И.С. Тургенева. Том 9. С.-Петербург. 1911 год. ;  ;  ;  ;  ; 28 ; Икстаб ; 928 
 6652 ; Полное собрание сочинений И.С. Тургенева. Том 5. С-.-Петербург. 1911 год. ;  ;  ;  ;  ; 17 ; aviator55 ; 505 
 6653 ; Сочинения Н.В. Гоголя. Том 1. Санкт-Петербург. 1900 год. ;  ;  ;  ;  ; 23 ; Дачникк ; 1216 
 6654 ; Протоколы заседаний общества морских врачей в Кронштадте 1902-1903 гг. Кронштадтъ. 1903 год. ;  ;  ;  ;  ; 19 ; ROTT ; 509 
 6655 ; Годовая подборка. Ежемесячные литературные приложения Нива. 12 штук, С-Петербург 1907 год. ;  ;  ;  ;  ; 10 ; seer ; 1223 
 6656 ; Годовая подборка. Ежемесячные литературные приложения Нива, 12 штук, С-Петербург 1908 год. ;  ;  ;  ;  ; 10 ; seer ; 1223 
 6657 ; Годовая подборка. Ежемесячные литературные приложения Нива, 12 штук, С-Петербург 1909 год. ;  ;  ;  ;  ; 11 ; Дачникк ; 1247 
 6658 ; Журнал Огонек №36, сентябрь 1914 г. Типография С.М. Проппера. Петроградъ. ;  ;  ;  ;  ; 21 ; 19efim63 ; 521 
 6659 ; Журнал Огонек №37, сентябрь 1914 г. Типография С.М. Проппера. Петроградъ. ;  ;  ;  ;  ; 26 ; Kartu ; 435 
 6660 ; Журнал Огонек №49,  декабрь 1916 г. Типография С.М. Проппера. Петроградъ. ;  ;  ;  ;  ; 23 ; Дачникк ; 567 
 6661 ; Газета КРЫМСКIЙ ВЪСТНИКЪ №323 от 15.121899 г. ;  ;  ;  ;  ; 30 ; alapabula ; 420 
 6662 ; Газета ПРАВДА №284 от 11.10.1942 г. ;  ;  ;  ;  ; 25 ; Дачникк ; 309 
 6663 ; Газета ЮМОРИСТИЧЕСКАЯ КОПЪЕЧКА №16. Издательство  "Печать и Гравюра" Москва. ;  ;  ;  ;  ; 13 ; von_Schwarz ; 306 
 6664 ; Журнал САТИРИКОН №30 от 24 июля 1910 г. ;  ;  ;  ;  ; 15 ; aviator55 ; 172 
 6665 ; Врачебная газета №48 от 30 ноября 1914 года. ;  ;  ;  ;  ; 42 ; ROTT ; 516 
 6666 ; Способы исследования общих и внутренних болезней. С-Петербург. 1887 год. ;  ;  ;  ;  ; 26 ; doc2 ; 732 
 6667 ; В.Юрезанский. Исчезнувшее село. Москва. 1939 год. ;  ;  ;  ;  ; 25 ; Ligaga ; 62 
 6668 ; А.Блок. Очерки, статьи и речи. Москва 1955 год. ;  ;  ;  ;  ; 19 ; Икстаб ; 102 
 6669 ; А.Е. Ферсман. Кристаллография алмаза. Москва. 1955 год. ;  ;  ;  ;  ; 3 ; венера ; 308 
 6670 ; Лот христианской литературы 3 шт. Санкт-Петербург. 1894, 1914, 1916 год. ;  ;  ;  ;  ; 33 ; vorgarik ; 419 
 6671 ; Части геологических карт СССР 1932-1933 гг. 5 шт. ;  ;  ;  ;  ; 19 ; дилитант ; 206 
 6672 ; Части геологических карт СССР 1932-1933 гг. 5 шт. ;  ;  ;  ;  ; 7 ; дилитант ; 206 
 6505 ; Подделки российских монет. В. Е. Семенов ;  ;  ;  ;  ; 15 ; hoza ; 209 
 6506 ; Русские деньги X-XVII вв. Редакция 7, 2018 ;  ;  ;  ;  ; 9 ; hoza ; 76 
 6507 ; Русские деньги X-XVII вв. Редакция 7, 2018 ;  ;  ;  ;  ; 9 ; GAlexander ; 76 
 6508 ; Русские деньги X-XVII вв. Редакция 7, 2018 ;  ;  ;  ;  ; 15 ; Гвидон ; 76 
 6509 ; Монеты России 1700-1917 гг. Редакция 15, 2018 год ;  ;  ;  ;  ; 15 ; Sky2 ; 102 
 6510 ; Монеты России 1700-1917 гг. Редакция 15, 2018 год ;  ;  ;  ;  ; 9 ; Sky2 ; 67 
 6511 ; Монеты России 1700-1917 гг. Редакция 15, 2018 год ;  ;  ;  ;  ; 13 ; hoza ; 105 
 6512 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921–2021 годов. Редакция 49, март 2020 год ;  ;  ;  ;  ; 11 ; Челябинск 174 ; 363 
 6513 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921–2021 годов. Редакция 49, март 2020 год ;  ;  ;  ;  ; 32 ; vladpsy ; 357 
 6514 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921–2021 годов. Редакция 49, март 2020 год ;  ;  ;  ;  ; 25 ; $круджЪ ; 363 
 6515 ; Каталог-справочник. Награды Российской Империи. Часть I. Ордена и знаки отличия. Редакция 5 ;  ;  ;  ;  ; 7 ; solo5 ; 57 
 6516 ; Каталог-справочник "Бумажные деньги России". Часть II. Редакция 8, 2015 год ;  ;  ;  ;  ; 19 ; Markgraf ; 102 
 6517 ; Каталог-справочник. Монеты Молдовы и Приднестровья. Редакция 1, 2019 год ;  ;  ;  ;  ; 35 ; Russman ; 95 
 6518 ; В. П. Малышев. ЭНЦИКЛОПЕДИЯ. Денежные эмиссии региональных и местных правительств России 1917-1923 гг ;  ;  ;  ;  ; 13 ; Russman ; 102 
 6519 ; Каталог-справочник. Монеты Украины 1992-2020 годы. Редакция 7, 2020 год ;  ;  ;  ;  ; 15 ; Russman ; 92 
 6520 ; Каталог-справочник. Монеты Латвии, Литвы и Эстонии. Редакция 2, 2013 год ;  ;  ;  ;  ; 11 ; vladmarkin ; 46 
 6521 ; Каталог-справочник. Монеты Украины 1992-2013 гг. Редакция 5, 2013 год ;  ;  ;  ;  ; 9 ; az717 ; 11 
 6522 ; Клады в вашем доме. Ознакомительное пособие ;  ;  ;  ;  ; 15 ; Челябинск 174 ; 136 
 6523 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921-2019 годов. Редакция 46 ;  ;  ;  ;  ; 21 ; Wally ; 57 
 6524 ; М. Васильевский. 12 таблиц русских монет с древнейших времен до наших дней. Руководство для начинающих собирателей. Репринтное издание ;  ;  ;  ;  ; 15 ; Бигль ; 22 
 6525 ; Сборник коллекционных аукционов  «Конрос» N17 – 20, 2003 год, с результатами ;  ;  ;  ;  ; 6 ; Клод ; 7 
 6526 ; Оптовый лот, 20 книг. Каталог-справочник. Монеты РСФСР, СССР и России 1921-2019 годов, 46 редакция ;  ;  ;  ;  ; 23 ; svetin ; 329 
 6527 ; Оптовый лот, 10 книг.  Монеты России 1700-1917 гг. Редакция 15, 2018 год ;  ;  ;  ;  ; 39 ; Недорого ; 1040 
 6528 ; Оптовый лот. 13 книг (коробка). Куда уходят деньги? В. Е. Семенов ;  ;  ;  ;  ; 13 ; торгаш ; 555 
 6529 ; Оптовый лот. 7 книг (коробка).  В.Е. Семенов. Монетный передел 1700-1917 гг. ;  ;  ;  ;  ; 20 ; оптовичок ; 1189 
 6530 ; Оптовый лот. 4 книги ( коробка).  БАЗОВЫЙ каталог монеты России 1700-1917 гг. Выпуск 2018 год. В. Е. Семенов ;  ;  ;  ;  ; 30 ; оптовичок ; 2767 
 6531 ; Оптовый лот. 12 книг (3 коробки).  БАЗОВЫЙ каталог монеты России 1700-1917 гг. Выпуск 2018 год. В. Е. Семенов ;  ;  ;  ;  ; 49 ; торгаш ; 6513 
 6601 ; Миниатюра  герой войны 1812 года А.И. Кутайсов. Ростовская финифть ;  ;  ; Ж/м ;  ; 57 ; 78gen ; 5813 
 6602 ; Столовый набор Эгоист 4 предмета, серебро, чернение. В футляре. ;  ;  ; Ag875 ;  ; 32 ; Kosmas ; 9888 
 6603 ; Поварежка, серебро 84. ;  ;  ; Ag84 ;  ; 51 ; Соколов ; 15992 
 6604 ; Сомбреро, серебро. Мексика. ;  ;  ; Ag925 ;  ; 14 ; pollipol ; 3400 
 6605 ; Подсвечники парные, серебро, 2 шт. Европа. ;  ;  ; Ag830 ;  ; 19 ; Kosmas ; 3468 
 6606 ; Портсигар, серебро. Англия. ;  ;  ; Ag925 ;  ; 21 ; а1945 ; 6759 
 6607 ; Карманные часы DENNISON, серебро, 15 камней. Англия. ;  ;  ; Ag925 ;  ; 37 ; кравчий ; 3449 
 6608 ; Коробочка Ноты, серебро. Англия ;  ;  ; Ag925 ;  ; 42 ; jbl ; 1979 
 6609 ; Спичечница? Серебро. Англия ;  ;  ; Ag925 ;  ; 34 ; RAPAN ; 1825 
 6610 ; Половник- шумовка, серебро. Европа. ;  ;  ; Ag813 ;  ; 48 ; Соколов ; 4448 
 6611 ; Ложка столовая серебро 84 ;  ;  ; Ag84 ;  ; 17 ; а1945 ; 3315 
 6612 ; Ложка чайная, серебро 84. ;  ;  ; Ag84 ;  ; 41 ; Соколов ; 2192 
 6613 ; Ложка чайная, серебро 84, Э.Б1859. ;  ;  ; Ag84 ;  ; 37 ; Соколов ; 2222 
 6614 ; Две чайные ложки, серебро. Европа. ;  ;  ; Ag813 ;  ; 15 ; salim ; 1121 
 6615 ; Две чайные ложки, серебро. Европа. ;  ;  ; Ag813 ;  ; 14 ; Kosmas ; 1041 
 6616 ; Три чайные ложки, серебро. Европа. ;  ;  ; Ag813 ;  ; 34 ; salim ; 1529 
 6617 ; Ложка чайная KONE, серебро. Европа. ;  ;  ; Ag813 ;  ; 30 ; rem. ; 534 
 6618 ; Ложка чайная КОР, серебро. Европа. ;  ;  ; Ag830 ;  ; 30 ; Бигль ; 516 
 6619 ; Ложка чайная мальчик, серебро. Европа. ;  ;  ; Ag830 ;  ; 32 ; rem. ; 591 
 6620 ; Ложка чайная К, серебро. Европа. ;  ;  ; Ag813 ;  ; 25 ; Бигль ; 507 
 6621 ; Ложка чайная, серебро. Европа. ;  ;  ; Ag813 ;  ; 37 ; АВС ; 650 
 6622 ; Ложка десертная Роза, серебро. Европа. ;  ;  ; Ag830 ;  ; 33 ; rem. ; 527 
 6623 ; Ложка чайная, серебро. Европа. ;  ;  ; Ag813 ;  ; 29 ; CaesarAugustus ; 561 
 6455 ; Холдеры для монет, самоклеющиеся - 32,5 мм, упаковка 25 шт."Lindner" ;  ;  ;  ;  ; 20 ; бонифаций ; 83 
 6456 ; Холдеры для монет, самоклеющиеся - 32,5 мм, упаковка 25 шт."Lindner" ;  ;  ;  ;  ; 14 ; geracon2009 ; 126 
 6457 ; Капсулы Quadrum для монет – 14 мм, упаковка 10 шт. Leuchtturm, #308571 ;  ;  ;  ;  ; 12 ; 100 лет ; 179 
 6458 ; Капсулы QUADRUM 15 для монет – 15 мм, упаковка 10 шт. Leuchtturm, #306616 ;  ;  ;  ;  ; 6 ; az717 ; 159 
 6459 ; Капсулы QUADRUM 16 для монет – 16 мм, упаковка 10 шт. Leuchtturm, #317149 ;  ;  ;  ;  ; 18 ; bsi-pg ; 186 
 6460 ; Капсулы Quadrum для монет – 17 мм, упаковка 10 шт. Leuchtturm, #337671 ;  ;  ;  ;  ; 12 ; Олег Иванович ; 175 
 6461 ; Капсулы Quadrum для монет – 18 мм, упаковка 10 шт. Leuchtturm, #304772 ;  ;  ;  ;  ; 23 ; bsi-pg ; 173 
 6462 ; Капсулы Quadrum 19 для монет – 19 мм, упаковка 10 шт. Leuchtturm, #302707 ;  ;  ;  ;  ; 21 ; bsi-pg ; 203 
 6463 ; Капсулы QUADRUM 20 для монет – 20 мм, упаковка 10 шт. Leuchtturm, #323863 ;  ;  ;  ;  ; 14 ; bsi-pg ; 173 
 6464 ; Капсулы Quadrum 21 для монет – 21 мм, упаковка 10 шт. Leuchtturm, #309032 ;  ;  ;  ;  ; 96 ; bsi-pg ; 181 
 6465 ; Капсулы Quadrum 22 для монет – 22 мм, упаковка 10 шт. Leuchtturm, #320753 ;  ;  ;  ;  ; 36 ; bsi-pg ; 186 
 6466 ; Капсулы Quadrum 24 для монет – 24 мм, упаковка 10 шт. Leuchtturm, #329802 ;  ;  ;  ;  ; 45 ; bsi-pg ; 185 
 6467 ; Капсулы Quadrum 32 для монет – 32 мм, упаковка 10 шт. Leuchtturm, #312172 ;  ;  ;  ;  ; 24 ; Декарт ; 201 
 6468 ; Капсулы Quadrum 34 для монет – 34 мм, упаковка 10 шт. Leuchtturm, #332108 ;  ;  ;  ;  ; 31 ; zef ; 276 
 6469 ; Капсулы QUADRUM 36 для монет – 36 мм, упаковка 10 шт. Leuchtturm, #309045 ;  ;  ;  ;  ; 25 ; zef ; 197 
 6470 ; Капсулы для монет Quadrum-X, упаковка 10 шт. Leuchtturm, #317505 ;  ;  ;  ;  ; 21 ; bsi-pg ; 213 
 6471 ; Капсулы для монет – 14 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #343988 ;  ;  ;  ;  ; 19 ; Yamilov ; 160 
 6472 ; Капсулы для монет – 20 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #343997 ;  ;  ;  ;  ; 25 ; триори ; 236 
 6473 ; Капсулы для монет – 21 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #343998 ;  ;  ;  ;  ; 85 ; bsi-pg ; 180 
 6474 ; Капсулы для монет – 26 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #344003 ;  ;  ;  ;  ; 28 ; Гектор8 ; 273 
 6475 ; Капсулы для монет – 28 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #334005 ;  ;  ;  ;  ; 25 ; GIP77 ; 184 
 6476 ; Капсулы для монет – 38 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #344015 ;  ;  ;  ;  ; 16 ; GIP77 ; 262 
 6477 ; Разделитель картонный в альбом "Numis". Упаковка (20 шт.) Производство "Lindner" ;  ;  ;  ;  ; 11 ; Бигль ; 160 
 6478 ; Каталог рекламно-агитационных почтовых карточек и конвертов СССР 1924-1980гг. Санкт-Петербург 2008г ;  ;  ;  ;  ; 29 ; Олег Иванович ; 387 
 6479 ; Пухов Е.В. Монета "Ефимок с признаком" ;  ;  ;  ;  ; 29 ; NtYdS ; 235 
 6480 ; Каталог рекламно-агитационных почтовых карточек и конвертов, односторонних карточек СССР 1924-1980гг. Санкт-Петербург 2002г ;  ;  ;  ;  ; 12 ; porte33 ; 161 
 6481 ; Скульптура Иннокентия Жукова на почтовых карточках. Санкт-Петербург 2005г ;  ;  ;  ;  ; 3 ; cr5400 ; 26 
 6482 ; Каталог листов почтовых марок РФ 1992-2009гг. Санкт-Петербург 2009г ;  ;  ;  ;  ; 21 ; vladimirV ; 131 
 6483 ; Справочник цен закрытые письма СССР 1941-1945гг. Санкт-Петербург 2008г ;  ;  ;  ;  ; 18 ; Zoltan 333 ; 204 
 6484 ; Каталог почтовых марок СССР 1918-1980гг. Том 1 (1918-1969гг). Москва 1983г ;  ;  ;  ;  ; 7 ; maymuse ; 57 
 6485 ; Репринтное издание Великого Князя Георгия Михайловича. Монеты царствования Императора Петра II. Светопечать экспедиции заготовлениягосударственных бумаг (12листов) формата 297х420мм+ брошюра. ;  ;  ;  ;  ; 30 ; Бигль ; 180 
 6486 ; Специализированный каталог почтовых марок СССР 1923-1940гг. Санкт-Петербург 1999г ;  ;  ;  ;  ; 15 ; vladimirV ; 131 
 6487 ; Специализированный каталог знаков почтовой оплаты Российской Империи 1845-1917гг. Санкт-Петербург 2006г ;  ;  ;  ;  ; 47 ; 2128508 ; 357 
 6488 ; А.С. Коршиков. К 200-летию со дня рождения А.С Пушкина в произведениях медального искусства. Москва 1999г ;  ;  ;  ;  ; 43 ; jbl ; 214 
 6489 ; Каталог почтовых марок СССР 1918-1969гг. Москва 1970г ;  ;  ;  ;  ; 9 ; vladimirV ; 128 
 6490 ; Каталог знаков почтовой оплаты Россия 1992-1996. Санкт-Петербург 1997г ;  ;  ;  ;  ; 7 ; vladimirV ; 128 
 6491 ; Каталог история выпуска. Первые почтовые марки России. Санкт-Петербург 2007г ;  ;  ;  ;  ; 15 ; vladimirV ; 227 
 6492 ; Средневековая нумизматическа Восточной Европы. Выпуск 3. Москва 2009г ;  ;  ;  ;  ; 24 ; ask ; 624 
 6493 ; Средневековая нумизматическа Восточной Европы. Выпуск 5. Москва 2015г ;  ;  ;  ;  ; 26 ; ask ; 691 
 6494 ; Репринтное издание Великого Князя Георгия Михайловича. Монеты царствования Императора Иоана III. Светопечать экспедиции заготовлениягосударственных бумаг (4листов) формата 297х420мм+ брошюра. ;  ;  ;  ;  ; 12 ; klok ; 123 
 6495 ; Репринтное издание Великого Князя Георгия Михайловича. Монеты царствования Императора Николая I. Светопечать экспедиции заготовлениягосударственных бумаг (41листов) формата 297х420мм+ брошюра. ;  ;  ;  ;  ; 32 ; Бигль ; 340 
 6496 ; Репринтное издание Великого Князя Георгия Михайловича. Монеты царствования Императора Петра III. Светопечать экспедиции заготовлениягосударственных бумаг (2листов) формата 297х420мм+ брошюра. ;  ;  ;  ;  ; 12 ; klok ; 123 
 6497 ; Репринтное издание Великого Князя Георгия Михайловича. Монеты царствования Императрицы Елизаветы I. Светопечать экспедиции заготовлениягосударственных бумаг (22листов) формата 297х420мм+ брошюра. ;  ;  ;  ;  ; 20 ; klok ; 250 
 6498 ; Каталог почтовых марок СССР 1918-1980гг. Том 1 (1970-1980гг). Москва 1984г ;  ;  ;  ;  ; 5 ; триори ; 14 
 6499 ; БАЗОВЫЙ каталог монеты России 1700-1917 гг. Выпуск 2018 год. В. Е. Семенов ;  ;  ;  ;  ; 63 ; ТАЕЖНЫЙ ; 947 
 6500 ; БАЗОВЫЙ каталог монеты России 1700-1917 гг. Выпуск 2018 год. В. Е. Семенов ;  ;  ;  ;  ; 34 ; hoza ; 928 
 6501 ; Монетный передел 1700-1917 гг. В. Е. Семенов ;  ;  ;  ;  ; 45 ; hoza ; 269 
 6502 ; Псевдонимы российского рубля ;  ;  ;  ;  ; 19 ; Dimitr1 ; 87 
 6503 ; В.Е. Семенов. Куда уходят деньги ;  ;  ;  ;  ; 8 ; NtYdS ; 46 
 6504 ; Подделки российских монет. В. Е. Семенов ;  ;  ;  ;  ; 23 ; Dimitr1 ; 192 
 6405 ; Постер Дарьи Шадриной. Отражение ;  ;  ;  ;  ; 8 ; Valera72 ; 459 
 6406 ; Авторский принт Марии Мишкаревой. Лавандовый мед ;  ;  ;  ;  ; 15 ; Sk-masshtab ; 669 
 6407 ; Работа Сергея Зиновкина ;  ;  ;  ;  ; 22 ; LEXAI ; 453 
 6408 ; Комплект авторских открыток Дарьи Шадриной. (4 шт.) ;  ;  ;  ;  ; 12 ; Бигль ; 90 
 6409 ; Лист NUMIS NH30N в альбом на 30 монет. (Упаковка 5 шт.) Leuchtturm, #305956 ;  ;  ;  ;  ; 13 ; Бигль ; 113 
 6410 ; Лист NUMIS NH20N в альбом на 20 монет. (Упаковка 5 шт.). Leuchtturm, #323100 ;  ;  ;  ;  ; 31 ; Бигль ; 114 
 6411 ; Лист ЛММ-12 в альбом NUMIS на 12 монет. Упаковка 10 шт. Россия ;  ;  ;  ;  ; 7 ; glad447 ; 91 
 6412 ; Лист в альбом Optima на 60 монет, скользящий. Упаковка 8 шт. Нумизмат-С ;  ;  ;  ;  ; 15 ; uhfvv7 ; 94 
 6413 ; Лист КЛБ-3 в альбом Optima, на 3 банкноты. Упаковка (10 шт.). Сомс, #2025003 ;  ;  ;  ;  ; 35 ; Yamilov ; 194 
 6414 ; Лист КЛБ-3 в альбом Optima, на 3 банкноты. Упаковка (10 шт.). Сомс, #2025003 ;  ;  ;  ;  ; 37 ; Yamilov ; 185 
 6415 ; Лист КЛБ-3 в альбом Optima, на 3 банкноты. Упаковка (10 шт.). Сомс, #2025003 ;  ;  ;  ;  ; 34 ; VAZ-2107 ; 182 
 6416 ; Лист КЛБ-1 в альбом Optima, на 1 банкноты. Упаковка (10 шт.). Сомс, #2025001 ;  ;  ;  ;  ; 28 ; russland ; 155 
 6417 ; Лист КЛБ-1 в альбом Optima, на 1 банкноты. Упаковка (10 шт.). Сомс, #2025001 ;  ;  ;  ;  ; 26 ; russland ; 163 
 6418 ; Лист КЛБ-1 в альбом Optima, на 1 банкноты. Упаковка (10 шт.). Сомс, #2025001 ;  ;  ;  ;  ; 41 ; russland ; 128 
 6419 ; Лист КЛБ-4 в альбом Optima, на 4 банкноты. Упаковка (10 шт.). Сомс, #2025004 ;  ;  ;  ;  ; 55 ; t_v_v ; 123 
 6420 ; Лист КЛБ-4 в альбом Optima, на 4 банкноты. Упаковка (10 шт.). Сомс, #2025004 ;  ;  ;  ;  ; 10 ; maymuse ; 114 
 6421 ; Лист КЛБ-4 в альбом Optima, на 4 банкноты. Упаковка (10 шт.). Сомс, #2025004 ;  ;  ;  ;  ; 32 ; DVD67 ; 123 
 6422 ; Лист КЛМ-35С в альбом Optima на 35 монет, скользящий. Упаковка (5 шт.). Сомс, #2025013 ;  ;  ;  ;  ; 34 ; glad447 ; 128 
 6423 ; Разделитель картонный в альбом OPTIMA. Упаковка (50 шт.). Lindner ;  ;  ;  ;  ; 33 ; Бигль ; 396 
 6424 ; Комплект листов для значков ТКП-АВ. СомС, 11-643-2025020 ;  ;  ;  ;  ; 20 ; scaar ; 305 
 6425 ; Листы КЛФ-3В в альбом GRANDE, на 3 банкноты. Упаковка (10 шт.). СомС, #2431003 ;  ;  ;  ;  ; 35 ; Dimitr1 ; 293 
 6426 ; Капсулы для монет – 24 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 4 ; NtYdS ; 147 
 6427 ; Капсулы для монет – 24,5 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 5 ; Декарт ; 146 
 6428 ; Капсулы для монет – 25 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 18 ; NtYdS ; 147 
 6429 ; Капсулы для монет – 26 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 4 ; NtYdS ; 147 
 6430 ; Капсулы CAPS 28 для монет – 28 мм, упаковка 10 шт. Leuchtturm, #312236 ;  ;  ;  ;  ; 7 ; Ligaga ; 156 
 6431 ; Капсулы для монет – 30 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 4 ; NtYdS ; 147 
 6432 ; Капсулы для монет – 32 мм, упаковка 10 шт. Leuchtturm. ;  ;  ;  ;  ; 4 ; NtYdS ; 147 
 6433 ; Капсулы для монет – 32,5 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 4 ; NtYdS ; 147 
 6434 ; Капсулы для монет – 33 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 16 ; truck ; 153 
 6435 ; Капсулы Caps 34 для монет – 34 мм, упаковка 10 шт. Leuchtturm, #310430 ;  ;  ;  ;  ; 6 ; AI ; 155 
 6436 ; Капсулы CAPS 35 для монет – 35 мм, упаковка 10 шт. Leuchtturm, #318983 ;  ;  ;  ;  ; 13 ; NtYdS ; 148 
 6437 ; Капсулы для монет – 36 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 7 ; Ligaga ; 148 
 6438 ; Капсулы для монет – 38 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 6 ; AI ; 194 
 6439 ; Капсулы для монет – 39 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 6 ; O.Krit ; 153 
 6440 ; Капсулы для монет – 39 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 6 ; serg901 ; 151 
 6441 ; Капсулы для монет – 40 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 3 ; птичка16 ; 147 
 6442 ; Капсулы для монет – 41 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 4 ; AI ; 147 
 6443 ; Капсулы для монет – 41 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 4 ; NtYdS ; 147 
 6444 ; Капсулы для монет – 30 мм (круг), упаковка 10 шт. Россия ;  ;  ;  ;  ; 15 ; cotangens ; 102 
 6445 ; Капсулы для монет – 33 мм, упаковка 10 шт. Россия ;  ;  ;  ;  ; 11 ; cotangens ; 105 
 6446 ; Капсулы для монет – 12 мм, упаковка 10 шт. Россия ;  ;  ;  ;  ; 5 ; cotangens ; 114 
 6447 ; Капсулы для монет – 16 мм (круг), упаковка 10 шт. Россия ;  ;  ;  ;  ; 23 ; Yamilov ; 147 
 6448 ; Капсулы EVERSLAB40 для монет - 40 мм, упаковка 5 шт. Производство «Leuchtturm», #342047 ;  ;  ;  ;  ; 22 ; Dimitr1 ; 255 
 6449 ; Нумизматические перчатки, размер 8/M. Shine Coins, #PS007 ;  ;  ;  ;  ; 10 ; Fedo ; 135 
 6450 ; Нумизматические перчатки, размер 9/L. Shine Coins, #PS007 ;  ;  ;  ;  ; 16 ; serg901 ; 136 
