 4859 ; Бона иностранная. Болгария ; 1951 ;  ;  ;  ; 16 ; Приор ; 139 
 4854 ; Бона иностранная. Болгария ; 1951 ;  ;  ;  ; 72 ; никсер ; 286 
 4855 ; Бона иностранная. Болгария ; 1951 ;  ;  ;  ; 13 ; никсер ; 255 
 4856 ; Бона иностранная. Болгария ; 1951 ;  ;  ;  ; 32 ; никсер ; 204 
 4857 ; Бона иностранная. Болгария ; 1951 ;  ;  ;  ; 34 ; никсер ; 214 
 4858 ; Бона иностранная. Болгария ; 1951 ;  ;  ;  ; 20 ; никсер ; 204 
 4523 ; Бона иностранная ;  ;  ;  ;  ; 21 ; asru ; 34 
 4524 ; Бона иностранная ;  ;  ;  ;  ; 8 ; asru ; 33 
 4525 ; Бона иностранная ;  ;  ;  ;  ; 8 ; asru ; 33 
 4526 ; Бона иностранная ;  ;  ;  ;  ; 21 ; Юбер ; 50 
 4527 ; Бона иностранная ;  ;  ;  ;  ; 33 ; advokatx ; 59 
 4528 ; Бона иностранная ;  ;  ;  ;  ; 20 ; 333985 ; 171 
 4529 ; Бона иностранная ;  ;  ;  ;  ; 21 ; Gera_K ; 53 
 4530 ; Бона иностранная ;  ;  ;  ;  ; 18 ; asus ; 77 
 4531 ; Бона иностранная ;  ;  ;  ;  ; 26 ; asus ; 50 
 4532 ; Бона иностранная ;  ;  ;  ;  ; 12 ; KYZIA ; 77 
 4533 ; Бона иностранная ;  ;  ;  ;  ; 15 ; POSHEXON ; 40 
 4534 ; Бона иностранная ;  ;  ;  ;  ; 30 ; asus ; 61 
 4535 ; Бона иностранная ;  ;  ;  ;  ; 5 ; asus ; 60 
 4536 ; Бона иностранная ;  ;  ;  ;  ; 16 ; asus ; 101 
 4537 ; Бона иностранная ;  ;  ;  ;  ; 9 ; ек ; 79 
 4538 ; Бона иностранная ;  ;  ;  ;  ; 24 ; ppp ; 50 
 4539 ; Бона иностранная ;  ;  ;  ;  ; 14 ; vasek ; 69 
 4540 ; Бона иностранная ;  ;  ;  ;  ; 6 ; asus ; 77 
 4541 ; Бона иностранная ;  ;  ;  ;  ; 13 ; asus ; 75 
 4542 ; Бона иностранная ;  ;  ;  ;  ; 17 ; asus ; 73 
 4543 ; Бона иностранная ;  ;  ;  ;  ; 19 ; doiu33 ; 114 
 4544 ; Бона иностранная ;  ;  ;  ;  ; 16 ; ек ; 77 
 4545 ; Бона иностранная ;  ;  ;  ;  ; 21 ; asus ; 61 
 4546 ; Бона иностранная ;  ;  ;  ;  ; 31 ; asus ; 101 
 4547 ; Бона иностранная ;  ;  ;  ;  ; 11 ; smel ; 132 
 4548 ; Бона иностранная ;  ;  ;  ;  ; 17 ; asus ; 73 
 4549 ; Бона иностранная ;  ;  ;  ;  ; 22 ; asus ; 100 
 4550 ; Бона иностранная ;  ;  ;  ;  ; 17 ; jj ; 73 
 4551 ; Бона иностранная ;  ;  ;  ;  ; 11 ; 9724 ; 62 
 4552 ; Бона иностранная ;  ;  ;  ;  ; 18 ; advokatx ; 30 
 4553 ; Бона иностранная ;  ;  ;  ;  ; 22 ; jj ; 71 
 4554 ; Бона иностранная ;  ;  ;  ;  ; 20 ; jj ; 72 
 4555 ; Бона иностранная ;  ;  ;  ;  ; 29 ; advokatx ; 73 
 4556 ; Бона иностранная ;  ;  ;  ;  ; 34 ; jj ; 40 
 4557 ; Бона иностранная ;  ;  ;  ;  ; 11 ; seger ; 33 
 4558 ; Бона иностранная ;  ;  ;  ;  ; 31 ; rofi ; 41 
 4559 ; Бона иностранная ;  ;  ;  ;  ; 26 ; asus ; 101 
 4560 ; Бона иностранная ;  ;  ;  ;  ; 35 ; Gera_K ; 42 
 4561 ; Бона иностранная ;  ;  ;  ;  ; 32 ; RusScat ; 114 
 4562 ; Бона иностранная ;  ;  ;  ;  ; 26 ; asus ; 101 
 4563 ; Бона иностранная ;  ;  ;  ;  ; 33 ; RusScat ; 138 
 4564 ; Лот бон США: 2 доллара (3шт) ; 1976, 1995, 2003А ;  ;  ;  ; 175 ; Юфан ; 911 
 4801 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 22 ; никсер ; 63 
 4802 ; Бона иностранная.  Германия ; 1922 ;  ;  ;  ; 18 ; asus ; 100 
 4803 ; Бона иностранная.  Германия ; 1910 ;  ;  ;  ; 54 ; RusScat ; 321 
 4804 ; Бона иностранная. Украина. Пять карбованцев ; 1942 ;  ;  ;  ; 58 ; КРАЙ ; 350 
 4805 ; Бона иностранная. Польша ; 1916 ;  ;  ;  ; 25 ; asus ; 252 
 4806 ; Бона иностранная. Англия ;  ;  ;  ;  ; 44 ; max2008 ; 329 
 4807 ; Бона иностранная. Гибралтар ; 1979 ;  ;  ;  ; 20 ; asus ; 227 
 4808 ; Бона иностранная. Канада ; 1973 ;  ;  ;  ; 38 ; max2008 ; 221 
 4163 ; Акция США ;  ;  ;  ;  ; 55 ; 4004 ; 101 
 4164 ; Акция США ;  ;  ;  ;  ; 37 ; 4004 ; 101 
 4165 ; Акция США ;  ;  ;  ;  ; 21 ; 4004 ; 101 
 4166 ; Акция США ;  ;  ;  ;  ; 18 ; ъхз ; 97 
 4167 ; Акция США ;  ;  ;  ;  ; 18 ; 4004 ; 101 
 4168 ; Акция США ;  ;  ;  ;  ; 7 ; ъхз ; 99 
 4169 ; Акция США ;  ;  ;  ;  ; 7 ; KYZIA ; 101 
 4170 ; Акция США ;  ;  ;  ;  ; 8 ; Gera_K ; 101 
 4301 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 47 ; yuri.gruzdev ; 1390 
 4302 ; 5000 рублей ; 1919 ;  ;  ;  ; 46 ; gerber68 ; 561 
 4303 ; 5000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 9 ; садовник ; 1020 
 4304 ; Лот 5 шт. Боны СССР ;  ;  ;  ;  ; 79 ; sidr ; 653 
 4305 ; Лот бон 6 штук ;  ;  ;  ;  ; 23 ; Юфан ; 273 
 4306 ; 2 гривни ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ;  ; 51 ; Юфан ; 113 
 4307 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 71 ; Silence ; 1599 
 4308 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 16 ; Sky2 ; 357 
 4309 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 45 ; *sanek* ; 771 
 4310 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 32 ; gusar ; 251 
 4311 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ; AU ; 38 ; fedotov.andrei ; 135 
 4312 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 26 ; Юфан ; 84 
 4313 ; 50 копеек ;  ;  ;  ; AU ; 42 ; gusar ; 210 
 4314 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 34 ; alex550 ; 357 
 4315 ; 50 рублей ; 1961 ; билет ;  ;  ; 41 ; veron ; 340 
 4316 ; Бона 250 рублей кооператив" Володарец" ; 1923 ;  ;  ;  ; 33 ; potapov0 ; 1311 
 4317 ; Бона 100 рублей. Объединенное потреб.о-во " Правильный путь" ; 1923 ;  ;  ;  ; 50 ; potapov0 ; 1372 
 4318 ; 3 рубля ; 1919 ; Латвия. Разменный знак ;  ;  ; 24 ; rofi ; 146 
 4319 ; 100 рублей ; 1961 ;  ;  ;   ; 68 ; 654321 ; 327 
 4320 ; 50000 рублей ; 1994 ; банкнота ;  ;   ; 48 ; RusScat ; 614 
 4501 ; Бона иностранная ;  ;  ;  ;  ; 8 ; doiu33 ; 30 
 4502 ; Бона иностранная ;  ;  ;  ;  ; 2 ; газета ; 29 
 4503 ; Бона иностранная ;  ;  ;  ;  ; 4 ; asus ; 31 
 4504 ; Бона иностранная ;  ;  ;  ;  ; 7 ; газета ; 29 
 4505 ; Бона иностранная ;  ;  ;  ;  ; 2 ; газета ; 29 
 4506 ; Бона иностранная ;  ;  ;  ;  ; 7 ; 9724 ; 31 
 4507 ; Бона иностранная ;  ;  ;  ;  ; 12 ; 4004 ; 36 
 4508 ; Бона иностранная ;  ;  ;  ;  ; 19 ; asru ; 40 
 4509 ; Бона иностранная ;  ;  ;  ;  ; 18 ; газета ; 39 
 4510 ; Бона иностранная ;  ;  ;  ;  ; 19 ; 9724 ; 31 
 4511 ; Бона иностранная ;  ;  ;  ;  ; 11 ; advokatx ; 30 
 4512 ; Бона иностранная ;  ;  ;  ;  ; 13 ; advokatx ; 32 
 4513 ; Бона иностранная ;  ;  ;  ;  ; 8 ; 4004 ; 30 
 4514 ; Бона иностранная ;  ;  ;  ;  ; 8 ; 4004 ; 30 
 4515 ; Бона иностранная ;  ;  ;  ;  ; 34 ; advokatx ; 53 
 4516 ; Бона иностранная ;  ;  ;  ;  ; 6 ; 4004 ; 30 
 4517 ; Бона иностранная ;  ;  ;  ;  ; 6 ; 4004 ; 30 
 4518 ; Бона иностранная ;  ;  ;  ;  ; 7 ; 9724 ; 31 
 4519 ; Бона иностранная ;  ;  ;  ;  ; 6 ; 4004 ; 30 
 4520 ; Бона иностранная ;  ;  ;  ;  ; 6 ; 4004 ; 30 
 4521 ; Бона иностранная ;  ;  ;  ;  ; 58 ; advokatx ; 96 
 4522 ; Бона иностранная ;  ;  ;  ;  ; 5 ; газета ; 29 
 4113 ; 25 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 56 ; alex550 ; 565 
 4114 ; 50 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 35 ; Стрепет ; 750 
 4115 ; 25 рублей ; 1952 ;  ;  ;  ; 9 ; kalan ; 108 
 4116 ; 50 рублей ; 1982 ;  ;  ;  ; 13 ; asru ; 117 
 4117 ; 50 рублей ; 1938 ;  ;  ;  ; 41 ; sher60 ; 1113 
 4118 ; 100 рублей ; 1947 ;  ;  ;  ; 31 ; olga555 ; 500 
 4119 ; 100 рублей ; 1946 ;  ;  ;  ; 42 ; kalan ; 406 
 4120 ; 100 рублей ; 1950 ;  ;  ;  ; 25 ; газета ; 261 
 4121 ; 200 рублей ; 1948 ;  ;  ;  ; 50 ; газета ; 329 
 4122 ; 3 рубля. Вяземский р.к. ;  ;  ;  ;  ; 48 ; verunk1 ; 1388 
 4123 ; 2 рубля. Таганрог ;  ;  ;  ;  ; 40 ; verunk1 ; 1020 
 4124 ; 50 копеек. Новороссийск ;  ;  ;  ;  ; 34 ; bon15041980 ; 1000 
 4125 ; 10 копеек. Таганрог ;  ;  ;  ;  ; 81 ; verunk1 ; 1020 
 4126 ; 1 копейка. Таганрог ;  ;  ;  ;  ; 42 ; imir ; 2106 
 4127 ; 5 копеек. Таганрог ;  ;  ;  ;  ; 13 ; verunk1 ; 1020 
 4128 ; 5000 рублей. Закавказье ;  ;  ;  ;  ; 11 ; vfuflfy49 ; 204 
 4129 ; 3 рубля. Донснабторг ; 1924 ;  ;  ;  ; 58 ; benc ; 2066 
 4130 ; 1 рубль. Донснабторг ; 1924 ;  ;  ;  ; 48 ; benc ; 2066 
 4131 ; 5 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 18 ; колхоз1 ; 555 
 4132 ; 25 карбованцев ; 1918 ; Украина. Знак Державноi скарбницi ;  ;  ; 17 ; Виталий 64 ; 668 
 4133 ; 5 рублей ; 1918 ; Денежн.знаки.Краевой исп.Советов Северного Кавказа ;  ;  ; 51 ; Sky2 ; 1558 
 4134 ; 50 копеек. Русско-Азиатский банк ; 1919 ;  ;  ;  ; 51 ; verunk1 ; 1774 
 4135 ; 5 рублей. Харбин ; 1919 ;  ;  ;  ; 68 ; zima ; 2561 
 4136 ; 10 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 22 ; joper69 ; 801 
 4137 ; 50 рублей ; 1918 ; Денежн.знаки.Краевой исп.Советов Северного Кавказа ;  ;  ; 45 ; Виталий 64 ; 1898 
 4138 ; 250000 рублей ; 1923 ; Закавказье ;  ;  ; 5 ; alex550 ; 510 
 4139 ; 1000 рублей ; 1919 ;  ;  ;  ; 37 ; про ; 360 
 4140 ; 100 рублей. Русско-Азиатский банк ; 1919 ;  ;  ;  ; 36 ; sdfg ; 24056 
 4141 ; 1 червонец ; 1922 ; Банковские билеты ;  ;  ; 38 ; каламбурчик ; 18117 
 4142 ; 100 рублей ; 1913 ; Билеты государственного казначейства ;  ;  ; 43 ; kont ; 9939 
 4143 ; Наркомторг СССР. Разрешение ;  ;  ;  ;   ; 24 ; Sky2 ; 408 
 4144 ; Страховая квитанция. Юнкер и Ко ;  ;  ;  ;  ; 40 ; kont ; 337 
 4145 ; Облигация ; 1896 ;  ;  ;  ; 19 ; ъхз ; 281 
 4146 ; Облигация ; 1896 ;  ;  ;  ; 13 ; vjacha ; 299 
 4147 ; Облигация Николаевской ж/д ; 1867 ;  ;  ;   ; 94 ; 4758 ; 707 
 4148 ; Облигация Николаевской ж/д ; 1869 ;  ;  ;   ; 105 ; Donald Trump ; 700 
 4149 ; Облигация Николаевской ж/д ; 1869 ;  ;  ;   ; 134 ; dimon-2007 ; 714 
 4150 ; Главное об-во Российскийх ж/д. Облигация ; 1890 ;  ;  ;  ; 18 ; kont ; 1039 
 4151 ; Облигация ; 1909 ;  ;  ;  ; 8 ; dimon-2007 ; 250 
 4152 ; Облигация ; 1909 ;  ;  ;  ; 14 ; ъхз ; 192 
 4153 ; Облигация ; 1909 ;  ;  ;  ; 13 ; ъхз ; 175 
 4154 ; Облигация ; 1880 ;  ;  ;  ; 57 ; 333985 ; 267 
 4155 ; Облигация Юго-Восточных ж/д ; 1897 ;  ;  ;  ; 15 ; potapov0 ; 969 
 4156 ; Облигация Моршанско-Сызранской ж/д ; 1889 ;  ;  ;  ; 20 ; Donald Trump ; 950 
 4157 ; 1000000 рублей ; 1996 ;  ;  ;  ; 11 ; faihu ; 253 
 4158 ; 1000000 рублей ; 1996 ;  ;  ;  ; 8 ; 333985 ; 212 
 4159 ; 1000000 рублей ; 1996 ;  ;  ;  ; 23 ; 333985 ; 207 
 4160 ; 1000000 рублей ; 1966 ;  ;  ;  ; 54 ; kalan ; 249 
 4161 ; Акция ; 1904 ;  ;  ;  ; 8 ; kont ; 120 
 4162 ; Облигация Черноморской ж/д ; 1916 ;  ;  ;  ; 35 ; Donald Trump ; 505 
 4063 ; 30 рублей ;  ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 39 ; alex550 ; 385 
 4064 ; Справка на получение карточек ; 1948 ;  ;  ;  ; 12 ; ек ; 199 
 4065 ; Справка на получение карточек ; 1948 ;  ;  ;  ; 13 ; himik121 ; 245 
 4066 ; Справка на получение карточек ; 1948 ;  ;  ;  ; 9 ; 4758 ; 204 
 4067 ; 1 доллар США ; 1935 ;  ;  ;  ; 19 ; Dave ; 208 
 4068 ; 1 доллар США ; 1935 ;  ;  ;  ; 28 ; BlackDragon88 ; 199 
 4069 ; 1 доллар США ; 1935 ;  ;  ;  ; 23 ; Gera_K ; 189 
 4070 ; 1 доллар США ; 1935 ;  ;  ;  ; 27 ; alex550 ; 287 
 4071 ; Билет МММ ;  ;  ;  ;  ; 35 ; 199z ; 114 
 4072 ; 100 форинтов ; 1984 ;  ;  ;  ; 41 ; 9724 ; 114 
 4073 ; 1 доллар ; 1928 ;  ;  ;  ; 37 ; alex550 ; 370 
 4074 ; 100 юаней ; 1941 ;  ;  ;  ; 18 ; ъхз ; 112 
 4075 ; 10 юаней ; 1928 ;  ;  ;  ; 27 ; sdfg ; 340 
 4076 ; 10 юаней ; 1940 ;  ;  ;  ; 27 ; Sky2 ; 137 
 4077 ; 1000000 пенго ; 1946 ;  ;  ;  ; 33 ; seger ; 114 
 4078 ; 1000000 пенго ; 1945 ;  ;  ;  ; 19 ; seger ; 101 
 4079 ; 100000 пенго ; 1945 ;  ;  ;  ; 25 ; asus ; 120 
 4080 ; 10 юаней ; 1930 ;  ;  ;  ; 42 ; Sky2 ; 216 
 4081 ; 20 юаней ; 1930 ;  ;  ;  ; 16 ; Sky2 ; 335 
 4082 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 14 ; Greenfields ; 80 
 4083 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 19 ; seger ; 101 
 4084 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 24 ; imi ; 53 
 4085 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 5 ; Gera_K ; 33 
 4086 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 4 ; Gera_K ; 32 
 4087 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 8 ; eniy5 ; 50 
 4088 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 23 ; alex241 ; 51 
 4089 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 44 ; seger ; 59 
 4090 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; Northman ; 57 
 4091 ; 10 копеек ; 1915 ; Деньги-марки ;  ; AU ; 16 ; lvd ; 101 
 4092 ; 10 копеек ; 1915 ; Деньги-марки ;  ; AU ; 28 ; каламбурчик ; 120 
 4093 ; 15 копеек ; 1915 ; Деньги-марки ;  ; AU ; 14 ; vfuflfy49 ; 78 
 4094 ; 15 копеек ; 1915 ; Деньги-марки ;  ; AU ; 22 ; каламбурчик ; 110 
 4095 ; 3 копейки ; 1915 ; Деньги-марки ;  ; AU ; 14 ; Танзан ; 91 
 4096 ; 3 копейки ; 1915 ; Деньги-марки ;  ; AU ; 44 ; каламбурчик ; 168 
 4097 ; 1 копейка ; 1917 ; Деньги-марки ;  ; AU ; 37 ; каламбурчик ; 247 
 4098 ; 50 копеек ; 1923 ; Денежные знаки (с рисунком монеты) ;  ; AU ; 55 ; rad22 ; 1000 
 4099 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 8 ; про ; 114 
 4100 ; 50 копеек. Юденич ; 1919 ;  ;  ; AU ; 20 ; alex241 ; 1020 
 4101 ; 100 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ; AU ; 55 ; verunk1 ; 3125 
 4102 ; 30 рублей ;  ; Расчетные знаки РСФСР образца 1919 г. ;  ; AU ; 90 ; lvd ; 911 
 4103 ; 50 копеек ;  ;  ;  ; AU ; 7 ; 333985 ; 230 
 4104 ; 60 рублей ;  ; Расчетные знаки РСФСР образца 1919 г. ;  ; AU ; 86 ; lvd ; 1224 
 4105 ; 100 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ; AU ; 20 ; joper69 ; 918 
 4106 ; 3 рубля ; 1919 ; Латвия. Разменный знак ;  ; AU ; 23 ; 333985 ; 444 
 4107 ; 5 рублей ; 1919 ; Латвия. Разменный знак ;  ; AU ; 16 ; ppp ; 453 
 4108 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 54 ; Калган ; 255 
 4109 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 35 ; eniy5 ; 309 
 4110 ; 25 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 57 ; rad22 ; 1106 
 4111 ; 25 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 150 ; joper69 ; 3570 
 4112 ; 25 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 91 ; yuri.gruzdev ; 355 
 3816 ; Лот монет Африки: 6шт ; 2009,2010 ;  ; Br ; AU/XF ; 36 ; DVZ ; 41 
 3817 ; Лот монет Дании и Нидерландов: 29шт ; 1951-1980 ;  ; Cu-Ni,Br ; VF/XF ; 80 ; SeeKaban ; 184 
 3818 ; Лот монет Хорватии, Словении, Словакии, Чехословакии, Болгарии и Югославии: 31шт ; 1955-2007 ;  ; Cu-Ni,Cu-Zn,Al, ; VF-/AU ; 62 ; Al0851 ; 219 
 3819 ; Лот монет Турции, Греции, Мальты, Ливана и Барбадоса: 22шт ; 1952-2001 ;  ; Cu-Ni,Лат,St ; VF-/AU ; 39 ; andreyM ; 258 
 3820 ; Лот монет ГДР: 33шт ; 1950-1988 ;  ; Al ; AU/F ; 25 ; лесной ; 208 
 3821 ; Лот монет Франции, Италии, Великобритании, Канады и Люксембурга: 21шт ; 1955-1989 ;  ; Cu-Ni,Br,Би/м, ; VF/AU ; 25 ; ИльяЗавр ; 163 
 3822 ; Лот монет Польши и Австрии: 24шт ; 1952-2008 ;  ; Cu-Ni,Br,Al,лат ; VF/AU ; 22 ; chuk ; 79 
 3823 ; Лот монет Японии и Кореи:16шт ;  ;  ; Cu-Ni,Лат,Br ; VF/XF- ; 20 ; SeeKaban ; 104 
 3824 ; Лот монет Испании: 27шт ; 20 век ;  ; Cu-Ni,Лат,Al ; VF-/AU ; 61 ; SeeKaban ; 265 
 3825 ; Лот иностранных монет (Страны Европы, Азии, Африки): 33шт ; 20,21 века ;  ; Br,St,Cu-Ni,лат ; F-VF/XF ; 34 ; rofi ; 286 
 3826 ; Лот монет Швеции и Дании: 17шт ; 20,21 века ;  ; Br,Cu-Ni ; VF-/AU ; 66 ; DVZ ; 81 
 3827 ; Лот монет Австралии и Новой Зеландии: 10шт ; 20 век ;  ; Cu-Ni,Br ; VF/XF ; 29 ; bukashka ; 129 
 3828 ; Лот иностранных монет: 20шт ; 20,21 века ;  ; Лат,Cu-Ni ; F-VF/XF+ ; 53 ; SeeKaban ; 271 
 3829 ; Лот иностранных монет: 45шт ; 20 век ;  ; Cu-Ni,Al,лат,St ; VF/AU ; 68 ; rofi ; 340 
 3830 ; Лот иностранных монет: 11шт ; 20 век ;  ; Би/м,Cu-Ni,лат ; VF/AU ; 36 ; bukashka ; 184 
 3831 ; Лот монет Канады и Великобритании: 12шт ; 20 век ;  ; Cu-Ni,лат,Br ; VF-/AU ; 30 ; 181957 ; 110 
 3832 ; Лот монет Колумбии: 12шт ; 20 век ;  ; Cu-Ni,Br,Лат ; VF-/AU ; 37 ; denita ; 300 
 3833 ; Лот монет Уругвая: 8шт ; 20 век ;  ; Cu-Ni,Лат ; VF-XF/AU ; 54 ; denita ; 278 
 3834 ; Лот монет Португалии и Кабо-Верде: 16шт ; 20 век ;  ; Лат,Cu-Ni,Би/м ; F-VF/XF ; 47 ; bukashka ; 260 
 3835 ; Лот монет Аргентины: 27шт ; 20 век ;  ; Al,Лат,CuNi ; VF+/AU ; 33 ; aurin1 ; 322 
