 6213 ; Пухов Е.В. Монеты "Ефимок с признаками" ; 2014 ;  ;  ;  ; 77 ; 8reales ; 645 
 6161 ; Почтовая карточка. Видъ Ташкента ;  ;  ;  ;  ; 11 ; flutter ; 199 
 6162 ; Почтовая карточка. "Великая Княжна Александры Павловна" ;  ;  ;  ;  ; 15 ; Папа с рацией ; 211 
 6063 ; Почтовая карточка. Лот ( 6шт.) ;  ;  ;  ;  ; 5 ; nikolas13 ; 301 
 6064 ; Почтовая карточка. Лот ( 6шт.) ;  ;  ;  ;  ; 5 ; nikolas13 ; 301 
 6065 ; Почтовая карточка. Лот ( 6шт.) ;  ;  ;  ;  ; 7 ; SWRUS ; 308 
 6066 ; Почтовая карточка. Лот ( 6шт.) ;  ;  ;  ;  ; 5 ; nikolas13 ; 301 
 6067 ; Почтовая карточка. Лот ( 6шт.) ;  ;  ;  ;  ; 7 ; Komposter ; 308 
 6068 ; Почтовая карточка. Лот ( 6шт.) ;  ;  ;  ;  ; 5 ; nikolas13 ; 301 
 6069 ; Почтовая карточка. Лот ( 6шт.) ;  ;  ;  ;  ; 7 ; Gin2268 ; 308 
 6070 ; Почтовая карточка. Лот ( 6шт.) ;  ;  ;  ;  ; 5 ; nikolas13 ; 301 
 6071 ; Почтовая карточка. Лот ( 6шт.) ;  ;  ;  ;  ; 5 ; nikolas13 ; 301 
 6072 ; Почтовая карточка. Крейсер "Штандартъ" ;  ;  ;  ;  ; 13 ; RAPAN ; 680 
 6073 ; Почтовая карточка. Крейсер "Громобой" ;  ;  ;  ;  ; 10 ; RAPAN ; 680 
 6074 ; Почтовая карточка. Крейсер "Светлана" ;  ;  ;  ;  ; 15 ; graff36alex ; 408 
 6075 ; Почтовая карточка. Архангельскъ ;  ;  ;  ;  ; 21 ; Сhatsky ; 203 
 6076 ; Почтовая карточка "President Roosevelt" ;  ;  ;  ;  ; 9 ; nikolas13 ; 35 
 6077 ; Почтовая карточка "America " ;  ;  ;  ;  ; 9 ; RAPAN ; 48 
 6078 ; Почтовая карточка "Republic" ;  ;  ;  ;  ; 7 ; RAPAN ; 48 
 6079 ; Почтовая карточка.  "С.-Петербургъ. Троицкий мостъ" ;  ;  ;  ;  ; 9 ; Komposter ; 204 
 6080 ; Почтовая карточка.  "Не отдадим!" ;  ;  ;  ;  ; 21 ; avs ; 402 
 6081 ; Почтовая карточка. Худ. Елизавета Бёмъ ;  ;  ;  ;  ; 27 ; doc2 ; 1555 
 6082 ; Почтовая карточка. Худ. Елизавета Бёмъ ;  ;  ;  ;  ; 7 ; НУРИ ; 536 
 6083 ; Почтовая карточка. Худ. Елизавета Бёмъ ;  ;  ;  ;  ; 19 ; doc2 ; 1528 
 6084 ; Почтовая карточка. Худ. Елизавета Бёмъ ;  ;  ;  ;  ; 12 ; SS2008 ; 654 
 6085 ; Лот почтовых карточек с гашением и марками (3 штуки) ;  ;  ;  ;  ; 15 ; фрегат ; 164 
 6086 ; Лот почтовых карточек (4 штуки)  до 1917 ;  ;  ;  ;  ; 11 ; nikolas13 ; 153 
 6087 ; Лот почтовых карточек (4 штуки)  до 1917 ;  ;  ;  ;  ; 33 ; Komposter ; 247 
 6088 ; Почтовая карточка с гашением и почтовой маркой ; 1916 ;  ;  ;  ; 14 ; ZIMOGOR ; 124 
 6089 ; Лот почтовых карточек (3 штуки)  до 1917 года ;  ;  ;  ;  ; 11 ; Dimius ; 138 
 6090 ; Почтовая карточка.  "Равные въ смерти" ;  ;  ;  ;  ; 13 ; фрегат ; 48 
 6091 ; Почтовая карточка. Лосиноостровская. Паркъ ;  ;  ;  ;  ; 13 ; Komposter ; 225 
 6092 ; Лот почтовых карточек (2 штуки) New York ;  ;  ;  ;  ; 15 ; Komposter ; 97 
 6093 ; Почтовая карточка. Царь-Колоколъ ;  ;  ;  ;  ; 9 ; SWRUS ; 82 
 6094 ; Почтовая карточка.Мартышкино ;  ;  ;  ;  ; 37 ; Pipe ; 259 
 6095 ; Почтовая карточка. Перемышль ;  ;  ;  ;  ; 5 ; graff36alex ; 90 
 6096 ; Почтовая карточка. Ровно ;  ;  ;  ;  ; 18 ; 1gold ; 123 
 6097 ; Почтовая карточка. Г. Каменецъ- Подольский ;  ;  ;  ;  ; 12 ; RAPAN ; 97 
 6098 ; Почтовая карточка. Петергофъ ;  ;  ;  ;  ; 13 ; ВЕПРЬ ; 67 
 6099 ; Почтовая карточка. Ораниенбаумъ ;  ;  ;  ;  ; 43 ; tpls ; 301 
 6100 ; Почтовая карточка. Елагинский Дворецъ ;  ;  ;  ;  ; 17 ; flutter ; 398 
 6101 ; Почтовая карточка. Шувалово ;  ;  ;  ;  ; 11 ; Sahaliar ; 523 
 6102 ; Почтовая карточка. Озерки ;  ;  ;  ;  ; 13 ; Sahaliar ; 523 
 6103 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 12 ; Папа с рацией ; 159 
 6104 ; Почтовая карточка.Храмъ Преображения Господня ;  ;  ;  ;  ; 21 ; flutter ; 308 
 6105 ; Почтовая карточка. Куоккала ;  ;  ;  ;  ; 58 ; Pipe ; 461 
 6106 ; Почтовая карточка. Александровскъ ;  ;  ;  ;  ; 20 ; flutter ; 449 
 6107 ; Почтовая карточка. Ростовъ Великий ;  ;  ;  ;  ; 27 ; flutter ; 207 
 6108 ; Почтовая карточка. Новочеркасскъ ;  ;  ;  ;  ; 16 ; RAPAN ; 416 
 6109 ; Лот почтовых карточек (4 штуки) Рига ;  ;  ;  ;  ; 9 ; igaist ; 266 
 6110 ; Лот почтовых карточек (3 штуки) Варшава ;  ;  ;  ;  ; 25 ; ZIMOGOR ; 167 
 6111 ; Лот почтовых карточек (4 штуки) PODHORCE ;  ;  ;  ;  ; 9 ; 1gold ; 148 
 6112 ; Почтовая карточка. Мадонна ;  ;  ;  ;  ; 13 ; lenohota ; 296 
 6013 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 5 ; nikolas13 ; 46 
 6014 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 5 ; nikolas13 ; 46 
 6015 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 6 ; 1gold ; 55 
 6016 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 6 ; nikolas13 ; 46 
 6017 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 19 ; flutter ; 538 
 6018 ; Почтовая карточка. Пасха ;  ;  ;  ;  ; 15 ; пмт79 ; 253 
 6019 ; Почтовая карточка. Пасха ;  ;  ;  ;  ; 11 ; пмт79 ; 203 
 6020 ; Почтовая карточка. Пасха ;  ;  ;  ;  ; 7 ; пмт79 ; 203 
 6021 ; Почтовая карточка. Христос Воскрес ;  ;  ;  ;  ; 10 ; пмт79 ; 203 
 6022 ; Почтовая карточка. Христос Воскрес ;  ;  ;  ;  ; 11 ; пмт79 ; 203 
 6023 ; Почтовая карточка. Христос Воскрес ;  ;  ;  ;  ; 10 ; пмт79 ; 203 
 6024 ; Почтовая карточка. Христос Воскрес ;  ;  ;  ;  ; 11 ; пмт79 ; 203 
 6025 ; Почтовая карточка. Можайск ;  ;  ;  ;  ; 23 ; Turtle68 ; 794 
 6026 ; Почтовая карточка. Уфа ;  ;  ;  ;  ; 11 ; мамана ; 159 
 6027 ; Почтовая карточка. Новочеркасск ;  ;  ;  ;  ; 23 ; 1023oxana ; 612 
 6028 ; Почтовая карточка. Шуя ;  ;  ;  ;  ; 11 ; мамана ; 207 
 6029 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 5 ; бриз33 ; 49 
 6030 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 20 ; veet2005 ; 204 
 6031 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 5 ; бриз33 ; 49 
 6032 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 7 ; Komposter ; 152 
 6033 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 5 ; Komposter ; 152 
 6034 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 7 ; Komposter ; 152 
 6035 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 5 ; бриз33 ; 46 
 6036 ; Почтовая карточка. Кашин ;  ;  ;  ;  ; 25 ; мамана ; 261 
 6037 ; Почтовая карточка. Ряжица ;  ;  ;  ;  ; 11 ; igaist ; 351 
 6038 ; Почтовая карточка. Иркутск ;  ;  ;  ;  ; 42 ; Хаа ; 637 
 6039 ; Лот почтовых карточек (2 штуки)  Берлин ;  ;  ;  ;  ; 15 ; птичка16 ; 113 
 6040 ; Почтовая карточка. Симбирск ;  ;  ;  ;  ; 5 ; Leonid09 ; 201 
 6041 ; Почтовая карточка. Клин ;  ;  ;  ;  ; 9 ; Eichhörnchen ; 120 
 6042 ; Почтовая карточка. Скадовск ;  ;  ;  ;  ; 7 ; мамана ; 108 
 6043 ; Почтовая карточка. Омск ;  ;  ;  ;  ; 13 ; рост ; 210 
 6044 ; Почтовая карточка. Тифлис ;  ;  ;  ;  ; 15 ; 333985 ; 101 
 6045 ; Почтовая карточка. Тифлис ;  ;  ;  ;  ; 13 ; s357a ; 151 
 6046 ; Почтовая карточка. Кавказ ;  ;  ;  ;  ; 41 ; мамана ; 257 
 6047 ; Почтовая карточка. Кавказ ;  ;  ;  ;  ; 11 ; лена ; 100 
 6048 ; Почтовая карточка. Железноводск ;  ;  ;  ;  ; 10 ; s357a ; 101 
 6049 ; Почтовая карточка. Железноводск ;  ;  ;  ;  ; 7 ; s357a ; 101 
 6050 ; Почтовая карточка. Железноводск ;  ;  ;  ;  ; 7 ; s357a ; 101 
 6051 ; Почтовая карточка. Железноводск ;  ;  ;  ;  ; 10 ; SWRUS ; 104 
 6052 ; Почтовая карточка. Вера Холодная ;  ;  ;  ;  ; 11 ; s357a ; 151 
 6053 ; Почтовая карточка. Юрьев ;  ;  ;  ;  ; 13 ; SWRUS ; 101 
 6054 ; Почтовая карточка ;  ;  ;  ;  ; 7 ; мамана ; 99 
 6055 ; Почтовая карточка ;  ;  ;  ;  ; 9 ; ac ; 194 
 6056 ; Почтовая карточка ;  ;  ;  ;  ; 13 ; SWRUS ; 77 
 6057 ; Почтовая карточка ;  ;  ;  ;  ; 13 ; porte33 ; 101 
 6058 ; Почтовая карточка ;  ;  ;  ;  ; 11 ; SS2008 ; 113 
 6059 ; Почтовая карточка ;  ;  ;  ;  ; 13 ; бриз33 ; 67 
 6060 ; Почтовая карточка ;  ;  ;  ;  ; 11 ; бриз33 ; 72 
 6061 ; Почтовая карточка ;  ;  ;  ;  ; 5 ; бриз33 ; 61 
 6062 ; Почтовая карточка. Лот ( 6шт.) ;  ;  ;  ;  ; 6 ; nikolas13 ; 301 
 5831 ; Лот иностранных бон (4 штуки) Литва ;  ;  ;  ; AU ; 9 ; vel1956 ; 113 
 5832 ; Лот иностранных бон (7 штук) Молдова ;  ;  ;  ;  ; 38 ; sts ; 156 
 5833 ; Лот иностранных бон (3 штуки) ;  ;  ;  ;  ; 5 ; Краснодар ; 34 
 5834 ; Лот бон (5шт) ;  ;  ;  ;  ; 5 ; б51 ; 46 
 5835 ; Лот бон (7шт) ;  ;  ;  ;  ; 36 ; ren ; 81 
 5836 ; Лот иностранных бон (7 штук) Германия ; 1914 ;  ;  ;  ; 26 ; vel1956 ; 189 
 5837 ; Лот иностранных бон (7 штук) Германия ; 1910 ;  ;  ;  ; 13 ; vel1956 ; 189 
 5838 ; Лот иностранных бон (4 штуки) Германия ;  ;  ;  ;  ; 34 ; Александр-78 ; 151 
 5839 ; Лот бон (6шт) ;  ;  ;  ;  ; 21 ; alesjane ; 522 
 5840 ; Лот иностранных бон (3 штуки) Индия ;  ;  ;  ;  ; 14 ; Valeev ; 104 
 5841 ; Лот иностранных бон (3 штуки) Чехословакия ;  ;  ;  ;  ; 13 ; Вадим Скифский ; 184 
 5842 ; Лот бон Италии. (4 шт.) ;  ;  ;  ;  ; 11 ; 2128508 ; 189 
 5843 ; Лот бон Великобритании. (3 шт.) ;  ;  ;  ;  ; 34 ; ZIMOGOR ; 372 
 5844 ; Лот бон иностранных. (3 шт.) ;  ;  ;  ;  ; 13 ; pref ; 175 
 5845 ; Лот бон Германии. (5 шт.) ;  ;  ;  ;  ; 11 ; 2128508 ; 204 
 5846 ; Лот бон иностранных. (10 шт.) ;  ;  ;  ;  ; 15 ; магаз ; 135 
 5847 ; Лот бон Америки. (5 шт.) ;  ;  ;  ;  ; 11 ; val_diver ; 159 
 5848 ; Лот бон Югославии. (5 шт.) ;  ;  ;  ;  ; 8 ; Ok13 ; 68 
 5849 ; Лот иностранных бон (7 штук) Венесуэла ;  ;  ;  ;  ; 39 ; Zemlayk ; 389 
 5850 ; Бона иностранная. Лот бон ( 6шт.) ;  ;  ;  ;  ; 7 ; Краснодар ; 156 
 5851 ; Бона иностранная. Лот бон ( 6шт.) ;  ;  ;  ;  ; 10 ; alesjane ; 516 
 5852 ; Бона иностранная. Лот бон ( 6шт.) ;  ;  ;  ;  ; 9 ; Краснодар ; 396 
 5853 ; Лот бон иностранных. (12 шт.) ;  ;  ;  ;  ; 18 ; магаз ; 189 
 5854 ; Лот иностранных бон (4 штуки) Беларусь ;  ;  ;  ; AU ; 30 ; СССР1990 ; 403 
 5855 ; Лот иностранных бон (20 штук) Беларусь ;  ;  ;  ; AU ; 7 ; Александр-78 ; 62 
 5856 ; Лот иностранных бон (17 штук) Беларусь ;  ;  ;  ; AU ; 31 ; МММ ; 733 
 5857 ; Лот иностранных бон (10 штуки) Беларусь ;  ;  ;  ; AU ; 17 ; Александр-78 ; 63 
 5858 ; Лот иностранных бон (10 штуки) Беларусь ;  ;  ;  ; AU ; 20 ; Александр-78 ; 69 
 5859 ; Лот иностранных бон (10 штуки) Беларусь ; 2000 ;  ;  ; AU ; 52 ; МММ ; 441 
 5860 ; Лот иностранных бон (10 штуки) Беларусь ; 2000 ;  ;  ; AU ; 36 ; AB ; 1022 
 5861 ; Лот иностранных бон (22 штуки по 50 рублей) Беларусь ; 2000 ;  ;  ; AU ; 11 ; Александр-78 ; 63 
 5862 ; Лот иностранных бон (21 штука по 50 рублей) Беларусь ; 2000 ;  ;  ; AU ; 7 ; Александр-78 ; 68 
 5863 ; Лот иностранных бон (21 штука по 100 рублей) Беларусь ; 2000 ;  ;  ; AU ; 6 ; Александр-78 ; 57 
 5864 ; Лот иностранных бон (21 штука по 100 рублей) Беларусь ; 2000 ;  ;  ; AU ; 12 ; Александр-78 ; 125 
 5865 ; Лот бон Зимбабве. 27 шт. ;  ;  ;  ;  ; 32 ; victorr ; 9000 
 5866 ; Лот бон иностранных. (21 шт.) ;  ;  ;  ;  ; 15 ; Kara1982igor ; 357 
 5867 ; Лот иностранных бон (18 штук) ;  ;  ;  ;  ; 15 ; alesjane ; 318 
 5868 ; Лот нотгельдов Германии. (100 шт.) ;  ;  ;  ;  ; 38 ; to-to ; 3741 
 6001 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 18 ; flutter ; 476 
 6002 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 9 ; мамана ; 210 
 6003 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 17 ; Pipe ; 306 
 6004 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 17 ; 1gold ; 303 
 6005 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 21 ; Komposter ; 247 
 6006 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 13 ; yuri.gruzdev ; 300 
 6007 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 17 ; контраст ; 119 
 6008 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 7 ; бриз33 ; 58 
 6009 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 13 ; veet2005 ; 120 
