 4870 ; Бона иностранная. Германия. 50 марок. Оккупационная эмиссия союзников в Германии. Гознак ; 1944 ;  ;  ;  ; 18 ; Филипп Бенг ; 389 
 4857 ; Лот иностранных бон. Ваучер для вооруженных сил Великобритании. 5 фунтов. 2 шт ; 1958 ;  ;  ;  ; 18 ; Филипп Бенг ; 151 
 4858 ; Бона иностранная. Турция. 250 000 лир ; 1970 ;  ;  ;  ; 31 ; Woker ; 55 
 4859 ; Бона иностранная. Тайвань. 100 юаней ; 1987 ;  ;  ;  ; 31 ; СТРЕКОЗА ; 78 
 4860 ; Лот иностранных бон. 5 шт ;  ;  ;  ;  ; 28 ; LordBalala ; 203 
 4861 ; Лот иностранных бон. 5 шт ;  ;  ;  ;  ; 37 ; ask ; 314 
 4862 ; Лот иностранных бон. Литва. 1 талон. 10 шт ; 1992 ;  ;  ;  ; 18 ; гугл= ; 189 
 4863 ; Лот иностранных бон. Германия. 10 шт ;  ;  ;  ;  ; 19 ; Jauho ; 533 
 4864 ; Лот иностранных бон. Германия. 10 шт ;  ;  ;  ;  ; 19 ; гугл= ; 325 
 4865 ; Лот иностранных бон. Германия. 10 шт ;  ;  ;  ;  ; 16 ; гугл= ; 231 
 4866 ; Лот иностранных бон. Германия. 5 шт ;  ;  ;  ;  ; 25 ; aleantf ; 521 
 4867 ; Лот иностранных бон. Германия. 10 шт ;  ;  ;  ;  ; 24 ; Serg51 ; 350 
 4868 ; Бона иностранная. Германия. 20 миллиардов  марок ; 1923 ;  ;  ;  ; 19 ; Mike! ; 401 
 4869 ; Бона иностранная. Германия. 1 марка. Оккупационная эмиссия союзников в Германии ; 1944 ;  ;  ;  ; 15 ; кве ; 160 
 4540 ; Бона иностранная ;  ;  ;  ;  ; 13 ; гугл= ; 24 
 4541 ; Бона иностранная ;  ;  ;  ;  ; 18 ; trial ; 123 
 4542 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Стрепет ; 340 
 4543 ; Бона иностранная ;  ;  ;  ;  ; 19 ; ASlab ; 30 
 4544 ; Бона иностранная ;  ;  ;  ;  ; 16 ; LordBalala ; 28 
 4545 ; Бона иностранная ;  ;  ;  ;  ; 12 ; brat52 ; 24 
 4546 ; Бона иностранная ;  ;  ;  ;  ; 7 ; brat52 ; 30 
 4547 ; Бона иностранная ;  ;  ;  ;  ; 9 ; слоник ; 68 
 4548 ; Бона иностранная ;  ;  ;  ;  ; 5 ; слоник ; 50 
 4549 ; Бона иностранная ;  ;  ;  ;  ; 9 ; gigajohn ; 34 
 4550 ; Бона иностранная ;  ;  ;  ;  ; 5 ; gigajohn ; 30 
 4551 ; Бона иностранная ;  ;  ;  ;  ; 30 ; brat52 ; 30 
 4552 ; Бона иностранная ;  ;  ;  ;  ; 11 ; dnjhybr33 ; 30 
 4553 ; Бона иностранная ;  ;  ;  ;  ; 16 ; 333985 ; 27 
 4554 ; Бона иностранная ;  ;  ;  ;  ; 10 ; dnjhybr33 ; 30 
 4555 ; Бона иностранная ;  ;  ;  ;  ; 20 ; brat52 ; 30 
 4556 ; Бона иностранная ;  ;  ;  ;  ; 30 ; Gera_K ; 40 
 4557 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Стрепет ; 108 
 4558 ; Бона иностранная ;  ;  ;  ;  ; 9 ; слоник ; 100 
 4559 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Podger ; 101 
 4560 ; Бона иностранная ;  ;  ;  ;  ; 17 ; В1951 ; 32 
 4561 ; Бона иностранная ;  ;  ;  ;  ; 21 ; brigadir ; 62 
 4562 ; Бона иностранная ;  ;  ;  ;  ; 5 ; KYZIA ; 57 
 4563 ; Бона иностранная ;  ;  ;  ;  ; 24 ; Нифертити ; 39 
 4564 ; Бона иностранная ;  ;  ;  ;  ; 16 ; advokatx ; 61 
 4565 ; Бона иностранная ;  ;  ;  ;  ; 5 ; ек ; 28 
 4566 ; Бона иностранная ;  ;  ;  ;  ; 12 ; KYZIA ; 120 
 4567 ; Бона иностранная ;  ;  ;  ;  ; 15 ; zuza ; 33 
 4568 ; Бона иностранная ;  ;  ;  ;  ; 10 ; vladimir-sirke ; 101 
 4569 ; Бона иностранная ;  ;  ;  ;  ; 6 ; kent01 ; 102 
 4570 ; Бона иностранная ;  ;  ;  ;  ; 6 ; Serg51 ; 104 
 4801 ; Бона иностранная. Франция. 10 ливров ; 1792 ;  ;  ;  ; 37 ; аймир ; 453 
 4802 ; Бона иностранная. Франция. 10 ливров ; 1792 ;  ;  ;  ; 29 ; ask ; 363 
 4803 ; Ассигнация на 5 ливров. Франция ;  ;  ;  ;  ; 36 ; аймир ; 510 
 4804 ; Ассигнация на 5 ливров. Франция ;  ;  ;  ;  ; 34 ; аймир ; 450 
 4805 ; Бона иностранная. Польша. 100 злотых ; 1934 ;  ;  ;  ; 28 ; Northman ; 481 
 4806 ; Бона иностранная. Польша. 50 злотых ; 1929 ;  ;  ;  ; 27 ; aleantf ; 230 
 4807 ; Бона иностранная. Польша. 20 злотых ; 1936 ;  ;  ;  ; 31 ; mirumir ; 431 
 4808 ; Бона иностранная. Польша. 20 злотых ; 1931 ;  ;  ;  ; 22 ; aleantf ; 169 
 4809 ; Бона иностранная. Дания. 100 крон ; 1972 ;  ;  ;  ; 41 ; гугл= ; 438 
 4810 ; Бона иностранная. Норвегия. 50 крон ; 1973 ;  ;  ;  ; 37 ; гугл= ; 378 
 4811 ; Бона иностранная. Италия. 10 000 лир ; 1962 ;  ;  ;  ; 21 ; sdv75-2010 ; 522 
 4812 ; Бона иностранная. Швейцария. 100 франков ; 1969 ;  ;  ;  ; 63 ; гугл= ; 1343 
 4813 ; Бона иностранная. Франция. 10 франков ; 1944 ;  ;  ;  ; 17 ; Gera_K ; 203 
 4814 ; Бона иностранная. Тайланд. 100 бат ; 1978 ;  ;  ;  ; 16 ; pref ; 120 
 4815 ; Бона иностранная. Китай. 10 юаней ; 1936 ;  ;  ;  ; 31 ; mirumir ; 255 
 4816 ; Бона иностранная. Китай. 10 юаней ; 1936 ;  ;  ;  ; 26 ; MESSER E2 ; 204 
 4817 ; Бона иностранная. Китай. 500 юаней ; 1945 ;  ;  ;  ; 27 ; кве ; 378 
 4818 ; Бона иностранная. Китай. 1 юань ; 1936 ;  ;  ;  ; 35 ; кве ; 357 
 4819 ; Бона иностранная. Китай. 5 долларов ; 1931 ;  ;  ;  ; 36 ; кве ; 363 
 4400 ; Облигация в 189 руб. 5% заем г. Баку ; 1910 ;  ;  ;  ; 78 ; kont ; 513 
 4401 ; Облигация в 125 рублей. Российский 4% золотой заем ; 1889 ;  ;  ;  ; 41 ; LordBalala ; 331 
 4402 ; Облигация в 125 рублей. Российский 4% золотой заем, второй выпуск ; 1890 ;  ;  ;  ; 48 ; LordBalala ; 368 
 4403 ; Акция в 100 рублей. А. О. "Каучук" ; 1910 ;  ;  ;  ; 39 ; Lizaveta ; 319 
 4404 ; Акция в 250 рублей. Русско - Бельгийское металлургическое о-во ; 1895 ;  ;  ;  ; 34 ; Lizaveta ; 319 
 4405 ; Акция в 150 рублей. Таганрогское металлургическое об-во ; 1913 ;  ;  ;  ; 38 ; 542 ; 663 
 4406 ; Акция в 125 рублей о-во Юго-Восточных железных дорог ; 1913 ;  ;  ;  ; 34 ; ppp612 ; 599 
 4407 ; Облигация в 1000 рублей, Петроградского городского кредитного о-ва ; 1916 ;  ;  ;  ; 30 ; von_Schwarz ; 408 
 4408 ; Облигация в 5000 рублей, С-Петербургского городского кредитного о-ва ; 1908 ;  ;  ;  ; 40 ; kont ; 958 
 4409 ; Облигация в 187р.50коп. Таганрогское металлургическое об-во ; 1897 ;  ;  ;  ; 47 ; толя ; 453 
 4410 ; Облигация в 187р.50коп. Промышленное каменноугольное и металлургическое об-во ; 1898 ;  ;  ;  ; 55 ; Lizaveta ; 326 
 4501 ; Бона иностранная ;  ;  ;  ;  ; 7 ; vladzory ; 35 
 4502 ; Бона иностранная ;  ;  ;  ;  ; 17 ; brigadir ; 26 
 4503 ; Бона иностранная ;  ;  ;  ;  ; 9 ; гугл= ; 15 
 4504 ; Бона иностранная ;  ;  ;  ;  ; 5 ; гугл= ; 11 
 4505 ; Бона иностранная ;  ;  ;  ;  ; 11 ; ges ; 30 
 4506 ; Бона иностранная ;  ;  ;  ;  ; 14 ; ges ; 41 
 4507 ; Бона иностранная ;  ;  ;  ;  ; 9 ; vladzory ; 37 
 4508 ; Бона иностранная ;  ;  ;  ;  ; 10 ; гугл= ; 16 
 4509 ; Бона иностранная ;  ;  ;  ;  ; 34 ; Woker ; 57 
 4510 ; Бона иностранная ;  ;  ;  ;  ; 17 ; 333985 ; 21 
 4511 ; Бона иностранная ;  ;  ;  ;  ; 5 ; KYZIA ; 30 
 4512 ; Бона иностранная ;  ;  ;  ;  ; 5 ; KYZIA ; 51 
 4513 ; Бона иностранная ;  ;  ;  ;  ; 19 ; LordBalala ; 36 
 4514 ; Бона иностранная ;  ;  ;  ;  ; 20 ; seger ; 31 
 4515 ; Бона иностранная ;  ;  ;  ;  ; 9 ; П.А.Н. ; 30 
 4516 ; Бона иностранная ;  ;  ;  ;  ; 7 ; kent01 ; 40 
 4517 ; Бона иностранная ;  ;  ;  ;  ; 10 ; evilpap ; 57 
 4518 ; Бона иностранная ;  ;  ;  ;  ; 15 ; kvvs ; 98 
 4519 ; Бона иностранная ;  ;  ;  ;  ; 15 ; гугл= ; 35 
 4520 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Podger ; 40 
 4521 ; Бона иностранная ;  ;  ;  ;  ; 7 ; слоник ; 100 
 4522 ; Бона иностранная ;  ;  ;  ;  ; 7 ; гугл= ; 12 
 4523 ; Бона иностранная ;  ;  ;  ;  ; 15 ; vladzory ; 101 
 4524 ; Бона иностранная ;  ;  ;  ;  ; 24 ; wünschen viel Glück ; 101 
 4525 ; Бона иностранная ;  ;  ;  ;  ; 30 ; markos ; 104 
 4526 ; Бона иностранная ;  ;  ;  ;  ; 7 ; ASDC ; 30 
 4527 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Gera_K ; 40 
 4528 ; Бона иностранная ;  ;  ;  ;  ; 13 ; markos ; 113 
 4529 ; Бона иностранная ;  ;  ;  ;  ; 16 ; чипыжи ; 41 
 4530 ; Бона иностранная ;  ;  ;  ;  ; 36 ; чипыжи ; 126 
 4531 ; Бона иностранная ;  ;  ;  ;  ; 3 ; gigajohn ; 30 
 4532 ; Бона иностранная ;  ;  ;  ;  ; 6 ; gigajohn ; 51 
 4533 ; Бона иностранная ;  ;  ;  ;  ; 7 ; gigajohn ; 57 
 4534 ; Бона иностранная ;  ;  ;  ;  ; 16 ; bethowen ; 153 
 4535 ; Бона иностранная ;  ;  ;  ;  ; 7 ; gigajohn ; 30 
 4536 ; Бона иностранная ;  ;  ;  ;  ; 5 ; KYZIA ; 30 
 4537 ; Бона иностранная ;  ;  ;  ;  ; 47 ; KYZIA ; 133 
 4538 ; Бона иностранная ;  ;  ;  ;  ; 28 ; Gera_K ; 51 
 4539 ; Бона иностранная ;  ;  ;  ;  ; 35 ; Podger ; 107 
 4350 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 16 ; mks-1 ; 357 
 4351 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 40 ; ValZay ; 169 
 4352 ; Лот 3 шт. 3,5,10 рублей ; 1905,1909 ;  ;  ;  ; 32 ; paulus568 ; 282 
 4353 ; 250 рублей. 2 шт ; 1917 ; Денежные знаки ;  ;  ; 27 ; fordvr ; 177 
 4354 ; 50 копеек ; б/г ; Гос.кредитный билет "Северная Россия" ;  ;  ; 40 ; НЕВО ; 816 
 4355 ; Лот 3 шт. 2 и 50 копеек ;  ;  ;  ;  ; 58 ; sax ; 446 
 4356 ; Лот 2 шт. 3 и 25 рублей ; 1905,1909 ;  ;  ;  ; 21 ; Boryshkas ; 283 
 4357 ; 5 рублей ; 1918 ;  ;  ;  ; 26 ; чипыжи ; 363 
 4358 ; Лот 2 шт. 250 и 1000 рублей ; 1918,1919 ;  ;  ;  ; 24 ; sergo ; 418 
 4359 ; Лот 2 шт. 1000 рублей ; 1917,1919 ;  ;  ;  ; 17 ; sergo ; 453 
 4360 ; 25 копеек ; 1919 ;  ;  ;  ; 56 ; Schwer ; 894 
 4361 ; 50 копеек ;  ;  ;  ;  ; 36 ; Виталий 64 ; 720 
 4362 ; 25 рублей ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 28 ; o.k. ; 420 
 4363 ; Лот 2 шт. 500 и 1000 рублей ; 1918 ;  ;  ;  ; 21 ; t_v_v ; 104 
 4364 ; 20 рублей. 7 шт ;  ;  ;  ;  ; 7 ; gigajohn ; 120 
 4365 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 28 ; gigajohn ; 155 
 4366 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 6 ; slovjnin ; 306 
 4367 ; 10000 рублей ; 1921 ; Армения ;  ;  ; 43 ; sato ; 509 
 4368 ; Лот 4 шт. 1,10,250,500 рублей ; 1923 ;  ;  ;  ; 51 ; 2262н ; 2244 
 4369 ; Выигрышный билет цена 500000 рублей ; 1922 ;  ;  ;  ; 19 ; Филипп Бенг ; 612 
 4370 ; 5000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 30 ; LordBalala ; 303 
 4371 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 17 ; ЛАВ-13 ; 255 
 4372 ; 50 копеек ; 1923 ; Денежные знаки (с рисунком монеты) ;  ;  ; 53 ; Trien ; 665 
 4373 ; 1 рубль. 4 шт ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 19 ; ЛАВ-13 ; 155 
 4374 ; 3 копейки ; 1924 ; Разменные казн.боны ;  ;  ; 115 ; ac ; 2279 
 4375 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 27 ; Serg51 ; 308 
 4376 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ;  ; 32 ; МНП68 ; 1167 
 4377 ; 5 рублей ; 1947 ; Гос.казначейский билет ;  ;  ; 50 ; GERo ; 1134 
 4378 ; 25 рублей ; 1947 ; билет ;  ;  ; 85 ; LordBalala ; 2040 
 4379 ; 1 червонец ; 1937 ; Билет ;  ;  ; 28 ; ZH32 ; 408 
 4380 ; 3 червонца ; 1937 ; Билет ;  ;  ; 72 ; Tral ; 459 
 4381 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 50 ; Стрепет ; 486 
 4382 ; Билет на право входа в кофейню Польского о-ва в Петрограде ;  ;  ;  ;  ; 22 ; kont ; 92 
 4383 ; Лот 4 шт. 1,10,25,100 рублей ; 1961,1991 ;  ;  ;  ; 23 ; o.k. ; 142 
 4384 ; Лот 3 шт. 100,200,500 рублей ; 1993 ;  ;  ;  ; 46 ; nils5 ; 340 
 4385 ; 1000 рублей ; 1995 ; банкнота ;  ;  ; 30 ; Алёша ; 510 
 4386 ; 5 пунктов. Литва ;  ;  ;  ;  ; 37 ; Mike! ; 969 
 4387 ; 1 рубль ; 1938 ;  ;  ;  ; 49 ; sax ; 459 
 4388 ; Лот 4 шт. 1,3,5 рублей и 1 червонец ; 1937,1938 ;  ;  ;  ; 37 ; ЛАВ-13 ; 623 
 4389 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 18 ; sax ; 172 
 4390 ; Лот 2 шт. 25 и 5000 рублей ( с маркой) ; 1961,1992 ;  ;  ;  ; 28 ; Алёша ; 220 
 4391 ; Дорожный чек на 100 рублей. Банк для внешней торговли СССР ;  ;  ;  ;  ; 28 ; НЕВО ; 680 
 4392 ; Дорожный чек на 100 рублей. Банк для внешней торговли СССР ;  ;  ;  ;  ; 15 ; solder13 ; 327 
 4393 ; 50 рублей ; 1961 ; билет ;  ; AU ; 33 ; Papanator62 ; 720 
 4394 ; 50 рублей ; 1961 ; билет ;  ; AU ; 31 ; SergeyAnatoljevich ; 453 
 4395 ; 10 рублей ; 1961 ; билет ;  ; AU ; 28 ; sdfg ; 121 
 4396 ; Лот 2 шт. Благотворительные билеты ; 1988 ;  ;  ; AU ; 17 ; чипыжи ; 82 
 4397 ; Закладной лист с купонами в 500 рублей. Ярославско - Костромского земельного банка. ОБРАЗЕЦ ; 1874 ;  ;  ;  ; 29 ; kont ; 7038 
 4398 ; Закладной лист с купонами в 1000 рублей. Бессарабско - Таврическаго земельного банка. ОБРАЗЕЦ ; 1903 ;  ;  ;  ; 48 ; kehha ; 3290 
 4399 ; Облигация в 187р.50коп. Терское горнопромышленное А.О ; 1899 ;  ;  ;  ; 27 ; Mike! ; 1112 
 4158 ; 25 рублей (5 шт) ; 1961 ;  ;  ;  ; 21 ; ASlab ; 100 
 4301 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 30 ; Tral ; 611 
 4302 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 35 ; kvvs ; 384 
 4303 ; 5 рублей ; 1895 ; Плеске ;  ;  ; 50 ; lvd ; 14027 
 4304 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 28 ; sergo ; 534 
 4305 ; 25 рублей ; 1918 ; без подписей Гос.кредитные билеты(не выпущены) ;  ;  ; 34 ; kostas ; 1566 
 4306 ; 3 рубля ; 1918 ;  ;  ;  ; 50 ; Vb[fksx ; 720 
 4307 ; 500 рублей ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 65 ; _1111_ ; 1381 
 4308 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 45 ; sax ; 925 
 4309 ; 3 рубля ; 1918 ;  ;  ;  ; 19 ; Ритм ; 363 
 4310 ; 1000 рублей ; 1919 ;  ;  ;  ; 28 ; sax ; 611 
 4311 ; 50 рублей ; 1919 ;  ;  ;  ; 49 ; tikhomirius ; 352 
 4312 ; 500 рублей ; 1919 ;  ;  ;  ; 19 ; sergo ; 352 
 4313 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 36 ; LordBalala ; 306 
 4314 ; 500 рублей ; 1920 ;  ;  ;  ; 19 ; tikhomirius ; 250 
 4315 ; Лот 2 шт. 30 и 50 копеек ;  ;  ;  ;  ; 31 ; гугл= ; 662 
 4316 ; 50 копеек ; 1924 ; Разменные казн.боны ;  ;  ; 46 ; RusScat ; 9903 
 4317 ; 1 рубль ; 1934 ; Гос.казначейские билеты ;  ;  ; 40 ; ssss ; 5661 
 4318 ; 500 рублей ; 1992 ; билет ;  ;  ; 63 ; sax ; 453 
 4319 ; 1000 рублей ; 1992 ; билет ;  ;  ; 22 ; Алёша ; 210 
 4320 ; 10000 рублей ; 1992 ; банкнота ;  ;  ; 43 ; Алёша ; 555 
 4321 ; 100 карбованцев ; 1918 ; Украина Знак Державноi скарбицi ;  ;  ; 35 ; karlgustav ; 516 
 4322 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 31 ; paulus568 ; 182 
 4323 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 31 ; МАВ9 ; 227 
 4324 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 23 ; GERo ; 271 
 4325 ; Лот 2 шт. 3 и 5 рублей ; 1918,1919 ;  ;  ;  ; 30 ; ЛАВ-13 ; 591 
 4326 ; Лот 4 шт. 1,5,25,100 рублей ; 1961,1991 ;  ;  ;  ; 35 ; Алёша ; 239 
 4327 ; 1 рубль ; 1938 ;  ;  ;  ; 52 ; 83 ; 453 
 4328 ; 1 рубль ; 1938 ;  ;  ;  ; 31 ; Serg51 ; 408 
 4329 ; 1 рубль ; 1938 ;  ;  ;  ; 36 ; Serg51 ; 407 
 4330 ; 1 рубль ; 1938 ;  ;  ;  ; 34 ; Serg51 ; 378 
 4331 ; 1 рубль ; 1938 ;  ;  ;  ; 44 ; Serg51 ; 444 
 4332 ; 5 пунктов. Литва ;  ;  ;  ;  ; 18 ; чипыжи ; 1259 
 4333 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 33 ; mks-1 ; 619 
 4334 ; 100 рублей. РЕМОНТ ; 1898 ; Тимашев 1903. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 25 ; karlgustav ; 2063 
 4335 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; uz ; 108 
 4336 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 19 ; kvvs ; 116 
 4337 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 9 ; Northman ; 114 
 4338 ; 500 гривень ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ;  ; 40 ; ЛАВ-13 ; 387 
 4339 ; 5 рублей. ОБРАЗЕЦ ; 1947 ; Гос.казначейский билет ;  ; AU ; 38 ; elefant1965 ; 4567 
 4340 ; Лот 2 шт. 1 и 5 рублей ; 1938 ;  ;  ;  ; 29 ; v.k.diamond ; 600 
 4341 ; 500 карьованцев. Ровно ; 1942 ;  ;  ;  ; 101 ; sidr ; 4692 
 4342 ; 50000 рублей ; 1994 ; банкнота ;  ;  ; 65 ; Chif ; 1700 
 4343 ; Лот 4 шт. Чеки "ВНЕШПОСЫЛТОРГА" ; 1976 ;  ;  ;  ; 42 ; Lenchik_2M ; 1135 
 4344 ; Приватизационный чек ;  ;  ;  ;  ; 39 ; митяй ; 520 
 4345 ; Набор КОПИЙ (1,3,5,10 и 25 червонцев 1922, 5 червонцев 1928) ;  ;  ;  ;  ; 48 ; alex1974 ; 1530 
 4346 ; 500 рублей. 2 шт ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 19 ; Rober ; 406 
 4347 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 22 ; mks-1 ; 510 
 4348 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 47 ; solder13 ; 459 
 4349 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 35 ; paulus568 ; 182 
 4108 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 10 ; ек ; 159 
 4109 ; 100 рублей ; 1918 ;  ;  ;  ; 12 ; Viskar ; 255 
