 5893 ; Открытка ;  ;  ;  ;  ; 19 ; SWRUS ; 91 
 5832 ; Почтовая карточка до 1917г.  "Возвращение въ отчий домъ" ;  ;  ;  ;  ; 9 ; Ratmen ; 114 
 5833 ; Почтовая карточка до 1917г. "Кавказские типы" ;  ;  ;  ;  ; 9 ; 222211 ; 147 
 5834 ; Почтовая карточка до 1917г. "Въ монастырскомъ посаде" ;  ;  ;  ;  ; 3 ; yuri.gruzdev ; 58 
 5835 ; Почтовая карточка до 1917г. Одесса ;  ;  ;  ;  ; 12 ; Блюхер ; 126 
 5836 ; Почтовая карточка до 1917г. ;  ;  ;  ;  ; 9 ; igaist ; 55 
 5837 ; Почтовая карточка до 1917г. ;  ;  ;  ;  ; 18 ; SWRUS ; 57 
 5838 ; Почтовая карточка до 1917г. ;  ;  ;  ;  ; 7 ; benc ; 93 
 5839 ; Почтовая карточка до 1917г. "Водопадъ близъ Ялты" ;  ;  ;  ;  ; 14 ; Блюхер ; 45 
 5840 ; Почтовая карточка до 1917г. "Последнее прощание" ;  ;  ;  ;  ; 5 ; фрегат ; 41 
 5841 ; Почтовая карточка до 1917г. "Чтение письма въ овощной лавке" ;  ;  ;  ;  ; 9 ; фрегат ; 58 
 5842 ; Почтовая карточка до 1917г. "Сватовство чиновника къ дочке портного" ;  ;  ;  ;  ; 4 ; фрегат ; 58 
 5518 ; 10 марок. Германия ; 1944 ;  ;  ;  ; 13 ; ястреб ; 258 
 5519 ; Лот бон иностранных. 2 шт ;  ;  ;  ;  ; 7 ; Meshok ; 87 
 5520 ; 10 форинтов. Венгрия ; 1969 ;  ;  ;  ; 22 ; CASABLANCA ; 89 
 5521 ; 500 лей. Румыния ; 1941 ;  ;  ;  ; 21 ; жених ; 66 
 5522 ; 10 марок. Германия ; 1906 ;  ;  ;  ; 25 ; кве ; 347 
 5523 ; 20 пенго. Венгрия ; 1944 ;  ;  ;  ; 13 ; жених ; 216 
 5524 ; Лот бон Китая. 3 шт ;  ;  ;  ; AU ; 9 ; AndreY$pb ; 34 
 5525 ; Лот бон Китая. 3 шт ;  ;  ;  ; AU ; 80 ; d1076 ; 113 
 5526 ; Лот бон Мозамбика. 2 шт ; 2011 ;  ;  ; AU ; 18 ; vreditel ; 191 
 5527 ; Лот бон Сомали. 5 шт ; 1991 ;  ;  ;  ; 44 ; Vova1950 ; 136 
 5528 ; Лот бон Монголии. 5 шт ;  ;  ;  ; AU ; 40 ; FED ; 118 
 5529 ; Лот бон Украины. 3 шт ; 1992 ;  ;  ;  ; 49 ; Yuraha76 ; 401 
 5530 ; Лот бон. 6 шт ;  ;  ;  ;  ; 12 ; orlov2015 ; 90 
 5531 ; Лот бон иностранных. 1 фунт. 3 шт ;  ;  ;  ;  ; 40 ; SpAi ; 587 
 5532 ; Лот бон Бразилии. 2 шт ;  ;  ;  ;  ; 11 ; shelbyroush ; 90 
 5533 ; Лот бон Украины. 2 шт ;  ;  ;  ; AU ; 12 ; js0000 ; 21 
 5534 ; Лот бон КНДР. 10 шт. Образцы ;  ;  ;  ; AU ; 32 ; Опятор ; 305 
 5535 ; Лот бон Гаяны. 3 шт ;  ;  ;  ; AU ; 17 ; Meshok ; 72 
 5536 ; Лот бон Венесуэлы. 7 шт ;  ;  ;  ; AU ; 33 ; carre ; 308 
 5537 ; Лот бон Венесуэлы. 6 шт ;  ;  ;  ; AU ; 28 ; Lfb3 ; 567 
 5538 ; Лот бон Никарагуа. 2 шт ; 2014 ;  ;  ; AU ; 30 ; *T*T*T* ; 124 
 5539 ; Лот бон Малави. 3 шт ;  ;  ;  ; AU ; 23 ; *T*T*T* ; 180 
 5540 ; Лот бон Германии. 2 шт ;  ;  ;  ;  ; 10 ; Emv ; 55 
 5541 ; Лот бон Германии. 2 шт ;  ;  ;  ;  ; 7 ; Meshok ; 43 
 5542 ; Лот бон Германии. 3 шт ;  ;  ;  ;  ; 17 ; ястреб ; 413 
 5543 ; Лот бон Германии. 3 шт ;  ;  ;  ;  ; 17 ; Moribor ; 82 
 5544 ; Лот бон иностранных. 2 шт ;  ;  ;  ;  ; 44 ; tar ; 242 
 5545 ; Лот бон Заира. 2 шт ;  ;  ;  ; AU ; 11 ; *T*T*T* ; 82 
 5546 ; Лот бон иностранных. 2 шт ;  ;  ;  ;  ; 23 ; carre ; 270 
 5547 ; Лот бон Турции. 3 шт ;  ;  ;  ;  ; 10 ; танкер Дербент ; 47 
 5548 ; Лот бон Никарагуа. 3 шт ;  ;  ;  ;  ; 10 ; Snoop ; 39 
 5549 ; Лот бон Аргентины. 4 шт ;  ;  ;  ;  ; 5 ; Jon Snow ; 62 
 5550 ; Лот бон иностранных. 4 шт ;  ;  ;  ;  ; 34 ; SpAi ; 185 
 5551 ; Лот бон иностранных. 4 шт ;  ;  ;  ;  ; 11 ; pref ; 82 
 5552 ; Лот бон Германии. 2 шт ;  ;  ;  ;  ; 7 ; evlampin ; 61 
 5553 ; Лот бон Германии. 2 шт ;  ;  ;  ;  ; 5 ; Meshok ; 46 
 5554 ; Лот нотгельдов. 3 шт ;  ;  ;  ;  ; 3 ; tar ; 74 
 5555 ; Лот нотгельдов. 4 шт ;  ;  ;  ;  ; 18 ; M.M.M. ; 240 
 5556 ; Лот нотгельдов. 4 шт ;  ;  ;  ;  ; 12 ; Ok203 ; 255 
 5557 ; Лот нотгельдов. 4 шт ;  ;  ;  ;  ; 10 ; Ok203 ; 227 
 5558 ; Лот нотгельдов. 5 шт ;  ;  ;  ;  ; 11 ; roza77 ; 309 
 5559 ; Лот нотгельдов. 6 шт ;  ;  ;  ;  ; 11 ; Ok203 ; 306 
 5560 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 12 ; Ok203 ; 306 
 5561 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 12 ; Ok203 ; 306 
 5562 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 10 ; Ok203 ; 306 
 5563 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 11 ; Ok203 ; 306 
 5564 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 11 ; Ok203 ; 306 
 5565 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 16 ; Ok203 ; 302 
 5566 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 11 ; Ok203 ; 306 
 5567 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 12 ; Ok203 ; 306 
 5468 ; 100 крон. Швеция ;  ;  ;  ;  ; 44 ; orlov2015 ; 531 
 5469 ; 10 крон. Норвегия ; 1952 ;  ;  ;  ; 30 ; alesjane ; 771 
 5470 ; 10 крон. Норвегия ; 1982 ;  ;  ;  ; 19 ; RGB ; 150 
 5471 ; 5 крон. Швеция ; 1963 ;  ;  ;  ; 12 ; SpAi ; 90 
 5472 ; 10 крон. Швеция ; 1968 ;  ;  ; AU ; 16 ; u10257 ; 157 
 5473 ; 10 крон. Швеция ; 1968 ;  ;  ; AU ; 23 ; Meshok ; 108 
 5474 ; 20 крон. Швеция ;  ;  ;  ;  ; 14 ; pref ; 102 
 5475 ; 50 крон. Швеция ;  ;  ;  ;  ; 23 ; teso ; 267 
 5476 ; 10 крон. Швеция ; 1966 ;  ;  ;  ; 6 ; 1gold ; 62 
 5477 ; 5 крон. Швеция ; 1947 ;  ;  ;  ; 14 ; tss ; 126 
 5478 ; 5 крон. Швеция ; 1948 ;  ;  ;  ; 8 ; pref ; 91 
 5479 ; 10 крон. Дания ; 1936 ;  ;  ;  ; 14 ; alesjane ; 159 
 5480 ; 10 юаней. Тайвань ; 1976 ;  ;  ; AU ; 23 ; Meshok ; 104 
 5481 ; 100 карбованцев. Украина. 100 лет революции ; 2017 ;  ;  ; AU ; 39 ; страус ; 459 
 5482 ; 1/2 динара. Бахрейн ;  ;  ;  ; AU ; 21 ; вэл ; 134 
 5483 ; 1000 фунтов. Сирия ; 1997 ;  ;  ; AU ; 56 ; frog v ; 412 
 5484 ; 100 донг. Вьетнам. 65 лет Национальному банку ; 2016 ;  ;  ; AU ; 36 ; frog v ; 203 
 5485 ; 10 солей. Перу ; 1976 ;  ;  ; AU ; 23 ; Димон777 ; 99 
 5486 ; 10 боливиано. Боливия ; 2018 ;  ;  ; AU ; 36 ; smel ; 195 
 5487 ; 100 кордоб. Никарагуа ; 2014 ;  ;  ; AU ; 37 ; Yuraha76 ; 297 
 5488 ; 50 кордоб. Никарагуа ; 2014 ;  ;  ; AU ; 38 ; Yuraha76 ; 176 
 5489 ; 20 кордоб. Никарагуа ; 2007 ;  ;  ; AU ; 16 ; topotun ; 77 
 5490 ; 200 фунтов. Сирия ; 1997 ;  ;  ; AU ; 62 ; SpAi ; 257 
 5491 ; 20 гривен. Украина. 160 лет со дня рождения Ивана Франко ; 2016 ;  ;  ; AU ; 60 ; CASABLANCA ; 104 
 5492 ; 1000 шиллингов. Сомали ; 1990 ;  ;  ; AU ; 49 ; SpAi ; 169 
 5493 ; 1 доллар. Каймановы Острова. 500 лет открытия островов ; 2003 ;  ;  ; AU ; 44 ; shelbyroush ; 457 
 5494 ; 2 доллара. Белиз ; 2014 ;  ;  ; AU ; 51 ; Moribor ; 219 
 5495 ; 10 эмалангени. Свазиленд ; 2001 ;  ;  ; AU ; 58 ; Моряк-собиратель ; 313 
 5496 ; 500 франков. Коморские острова ; 2006 ;  ;  ; AU ; 29 ; SpAi ; 153 
 5497 ; 100 песет. Испания ; 1925 ;  ;  ;  ; 9 ; evlampin ; 79 
 5498 ; 50 песет. Испания ; 1928 ;  ;  ;  ; 9 ; evlampin ; 74 
 5499 ; 20 песет. Испания ; 1928 ;  ;  ;  ; 17 ; Yuraha76 ; 84 
 5500 ; 2000 фунтов. Сирия ; 2015 ;  ;  ; AU ; 72 ; frog v ; 669 
 5501 ; 200 динар. Сербия ; 2011 ;  ;  ; AU ; 10 ; Lfb3 ; 136 
 5502 ; 10 патака. Макао ; 2008 ;  ;  ; AU ; 17 ; carre ; 192 
 5503 ; 10 динар. Македония ; 2018 ;  ;  ; AU ; 19 ; smel ; 114 
 5504 ; 10 гривен. Украина ; 2015 ;  ;  ; AU ; 22 ; *T*T*T* ; 43 
 5505 ; 2 гривны. Украина ; 2013 ;  ;  ; AU ; 12 ; js0000 ; 31 
 5506 ; 5000 сом. Узбекистан ; 2013 ;  ;  ; AU ; 59 ; Moribor ; 122 
 5507 ; 1000 сом. Узбекистан ; 2001 ;  ;  ; AU ; 15 ; Maxim914 ; 92 
 5508 ; 500 сом. Узбекистан ; 1999 ;  ;  ; AU ; 34 ; Maxim914 ; 113 
 5509 ; 200 сом. Узбекистан ; 1997 ;  ;  ; AU ; 17 ; AndreY$pb ; 28 
 5510 ; 5 сом. Узбекистан ; 1994 ;  ;  ; AU ; 27 ; Один54 ; 60 
 5511 ; 20 патака. Макао ; 2008 ;  ;  ; AU ; 13 ; carre ; 186 
 5512 ; 1лемпира. Гондурас ; 2008 ;  ;  ; AU ; 11 ; js0000 ; 31 
 5513 ; 5 кьят. Бирма ;  ;  ;  ; AU ; 6 ; SirJey ; 11 
 5514 ; 3 песо. Куба ; 2005 ;  ;  ; AU ; 44 ; Banderas ; 134 
 5515 ; 1000 марок. Германия ; 1910 ;  ;  ;  ; 5 ; Алекс2007 ; 62 
 5516 ; 100 марок. Германия ; 1920 ;  ;  ;  ; 17 ; Алекс2007 ; 137 
 5517 ; 1000 крон. Австрия ; 1902 ;  ;  ;  ; 11 ; Алекс2007 ; 138 
 5418 ; 200 крузейро. Бразилия ;  ;  ;  ;  ; 19 ; carre ; 73 
 5419 ; 5 крузейро. Бразилия ;  ;  ;  ; AU ; 19 ; танкер Дербент ; 189 
 5420 ; 10 крузейро. Бразилия ;  ;  ;  ;  ; 10 ; 6x6 ; 38 
 5421 ; 1000 крузейро. Бразилия ;  ;  ;  ;  ; 9 ; Lfb3 ; 23 
 5422 ; 5 крузейро. Бразилия ;  ;  ;  ;  ; 7 ; 6x6 ; 54 
 5423 ; 5 эскудо. Эквадор ;  ;  ;  ;  ; 9 ; alesjane ; 58 
 5424 ; 1 фунт. Кипр ; 1997 ;  ;  ;  ; 10 ; Emv ; 62 
 5425 ; 1 фунт. Биафра ;  ;  ;  ; AU ; 20 ; 1879 ; 102 
 5426 ; 1 эскудо. Чили ;  ;  ;  ; AU ; 20 ; tar ; 117 
 5427 ; 10 эскудо. Чили ;  ;  ;  ; AU ; 17 ; Maxim914 ; 149 
 5428 ; 50 песо. Чили ;  ;  ;  ; AU ; 13 ; Запруда ; 101 
 5429 ; 100 песо. Чили ;  ;  ;  ; AU ; 28 ; CASABLANCA ; 80 
 5430 ; 10 марок. Германия ; 1906 ;  ;  ;  ; 7 ; 1477 ; 102 
 5431 ; 10 марок. Германия ; 1920 ;  ;  ; AU ; 39 ; Один54 ; 128 
 5432 ; 20 марок. Германия ; 1910 ;  ;  ;  ; 22 ; Moribor ; 79 
 5433 ; 20 марок. Германия ; 1908 ;  ;  ;  ; 3 ; ►► ; 23 
 5434 ; 20 марок. Германия ; 1918 ;  ;  ;  ; 5 ; ►► ; 17 
 5435 ; 20 марок. Германия ; 1915 ;  ;  ;  ; 42 ; CASABLANCA ; 153 
 5436 ; 50 марок. Германия ; 1908 ;  ;  ;  ; 9 ; Moribor ; 58 
 5437 ; 50 марок. Германия ; 1914 ;  ;  ;  ; 38 ; CASABLANCA ; 153 
 5438 ; 50 марок. Германия ; 1920 ;  ;  ;  ; 28 ; Moribor ; 125 
 5439 ; 100 марок. Германия ;  ;  ;  ;  ; 21 ; Moribor ; 100 
 5440 ; 100 марок. Германия ;  ;  ;  ;  ; 10 ; Moribor ; 73 
 5441 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 9 ; Moribor ; 74 
 5442 ; Бона иностранная. Германия ; 1922 ;  ;  ;  ; 15 ; Moribor ; 77 
 5443 ; Бона иностранная. Германия ; 1922 ;  ;  ;  ; 17 ; Meshok ; 163 
 5444 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 8 ; Moribor ; 57 
 5445 ; Бона иностранная. Германия ; 1922 ;  ;  ;  ; 15 ; Moribor ; 75 
 5446 ; 5000 марок. Германия ; 1922 ;  ;  ; AU ; 18 ; Один54 ; 310 
 5447 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 5 ; Moribor ; 68 
 5448 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 15 ; blikk ; 82 
 5449 ; 5 марок. Германия ; 1948 ;  ;  ;  ; 10 ; Майкл ; 495 
