 4355 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 43 ; МНП68 ; 1001 
 4307 ; 100 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 21 ; RusScat ; 906 
 4308 ; 5 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 28 ; 33madmax33 ; 175 
 4309 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 29 ; бортик ; 159 
 4310 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 23 ; WOLK ; 310 
 4311 ; 50 копеек ; 1923 ; Денежные знаки (с рисунком монеты) ;  ;  ; 49 ; ЛАВ-13 ; 459 
 4312 ; Лот бон 25,1000,100000 рублей ; 1921,1923 ;  ;  ;  ; 58 ; geracon2009 ; 1122 
 4313 ; 100 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 32 ; Сталевар ; 714 
 4314 ; 50 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 33 ; bva150979 ; 805 
 4315 ; 25 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 14 ; fanil ; 732 
 4316 ; 10 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 23 ; Сталевар ; 505 
 4317 ; 5 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 17 ; idalgo-17 ; 793 
 4318 ; Бона 10 рублей ; 1920 ;  ;  ;  ; 30 ; torus72 ; 771 
 4319 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 36 ; koriakvs ; 400 
 4320 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 24 ; кве ; 510 
 4321 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 42 ; МНП68 ; 645 
 4322 ; 50 рублей ; 1961 ; билет ;  ;  ; 26 ; nds80 ; 818 
 4323 ; Расчетный ордер 1 копейка. Грознефть ; 1922 ;  ;  ;  ; 33 ; sdfg ; 1134 
 4324 ; Бона 5 карбованцев г. Житомир ; 1918 ;  ;  ;  ; 13 ; poushkine ; 359 
 4325 ; 10 копеек. 5 шт ; 1915 ; Деньги-марки ;  ;  ; 10 ; tikhomirius ; 200 
 4326 ; 20 копеек. 4 шт ; 1915 ; Деньги-марки ;  ;  ; 16 ; МНП68 ; 255 
 4327 ; 5 копеек ; 1920 ; Латвия. Разменный знак ;  ;  ; 13 ; poushkine ; 114 
 4328 ; 500 талонов ; 1992 ; Литва ;  ;  ; 10 ; poushkine ; 204 
 4329 ; Чек на 50 копеек. "Внешпосылторг" ; 1976 ;  ;  ;  ; 13 ; MOHETA ; 303 
 4330 ; 3 рубля золотом. Надрывы ; 1924 ; Гос.казначейские билеты СССР ;  ;  ; 56 ; лена ; 9658 
 4331 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; XF ; 52 ; gusar ; 793 
 4332 ; 50 рублей ; 1918 ; Заемные билеты.Общество Владикавказской ж/д ;  ; XF+ ; 37 ; bon15041980 ; 1938 
 4333 ; 3 червонца ; 1932 ; Билет ;  ; AU ; 37 ; MOHETA ; 7356 
 4334 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; бортик ; 130 
 4335 ; 500 рублей ; 1992 ; билет ;  ; AU ; 58 ; ЛАВ-13 ; 306 
 4336 ; Лот билетов МММ. 7 шт ;  ;  ;  ; AU ; 22 ; wünschen viel Glück ; 161 
 4337 ; 1 рубль ;  ;  ;  ;  ; 12 ; чипыжи ; 155 
 4338 ; 1 рубль ;  ;  ;  ;  ; 58 ; чипыжи ; 301 
 4339 ; 50 рублей ;  ;  ;  ;  ; 13 ; fordvr ; 155 
 4340 ; 1 рубль ;  ;  ;  ;  ; 16 ; комот ; 308 
 4341 ; 25 рублей ;  ;  ;  ;  ; 43 ; wünschen viel Glück ; 159 
 4342 ; 10000 рублей ;  ;  ;  ;  ; 20 ; sergo ; 347 
 4343 ; 100 рублей ;  ;  ;  ;  ; 125 ; idalgo-17 ; 5667 
 4344 ; 5 рублей ;  ;  ;  ;  ; 19 ; Gera_K ; 62 
 4345 ; 5 рублей ;  ;  ;  ;  ; 11 ; R29 ; 164 
 4346 ; 20 копеек ;  ;  ;  ;  ; 39 ; ЛАВ-13 ; 1542 
 4347 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 35 ; krft ; 440 
 4348 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 33 ; o.k. ; 368 
 4349 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; o.k. ; 174 
 4350 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 9 ; Trien ; 123 
 4351 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 11 ; lalula ; 207 
 4352 ; 3 рубля ; 1918 ;  ;  ;  ; 57 ; Сталевар ; 462 
 4353 ; 50 рублей ; 1919 ;  ;  ;  ; 20 ; комот ; 567 
 4354 ; Лот 500 и1000 рублей ; 1918 ;  ;  ;  ; 18 ; o.k. ; 90 
 4111 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 54 ; MUPS ; 502 
 4112 ; 20 копеек. Познань ; 1916 ;  ;  ;  ; 35 ; k212 ; 816 
 4113 ; 1 марка. Ковно ; 1918 ;  ;  ;  ; 110 ; sos1 ; 888 
 4114 ; 1 рубль. Познань ; 1916 ;  ;  ;  ; 53 ; k212 ; 750 
 4115 ; 1 рубль. Познань ; 1916 ;  ;  ;  ; 17 ; doiu33 ; 357 
 4116 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 14 ; бортик ; 68 
 4117 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 17 ; lalula ; 70 
 4118 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 9 ; t_v_v ; 60 
 4119 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 17 ; Gera_K ; 70 
 4120 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 21 ; Gera_K ; 87 
 4121 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 23 ; Aywa ; 93 
 4122 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 12 ; д166 ; 80 
 4123 ; 20 марок. Ковно ; 1918 ;  ;  ;  ; 39 ; doiu33 ; 1019 
 4124 ; 10 рублей. Познань ; 1916 ;  ;  ;  ; 41 ; doiu33 ; 1019 
 4125 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 16 ; lalula ; 71 
 4126 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 7 ; я8844 ; 62 
 4127 ; 1000 рублей. Сцепка 2 шт ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 9 ; 333985 ; 181 
 4128 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 17 ; denis68 ; 100 
 4129 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 11 ; апрол ; 75 
 4130 ; 100 рублей. Познань ; 1916 ;  ;  ;  ; 62 ; кве ; 1713 
 4131 ; 25 рублей. Познань ; 1916 ;  ;  ;  ; 53 ; кве ; 1020 
 4132 ; 1 рубль. Астрахань ; 1918 ;  ;  ;  ; 36 ; 4758 ; 1022 
 4133 ; 10 рублей. Астрахань ; 1918 ;  ;  ;  ; 22 ; кве ; 1223 
 4134 ; 5 рублей. Астрахань ; 1918 ;  ;  ;  ; 22 ; кве ; 1173 
 4135 ; 3 рубля. Астрахань ; 1918 ;  ;  ;  ; 20 ; кве ; 1173 
 4136 ; 10 рублей. Гагры. Сер.3. ; 1918 ;  ;  ;  ; 29 ; ек ; 1134 
 4137 ; 3 рубля. Игуменский общественный банк ; 1918 ;  ;  ;  ; 13 ; ек ; 1022 
 4138 ; 3 рубля. Слуцк ; 1918 ;  ;  ;  ; 34 ; кве ; 2142 
 4139 ; 5 рублей. Слуцк ; 1918 ;  ;  ;  ; 21 ; кве ; 2154 
 4140 ; 10 рублей. Слуцк ; 1918 ;  ;  ;  ; 17 ; кве ; 2154 
 4141 ; 1 рубль. Слуцк ; 1918 ;  ;  ;  ; 15 ; кве ; 2154 
 4142 ; 10000000000 рублей ; 1924 ; Закавказье ;  ; AU ; 106 ; яша ; 30003 
 4143 ; 100 рублей ; 1898 ; Коншин 1910 г. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 39 ; гугл= ; 5102 
 4144 ; 100 рублей ; 1898 ; Тимашев 1903. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 44 ; гугл= ; 5667 
 4145 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 31 ; Aywa ; 1008 
 4146 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 29 ; fundamento ; 928 
 4147 ; Облигация С.-Петербургского городского кредитного об-ва ; 1914 ;  ;  ;  ; 19 ; kehha ; 628 
 4148 ; Закладной лист ; 1898 ;  ;  ;  ; 15 ; sergo ; 371 
 4149 ; Закладной лист ; 1898 ;  ;  ;  ; 13 ; sergo ; 379 
 4150 ; Закладной лист ; 1898 ;  ;  ;  ; 13 ; sergo ; 381 
 4151 ; Акция. США ; 1977 ;  ;  ;  ; 31 ; sergo ; 102 
 4152 ; Акция. США ; 1972 ;  ;  ;  ; 12 ; sergo ; 102 
 4153 ; Акция. США ; 1962 ;  ;  ;  ; 8 ; sergo ; 102 
 4154 ; Акция. США ; 1973 ;  ;  ;  ; 8 ; sergo ; 102 
 4155 ; купоны (25 шт) ;  ;  ;  ;  ; 5 ; Gera_K ; 50 
 4156 ; купоны (74 шт) ;  ;  ;  ;  ; 7 ; ек ; 27 
 4301 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; o.k. ; 344 
 4302 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 53 ; комот ; 1224 
 4303 ; 25 рублей. 2 шт ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 28 ; o.k. ; 257 
 4304 ; 10 рублей ; 1909 ; Тимашев. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 42 ; А_еЧъ ; 5667 
 4061 ; 20 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 28 ; svv ; 2607 
 4062 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 9 ; ек ; 114 
 4063 ; 1 копейка ; 1976 ;  ;  ;  ; 12 ; poushkine ; 172 
 4064 ; 2 копейки ; 1976 ;  ;  ;  ; 7 ; poushkine ; 147 
 4065 ; 5 копеек ; 1976 ;  ;  ;  ; 9 ; MOHETA ; 255 
 4066 ; 5 копеек ; 1985 ;  ;  ;  ; 10 ; сир ; 171 
 4067 ; 100000 рублей ; 1995 ; банкнота ;  ;  ; 25 ; Стрепет ; 1836 
 4068 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 25 ; ИБК ; 804 
 4069 ; 50 рублей ; 1961 ; билет ;  ;  ; 17 ; бортик ; 75 
 4070 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 16 ; fify ; 102 
 4071 ; 1 доллар США ; 1957 ;  ;  ;  ; 25 ; wünschen viel Glück ; 152 
 4072 ; 1 доллар США ; 1957 ;  ;  ;  ; 18 ; wünschen viel Glück ; 153 
 4073 ; 1 доллар США ; 1957 ;  ;  ;  ; 23 ; wünschen viel Glück ; 185 
 4074 ; билет МММ ;  ;  ;  ;  ; 24 ; Play ; 153 
 4075 ; билет МММ ;  ;  ;  ;  ; 6 ; solder13 ; 55 
 4076 ; 1 червонец ; 1937 ; Билет ;  ;  ; 50 ; MUPS ; 668 
 4077 ; 1 червонец ; 1937 ; Билет ;  ;  ; 24 ; Филипп Бенг ; 510 
 4078 ; 3 червонца ; 1937 ; Билет ;  ;  ; 71 ; ИБК ; 840 
 4079 ; 3 червонца ; 1937 ; Билет ;  ;  ; 40 ; MUPS ; 510 
 4080 ; 3 червонца ; 1937 ; Билет ;  ;  ; 29 ; poushkine ; 520 
 4081 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 26 ; Trien ; 304 
 4082 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 15 ; Trien ; 406 
 4083 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 13 ; ipax ; 351 
 4084 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 43 ; MUPS ; 408 
 4085 ; 25 рублей ; 1947 ; билет ;  ;  ; 46 ; MUPS ; 1256 
 4086 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 31 ; poushkine ; 164 
 4087 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; fordvr ; 50 
 4088 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; fordvr ; 50 
 4089 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; fordvr ; 50 
 4090 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 19 ; poushkine ; 79 
 4091 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 22 ; o.k. ; 148 
 4092 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 51 ; бортик ; 174 
 4093 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; гугл= ; 123 
 4094 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; o.k. ; 140 
 4095 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; imi ; 140 
 4096 ; 1 рубль ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 43 ; ИБК ; 918 
 4097 ; 1 рубль ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 20 ; ИБК ; 646 
 4098 ; 50 карбованцев ; 1918 ; Украина. Знак Державноi скарбницi ;  ;  ; 57 ; я8844 ; 253 
 4099 ; 10 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 16 ; bva150979 ; 710 
 4100 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 34 ; MUPS ; 313 
 4101 ; 50 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 24 ; ИБК ; 500 
 4102 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 9 ; fordvr ; 71 
 4103 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 10 ; д166 ; 53 
 4104 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 12 ; Gera_K ; 79 
 4105 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 7 ; Gera_K ; 71 
 4106 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 8 ; ИБК ; 102 
 4107 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 37 ; WOLK ; 215 
 4108 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 9 ; гугл= ; 340 
 4109 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 25 ; гугл= ; 350 
 4110 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 13 ; Trien ; 302 
 4011 ; Лот монет Италии и Франции: 9шт ; 1932-1992 ;  ; Cu-Ni,Al/Br ; F-VF/XF ; 10 ; ДронСКМ ; 41 
 4012 ; Лот монет Великобритании, Канады, Маврикия и Австралии: 13шт ; 1971-2006 ;  ; Cu-Ni,Br ; VF/VF-XF ; 20 ; valent77 ; 235 
 4013 ; Лот монет Бельгии, Финляндии, Люксембурга, Австрии, Германии, Словении: 2 евроцента (6шт) ; 2007-2011 ;  ; Cu/St ; AU ; 16 ; .gk ; 67 
 4014 ; Лот монет Испании (10шт) ; 1957-1989 ;  ; Cu-Ni ; VF/VF- ; 8 ; masha89 ; 31 
 4015 ; Лот монет Восточных Карибских штатов, Каймановых о-в (2шт) ; 1986, 2005 ;  ; Cu-Ni, ж/м ; VF-/XF ; 29 ; Azomik ; 82 
 4016 ; Лот монет Кубы: 2шт ; 1953,1961 ;  ; Cu-Ni,Br ; VF-/VF ; 14 ; asparagus ; 51 
 4017 ; Лот монет Италии: 4шт ; 1966-1979 ;  ; St ; VF-XF/AU ; 7 ; ДронСКМ ; 33 
 4018 ; Лот монет Алжира (юбилейные): 1 динар (3шт) ; 1972-1987 ;  ; Cu-Ni ; VF/VF+ ; 24 ; ДронСКМ ; 175 
 4019 ; Лот монет Болгарии: 10,5,2,1 лева (4шт) ; 1992 ;  ; Латунь,Cu-Ni ; VF-XF ; 32 ; ДронСКМ ; 82 
 4020 ; Лот монет Чехии: 50,20,10,5,2,1 крон, 50,20,10 хеллеров (9шт) ; 1993-2001 ;  ; Латунь,Cu-Ni,Al ; VF-XF/XF ; 27 ; djon.777 ; 204 
 4021 ; Лот монет Дании: 16шт ; 1957-2007 ;  ; Cu-Ni,Br ; VF/XF ; 11 ; ДронСКМ ; 72 
 4022 ; Лот монет Ямайки: 3шт ; 1995-1996 ;  ; Cu-Ni,Br ; XF ; 21 ; Wall67 ; 123 
 4023 ; Лот монет Армении: 7шт ; 1994 ;  ; Al ; XF/AU ; 41 ; Скрудж ; 101 
 4024 ; Лот монет Словении: 5шт ; 1992-2000 ;  ; Al,Al/Br ; AU ; 17 ; Мика ; 82 
 4025 ; Лот монет Индии: 5шт ; 1988-2001 ;  ; Al,St ; VF/XF ; 22 ; kvvs ; 108 
 4026 ; Лот монет Нидерландов: 13шт ; 1956-1988 ;  ; Cu-Ni,Br ; VF/XF ; 13 ; ДронСКМ ; 83 
 4027 ; Лот монет Бельгии: 10шт ; 1950-1994 ;  ; Cu-Ni,Al/Br ; VF/XF- ; 10 ; ДронСКМ ; 64 
 4028 ; Лот монет Швеции: 24шт ; 1954-1989 ;  ; Cu-Ni,Br ; VF/XF ; 15 ; комот ; 102 
 4029 ; Лот монет Австралии: 5шт ; 1976-1983 ;  ; Cu-Ni,Br ; VF/VF-XF ; 35 ; kvvs ; 150 
 4030 ; Лот монет Испании: 14шт ; 1957-1989 ;  ; cu-Ni,лат,Al ; VF/XF ; 17 ; ДронСКМ ; 79 
 4031 ; Лот мнет Уругвая (4шт) ; 2011 ;  ; Би/м, Лат ; AU ; 18 ; ДронСКМ ; 206 
 4032 ; Лот монет Нигерии (3шт) ; 2006 ;  ; Би/м,Cu/Ni ; AU ; 27 ; ДронСКМ ; 179 
 4033 ; Лот монет Колумбии (6шт) ; 1952-1976 ;  ; Cu/Ni,Cu ; VF+/XF ; 25 ; ДронСКМ ; 194 
 4034 ; Лот  монет Румынии (4шт) ; 2005 ;  ; Лат, St,Cu ; XF/AU ; 11 ; ДронСКМ ; 101 
 4035 ; Лот монет Конго (5шт) ; 2002 ;  ; Лат, Al ; AU ; 53 ; ua0fki ; 241 
 4036 ; Лот монет Суринама (6шт) ; 1978,1989 ;  ; Cu/Ni,Cu,Al ; AU ; 42 ; ZOLTAN333 ; 306 
 4037 ; Лот монет Уганды (8шт) ; 1987-2008 ;  ; Cu/Ni,Cu,Лат ; AU ; 19 ; kanh14 ; 429 
 4038 ; Лот монет Тринидад и Тобаго (6шт) ; 1995-2007 ;  ; Cu/Ni,Cu ; AU ; 84 ; ДронСКМ ; 234 
 4039 ; Лот монет Белиза (6шт) ; 1991-2007 ;  ; лат, Cu/Ni,Al ; AU ; 30 ; Azomik ; 312 
 4040 ; Лот монет Греции (7шт) ; 1988-2000 ;  ; Al/Br,Cu/Ni.Cu ; XF-/AU ; 19 ; Стрепет ; 183 
 4041 ; Лот монет Руанды (6шт) ; 2003-2008 ;  ; Би/м,Лат,St,Al ; XF+/AU ; 35 ; ZOLTAN333 ; 310 
 4042 ; Лот монет Багамских о-в (5шт) ; 2005-2009 ;  ; Cu/Ni,Cu ; AU ; 21 ; Azomik ; 196 
 4043 ; Лот монет Ботсваны (5шт) ; 2001-2009 ;  ; Ni/Fe,Cu/Fe,Лат ; AU ; 36 ; ДронСКМ ; 204 
 4044 ; Лот монет Востока (5шт) ; 20в ;  ; Cu/Ni,Лат ; AU ; 27 ; ДронСКМ ; 305 
 4045 ; Лот монет никарагуа (6шт) ; 1997-2007 ;  ; Лат,St,Al,Cu/Fe ; AU ; 18 ; ZOLTAN333 ; 211 
 4046 ; Лот монет Саудовской Аравии (5шт) ; 20в ;  ; Би/м,Cu/Ni ; AU ; 19 ; vc57 ; 206 
 4047 ; Лот монет Востока (3шт) ; 1980 ;  ; Al ; AU ; 22 ; kanh14 ; 102 
 4048 ; Лот монет Кении (5шт) ; 1997-2005 ;  ; Би/м,Лат/Dt,St ; XF+/AU ; 16 ; kanh14 ; 224 
 4049 ; Лот монет Приднестровской Молдавской Республики (5шт) ; 2000,2002 ;  ; лат,Al ; AU ; 30 ; djon.777 ; 159 
 4050 ; Лот монет Востока (3шт) ; 21в ;  ; St,Cu/Fe.Лат/Fe ; AU ; 44 ; t_v_v ; 81 
 4051 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 16 ; Pushan ; 33 
 4052 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 25 ; Pushan ; 53 
 4053 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 28 ; Pushan ; 53 
 4054 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 16 ; 33madmax33 ; 51 
 4055 ; 20 копеек ; 1915 ; Деньги-марки ;  ;  ; 43 ; Pushan ; 104 
 4056 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 44 ; ИБК ; 150 
 4057 ; 2 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 14 ; ИБК ; 255 
 4058 ; 5 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 32 ; ИБК ; 567 
 4059 ; 50 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 25 ; ИБК ; 500 
 4060 ; 15 рублей ;  ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 23 ; ИБК ; 508 
 3961 ; Набор монет Южной Африки: 2,1 ранд, 50,20,10,5,2,1 цент (8шт). В упаковке ; 1996 ;  ; Br,Cu-Ni, лат ; Proof ; 51 ; 100924 ; 546 
 3962 ; Набор монет Египта: 12шт + Бона + 8 марок ; 1967-2004 ;  ; Al/Br,Al,Cu-Ni ; F/VF-XF ; 47 ; комот ; 299 
 3963 ; Набор монет Сан Марино (8шт). Упаковка нарушена ; 1975 ;  ; Ag,Би/м,Лат ; Unc ; 33 ; Недорого ; 525 
 3964 ; Набор монет Ватикана (8шт) ; 1974 ;  ; Ag,St,Al,Al/Br ; AU ; 34 ; ДронСКМ ; 737 
 3965 ; Лот евромонет Франции (8шт): 2,1 евро, 50,20,10,5,2,1 евроцент. В буклете ; 1999-2002 ;  ; Би/м,Cu,Al/Br ; XF/AU ; 25 ; Пупс ; 317 
 3966 ; Набор монет Кореи: 4шт ; 1959-1978 ;  ; Al ; AU ; 13 ; krugerrand ; 255 
 3967 ; Набор монет Болгарии: 1 лев, 50,20,10,5,2,1 стотинки (7шт). Упаковка ; 1962 ;  ; Cu-Ni,Cu-Zn ; AU ; 3 ; v_bond ; 157 
 3968 ; Лот монет Северной Кореи "Транспорт" (7шт) ; 2002 ;  ; Al, Cu-Ni, ж/м ; Unc ; 64 ; bv812 ; 184 
