 6667 ; Шкатулка дуб, накладка серебро. Финляндия ;  ;  ; Ag813 ;  ; 51 ; Конор ; 1632 
 6687 ; И.В. Сталин. Том 2. 1907 - 1913. Москва. 1946 год. ;  ;  ;  ;  ; 16 ; ИБК ; 612 
 6688 ; И.В. Сталин. Том 4. 1917 - 1920. Москва. 1947 год. ;  ;  ;  ;  ; 13 ; ИБК ; 612 
 6689 ; И.В. Сталин. Том 5. 1921 - 1923. Москва. 1947 год. ;  ;  ;  ;  ; 12 ; ИБК ; 612 
 6690 ; Михаил Зыгарь. Империя должна умереть. История русских революций в лицах. Три тома. Москва. 2020 год. ;  ;  ;  ;  ; 46 ; Молоток-Н ; 600 
 6617 ; Стопка серебро. Финляндия ;  ;  ; Ag813 ;  ; 33 ; Ринго ; 1106 
 6618 ; Солонка серебро, эмаль. Дания. ;  ;  ; Ag925 ;  ; 27 ; кабан ; 1501 
 6619 ; Вилка серебро, чернение. ;  ;  ; Ag875 ;  ; 13 ; georg2025 ; 1979 
 6620 ; Две чайные ложки, серебро. Финляндия. ;  ;  ; Ag813 ;  ; 22 ; salim ; 1474 
 6621 ; Ложка чайная, серебро 84, Морозовъ. ;  ;  ; Ag84 ;  ; 34 ; vlst ; 2354 
 6622 ; Ложка чайная, серебро 84, Хлъбниковъ ;  ;  ; Ag84 ;  ; 44 ; esrvcc ; 3063 
 6623 ; Ложка чайная, серебро, чернение. ;  ;  ; Ag875 ;  ; 23 ; georg2025 ; 1444 
 6624 ; Ложка чайная, серебро. Европа. ;  ;  ; Ag800 ;  ; 52 ; georg2025 ; 1250 
 6625 ; Ложка чайная, серебро 84. ;  ;  ; Ag84 ;  ; 29 ; vlst ; 2042 
 6626 ; Ложка чайная, серебро 84. ;  ;  ; Ag84 ;  ; 39 ; Dahan ; 1687 
 6627 ; Ложка чайная витая, серебро 84. ;  ;  ; Ag84 ;  ; 26 ; salim ; 1273 
 6628 ; Ложка чайная, серебро, чернение. ;  ;  ; Ag875 ;  ; 20 ; Бигль ; 1422 
 6629 ; Ложка чайная, серебро, эмаль. ;  ;  ; Ag875 ;  ; 30 ; veselkov ; 1405 
 6630 ; Ложка чайная, серебро. Финляндия. ;  ;  ; Ag813 ;  ; 24 ; триори ; 739 
 6631 ; Ложка чайная, серебро. Финляндия. ;  ;  ; Ag813 ;  ; 27 ; jbl ; 591 
 6632 ; Ложка чайная, серебро. Европа. ;  ;  ; Ag830 ;  ; 22 ; veselkov ; 567 
 6633 ; Ложка чайная, серебро. Финляндия. ;  ;  ; Ag813 ;  ; 27 ; Густав Адольф ; 628 
 6634 ; Вилочка для лимона, серебро. Финляндия. ;  ;  ; Ag813 ;  ; 20 ; Густав Адольф ; 603 
 6635 ; Вилочка для лимона, серебро, эмаль. ;  ;  ; Ag875 ;  ; 18 ; кабан ; 612 
 6636 ; Визитница серебро. ;  ;  ; Ag925 ;  ; 30 ; 12345lal ; 600 
 6637 ; Цепочка серебро с кулоном - клыком, кость. ;  ;  ; Ag830 ;  ; 19 ; bogomaz ; 920 
 6638 ; Брошь Змей, серебро, вставка фианиты. Новая. ;  ;  ; Ag925 ;  ; 16 ; aleks1753 ; 354 
 6639 ; Кулон серебро. ;  ;  ; Ag875 ;  ; 18 ; Ligaga ; 521 
 6640 ; Запонки серебро, янтарь. СССР. ;  ;  ; Ag875 ;  ; 22 ; varelgi ; 729 
 6641 ; Два подсвечника, серебро, в футляре. Европа ;  ;  ; Ag830 ;  ; 43 ; Ligaga ; 600 
 6642 ; Крест нательный, серебро, золочение. ;  ;  ; Ag925 ;  ; 20 ; vit2503 ; 680 
 6643 ; Крест нательный Иерусалим, серебро. ;  ;  ; Ag925 ;  ; 30 ; vit2503 ; 816 
 6644 ; Створка от складня, эмаль. ;  ;  ; Ж/м ;  ; 65 ; Ритм ; 1711 
 6645 ; Кокарда царской полиции Петербурга ;  ;  ; Ж/м ;  ; 50 ; korovan67 ; 5102 
 6646 ; Пряжка от ремня, латунь. ;  ;  ; Ж/м ;  ; 69 ; Кури бамбук ; 1555 
 6647 ; Настольный чернильный набор с пресс папье. ;  ;  ; Ж/м ;  ; 64 ; триори ; 13593 
 6648 ; Кофейник NORBLIN & CO, WARSZAWA, серебрение. ;  ;  ; Ж/м ;  ; 30 ; МАХАЙРА ; 1532 
 6649 ; Бинокль театральный, перламутр. Париж. Франция. ;  ;  ; Б/м ;  ; 32 ; teremm ; 2550 
 6650 ; Часы каретные, сталь, латунь ;  ;  ; Б/м ;  ; 64 ; Леонс ; 926 
 6651 ; Стакан Москва. Олово ;  ;  ; Б/м ;  ; 49 ; никсер ; 941 
 6652 ; Спичечница, латунь, серебрение. Англия ;  ;  ; Ж/м ;  ; 35 ; Sky2 ; 4182 
 6653 ; Подсвечник -ночник. ;  ;  ; Ж/м ;  ; 32 ; zemlyk2014 ; 651 
 6654 ; Ложка салатная, глубокое серебрение, золочение. Европа. ;  ;  ; Б/м ;  ; 29 ; МАХАЙРА ; 1530 
 6655 ; Ножницы кованые. РИ. Михаилъ Ларiоновъ. 1896 год. ;  ;  ; Ж/м ;  ; 73 ; МАХАЙРА ; 1704 
 6656 ; Бюст Ломоносов, силумин. СК Клюшкин. ;  ;  ; Б/м ;  ; 57 ; konstantin I ; 4510 
 6657 ; Бюст Сталин, бисквитный фарфор. ;  ;  ;  ;  ; 51 ; sadovod ; 2043 
 6658 ; Бюст Наполеон, фарфор, бисквитный фарфор. ;  ;  ;  ;  ; 21 ; antongor ; 1134 
 6659 ; Бюст Брежнев, искусственный мрамор? ;  ;  ;  ;  ; 75 ; sadovod ; 1019 
 6660 ; Статуэтка фарфоровая Бульдог. ЛФЗ. ;  ;  ;  ;  ; 14 ; giwi ; 1020 
 6661 ; Фигурка Носорог, орех тагуа. ;  ;  ;  ;  ; 16 ; край ; 1020 
 6662 ; Часы женские Чайкв в оригинальном футляре. ;  ;  ; Ж/м ;  ; 40 ; yuve ; 1673 
 6663 ; Часы наручные ORIENT. Япония ;  ;  ; Б/м ;  ; 48 ; yuve ; 1505 
 6664 ; Декоративное полотно Тигр. Шелк, вышивка. Китай ;  ;  ;  ;  ; 35 ; никсер ; 1434 
 6665 ; Пепельница фарфоровая. Европа. ;  ;  ;  ;  ; 22 ; МАХАЙРА ; 357 
 6666 ; Бинокль театральный, складной. СССР ;  ;  ; Б/м ;  ; 31 ; russland ; 1530 
 6455 ; Каталог-справочник. Монеты Украины 1992-2020 годы. Редакция 7, 2020 год ;  ;  ;  ;  ; 33 ; Russman ; 90 
 6456 ; Каталог-справочник. Монеты Беларуси 1996-2013 гг. Редакция 4, 2013 год ;  ;  ;  ;  ; 4 ; bobbar ; 10 
 6457 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921-2016 годов. Редакция 41 ;  ;  ;  ;  ; 10 ; VITAL!!! ; 20 
 6458 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921-2019 годов. Редакция 46 ;  ;  ;  ;  ; 27 ; valerdon ; 40 
 6459 ; Каталог-справочник "Бумажные деньги России". Часть II. 7-я редакция.  2012 год ;  ;  ;  ;  ; 15 ; Russman ; 165 
 6460 ; Каталог-справочник. Юбилейные и памятные монеты Польши 1995-2016 гг. Редакция 4, 2016 год ;  ;  ;  ;  ; 7 ; SupERGood ; 20 
 6461 ; Полный каталог четырехдукатных монет с Болгарской контрамаркой ;  ;  ;  ;  ; 10 ; Arlekino82 ; 255 
 6462 ; Сборник коллекционных аукционов  «Конрос» N17 – 20, 2003 год, с результатами ;  ;  ;  ;  ; 1 ; bobbar ; 2 
 6463 ; Аукционный каталог DOROTHEUM. 27 апреля 2017г ;  ;  ;  ;  ; 7 ; Тульма ; 159 
 6464 ; О.Г. Белокуров. Определитель состояния монет и банкнот. Ленинград 1990г. С автографом автора. ;  ;  ;  ;  ; 80 ; klok ; 593 
 6465 ; Аукционный каталог  TAJAN. 13 декабря 2017г ;  ;  ;  ;  ; 5 ; 444444 ; 51 
 6466 ; Аукционный каталог. Редкие монеты. Аукцион № 16 Коллекционные Медные монеты. 6 октября 2018г ;  ;  ;  ;  ; 35 ; Qersej ; 447 
 6467 ; Фалеристика всесоюзного студенческого отряда. Санкт-Петербург. Издательство "Александр Принт" 2009 ;  ;  ;  ;  ; 17 ; luchsva ; 356 
 6468 ; Аукционный каталог DOROTHEUM. 21 апреля 2016г ;  ;  ;  ;  ; 7 ; Тульма ; 102 
 6469 ; Аукционный каталог Коллекционные русские монеты и медали. Аукцион № 39. 14 октября 2006г ;  ;  ;  ;  ; 13 ; Searcher ; 340 
 6470 ; Аукционный каталог  TAJAN. 16 декабря 2015г ;  ;  ;  ;  ; 5 ; 444444 ; 50 
 6471 ; Аукционный каталог MYNTAUKTION. 14 ноября 2015г ;  ;  ;  ;  ; 21 ; klok ; 305 
 6472 ; Аукционный каталог Mario Boone. 20 октября 2015г ;  ;  ;  ;  ; 7 ; Happy Lady ; 50 
 6473 ; Аукционный каталог PROBUS AUKTIONER. 24 ноября 2015 ;  ;  ;  ;  ; 32 ; carre ; 498 
 6474 ; Аукционный каталог PRE-LONG BEACH SALE. 15-16 сентября 2015г ;  ;  ;  ;  ; 16 ; 2129508 ; 79 
 6475 ; Аукционный каталог VENTE PUBLIQUE. Аукцион 126. 12 сентября 2015г ;  ;  ;  ;  ; 5 ; Searcher ; 79 
 6476 ; Годовая подборка за 1975г №1-12 "Филателия" ;  ;  ;  ;  ; 39 ; Густав Адольф ; 50 
 6477 ; Каталог-справочник монеты РСФСР, СССР и России 1921-2015гг. Выпуск 1. 2015г ;  ;  ;  ;  ; 20 ; kvs ; 70 
 6478 ; Каталог-ценник разновидностей стандартных монет СССР1921-1991гг 4-я редакция. Москва 2008г ;  ;  ;  ;  ; 36 ; oscar_gold ; 151 
 6479 ; Аукционный каталог Знак. Аукцион №17 "SEPTIMA DECIMA". 19 мая 2012г ;  ;  ;  ;  ; 36 ; carre ; 295 
 6480 ; Аукционный каталог. Редкие монеты. Аукцион № 17 Коллекционные Русские монеты. 10 ноября 2018г ;  ;  ;  ;  ; 20 ; 2129508 ; 312 
 6481 ; Каталог почтовых марок России 1857-1991гг. ;  ;  ;  ;  ; 30 ; vladimirV ; 203 
 6482 ; Каталог почтовых карточек Германии. 1997г ;  ;  ;  ;  ; 7 ; cr5400 ; 22 
 6483 ; Специальный каталог Немецких почтовых марок частных (земель). Мюнхен ;  ;  ;  ;  ; 22 ; vladimirV ; 359 
 6484 ; Оптовый лот, 20 книг. Каталог-справочник. Монеты РСФСР, СССР и России 1921-2014 годов, 38 редакция ;  ;  ;  ;  ; 11 ; zabor ; 114 
 6485 ; Оптовый лот, 10 книг.  Монеты России 1700-1917 гг. Редакция 15, 2018 год ;  ;  ;  ;  ; 18 ; статир ; 641 
 6486 ; Оптовый лот. 13 книг (коробка). Куда уходят деньги? В. Е. Семенов ;  ;  ;  ;  ; 15 ; zabor ; 556 
 6487 ; Оптовый лот. 8 книг (коробка). Рюрик и Владимир. Самоучитель по русской истории. Издание 2-ое, дополненное. В. Е. Семенов ;  ;  ;  ;  ; 17 ; статир ; 1556 
 6488 ; Оптовый лот, 4 книги. БАЗОВЫЙ каталог монеты России 1700-1917 гг. Выпуск 2018 год. В. Е. Семенов ;  ;  ;  ;  ; 33 ; 23562 ; 4370 
 6601 ; Часы Полет 2413, корпус золото. ;  ;  ; Au583 ;  ; 54 ; подводник -1 ; 37886 
 6602 ; Кольцо женское, золото, бриллианты. ;  ;  ; Au585 ;  ; 38 ; Dahan ; 24522 
 6603 ; Набор кольцо и сережки, золото с зелеными вставками. ;  ;  ; Au583 ;  ; 33 ; Деник ; 21074 
 6604 ; Портсигар серебро, черно-белая эмаль, золочение. Европа. ;  ;  ; Ag ;  ; 53 ; gola78 ; 9139 
 6605 ; Конфетница серебро, золочение. ;  ;  ; Ag875 ;  ; 59 ; антоша ; 8670 
 6606 ; Подстаканник серебро 84, ИБ. ;  ;  ; Ag84 ;  ; 59 ; Кури бамбук ; 8670 
 6607 ; Соусник серебро 84, В.С1874. ;  ;  ; Ag84 ;  ; 45 ; Кури бамбук ; 9681 
 6608 ; Кольцо для салфеток, серебро 84, ВР (Рукавишников Василий Егорович, 1890-е гг), 2 шт. ;  ;  ; Ag84 ;  ; 40 ; gola78 ; 5307 
 6609 ; Ситечко, серебро 84, золочение. ;  ;  ; Ag84 ;  ; 74 ; антоша ; 13168 
 6610 ; Ложка салатная БЕЗЪ СОЛИ БЕЗЪ ХЛЪБА…., серебро 84. ;  ;  ; Ag84 ;  ; 51 ; 2129508 ; 7485 
 6611 ; Блюдце серебро. Финляндия. ;  ;  ; Ag813 ;  ; 41 ; глок ; 3107 
 6612 ; Набор столовых предметов, серебро, 3 шт в оригинальном футляре. ;  ;  ; Ag875 ;  ; 34 ; gola78 ; 4203 
 6613 ; Лопатка для торта, серебро. ;  ;  ; Ag916 ;  ; 20 ; georg2025 ; 3000 
 6614 ; Лопатка для торта, серебро. Финляндия. ;  ;  ; Ag813 ;  ; 36 ; georg2025 ; 2500 
 6615 ; Щипцы для сахара, серебро. ;  ;  ; Ag875 ;  ; 26 ; Meshok ; 1836 
 6616 ; Две стопки серебро. ;  ;  ; Ag875 ;  ; 48 ; gola78 ; 2663 
 6405 ; Картина. Быков. На острове Валаам. 1997 ;  ;  ;  ;  ; 30 ; Ринго ; 2441 
 6406 ; Картина двухсторонняя. Геннадий Сотников. 1962 ;  ;  ;  ;  ; 27 ; Stignik ; 407 
 6407 ; Картина. Р. Газеев. 1976 ;  ;  ;  ;  ; 28 ; krass ; 3400 
 6408 ; Картина. Варвара Соболева. Трапеза чаек. 2020 ;  ;  ;  ;  ; 53 ; Ceregga ; 2123 
 6409 ; Разделитель картонный в альбом "Numis". Упаковка (20 шт.) Производство "Lindner" ;  ;  ;  ;  ; 14 ; musik ; 227 
 6410 ; Листы GRANDE SH312 на 1 банкноту. Упаковка (5 шт.). Leuchtturm, #358072 ;  ;  ;  ;  ; 32 ; kbk ; 410 
 6411 ; Листы GRANDE SH312 на 2 банкноты. Упаковка (5 шт.). Leuchtturm, #358073 ;  ;  ;  ;  ; 35 ; kbk ; 385 
 6412 ; Листы GRANDE SH312 на 3 банкноты. Упаковка (5 шт.). Leuchtturm, #358074 ;  ;  ;  ;  ; 29 ; kbk ; 331 
 6413 ; Листы GRANDE SH312 на 4 ячейки. Упаковка (5 шт.). Leuchtturm, #358076 ;  ;  ;  ;  ; 31 ; kbk ; 410 
 6414 ; Листы GRANDE SH312 на 4 банкноты. Упаковка (5 шт.). Leuchtturm, #358075 ;  ;  ;  ;  ; 22 ; kbk ; 332 
 6415 ; Листы GRANDE SH312 на 9 ячеек. Упаковка (5 шт.). Leuchtturm, #358077 ;  ;  ;  ;  ; 25 ; kbk ; 411 
 6416 ; Капсулы для монет – 23 мм Quadrum INTERCEPT, упаковка 6 шт. Leuchtturm, #344148 ;  ;  ;  ;  ; 13 ; Manul ; 255 
 6417 ; Капсулы для монет – 23 мм Quadrum INTERCEPT, упаковка 6 шт. Leuchtturm, #344148 ;  ;  ;  ;  ; 29 ; Manul ; 213 
 6418 ; Капсулы Quadrum для монет – 25 мм, упаковка 10 шт. Leuchtturm, #331951 ;  ;  ;  ;  ; 10 ; Arlekino82 ; 227 
 6419 ; Капсулы для монет – 14 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #343988 ;  ;  ;  ;  ; 7 ; az717 ; 197 
 6420 ; Капсулы для монет – 15 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #343988 ;  ;  ;  ;  ; 7 ; az717 ; 187 
 6421 ; Капсулы для монет – 16 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #343993 ;  ;  ;  ;  ; 17 ; az717 ; 177 
 6422 ; Капсулы для монет – 17 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #343988 ;  ;  ;  ;  ; 17 ; az717 ; 192 
 6423 ; Капсулы для монет – 18 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #343995 ;  ;  ;  ;  ; 21 ; silverbob ; 201 
 6424 ; Капсулы для монет – 19 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #343996 ;  ;  ;  ;  ; 9 ; az717 ; 153 
 6425 ; Капсулы для монет – 23 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #344000 ;  ;  ;  ;  ; 18 ; az717 ; 179 
 6426 ; Капсулы для монет – 24 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #344001 ;  ;  ;  ;  ; 17 ; kostya12.04.1994 ; 201 
 6427 ; Капсулы для монет – 26 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #344003 ;  ;  ;  ;  ; 20 ; Тульма ; 185 
 6428 ; Капсулы для монет – 28 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #334005 ;  ;  ;  ;  ; 13 ; az717 ; 159 
 6429 ; Капсулы для монет – 29 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #344006 ;  ;  ;  ;  ; 5 ; az717 ; 119 
 6430 ; Капсулы для монет – 30 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #344007 ;  ;  ;  ;  ; 12 ; az717 ; 161 
 6431 ; "Капсулы для монет – 34 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #344011 " ;  ;  ;  ;  ; 15 ; Ok203 ; 201 
 6432 ; Капсулы для монет – 35 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #334012 ;  ;  ;  ;  ; 35 ; Ok203 ; 201 
 6433 ; Капсулы для монет – 36 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #334013 ;  ;  ;  ;  ; 17 ; Ok203 ; 203 
 6434 ; Капсулы для монет – 37 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #334014 ;  ;  ;  ;  ; 28 ; Ok203 ; 200 
 6435 ; Капсулы для монет – 38 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #343988 ;  ;  ;  ;  ; 15 ; Ok203 ; 201 
 6436 ; Капсулы для монет – 39 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #344016 ;  ;  ;  ;  ; 17 ; Ok203 ; 204 
 6437 ; Капсулы для монет – 40 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #344017 ;  ;  ;  ;  ; 21 ; bamia67 ; 209 
 6438 ; БАЗОВЫЙ каталог монеты России 1700-1917 гг. Выпуск 2018 год. В. Е. Семенов ;  ;  ;  ;  ; 56 ; cotofeich ; 1286 
 6439 ; Монетный передел 1700-1917 гг. В. Е. Семенов ;  ;  ;  ;  ; 17 ; vborisevich1 ; 419 
 6440 ; В. Е. Семенов. Куда уходят деньги ;  ;  ;  ;  ; 9 ; Ertyui ; 67 
 6441 ; Рюрик и Владимир. Самоучитель по русской истории. Издание 2-ое, дополненное. В. Е. Семенов ;  ;  ;  ;  ; 44 ; musik ; 267 
 6442 ; Подделки российских монет. В. Е. Семенов ;  ;  ;  ;  ; 27 ; CoinM ; 346 
 6443 ; Русские деньги X-XVII вв. Редакция 7, 2018 ;  ;  ;  ;  ; 10 ; CoinM ; 80 
 6444 ; Русские деньги X-XVII вв. Редакция 7, 2018 ;  ;  ;  ;  ; 14 ; Arlekino82 ; 104 
 6445 ; Русские деньги X-XVII вв. Редакция 7, 2018 ;  ;  ;  ;  ; 5 ; vborisevich1 ; 78 
 6446 ; Монеты России 1700-1917 гг. Редакция 15, 2018 год ;  ;  ;  ;  ; 9 ; Ertyui ; 108 
 6447 ; Монеты России 1700-1917 гг. Редакция 15, 2018 год ;  ;  ;  ;  ; 12 ; Arlekino82 ; 111 
 6448 ; Монеты России 1700-1917 гг. Редакция 15, 2018 год ;  ;  ;  ;  ; 10 ; gdrg2 ; 108 
 6449 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921–2021 годов. Редакция 49, 2020 год ;  ;  ;  ;  ; 16 ; Arlekino82 ; 189 
 6450 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921–2021 годов. Редакция 49, 2020 год ;  ;  ;  ;  ; 9 ; musik ; 209 
 6451 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921–2021 годов. Редакция 49, 2020 год ;  ;  ;  ;  ; 22 ; silverbob ; 184 
 6452 ; Каталог-справочник "Бумажные деньги России". Часть I. Редакция 10, 2014 год ;  ;  ;  ;  ; 24 ; oscar_gold ; 179 
 6453 ; Каталог-справочник. Награды Российской Империи. Часть I. Ордена и знаки отличия. Редакция 5 ;  ;  ;  ;  ; 12 ; oscar_gold ; 126 
 6454 ; Каталог-справочник. Монеты Киргизии, Таджикистана, Туркменистана и Узбекистана. Редакция 1, 2019 год ;  ;  ;  ;  ; 23 ; Russman ; 73 
 6303 ; Почтовая карточка. Glamour Erotica ;  ;  ;  ;  ; 22 ; птичка16 ; 203 
 6304 ; Почтовая карточка. Glamour Erotica ;  ;  ;  ;  ; 6 ; спарта ; 140 
 6305 ; Почтовая карточка. Glamour Erotica ;  ;  ;  ;  ; 6 ; buben ; 140 
 6306 ; Почтовая карточка. Glamour Erotica ;  ;  ;  ;  ; 6 ; птичка16 ; 140 
 6307 ; Почтовая карточка. Glamour Erotica ;  ;  ;  ;  ; 3 ; cr2952 ; 137 
 6308 ; Почтовая карточка. Glamour Erotica ;  ;  ;  ;  ; 6 ; птичка16 ; 140 
 6309 ; Почтовая карточка. Glamour Erotica ;  ;  ;  ;  ; 13 ; Тульма ; 160 
 6310 ; Почтовая карточка. Glamour Erotica ;  ;  ;  ;  ; 5 ; cr2952 ; 137 
 6311 ; Почтовая карточка. Орнелла Мути ;  ;  ;  ;  ; 13 ; Тульма ; 149 
 6312 ; Почтовая карточка. Орнелла Мути ;  ;  ;  ;  ; 20 ; attila375 ; 308 
 6313 ; Почтовая карточка. Орнелла Мути ;  ;  ;  ;  ; 8 ; (*Сергей*) ; 140 
 6314 ; Почтовая карточка. Орнелла Мути ;  ;  ;  ;  ; 5 ; (*Сергей*) ; 140 
 6315 ; Почтовая карточка. Орнелла Мути ;  ;  ;  ;  ; 21 ; krass ; 312 
 6316 ; Почтовая карточка. Орнелла Мути ;  ;  ;  ;  ; 21 ; krass ; 261 
 6317 ; Почтовая карточка. Орнелла Мути ;  ;  ;  ;  ; 5 ; (*Сергей*) ; 140 
 6318 ; Почтовая карточка. Шерон Стоун ;  ;  ;  ;  ; 3 ; cr2952 ; 137 
 6319 ; Почтовая карточка. Шерон Стоун ;  ;  ;  ;  ; 6 ; Dмитрий ; 140 
 6320 ; Почтовая карточка. Шерон Стоун ;  ;  ;  ;  ; 6 ; Dмитрий ; 140 
 6321 ; Почтовая карточка. Фредди Меркьюри ;  ;  ;  ;  ; 3 ; cr2952 ; 137 
 6322 ; Почтовая карточка. Фредди Меркьюри ;  ;  ;  ;  ; 3 ; cr2952 ; 137 
 6323 ; Почтовая карточка. Фредди Меркьюри ;  ;  ;  ;  ; 7 ; cr2952 ; 137 
 6324 ; Почтовая карточка. Анджелина Джоли ;  ;  ;  ;  ; 3 ; cr2952 ; 137 
 6325 ; Почтовая карточка. Анджелина Джоли ;  ;  ;  ;  ; 3 ; cr2952 ; 137 
 6326 ; Почтовая карточка. Анджелина Джоли ;  ;  ;  ;  ; 3 ; cr2952 ; 137 
 6327 ; Почтовая карточка. Анджелина Джоли ;  ;  ;  ;  ; 3 ; cr2952 ; 137 
 6328 ; Почтовая карточка. Анджелина Джоли ;  ;  ;  ;  ; 21 ; лампедуза ; 172 
 6329 ; Почтовая карточка. Анджелина Джоли ;  ;  ;  ;  ; 3 ; cr2952 ; 137 
 6330 ; Почтовая карточка. Мерлин Монро ;  ;  ;  ;  ; 5 ; (*Сергей*) ; 140 
 6331 ; Почтовая карточка. Серия: Георгиевские Кавалеры ;  ;  ;  ;  ; 9 ; cr2952 ; 137 
 6332 ; Почтовая карточка. Серия: Георгиевские Кавалеры ;  ;  ;  ;  ; 12 ; кравчий ; 140 
 6333 ; Почтовая карточка. Серия: Георгиевские Кавалеры ;  ;  ;  ;  ; 5 ; cr2952 ; 137 
 6334 ; Почтовая карточка. Серия: Георгиевские Кавалеры ;  ;  ;  ;  ; 4 ; cr2952 ; 137 
 6335 ; Почтовая карточка. Серия: Георгиевские Кавалеры ;  ;  ;  ;  ; 8 ; (*Сергей*) ; 140 
 6336 ; Почтовая карточка. Серия: Георгиевские Кавалеры ;  ;  ;  ;  ; 5 ; cr2952 ; 137 
 6337 ; Почтовая карточка. Серия: Георгиевские Кавалеры ;  ;  ;  ;  ; 9 ; cr2952 ; 137 
 6338 ; Почтовая карточка. Серия: Георгиевские Кавалеры ;  ;  ;  ;  ; 10 ; Ринго ; 140 
 6339 ; Почтовая карточка. Коронация ;  ;  ;  ;  ; 12 ; (*Сергей*) ; 140 
 6340 ; Почтовая карточка. Коронация ;  ;  ;  ;  ; 19 ; lavist ; 236 
 6341 ; Почтовый конверт с гашением и маркой ; 1931 ;  ;  ;  ; 13 ; Десна ; 104 
 6342 ; Почтовый конверт с  спецгашением ; 1963 ;  ;  ;  ; 19 ; Густав Адольф ; 113 
 6343 ; Почтовый конверт с  спецгашением ; 1961 ;  ;  ;  ; 50 ; gandy ; 203 
