 5822 ; Лот талонов Литва. 6 шт ; 1991 ;  ;  ;  ; 19 ; cash ; 816 
 5506 ; Бона иностранная ;  ;  ;  ;  ; 9 ; doiu33 ; 130 
 5507 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Slava O ; 81 
 5508 ; Бона иностранная ;  ;  ;  ;  ; 9 ; doiu33 ; 122 
 5509 ; Бона иностранная ;  ;  ;  ;  ; 8 ; я8844 ; 24 
 5510 ; Бона иностранная ;  ;  ;  ;  ; 7 ; я8844 ; 22 
 5511 ; Бона иностранная ;  ;  ;  ;  ; 11 ; я8844 ; 29 
 5512 ; Бона иностранная ;  ;  ;  ;  ; 7 ; я8844 ; 39 
 5513 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Dino Zavr ; 522 
 5514 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Slava O ; 60 
 5515 ; Бона иностранная ;  ;  ;  ;  ; 5 ; igor39 ; 30 
 5516 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Slava O ; 60 
 5517 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Dino Zavr ; 120 
 5518 ; Бона иностранная ;  ;  ;  ;  ; 6 ; я8844 ; 29 
 5519 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Slava O ; 81 
 5520 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Slava O ; 81 
 5521 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Slava O ; 81 
 5522 ; Бона иностранная ;  ;  ;  ;  ; 28 ; Slava O ; 220 
 5523 ; Бона иностранная ;  ;  ;  ;  ; 14 ; НЭРИ ; 50 
 5348 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ; AU ; 27 ; Во все тяжкие ; 816 
 5349 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ; AU ; 34 ; Во все тяжкие ; 2869 
 5350 ; 5 рублей ; 1947 ; Гос.казначейский билет ;  ; AU ; 27 ; Во все тяжкие ; 2601 
 5351 ; 100 рублей ; 1947 ; билет ;  ;  ; 19 ; я8844 ; 726 
 5352 ; Бона 25 ; 1920 ;  ;  ;  ; 18 ; 75487 ; 2029 
 5353 ; 10 рублей ; 1918 ; Чек (без штампов регистрации) ;  ; AU ; 25 ; 17 ; 3051 
 5354 ; 25 рублей ; 1918 ; Чек. Со штампом регистрации ;  ;  ; 23 ; SANGOLD1 ; 657 
 5355 ; 1 рубль ; 1919 ; Гос.кредитный билет "Северная Россия" ;  ;  ; 23 ; я8844 ; 1785 
 5356 ; 5 рублей ; 1918 ; Гос.кредитный билет "Северная Россия" ;  ;  ; 35 ; air ; 4022 
 5357 ; 1000 гривень ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ;  ; 46 ; 17 ; 924 
 5358 ; Чек на 10 рублей. Владикавказское отделение гос. Банка ;  ;  ;  ;  ; 19 ; viena ; 1134 
 5359 ; Бона 1 рубль. Майкопских нефтяных промыслов ;  ;  ;  ;  ; 13 ; nb ; 594 
 5360 ; Бона 100 рублей. Майкопских нефтяных промыслов ;  ;  ;  ;  ; 16 ; nb ; 1372 
 5361 ; Квитанция на 50 рублей. Армавирское городское самоуправление ;  ;  ;  ;  ; 16 ; nb ; 883 
 5362 ; 10000 рублей ; 1992 ; банкнота ;  ; AU ; 9 ; Ambre ; 567 
 5363 ; 5000 рублей ; 1992 ; банкнота ;  ; AU ; 11 ; Запруда ; 355 
 5364 ; 1000 рублей ; 1992 ; билет ;  ; AU ; 7 ; Georgy ; 424 
 5365 ; 500 рублей ; 1992 ; билет ;  ; AU ; 16 ; Стрепет ; 235 
 5366 ; 200 рублей ; 1992 ; билет ;  ; AU ; 7 ; Play ; 551 
 5367 ; 50 рублей ; 1992 ; билет ;  ; AU ; 27 ; victorsa ; 612 
 5368 ; Лот 100,200,500 рублей ; 1993 ;  ;  ; AU ; 7 ; stoza ; 579 
 5369 ; 1000 рублей ; 1993 ; банкнота ;  ; AU ; 27 ; kvs ; 612 
 5370 ; 5000 рублей ; 1994 ; банкнота ;  ; AU ; 41 ; Maz ; 2042 
 5371 ; 10000 рублей ; 1994 ; банкнота ;  ; AU ; 36 ; sme15 ; 2267 
 5372 ; 5 рублей ; 1997 ; банкнота ;  ; AU ; 22 ; victorsa ; 612 
 5373 ; 5000 рублей ; 1995 ; банкнота ;  ; AU ; 34 ; Во все тяжкие ; 1226 
 5374 ; 1000 рублей ; 1995 ; банкнота ;  ; AU ; 3 ; Georgy ; 306 
 5375 ; Лот 10 и 50 рублей ; 1997 ;  ;  ; AU ; 33 ; Во все тяжкие ; 2040 
 5376 ; 100 рублей ; 1997 ; банкнота ;  ; AU ; 25 ; Во все тяжкие ; 3627 
 5377 ; 500 рублей ; 1997 ; банкнота ;  ; AU ; 28 ; Port ; 5100 
 5378 ; 20 марок золотом ; 1898 ; Финляндия билет ;  ;  ; 19 ; sher60 ; 1383 
 5379 ; 5 марок золотом ; 1897 ; Финляндия билет ;  ;  ; 23 ; max2008 ; 2550 
 5380 ; 5 марок золотом ; 1910 ; Финляндия билет ;  ;  ; 24 ; ЛАВ-13 ; 340 
 5381 ; Лот 2 шт. 1 марка ; 1915 ;  ;  ;  ; 21 ; svv ; 1134 
 5382 ; Лот бон 2 шт. 250 рублей ; 1917 ;  ;  ;  ; 15 ; brigadir ; 117 
 5383 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 13 ; Trien ; 113 
 5384 ; Лот бон 2 шт ;  ;  ;  ;  ; 28 ; brigadir ; 328 
 5385 ; 50 рублей. Сибирский кредитный билет ; 1918 ;  ;  ;  ; 44 ; pavelvdis ; 2833 
 5386 ; 25 рублей. Оренбургское от-ние гос.банка ; 1917 ;  ;  ;  ; 20 ; zima ; 4899 
 5387 ; 5 рублей Гагры ;  ;  ;  ;  ; 26 ; Sparks ; 1989 
 5388 ; 500 рублей ; 1919 ;  ;  ;  ; 40 ; ЛАВ-13 ; 2601 
 5389 ; 1000 рублей ; 1919 ;  ;  ;  ; 25 ; g-s-m-78 ; 2505 
 5390 ; 5 марок ; 1919 ;  ;  ;  ; 18 ; я8844 ; 1275 
 5391 ; Облигация в 1000 рублей. Заём свободы ; 1917 ;  ;  ;  ; 19 ; кве ; 1020 
 5392 ; Закладной лист ; 1875 ;  ;  ;   ; 33 ; тютю ; 1473 
 5393 ; Облигация в 100 рублей. Военный заём ; 1915 ;  ;  ;   ; 14 ; я8844 ; 510 
 5394 ; 100 рублей ; 1918 ; Гос.кредитный билет Прибайкальской временной земской власти ;  ;  ; 18 ; ЛАВ-13 ; 1022 
 5395 ; Бона 25000 рублей ;  ;  ;  ;  ; 11 ; спарта ; 1372 
 5396 ; Лот 3 шт. 1000 рублей ; 1991,1993,1995 ;  ;  ;  ; 8 ; спарта ; 1043 
 5397 ; Облигация в 100 рублей ; 1951 ;  ;  ;  ; 18 ; я8844 ; 114 
 5107 ; 20 рублей ; 1917 ; Облигации займа Свободы ;  ;  ; 9 ; sher60 ; 424 
 5108 ; купоны. Лист 20 шт. ; 1917 ;  ;  ;  ; 13 ; SANGOLD1 ; 301 
 5109 ; 40 рублей. Лист 20 шт. ;  ; Денежные знаки ;  ;  ; 17 ; cash ; 713 
 5301 ; 5 рублей ; 1898 ; Тимашев 1903. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 16 ; скорпион_48 ; 3650 
 5302 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ; AU ; 20 ; canissp ; 2256 
 5303 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; нв1975 ; 816 
 5304 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 29 ; sme15 ; 1286 
 5305 ; 1 рубль ; 1898 ; Тимашев. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 37 ; svv ; 3400 
 5306 ; 1 рубль ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 47 ; шев ; 912 
 5307 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 12 ; fouli ; 113 
 5308 ; 3 рубля. 2 шт ; 1905 ; Тимашев. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; alex241 ; 2000 
 5309 ; Лот 5 шт. 1 рубль ( Шипов,Плеске) ;  ;  ;  ;  ; 24 ; Gera_K ; 283 
 5310 ; 20 копеек ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 32 ; verunk1 ; 7652 
 5311 ; 15 копеек ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 66 ; sme15 ; 12750 
 5312 ; 10 копеек ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 41 ; sme15 ; 12750 
 5313 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 34 ; Papanator62 ; 709 
 5314 ; 3 копейки ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 31 ; maxm812 ; 500 
 5315 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 28 ; maxm812 ; 728 
 5316 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 27 ; maxm812 ; 700 
 5317 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 33 ; fouli ; 408 
 5318 ; Лот 250 и 1000 рублей ; 1917 ;  ;  ;  ; 27 ; fouli ; 461 
 5319 ; Лот бон 2 шт. 5000 и 10000 рублей ; 1918 ;  ;  ;  ; 32 ; market_spb ; 939 
 5320 ; Лот 3 шт.1,3,5 рублей ; 1918 ;  ;  ;  ; 31 ; idalgo-17 ; 1200 
 5321 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ; AU ; 20 ; andreygrishinspb ; 611 
 5322 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ; AU ; 23 ; 17 ; 722 
 5323 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 26 ; market_spb ; 328 
 5324 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 11 ; aluar ; 59 
 5325 ; 10 копеек ;  ; Разменные знаки и кредитные билеты Времен.правит.Дальнего Востока ;  ;  ; 27 ; unkas79 ; 612 
 5326 ; 5 копеек ;  ; Разменные знаки и кредитные билеты Времен.правит.Дальнего Востока ;  ;  ; 15 ; unkas79 ; 612 
 5327 ; 5000 рублей ; 1919 ;  ;  ;  ; 14 ; скорпион_48 ; 306 
 5328 ; Лот 3 шт. 1,2,3 рубля ;  ;  ;  ; AU ; 26 ; fouli ; 614 
 5329 ; Лот 2 шт ;  ;  ;  ; AU ; 32 ; novikoff12006 ; 1022 
 5330 ; 25000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 27 ; svv ; 2040 
 5331 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 28 ; Vb[fksx ; 612 
 5332 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 29 ; aluar ; 433 
 5333 ; Агитационная листовка в виде боны 100000 рублей ;  ;  ;  ;  ; 26 ; master_mt5 ; 431 
 5334 ; 10 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 23 ; torbey ; 1303 
 5335 ; 25 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 33 ; torbey ; 1530 
 5336 ; 50 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 17 ; torbey ; 1887 
 5337 ; 100 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 15 ; nikfed ; 773 
 5338 ; 250 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 53 ; sme15 ; 7933 
 5339 ; 500 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 41 ; sergfokin ; 5079 
 5340 ; 1 червонец ; 1922 ; Банковские билеты ;  ;  ; 40 ; Zubrstroy ; 9001 
 5341 ; 25000 рублей ; 1923 ; Гос.денежные знаки СССР ;  ;   ; 66 ; rodstvennik ; 12488 
 5342 ; 1 копейка ; 1924 ; Разменные казн.боны ;  ;  ; 27 ; я8844 ; 2028 
 5343 ; 2 копейки ; 1924 ; Разменные казн.боны ;  ;  ; 29 ; я8844 ; 2267 
 5344 ; 1 червонец ; 1937 ; Билет ;  ;  ; 27 ; 10alex10 ; 1836 
 5345 ; 3 червонца ; 1937 ; Билет ;  ;  ; 33 ; 10alex10 ; 1927 
 5346 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 23 ; 10alex10 ; 997 
 5347 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 20 ; 10alex10 ; 1022 
 5057 ; 10 карбованцев ;  ; Украина Знак Державноi скарбицi ;  ;  ; 21 ; вулканолог ; 92 
 5058 ; 25 карбованцев ; 1919 ; Украина Знак Державноi скарбицi ;  ;  ; 27 ; титан ; 801 
 5059 ; 50 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 19 ; НЭРИ ; 272 
 5060 ; 50 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 10 ; g.s.g ; 232 
 5061 ; 5 рублей. Псков ; 1918 ;  ;  ;  ; 11 ; liderssen ; 1530 
 5062 ; 3 рубля. Познань ; 1916 ;  ;  ;  ; 9 ; max2008 ; 401 
