 5886 ; Акция США ; 1965 ;  ;  ;  ; 16 ; kostas ; 561 
 5861 ; Бона иностранная. Норвегия. 10 крон ; 1982 ;  ;  ;  ; 38 ; ask ; 73 
 5862 ; Бона иностранная. Пакистан. 1 рупия ; 1975/81 ;  ;  ;  ; 7 ; brat52 ; 24 
 5863 ; Бона иностранная. Пакистан. 1 рупия ; 1982 ;  ;  ;  ; 9 ; brat52 ; 34 
 5864 ; Бона иностранная. Пакистан. 2 рупии ; 1985/99 ;  ;  ;  ; 7 ; brat52 ; 24 
 5865 ; Бона иностранная. Ливан. 5 ливров ; 1986 ;  ;  ;  ; 11 ; lelikband ; 34 
 5866 ; Бона иностранная. Ливан. 100 ливров ; 1978 ;  ;  ;  ; 18 ; наташа2712 ; 35 
 5867 ; Бона иностранная. Ливан. 1 ливр ; 1980 ;  ;  ;  ; 19 ; brat52 ; 38 
 5868 ; Бона иностранная. Ливия. 1 динар ; 2002 ;  ;  ;  ; 24 ; carwood2007 ; 357 
 5869 ; Бона иностранная. Малайзия. 1 ринггит ; 1989 ;  ;  ;  ; 11 ; ask ; 46 
 5870 ; Бона иностранная. Малайя и Британское Борнео. 1 доллар ; 1953 ;  ;  ;  ; 37 ; _1111_ ; 357 
 5871 ; Бона иностранная. Малави. 1 квача ; 1990 ;  ;  ;  ; 11 ; Моряк-собиратель ; 92 
 5872 ; Бона иностранная. Сингапур. 2 доллара ; 1992 ;  ;  ;  ; 13 ; Garry128 ; 32 
 5873 ; Лот бон США: 2 доллара (2шт) ; 2003 ;  ;  ;  ; 14 ; geracon2009 ; 147 
 5874 ; Лот бон (5шт) ;  ;  ;  ;  ; 16 ; гугл= ; 255 
 5875 ; Лот бон Германии (6шт) ;  ;  ;  ;  ; 29 ; wünschen viel Glück ; 153 
 5876 ; Лот бон (6шт) ;  ;  ;  ;  ; 20 ; Почта России ; 48 
 5877 ; Облигация в 100 марок. Третий Рейх ;  ;  ;  ;  ; 23 ; Schwer ; 245 
 5878 ; Облигация в 200 марок. Третий Рейх ;  ;  ;  ;  ; 11 ; aleantf ; 82 
 5879 ; Облигация в 500 марок. Третий Рейх ;  ;  ;  ;  ; 13 ; Филипп Бенг ; 66 
 5880 ; Акция США ; 1978 ;  ;  ;  ; 13 ; market_spb ; 62 
 5881 ; Акция США ; 1978 ;  ;  ;  ; 17 ; ReSeRVeD ; 114 
 5882 ; Акция США ; 1969 ;  ;  ;  ; 11 ; market_spb ; 57 
 5883 ; Акция США ; 1967 ;  ;  ;  ; 19 ; ReSeRVeD ; 114 
 5884 ; Акция США ; 1947 ;  ;  ;  ; 15 ; ReSeRVeD ; 82 
 5885 ; Акция США ; 1972 ;  ;  ;  ; 15 ; pref ; 55 
 5556 ; Бона иностранная ;  ;  ;  ;  ; 10 ; doiu33 ; 245 
 5557 ; Бона иностранная ;  ;  ;  ;  ; 9 ; re_re_re ; 21 
 5558 ; Бона иностранная ;  ;  ;  ;  ; 28 ; Woker ; 101 
 5559 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Woker ; 65 
 5560 ; Бона иностранная ;  ;  ;  ;  ; 13 ; _1111_ ; 117 
 5561 ; Бона иностранная ;  ;  ;  ;  ; 21 ; ctepanovich ; 461 
 5562 ; Бона иностранная ;  ;  ;  ;  ; 22 ; ctepanovich ; 453 
 5563 ; Бона иностранная ;  ;  ;  ;  ; 32 ; avs ; 306 
 5564 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Юбер ; 117 
 5565 ; Бона иностранная ;  ;  ;  ;  ; 11 ; ReSeRVeD ; 38 
 5566 ; Бона иностранная ;  ;  ;  ;  ; 11 ; DVZ ; 357 
 5567 ; Бона иностранная ;  ;  ;  ;  ; 15 ; podpolkovnic ; 100 
 5568 ; Бона иностранная ;  ;  ;  ;  ; 13 ; podpolkovnic ; 100 
 5569 ; Бона иностранная ;  ;  ;  ;  ; 52 ; OVT ; 305 
 5570 ; Бона иностранная ;  ;  ;  ;  ; 30 ; ъхз ; 299 
 5801 ; Бона иностранная. Польша. 100 злотых ; 1932 ;  ;  ;  ; 36 ; aleantf ; 220 
 5802 ; Бона иностранная. Испания. 25 песет. ; 1928 ;  ;  ;  ; 57 ; гугл= ; 208 
 5803 ; Бона иностранная. Испания. 1 песета. Министерство финансов ; 1937 ;  ;  ;  ; 31 ; dsp ; 251 
 5804 ; Бона иностранная. Финляндия. 25 пенни ; 1918 ;  ;  ;  ; 18 ; dsp ; 210 
 5805 ; Бона иностранная. Греция. 1000 драхм. Германско-итальянская оккупация ; 1942 ;  ;  ;  ; 16 ; DVZ ; 164 
 5806 ; Бона иностранная. Чехословакия. 5 крон. Советский оккупационный выпуск ; 1944 ;  ;  ;  ; 18 ; Стрепет ; 250 
 5807 ; Бона иностранная. Хорватия. 100 кун. Хорватская Независимая Держава ; 1941 ;  ;  ;  ; 20 ; DVZ ; 227 
 5808 ; Лот иностранных бон (2 шт): Хорватия. 5, 10 динаров ; 1991 ;  ;  ;  ; 20 ; Garry128 ; 32 
 5809 ; Бона иностранная. Филиппины. 1 сентаво. Японская оккупация ; 1942 ;  ;  ;  ; 13 ; _1111_ ; 227 
 5810 ; Бона иностранная. Зимбабве. 100 000 000 долларов ; 2008 ;  ;  ;  ; 12 ; vvs ; 204 
 5811 ; Бона иностранная. Афганистан. 10 000 афгани ; 1933 ;  ;  ;  ; 26 ; Garry128 ; 41 
 5812 ; Бона иностранная. Афганистан. 1000 афгани ; 1990 ;  ;  ;  ; 13 ; ValZay ; 38 
 5813 ; Бона иностранная. Австралия. 1 доллар ; 1970/74 ;  ;  ;  ; 26 ; knulla ; 204 
 5814 ; Бона иностранная. Бангладеш. 10 така ; 1982 ;  ;  ;  ; 18 ; brat52 ; 31 
 5815 ; Бона иностранная. Бангладеш. 5 така ; 1982/88 ;  ;  ;  ; 13 ; brat52 ; 38 
 5816 ; Бона иностранная. Биафра. 1 фунт ; 1967 ;  ;  ;  ; 37 ; _1111_ ; 367 
 5817 ; Бона иностранная. Боливия. 100 песо ; 1962 ;  ;  ;  ; 9 ; lelikband ; 46 
 5818 ; Бона иностранная. Босния и Герцеговина. 50 000 000 динар ; 1993 ;  ;  ;  ; 19 ; lelikband ; 36 
 5819 ; Бона иностранная. Босния и Герцеговина. 1 000 000 динар ; 1993 ;  ;  ;  ; 25 ; lelikband ; 57 
 5820 ; Бона иностранная. Бразилия. 50 крузейро ; 1966/67 ;  ;  ;  ; 10 ; lelikband ; 42 
 5821 ; Бона иностранная. Бразилия. 10 крузадо ; 1987 ;  ;  ;  ; 20 ; skifbgtu ; 37 
 5822 ; Бона иностранная. Бразилия. 50  крузадо нов. ; 1990 ;  ;  ;  ; 11 ; brat52 ; 41 
 5823 ; Бона иностранная. Болгария.1 лев ; 1974 ;  ;  ;  ; 19 ; Стрепет ; 125 
 5824 ; Бона иностранная. Болгария. 2 лева ; 1962 ;  ;  ;  ; 18 ; трутень ; 116 
 5825 ; Бона иностранная. Болгария. 5 лева ; 1974 ;  ;  ;  ; 15 ; трутень ; 123 
 5826 ; Бона иностранная. Болгария.10 лева ; 1974 ;  ;  ;  ; 15 ; evilpap ; 110 
 5827 ; Бона иностранная. Болгария. 20 лева ; 1974 ;  ;  ;  ; 19 ; evilpap ; 136 
 5828 ; Бона иностранная. Бирма. 1 къят ; 1972 ;  ;  ;  ; 11 ; Garry128 ; 35 
 5829 ; Бона иностранная. Бирма. 1 къят ; 1958 ;  ;  ;  ; 15 ; наташа2712 ; 53 
 5830 ; Бона иностранная. Мьянма. 1 къят ; 1990 ;  ;  ;  ; 7 ; brat52 ; 22 
 5831 ; Бона иностранная. Мьянма. 10 къят ; 1997 ;  ;  ;  ; 19 ; Garry128 ; 34 
 5832 ; Бона иностранная. Мьянма. 20 къят ; 1994 ;  ;  ;  ; 12 ; michael ; 36 
 5833 ; Бона иностранная. Камбоджа. 5 риэль ; 1972 ;  ;  ;  ; 9 ; brat52 ; 35 
 5834 ; Бона иностранная. Камбоджа. 50 риэль ; 2002 ;  ;  ;  ; 16 ; brat52 ; 39 
 5835 ; Бона иностранная. Камбоджа. 100 риэль ; 2001 ;  ;  ;  ; 26 ; brat52 ; 40 
 5506 ; Бона иностранная ;  ;  ;  ;  ; 12 ; brat52 ; 36 
 5507 ; Бона иностранная ;  ;  ;  ;  ; 17 ; lelikband ; 38 
 5508 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Garry128 ; 34 
 5509 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Garry128 ; 34 
 5510 ; Бона иностранная ;  ;  ;  ;  ; 12 ; brat52 ; 38 
 5511 ; Бона иностранная ;  ;  ;  ;  ; 17 ; _1111_ ; 45 
 5512 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Garry128 ; 34 
 5513 ; Бона иностранная ;  ;  ;  ;  ; 26 ; кве ; 207 
 5514 ; Бона иностранная ;  ;  ;  ;  ; 38 ; knulla ; 363 
 5515 ; Бона иностранная ;  ;  ;  ;  ; 7 ; brat52 ; 30 
 5516 ; Бона иностранная ;  ;  ;  ;  ; 24 ; _1111_ ; 80 
 5517 ; Бона иностранная ;  ;  ;  ;  ; 22 ; michael ; 137 
 5518 ; Бона иностранная ;  ;  ;  ;  ; 16 ; michael ; 59 
 5519 ; Бона иностранная ;  ;  ;  ;  ; 15 ; lelikband ; 38 
 5520 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Garry128 ; 36 
 5521 ; Бона иностранная ;  ;  ;  ;  ; 7 ; kent01 ; 101 
 5522 ; Бона иностранная ;  ;  ;  ;  ; 20 ; газета ; 55 
 5523 ; Бона иностранная ;  ;  ;  ;  ; 31 ; Zubrstroy ; 306 
 5524 ; Бона иностранная ;  ;  ;  ;  ; 17 ; ек ; 246 
 5525 ; Бона иностранная ;  ;  ;  ;  ; 27 ; ек ; 254 
 5526 ; Бона иностранная ;  ;  ;  ;  ; 11 ; chex88 ; 115 
 5527 ; Бона иностранная ;  ;  ;  ;  ; 7 ; chex88 ; 101 
 5528 ; Бона иностранная ;  ;  ;  ;  ; 5 ; chex88 ; 101 
 5529 ; Бона иностранная ;  ;  ;  ;  ; 5 ; chex88 ; 101 
 5530 ; Бона иностранная ;  ;  ;  ;  ; 12 ; ОВМ ; 41 
 5531 ; Бона иностранная ;  ;  ;  ;  ; 17 ; Pipe ; 57 
 5532 ; Бона иностранная ;  ;  ;  ;  ; 16 ; lelikband ; 54 
 5533 ; Бона иностранная ;  ;  ;  ;  ; 8 ; michael ; 80 
 5534 ; Бона иностранная ;  ;  ;  ;  ; 12 ; max2008 ; 130 
 5535 ; Бона иностранная ;  ;  ;  ;  ; 11 ; max2008 ; 172 
 5536 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Garry128 ; 22 
 5537 ; Бона иностранная ;  ;  ;  ;  ; 9 ; станислав-август ; 50 
 5538 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Филипп Бенг ; 42 
 5539 ; Бона иностранная ;  ;  ;  ;  ; 16 ; Garry128 ; 36 
 5540 ; Бона иностранная ;  ;  ;  ;  ; 38 ; Woker ; 51 
 5541 ; Бона иностранная ;  ;  ;  ;  ; 27 ; carwood2007 ; 191 
 5542 ; Бона иностранная ;  ;  ;  ;  ; 22 ; Germanfox ; 79 
 5543 ; Бона иностранная ;  ;  ;  ;  ; 7 ; brat52 ; 30 
 5544 ; Бона иностранная ;  ;  ;  ;  ; 10 ; brat52 ; 40 
 5545 ; Бона иностранная ;  ;  ;  ;  ; 16 ; Woker ; 82 
 5546 ; Бона иностранная ;  ;  ;  ;  ; 10 ; вулканолог ; 47 
 5547 ; Бона иностранная ;  ;  ;  ;  ; 16 ; brat52 ; 39 
 5548 ; Бона иностранная ;  ;  ;  ;  ; 15 ; brat52 ; 41 
 5549 ; Бона иностранная ;  ;  ;  ;  ; 7 ; 333985 ; 68 
 5550 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Почта России ; 51 
 5551 ; Бона иностранная ;  ;  ;  ;  ; 17 ; ъхз ; 59 
 5552 ; Бона иностранная ;  ;  ;  ;  ; 15 ; carwood2007 ; 104 
 5553 ; Бона иностранная ;  ;  ;  ;  ; 8 ; газета ; 78 
 5554 ; Бона иностранная ;  ;  ;  ;  ; 15 ; ReSeRVeD ; 92 
 5555 ; Бона иностранная ;  ;  ;  ;  ; 18 ; ask ; 50 
 5327 ; 50000 рублей. 2 шт ; 1994 ; банкнота ;  ;  ; 46 ; Филипп Бенг ; 1300 
 5328 ; Лот бон 5 шт. 1,3,5,10,25 рублей ; 1898-1909 ;  ;  ;  ; 25 ; hoza ; 179 
 5329 ; Лот бон России: (3 шт). 1 рубль ; 1898 ;  ;  ;  ; 36 ; carwood2007 ; 109 
 5330 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 23 ; ipax ; 272 
 5331 ; 250 рублей ; 1918 ;  ;  ;  ; 24 ; Sky2 ; 292 
 5332 ; 10 рублей ; 1947 ; билет ;  ;  ; 61 ; Туборг ; 470 
 5333 ; 25 рублей ; 1947 ; билет ;  ;  ; 28 ; Bambr ; 432 
 5334 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 10 ; re_re_re ; 102 
 5335 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 18 ; hanim ; 35 
 5336 ; 1 рубль ; 1919 ;  ;  ;  ; 29 ; медалькин ; 338 
 5337 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 36 ; Bambr ; 102 
 5338 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 27 ; аймир ; 102 
 5339 ; 10 крон. Эстония ; 1928 ;  ;  ;  ; 22 ; aleantf ; 249 
 5340 ; 10 крон. Эстония ; 1937 ;  ;  ;  ; 15 ; _1111_ ; 240 
 5341 ; 20 крон. Эстония ; 1932 ;  ;  ;  ; 22 ; _1111_ ; 280 
 5342 ; 5 пунктов. Литва ;  ;  ;  ;  ; 32 ; _1111_ ; 1173 
 5343 ; Лот бон (2 шт): 3 рубля, 1 рубль. Познань. Германский оккупационный выпуск для Русской Польши и Прибалтики ;  ;  ;  ;  ; 14 ; podpolkovnic ; 100 
 5344 ; Лот бон России (6 шт): 500,25,10,5,3,1 рубль ;  ;  ;  ;  ; 39 ; podpolkovnic ; 306 
 5345 ; Лот бон России (4 шт): 25,10,5,3 рубля ;  ;  ;  ;  ; 41 ; alex241 ; 156 
 5346 ; Лот бон России (6 шт): 10,5 рублей ;  ;  ;  ;  ; 22 ; газета ; 102 
 5347 ; Лот бон России (8 шт): 3 рубля ;  ;  ;  ;  ; 42 ; апрол ; 192 
 5348 ; Лот бон России (5 шт): 25,10,5,3,1 рубль ;  ;  ;  ;  ; 15 ; asadovoy ; 206 
 5349 ; Лот бон России (2 шт): 1,3 рубля ;  ;  ;  ;  ; 10 ; Почта России ; 25 
 5350 ; Лот бон России, СССР (7шт): 250,100,10,60,1 рубль ;  ;  ;  ;  ; 47 ; газета ; 306 
 5351 ; Лот бон России (3 шт): 250,500,1000 рублей ;  ;  ;  ;  ; 25 ; re_re_re ; 102 
 5352 ; Лот бон (3шт): 1,5 рублей, 10 червонцев ;  ;  ;  ;  ; 82 ; asadovoy ; 816 
 5353 ; Лот бон (2шт) ;  ;  ;  ;  ; 24 ; гугл= ; 114 
 5354 ; Лот бон России: (3 шт). 1, 50, 100 рублей ; 1922-1923 ;  ;  ;  ; 44 ; lelikband ; 754 
 5355 ; Лот бон России: (2 шт). 50 копеек, 3 рубля ; 1918 ;  ;  ;  ; 23 ; газета ; 90 
 5356 ; Лот бон России (4 шт): 50 копеек ;  ;  ;  ;  ; 23 ; mart_si ; 62 
 5357 ; Лот бон России (6 шт): 50 копеек ;  ;  ;  ;  ; 22 ; mart_si ; 113 
 5358 ; Лот бон (3шт): 40 рублей ;  ;  ;  ;  ; 17 ; апрол ; 67 
 5359 ; Лот бон (10шт): 20 рублей ;  ;  ;  ;  ; 12 ; michael ; 128 
 5360 ; Лот бон (10шт): 20 рублей ;  ;  ;  ;  ; 11 ; mart_si ; 62 
 5361 ; Лот бон (9шт): 20 рублей ;  ;  ;  ;  ; 18 ; mart_si ; 125 
 5362 ; Дорожный чек на 100 рублей. Банк для внешней торговли СССР ;  ;  ;  ;  ; 40 ; Филипп Бенг ; 487 
 5363 ; Дорожный чек на 5 рублей. Банк для внешней торговли СССР, Москва ;  ;  ;  ;  ; 17 ; Филипп Бенг ; 306 
 5364 ; Отрезной чек на 5 копеек. Банк для внешней торговли СССР ; 1985 ;  ;  ;  ; 13 ; solder13 ; 51 
 5365 ; Отрезной чек на 2 рубля. Банк для внешней торговли СССР ; 1979 ;  ;  ;  ; 12 ; ЛАВ-13 ; 51 
 5366 ; Чек на 1 рубль. Всесоюзное объединение "ВНЕШПОСЫЛТОРГ" ; 1976 ;  ;  ;  ; 14 ; Филипп Бенг ; 159 
 5367 ; Чек на 1 копейку. Всесоюзное объединение "ВНЕШПОСЫЛТОРГ" ; 1976 ;  ;  ;  ; 6 ; Lenchik_2M ; 51 
 5368 ; Чек на 2 копейки. Всесоюзное объединение "ВНЕШПОСЫЛТОРГ" ; 1976 ;  ;  ;  ; 6 ; Lenchik_2M ; 51 
 5369 ; Чек на 5 копеек. Всесоюзное объединение "ВНЕШПОСЫЛТОРГ" ;  ;  ;  ;  ; 10 ; Lenchik_2M ; 93 
 5370 ; Чек на 25 копеек. Всесоюзное объединение "ВНЕШПОСЫЛТОРГ" ;  ;  ;  ;  ; 20 ; avs ; 57 
 5371 ; Десять акций  в 1000 рублей каждая. "ДОКА-ХЛЕБ" ; 1994 ;  ;  ;  ; 27 ; Филипп Бенг ; 153 
 5501 ; Бона иностранная ;  ;  ;  ;  ; 13 ; вулканолог ; 26 
 5502 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Garry128 ; 31 
 5503 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Garry128 ; 37 
 5504 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Garry128 ; 31 
 5505 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Garry128 ; 37 
 5085 ; 50 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 36 ; sergfokin ; 2720 
 5086 ; 50 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 24 ; Antys10 ; 2039 
 5087 ; 250 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 77 ; svv ; 7140 
 5088 ; 500 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 66 ; sergfokin ; 3853 
 5089 ; 75000000 рублей ; 1924 ; Закавказье ;  ;  ; 39 ; смит ; 5610 
 5090 ; 250000000 рублей ; 1924 ; Закавказье ;  ;  ; 60 ; zef ; 6773 
 5091 ; 5000 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 65 ; verunk1 ; 9694 
 5092 ; 500 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 39 ; idalgo-17 ; 8159 
 5093 ; 1000 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 51 ; masterovoi ; 7788 
 5094 ; Государственный выигрышный заем. Облигация. Образец ; 1927 ;  ;  ;  ; 11 ; 333985 ; 3660 
 5095 ; 10000 рублей ; 1922 ; Обязательства РСФСР ;  ;  ; 46 ; Antys10 ; 10512 
 5096 ; 10000000 рублей ; 1921 ; Обязательства РСФСР 1921 г. ;  ;  ; 45 ; verunk1 ; 9012 
 5097 ; Акция Полтавского земельного банка. 3 вып. ; 1881 ;  ;  ;  ; 25 ; kont ; 1518 
 5098 ; Акция Полтавского земельного банка.5 вып. ; 1893 ;  ;  ;  ; 17 ; kont ; 1529 
 5099 ; Закладной лист ; 1898 ;  ;  ;  ; 25 ; carwood2007 ; 361 
 5100 ; Закладной лист ; 1898 ;  ;  ;  ; 19 ; ReSeRVeD ; 302 
 5101 ; 5 рублей (2 шт) ; 1909 ;  ;  ;  ; 7 ; 333985 ; 68 
 5102 ; 5 рублей (2 шт) ; 1909 ;  ;  ;  ; 9 ; 333985 ; 68 
 5103 ; 10 рублей (2 шт) ; 1909 ;  ;  ;  ; 19 ; 333985 ; 78 
 5104 ; 10 рублей (2 шт) ; 1909 ;  ;  ;  ; 17 ; 333985 ; 73 
 5105 ; 1 рубль (2 шт) ; 1898 ;  ;  ;  ; 10 ; газета ; 72 
 5106 ; 250, 500 рублей ; 1918 ;  ;  ;  ; 12 ; podpolkovnic ; 85 
 5107 ; 250, 500 рублей ; 1918 ;  ;  ;  ; 7 ; 333985 ; 77 
 5108 ; Карточка потребителя. Украина ;  ;  ;  ;  ; 15 ; Sky2 ; 101 
 5301 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 40 ; cherry ; 614 
 5302 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; pvg111 ; 235 
 5303 ; 500 рублей. 2 шт ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 20 ; Юбер ; 500 
 5304 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 33 ; себер ; 286 
 5305 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 37 ; себер ; 193 
 5306 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 26 ; pvg111 ; 76 
 5307 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 22 ; ewgen ; 100 
 5308 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 8 ; carwood2007 ; 102 
 5309 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 5 ; ewgen ; 100 
 5310 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 6 ; verunk1 ; 102 
 5311 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 5 ; ewgen ; 100 
 5312 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 10 ; carwood2007 ; 306 
 5313 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 16 ; podpolkovnic ; 227 
 5314 ; 50 копеек ; 1919 ;  ;  ;  ; 26 ; _1111_ ; 2550 
 5315 ; 3 рубля ; 1919 ;  ;  ;  ; 32 ; Antys10 ; 2601 
 5316 ; Лот бон 5 шт. 1,5,10,25 рублей ; 1898-1909 ;  ;  ;  ; 18 ; jjjoker ; 273 
 5317 ; Лот бон 5 шт. 25,50,100,250,1000 рублей ; 1918 ;  ;  ;  ; 15 ; podpolkovnic ; 357 
 5318 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 34 ; podpolkovnic ; 80 
 5319 ; Облигация 2 шт ;  ;  ;  ;  ; 30 ; гугл= ; 225 
 5320 ; 500 рублей ; 1992 ; билет ;  ;  ; 19 ; said ; 255 
 5321 ; Лот бон 10 шт.1,3,5,10,25 рублей ; 1898-1909 ;  ;  ;  ; 29 ; hoza ; 510 
