 4866 ; Бона иностранная.  Германия. 100 марок ; 1920 ;  ;  ;  ; 23 ; kvvs ; 84 
 4882 ; Лот иностранных бон (5 шт): Афганистан, Ирак, Камбоджа, Ливан ;  ;  ;  ;  ; 43 ; Manager ; 227 
 4883 ; Лот иностранных бон (5 шт): Аргентина, Гватемала, Колумбия, Перу ;  ;  ;  ;  ; 24 ; Manager ; 236 
 4884 ; Лот иностранных бон (5 шт): Афганистан, Бутан, Ирак., Иран ;  ;  ;  ;  ; 37 ; Manager ; 123 
 4885 ; Лот иностранных бон (5 шт): Республика Сербская Краина. 100 000 000 динар ; 1993 ;  ;  ;  ; 22 ; poushkine ; 111 
 4886 ; Лот иностранных бон (4 шт): Болгария. 20 левов ; 1991 ;  ;  ;  ; 15 ; gigajohn ; 63 
 4887 ; Лот иностранных бон (9 шт): Украина. 1, 25, 50, 100, 500, 1000 карбованцев ; 1991, 1992 ;  ;  ;  ; 54 ; yuri.gruzdev ; 402 
 4888 ; Лот иностранных бон (3 шт): Чехословакия. 10, 25, 100  крон ; 1960, 1961 ;  ;  ;  ; 34 ; wünschen viel Glück ; 108 
 4889 ; Лот иностранных бон (4 шт): Чехословакия - 10, 20 крон. Чехия - 50, 100 крон ; 1986, 1988, 1994, 1997 ;  ;  ;  ; 14 ; Стрепет ; 128 
 4890 ; Бона иностранная. Сербия. 20 динар ; 1941 ;  ;  ;  ; 24 ; Первый Самураец ; 420 
 4891 ; Бона иностранная. Сербия. 500 динар ; 1941 ;  ;  ;  ; 23 ; jj ; 82 
 4892 ; Бона иностранная. Бона иностранная. Сербия. 5 динар ; 1893 ;  ;  ;  ; 18 ; Первый Самураец ; 1226 
 4893 ; Лот иностранных бон (2 шт): Словакия. 20, 100 крон ; 1997, 1999 ;  ;  ;  ; 13 ; killer000 ; 56 
 4894 ; Бона иностранная. Словакия. 50 крон ; 1993 ;  ;  ;  ; 17 ; poushkine ; 148 
 4895 ; Бона иностранная. Словакия. 1000 крон ; 1995 ;  ;  ;  ; 27 ; Ракот ; 314 
 4896 ; Лот иностранных бон (2 шт): Румыния. 50 000 лей ; 1996, 2000 ;  ;  ;  ; 30 ; kvvs ; 107 
 4897 ; Лот иностранных бон (5 шт):  Республика Беларусь. 5, 50, 100, 1000, 5000 рублей ; 1992, 1998, 2000 ;  ;  ;  ; 9 ; 33madmax33 ; 51 
 4898 ; Лот иностранных бон (5 шт): Азербайджан. 500, 1000, 10 000, 50 000 манат ;  ;  ;  ;  ; 33 ; Стрепет ; 318 
 4899 ; Бона иностранная. Германия. Оккупационный выпуск на территории Украины. 100 карбованцев.  Ровно. ; 1942 ;  ;  ;  ; 9 ; jashka39 ; 227 
 4900 ; Лот иностранных бон (3 шт): Эстония. 1, 5, 100 марок ; 1919, 1922 ;  ;  ;   ; 44 ; dog009 ; 15234 
 4901 ; Лот иностранных бон (3 шт): Либавское городское самоуправление - 3 рубля, Латвия - 1, 5 рублей ;  ;  ;  ;  ; 37 ; Первый Самураец ; 532 
 4902 ; Бона иностранная. Куба. 20 песо ; 1949 ;  ;  ;  ; 54 ; max2008 ; 347 
 4816 ; Бона иностранная. Протекторат Богемия и Моравия (Германская оккупация Чехословакии). 20 крон. Перфорация SPECIMEN    (Германская оккупация Чехословакии)20 крон ; 1944 ;  ;  ;  ; 23 ; Филипп Бенг ; 304 
 4817 ; Бона иностранная. Чехословакия. 100 крон ; 1945 ;  ;  ;  ; 72 ; Филипп Бенг ; 406 
 4818 ; Бона иностранная. Швеция. 5 крон ; 1948 ;  ;  ;  ; 19 ; mirumir ; 227 
 4819 ; Бона иностранная. Норвегия. 50 крон ; 1967 ;  ;  ;  ; 28 ; dsp ; 385 
 4820 ; Бона иностранная. Норвегия. 50 крон ; 2005 ;  ;  ;  ; 21 ; smel ; 340 
 4821 ; Бона иностранная. Дания. 100 крон ; 1972 ;  ;  ;  ; 41 ; 333985 ; 412 
 4822 ; Бона иностранная. Великобритания. 10 фунтов стерлингов ; 1993 ;  ;  ;  ; 44 ; 333985 ; 615 
 4823 ; Бона иностранная. Великобритания. 20 фунтов стерлингов ; 1993 ;  ;  ;  ; 40 ; 333985 ; 1226 
 4824 ; Бона иностранная. Великобритания. 5 фунтов стерлингов ; 1963 ;  ;  ;  ; 68 ; alex1974 ; 578 
 4825 ; Лот иностранных бон (2 шт): Великобритания, Гернси. 1 фунт ; 1981, 1991 ;  ;  ;  ; 63 ; k212 ; 405 
 4826 ; Бона иностранная. Великобритания. 10 шиллингов ; 1961 ;  ;  ;  ; 47 ; alex1974 ; 204 
 4827 ; Бона иностранная. Великобритания. 1 фунт стерлингов ; 1960 ;  ;  ;  ; 34 ; Gera_K ; 102 
 4828 ; Бона иностранная. Канада. 2 доллара ; 1954 ;  ;  ;  ; 46 ; cochu ; 303 
 4829 ; Бона иностранная. Канада. 5 долларов ; 1954 ;  ;  ;  ; 27 ; RusScat ; 349 
 4830 ; Бона иностранная. Тайланд. 100 бат ; 1978 ;  ;  ;  ; 20 ; .gk ; 155 
 4831 ; Бона иностранная. Германия. 100 марок ; 1910 ;  ;  ;  ; 24 ; 收集者 ; 178 
 4832 ; Бона иностранная. Германия. 100 марок ; 1910 ;  ;  ;  ; 18 ; Gera_K ; 153 
 4833 ; Бона иностранная. Германия. 1000 марок ; 1910 ;  ;  ;  ; 20 ; Нифертити ; 96 
 4834 ; Бона иностранная. Германия. 10 марок ; 1920 ;  ;  ;  ; 16 ; Gera_K ; 72 
 4835 ; Бона иностранная. Германия. 5 марок ; 1904 ;  ;  ;  ; 28 ; Первый Самураец ; 510 
 4836 ; Бона иностранная. Германия. 10 000 марок ; 1922 ;  ;  ;  ; 17 ; Первый Самураец ; 101 
 4837 ; Бона иностранная. Германия. 5 000 000 марок ; 1923 ;  ;  ;  ; 32 ; poushkine ; 255 
 4838 ; Бона иностранная. Германия. 50 000 марок ; 1922 ;  ;  ;  ; 13 ; caiman67 ; 87 
 4839 ; Бона иностранная. Германия. 500 000 марок. С надпечаткой ; 1923 ;  ;  ;  ; 19 ; poushkine ; 148 
 4840 ; Бона иностранная. Германия. 10 миллиардов  марок ; 1923 ;  ;  ;  ; 15 ; Первый Самураец ; 262 
 4841 ; Бона иностранная. Германия. 20 миллиардов  марок ; 1923 ;  ;  ;  ; 22 ; Первый Самураец ; 262 
 4842 ; Бона иностранная. Германия. 500 миллиардов  марок ; 1923 ;  ;  ;  ; 15 ; Владик98 ; 159 
 4843 ; Бона иностранная. Германия. 10 миллиардов  марок ; 1923 ;  ;  ;  ; 15 ; SANGOLD1 ; 204 
 4844 ; Бона иностранная. Германия. 5 миллиардов  марок ; 1923 ;  ;  ;  ; 17 ; SANGOLD1 ; 315 
 4845 ; Лот иностранных бон (3 шт): Германия. 5, 100 марок ;  ;  ;  ;  ; 18 ; Gera_K ; 113 
 4846 ; Бона иностранная. Германия. 50 марок ; 1924 ;  ;  ;  ; 15 ; Gera_K ; 92 
 4847 ; Бона иностранная. Германия. 10 марок ; 1924 ;  ;  ;  ; 15 ; Gera_K ; 92 
 4848 ; Лот иностранных бон (2 шт): Германия. 5 марок ;  ;  ;  ;  ; 35 ; wünschen viel Glück ; 164 
 4849 ; Лот иностранных бон (2 шт): Германия. 5, 10 марок ;  ;  ;  ;  ; 44 ; evgen564 ; 225 
 4850 ; Лот иностранных бон (2 шт): ГДР. 5, 10 марок ; 1971, 1975 ;  ;  ;  ; 42 ; Gera_K ; 117 
 4851 ; Бона иностранная. Германия. 10 марок ; 1993 ;  ;  ;  ; 23 ; evgen564 ; 331 
 4852 ; Лот иностранных бон (2 шт): Германия. 50 000, 100 000 марок ; 1922, 1923 ;  ;  ;  ; 12 ; caiman67 ; 91 
 4853 ; Лот иностранных бон (5 шт): Германия. 2 марки ; 1914 ;  ;  ;  ; 32 ; Gera_K ; 139 
 4854 ; Лот иностранных бон (7 шт):  Германия. 1 марка ; 1914 ;  ;  ;  ; 26 ; Первый Самураец ; 170 
 4855 ; Лот иностранных бон (7 шт):  Германия. 1000 марок ; 1922 ;  ;  ;  ; 16 ; 33madmax33 ; 126 
 4856 ; Бона иностранная. Германия. 50 марок ; 1914 ;  ;  ;  ; 15 ; Первый Самураец ; 204 
 4857 ; Бона иностранная. Германия. 1000 миллиардов  марок ; 1923 ;  ;  ;  ; 31 ; von_Schwarz ; 1384 
 4858 ; Лот иностранных бон (2 шт): Германия. 5 марок ;  ;  ;  ;  ; 27 ; Первый Самураец ; 138 
 4859 ; Бона иностранная. Германия. 50 марок ; 1910 ;  ;  ;  ; 19 ; Первый Самураец ; 118 
 4860 ; Бона иностранная. Германия. 500 000 марок ; 1923 ;  ;  ;  ; 13 ; Gera_K ; 102 
 4861 ; Бона иностранная. ГДР. 20 марок ; 1964 ;  ;  ;  ; 47 ; Стрепет ; 235 
 4862 ; Лот иностранных бон (3 шт): Германия. 20 000 марок ; 1923 ;  ;  ;  ; 27 ; kvvs ; 111 
 4863 ; Лот иностранных бон (2 шт): 1 и 2 миллиона марок ; 1923 ;  ;  ;  ; 30 ; zzzzzz ; 133 
 4864 ; Бона иностранная. Германия. 20 миллиардов  марок ; 1923 ;  ;  ;  ; 28 ; Первый Самураец ; 516 
 4865 ; Бона иностранная. Ковно. 1/2 марки ; 1918 ;  ;  ;  ; 27 ; Первый Самураец ; 1000 
 4361 ; 25 лат ; 1928 ; Латвия ;  ;  ; 25 ; aleantf ; 1020 
 4362 ; 5 копеек ; 1920 ; Латвия. Разменный знак ;  ;  ; 11 ; lesnik1 ; 159 
 4363 ; Бона 5 копеек. Елгава ; 1915 ;  ;  ;  ; 27 ; okotv ; 567 
 4364 ; 10 пенни ; 1919 ; Эстония ;  ;  ; 13 ; vasek ; 250 
 4365 ; Бона 5 марок. Эстония ; 1929 ;  ;  ;  ; 16 ; atk ; 357 
 4366 ; Бона 10 марок. Эстония ; 1937 ;  ;  ;  ; 11 ; atk ; 408 
 4367 ; Бона 20 марок. Эстония. Утраты ; 1932 ;  ;  ;  ; 9 ; Vahid ; 121 
 4368 ; Бона 50 марок. Эстония ; 1929 ;  ;  ;  ; 31 ; kucz.79 ; 1022 
 4369 ; Лот 2 шт. 1 и 5 рублей ; 1938 ;  ;  ;  ; 19 ; ЛАВ-13 ; 429 
 4370 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 19 ; poushkine ; 765 
 4371 ; 50000 рублей ; 1993 ; банкнота ;  ;  ; 60 ; koriakvs ; 1657 
 4372 ; 50000 рублей ; 1994 ; банкнота ;  ;  ; 44 ; ИБК ; 1022 
 4373 ; 50000 рублей ; 1994 ; банкнота ;  ;  ; 44 ; 333985 ; 1001 
 4374 ; Лот 10,25,250 рублей ; 1918 ;  ;  ;  ; 17 ; 333985 ; 184 
 4375 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 18 ; brigadir ; 82 
 4376 ; Лот 250,1000 рублей ; 1919 ;  ;  ;  ; 16 ; 333985 ; 106 
 4377 ; Лот 100,500 рублей ; 1993 ;  ;  ;  ; 9 ; brigadir ; 153 
 4378 ; 500 рублей ; 1992 ; билет ;  ; AU ; 24 ; gigajohn ; 307 
 4379 ; Лот 5 шт. Билетов МММ ;  ;  ;  ;  ; 24 ; boroda-273 ; 306 
 4380 ; Лот 25 шт. 1,5 рублей ; 1898,1909 ;  ;  ;  ; 13 ; xramovnik ; 426 
 4381 ; Облигация. Выпуск 555,500 облигаций каждая в 125 рублей. Императорское российское правительство. Николаевская железная дорога ;  ;  ;  ;  ; 23 ; Первый Самураец ; 485 
 4382 ; Облигация в 187 рублей 50 копеек. Императорское российское правительство. Российский государственный заем 5% заем 1906г ;  ;  ;  ;  ; 31 ; Первый Самураец ; 510 
 4501 ; Бона иностранная ;  ;  ;  ;  ; 25 ; jj ; 101 
 4502 ; Бона иностранная ;  ;  ;  ;  ; 8 ; СЁМА ; 101 
 4503 ; Бона иностранная ;  ;  ;  ;  ; 14 ; jj ; 101 
 4504 ; Бона иностранная ;  ;  ;  ;  ; 8 ; СЁМА ; 101 
 4505 ; Бона иностранная ;  ;  ;  ;  ; 18 ; cochu ; 155 
 4506 ; Бона иностранная ;  ;  ;  ;  ; 10 ; СЁМА ; 101 
 4507 ; Бона иностранная ;  ;  ;  ;  ; 6 ; СЁМА ; 101 
 4508 ; Бона иностранная ;  ;  ;  ;  ; 20 ; cochu ; 155 
 4509 ; Бона иностранная ;  ;  ;  ;  ; 8 ; СЁМА ; 101 
 4510 ; Бона иностранная ;  ;  ;  ;  ; 26 ; 542 ; 212 
 4511 ; Бона иностранная ;  ;  ;  ;  ; 26 ; ИльяЗавр ; 184 
 4512 ; Бона иностранная ;  ;  ;  ;  ; 16 ; caiman67 ; 50 
 4513 ; Бона иностранная ;  ;  ;  ;  ; 17 ; ges ; 101 
 4801 ; Бона иностранная. Китай. 500 юаней ; 1943 ;  ;  ;  ; 42 ; 333985 ; 153 
 4802 ; Бона иностранная. Китай. 100 юаней ; 1941 ;  ;  ;  ; 42 ; Первый Самураец ; 285 
 4803 ; Бона иностранная. Китай. 10 юаней ; 1936 ;  ;  ;  ; 37 ; kvvs ; 141 
 4804 ; Бона иностранная. Китай. 5 юаней ; 1936 ;  ;  ;  ; 75 ; max2008 ; 222 
 4805 ; Бона иностранная. Китай. 10 юаней ; 1937 ;  ;  ;  ; 39 ; max2008 ; 222 
 4806 ; Бона иностранная. Китай. 500 юаней ; 1945 ;  ;  ;  ; 29 ; kont ; 153 
 4807 ; Бона иностранная. Китай. 5 долларов ; 1931 ;  ;  ;  ; 35 ; von_Schwarz ; 453 
 4808 ; Бона иностранная. Китай. 10 юаней ; 1936 ;  ;  ;  ; 33 ; max2008 ; 221 
 4809 ; Лот иностранных бон (2 шт): Китай. 10 и 20 центов ; 1931, 1940 ;  ;  ;  ; 19 ; max2008 ; 222 
 4810 ; Бона иностранная. Франция. 100 франков ; 1934 ;  ;  ;  ; 29 ; бабушка ; 216 
 4811 ; Бона иностранная. Греция. 500 драхм ; 1932 ;  ;  ;  ; 36 ; V-gas ; 252 
 4812 ; Бона иностранная. Швейцария. 100 франков ; 1961 ;  ;  ;  ; 32 ; RusScat ; 1122 
 4813 ; Бона иностранная. Болгария. 5 левов ; 1917 ;  ;  ;  ; 29 ; gigajohn ; 405 
 4814 ; Бона иностранная. Хорватия. 1000 кун ; 1943 ;  ;  ;  ; 32 ; Ракот ; 212 
 4815 ; Бона иностранная. Протекторат Богемия и Моравия (Германская оккупация Чехословакии). 500 крон. Перфорация SPECIMEN ; 1942 ;  ;  ;  ; 14 ; Филипп Бенг ; 466 
 4311 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 17 ; MOHETA ; 357 
 4312 ; Лот 2 шт. 5 и 25 рублей ; 1918 ;  ;  ;  ; 16 ; Филипп Бенг ; 185 
 4313 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 15 ; апрол ; 90 
 4314 ; 5000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 38 ; ЛАВ-13 ; 805 
 4315 ; 1000 рублей. Надрыв ; 1919 ;  ;  ;  ; 24 ; poushkine ; 735 
 4316 ; Лот 3 шт. 60,100,1000 рублей ; 1919 ;  ;  ;  ; 14 ; Colonel67 ; 242 
 4317 ; 10 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 42 ; ЛАВ-13 ; 614 
 4318 ; Лот 3 шт. 1,3,5 рублей ; 1918 ;  ;  ;  ; 72 ; puhetd ; 680 
 4319 ; Лот 2 шт. 10, 50 рублей ; 1918 ;  ;  ;  ; 9 ; Филипп Бенг ; 306 
 4320 ; 50 рублей ; 1919 ;  ;  ;  ; 15 ; Manager ; 148 
 4321 ; 250 рублей ; 1919 ;  ;  ;  ; 13 ; yuri.gruzdev ; 255 
 4322 ; 500 рублей ; 1919 ;  ;  ;  ; 15 ; kont ; 317 
 4323 ; 1000 рублей ; 1919 ;  ;  ;  ; 24 ; kont ; 670 
 4324 ; 5 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 48 ; ИБК ; 714 
 4325 ; 10 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 48 ; ИБК ; 714 
 4326 ; 100 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 68 ; каламбурчик ; 1894 
 4327 ; 1 червонец ; 1922 ; Банковские билеты ;  ;  ; 62 ; Первый Самураец ; 8468 
 4328 ; 10000 рублей ; 1923 ; Гос.денежные знаки СССР ;  ;  ; 25 ; Филипп Бенг ; 7200 
 4329 ; 15000 рублей ; 1923 ; Гос.денежные знаки СССР ;  ;  ; 45 ; RusScat ; 7242 
 4330 ; 25000 рублей ; 1923 ; Гос.денежные знаки СССР ;  ;  ; 100 ; bag1809 ; 13862 
 4331 ; 25 рублей ; 1918 ; Гос.кредитный билет "Северная Россия" ;  ;  ; 33 ; Соколов ; 20000 
 4332 ; 1 рубль ; 1934 ; Гос.казначейские билеты ;  ; AU ; 63 ; MOHETA ; 5102 
 4333 ; 3 рубля ; 1934 ; Гос.казначейские билеты ;  ; AU ; 81 ; кве ; 9489 
 4334 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 35 ; Филипп Бенг ; 2915 
 4335 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 15 ; bag1809 ; 567 
 4336 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ; AU ; 97 ; froloff ; 3480 
 4337 ; 5 рублей ; 1947 ; Гос.казначейский билет ;  ;  ; 42 ; poushkine ; 1224 
 4338 ; 5 рублей. Образец ; 1947 ; Гос.казначейский билет ;  ;  ; 33 ; luda ; 2000 
 4339 ; 10 рублей ; 1947 ; билет ;  ;  ; 59 ; ИБК ; 838 
 4340 ; 50 рублей ; 1947 ; билет ;  ; AU ; 114 ; Maz ; 9294 
 4341 ; 100 рублей ; 1947 ; билет ;  ;  ; 82 ; koriakvs ; 1361 
 4342 ; 10 рублей. 2 шт ; 1961 ; билет ;  ; AU ; 27 ; 1177 ; 262 
 4343 ; Лот 50,100 рублей ; 1991,1992 ;  ;  ; AU ; 41 ; 1177 ; 550 
 4344 ; 100 рублей. 5 шт ; 1991 ; билет ;  ;  ; 52 ; Jek327 ; 466 
 4345 ; 5 рублей. 2 шт ; 1997 ; банкнота ;  ; AU ; 34 ; 1177 ; 416 
 4346 ; 5 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 42 ; ЛАВ-13 ; 615 
 4347 ; 1000 карбованцев. 2 шт ; 1918 ; Украина.Знак Державноi скарбицi ;  ;  ; 19 ; poushkine ; 510 
 4348 ; 500 гривень. Надрывы ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ;  ; 17 ; Первый Самураец ; 340 
 4349 ; 10 гривень ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ;  ; 28 ; Первый Самураец ; 453 
 4350 ; 50 карбованцев ; 1918 ; Украина. Знак Державноi скарбницi ;  ;  ; 11 ; pavel5419 ; 214 
 4351 ; 500 рублей ; 1919 ; Азербайджан ;  ;  ; 19 ; Первый Самураец ; 343 
 4352 ; 10000 рублей. Утраты ; 1922 ; Грузия ;  ;  ; 13 ; 33madmax33 ; 114 
 4353 ; Долговое обязательство 1 рубль. Рига ; 1919 ;  ;  ;  ; 35 ; Первый Самураец ; 567 
 4354 ; 1 рубль ; 1919 ; Латвия. Обязательство гос.казначейства ;  ;  ; 21 ; Первый Самураец ; 510 
 4355 ; 3 рубля ; 1919 ; Латвия. Разменный знак ;  ;  ; 16 ; zef ; 300 
 4356 ; 5 рублей ; 1919 ; Латвия. Разменный знак ;  ;  ; 23 ; zef ; 510 
 4357 ; 25 рублей ; 1919 ; Латвия. Обязательство гос.казначейства ;  ;  ; 56 ; Первый Самураец ; 1032 
 4358 ; 100 рублей. Надрыв ; 1919 ; Латвия. Обязательство гос.казначейства ;  ;  ; 37 ; benc ; 1609 
 4359 ; 50 лат ; 1934 ; Латвия ;  ;  ; 20 ; aleantf ; 265 
 4360 ; 10 лат ; 1937 ; Латвия ;  ;  ; 33 ; caiman67 ; 125 
 4119 ; 5 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 40 ; 333985 ; 765 
 4120 ; 10 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 31 ; 333985 ; 512 
 4121 ; 25 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 27 ; 333985 ; 510 
 4122 ; 50 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 58 ; 333985 ; 822 
 4123 ; 50 копеек ; 1923 ; Денежные знаки (с рисунком монеты) ;  ;  ; 23 ; ЛАВ-13 ; 805 
 4124 ; 50 копеек. Вариант рамки ; 1918 ; Семиреченский Областной Совет ;  ;  ; 21 ; 333985 ; 2042 
 4125 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 16 ; caiman67 ; 101 
 4126 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 11 ; caiman67 ; 100 
 4127 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 7 ; caiman67 ; 101 
 4128 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 5 ; kanzlei ; 101 
 4129 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 14 ; caiman67 ; 101 
 4130 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 13 ; caiman67 ; 101 
 4131 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 16 ; caiman67 ; 101 
 4132 ; Билет вещевой лоторен деткомиссии при ВЦИК ; 1926 ;  ;  ;  ; 24 ; kropkomp ; 1326 
 4133 ; Билет 1 вещевой Всеукраинской лоторен ; 1924 ;  ;  ;  ; 11 ; 333985 ; 1020 
 4134 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 19 ; гугл= ; 181 
 4135 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 19 ; poushkine ; 567 
 4136 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 29 ; poushkine ; 714 
 4137 ; 50 копеек ; 1924 ; Разменные казн.боны ;  ;  ; 104 ; ек ; 16169 
 4138 ; 5 рублей ; 1925 ; Гос.казначейские билеты СССР ;  ;  ; 36 ; idalgo-17 ; 5909 
 4139 ; 10 рублей. Ставрополь ; 1918 ;  ;  ;  ; 9 ; kropkomp ; 1020 
 4140 ; 3 рубля. Ставрополь ; 1919 ;  ;  ; AU ; 13 ; kropkomp ; 3000 
 4141 ; 250 рублей. Ставрополь ; 1918 ;  ;  ;  ; 14 ; kropkomp ; 2040 
 4142 ; Московская ниточная мануфактура. Чек ; 1915 ;  ;  ;  ; 17 ; 收集者 ; 2244 
 4143 ; 100 рублей ; 1898 ; Коншин 1910 г. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 65 ; MaxHL ; 9000 
 4144 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 43 ; denis68 ; 1115 
 4145 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 47 ; Jazzman ; 1655 
 4146 ; Закладной лист ; 1900 ;  ;  ;  ; 17 ; Jazzman ; 306 
 4147 ; Закладной лист ; 1898 ;  ;  ;  ; 7 ; himik121 ; 306 
 4148 ; Закладной лист ; 1898 ;  ;  ;  ; 30 ; 333985 ; 300 
 4149 ; Закладной лист ; 1898 ;  ;  ;  ; 9 ; 333985 ; 345 
 4150 ; Закладной лист ; 1898 ;  ;  ;  ; 30 ; kont ; 340 
 4151 ; Об-во каменно-угольной и заводской промышленности. Облигация ; 1896 ;  ;  ;  ; 10 ; гугл= ; 304 
 4152 ; Государственный заем. Облигация в 5000 марок. ; 1905 ;  ;  ;  ; 16 ; 333985 ; 308 
 4153 ; Облигация ; 1906 ;  ;  ;  ; 15 ; fish77 ; 248 
 4154 ; 10 рублей (7 шт) ; 1961 ;  ;  ;  ; 8 ; momodeconne ; 61 
 4155 ; 25 рублей (7 шт) ; 1961 ;  ;  ;  ; 9 ; momodeconne ; 100 
 4156 ; купоны (53 шт) ;  ;  ;  ;  ; 7 ; Майкл ; 123 
 4157 ; купоны (48 шт) ;  ;  ;  ;  ; 7 ; Майкл ; 125 
 4158 ; купоны (40 шт) ;  ;  ;  ;  ; 5 ; Майкл ; 155 
 4301 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; o.k. ; 306 
 4302 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 63 ; KURS2008 ; 316 
 4303 ; 500 рублей. 3 шт ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 10 ; tikhomirius ; 312 
 4304 ; 500 рублей ; 1912 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 16 ; bva150979 ; 464 
 4305 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 28 ; caiman67 ; 266 
