 5921 ; Ценная бумага Германия ;  ;  ;  ;  ; 27 ; shurik2 ; 107 
 5833 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Dont ; 36 
 5834 ; Бона иностранная ;  ;  ;  ;  ; 33 ; СТРЕКОЗА ; 106 
 5835 ; Бона иностранная ;  ;  ;  ;  ; 17 ; ZIMOGOR ; 55 
 5836 ; Лот бон иностранных 2 шт ;  ;  ;  ;  ; 25 ; demodex ; 90 
 5837 ; Лот бон иностранных 2 шт ;  ;  ;  ;  ; 21 ; rbmamba ; 99 
 5838 ; Лот бон иностранных 2 шт ;  ;  ;  ;  ; 14 ; rbmamba ; 69 
 5839 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 14 ; Dont ; 79 
 5840 ; Лот бон иностранных 4 шт ;  ;  ;  ;  ; 13 ; demodex ; 322 
 5841 ; Лот бон иностранных 4 шт ;  ;  ;  ;  ; 11 ; Monata ; 151 
 5842 ; Лот бон иностранных 4 шт ;  ;  ;  ;  ; 31 ; markos ; 333 
 5843 ; Лот бон иностранных 2 шт ;  ;  ;  ;  ; 20 ; Dont ; 71 
 5844 ; Бона иностранная ;  ;  ;  ;  ; 11 ; СТРЕКОЗА ; 124 
 5845 ; Лот бон иностранных 2 шт ;  ;  ;  ;  ; 14 ; Dont ; 79 
 5846 ; Бона иностранная ;  ;  ;  ;  ; 14 ; 111111 ; 510 
 5847 ; Лот бон иностранных 2 шт ;  ;  ;  ;  ; 10 ; nikfed ; 217 
 5848 ; Лот бон иностранных 2 шт ;  ;  ;  ;  ; 26 ; феникс55 ; 230 
 5849 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 11 ; grond ; 167 
 5850 ; Лот бон иностранных 2 шт ;  ;  ;  ;  ; 26 ; я8844 ; 153 
 5851 ; Лот бон иностранных 5 шт ;  ;  ;  ;  ; 27 ; strutikut ; 147 
 5852 ; Лот бон иностранных 6 шт ;  ;  ;  ;  ; 8 ; strutikut ; 241 
 5853 ; Лот бон иностранных 2 шт ;  ;  ;  ;  ; 22 ; grond ; 114 
 5854 ; Лот бон иностранных 2 шт ;  ;  ;  ;  ; 12 ; grond ; 90 
 5855 ; Лот бон иностранных 2 шт ;  ;  ;  ;  ; 7 ; grond ; 90 
 5856 ; Бона иностранная ;  ;  ;  ;  ; 23 ; grond ; 81 
 5857 ; Бона иностранная ;  ;  ;  ;  ; 25 ; Dont ; 51 
 5858 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 16 ; morozzz ; 93 
 5859 ; Лот бон иностранных 5 шт ;  ;  ;  ;  ; 16 ; rbmamba ; 318 
 5860 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 7 ; 250882 ; 153 
 5861 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 14 ; grond ; 102 
 5862 ; ЛотЛот бон иностранных 2 шт ;  ;  ;  ;  ; 20 ; grond ; 192 
 5863 ; Бона иностранная ;  ;  ;  ;  ; 27 ; я8844 ; 264 
 5864 ; Бона иностранная ;  ;  ;  ;  ; 32 ; Dont ; 53 
 5865 ; Бона иностранная ;  ;  ;  ;  ; 25 ; Dont ; 50 
 5866 ; Лот нотгельдов 4 шт ;  ;  ;  ;  ; 28 ; Vitaly26 ; 158 
 5867 ; Лот нотгельдов 5 шт ;  ;  ;  ;  ; 14 ; smaci ; 206 
 5868 ; Лот нотгельдов 5 шт ;  ;  ;  ;  ; 16 ; smaci ; 215 
 5869 ; Лот нотгельдов 6 шт ;  ;  ;  ;  ; 16 ; sos1 ; 306 
 5870 ; Лот нотгельдов 15 шт ;  ;  ;  ;  ; 23 ; shurik2 ; 357 
 5582 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Опятор ; 36 
 5583 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Опятор ; 36 
 5584 ; Бона иностранная ;  ;  ;  ;  ; 5 ; я8844 ; 24 
 5585 ; Бона иностранная ;  ;  ;  ;  ; 7 ; я8844 ; 24 
 5586 ; Бона иностранная ;  ;  ;  ;  ; 7 ; я8844 ; 24 
 5587 ; Бона иностранная ;  ;  ;  ;  ; 25 ; доллар капут ; 44 
 5588 ; Бона иностранная ;  ;  ;  ;  ; 14 ; я8844 ; 24 
 5589 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Опятор ; 36 
 5590 ; Бона иностранная ;  ;  ;  ;  ; 6 ; ек ; 24 
 5591 ; Бона иностранная ;  ;  ;  ;  ; 5 ; я8844 ; 6 
 5592 ; Бона иностранная ;  ;  ;  ;  ; 20 ; я8844 ; 24 
 5593 ; Бона иностранная ;  ;  ;  ;  ; 14 ; airapet001 ; 20 
 5594 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Favarit ; 20 
 5595 ; Бона иностранная ;  ;  ;  ;  ; 7 ; доллар капут ; 32 
 5596 ; Бона иностранная ;  ;  ;  ;  ; 7 ; я8844 ; 45 
 5597 ; Бона иностранная ;  ;  ;  ;  ; 13 ; 2128508 ; 50 
 5598 ; Бона иностранная ;  ;  ;  ;  ; 13 ; ZIMOGOR ; 53 
 5599 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Waka.ink ; 30 
 5600 ; Бона иностранная ;  ;  ;  ;  ; 10 ; сша возьми банан ; 18 
 5601 ; Бона иностранная ;  ;  ;  ;  ; 20 ; Опятор ; 95 
 5602 ; Бона иностранная ;  ;  ;  ;  ; 5 ; ек ; 24 
 5603 ; Бона иностранная ;  ;  ;  ;  ; 10 ; я8844 ; 36 
 5604 ; Бона иностранная ;  ;  ;  ;  ; 9 ; я8844 ; 45 
 5605 ; Бона иностранная ;  ;  ;  ;  ; 7 ; доллар капут ; 57 
 5606 ; Бона иностранная ;  ;  ;  ;  ; 11 ; dima1-9-8-5 ; 30 
 5607 ; Бона иностранная ;  ;  ;  ;  ; 18 ; Waka.ink ; 40 
 5608 ; Бона иностранная ;  ;  ;  ;  ; 5 ; ек ; 20 
 5609 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Dont ; 44 
 5610 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Monata ; 111 
 5611 ; Бона иностранная ;  ;  ;  ;  ; 5 ; dima1-9-8-5 ; 30 
 5801 ; Бона иностранная ;  ;  ;  ;  ; 28 ; rbmamba ; 152 
 5802 ; Бона иностранная ;  ;  ;  ;  ; 26 ; 2128508 ; 147 
 5803 ; Бона иностранная ;  ;  ;  ;  ; 22 ; Monata ; 163 
 5804 ; Бона иностранная ;  ;  ;  ;  ; 21 ; Monata ; 122 
 5805 ; Бона иностранная ;  ;  ;  ;  ; 22 ; doiu33 ; 90 
 5806 ; Бона иностранная ;  ;  ;  ;  ; 27 ; 2128508 ; 55 
 5807 ; Бона иностранная ;  ;  ;  ;  ; 30 ; Monata ; 318 
 5808 ; Бона иностранная ;  ;  ;  ;  ; 20 ; СТРЕКОЗА ; 254 
 5809 ; Бона иностранная ;  ;  ;  ;  ; 17 ; нумизмат ; 169 
 5810 ; Бона иностранная ;  ;  ;  ;  ; 29 ; нумизмат ; 164 
 5811 ; Бона иностранная ;  ;  ;  ;  ; 24 ; СТРЕКОЗА ; 240 
 5812 ; Бона иностранная ;  ;  ;  ;  ; 21 ; Опятор ; 192 
 5813 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Monata ; 90 
 5814 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Monata ; 79 
 5815 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Monata ; 80 
 5816 ; Бона иностранная ;  ;  ;  ;  ; 20 ; Monata ; 119 
 5817 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Опятор ; 152 
 5818 ; Бона иностранная ;  ;  ;  ;  ; 22 ; Monata ; 167 
 5819 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 30 ; Опятор ; 377 
 5820 ; Лот бон иностранных 4 шт ;  ;  ;  ;  ; 24 ; Опятор ; 126 
 5532 ; Бона иностранная ;  ;  ;  ;  ; 14 ; я8844 ; 25 
 5533 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Dont ; 30 
 5534 ; Бона иностранная ;  ;  ;  ;  ; 11 ; я8844 ; 27 
 5535 ; Бона иностранная ;  ;  ;  ;  ; 23 ; доллар капут ; 96 
 5536 ; Бона иностранная ;  ;  ;  ;  ; 11 ; 666425 ; 50 
 5537 ; Бона иностранная ;  ;  ;  ;  ; 5 ; 666425 ; 50 
 5538 ; Бона иностранная ;  ;  ;  ;  ; 11 ; nikfed ; 102 
 5539 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Favarit ; 20 
 5540 ; Бона иностранная ;  ;  ;  ;  ; 7 ; доллар капут ; 116 
 5541 ; Бона иностранная ;  ;  ;  ;  ; 17 ; Dont ; 35 
 5542 ; Бона иностранная ;  ;  ;  ;  ; 17 ; demodex ; 51 
 5543 ; Бона иностранная ;  ;  ;  ;  ; 12 ; я8844 ; 26 
 5544 ; Бона иностранная ;  ;  ;  ;  ; 15 ; rbmamba ; 50 
 5545 ; Бона иностранная ;  ;  ;  ;  ; 16 ; я8844 ; 45 
 5546 ; Бона иностранная ;  ;  ;  ;  ; 18 ; Monata ; 274 
 5547 ; Бона иностранная ;  ;  ;  ;  ; 11 ; парам ; 50 
 5548 ; Бона иностранная ;  ;  ;  ;  ; 16 ; Vitaly26 ; 90 
 5549 ; Бона иностранная ;  ;  ;  ;  ; 30 ; 462 ; 135 
 5550 ; Бона иностранная ;  ;  ;  ;  ; 17 ; 462 ; 143 
 5551 ; Бона иностранная ;  ;  ;  ;  ; 13 ; 462 ; 135 
 5552 ; Бона иностранная ;  ;  ;  ;  ; 22 ; ZIMOGOR ; 40 
 5553 ; Бона иностранная ;  ;  ;  ;  ; 6 ; доллар капут ; 24 
 5554 ; Бона иностранная ;  ;  ;  ;  ; 17 ; Favarit ; 22 
 5555 ; Бона иностранная ;  ;  ;  ;  ; 21 ; доллар капут ; 46 
 5556 ; Бона иностранная ;  ;  ;  ;  ; 28 ; rbmamba ; 61 
 5557 ; Бона иностранная ;  ;  ;  ;  ; 17 ; доллар капут ; 99 
 5558 ; Бона иностранная ;  ;  ;  ;  ; 19 ; Favarit ; 31 
 5559 ; Бона иностранная ;  ;  ;  ;  ; 31 ; я8844 ; 64 
 5560 ; Бона иностранная ;  ;  ;  ;  ; 28 ; Hamlet ; 108 
 5561 ; Бона иностранная ;  ;  ;  ;  ; 25 ; rbmamba ; 70 
 5562 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Vitaly26 ; 50 
 5563 ; Бона иностранная ;  ;  ;  ;  ; 20 ; пасечник ; 60 
 5564 ; Бона иностранная ;  ;  ;  ;  ; 15 ; dima1-9-8-5 ; 65 
 5565 ; Бона иностранная ;  ;  ;  ;  ; 23 ; Dont ; 50 
 5566 ; Бона иностранная ;  ;  ;  ;  ; 29 ; Dont ; 51 
 5567 ; Бона иностранная ;  ;  ;  ;  ; 22 ; Hamlet ; 68 
 5568 ; Бона иностранная ;  ;  ;  ;  ; 7 ; доллар капут ; 53 
 5569 ; Бона иностранная ;  ;  ;  ;  ; 43 ; rbmamba ; 70 
 5570 ; Бона иностранная ;  ;  ;  ;  ; 24 ; доллар капут ; 36 
 5571 ; Бона иностранная ;  ;  ;  ;  ; 33 ; доллар капут ; 77 
 5572 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Опятор ; 36 
 5573 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Опятор ; 30 
 5574 ; Бона иностранная ;  ;  ;  ;  ; 24 ; Опятор ; 36 
 5575 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Опятор ; 30 
 5576 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Опятор ; 36 
 5577 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Опятор ; 30 
 5578 ; Бона иностранная ;  ;  ;  ;  ; 19 ; Опятор ; 36 
 5579 ; Бона иностранная ;  ;  ;  ;  ; 17 ; Опятор ; 36 
 5580 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Опятор ; 36 
 5581 ; Бона иностранная ;  ;  ;  ;  ; 29 ; Опятор ; 36 
 5366 ; 10 лат ; 1940 ; Латвия ;  ;  ; 25 ; Алек ; 306 
 5367 ; 1 крона ; 1992 ; Эстония ;  ;  ; 35 ; nikfed ; 46 
 5368 ; 2 кроны ; 1992 ; Эстония ;  ;  ; 18 ; airapet001 ; 32 
 5369 ; Дорожный чек 5 рублей ; 1961 ;  ;  ;  ; 24 ; Kamp ; 252 
 5370 ; Лот бон 2 шт. 50 и 100 рублей ; 1991 ;  ;  ;  ; 23 ; BorVik ; 567 
 5371 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 17 ; grond ; 206 
 5372 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 13 ; BorVik ; 247 
 5373 ; Лот бон 4 шт. 1,3,25,100 рублей ; 1961 ;  ;  ; AU ; 22 ; AID57 ; 367 
 5374 ; 1000 рублей ; 1919 ;  ;  ;  ; 28 ; Baisel ; 408 
 5375 ; Лот бон 14 шт ;  ;  ;  ;  ; 38 ; Алек ; 359 
 5376 ; Бона 100 рублей. Сочи 2014. Серия АА ;  ;  ;  ;  ; 31 ; kgu ; 275 
 5377 ; Бона 100 рублей. Сочи 2014. Серия АА ;  ;  ;  ;  ; 22 ; prius ; 279 
 5378 ; Бона 100 рублей. Сочи 2014. Серия АА ;  ;  ;  ;  ; 18 ; iizikul ; 273 
 5379 ; Бона 100 рублей. Сочи 2014. Серия aa ;  ;  ;  ;  ; 21 ; iizikul ; 291 
 5380 ; Бона 100 рублей. Сочи 2014. Серия aa ;  ;  ;  ;  ; 17 ; 5470 ; 291 
 5381 ; 1 червонец ; 1937 ; Билет ;  ;  ; 5 ; natalka0909 ; 100 
 5382 ; 1 червонец ; 1937 ; Билет ;  ;  ; 3 ; 666425 ; 100 
 5383 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 47 ; tdmnogopiwa ; 155 
 5384 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 18 ; tdmnogopiwa ; 175 
 5501 ; Бона иностранная ;  ;  ;  ;  ; 7 ; 2128508 ; 111 
 5502 ; Бона иностранная ;  ;  ;  ;  ; 14 ; dima1-9-8-5 ; 40 
 5503 ; Бона иностранная ;  ;  ;  ;  ; 11 ; dima1-9-8-5 ; 40 
 5504 ; Бона иностранная ;  ;  ;  ;  ; 26 ; 2128508 ; 70 
 5505 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Vitaly26 ; 40 
 5506 ; Бона иностранная ;  ;  ;  ;  ; 11 ; BorVik ; 41 
 5507 ; Бона иностранная ;  ;  ;  ;  ; 12 ; сша возьми банан ; 46 
 5508 ; Бона иностранная ;  ;  ;  ;  ; 33 ; BorVik ; 42 
 5509 ; Бона иностранная ;  ;  ;  ;  ; 18 ; Hamlet ; 46 
 5510 ; Бона иностранная ;  ;  ;  ;  ; 11 ; aleantf ; 101 
 5511 ; Бона иностранная ;  ;  ;  ;  ; 23 ; grond ; 112 
 5512 ; Бона иностранная ;  ;  ;  ;  ; 11 ; я8844 ; 36 
 5513 ; Бона иностранная ;  ;  ;  ;  ; 23 ; BorVik ; 40 
 5514 ; Бона иностранная ;  ;  ;  ;  ; 14 ; я8844 ; 45 
 5515 ; Бона иностранная ;  ;  ;  ;  ; 22 ; BorVik ; 40 
 5516 ; Бона иностранная ;  ;  ;  ;  ; 16 ; Dont ; 50 
 5517 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Dont ; 50 
 5518 ; Бона иностранная ;  ;  ;  ;  ; 18 ; 2128508 ; 116 
 5519 ; Бона иностранная ;  ;  ;  ;  ; 13 ; пасечник ; 65 
 5520 ; Бона иностранная ;  ;  ;  ;  ; 9 ; BorVik ; 62 
 5521 ; Бона иностранная ;  ;  ;  ;  ; 21 ; газ за рубли ; 102 
 5522 ; Бона иностранная ;  ;  ;  ;  ; 3 ; Monata ; 50 
 5523 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Dont ; 50 
 5524 ; Бона иностранная ;  ;  ;  ;  ; 17 ; Monata ; 102 
 5525 ; Бона иностранная ;  ;  ;  ;  ; 45 ; ZIMOGOR ; 86 
 5526 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Monata ; 101 
 5527 ; Бона иностранная ;  ;  ;  ;  ; 7 ; я8844 ; 16 
 5528 ; Бона иностранная ;  ;  ;  ;  ; 14 ; ZIMOGOR ; 34 
 5529 ; Бона иностранная ;  ;  ;  ;  ; 11 ; 2128508 ; 70 
 5530 ; Бона иностранная ;  ;  ;  ;  ; 31 ; доллар капут ; 99 
 5531 ; Бона иностранная ;  ;  ;  ;  ; 12 ; сша возьми банан ; 32 
 5316 ; Лот бон 3 шт ;  ;  ;  ;  ; 21 ; я8844 ; 561 
 5317 ; Лот бон 2 шт ;  ;  ;  ;  ; 25 ; я8844 ; 335 
 5318 ; Бона иностранная ;  ;  ;  ;  ; 19 ; Запруда ; 117 
 5319 ; Бона ;  ;  ;  ;  ; 13 ; доллар бумага ; 533 
 5320 ; Лот билетов МММ 16 шт ;  ;  ;  ;  ; 21 ; я8844 ; 114 
 5321 ; 5000 рублей ; 1992 ; банкнота ;  ; AU ; 40 ; BorVik ; 255 
 5322 ; 10000 рублей ; 1992 ; банкнота ;  ; AU ; 29 ; BorVik ; 623 
 5323 ; 5 рублей ; 1997 ; банкнота ;  ; AU ; 100 ; ddrakon44ik ; 603 
 5324 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 21 ; puhetv ; 421 
 5325 ; 50 рублей ; 1997 ; банкнота ;  ;  ; 34 ; zill ; 2042 
 5326 ; 1000 рублей ; 1995 ; банкнота ;  ;  ; 35 ; tdmnogopiwa ; 510 
 5327 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; Andrew1978 ; 59 
 5328 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; Andrew1978 ; 57 
 5329 ; 10 рублей. 7 шт ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; тикси3 ; 220 
 5330 ; 10 рублей. 7 шт ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; пасечник ; 520 
 5331 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; Andrew1978 ; 53 
 5332 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; Andrew1978 ; 57 
 5333 ; 5 рублей. 7 шт ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; sheriff ; 215 
 5334 ; 5 рублей. 7 шт ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; 22711 ; 192 
 5335 ; 3 рубля. 10 шт ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; 22711 ; 253 
 5336 ; 3 рубля. 10 шт ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; 22711 ; 254 
 5337 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 28 ; Алек ; 310 
 5338 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 11 ; Andrew1978 ; 82 
