 5497 ; Бона иностранная. Иран ;  ;  ;  ;  ; 7 ; 312 ; 36 
 5493 ; Бона иностранная. Египет ;  ;  ;  ;  ; 20 ; Maksss163 ; 32 
 5494 ; Бона иностранная. Иран ;  ;  ;  ;  ; 18 ; Korsar59 ; 101 
 5495 ; Бона иностранная. Иран ;  ;  ;  ;  ; 10 ; Korsar59 ; 51 
 5496 ; Бона иностранная. Иран ;  ;  ;  ;  ; 24 ; 312 ; 36 
 5397 ; Бона иностранная Нидерландские Антилы ;  ;  ;  ; AU ; 47 ; new life ; 102 
 5398 ; Бона иностранная Нидерландские Антилы ;  ;  ;  ; AU ; 11 ; new life ; 153 
 5399 ; Бона иностранная Кения ;  ;  ;  ; AU ; 19 ; nedmax2009 ; 153 
 5400 ; Бона иностранная Кения ;  ;  ;  ; AU ; 29 ; nedmax2009 ; 359 
 5401 ; Бона иностранная Кения ;  ;  ;  ; AU ; 17 ; nedmax2009 ; 180 
 5402 ; Бона иностранная Кения ;  ;  ;  ; AU ; 19 ; СТРЕКОЗА ; 228 
 5403 ; Бона иностранная Кения ;  ;  ;  ; AU ; 28 ; СТРЕКОЗА ; 153 
 5404 ; Бона иностранная Малави ;  ;  ;  ; AU ; 26 ; СТРЕКОЗА ; 356 
 5405 ; Бона иностранная Судан ;  ;  ;  ;  ; 19 ; Моряк-собиратель ; 306 
 5406 ; Бона иностранная Сиерра-Леоне ;  ;  ;  ; AU ; 17 ; nedmax2009 ; 185 
 5407 ; Бона иностранная Сиерра-Леоне ;  ;  ;  ;  ; 18 ; vlad77 ; 431 
 5408 ; Бона иностранная Руанда ;  ;  ;  ; AU ; 19 ; nedmax2009 ; 204 
 5409 ; Бона иностранная Мозамбик ;  ;  ;  ; AU ; 22 ; alesjane ; 740 
 5410 ; Бона иностранная Нигерия ;  ;  ;  ; AU ; 25 ; nedmax2009 ; 206 
 5411 ; Бона иностранная Заир ;  ;  ;  ; AU ; 37 ; СТРЕКОЗА ; 508 
 5412 ; Бона иностранная Заир ;  ;  ;  ; AU ; 15 ; СТРЕКОЗА ; 153 
 5413 ; Бона иностранная Танзания ;  ;  ;  ; AU ; 45 ; СТРЕКОЗА ; 821 
 5414 ; Бона иностранная Турция ;  ;  ;  ;  ; 29 ; Khab27 ; 50 
 5415 ; Бона иностранная Вьетнам ;  ;  ;  ;  ; 19 ; Khab27 ; 123 
 5416 ; Бона иностранная Камбоджа ;  ;  ;  ;  ; 15 ; nedmax2009 ; 204 
 5417 ; Бона иностранная Куба. Образец ;  ;  ;  ;  ; 47 ; nedmax2009 ; 2123 
 5418 ; Чек Монголия ;  ;  ;  ;  ; 7 ; bonist-3A ; 500 
 5419 ; Бона иностранная Монголия ;  ;  ;  ;  ; 44 ; alesjane ; 589 
 5420 ; Бона иностранная Гонг-Конг ;  ;  ;  ;  ; 19 ; Olimpia ; 77 
 5421 ; Лот бон 5 штук, Японская оккупация ;  ;  ;  ;  ; 48 ; nedmax2009 ; 728 
 5422 ; Лот бон 4 штук, Индонезия ;  ;  ;  ;  ; 21 ; 312 ; 88 
 5423 ; Бона иностранная Корея ;  ;  ;  ;  ; 33 ; Khab27 ; 104 
 5424 ; Бона иностранная Камбоджа ;  ;  ;  ;  ; 18 ; Khab27 ; 160 
 5425 ; Бона иностранная Йемен ;  ;  ;  ;  ; 45 ; nedmax2009 ; 399 
 5426 ; Бона иностранная Египет ;  ;  ;  ; AU ; 13 ; СТРЕКОЗА ; 347 
 5427 ; Бона иностранная Кувейт ;  ;  ;  ; AU ; 26 ; Khab27 ; 153 
 5428 ; Бона иностранная Йемен ;  ;  ;  ; AU ; 20 ; Khab27 ; 53 
 5429 ; Бона иностранная ОАЭ ;  ;  ;  ; AU ; 15 ; doc2 ; 186 
 5430 ; Бона иностранная Мозамбик ;  ;  ;  ;  ; 11 ; Trampl ; 104 
 5431 ; Бона иностранная Доминикана ;  ;  ;  ; AU ; 21 ; yuvg ; 225 
 5432 ; Бона иностранная Коста-Рика ;  ;  ;  ; AU ; 15 ; new life ; 104 
 5433 ; Бона иностранная Аргентина ;  ;  ;  ; AU ; 18 ; yuvg ; 509 
 5434 ; Бона иностранная Израиль ;  ;  ;  ;  ; 26 ; doc2 ; 350 
 5435 ; Бона иностранная Индонезия ;  ;  ;  ; AU ; 50 ; Khab27 ; 261 
 5436 ; Бона иностранная Лаос ;  ;  ;  ; AU ; 38 ; СТРЕКОЗА ; 152 
 5437 ; Бона иностранная Лаос ;  ;  ;  ; AU ; 30 ; СТРЕКОЗА ; 133 
 5438 ; Бона иностранная Лаос ;  ;  ;  ; AU ; 18 ; new life ; 108 
 5439 ; Бона иностранная Лаос ;  ;  ;  ;  ; 33 ; maner73 ; 72 
 5440 ; Бона иностранная Лаос ;  ;  ;  ; AU ; 20 ; Khab27 ; 73 
 5441 ; Бона иностранная Лаос ;  ;  ;  ; AU ; 22 ; Khab27 ; 123 
 5442 ; Бона иностранная Лаос ;  ;  ;  ;  ; 14 ; pref ; 42 
 5443 ; Бона иностранная Ливан ;  ;  ;  ;  ; 25 ; Paul76 ; 51 
 5444 ; Бона иностранная Ливан ;  ;  ;  ;  ; 25 ; Paul76 ; 51 
 5445 ; Лот Финляндия, 3 шт ; 1918-39 ;  ;  ;  ; 28 ; pref ; 106 
 5446 ; Лот бон Беларусь (3шт) ; 2000 ;  ;  ;  ; 14 ; yuvg ; 126 
 5347 ; 2 франка Франция ; 1944 ;  ;  ;  ; 25 ; doiu33 ; 138 
 5348 ; 1 франк Франция ; 1922 ;  ;  ;  ; 14 ; Trampl ; 174 
 5349 ; 1/2 франка Франция ; 1924 ;  ;  ;  ; 14 ; alesjane ; 340 
 5350 ; 500 лев Болгария ; 1938 ;  ;  ;  ; 32 ; to-to ; 866 
 5351 ; 500 лев Болгария ; 1940 ;  ;  ;  ; 18 ; alesjane ; 614 
 5352 ; 100 марок Германия ; 1908 ;  ;  ; AU ; 32 ; гоша334 ; 282 
 5353 ; Бона иностранная Германия ;  ;  ;  ;  ; 41 ; maner73 ; 133 
 5354 ; 5 марок Германия ; 1917 ;  ;  ;  ; 22 ; bubel ; 79 
 5355 ; 20 марок Германия ;  ;  ;  ;  ; 37 ; Khab27 ; 157 
 5356 ; 5 марок Германия ;  ;  ;  ;  ; 30 ; bubel ; 77 
 5357 ; Лот бон 3 шт. Германия ;  ;  ;  ;  ; 12 ; Maks87 ; 114 
 5358 ; 1 марка Германия ; 1944 ;  ;  ;  ; 23 ; Hromoy ; 104 
 5359 ; 1/2 марки Германия ; 1944 ;  ;  ;  ; 49 ; Hromoy ; 126 
 5360 ; Бона иностранная. Исландия ;  ;  ;  ;  ; 19 ; Lex2000 ; 157 
 5361 ; 10 крон Чехословакия ; 1960 ;  ;  ;  ; 33 ; 7854 ; 76 
 5362 ; Лот бон Финляндии 2 шт ;  ;  ;  ;  ; 19 ; Khab27 ; 131 
 5363 ; Бона иностранная Кипр ;  ;  ;  ;  ; 19 ; Khab27 ; 200 
 5364 ; Бона иностранная Кипр ;  ;  ;  ;  ; 19 ; Khab27 ; 219 
 5365 ; Бона иностранная Кипр ;  ;  ;  ;  ; 16 ; Khab27 ; 261 
 5366 ; Бона иностранная Испания ;  ;  ;  ;  ; 27 ; Khab27 ; 146 
 5367 ; Бона иностранная. Румыния ;  ;  ;  ;  ; 36 ; gladkochub ; 134 
 5368 ; Бона иностранная. Румыния ;  ;  ;  ;  ; 14 ; Khab27 ; 153 
 5369 ; Бона иностранная. Куба ;  ;  ;  ;  ; 19 ; fadeev.dima ; 386 
 5370 ; Бона иностранная Испания ;  ;  ;  ;  ; 12 ; yuvg ; 498 
 5371 ; Бона иностранная Испания ;  ;  ;  ;  ; 12 ; yuvg ; 500 
 5372 ; Бона иностранная Бельгия ;  ;  ;  ;  ; 16 ; Olimpia ; 123 
 5373 ; Бона иностранная Польша ; 1919 ;  ;  ;  ; 7 ; Olimpia ; 146 
 5374 ; Лот бон Польша, 3 шт ;  ;  ;  ;  ; 11 ; Olimpia ; 225 
 5375 ; Лот бон Болгарии. 4 шт ; 1951 ;  ;  ;  ; 71 ; diskus72 ; 350 
 5376 ; Лот бон Болгарии. 3 шт ; 1951-99 ;  ;  ;  ; 24 ; Olimpia ; 313 
 5377 ; Лот бон 6 штук, Германия ;  ;  ;  ;  ; 19 ; Olimpia ; 408 
 5378 ; Бона иностранная Югославия ;  ;  ;  ;  ; 23 ; Olimpia ; 207 
 5379 ; Бона иностранная Югославия ;  ;  ;  ;  ; 20 ; Olimpia ; 315 
 5380 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 11 ; Olimpia ; 101 
 5381 ; Лот бон иностранных 4 шт ;  ;  ;  ;  ; 18 ; pref ; 222 
 5382 ; Бона иностранная Венгрия ;  ;  ;  ;  ; 35 ; flutter ; 445 
 5383 ; Бона иностранная Венгрия ;  ;  ;  ;  ; 13 ; flutter ; 445 
 5384 ; Бона иностранная Венгрия ;  ;  ;  ;  ; 7 ; Olimpia ; 455 
 5385 ; Бона иностранная Греция ;  ;  ;  ;  ; 10 ; vlad77 ; 261 
 5386 ; Бона иностранная Кипр ;  ;  ;  ;  ; 20 ; krugerrand ; 145 
 5387 ; Бона иностранная СФРЮ ;  ;  ;  ; AU ; 19 ; 7854 ; 53 
 5388 ; Бона иностранная Чехословакия ;  ;  ;  ; AU ; 45 ; СТРЕКОЗА ; 279 
 5389 ; Бона иностранная Чехословакия ;  ;  ;  ; AU ; 27 ; svv ; 273 
 5390 ; Бона иностранная Исландия ;  ;  ;  ; AU ; 26 ; Lex2000 ; 308 
 5391 ; Лот бон 3 шт. Венгрия ;  ;  ;  ;  ; 17 ; alesjane ; 434 
 5392 ; Лот бон 3 шт. Венгрия ;  ;  ;  ;  ; 48 ; Khab27 ; 310 
 5393 ; Лот бон 2 шт. Венгрия ;  ;  ;  ;  ; 35 ; Khab27 ; 165 
 5394 ; Бона иностранная Каймановы о-ва ;  ;  ;  ; AU ; 17 ; nedmax2009 ; 357 
 5395 ; Бона иностранная Куба ;  ;  ;  ; AU ; 4 ; Oleht ; 477 
 5396 ; Бона иностранная Куба ;  ;  ;  ; AU ; 15 ; nedmax2009 ; 349 
 5297 ; 10 марок Германия ; 1944 ;  ;  ;  ; 45 ; electra ; 165 
 5298 ; 5 марок Германия ; 1948 ;  ;  ;  ; 39 ; bubel ; 423 
 5299 ; 5 марок Германия ; 1944 ;  ;  ;  ; 19 ; alex09-63 ; 188 
 5300 ; 10 марок ГДР ; 1964 ;  ;  ;  ; 26 ; Torro ; 281 
 5301 ; Бона иностранная Германия ;  ;  ;  ;  ; 42 ; diskus72 ; 113 
 5302 ; Бона иностранная Германия ;  ;  ;  ;  ; 9 ; тикси3 ; 55 
 5303 ; Бона иностранная Германия ;  ;  ;  ;  ; 19 ; oleg1129 ; 72 
 5304 ; Бона иностранная Германия ;  ;  ;  ;  ; 3 ; Lex2000 ; 33 
 5305 ; Бона иностранная Германия ;  ;  ;  ;  ; 17 ; corsar ; 110 
 5306 ; Бона иностранная Германия ;  ;  ;  ;  ; 15 ; Trampl ; 158 
 5307 ; 50 марок Остервик. Ткань ; 1922 ;  ;  ;  ; 31 ; наташа2712 ; 643 
 5308 ; Бона иностранная Германия ;  ;  ;  ;  ; 24 ; electra ; 276 
 5309 ; Бона иностранная Германия ;  ;  ;  ;  ; 21 ; electra ; 276 
 5310 ; Бона иностранная Германия ;  ;  ;  ;  ; 21 ; electra ; 276 
 5311 ; Бона иностранная Германия ;  ;  ;  ;  ; 19 ; electra ; 276 
 5312 ; Бона иностранная Германия ;  ;  ;  ;  ; 15 ; electra ; 235 
 5313 ; Бона иностранная Германия ;  ;  ;  ;  ; 22 ; Майкл ; 463 
 5314 ; Бона иностранная Германия ;  ;  ;  ;  ; 37 ; Майкл ; 462 
 5315 ; Бона иностранная Германия ;  ;  ;  ;  ; 23 ; Майкл ; 452 
 5316 ; Бона иностранная Германия ;  ;  ;  ;  ; 37 ; Майкл ; 408 
 5317 ; Бона иностранная Германия ;  ;  ;  ;  ; 22 ; electra ; 308 
 5318 ; 20 крон Терезиенштадт ; 1943 ;  ;  ;  ; 28 ; камсигал ; 399 
 5319 ; 10 крон Терезиенштадт ; 1943 ;  ;  ;  ; 30 ; lesnik1 ; 578 
 5320 ; 5 крон Терезиенштадт ; 1943 ;  ;  ;  ; 30 ; lesnik1 ; 785 
 5321 ; 2 кроны Терезиенштадт ; 1943 ;  ;  ;  ; 33 ; lesnik1 ; 819 
 5322 ; 1 крона Терезиенштадт ; 1943 ;  ;  ;  ; 28 ; lesnik1 ; 903 
 5323 ; Бона иностранная Германия ;  ;  ;  ;  ; 21 ; Майкл ; 254 
 5324 ; Бона иностранная Германия ;  ;  ;  ;  ; 17 ; Майкл ; 254 
 5325 ; 10 марок Германия ; 1949 ;  ;  ;  ; 20 ; diskus72 ; 614 
 5326 ; 10 марок Германия ; 1989 ;  ;  ;  ; 21 ; vlad77 ; 448 
 5327 ; 100 крон Швеция ; 1963 ;  ;  ;  ; 28 ; Gyron ; 776 
 5328 ; 10 крон Швеция ; 1953 ;  ;  ;  ; 14 ; трутень ; 101 
 5329 ; 10 крон Швеция ; 1985 ;  ;  ;  ; 9 ; 7854 ; 51 
 5330 ; Бона иностранная. Болгария ;  ;  ;  ;  ; 23 ; Whosaid ; 478 
 5331 ; Бона иностранная. Болгария ;  ;  ;  ;  ; 25 ; 47154 ; 80 
 5332 ; Бона иностранная. Болгария ;  ;  ;  ;  ; 23 ; diskus72 ; 77 
 5333 ; Бона иностранная. Болгария ;  ;  ;  ;  ; 11 ; Khab27 ; 100 
 5334 ; Бона иностранная. Болгария ;  ;  ;  ;  ; 12 ; 7854 ; 57 
 5335 ; Бона иностранная. Болгария ;  ;  ;  ;  ; 24 ; 7854 ; 65 
 5336 ; Бона иностранная. Греция ;  ;  ;  ;  ; 26 ; diskus72 ; 115 
 5337 ; Бона иностранная.ЦАР ;  ;  ;  ;  ; 8 ; гудзон ; 449 
 5338 ; Бона иностранная Западная Африка ;  ;  ;  ;  ; 8 ; Моряк-собиратель ; 526 
 5339 ; Бона иностранная Танзания ;  ;  ;  ;  ; 21 ; Моряк-собиратель ; 153 
 5340 ; 100 франков Франция ; 1940 ;  ;  ;  ; 34 ; Khab27 ; 235 
 5341 ; 50 франков Франция ; 1944 ;  ;  ;  ; 13 ; alesjane ; 80 
 5342 ; 100 франков Франция ; 1989 ;  ;  ;  ; 14 ; Lex2000 ; 101 
 5343 ; 20 франков Франция ; 1943 ;  ;  ;  ; 46 ; Рубчик ; 159 
 5344 ; 10 франков Франция ; 1940 ;  ;  ;  ; 13 ; Khab27 ; 57 
 5345 ; 5 франков Франция ; 1923 ;  ;  ;  ; 20 ; Khab27 ; 43 
 5346 ; 5 франков Франция ; 1969 ;  ;  ;  ; 45 ; Khab27 ; 157 
 5247 ; Бона иностранная Казахстан ;  ;  ;  ; AU ; 8 ; Wulf ; 149 
 5248 ; Бона иностранная Казахстан ;  ;  ;  ; AU ; 15 ; yuvg ; 164 
 5249 ; Бона иностранная Казахстан ;  ;  ;  ; AU ; 12 ; yuvg ; 153 
 5250 ; Бона иностранная Приднестровье ; 1994 ;  ;  ; AU ; 7 ; 312 ; 33 
 5251 ; Бона иностранная Приднестровье ; 1994 ;  ;  ; AU ; 6 ; Korsar59 ; 33 
 5252 ; Бона иностранная Беларусь ;  ;  ;  ;  ; 29 ; potters.3 ; 2000 
 5253 ; Бона иностранная Беларусь ;  ;  ;  ;  ; 35 ; potters.3 ; 2000 
 5254 ; Бона иностранная Беларусь ; 2000 ;  ;  ; AU ; 19 ; akula ; 102 
 5255 ; Бона иностранная Эстония ; 1919 ;  ;  ;  ; 37 ; abrek112 ; 153 
 5256 ; 20 крон Эстония ;  ;  ;  ;  ; 46 ; ashep ; 579 
 5257 ; 10 крон Эстония ; 1937 ;  ;  ;  ; 21 ; дед мороз ; 454 
 5258 ; Лот бон 2 шт. Эстония ; 1919-37 ;  ;  ;  ; 25 ; Torro ; 567 
 5259 ; 500 крон Эстония ; 1996 ;  ;  ;  ; 27 ; ashep ; 3609 
 5260 ; 100 крон Эстония ; 1999 ;  ;  ;  ; 35 ; ashep ; 1481 
 5261 ; Бона иностранная. Эстония ;  ;  ;  ;  ; 27 ; bva150979 ; 1421 
 5262 ; 50 крон Эстония ; 1994 ;  ;  ;  ; 29 ; yuvg ; 309 
 5263 ; 25 крон Эстония ; 1991 ;  ;  ; AU ; 21 ; архыз ; 309 
 5264 ; Бона иностранная. Эстония ;  ;  ;  ;  ; 22 ; ashep ; 258 
 5265 ; 10 крон Эстония ; 1991 ;  ;  ; AU ; 28 ; bonipari ; 306 
 5266 ; Бона иностранная. Эстония ;  ;  ;  ;  ; 7 ; ashep ; 101 
 5267 ; 5 крон Эстония ; 1991 ;  ;  ; AU ; 31 ; архыз ; 181 
 5268 ; Бона иностранная. Эстония ;  ;  ;  ;  ; 9 ; Jek327 ; 60 
 5269 ; 2 кроны Эстония ; 1992 ;  ;  ; AU ; 9 ; plushka123 ; 33 
 5270 ; Бона иностранная. Эстония ;  ;  ;  ;  ; 9 ; bva150979 ; 61 
 5271 ; Бона иностранная. Эстония ;  ;  ;  ;  ; 11 ; Olimpia ; 37 
 5272 ; 1 пункт Эстония ;  ;  ;  ;  ; 17 ; bva150979 ; 1663 
 5273 ; 500 лат Латвия ; 1929 ;  ;  ;  ; 56 ; vlad77 ; 5003 
 5274 ; 1 рубль Латвия ; 1919 ;  ;  ; XF ; 27 ; камсигал ; 538 
 5275 ; 1 рубль Латвия ; 1919 ;  ;  ;  ; 28 ; banks ; 214 
 5276 ; 5 рублей Латвия ; 1919 ;  ;  ;  ; 10 ; 47154 ; 318 
 5277 ; Лот бон 3 шт. Латвия ;  ;  ;  ;  ; 23 ; alesjane ; 273 
 5278 ; 10 лат Латвия ; 1937 ;  ;  ;  ; 9 ; maner73 ; 206 
 5279 ; 10 лат Латвия ; 1938 ;  ;  ;  ; 16 ; Khab27 ; 150 
 5280 ; 2 рубля Латвия ; 1992 ;  ;  ; AU ; 16 ; gladkochub ; 73 
 5281 ; 10 рублей Латвия ; 1992 ;  ;  ; AU ; 23 ; Khab27 ; 115 
 5282 ; Лот бон 2шт., Латвия, Литва ;  ;  ;  ;  ; 14 ; Torro ; 721 
 5283 ; 10 лит Литва ; 2007 ;  ;  ; AU ; 18 ; СТРЕКОЗА ; 306 
 5284 ; Лот бон 3 шт. Литва ; 1991 ;  ;  ; AU ; 16 ; yuvg ; 125 
 5285 ; 1 талон Литва ; 1991 ;  ;  ; AU ; 18 ; каРаЧун ; 72 
 5286 ; 3 талона Литва ; 1991 ;  ;  ; AU ; 29 ; Khab27 ; 126 
 5287 ; Лот бон 5 шт. Литва ; 1992 ;  ;  ; AU ; 16 ; vlad77 ; 82 
 5288 ; Бона иностранная. Великобритания. Подделка Бернхарда ;  ;  ;  ;  ; 9 ; alesjane ; 3126 
 5289 ; Бона иностранная Турция ;  ;  ;  ;  ; 48 ; Torro ; 3035 
 5290 ; Бона иностранная Турция ;  ;  ;  ;  ; 18 ; Torro ; 413 
 5291 ; Бона иностранная Турция ;  ;  ;  ;  ; 28 ; Torro ; 561 
 5292 ; Бона иностранная Восток ;  ;  ;  ;  ; 15 ; Torro ; 1020 
 5293 ; Бона иностранная Восток ;  ;  ;  ;  ; 23 ; alesjane ; 794 
 5294 ; 1000 марок Германия ; 1948 ;  ;  ; AU ; 36 ; Torro ; 5102 
 5295 ; 100 марок Германия ; 1948 ;  ;  ; AU ; 79 ; doiu33 ; 3500 
 5296 ; 50 марок Германия ; 1977 ;  ;  ;  ; 26 ; всыня ; 1625 
 5197 ; Облигация ; 1944 ;  ;  ;  ; 11 ; Fliege1 ; 601 
 5198 ; Лот облигаций СССР, 5 шт ; 1955-56 ;  ;  ;  ; 70 ; вулканолог ; 231 
 5199 ; Лот облигаций СССР, 5 шт ; 1955-56 ;  ;  ;  ; 13 ; вулканолог ; 207 
 5200 ; Чек 10 рублей "ВНЕШПОСЫЛТОРГ" ; 1976 ;  ;  ;  ; 20 ; fillin ; 732 
 5201 ; Чек 5 рублей "ВНЕШПОСЫЛТОРГ" ; 1976 ;  ;  ;  ; 39 ; ZOLTAN333 ; 453 
 5202 ; Чек 3 рубля "ВНЕШПОСЫЛТОРГ" ; 1976 ;  ;  ;  ; 19 ; tss ; 352 
 5203 ; Чек 1 рубль "ВНЕШПОСЫЛТОРГ" ; 1976 ;  ;  ;  ; 6 ; fillin ; 114 
 5204 ; Чек "ВНЕШПОСЫЛТОРГ" 5 копеек ;  ;  ;  ;  ; 14 ; iq ; 104 
 5205 ; Чек "ВНЕШПОСЫЛТОРГ" 10 копеек ;  ;  ;  ;  ; 12 ; iq ; 79 
 5206 ; 3 рубля. Чек ;  ;  ;  ;  ; 5 ; 2128508 ; 139 
 5207 ; 50 рублей. Чек ;  ;  ;  ;  ; 7 ; 333985 ; 59 
 5208 ; 20 рублей. Чек ;  ;  ;  ;  ; 3 ; 333985 ; 51 
 5209 ; Чек Петроград ;  ;  ;  ;  ; 22 ; аймир ; 1444 
 5210 ; Чек. Петроград ;  ;  ;  ;  ; 25 ; аймир ; 1444 
 5211 ; Рекламный листок ;  ;  ;  ;  ; 16 ; 333985 ; 114 
 5212 ; Рекламный листок ;  ;  ;  ;  ; 12 ; 333985 ; 159 
 5213 ; Лот ценных бумаг, 3 шт ;  ;  ;  ;  ; 13 ; Olimpia ; 373 
