 5921 ; Бона иностранная Аргентина ;  ;  ;  ; AU ; 13 ; USS ; 43 
 5945 ; Бона иностранная Ямайка ;  ;  ;  ;  ; 13 ; 2128508 ; 153 
 5946 ; Бона иностранная Кувейт ;  ;  ;  ;  ; 35 ; VAZ-2107 ; 100 
 5947 ; Бона иностранная Кувейт ;  ;  ;  ;  ; 14 ; VAZ-2107 ; 125 
 5871 ; Лот бон Германия 4 шт ;  ;  ;  ;  ; 18 ; smel ; 510 
 5872 ; Бона иностранная Польша ; 1930 ;  ;  ;  ; 47 ; flutter ; 558 
 5873 ; Бона иностранная Польша ; 1941 ;  ;  ;  ; 31 ; Schwer ; 603 
 5874 ; Бона иностранная Австрия ;  ;  ;  ;  ; 25 ; murew ; 164 
 5875 ; Акция Дания ;  ;  ;  ;  ; 8 ; klv ; 125 
 5876 ; Бона иностранная Великобритания ;  ;  ;  ; AU ; 30 ; dmivanych ; 316 
 5877 ; Бона иностранная Великобритания ;  ;  ;  ; AU ; 51 ; vovaT25 ; 434 
 5878 ; Лот бон 2 шт. Бельгия ;  ;  ;  ;  ; 34 ; елец ; 239 
 5879 ; Бона иностранная Румыния ;  ;  ;  ;  ; 25 ; divergent ; 96 
 5880 ; Бона иностранная Чехия ;  ;  ;  ;  ; 33 ; zamectitel ; 139 
 5881 ; Бона иностранная Филипины ;  ;  ;  ;  ; 39 ; Brat123456 ; 357 
 5882 ; Бона иностранная Филипины ;  ;  ;  ;  ; 17 ; Brat123456 ; 541 
 5883 ; Бона иностранная Японская оккупация ;  ;  ;  ;  ; 26 ; архыз ; 147 
 5884 ; Бона иностранная Югославия ;  ;  ;  ; AU ; 31 ; ALEX150 ; 55 
 5885 ; Лот бон 3 шт. Югославия ;  ;  ;  ; AU ; 47 ; СТРЕКОЗА ; 163 
 5886 ; Лот бон 2 шт. Хорватия ;  ;  ;  ; AU ; 28 ; ALEX150 ; 59 
 5887 ; Лот бон 3 шт. Беларусь ;  ;  ;  ; AU ; 5 ; zamectitel ; 68 
 5888 ; Бона иностранная Украина ;  ;  ;  ; AU ; 32 ; lesnik1 ; 269 
 5889 ; Бона иностранная Нагорный Карабах ;  ;  ;  ; AU ; 37 ; Ratmen ; 140 
 5890 ; Бона иностранная Великобритания ;  ;  ;  ;  ; 46 ; mmmm ; 311 
 5891 ; Бона иностранная Шотландия ;  ;  ;  ;  ; 27 ; grimbo ; 266 
 5892 ; Бона иностранная Шотландия ;  ;  ;  ;  ; 28 ; SIBPROPILOT ; 300 
 5893 ; Бона иностранная Джерси ;  ;  ;  ;  ; 24 ; vovaT25 ; 220 
 5894 ; Бона иностранная Бельгия ;  ;  ;  ;  ; 10 ; archy ; 329 
 5895 ; Бона иностранная Канада ;  ;  ;  ;  ; 15 ; vovaT25 ; 181 
 5896 ; Бона иностранная Армения ;  ;  ;  ;  ; 23 ; flutter ; 227 
 5897 ; Бона иностранная Марокко ;  ;  ;  ;  ; 19 ; mmmm ; 177 
 5898 ; Бона иностранная Тунис ;  ;  ;  ;  ; 19 ; mmmm ; 164 
 5899 ; Бона иностранная Тунис ;  ;  ;  ;  ; 30 ; mmmm ; 215 
 5900 ; Бона иностранная Ливия ;  ;  ;  ;  ; 15 ; mmmm ; 308 
 5901 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 37 ; zamectitel ; 301 
 5902 ; Лот бон иностранных 3 шт ;  ;  ;  ; AU ; 50 ; SIBPROPILOT ; 197 
 5903 ; Бона иностранная Израиль ;  ;  ;  ; AU ; 33 ; mmmm ; 110 
 5904 ; Бона иностранная Йемен ;  ;  ;  ; AU ; 26 ; корса ; 93 
 5905 ; Бона иностранная Оман ;  ;  ;  ; AU ; 21 ; USS ; 111 
 5906 ; 5 фунтов Ирландия ; 1999 ;  ;  ;  ; 48 ; murew ; 1134 
 5907 ; 50 лит Литва ; 1998 ;  ;  ;  ; 17 ; bva150979 ; 1394 
 5908 ; 20 лит Литва ; 2001 ;  ;  ;  ; 17 ; ashep ; 669 
 5909 ; 10 лит Литва ; 1993 ;  ;  ;  ; 16 ; Ratmen ; 308 
 5910 ; 10 лит Литва ; 2001 ;  ;  ;  ; 22 ; bonipari ; 258 
 5911 ; Бона иностранная Гана ;  ;  ;  ;  ; 15 ; SIBPROPILOT ; 57 
 5912 ; Бона иностранная Египет ;  ;  ;  ; AU ; 17 ; gdrg2 ; 55 
 5913 ; Бона иностранная Египет ;  ;  ;  ;  ; 33 ; gdrg2 ; 45 
 5914 ; Бона иностранная Египет ;  ;  ;  ;  ; 6 ; _Gera_ ; 27 
 5915 ; Бона иностранная Бирма ;  ;  ;  ; AU ; 8 ; hhmm ; 32 
 5916 ; Бона иностранная Харватия ;  ;  ;  ; AU ; 11 ; kaktus1 ; 28 
 5917 ; Бона иностранная Никарагуа ;  ;  ;  ; AU ; 16 ; USS ; 48 
 5918 ; Бона иностранная Бразилия ;  ;  ;  ; AU ; 7 ; USS ; 36 
 5919 ; Бона иностранная Бразилия ;  ;  ;  ; AU ; 9 ; Northman ; 55 
 5920 ; Бона иностранная Аргентина ;  ;  ;  ; AU ; 13 ; USS ; 48 
 5821 ; Бона иностранная Молдова ; 1992 ;  ;  ; AU ; 28 ; Boss Orange ; 1337 
 5822 ; Бона иностранная Молдова ; 2008 ;  ;  ; AU ; 28 ; alex241 ; 325 
 5823 ; Бона иностранная Финляндия ; 1918 ;  ;  ; XF+ ; 19 ; alesjane ; 340 
 5824 ; Бона иностранная Эстония ; 1932 ;  ;  ; AU ; 77 ; flutter ; 995 
 5825 ; Бона иностранная Эстония ; 2007 ;  ;  ; AU ; 15 ; ALEX150 ; 36 
 5826 ; Бона иностранная Германия ; 1910 ;  ;  ; XF ; 35 ; vitab ; 179 
 5827 ; Бона иностранная Германия ; 1910 ;  ;  ; XF ; 29 ; alesjane ; 378 
 5828 ; Бона иностранная Германия ; 1908 ;  ;  ; AU ; 39 ; maner73 ; 354 
 5829 ; Бона иностранная Германия ; 1923 ;  ;  ; XF+ ; 29 ; diskus72 ; 165 
 5830 ; Бона иностранная Германия ;  ;  ;  ;  ; 29 ; Новик ; 63 
 5831 ; Бона иностранная Германия ;  ;  ;  ;  ; 40 ; murew ; 206 
 5832 ; Бона иностранная Германия ;  ;  ;  ;  ; 22 ; alex09-63 ; 351 
 5833 ; Бона иностранная Германия ;  ;  ;  ;  ; 29 ; maner73 ; 143 
 5834 ; Бона иностранная Германия ;  ;  ;  ;  ; 42 ; alesjane ; 225 
 5835 ; Бона иностранная Германия ;  ;  ;  ;  ; 23 ; gdrg2 ; 127 
 5836 ; Бона иностранная Германия ;  ;  ;  ;  ; 12 ; alapabula ; 227 
 5837 ; 1 рупия Немецкая восточная африка ; 1916 ;  ;  ;  ; 16 ; attila375 ; 755 
 5838 ; 50 крон Терезиенштадт ; 1943 ;  ;  ;  ; 43 ; hhmm ; 1266 
 5839 ; 20 крон Терезиенштадт ; 1943 ;  ;  ;  ; 36 ; lesnik1 ; 1313 
 5840 ; Бона иностранная Германия ; 1944 ;  ;  ;  ; 30 ; prostor.71 ; 204 
 5841 ; Бона иностранная Германия ; 1944 ;  ;  ;  ; 14 ; dmivanych ; 115 
 5842 ; Бона иностранная Германия ; 1944 ;  ;  ;  ; 25 ; gdrg2 ; 125 
 5843 ; Бона иностранная Германия ; 1944 ;  ;  ;  ; 14 ; alex241 ; 156 
 5844 ; Бона иностранная Германия ; 1944 ;  ;  ;  ; 26 ; каРаЧун ; 156 
 5845 ; Бона иностранная Германия ; 1948 ;  ;  ;  ; 22 ; трутень ; 131 
 5846 ; Бона иностранная Германия ; 1911 ;  ;  ; AU ; 33 ; Northman ; 1587 
 5847 ; Бона иностранная Германия ; 1922 ;  ;  ;  ; 36 ; Sky2 ; 340 
 5848 ; Лот бон Германия 5 штук ;  ;  ;  ;  ; 23 ; Sky2 ; 155 
 5849 ; Лот бон Германия 10 штук ;  ;  ;  ;  ; 35 ; Sky2 ; 466 
 5850 ; Бона иностранная Германия ;  ;  ;  ;  ; 21 ; bratss ; 212 
 5851 ; Бона иностранная Германия ;  ;  ;  ;  ; 18 ; divergent ; 114 
 5852 ; Бона иностранная Германия ;  ;  ;  ;  ; 19 ; smel ; 175 
 5853 ; Бона иностранная Германия ;  ;  ;  ;  ; 22 ; smel ; 258 
 5854 ; Бона иностранная Германия ;  ;  ;  ;  ; 19 ; lsamurai ; 63 
 5855 ; Бона иностранная Германия ;  ;  ;  ;  ; 16 ; kop ; 101 
 5856 ; Бона иностранная Германия ;  ;  ;  ;  ; 14 ; murew ; 215 
 5857 ; Бона иностранная Германия ;  ;  ;  ;  ; 21 ; bratss ; 136 
 5858 ; Бона иностранная Германия ;  ;  ;  ;  ; 20 ; kop ; 73 
 5859 ; Бона иностранная Германия ;  ;  ;  ;  ; 11 ; bratss ; 146 
 5860 ; Бона иностранная Германия ;  ;  ;  ;  ; 25 ; vladmarkin ; 207 
 5861 ; Бона иностранная Германия ;  ;  ;  ;  ; 13 ; Майкл ; 232 
 5862 ; Бона иностранная Германия ;  ;  ;  ;  ; 9 ; attila375 ; 108 
 5863 ; Бона иностранная Германия ;  ;  ;  ;  ; 9 ; smel ; 135 
 5864 ; Бона иностранная Германия ;  ;  ;  ;  ; 11 ; Mike! ; 191 
 5865 ; Бона иностранная Германия ;  ;  ;  ;  ; 18 ; kop ; 181 
 5866 ; Бона иностранная Германия ;  ;  ;  ;  ; 23 ; Mike! ; 216 
 5867 ; Бона иностранная Германия ;  ;  ;  ;  ; 16 ; kop ; 237 
 5868 ; Бона иностранная Германия ;  ;  ;  ;  ; 11 ; attila375 ; 204 
 5869 ; Банковский чек Германия ; 1923 ;  ;  ;  ; 11 ; Boss Orange ; 117 
 5870 ; Банковский чек Германия ; 1923 ;  ;  ;  ; 7 ; vitab ; 123 
 5622 ; Бона иностранная ;  ;  ;  ;  ; 9 ; guronidze ; 107 
 5623 ; Бона иностранная ;  ;  ;  ;  ; 9 ; 2128508 ; 100 
 5624 ; Бона иностранная ;  ;  ;  ;  ; 5 ; 2128508 ; 41 
 5625 ; Бона иностранная ;  ;  ;  ;  ; 20 ; alapabula ; 35 
 5626 ; Бона иностранная ;  ;  ;  ;  ; 11 ; lsamurai ; 53 
 5627 ; Бона иностранная ;  ;  ;  ;  ; 8 ; flutter ; 42 
 5628 ; Бона иностранная ;  ;  ;  ;  ; 6 ; lsamurai ; 38 
 5629 ; Бона иностранная ;  ;  ;  ;  ; 9 ; lsamurai ; 48 
 5630 ; Бона иностранная ;  ;  ;  ;  ; 10 ; alapabula ; 35 
 5631 ; Бона иностранная ;  ;  ;  ;  ; 8 ; lsamurai ; 48 
 5632 ; Бона иностранная ;  ;  ;  ;  ; 10 ; lsamurai ; 53 
 5633 ; Бона иностранная ;  ;  ;  ;  ; 11 ; lsamurai ; 53 
 5634 ; Бона иностранная ;  ;  ;  ;  ; 11 ; lsamurai ; 47 
 5635 ; Бона иностранная ;  ;  ;  ;  ; 10 ; lsamurai ; 47 
 5636 ; Бона иностранная ;  ;  ;  ;  ; 12 ; lsamurai ; 53 
 5637 ; Бона иностранная ;  ;  ;  ;  ; 12 ; lsamurai ; 47 
 5638 ; Бона иностранная ;  ;  ;  ;  ; 15 ; vladmarkin ; 37 
 5639 ; Бона иностранная ;  ;  ;  ;  ; 36 ; klv ; 416 
 5640 ; Бона иностранная ;  ;  ;  ;  ; 14 ; VAZ-2107 ; 57 
 5641 ; Бона иностранная ;  ;  ;  ;  ; 7 ; vladmarkin ; 37 
 5642 ; Бона иностранная ;  ;  ;  ;  ; 3 ; 312 ; 26 
 5643 ; Бона иностранная ;  ;  ;  ;  ; 3 ; гш888 ; 27 
 5644 ; Бона иностранная ;  ;  ;  ;  ; 17 ; alesjane ; 561 
 5645 ; Бона иностранная ;  ;  ;  ;  ; 23 ; alesjane ; 601 
 5646 ; Бона иностранная ;  ;  ;  ;  ; 25 ; стадник ; 580 
 5647 ; Бона иностранная ;  ;  ;  ;  ; 19 ; стадник ; 580 
 5648 ; Бона иностранная ;  ;  ;  ;  ; 19 ; alesjane ; 690 
 5649 ; Бона иностранная ;  ;  ;  ;  ; 23 ; стадник ; 629 
 5650 ; Бона иностранная ;  ;  ;  ;  ; 11 ; стадник ; 305 
 5800 ; 5 долларов США ; 1905 ;  ;  ;  ; 64 ; Allegro33 ; 7254 
 5801 ; 5 долларов США ; 1921 ;  ;  ;  ; 86 ; Allegro33 ; 6127 
 5802 ; 5 долларов США ; 1914 ;  ;  ;  ; 61 ; Brat123456 ; 4102 
 5803 ; 10 долларов США ; 1905 ;  ;  ;  ; 48 ; Allegro33 ; 8169 
 5804 ; 10 долларов США ; 1905 ;  ;  ;  ; 57 ; Allegro33 ; 6630 
 5805 ; 10 долларов США ; 1907 ;  ;  ;  ; 91 ; Olimpia ; 42000 
 5806 ; 10 долларов США ; 1914 ;  ;  ;  ; 67 ; Brat123456 ; 5792 
 5807 ; 20 долларов. США ; 1922 ;  ;  ;  ; 54 ; Olimpia ; 14858 
 5808 ; 50 юаней Китай ; 1942 ;  ;  ;  ; 105 ; прохожий ; 4610 
 5809 ; 10 юаней Китай ; 1941 ;  ;  ;  ; 66 ; л386 ; 1677 
 5810 ; 1 юань Китай ; 1931 ;  ;  ;  ; 80 ; Olimpia ; 1473 
 5811 ; 1 перпер Черногория ; 1914 ;  ;  ;  ; 84 ; bva150979 ; 1515 
 5812 ; 2 перпера Черногория ; 1914 ;  ;  ;  ; 52 ; bva150979 ; 1515 
 5813 ; 500000 марок Сопот ; 1923 ;  ;  ;  ; 23 ; 2128508 ; 765 
 5814 ; 50000000 марок Сопот ; 1923 ;  ;  ;  ; 30 ; 2128508 ; 714 
 5815 ; 20 франга Албания ;  ;  ;  ;  ; 36 ; murew ; 671 
 5816 ; 5 франга Албания ;  ;  ;  ;  ; 27 ; варяг42 ; 488 
 5817 ; 50 лек Албания ; 1976 ;  ;  ; AU ; 16 ; Olimpia ; 512 
 5818 ; 100 лек Албания ; 1976 ;  ;  ; AU ; 17 ; Olimpia ; 826 
 5819 ; Бона иностранная Молдова ; 1992 ;  ;  ; AU ; 29 ; Ratmen ; 319 
 5820 ; Бона иностранная Молдова ; 1992 ;  ;  ; AU ; 28 ; bva150979 ; 1530 
 5572 ; Бона иностранная ;  ;  ;  ;  ; 8 ; murew ; 128 
 5573 ; Бона иностранная ;  ;  ;  ;  ; 7 ; buben ; 33 
 5574 ; Бона иностранная ;  ;  ;  ;  ; 3 ; 312 ; 26 
 5575 ; Бона иностранная ;  ;  ;  ;  ; 17 ; doc2 ; 150 
 5576 ; Бона иностранная ;  ;  ;  ;  ; 13 ; grimbo ; 152 
 5577 ; Бона иностранная ;  ;  ;  ;  ; 7 ; ъхз ; 35 
 5578 ; Бона иностранная ;  ;  ;  ;  ; 3 ; 312 ; 26 
 5579 ; Бона иностранная ;  ;  ;  ;  ; 5 ; 312 ; 30 
 5580 ; Бона иностранная ;  ;  ;  ;  ; 4 ; Mordaxa ; 30 
 5581 ; Бона иностранная ;  ;  ;  ;  ; 9 ; lsamurai ; 47 
 5582 ; Бона иностранная ;  ;  ;  ;  ; 7 ; alapabula ; 30 
 5583 ; Бона иностранная ;  ;  ;  ;  ; 10 ; lsamurai ; 36 
 5584 ; Бона иностранная ;  ;  ;  ;  ; 9 ; гш888 ; 42 
 5585 ; Бона иностранная ;  ;  ;  ;  ; 43 ; tanmar86 ; 204 
 5586 ; Бона иностранная ;  ;  ;  ;  ; 29 ; ъхз ; 147 
 5587 ; Бона иностранная ;  ;  ;  ;  ; 19 ; doc2 ; 250 
 5588 ; Бона иностранная ;  ;  ;  ;  ; 15 ; елец ; 136 
 5589 ; Бона иностранная ;  ;  ;  ;  ; 23 ; ъхз ; 131 
 5590 ; Бона иностранная ;  ;  ;  ;  ; 7 ; 333985 ; 46 
 5591 ; Бона иностранная ;  ;  ;  ;  ; 9 ; сс400 ; 130 
 5592 ; Бона иностранная ;  ;  ;  ;  ; 11 ; guronidze ; 61 
 5593 ; Бона иностранная ;  ;  ;  ;  ; 16 ; divergent ; 100 
 5594 ; Бона иностранная ;  ;  ;  ;  ; 9 ; flutter ; 102 
 5595 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Mordaxa ; 30 
 5596 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Mordaxa ; 100 
 5597 ; Бона иностранная ;  ;  ;  ;  ; 7 ; сс400 ; 61 
 5598 ; Бона иностранная ;  ;  ;  ;  ; 6 ; vladmarkin ; 127 
 5599 ; Бона иностранная ;  ;  ;  ;  ; 7 ; 312 ; 30 
 5600 ; Бона иностранная ;  ;  ;  ;  ; 5 ; сс400 ; 27 
 5601 ; Бона иностранная ;  ;  ;  ;  ; 57 ; murew ; 2448 
 5602 ; Бона иностранная ;  ;  ;  ;  ; 16 ; 2128508 ; 1024 
 5603 ; Бона иностранная ;  ;  ;  ;  ; 24 ; alapabula ; 51 
 5604 ; Бона иностранная ;  ;  ;  ;  ; 17 ; shulch100 ; 51 
 5605 ; Бона иностранная ;  ;  ;  ;  ; 8 ; Mordaxa ; 51 
 5606 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Mordaxa ; 51 
 5607 ; Бона иностранная ;  ;  ;  ;  ; 11 ; сс400 ; 50 
 5608 ; Бона иностранная ;  ;  ;  ;  ; 25 ; Sky2 ; 111 
 5609 ; Бона иностранная ;  ;  ;  ;  ; 13 ; alapabula ; 35 
 5610 ; Бона иностранная ;  ;  ;  ;  ; 30 ; Sky2 ; 342 
 5611 ; Бона иностранная ;  ;  ;  ;  ; 5 ; 312 ; 28 
 5612 ; Бона иностранная ;  ;  ;  ;  ; 9 ; ъхз ; 34 
 5613 ; Бона иностранная ;  ;  ;  ;  ; 9 ; vladmarkin ; 127 
 5614 ; Бона иностранная ;  ;  ;  ;  ; 11 ; kop ; 101 
 5615 ; Бона иностранная ;  ;  ;  ;  ; 5 ; 312 ; 30 
 5616 ; Бона иностранная ;  ;  ;  ;  ; 5 ; 312 ; 30 
 5617 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Александр974 ; 50 
 5618 ; Бона иностранная ;  ;  ;  ;  ; 13 ; kop ; 101 
 5619 ; Бона иностранная ;  ;  ;  ;  ; 13 ; alesjane ; 729 
 5620 ; Бона иностранная ;  ;  ;  ;  ; 17 ; divergent ; 101 
 5621 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Aviator4 ; 101 
 5522 ; Бона иностранная ;  ;  ;  ;  ; 3 ; гш888 ; 27 
 5523 ; Бона иностранная ;  ;  ;  ;  ; 3 ; гш888 ; 27 
 5524 ; Бона иностранная ;  ;  ;  ;  ; 5 ; ъхз ; 32 
 5525 ; Бона иностранная ;  ;  ;  ;  ; 4 ; гш888 ; 27 
 5526 ; Бона иностранная ;  ;  ;  ;  ; 9 ; zamectitel ; 50 
 5527 ; Бона иностранная ;  ;  ;  ;  ; 20 ; grimbo ; 153 
 5528 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Monata ; 181 
 5529 ; Бона иностранная ;  ;  ;  ;  ; 6 ; gdrg2 ; 31 
 5530 ; Бона иностранная ;  ;  ;  ;  ; 23 ; ppp ; 76 
 5531 ; Бона иностранная ;  ;  ;  ;  ; 11 ; zamectitel ; 101 
 5532 ; Бона иностранная ;  ;  ;  ;  ; 4 ; гш888 ; 27 
 5533 ; Бона иностранная ;  ;  ;  ;  ; 4 ; я8844 ; 27 
 5534 ; Бона иностранная ;  ;  ;  ;  ; 6 ; я8844 ; 27 
 5535 ; Бона иностранная ;  ;  ;  ;  ; 18 ; Ratmen ; 255 
 5536 ; Бона иностранная ;  ;  ;  ;  ; 20 ; я8844 ; 90 
 5537 ; Бона иностранная ;  ;  ;  ;  ; 10 ; shulch100 ; 34 
 5538 ; Бона иностранная ;  ;  ;  ;  ; 5 ; canario ; 30 
 5539 ; Бона иностранная ;  ;  ;  ;  ; 6 ; 47154 ; 34 
 5540 ; Бона иностранная ;  ;  ;  ;  ; 23 ; murew ; 159 
 5541 ; Бона иностранная ;  ;  ;  ;  ; 3 ; гш888 ; 27 
 5542 ; Бона иностранная ;  ;  ;  ;  ; 17 ; alesjane ; 136 
 5543 ; Бона иностранная ;  ;  ;  ;  ; 9 ; 2128508 ; 132 
 5544 ; Бона иностранная ;  ;  ;  ;  ; 9 ; divergent ; 51 
 5545 ; Бона иностранная ;  ;  ;  ;  ; 20 ; murew ; 126 
 5546 ; Бона иностранная ;  ;  ;  ;  ; 3 ; 312 ; 26 
 5547 ; Бона иностранная ;  ;  ;  ;  ; 5 ; canario ; 30 
 5548 ; Бона иностранная ;  ;  ;  ;  ; 6 ; Ssid ; 30 
 5549 ; Бона иностранная ;  ;  ;  ;  ; 13 ; gdrg2 ; 66 
 5550 ; Бона иностранная ;  ;  ;  ;  ; 19 ; zamectitel ; 136 
 5551 ; Бона иностранная ;  ;  ;  ;  ; 3 ; 312 ; 26 
 5552 ; Бона иностранная ;  ;  ;  ;  ; 5 ; гш888 ; 57 
 5553 ; Бона иностранная ;  ;  ;  ;  ; 8 ; palermo ; 114 
 5554 ; Бона иностранная ;  ;  ;  ;  ; 5 ; 312 ; 26 
 5555 ; Бона иностранная ;  ;  ;  ;  ; 14 ; джон08 ; 135 
 5556 ; Бона иностранная ;  ;  ;  ;  ; 6 ; diskus72 ; 27 
 5557 ; Бона иностранная ;  ;  ;  ;  ; 17 ; mmmm ; 75 
 5558 ; Бона иностранная ;  ;  ;  ;  ; 3 ; 312 ; 26 
 5559 ; Бона иностранная ;  ;  ;  ;  ; 4 ; vladmarkin ; 27 
 5560 ; Бона иностранная ;  ;  ;  ;  ; 21 ; divergent ; 86 
 5561 ; Бона иностранная ;  ;  ;  ;  ; 11 ; grimbo ; 168 
 5562 ; Бона иностранная ;  ;  ;  ;  ; 21 ; alesjane ; 340 
 5563 ; Бона иностранная ;  ;  ;  ;  ; 6 ; shulch100 ; 32 
 5564 ; Бона иностранная ;  ;  ;  ;  ; 13 ; .gk ; 300 
 5565 ; Бона иностранная ;  ;  ;  ;  ; 9 ; VAZ-2107 ; 101 
 5566 ; Бона иностранная ;  ;  ;  ;  ; 25 ; grimbo ; 204 
 5567 ; Бона иностранная ;  ;  ;  ;  ; 7 ; mmmm ; 152 
 5568 ; Бона иностранная ;  ;  ;  ;  ; 3 ; 312 ; 26 
 5569 ; Бона иностранная ;  ;  ;  ;  ; 3 ; 312 ; 26 
 5570 ; Бона иностранная ;  ;  ;  ;  ; 12 ; orlov2015 ; 171 
 5571 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Александр974 ; 50 
 5400 ; Чек на 5 рублей Харьковское ссудо-сберегательное т-во "АВТОКРЕДИТ" ;  ;  ;  ;  ; 12 ; Sky2 ; 1179 
 5401 ; Чек на 10 рублей Харьковское ссудо-сберегательное т-во "АВТОКРЕДИТ" ;  ;  ;  ;  ; 17 ; Sky2 ; 1179 
 5402 ; Чек на 25 рублей Харьковское ссудо-сберегательное т-во "АВТОКРЕДИТ" ;  ;  ;  ;  ; 12 ; Sky2 ; 1179 
 5403 ; Марка на 1 копейку. Т-во бр. Зотовых ;  ;  ;  ;  ; 11 ; imir ; 1588 
 5404 ; Марка на 10 копеек. Т-во бр. Зотовых ;  ;  ;  ;  ; 9 ; закрома УХ ; 1259 
 5405 ; Марка на 20 копеек. Т-во бр. Зотовых ;  ;  ;  ;  ; 9 ; закрома УХ ; 1270 
 5406 ; 1 рубль. Т-во "Стрельна" ;  ;  ;  ;  ; 13 ; камсигал ; 1248 
 5407 ; 3 рубля. Т-во "Стрельна" ;  ;  ;  ;  ; 14 ; von_Schwarz ; 1248 
 5408 ; 5 рублей. Т-во "Стрельна" ;  ;  ;  ;  ; 9 ; закрома УХ ; 1026 
 5409 ; 25 рублей г.Красноярск ; 1919 ;  ;  ;  ; 58 ; zima ; 1117 
 5410 ; Лот бон 1,3,5,10 рублей ; 1991 ;  ;  ; AU ; 21 ; RIDDIC ; 716 
 5411 ; 100 рублей ; 1991 ; билет ;  ; AU ; 48 ; rvsru888 ; 1200 
 5412 ; 500 рублей ; 1991 ; билет ;  ;  ; 33 ; rvsru888 ; 453 
 5413 ; 1000 рублей ; 1991 ; билет ;  ;  ; 20 ; lelik13821 ; 227 
 5414 ; Облигация в 945 рублей ; 1913 ;  ;  ;  ; 27 ; Ustin ; 567 
 5415 ; Облигация в 100 рублей ;  ;  ;  ;  ; 23 ; flutter ; 925 
 5416 ; Облигация в 150 франков ; 1898 ;  ;  ;  ; 21 ; vitab ; 944 
 5417 ; Акция в 250 франков Тамбов ;  ;  ;  ;  ; 19 ; Ustin ; 906 
 5418 ; Акция Тамбов ;  ;  ;  ;  ; 17 ; Ustin ; 906 
 5419 ; Акция 10000 марок Эстония ;  ;  ;  ;  ; 23 ; von_Schwarz ; 1247 
 5420 ; Бумага ценная Киев ;  ;  ;  ;  ; 17 ; vitab ; 1022 
 5421 ; Облигация в 945 рублей ; 1912 ;  ;  ;  ; 40 ; kehha ; 1383 
 5422 ; Акция в 100 рублей ; 1906 ;  ;  ;  ; 18 ; tanker1975 ; 453 
 5423 ; Облигация на 100 рублей ; 1866 ;  ;  ;  ; 46 ; mefodin ; 931 
 5424 ; Лот бон и ценных бумаг 6 шт ;  ;  ;  ;  ; 50 ; mefodin ; 1222 
 5425 ; 1000 рублей ; 1995 ; банкнота ;  ;  ; 23 ; cboker ; 245 
 5426 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 66 ; sts ; 240 
