 4839 ; Бона иностранная. Германия 4 шт ; 1923 ;  ;  ;  ; 49 ; ignatovanton ; 82 
 4823 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 17 ; 542 ; 69 
 4824 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 11 ; ZIMOGOR ; 57 
 4825 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 9 ; sikachai ; 51 
 4826 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 15 ; doiu33 ; 74 
 4827 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 11 ; doiu33 ; 74 
 4828 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 7 ; sikachai ; 51 
 4829 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 12 ; Gera_K ; 34 
 4830 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 12 ; doiu33 ; 74 
 4831 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 11 ; Gera_K ; 50 
 4832 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 39 ; aleantf ; 89 
 4833 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 17 ; aleantf ; 90 
 4834 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 11 ; gigajohn ; 77 
 4835 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 13 ; Gera_K ; 57 
 4836 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 13 ; aleantf ; 87 
 4837 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 14 ; Gera_K ; 57 
 4838 ; Бона иностранная. Германия ; 1938 ;  ;  ;  ; 49 ; aleantf ; 392 
 4337 ; 1 червонец ; 1937 ; Билет ;  ;  ; 83 ; lesnik1 ; 503 
 4338 ; 1000 рублей. 2 шт ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 22 ; baron ; 411 
 4339 ; 250 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 51 ; svv ; 2275 
 4340 ; 10 рублей ; 1947 ; билет ;  ;  ; 78 ; sergey2100 ; 2629 
 4341 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ; AU ; 44 ; MOHETA ; 3315 
 4342 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 41 ; vel2010 ; 567 
 4343 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ; AU ; 34 ; 3051234 ; 873 
 4344 ; 100 рублей ; 1947 ; билет ;  ;  ; 33 ; sergey2100 ; 869 
 4345 ; 25 рублей ; 1919 ;  ;  ;  ; 11 ; странник ; 238 
 4346 ; 50 рублей ; 1919 ;  ;  ;  ; 18 ; SANGOLD1 ; 556 
 4347 ; 250 рублей ; 1919 ;  ;  ;  ; 11 ; яша ; 256 
 4348 ; 500 рублей ; 1919 ;  ;  ;  ; 9 ; яша ; 281 
 4349 ; 1 рубль ; 1919 ;  ;  ;  ; 36 ; RusScat ; 1236 
 4350 ; 1 рубль ; 1919 ; Латвия. Обязательство гос.казначейства ;  ;  ; 41 ; AlexRFB ; 465 
 4351 ; 10 рублей ; 1919 ; Латвия. Разменный знак ;  ;  ; 13 ; ЛАВ-13 ; 521 
 4352 ; 100 гривень ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ;  ; 18 ; poushkine ; 833 
 4353 ; 10 карбованцев ;  ; Украина Знак Державноi скарбицi ;  ;  ; 23 ; Туборг ; 804 
 4354 ; Бона 75 рублей г. Житомир ;  ;  ;  ;  ; 22 ; alex241 ; 845 
 4355 ; Бона 50 копеек, Бердичевская городская продовольственная управа ;  ;  ;  ;  ; 25 ; nb ; 1530 
 4356 ; Бона 5 копеек ;  ;  ;  ;  ; 13 ; ЛАВ-13 ; 602 
 4357 ; Бона 10 рублей. Слуцкое уездное земство ;  ;  ;  ;  ; 13 ; Соколов ; 1183 
 4358 ; 50 рублей ; 1919 ; Азербайджан ;  ;  ; 7 ; ЛАВ-13 ; 242 
 4359 ; 1 рубль ; 1918 ; Закавказье ;  ;  ; 8 ; Туборг ; 340 
 4360 ; 5000 рублей ; 1921 ; Грузия ;  ;  ; 16 ; gusar ; 453 
 4361 ; 3 рубля. Либавское городское самоуправление ;  ;  ;  ;  ; 30 ; kropkomp ; 922 
 4362 ; 10 копеек. Либавское городское самоуправление ;  ;  ;  ;  ; 24 ; kropkomp ; 567 
 4363 ; 5 копеек. Либавское городское самоуправление ;  ;  ;  ; AU ; 24 ; svv ; 567 
 4364 ; 3 копейки. Либавское городское самоуправление ;  ;  ;  ; AU ; 34 ; svv ; 680 
 4365 ; Бона 10 рублей ; 1918 ;  ;  ;  ; 39 ; AlexRFB ; 227 
 4366 ; Бона 5 карбованцев г. Житомир ; 1918 ;  ;  ;  ; 31 ; alex241 ; 1015 
 4367 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 46 ; НЭРИ ; 134 
 4368 ; 3 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 70 ; НЭРИ ; 310 
 4369 ; Бона 2 шт.( 1 и 2 копейки ) ; 1915 ;  ;  ;  ; 80 ; НЭРИ ; 309 
 4370 ; 5000 рублей. Пятна ; 1919 ;  ;  ;  ; 25 ; poushkine ; 238 
 4371 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 64 ; poushkine ; 465 
 4372 ; 1000 рублей. Надрывы ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 67 ; колхоз1 ; 847 
 4373 ; 1 червонец ; 1922 ; Банковские билеты ;  ;  ; 66 ; ac ; 3723 
 4374 ; 1 рубль ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 29 ; masterovoi ; 455 
 4375 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 26 ; яша ; 204 
 4376 ; 250 рублей. Пятна ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 26 ; gigajohn ; 136 
 4377 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 57 ; gigajohn ; 206 
 4378 ; 50 рублей. Пятна ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 19 ; gigajohn ; 163 
 4379 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 46 ; яша ; 222 
 4380 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 44 ; VelesDS ; 159 
 4381 ; 5 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 40 ; яша ; 250 
 4382 ; 3 рубля ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 45 ; яша ; 257 
 4383 ; 5000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 26 ; яша ; 567 
 4384 ; 1 рубль. Надрыв ; 1947 ; Гос.казначейский билет ;  ;  ; 45 ; яша ; 387 
 4385 ; Лот из Товарно-расчетных чеков. Товарищество "Уральский рынок": 1,5,10,20,50,100,500,1000 франков (8шт) ; 1991 ;  ;  ;  ; 24 ; sergey2100 ; 4080 
 4386 ; Лот бон (17шт) ; 1961-1993 ;  ;  ;  ; 24 ; gigajohn ; 227 
 4148 ; Облигация С.-Петербургскогог гор.кредитного об-ва ; 1914 ;  ;  ;  ; 74 ; kehha ; 718 
 4149 ; Облигация Черноморской ж/д ; 1916 ;  ;  ;  ; 24 ; ек ; 294 
 4150 ; Российский Гос.заем.Облигация в 5000 марок ; 1905 ;  ;  ;  ; 60 ; Oliveer ; 850 
 4151 ; Закладной лист ; 1898 ;  ;  ;  ; 46 ; НЕВО ; 710 
 4152 ; Закладной лист ; 1898 ;  ;  ;  ; 37 ; sergeui ; 510 
 4153 ; Закладной лист ; 1898 ;  ;  ;  ; 18 ; kropkomp ; 498 
 4154 ; Закладной лист ; 1900 ;  ;  ;  ; 35 ; НЕВО ; 670 
 4155 ; Закладной лист ; 1900 ;  ;  ;  ; 21 ; kropkomp ; 498 
 4156 ; 10 рублей (7 шт) ; 1961,91 ;  ;  ;  ; 13 ; gigajohn ; 183 
 4157 ; 25 рублей (7 шт) ; 1961 ;  ;  ;  ; 19 ; gigajohn ; 227 
 4158 ; купоны (138 шт) ;  ;  ;  ;  ; 29 ; NORG40 ; 261 
 4159 ; купоны (123 шт) ;  ;  ;  ;  ; 18 ; NORG40 ; 230 
 4160 ; купоны (22 шт) ;  ;  ;  ;  ; 34 ; Майкл ; 375 
 4161 ; 20,40 рублей (52 шт) ;  ;  ;  ;  ; 19 ; апрол ; 255 
 4301 ; 5 рублей. Ремонт ; 1878 ; вензель А II Гос.кредитные билеты разменной касы гос.банка ;  ;  ; 34 ; 2vlem ; 24010 
 4302 ; 500 рублей ; 1912 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 38 ; яша ; 612 
 4303 ; 500 рублей ; 1912 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 45 ; 收集者 ; 680 
 4304 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 26 ; ac ; 512 
 4305 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; miew77 ; 420 
 4306 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 30 ; яша ; 463 
 4307 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 22 ; яша ; 611 
 4308 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 38 ; pronto ; 507 
 4309 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 38 ; яша ; 1143 
 4310 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 53 ; pronto ; 204 
 4311 ; 250 рублей ; 1918 ;  ;  ;  ; 15 ; Agava ; 337 
 4312 ; 500 рублей ; 1918 ;  ;  ;  ; 29 ; bon15041980 ; 939 
 4313 ; 1000 рублей ; 1919 ;  ;  ;  ; 11 ; ру ; 261 
 4314 ; 100 рублей ; 1915 ; 4% билет гос.казначейства ;  ;  ; 19 ; sergey2100 ; 510 
 4315 ; 1000 рублей ; 1917 ; Облигации займа Свободы ;  ;  ; 41 ; von_Schwarz ; 717 
 4316 ; Лот 2 шт. 100 и 1000 рублей ; 1918 ;  ;  ;  ; 18 ; asparagus ; 101 
 4317 ; 100 рублей ; 1918 ; 5% краткосрочное обязательство ;  ;  ; 40 ; sergey2100 ; 944 
 4318 ; 5 рублей. Надрывы ; 1918 ; Областной кредитный билет Урала. ;  ;  ; 67 ; яша ; 5311 
 4319 ; 10000 рублей ; 1922 ; Обязательства РСФСР ;  ;  ; 24 ; finder ; 8800 
 4320 ; 50 рублей ; 1918 ; Заемные билеты.Общество Владикавказской ж/д ;  ;  ; 45 ; sergey2100 ; 1384 
 4321 ; 500000 рублей. 2 шт. односторонние, перфорация - ОБРАЗЕЦ ; 1923 ; Закавказье ;  ;  ; 60 ; sergey2100 ; 4386 
 4322 ; 500 рублей. Разные номера ; 1919 ; Грузия ;  ;  ; 22 ; sergey2100 ; 2042 
 4323 ; Талон на 1 рубль. АРКТИКУГОЛЬ ; 1957 ;  ;  ;  ; 31 ; kropkomp ; 5100 
 4324 ; 5 пунктов. Литва ;  ;  ;  ;  ; 31 ; 收集者 ; 1683 
 4325 ; Лотерейный билет. 2-я вещевая лотерея деткомиссии при ВЦИК ; 1928 ;  ;  ;  ; 90 ; sergey2100 ; 1938 
 4326 ; Лотерейный билет. 2-я всесоюзная лотерея осоавиахима ; 1927 ;  ;  ;  ; 154 ; sergey2100 ; 2040 
 4327 ; Лотерейный билет.АВТОДОРА ; 1930 ;  ;  ;  ; 47 ; sergey2100 ; 2040 
 4328 ; Лотерейный билет. Лотерея помощи инвалидам войны и демобилизованным ; 1931 ;  ;  ;  ; 29 ; sergey2100 ; 1428 
 4329 ; Благотворительная лотерея 1914 года ; 1914 ;  ;  ;  ; 27 ; sergey2100 ; 1836 
 4330 ; Облигация на 200 рублей ; 1940 ;  ;  ;  ; 46 ; kont ; 2550 
 4331 ; Билет в 200 рублей гос. Заем 1917 года ; 1917 ;  ;  ;  ; 50 ; sergey2100 ; 1020 
 4332 ; 25000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 22 ; спарта ; 566 
 4333 ; 3 рубля ; 1925 ; Гос.казначейские билеты СССР ;  ;  ; 36 ; masterovoi ; 1938 
 4334 ; 3 червонца ; 1932 ; Билет ;  ;  ; 53 ; nik23455 ; 1405 
 4335 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 65 ; asparagus ; 368 
 4336 ; 3 червонца ; 1937 ; Билет ;  ;  ; 42 ; lesnik1 ; 507 
 4098 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; гугл= ; 327 
 4099 ; 3 копейки ; 1915 ; Деньги-марки ;  ; AU ; 21 ; ек ; 83 
 4100 ; 3 копейки ; 1915 ; Деньги-марки ;  ; AU ; 22 ; denis68 ; 92 
 4101 ; 10 копеек ; 1915 ; Деньги-марки ;  ; AU ; 38 ; Komod ; 51 
 4102 ; 10 копеек ; 1915 ; Деньги-марки ;  ; AU ; 12 ; evilpap ; 51 
 4103 ; 15 копеек ; 1915 ; Деньги-марки ;  ; AU ; 31 ; evilpap ; 51 
 4104 ; 15 копеек ; 1915 ; Деньги-марки ;  ; AU ; 22 ; гугл= ; 49 
 4105 ; 20 копеек ; 1915 ; Деньги-марки ;  ; AU ; 25 ; Sonic ; 101 
 4106 ; Нижне-тагильское о.п. 1 копейка ;  ;  ;  ;  ; 16 ; ЛАВ-13 ; 616 
 4107 ; Нижне-тагильское о.п. 10 копеек ;  ;  ;  ;  ; 28 ; ЛАВ-13 ; 612 
 4108 ; Нижне-тагильское о.п. 15 копее ;  ;  ;  ;  ; 13 ; ЛАВ-13 ; 612 
 4109 ; Нижне-тагильское о.п. 20 копеек ;  ;  ;  ;  ; 23 ; ЛАВ-13 ; 612 
 4110 ; 1 фунт ;  ;  ;  ; AU ; 65 ; sergey2100 ; 328 
 4111 ; 10 шиллингов ;  ;  ;  ; AU ; 27 ; sergey2100 ; 261 
 4112 ; 100 рублей ; 1961 ;  ;  ; AU ; 20 ; victorsa ; 350 
 4113 ; 100 рублей ; 1961 ;  ;  ; AU ; 22 ; zuza ; 356 
 4114 ; 50 рублей ; 1961 ; билет ;  ; AU ; 35 ; victorsa ; 559 
 4115 ; 10000 рублей ; 1992 ; банкнота ;  ; AU ; 22 ; ъхз ; 267 
 4116 ; 10000 рублей ; 1992 ; банкнота ;  ; AU ; 7 ; ъхз ; 226 
 4117 ; 2 доллара США ; 2003 ;  ;  ; AU ; 10 ; лаботряс ; 101 
 4118 ; 2 доллара США ; 2003 ;  ;  ; AU ; 10 ; salim ; 123 
 4119 ; 2 доллара США ; 2003 ;  ;  ; AU ; 12 ; лаботряс ; 101 
 4120 ; 2 доллара США ; 2003 ;  ;  ; AU ; 7 ; лаботряс ; 101 
 4121 ; 1 фунт ;  ;  ;  ; AU ; 32 ; sergey2100 ; 279 
 4122 ; Лотерея Благотворительного общества "Детский дом". Баку ;  ;  ;  ;  ; 7 ; AKi ; 1902 
 4123 ; 50 копеек.Квартблок ; 1923 ; Денежные знаки (с рисунком монеты) ;  ;  ; 57 ; ек ; 3570 
 4124 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 18 ; Greenfields ; 305 
 4125 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 11 ; Greenfields ; 305 
 4126 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 21 ; гугл= ; 114 
 4127 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 20 ; ъхз ; 475 
 4128 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 16 ; ъхз ; 497 
 4129 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 92 ; kent01 ; 532 
 4130 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 57 ; яша ; 524 
 4131 ; 5000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 41 ; яша ; 1040 
 4132 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 40 ; ЛАВ-13 ; 903 
 4133 ; страховая квитанция ;  ;  ;  ;  ; 7 ; ЛАВ-13 ; 169 
 4134 ; 100 рублей ; 1949 ;  ;  ;  ; 28 ; Туборг ; 449 
 4135 ; 100 рублей ; 1917 ; Облигации займа Свободы ;  ;  ; 40 ; гугл= ; 305 
 4136 ; 100 рублей ; 1917 ; Облигации займа Свободы ;  ;  ; 15 ; ЛАВ-13 ; 286 
 4137 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 76 ; 333985 ; 447 
 4138 ; 5 рублей ; 1925 ; Гос.казначейские билеты СССР ;  ;  ; 42 ; MOHETA ; 7729 
 4139 ; 100 рублей. Владикавказ ; 1918 ; Заемные билеты.Общество Владикавказской ж/д ;  ;  ; 56 ; sergey2100 ; 4796 
 4140 ; 1000 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 93 ; AlexRFB ; 12750 
 4141 ; 100 рублей ; 1898 ; Тимашев 1903. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 87 ; яша ; 13064 
 4142 ; 100 рублей ; 1898 ; Тимашев 1903. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 36 ; alex241 ; 9690 
 4143 ; 100 рублей ; 1898 ; Тимашев 1903. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 43 ; сс400 ; 9364 
 4144 ; 100 рублей ; 1898 ; Тимашев 1903. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 61 ; яша ; 11802 
 4145 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 19 ; яша ; 383 
 4146 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 38 ; Greenfields ; 384 
 4147 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 19 ; ру ; 350 
 4016 ; Лот монет Аргентины: 3шт ; 1977 ;  ; Латунь ; AU ; 17 ; v_bond ; 104 
 4017 ; Лот монет Болгарии: 1,2,5,10,20,50 стотинок и 1 лев (7шт) ; 1999-2002 ;  ; cu/st,лат,Би/м ; AU ; 9 ; gigajohn ; 91 
 4018 ; Лот монет США: 1/4 доллара (6шт) ; 1979-1993 ;  ; Cu-Ni ; VF/XF ; 26 ; asadovoy ; 82 
 4051 ; 2 копейки ; 1917 ; Деньги-марки ;  ;  ; 14 ; joper69 ; 318 
 4052 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 10 ; asparagus ; 30 
 4053 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 5 ; ек ; 25 
 4054 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 10 ; asparagus ; 30 
 4055 ; 15 копеек ; 1915 ; Деньги-марки ;  ;  ; 5 ; ек ; 25 
 4056 ; 20 копеек.Одесса ;  ;  ;  ;  ; 5 ; 333985 ; 68 
 4057 ; 2 рубля ; 1923 ;  ;  ;  ; 15 ; 333985 ; 199 
 4058 ; 300 рублей ; 1923 ;  ;  ;  ; 27 ; RusScat ; 210 
 4059 ; 3 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 31 ; Туборг ; 146 
 4060 ; 20 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 29 ; ac ; 1587 
 4061 ; 3 лева ; 1951 ;  ;  ;  ; 12 ; sergey2100 ; 283 
 4062 ; 5 лева ; 1951 ;  ;  ;  ; 9 ; sergey2100 ; 283 
 4063 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 25 ; Greenfields ; 253 
 4064 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 12 ; ЛАВ-13 ; 214 
 4065 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 18 ; Greenfields ; 356 
 4066 ; 50 рублей ; 1961 ; билет ;  ;  ; 10 ; termogaz ; 77 
 4067 ; 50 рублей ; 1961 ; билет ;  ;  ; 8 ; ек ; 51 
 4068 ; 100 рублей ; 1961 ;  ;  ;  ; 6 ; гугл= ; 101 
 4069 ; 100 рублей ; 1961 ;  ;  ;  ; 10 ; asadovoy ; 71 
