 5834 ; Бона иностранная. Колумбия. 2 песо ; 1977 ;  ;  ;  ; 15 ; Gera_K ; 104 
 5829 ; Бона иностранная. Камбоджа. 1000 риэль ; 2007 ;  ;  ;  ; 12 ; Алик56 ; 72 
 5830 ; Бона иностранная. Канада. 1 доллар ; 1973 ;  ;  ;  ; 17 ; Pipe ; 123 
 5831 ; Бона иностранная. Цейлон. 1 рупия ; 1951 ;  ;  ;  ; 32 ; джокер ; 401 
 5832 ; Бона иностранная. Шри-Ланка. 10 рупий ; 1979 ;  ;  ;  ; 26 ; kvvs ; 306 
 5833 ; Бона иностранная. Чили. 10 песо ; 1967/76 ;  ;  ;  ; 11 ; Gera_K ; 104 
 5350 ; 3 рубля ; 1925 ; Гос.казначейские билеты СССР ;  ; XF+ ; 42 ; 67 ; 5307 
 5351 ; 1 червонец ; 1937 ; Билет ;  ;  ; 38 ; 83 ; 1977 
 5352 ; 3 червонца ; 1937 ; Билет ;  ;  ; 24 ; Northman ; 1247 
 5353 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 38 ; idalgo-17 ; 1864 
 5354 ; 1 рубль золотом ; 1928 ; Гос.казначейские билеты СССР ;  ;  ; 48 ; benc ; 5000 
 5355 ; Лот бон 2 шт. 500 и 5000 рублей ; 1922 ;  ;  ;  ; 85 ; ВКС ; 5901 
 5356 ; Лот 4 шт. 15,30,100 рублей ; 1919 ;  ;  ;  ; 33 ; фрол ; 521 
 5357 ; Лот бон 2 шт. 25 рублей ; 1922 ;  ;  ;  ; 47 ; sato ; 1062 
 5358 ; Гербовая марка 10 рублей ; 1922 ;  ;  ;  ; 41 ; luchsva ; 521 
 5359 ; 50 копеек ; 1919 ;  ;  ;  ; 39 ; Инвестор ; 793 
 5360 ; Ордер №8709 на выдачу из магазина Бежицкого ЦРК товаров на три рубля червонных ;  ;  ;  ;  ; 27 ; Первый Самураец ; 793 
 5361 ; 50 марок ; 1919 ;  ;  ;  ; 47 ; ек ; 5100 
 5362 ; 10 марок ; 1919 ;  ;  ;  ; 51 ; Первый Самураец ; 2652 
 5363 ; 5 марок ; 1919 ;  ;  ;  ; 33 ; Первый Самураец ; 2154 
 5364 ; 1 марка ; 1919 ;  ;  ;  ; 35 ; ЛАВ-13 ; 654 
 5365 ; 500000 рублей ; 1995 ; банкнота ;  ;  ; 49 ; masterovoi ; 23944 
 5366 ; Лот лотерейных билетов 2 шт.  Казахстан ;  ;  ;  ;  ; 46 ; shneyder ; 365 
 5367 ; Лот лотерейных билетов 14 шт. Украина ;  ;  ;  ;  ; 33 ; shneyder ; 600 
 5368 ; Лот лотерейных билетов 29 шт. Украина ;  ;  ;  ;  ; 23 ; shneyder ; 543 
 5369 ; Лот лотерейных билетов 32 шт. Украина ;  ;  ;  ;  ; 37 ; shneyder ; 700 
 5370 ; Лот лотерейных билетов 21 шт.  Казахстан ;  ;  ;  ;  ; 31 ; shneyder ; 773 
 5371 ; Лот лотерейных билетов 2 шт.  РСФСР ; 1958 ;  ;  ;  ; 41 ; shneyder ; 509 
 5372 ; Лот лотерейных билетов 30 шт.  РСФСР ;  ;  ;  ;  ; 33 ; 收集者 ; 918 
 5373 ; Лот лотерейных билетов 3 шт. Эстония ;  ;  ;  ;  ; 19 ; shneyder ; 300 
 5374 ; Лот лотерейных билетов 14 шт. Эстония ;  ;  ;  ;  ; 32 ; shneyder ; 552 
 5375 ; 50 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 23 ; zef ; 327 
 5376 ; Лот лотерейных билетов 4 шт. Украина ;  ;  ;  ;  ; 31 ; shneyder ; 600 
 5501 ; Бона иностранная ;  ;  ;  ;  ; 6 ; Gera_K ; 51 
 5502 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Алёша ; 53 
 5503 ; Бона иностранная ;  ;  ;  ;  ; 7 ; magarich ; 40 
 5504 ; Бона иностранная ;  ;  ;  ;  ; 18 ; Gera_K ; 133 
 5505 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Алёша ; 57 
 5506 ; Бона иностранная ;  ;  ;  ;  ; 7 ; magarich ; 53 
 5507 ; Бона иностранная ;  ;  ;  ;  ; 19 ; ri0n ; 123 
 5508 ; Бона иностранная ;  ;  ;  ;  ; 18 ; caiman67 ; 114 
 5509 ; Бона иностранная ;  ;  ;  ;  ; 6 ; STANDART ; 30 
 5510 ; Бона иностранная ;  ;  ;  ;  ; 11 ; geracon2009 ; 143 
 5511 ; Бона иностранная ;  ;  ;  ;  ; 18 ; geracon2009 ; 174 
 5512 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Ставро ; 113 
 5513 ; Бона иностранная ;  ;  ;  ;  ; 15 ; vesta78 ; 102 
 5514 ; Бона иностранная ;  ;  ;  ;  ; 16 ; Gera_K ; 113 
 5515 ; Бона иностранная ;  ;  ;  ;  ; 37 ; дайте хлеба ; 385 
 5516 ; Бона иностранная ;  ;  ;  ;  ; 18 ; газета ; 306 
 5517 ; Бона иностранная ;  ;  ;  ;  ; 46 ; dog009 ; 593 
 5518 ; Бона иностранная ;  ;  ;  ;  ; 8 ; SANGOLD1 ; 113 
 5519 ; Бона иностранная ;  ;  ;  ;  ; 19 ; Gera_K ; 101 
 5520 ; Бона иностранная ;  ;  ;  ;  ; 17 ; Алик56 ; 91 
 5521 ; Бона иностранная ;  ;  ;  ;  ; 22 ; Первый Самураец ; 814 
 5522 ; Бона иностранная ;  ;  ;  ;  ; 26 ; Первый Самураец ; 814 
 5523 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Первый Самураец ; 204 
 5109 ; 20 рублей. Сцепка 3 шт. ;  ;  ;  ;  ; 27 ; ewgen ; 156 
 5301 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 31 ; froloff ; 578 
 5302 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ; XF ; 43 ; froloff ; 876 
 5303 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 38 ; Serzh ; 556 
 5304 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 20 ; kim64 ; 585 
 5305 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 20 ; ri0n ; 663 
 5306 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 34 ; palas ; 679 
 5307 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 16 ; Lenchik_2M ; 561 
 5308 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 35 ; sdfg ; 1679 
 5309 ; 10 рублей. 2 шт ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; viktor2205 ; 203 
 5310 ; 5 рублей. 4 шт ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 30 ; Gera_K ; 228 
 5311 ; 3 рубля. 5 шт ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 30 ; viktor2205 ; 201 
 5312 ; 1 рубль. 2 шт ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 22 ; ri0n ; 206 
 5313 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 29 ; parmezan ; 373 
 5314 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 16 ; kim64 ; 439 
 5315 ; 250 рублей ; 1917 ; Денежные знаки ;  ; XF+ ; 26 ; ri0n ; 283 
 5316 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 16 ; Serzh ; 204 
 5317 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 22 ; ReSeRVeD ; 153 
 5318 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 21 ; kim64 ; 200 
 5319 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 16 ; Serzh ; 137 
 5320 ; 100 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 66 ; Lenchik_2M ; 1409 
 5321 ; 10000 рублей ; 1919 ;  ;  ;  ; 19 ; aurumevent ; 500 
 5322 ; 250 рублей ; 1918 ;  ;  ;  ; 24 ; Armando ; 261 
 5323 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 19 ; Jazzman ; 740 
 5324 ; 1 марка ; 1919 ;  ;  ;  ; 47 ; zef ; 793 
 5325 ; 1 марка ; 1919 ;  ;  ;  ; 27 ; ЛАВ-13 ; 642 
 5326 ; 10 марок ; 1919 ;  ;  ;  ; 31 ; НЕВО ; 1417 
 5327 ; 1/2 марки. Ковно ; 1918 ;  ;  ;  ; 15 ; sato ; 164 
 5328 ; 100 марок. Ковно ; 1918 ;  ;  ;  ; 36 ; Almarc ; 612 
 5329 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 34 ; росвет ; 716 
 5330 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 23 ; безик ; 614 
 5331 ; 1 рубль ; 1934 ; Гос.казначейские билеты ;  ; AU ; 48 ; pf775 ; 6000 
 5332 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 79 ; ri0n ; 765 
 5333 ; 5 рублей ; 1947 ; Гос.казначейский билет ;  ; AU ; 47 ; andreygrishinspb ; 2012 
 5334 ; 100 рублей ; 1947 ; билет ;  ;  ; 46 ; ЛАВ-13 ; 614 
 5335 ; Лот бон 2 шт. 50000 и 100000 рублей ; 1921 ;  ;  ;  ; 46 ; Инвестор ; 885 
 5336 ; Лот бон 2 шт. 250 и 5000 рублей ; 1919 ;  ;  ;  ; 50 ; alex2209 ; 385 
 5337 ; Лот бон 3 шт. 1,3,5 рублей ; 1938 ;  ;  ;  ; 62 ; viktor2205 ; 1173 
 5338 ; Лот бон 4 шт. 1,5,50 рублей ; 1934,1947 ;  ;  ;  ; 56 ; Опятор ; 826 
 5339 ; Лот бон 3 шт. 1 и 3 червонца ; 1937 ;  ;  ;  ; 57 ; ЛАВ-13 ; 622 
 5340 ; Дорожный чек на 100 рублей. Банк для внешней торговли СССР ;  ;  ;  ;  ; 44 ; 收集者 ; 446 
 5341 ; 3 рубля ; 1898 ; Тимашев. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 48 ; Первый Самураец ; 8035 
 5342 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 17 ; ЛАВ-13 ; 165 
 5343 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 9 ; GERo ; 296 
 5344 ; 500 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 29 ; безик ; 555 
 5345 ; 500 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 21 ; GERo ; 69 
 5346 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 14 ; intelligent4 ; 153 
 5347 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 21 ; GERo ; 204 
 5348 ; 10000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 42 ; Gera_K ; 765 
 5349 ; 1 рубль ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 32 ; Northman ; 1022 
 5059 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 30 ; Serzh ; 204 
 5060 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 21 ; Serzh ; 164 
 5061 ; 1000 рублей. Сцепка 2 шт. ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 22 ; viktor2205 ; 203 
 5062 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 15 ; Nik74 ; 161 
 5063 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 14 ; Serzh ; 200 
 5064 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 17 ; intelligent4 ; 157 
 5065 ; 1 рубль ;  ;  ;  ;  ; 22 ; solder13 ; 101 
 5066 ; 1 копейка ; 1917 ; Деньги-марки ;  ; AU ; 44 ; ReSeRVeD ; 250 
 5067 ; 2 копейки ; 1917 ; Деньги-марки ;  ; AU ; 29 ; kent01 ; 355 
 5068 ; 3 копейки ; 1915 ; Деньги-марки ;  ; AU ; 27 ; ReSeRVeD ; 215 
 5069 ; 5 пенни ; 1919 ; Эстония ;  ; AU ; 22 ; ЛАВ-13 ; 179 
 5070 ; 50 копеек. Юденич ; 1919 ;  ;  ; AU ; 51 ; Инвестор ; 999 
 5071 ; 25 рублей ; 1919 ;  ;  ; AU ; 52 ; Nik74 ; 401 
 5072 ; 100000 рублей ; 1995 ; банкнота ;  ; AU ; 24 ; Алёша ; 1532 
 5073 ; 100 рублей ; 1997 ; банкнота ;  ; AU ; 12 ; марат333 ; 206 
 5074 ; 10 рублей ; 1997 ; банкнота ;  ; AU ; 17 ; nils5 ; 271 
 5075 ; 2 доллара США ; 2009 ;  ;  ; AU ; 19 ; АлВик ; 117 
 5076 ; 2 доллара США ; 2009 ;  ;  ; AU ; 17 ; ewgen ; 120 
 5077 ; 50 рублей ; 1961 ; билет ;  ; AU ; 28 ; Vb[fksx ; 614 
 5078 ; 100 рублей ; 1961 ;  ;  ; AU ; 11 ; Nik74 ; 500 
 5079 ; 3 рубля ; 1919 ;  ;  ; AU ; 35 ; ewgen ; 625 
 5080 ; 1 рубль ; 1918 ; Казначейский знак Сибирского временного правительства ;  ; AU ; 46 ; dobr ; 714 
 5081 ; 5 рублей ; 1918 ; Казначейский знак Сибирского временного правительства ;  ; AU ; 40 ; Northman ; 815 
 5082 ; 10 рублей ; 1918 ; Казначейский знак Сибирского временного правительства ;  ; AU ; 31 ; gusar ; 643 
 5083 ; 300 рублей ; 1918 ;  ;  ; AU ; 51 ; MOHETA ; 5003 
 5084 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ; AU ; 15 ; svv ; 310 
 5085 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ; AU ; 14 ; MOHETA ; 303 
 5086 ; 5 рублей ; 1909 ; Денежные знаки ;  ; AU ; 22 ; svv ; 360 
 5087 ; 3 червонца ; 1932 ; Билет ;  ;  ; 48 ; idalgo-17 ; 2441 
 5088 ; Государственный заем индустриализации. 5 рублей. Образец ; 1929 ;  ;  ;  ; 17 ; bonist-3A ; 4590 
 5089 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 19 ; д166 ; 1062 
 5090 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 14 ; kent01 ; 1020 
 5091 ; 100 рублей ; 1898 ; Тимашев 1903. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 35 ; Zubrstroy ; 3627 
 5092 ; 100 рублей ; 1898 ; Коншин 1910 г. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 34 ; unkas79 ; 2607 
 5093 ; 100 рублей ; 1898 ; Коншин 1910 г. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 33 ; гугл= ; 6000 
 5094 ; 100 рублей ; 1898 ; Коншин 1910 г. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 54 ; sibiryak62 ; 6243 
 5095 ; 100 рублей ; 1898 ; Тимашев 1903. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 43 ; А_еЧъ ; 8249 
 5096 ; 100 рублей ; 1898 ; Тимашев 1903. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 49 ; Agava ; 8172 
 5097 ; 5 рублей лист 20 шт. ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 34 ; MOHETA ; 8160 
 5098 ; 3 рубля лист 25 шт. ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 36 ; MOHETA ; 5667 
 5099 ; 1 рубль лист 25 шт. ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 34 ; Donald Trump ; 3062 
 5100 ; 2 рубля лист 25 шт. ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 46 ; MOHETA ; 9180 
 5101 ; Закладной лист ; 1913 ;  ;  ;   ; 10 ; Gold_42 ; 389 
 5102 ; Закладной лист ; 1898 ;  ;  ;   ; 19 ; sato ; 350 
 5103 ; Закладной лист ; 1898 ;  ;  ;   ; 10 ; Gold_42 ; 357 
 5104 ; Закладной лист ; 1898 ;  ;  ;   ; 10 ; sax ; 357 
 5105 ; 5, 10 рублей ; 1909 ;  ;  ;   ; 19 ; ri0n ; 153 
 5106 ; 5, 10 рублей ; 1909 ;  ;  ;   ; 10 ; Gera_K ; 116 
 5107 ; 5 рублей (2 шт) ; 1909 ;  ;  ;   ; 12 ; медалькин ; 93 
 5108 ; 5 рублей (2 шт) ; 1909 ;  ;  ;   ; 12 ; Gera_K ; 101 
 5009 ; 2 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 31 ; ewgen ; 313 
 5010 ; 3 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 31 ; ewgen ; 337 
 5011 ; 5 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 60 ; GERo ; 579 
 5012 ; 50 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 32 ; ewgen ; 816 
 5013 ; купон (образец) ;  ;  ;  ;  ; 16 ; ВАР1959 ; 1001 
 5014 ; 20 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 20 ; Zubrstroy ; 1836 
 5015 ; 30 копеек ;  ; Разменные знаки и кредитные билеты Времен.правит.Дальнего Востока ;  ;  ; 20 ; газета ; 521 
 5016 ; 500 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 25 ; слоник ; 204 
