 5966 ; КПД США ; 1938 ;  ;  ;  ; 17 ; Либра ; 106 
 5958 ; Лот почтовых конвертов со спецгашением  (10 штук)  "Космос" ;  ;  ;  ;  ; 23 ; Папа с рацией ; 453 
 5959 ; КПД Финляндии "Ледокол" ;  ;  ;  ;  ; 32 ; Папа с рацией ; 232 
 5960 ; КПД Швеция "Новый год!" ;  ;  ;  ;  ; 9 ; aletta ; 34 
 5961 ; Лот почтовых конвертов (КПД Швеция, 2 штуки) Спорт ;  ;  ;  ;  ; 17 ; doc2 ; 152 
 5962 ; Лот почтовых конвертов (КПД Швеция, 3 штуки) ;  ;  ;  ;  ; 3 ; aletta ; 16 
 5963 ; Лот почтовых конвертов (КПД Швеция, 3 штуки) ;  ;  ;  ;  ; 3 ; aletta ; 16 
 5964 ; Лот почтовых конвертов (КПД Швеция, 4 штуки) "Животные" ;  ;  ;  ;  ; 4 ; aletta ; 16 
 5965 ; КПД США ; 1948 ;  ;  ;  ; 33 ; Папа с рацией ; 303 
 5866 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 10 ; птичка16 ; 132 
 5867 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 5 ; гудзон ; 57 
 5868 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 7 ; гудзон ; 118 
 5869 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 7 ; гудзон ; 79 
 5870 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 9 ; Komposter ; 204 
 5871 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 7 ; гудзон ; 159 
 5872 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 11 ; гудзон ; 101 
 5873 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 7 ; гудзон ; 67 
 5874 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 7 ; гудзон ; 67 
 5875 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 5 ; NL.minkki ; 100 
 5876 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 9 ; Алекс8787 ; 77 
 5877 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 5 ; гудзон ; 57 
 5878 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 11 ; гудзон ; 104 
 5879 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 7 ; гудзон ; 100 
 5880 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 10 ; aa_ras ; 153 
 5881 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 11 ; aa_ras ; 153 
 5882 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 9 ; Алекс8787 ; 77 
 5883 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 11 ; aa_ras ; 153 
 5884 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 11 ; aa_ras ; 153 
 5885 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 5 ; nikolas13 ; 46 
 5886 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 14 ; flutter ; 326 
 5887 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 5 ; nikolas13 ; 46 
 5888 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 7 ; Алекс8787 ; 48 
 5889 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 5 ; nikolas13 ; 46 
 5890 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 7 ; Алекс8787 ; 48 
 5891 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 5 ; nikolas13 ; 46 
 5892 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 5 ; nikolas13 ; 46 
 5893 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 5 ; nikolas13 ; 46 
 5894 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 5 ; nikolas13 ; 46 
 5895 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 5 ; nikolas13 ; 46 
 5896 ; Почтовая карточка до 1917 года. "Мост" ;  ;  ;  ;  ; 43 ; Sky2 ; 368 
 5897 ; Почтовая карточка до 1917 года.  "Харбинъ" ;  ;  ;  ;  ; 32 ; Sky2 ; 364 
 5898 ; Почтовая карточка до 1917 года. Ледоколъ "Байкалъ" ;  ;  ;  ;  ; 34 ; Sky2 ; 513 
 5899 ; Почтовая карточка до 1917 года.  "Типы и виды Малороссии" ;  ;  ;  ;  ; 37 ; ZIMOGOR ; 364 
 5900 ; Почтовая карточка до 1917 года.  "Вятка" ;  ;  ;  ;  ; 52 ; RAPAN ; 738 
 5901 ; Почтовая карточка до 1917 года. Кругобайкальская ж.д. ;  ;  ;  ;  ; 34 ; Sky2 ; 578 
 5902 ; Почтовая карточка до 1917 года.  "Иркутскъ" ;  ;  ;  ;  ; 38 ; doc2 ; 1088 
 5903 ; Почтовая карточка до 1917 года.  "Байкалъ" ;  ;  ;  ;  ; 57 ; flutter ; 462 
 5904 ; Почтовая карточка до 1917 года.  "Разгрузка зерна" ;  ;  ;  ;  ; 34 ; lsp25 ; 570 
 5905 ; Почтовая карточка до 1917 года. "Порт- Артур" ;  ;  ;  ;  ; 37 ; Komposter ; 376 
 5906 ; Почтовая карточка до 1917 года. "Порт- Артур" ;  ;  ;  ;  ; 72 ; Sky2 ; 895 
 5907 ; Почтовая карточка. Мерлин Монро ; 2002 ;  ;  ;  ; 10 ; aa_ras ; 227 
 5908 ; Лот почтовых карточек. Мерлин Монро (2 штуки) ; 1988 ;  ;  ;  ; 9 ; aa_ras ; 231 
 5909 ; Лот почтовых карточек. Мерлин Монро (2 штуки) ; 2009 ;  ;  ;  ; 15 ; aa_ras ; 235 
 5910 ; Фотокарточка ;  ;  ;  ;  ; 5 ; murew ; 26 
 5911 ; Лот почтовых карточек. Мерлин Монро (3 штуки) ; 1997 ;  ;  ;  ; 13 ; aa_ras ; 340 
 5912 ; Почтовая карточка. В пользу  Общины Св. Евгении (Красный крест) Сестрорецкъ ;  ;  ;  ;  ; 39 ; ВЕПРЬ ; 264 
 5913 ; Лот почтовых карточек (3 штуки) Цюрих ;  ;  ;  ;  ; 11 ; nikolas13 ; 145 
 5914 ; Почтовая карточка. Сочи. "Ривьера у пристани" ;  ;  ;  ;  ; 34 ; RAPAN ; 313 
 5915 ; Почтовая карточка. "Русская церковь" ;  ;  ;  ;  ; 51 ; Komposter ; 340 
 5816 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 5 ; гудзон ; 171 
 5817 ; Почтовая карточка. Киев ;  ;  ;  ;  ; 7 ; пара ; 90 
 5818 ; Почтовая карточка. Киев ;  ;  ;  ;  ; 10 ; CoinM ; 204 
 5819 ; Почтовая карточка. Киев ;  ;  ;  ;  ; 5 ; пара ; 100 
 5820 ; Почтовая карточка. Киев ;  ;  ;  ;  ; 3 ; пара ; 48 
 5821 ; Почтовая карточка. Киев ;  ;  ;  ;  ; 3 ; пара ; 48 
 5822 ; Почтовая карточка. Царское село ;  ;  ;  ;  ; 11 ; flutter ; 201 
 5823 ; Почтовая карточка. Царское село ;  ;  ;  ;  ; 20 ; ВЕПРЬ ; 203 
 5824 ; Почтовая карточка. Царское село ;  ;  ;  ;  ; 5 ; 333985 ; 128 
 5825 ; Почтовая карточка. Царское село ;  ;  ;  ;  ; 3 ; 333985 ; 128 
 5826 ; Почтовая карточка. Царское село ;  ;  ;  ;  ; 3 ; 333985 ; 115 
 5827 ; Почтовая карточка. Харьков ;  ;  ;  ;  ; 17 ; 333985 ; 73 
 5828 ; Почтовая карточка. Харьков ;  ;  ;  ;  ; 7 ; 333985 ; 90 
 5829 ; Почтовая карточка. Урал ;  ;  ;  ;  ; 7 ; птичка16 ; 305 
 5830 ; Почтовая карточка. Урал ;  ;  ;  ;  ; 8 ; птичка16 ; 404 
 5831 ; Почтовая карточка. Рыбинск ;  ;  ;  ;  ; 23 ; yuri.gruzdev ; 769 
 5832 ; Почтовая карточка. Эльбрус ;  ;  ;  ;  ; 14 ; val_diver ; 153 
 5833 ; Почтовая карточка. Лондон ;  ;  ;  ;  ; 9 ; доллар  капут ; 68 
 5834 ; Почтовая карточка. Харбин ;  ;  ;  ;  ; 21 ; Sky2 ; 363 
 5835 ; Почтовая карточка. Демон ;  ;  ;  ;  ; 3 ; nikolas13 ; 46 
 5836 ; Почтовая карточка. Казань ;  ;  ;  ;  ; 11 ; 333985 ; 192 
 5837 ; Почтовая карточка. С.-Петербургъ ;  ;  ;  ;  ; 7 ; aletta ; 114 
 5838 ; Почтовая карточка "Первая Мировая война. Великобритания" ;  ;  ;  ;  ; 27 ; aa_ras ; 308 
 5839 ; Почтовая карточка "Первая Мировая война. Нидерланды" ;  ;  ;  ;  ; 10 ; Sky2 ; 136 
 5840 ; Лот почтовых карточек (4 штуки) Лондон ;  ;  ;  ;  ; 15 ; nikolas13 ; 195 
 5841 ; Лот почтовых карточек (2 штуки) Константинополь ;  ;  ;  ;  ; 9 ; Краснодар ; 99 
 5842 ; Лот почтовых карточек (2 штуки) Канада ;  ;  ;  ;  ; 7 ; nikolas13 ; 94 
 5843 ; Лот почтовых карточек (2 штуки) Италия, Венеция ;  ;  ;  ;  ; 14 ; ВЕПРЬ ; 106 
 5844 ; Почтовая карточка. Краков. Польша ;  ;  ;  ;  ; 17 ; igaist ; 101 
 5845 ; Почтовая карточка. Франция. Марсель ;  ;  ;  ;  ; 4 ; aletta ; 48 
 5846 ; Почтовая карточка "Первая Мировая война. Парад. Нидерланды" ;  ;  ;  ;  ; 7 ; фрегат ; 126 
 5847 ; Лот почтовых карточек (6 штук) Финляндия "Рождество" ;  ;  ;  ;  ; 13 ; nikolas13 ; 227 
 5848 ; Лот почтовых карточек (3 штуки) Франция ;  ;  ;  ;  ; 11 ; nikolas13 ; 142 
 5849 ; Лот почтовых карточек (3 штуки) Франция ;  ;  ;  ;  ; 16 ; контраст ; 164 
 5850 ; Почтовая карточка. С.-Петербургъ ;  ;  ;  ;  ; 27 ; Serjd ; 185 
 5851 ; Почтовая карточка. Петроградъ ;  ;  ;  ;  ; 17 ; aletta ; 192 
 5852 ; Почтовая карточка. (Германия) ;  ;  ;  ;  ; 5 ; aletta ; 54 
 5853 ; Почтовая карточка. Пин-ап (США) ;  ;  ;  ;  ; 35 ; Ravilich ; 295 
 5854 ; Почтовая карточка. Волга ;  ;  ;  ;  ; 15 ; FonPaul ; 128 
 5855 ; Почтовая карточка. Петроградъ ;  ;  ;  ;  ; 33 ; flutter ; 400 
 5856 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 7 ; гудзон ; 159 
 5857 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 9 ; доллар  капут ; 79 
 5858 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 7 ; гудзон ; 128 
 5859 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 17 ; flutter ; 277 
 5860 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 9 ; Agava ; 203 
 5861 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 7 ; Komposter ; 203 
 5862 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 7 ; гудзон ; 101 
 5863 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 11 ; гудзон ; 137 
 5864 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 7 ; гудзон ; 101 
 5865 ; Почтовая карточка. С. - Петербург ;  ;  ;  ;  ; 9 ; гудзон ; 90 
 5597 ; Лот иностранных бон (3 штуки) Вьетнам ;  ;  ;  ;  ; 24 ; М662 ; 407 
 5598 ; Лот иностранных бон (2 штуки) Вьетнам ;  ;  ;  ;  ; 33 ; М662 ; 406 
 5599 ; Лот иностранных бон (2 штуки) Китай ;  ;  ;  ;  ; 48 ; 2128508 ; 1701 
 5600 ; Лот иностранных бон (3 штуки ) ; 1944 ;  ;  ;  ; 11 ; Краснодар ; 204 
 5601 ; Лот иностранных бон. Украина (3 штуки) ;  ;  ;  ;  ; 30 ; prostor.71 ; 102 
 5602 ; Лот бон (7шт.) ;  ;  ;  ;  ; 15 ; Mr. 001 ; 225 
 5603 ; Лот снят ;  ;  ;  ;  ; 0 ;  ; 0 
 5604 ; Лот бон Перу. (4 шт.) ;  ;  ;  ; AU ; 11 ; Serfer ; 227 
 5605 ; Лот бон ( 7шт.) ;  ;  ;  ;  ; 19 ; Краснодар ; 282 
 5606 ; Лот бон иностранных. (3 шт.) ;  ;  ;  ; AU ; 28 ; Ravilich ; 145 
 5607 ; Лот иностранных бон (4 штуки) ;  ;  ;  ;  ; 19 ; всыня ; 310 
 5608 ; Лот бон иностранных. (3 шт.) ;  ;  ;  ;  ; 15 ; 2128508 ; 186 
 5609 ; Лот иностранных бон (8 штук)  Германия ;  ;  ;  ;  ; 25 ; ястреб ; 318 
 5610 ; Лот иностранных бон. КНДР (10 штук) ;  ;  ;  ; AU ; 25 ; pref ; 363 
 5611 ; Лот бон Китая. (4 шт.) ;  ;  ;  ;  ; 24 ; GoldPanda ; 306 
 5612 ; Лот иностранных бон (6 штук) ;  ;  ;  ;  ; 20 ; Mr. 001 ; 257 
 5613 ; Лот иностранных бон (14 штук) ;  ;  ;  ;  ; 13 ; Краснодар ; 1401 
 5614 ; Лот бон ( 7шт.) ;  ;  ;  ;  ; 9 ; 333985 ; 123 
 5615 ; Лот бон ( 7шт.) ;  ;  ;  ;  ; 28 ; 2128508 ; 480 
 5616 ; Лот бон Германии. (4 шт.) ;  ;  ;  ;  ; 16 ; smel ; 238 
 5617 ; Лот иностранных бон. Беларусь (28 штук) ;  ;  ;  ;  ; 7 ; СССР1990 ; 77 
 5618 ; Лот иностранных бон (22 штуки, Беларусь) ;  ;  ;  ;  ; 20 ; СССР1990 ; 320 
 5619 ; Лот иностранных бон (22 штуки) ;  ;  ;  ;  ; 47 ; Marks ; 811 
 5620 ; Лот иностранных бон (22 штуки) ;  ;  ;  ;  ; 82 ; Marks ; 2892 
 5621 ; Лот иностранных бон (19 штук) Польша ;  ;  ;  ;  ; 33 ; Marks ; 751 
 5622 ; Лот иностранных бон (19 штук) ;  ;  ;  ;  ; 29 ; Mr. 001 ; 415 
 5623 ; Лот иностранных бон (31 штука) ;  ;  ;  ;  ; 11 ; alex241 ; 306 
 5624 ; Лот иностранных бон (28 штук) ;  ;  ;  ;  ; 14 ; Mr. 001 ; 410 
 5625 ; Лот лотерейных билетов. (2 шт.) ;  ;  ;  ;  ; 13 ; 2128508 ; 102 
 5626 ; Лот нотгельдов. (2 шт.) ;  ;  ;  ;  ; 9 ; sos1 ; 120 
 5627 ; Лот нотгельдов. (5 шт.) ;  ;  ;  ;  ; 7 ; smel ; 227 
 5628 ; Лот нотгельдов. (8 шт.) ;  ;  ;  ;  ; 15 ; Майкл ; 408 
 5629 ; Лот нотгельдов ( 65шт.) ;  ;  ;  ;  ; 15 ; гудзон ; 1134 
 5630 ; Лот нотгельдов ( 55шт.) ;  ;  ;  ;  ; 9 ; гудзон ; 1020 
 5800 ; Почтовая карточка. Пенза ;  ;  ;  ;  ; 28 ; RAPAN ; 805 
 5801 ; Почтовая карточка. Кашин ;  ;  ;  ;  ; 14 ; Komposter ; 255 
 5802 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 13 ; Папа с рацией ; 250 
 5803 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 11 ; гудзон ; 153 
 5804 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 26 ; Папа с рацией ; 291 
 5805 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 13 ; Папа с рацией ; 251 
 5806 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 11 ; Папа с рацией ; 255 
 5807 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 28 ; doc2 ; 516 
 5808 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 11 ; Папа с рацией ; 251 
 5809 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 19 ; Папа с рацией ; 251 
 5810 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 9 ; Папа с рацией ; 204 
 5811 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 9 ; Папа с рацией ; 255 
 5812 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 11 ; Папа с рацией ; 255 
 5813 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 21 ; doc2 ; 430 
 5814 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 7 ; Папа с рацией ; 204 
 5815 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 14 ; doc2 ; 536 
 5547 ; 20 седи. Гана ; 1982 ;  ;  ; AU ; 35 ; СТРЕКОЗА ; 582 
 5548 ; 20 динаров. Кувейт ;  ;  ;  ; AU ; 27 ; Olimpia ; 267 
 5549 ; Памятная банкнота в честь 90-летия Коммунистической партии Китая ; 2011 ;  ;  ; AU ; 45 ; AndreY$pb ; 510 
 5550 ; 100 тугриков. Монголия ; 1966 ;  ;  ; AU ; 13 ; DIMA 57 ; 408 
 5551 ; Лот иностранных бон (2 штуки) Вьетнам ;  ;  ;  ; AU ; 15 ; Olimpia ; 178 
 5552 ; 10 рандов. Южная Африка ; 2018 ;  ;  ; AU ; 36 ; ZIMOGOR ; 136 
 5553 ; 1000 донг. Вьетнам ; 1987 ;  ;  ;  ; 21 ; М662 ; 227 
 5554 ; 1 юань. Китай ; 1935 ;  ;  ;  ; 19 ; Olimpia ; 294 
 5555 ; 100 юаней. Китай ; 1945 ;  ;  ;  ; 39 ; vlad77 ; 709 
 5556 ; 5 юаней. Китай ;  ;  ;  ;  ; 39 ; 2128508 ; 788 
 5557 ; 5 юаней. Китай ;  ;  ;  ;  ; 33 ; ctepanovich ; 510 
 5558 ; 1 юань. Китай ;  ;  ;  ;  ; 22 ; 2128508 ; 206 
 5559 ; 10 центов. Китай ; 1936 ;  ;  ;  ; 36 ; Краснодар ; 918 
 5560 ; 50 фен. Манчжурия. Китай ;  ;  ;  ;  ; 24 ; 2128508 ; 186 
 5561 ; 1 джао. Китай ; 1953 ;  ;  ;  ; 30 ; 2128508 ; 630 
 5562 ; 50 талонов. Литва ; 1992 ;  ;  ; AU ; 37 ; Olimpia ; 1777 
 5563 ; 10 манат. Туркменистан (Азиатские игры) ; 2017 ;  ;  ; AU ; 21 ; незнайка ; 288 
 5564 ; 10 манат. Туркменистан ; 2012 ;  ;  ; AU ; 17 ; smel ; 265 
 5565 ; 5 манат. Туркменистан ; 2012 ;  ;  ; AU ; 30 ; Ceregga ; 174 
 5566 ; 20 гривен. Украина (160 лет со дня рождения  Ивана Франко) ; 2016 ;  ;  ; AU ; 34 ; Хромосян ; 185 
 5567 ; 5 добра. Сан-Томе и Принсипи ; 2016 ;  ;  ; AU ; 54 ; topotun ; 179 
 5568 ; 10 добра. Сан-Томе и Принсипи ; 2016 ;  ;  ; AU ; 54 ; smel ; 270 
 5569 ; 10 рандов (ЮАР) ;  ;  ;  ; AU ; 65 ; Russman ; 128 
 5570 ; 50 песо. Уругвай ; 2017 ;  ;  ; AU ; 33 ; murew ; 243 
 5571 ; 500 франков. Коморские острова ; 2006 ;  ;  ; AU ; 8 ; незнайка ; 226 
 5572 ; 200 лей. Румыния ; 1992 ;  ;  ; AU ; 32 ; KatekAviator ; 102 
 5573 ; 10 боливар. Венесуэла ; 2018 ;  ;  ; AU ; 30 ; topotun ; 114 
 5574 ; 100000 боливар. Венесуэла ; 2017 ;  ;  ; AU ; 35 ; dimon-2007 ; 128 
 5575 ; 1 динар. Иордания ; 2008 ;  ;  ; AU ; 8 ; AndreY$pb ; 133 
 5576 ; 200 эскудо. Кабо Верде ; 2005 ;  ;  ; AU ; 50 ; SpAi ; 273 
 5577 ; 5 лари. Мальта ; 1967 ;  ;  ; AU ; 44 ; SS2008 ; 1105 
