 5987 ; Конверт со спецгашением "Космос" ; 1975 ;  ;  ;  ; 5 ; Ok203 ; 159 
 5941 ; Почтовая карточка "Гатчино" ;  ;  ;  ;  ; 7 ; flutter ; 233 
 5942 ; Почтовая карточка "Москва" ;  ;  ;  ;  ; 3 ; aletta ; 118 
 5943 ; Почтовая карточка "Волга" ;  ;  ;  ;  ; 9 ; aletta ; 67 
 5944 ; Почтовая карточка "Морской пляж" ;  ;  ;  ;  ; 14 ; Gacetero ; 134 
 5945 ; Лот почтовых карточек , 3 штуки (Въ пользу общины Св. Евгении) ;  ;  ;  ;  ; 13 ; yuri.gruzdev ; 401 
 5946 ; Лот почтовых карточек , 3 штуки (Въ пользу общины Св. Евгении) ;  ;  ;  ;  ; 7 ; yuri.gruzdev ; 396 
 5947 ; Лот почтовых карточек , 3 штуки (Въ пользу общины Св. Евгении) ;  ;  ;  ;  ; 5 ; yuri.gruzdev ; 401 
 5948 ; Лот почтовых карточек , 3 штуки (Въ пользу общины Св. Евгении) ;  ;  ;  ;  ; 7 ; yuri.gruzdev ; 401 
 5949 ; Лот почтовых карточек , 3 штуки (Въ пользу общины Св. Евгении) ;  ;  ;  ;  ; 7 ; yuri.gruzdev ; 401 
 5950 ; Лот почтовых карточек , 3 штуки (Въ пользу общины Св. Евгении) ;  ;  ;  ;  ; 7 ; yuri.gruzdev ; 401 
 5951 ; Лот почтовых карточек , 3 штуки (Въ пользу общины Св. Евгении) ;  ;  ;  ;  ; 7 ; yuri.gruzdev ; 401 
 5952 ; Лот почтовых карточек. Германия (2 штуки) ;  ;  ;  ;  ; 3 ; megavasilius ; 114 
 5953 ; Лот почтовых карточек. Германия (3 штуки) ;  ;  ;  ;  ; 18 ; ВЕПРЬ ; 209 
 5954 ; Почтовая карточка. Берлин ;  ;  ;  ;  ; 9 ; птичка16 ; 102 
 5955 ; Лот почтовых карточек. Германия (4 штуки) ;  ;  ;  ;  ; 17 ; ВЕПРЬ ; 232 
 5956 ; Лот почтовых карточек. Германия (4 штуки) ;  ;  ;  ;  ; 7 ; megavasilius ; 227 
 5957 ; Лот почтовых карточек "Тбилиси" (6 штук) ;  ;  ;  ;  ; 7 ; жених ; 115 
 5958 ; Почтовая карточка с гашением ;  ;  ;  ;  ; 3 ; жених ; 58 
 5959 ; Лот почтовых карточек  (5 штук) ;  ;  ;  ;  ; 9 ; фрегат ; 192 
 5960 ; Лот почтовых карточек "Военно- Грузинская дорога" (5 штук) ;  ;  ;  ;  ; 16 ; фрегат ; 122 
 5961 ; Почтовая карточка. Корабль "Христофор Колумб" ;  ;  ;  ;  ; 9 ; flutter ; 453 
 5962 ; Почтовая карточка. "Порт Владивосток" ;  ;  ;  ;  ; 17 ; gandy ; 340 
 5963 ; Фотокарточка (Москва ,Саратовъ) ;  ;  ;  ;  ; 35 ; doc2 ; 1800 
 5964 ; Фотокарточка (С.-Петербургъ) ;  ;  ;  ;  ; 25 ; doc2 ; 1555 
 5965 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 6 ; Komposter ; 210 
 5966 ; Почтовая карточка. Рига ;  ;  ;  ;  ; 3 ; igaist ; 133 
 5967 ; Почтовая карточка. Волга ;  ;  ;  ;  ; 11 ; flutter ; 359 
 5968 ; Почтовая карточка.  Воронежъ ;  ;  ;  ;  ; 20 ; Сhatsky ; 400 
 5969 ; Почтовая карточка.  Вологда ;  ;  ;  ;  ; 3 ; Сhatsky ; 101 
 5970 ; Почтовая карточка.  Самара ;  ;  ;  ;  ; 7 ; Сhatsky ; 261 
 5971 ; Почтовая карточка. Рыбинск ;  ;  ;  ;  ; 10 ; yuri.gruzdev ; 368 
 5972 ; Почтовая карточка. Екатеринбургъ ;  ;  ;  ;  ; 23 ; Сhatsky ; 306 
 5973 ; Почтовая карточка. Вятка ;  ;  ;  ;  ; 30 ; птичка16 ; 408 
 5974 ; Почтовая карточка. Казань ;  ;  ;  ;  ; 3 ; Сhatsky ; 101 
 5975 ; Почтовая карточка. Алупка ;  ;  ;  ;  ; 3 ; Сhatsky ; 36 
 5976 ; Почтовая карточка. Калуга ;  ;  ;  ;  ; 7 ; Сhatsky ; 308 
 5977 ; Почтовая карточка. Вильна ;  ;  ;  ;  ; 3 ; igaist ; 306 
 5978 ; Почтовая карточка. Нилова Пустынь ;  ;  ;  ;  ; 5 ; Сhatsky ; 207 
 5979 ; Почтовая карточка. Ярославль ;  ;  ;  ;  ; 11 ; doc2 ; 408 
 5980 ; Почтовая карточка. Манежъ ;  ;  ;  ;  ; 22 ; Сhatsky ; 290 
 5981 ; Почтовая карточка. Луга ;  ;  ;  ;  ; 11 ; Сhatsky ; 308 
 5982 ; Почтовая карточка. Вязьма ;  ;  ;  ;  ; 23 ; Serjd ; 1224 
 5983 ; Почтовая карточка. С.-Петербургъ ;  ;  ;  ;  ; 9 ; Agava ; 133 
 5984 ; Почтовая карточка. Львовъ ;  ;  ;  ;  ; 7 ; SWRUS ; 49 
 5985 ; Конверт с сургучной печатью (г.Ветлуга) ;  ;  ;  ;  ; 13 ; Алекс2007 ; 17 
 5986 ; Конверт со спецгашением и вложением ;  ;  ;  ;  ; 7 ; ВЕПРЬ ; 12 
 5887 ; Лот почтовых карточек (2 штуки) ;  ;  ;  ;  ; 15 ; контраст ; 110 
 5888 ; Лот почтовых карточек (2 штуки) "Версаль" ;  ;  ;  ;  ; 3 ; aletta ; 59 
 5889 ; Лот почтовых карточек (13 штук) Сочи ;  ;  ;  ;  ; 8 ; ZIMOGOR ; 59 
 5890 ; Лот фотокарточек артистов (4 штуки) ;  ;  ;  ;  ; 8 ; murka1973 ; 46 
 5891 ; Лот почтовых карточек (17 штук) ;  ;  ;  ;  ; 6 ; ВЕПРЬ ; 42 
 5892 ; Лот почтовых карточек до 1917 года (2 штуки) ;  ;  ;  ;  ; 24 ; murka1973 ; 216 
 5893 ; Лот почтовых карточек до 1917 года (2 штуки) ;  ;  ;  ;  ; 15 ; Dimius ; 133 
 5894 ; Лот почтовых карточек до 1917 года (2 штуки) ;  ;  ;  ;  ; 16 ; Dimius ; 133 
 5895 ; Лот почтовых карточек до 1917 года (2 штуки) ;  ;  ;  ;  ; 18 ; фрегат ; 165 
 5896 ; Лот почтовых карточек до 1917 года (2 штуки) ;  ;  ;  ;  ; 17 ; Dimius ; 169 
 5897 ; Лот почтовых карточек до 1917 года (3 штуки) ;  ;  ;  ;  ; 19 ; Dimius ; 147 
 5898 ; Лот почтовых карточек до 1917 года (2 штуки) ;  ;  ;  ;  ; 19 ; Dimius ; 179 
 5899 ; Лот почтовых карточек до 1917 года (2 штуки) ;  ;  ;  ;  ; 11 ; Dimius ; 131 
 5900 ; Лот почтовых карточек до 1917 года (2 штуки) ;  ;  ;  ;  ; 15 ; Dimius ; 179 
 5901 ; Лот почтовых карточек (7 штук) ;  ;  ;  ;  ; 17 ; Папа с рацией ; 59 
 5902 ; Лот почтовых карточек до 1917 года (2 штуки) ;  ;  ;  ;  ; 15 ; фрегат ; 165 
 5903 ; Лот почтовых карточек до 1917 года (2 штуки) ;  ;  ;  ;  ; 19 ; Dimius ; 222 
 5904 ; Лот почтовых карточек  до 1917 года(2 штуки) ;  ;  ;  ;  ; 12 ; Dimius ; 159 
 5905 ; Лот почтовых карточек . "Асти" (2 штуки) ;  ;  ;  ;  ; 10 ; Dimius ; 159 
 5906 ; Почтовая карточка "Чарли Чаплин" ;  ;  ;  ;  ; 3 ; PMPlaya ; 6 
 5907 ; Почтовая карточка "Нирвана" ;  ;  ;  ;  ; 20 ; sony ; 79 
 5908 ; Почтовая карточка "Елизабет Тейлор" ;  ;  ;  ;  ; 3 ; 45вктц ; 6 
 5909 ; Почтовая карточка "Мост Ватерлоо" ;  ;  ;  ;  ; 3 ; 45вктц ; 6 
 5910 ; Почтовая карточка Одри Хепбёрн" ;  ;  ;  ;  ; 10 ; PMPlaya ; 22 
 5911 ; Почтовая карточка "Грета Гарбо" ;  ;  ;  ;  ; 9 ; PMPlaya ; 18 
 5912 ; Почтовая карточка "Мерлин Монро" ;  ;  ;  ;  ; 9 ; val_diver ; 62 
 5913 ; Почтовая карточка "Унесённые ветром" ;  ;  ;  ;  ; 7 ; PMPlaya ; 22 
 5914 ; Лот почтовых карточек до 1917 года (2 штуки) ;  ;  ;  ;  ; 5 ; Dnestr ; 78 
 5915 ; Лот почтовых карточек до 1917 года (2 штуки) ;  ;  ;  ;  ; 7 ; oleg632112 ; 67 
 5916 ; Лот почтовых карточек до 1917 года (2 штуки) ;  ;  ;  ;  ; 5 ; Dnestr ; 53 
 5917 ; Почтовая карточка. Кронштадт ;  ;  ;  ;  ; 8 ; Komposter ; 200 
 5918 ; Почтовая карточка. Даламберъ ;  ;  ;  ;  ; 7 ; daxa ; 113 
 5919 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 5 ; daxa ; 181 
 5920 ; Почтовая карточка. Мерлин Монро ;  ;  ;  ;  ; 7 ; 1999 ; 62 
 5921 ; Почтовая карточка. Мерлин Монро ;  ;  ;  ;  ; 5 ; 1999 ; 62 
 5922 ; Лот фотокарточек  (2 штуки) ; 1922 ;  ;  ;  ; 15 ; doc2 ; 663 
 5923 ; Лот почтовых карточек до 1917 года (2 штуки) ;  ;  ;  ;  ; 7 ; фрегат ; 102 
 5924 ; Лот почтовых карточек до 1917 года (2 штуки) ;  ;  ;  ;  ; 9 ; Dimius ; 101 
 5925 ; Лот почтовых карточек до 1917 года (2 штуки) ;  ;  ;  ;  ; 5 ; Dnestr ; 53 
 5926 ; Фотокарточка ;  ;  ;  ;  ; 5 ; oleg632112 ; 51 
 5927 ; Почтовая карточка "Спектакль продолжается" ;  ;  ;  ;  ; 3 ; oleg632112 ; 22 
 5928 ; Лот почтовых карточек до 1917 года (2 штуки) ;  ;  ;  ;  ; 12 ; Dimius ; 114 
 5929 ; Лот почтовых карточек до 1917 года (2 штуки) ;  ;  ;  ;  ; 13 ; Dimius ; 133 
 5930 ; Лот почтовых карточек до 1917 года (2 штуки) ;  ;  ;  ;  ; 14 ; Dimius ; 159 
 5931 ; Почтовая карточка "Народный домъ" (Въ пользу общины Св. Евгении) ;  ;  ;  ;  ; 5 ; aletta ; 67 
 5932 ; Почтовая карточка "Воришки" (Въ пользу общины Св. Евгении) ;  ;  ;  ;  ; 23 ; yuri.gruzdev ; 200 
 5933 ; Лот почтовых карточек "Толстой Л." 2 штуки (Въ пользу общины Св. Евгении) ;  ;  ;  ;  ; 15 ; yuri.gruzdev ; 297 
 5934 ; Почтовая карточка "Троицкий соборъ" ;  ;  ;  ;  ; 12 ; Komposter ; 131 
 5935 ; Почтовая карточка "С.-Петербургъ" ;  ;  ;  ;  ; 17 ; Приор ; 160 
 5936 ; Почтовая карточка "С.-Петербургъ" ;  ;  ;  ;  ; 30 ; контраст ; 867 
 5837 ; Почтовая карточка. Одесса ;  ;  ;  ;  ; 4 ; lupus47 ; 101 
 5838 ; Почтовая карточка. Одесса ;  ;  ;  ;  ; 11 ; lupus47 ; 105 
 5839 ; Почтовая карточка. Одесса ;  ;  ;  ;  ; 10 ; lupus47 ; 110 
 5840 ; Почтовая карточка. Карлсбат ;  ;  ;  ;  ; 5 ; бриз33 ; 67 
 5841 ; Почтовая карточка. Смоленск ;  ;  ;  ;  ; 7 ; бриз33 ; 67 
 5842 ; Почтовая карточка. Крым ;  ;  ;  ;  ; 5 ; RAPAN ; 101 
 5843 ; Почтовая карточка. Сочи ;  ;  ;  ;  ; 25 ; flutter ; 597 
 5844 ; Почтовая карточка. Гробница Тамерлана ;  ;  ;  ;  ; 9 ; lupus47 ; 102 
 5845 ; Почтовая карточка. Победитель ;  ;  ;  ;  ; 7 ; фрегат ; 101 
 5846 ; Почтовая карточка. Любовь ;  ;  ;  ;  ; 3 ; бриз33 ; 80 
 5847 ; Почтовая карточка. Худ. Соломко ;  ;  ;  ;  ; 18 ; Komposter ; 324 
 5848 ; Почтовая карточка. Ледокол ;  ;  ;  ;  ; 28 ; Komposter ; 402 
 5849 ; Почтовая карточка. С- Петербург ;  ;  ;  ;  ; 25 ; flutter ; 499 
 5850 ; Почтовая карточка. С- Петербург ;  ;  ;  ;  ; 29 ; birmane ; 465 
 5851 ; Почтовая карточка. С - Петербург ;  ;  ;  ;  ; 28 ; flutter ; 567 
 5852 ; Почтовая карточка. С - Петербург ;  ;  ;  ;  ; 9 ; yuri.gruzdev ; 164 
 5853 ; Почтовая карточка. С - Петербург ;  ;  ;  ;  ; 9 ; yuri.gruzdev ; 164 
 5854 ; Почтовая карточка. С - Петербург ;  ;  ;  ;  ; 7 ; птичка16 ; 111 
 5855 ; Почтовая карточка. Харьков ;  ;  ;  ;  ; 4 ; 333985 ; 101 
 5856 ; Почтовая карточка. Смоленск ;  ;  ;  ;  ; 10 ; doc2 ; 444 
 5857 ; Почтовая карточка. Казань ;  ;  ;  ;  ; 17 ; ZIMOGOR ; 239 
 5858 ; Почтовая карточка. Киев ;  ;  ;  ;  ; 5 ; бриз33 ; 67 
 5859 ; Почтовая карточка. С рождеством ;  ;  ;  ;  ; 9 ; пмт79 ; 113 
 5860 ; Почтовая карточка. Дамы ;  ;  ;  ;  ; 5 ; бриз33 ; 67 
 5861 ; Почтовая карточка. Собинов ;  ;  ;  ;  ; 7 ; murka1973 ; 114 
 5862 ; Почтовая карточка. Карикатура ;  ;  ;  ;  ; 5 ; бриз33 ; 54 
 5863 ; Почтовая карточка. После сражения ;  ;  ;  ;  ; 9 ; yuri.gruzdev ; 165 
 5864 ; Почтовая карточка. Семья ;  ;  ;  ;  ; 5 ; Komposter ; 101 
 5865 ; Почтовая карточка. Солдат ;  ;  ;  ;  ; 5 ; тюря ; 17 
 5866 ; Почтовая карточка. Солдаты ;  ;  ;  ;  ; 9 ; тюря ; 204 
 5867 ; Почтовая карточка. Марсельеза ;  ;  ;  ;  ; 3 ; бриз33 ; 69 
 5868 ; Почтовая карточка. Шампанское ;  ;  ;  ;  ; 3 ; бриз33 ; 34 
 5869 ; Почтовая карточка. Императрица ;  ;  ;  ;  ; 9 ; тюря ; 169 
 5870 ; Почтовая карточка. Кувач ;  ;  ;  ;  ; 5 ; бриз33 ; 67 
 5871 ; Почтовая карточка. Один с сошкой ;  ;  ;  ;  ; 11 ; Пола ; 203 
 5872 ; Почтовая карточка. (лот 6шт.) ;  ;  ;  ;  ; 11 ; фрегат ; 255 
 5873 ; Почтовая карточка. ( лот 6шт.) ;  ;  ;  ;  ; 13 ; фрегат ; 206 
 5874 ; Почтовая карточка. ( лот 6шт.) ;  ;  ;  ;  ; 12 ; Dnestr ; 163 
 5875 ; Почтовая карточка. ( лот 6шт.) ;  ;  ;  ;  ; 10 ; Dnestr ; 173 
 5876 ; Почтовая карточка. ( лот 6шт.) ;  ;  ;  ;  ; 11 ; Dnestr ; 202 
 5877 ; Почтовая карточка. ( лот 6шт.) ;  ;  ;  ;  ; 10 ; Dimius ; 181 
 5878 ; Почтовая карточка. ( лот 6шт.) ;  ;  ;  ;  ; 9 ; фрегат ; 198 
 5879 ; Почтовая карточка до 1917 года "Псковъ" ;  ;  ;  ;  ; 3 ; aletta ; 125 
 5880 ; Почтовая карточка до 1917 года "Дача на Волге" ;  ;  ;  ;  ; 15 ; FonPaul ; 128 
 5881 ; Почтовая карточка до 1917 года "Луга" ;  ;  ;  ;  ; 8 ; ZIMOGOR ; 162 
 5882 ; Почтовая карточка до 1917 года "Гатчина" ;  ;  ;  ;  ; 5 ; aletta ; 90 
 5883 ; Почтовая карточка до 1917 года "Гатчина" ;  ;  ;  ;  ; 31 ; flutter ; 377 
 5884 ; Лот почтовых карточек с гашением (3 штуки)  Paris ;  ;  ;  ;  ; 7 ; aletta ; 110 
 5885 ; Лот почтовых карточек  (3 штуки)  Paris ;  ;  ;  ;  ; 23 ; контраст ; 167 
 5886 ; Лот почтовых карточек с гашением (2 штуки)  Paris ;  ;  ;  ;  ; 24 ; doc2 ; 200 
 5626 ; Лот бон. (Украина, Молдова, 29 штук) ;  ;  ;  ;  ; 17 ; Маманна ; 85 
 5627 ; Бона иностранная. Лот бон ( 7шт.) ;  ;  ;  ;  ; 16 ; бриз33 ; 169 
 5628 ; Бона иностранная. Лот бон ( 7шт.) ;  ;  ;  ;  ; 14 ; alex241 ; 180 
 5629 ; Бона иностранная. Лот бон ( 7шт.) ;  ;  ;  ;  ; 21 ; Маманна ; 173 
 5630 ; Бона иностранная. Лот бон ( 7шт.) ;  ;  ;  ;  ; 19 ; Маманна ; 213 
 5631 ; Лот нотгельдов Австрия. (3 шт.) ;  ;  ;  ;  ; 7 ; 312 ; 61 
 5632 ; Лот нотгельдов Австрия. (9 шт.) ;  ;  ;  ;  ; 29 ; smel ; 310 
 5633 ; Лот нотгельдов (7 шт.) ;  ;  ;  ;  ; 27 ; to-to ; 210 
 5634 ; Лот нотгельдов (10 шт.) ;  ;  ;  ;  ; 30 ; smel ; 429 
 5635 ; Лот нотгельдов (10 шт.) ;  ;  ;  ;  ; 12 ; ЛОПАТИНиКО ; 255 
 5636 ; Лот нотгельдов (10 шт.) ;  ;  ;  ;  ; 16 ; объект ; 272 
 5637 ; Лот нотгельдов (50 шт.) ;  ;  ;  ;  ; 23 ; lupus47 ; 1441 
 5638 ; Лот нотгельдов (50 шт.) ;  ;  ;  ;  ; 21 ; сортам70 ; 1326 
 5800 ; Почтовая карточка. Волга ;  ;  ;  ;  ; 7 ; уютный ; 255 
 5801 ; Почтовая карточка. Волга ;  ;  ;  ;  ; 9 ; torus72 ; 255 
 5802 ; Почтовая карточка. Волга ;  ;  ;  ;  ; 11 ; 333985 ; 206 
 5803 ; Почтовая карточка. Волга ;  ;  ;  ;  ; 6 ; FonPaul ; 101 
 5804 ; Почтовая карточка. Волга ;  ;  ;  ;  ; 13 ; flutter ; 395 
 5805 ; Почтовая карточка. Волга ;  ;  ;  ;  ; 11 ; flutter ; 397 
 5806 ; Почтовая карточка. Волга ;  ;  ;  ;  ; 8 ; фрегат ; 65 
 5807 ; Почтовая карточка. Волга ;  ;  ;  ;  ; 7 ; 333985 ; 239 
 5808 ; Почтовая карточка. Волга ;  ;  ;  ;  ; 7 ; 333985 ; 239 
 5809 ; Почтовая карточка. Волга ;  ;  ;  ;  ; 8 ; FonPaul ; 100 
 5810 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 15 ; Папа с рацией ; 262 
 5811 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 15 ; Папа с рацией ; 255 
 5812 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 5 ; гудзон ; 138 
 5813 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 5 ; гудзон ; 155 
 5814 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 3 ; Папа с рацией ; 151 
 5815 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 3 ; РО ; 255 
 5816 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 13 ; Komposter ; 235 
 5817 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 9 ; Приор ; 238 
 5818 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 18 ; Папа с рацией ; 155 
 5819 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 17 ; гудзон ; 176 
 5820 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 3 ; гудзон ; 128 
 5821 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 19 ; гудзон ; 184 
 5822 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 11 ; гудзон ; 217 
 5823 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 28 ; уютный ; 240 
 5824 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 30 ; doc2 ; 455 
 5825 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 9 ; уютный ; 332 
 5826 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 17 ; doc2 ; 332 
 5827 ; Почтовая карточка. Крейсер Боярин ;  ;  ;  ;  ; 45 ; RAPAN ; 863 
 5828 ; Почтовая карточка. Крейсер Рюрик ;  ;  ;  ;  ; 38 ; RAPAN ; 694 
 5829 ; Почтовая карточка. Миноносец Прозорливый ;  ;  ;  ;  ; 24 ; RAPAN ; 796 
 5830 ; Почтовая карточка. Транспорт Енисей ;  ;  ;  ;  ; 27 ; RAPAN ; 313 
 5831 ; Почтовая карточка. Монастырь ;  ;  ;  ;  ; 5 ; Komposter ; 152 
 5832 ; Почтовая карточка. Соровская пустань ;  ;  ;  ;  ; 9 ; doc2 ; 327 
 5833 ; Почтовая карточка. Дружок ;  ;  ;  ;  ; 7 ; doc2 ; 330 
 5834 ; Почтовая карточка. Грешница ;  ;  ;  ;  ; 15 ; gelo ; 131 
 5835 ; Почтовая карточка. Праздник Посейдона ;  ;  ;  ;  ; 15 ; gelo ; 155 
 5836 ; Почтовая карточка. Наполеон ;  ;  ;  ;  ; 13 ; Alex ekb ; 222 
 5576 ; 10 крон. Норвегия ; 1981 ;  ;  ;  ; 13 ; Alex ekb ; 152 
 5577 ; 5 долларов. Сингапур ;  ;  ;  ;  ; 21 ; lenohota ; 350 
 5578 ; 2 доллара. Белиз ; 1999 ;  ;  ;  ; 21 ; танкер Дербент ; 168 
 5579 ; 20 лит. Литва ; 1993 ;  ;  ;  ; 24 ; Цейко ; 567 
 5580 ; 2 лева. Болгария ; 2005 ;  ;  ;  ; 7 ; Fontan ; 101 
 5581 ; 1 риал. Саудовская Аравия ;  ;  ;  ;  ; 13 ; SpAi ; 53 
 5582 ; 100 юаней. Китай ;  ;  ;  ;  ; 13 ; abakan ; 244 
 5583 ; 1/2 цента ; 1920 ;  ;  ;  ; 33 ; ЛОПАТИНиКО ; 341 
 5584 ; 1 лев. Болгария ; 1999 ;  ;  ;  ; 9 ; Хромосян ; 77 
 5585 ; 10 патак. Китай ; 2008 ;  ;  ;  ; 15 ; Марик ; 99 
 5586 ; 10 крон. Норвегия ; 1954 ;  ;  ;  ; 23 ; alesjane ; 156 
 5587 ; 10 юаней. Китай ; 1999 ;  ;  ;  ; 14 ; Lafeto55 ; 132 
 5588 ; 5 квач. Зимбия ;  ;  ;  ;  ; 5 ; птичка16 ; 55 
 5589 ; 1 юань ; 1996 ;  ;  ;  ; 5 ; Vox ; 23 
 5590 ; 1 фунт. Гернси ;  ;  ;  ;  ; 11 ; Babasya ; 227 
 5591 ; 1 лев. Болгария ; 1999 ;  ;  ;  ; 10 ; Cross ; 38 
 5592 ; 10 юаней. Китай ; 1980 ;  ;  ;  ; 36 ; lsp25 ; 333 
 5593 ; 5 седи. Гана ; 2011 ;  ;  ;  ; 17 ; Моряк-собиратель ; 69 
 5594 ; 200 форинтов. Венгрия ; 2007 ;  ;  ;  ; 27 ; танкер Дербент ; 211 
 5595 ; 10 крон. Норвегия ; 1959 ;  ;  ;  ; 20 ; alesjane ; 155 
 5596 ; Бона иностранная ;  ;  ;  ;  ; 13 ; val_diver ; 67 
 5597 ; 10 марок. Германия ; 1980 ;  ;  ;  ; 13 ; Babasya ; 512 
 5598 ; 10 рандов. Южная Африка ;  ;  ;  ;  ; 29 ; ВЯЗЪ ; 167 
 5599 ; 100 рупий. Шри Ланка ; 2001 ;  ;  ;  ; 8 ; Hamlet ; 114 
 5600 ; 50 centimes. Франция ; 1917 ;  ;  ;  ; 23 ; smel ; 204 
 5601 ; Лот бон иностранных. (2 шт.) ;  ;  ;  ; AU ; 13 ; KatekAviator ; 114 
 5602 ; Лот иностранных бон (4 штуки) ;  ;  ;  ; AU ; 7 ; Alexander_Vl ; 102 
 5603 ; Лот иностранных бон (3 штуки) Швеция ;  ;  ;  ;  ; 39 ; tss ; 503 
 5604 ; Лот иностранных бон (3 штуки) Босния и Герцеговина ; 1993 ;  ;  ; AU ; 34 ; Dell013 ; 475 
 5605 ; Лот иностранных бон (3 штуки по 5 крон) Швеция ;  ;  ;  ;  ; 38 ; smel ; 453 
 5606 ; Лот иностранных бон (4 штуки) ;  ;  ;  ; AU ; 11 ; Alexander_Vl ; 102 
 5607 ; Лот иностранных бон (4 штуки) ;  ;  ;  ; AU ; 21 ; Jon Snow ; 126 
 5608 ; Лот иностранных бон (4 штуки по 5 крон. Швеция) ; 1963 ;  ;  ; AU ; 22 ; Wulf ; 466 
 5609 ; Лот бон. Сербия (3 штуки) ;  ;  ;  ; AU ; 40 ; KatekAviator ; 215 
 5610 ; Лот иностранных бон (4 штуки) ;  ;  ;  ; AU ; 26 ; alex241 ; 139 
 5611 ; Лот иностранных бон (3 штуки) Швеция ;  ;  ;  ;  ; 18 ; С улыбкой по жизни ; 333 
 5612 ; Лот иностранных бон (4 штуки по 10 крон) Швеция ;  ;  ;  ;  ; 38 ; tss ; 667 
 5613 ; Лот бон (6 штук) Казахстан ;  ;  ;  ;  ; 39 ; Цейко ; 714 
 5614 ; Лот бон иностранных (8 шт.) ;  ;  ;  ;  ; 42 ; Yuraha76 ; 405 
 5615 ; Лот бон. Судан (4 штуки) ;  ;  ;  ; AU ; 43 ; Yuraha76 ; 227 
 5616 ; Лот бон. Украина (3 штуки) ;  ;  ;  ;  ; 41 ; pref ; 80 
 5617 ; Лот бон Эстонии. (3 шт.) ; 1992-2008 ;  ;  ;  ; 49 ; С улыбкой по жизни ; 725 
 5618 ; Лот  бон Венесуэла (6 штук) ;  ;  ;  ; AU ; 30 ; alex241 ; 256 
 5619 ; Лот образцов бон КНДР (10 штук) ;  ;  ;  ; AU ; 45 ; S.A.P. ; 575 
 5620 ; Лот бон Гон-Конг, Китай (4шт) ;  ;  ;  ;  ; 13 ; Russman ; 123 
 5621 ; Лот иностранных бон ;  ;  ;  ;  ; 26 ; ястреб ; 352 
 5622 ; Лот бон иностранных (5 шт.) ;  ;  ;  ;  ; 43 ; ZIMOGOR ; 227 
 5623 ; Лот иностранных бон (4 штуки) Германия ;  ;  ;  ;  ; 11 ; Dnestr ; 115 
