 5860 ; Конверт со спец. Гашением "60 лет Казахской ССР" 1980г ;  ;  ;  ;  ; 3 ; Dinar02 ; 12 
 5511 ; Бона иностранная. Бразилия ;  ;  ;  ;  ; 6 ; 6x6 ; 25 
 5512 ; Бона иностранная. Бразилия ;  ;  ;  ;  ; 10 ; 6x6 ; 33 
 5513 ; Бона иностранная. Перу ;  ;  ;  ;  ; 27 ; Moribor ; 51 
 5514 ; Бона иностранная. Перу ;  ;  ;  ;  ; 6 ; potolok ; 30 
 5515 ; Бона иностранная. Перу ;  ;  ;  ;  ; 6 ; potolok ; 30 
 5516 ; Бона иностранная. Перу ;  ;  ;  ;  ; 6 ; potolok ; 30 
 5517 ; Бона иностранная. Перу ;  ;  ;  ;  ; 6 ; 6x6 ; 33 
 5518 ; Бона иностранная. Перу ;  ;  ;  ;  ; 18 ; Nigelinho ; 34 
 5519 ; Бона иностранная. Перу ;  ;  ;  ;  ; 8 ; potolok ; 30 
 5520 ; Бона иностранная. Перу ;  ;  ;  ;  ; 9 ; gdrg2 ; 31 
 5521 ; Бона иностранная. Перу ;  ;  ;  ;  ; 46 ; kotik309 ; 97 
 5522 ; Бона иностранная. Чили ;  ;  ;  ;  ; 5 ; 333985 ; 60 
 5523 ; Бона иностранная. Грузия ;  ;  ;  ;  ; 10 ; gdrg2 ; 68 
 5524 ; Бона иностранная. Грузия ;  ;  ;  ;  ; 23 ; Capt2 ; 101 
 5525 ; Бона иностранная. Грузия ;  ;  ;  ;  ; 7 ; Capt2 ; 70 
 5526 ; Бона иностранная. Приднестровье ;  ;  ;  ;  ; 10 ; alex2016 ; 20 
 5527 ; Бона иностранная. Приднестровье ;  ;  ;  ;  ; 5 ; 333985 ; 16 
 5528 ; Бона иностранная. Приднестровье ;  ;  ;  ;  ; 7 ; 333985 ; 27 
 5529 ; Бона иностранная. Татарстан ;  ;  ;  ;  ; 8 ; Moribor ; 41 
 5530 ; Лот бон ( 10шт.) ;  ;  ;  ;  ; 11 ; andrry ; 151 
 5531 ; Лот бон ( 8шт.) ;  ;  ;  ;  ; 8 ; potolok ; 100 
 5532 ; Лот бон ( 8шт.) ;  ;  ;  ;  ; 10 ; слива ; 99 
 5533 ; Бона иностранная. Сербия ;  ;  ;  ;  ; 10 ; andrry ; 50 
 5534 ; Бона иностранная. Сербия ;  ;  ;  ;  ; 19 ; andrry ; 50 
 5535 ; Лот бон ( 10шт.) ;  ;  ;  ;  ; 7 ; SER 888 ; 100 
 5536 ; Лот бон ( 10шт.) ;  ;  ;  ;  ; 6 ; potolok ; 100 
 5537 ; Лот бон ( 10шт.) ;  ;  ;  ;  ; 5 ; SER 888 ; 100 
 5538 ; Лот бон ( 10шт.) ;  ;  ;  ;  ; 9 ; Gagarin ; 101 
 5539 ; Лот бон ( 10шт.) ;  ;  ;  ;  ; 3 ; orlov2015 ; 101 
 5801 ; Почтовая карточка ;  ;  ;  ;  ; 37 ; Chatsky ; 395 
 5802 ; Почтовая карточка ;  ;  ;  ;  ; 11 ; RAPAN ; 612 
 5803 ; Почтовая карточка ;  ;  ;  ;  ; 8 ; RAPAN ; 181 
 5804 ; Почтовая карточка ;  ;  ;  ;  ; 8 ; Alfred ; 153 
 5805 ; Почтовая карточка ;  ;  ;  ;  ; 8 ; Папа с рацией ; 151 
 5806 ; Почтовая карточка ;  ;  ;  ;  ; 22 ; ЛБС ; 159 
 5807 ; Почтовая карточка ;  ;  ;  ;  ; 10 ; RAPAN ; 151 
 5808 ; Почтовая карточка ;  ;  ;  ;  ; 8 ; RAPAN ; 160 
 5809 ; Почтовая карточка ;  ;  ;  ;  ; 25 ; Папа с рацией ; 336 
 5449 ; Бона иностранная. Индия ;  ;  ;  ;  ; 5 ; Александр-78 ; 20 
 5450 ; Бона иностранная. Индия ;  ;  ;  ;  ; 3 ; Александр-78 ; 20 
 5451 ; Бона иностранная. Индия ;  ;  ;  ;  ; 8 ; слива ; 27 
 5452 ; Бона иностранная. Индия ;  ;  ;  ;  ; 15 ; teso ; 235 
 5453 ; Бона иностранная. Индия ;  ;  ;  ;  ; 7 ; teso ; 51 
 5454 ; Бона иностранная. Индонезия ;  ;  ;  ;  ; 13 ; Хромосян ; 51 
 5455 ; Бона иностранная. Индонезия ;  ;  ;  ;  ; 13 ; Хромосян ; 51 
 5456 ; Бона иностранная. Индонезия ;  ;  ;  ;  ; 10 ; sveta6369 ; 34 
 5457 ; Бона иностранная. Индонезия ;  ;  ;  ;  ; 10 ; sveta6369 ; 34 
 5458 ; Бона иностранная. Индонезия ;  ;  ;  ;  ; 17 ; orlov2015 ; 83 
 5459 ; Бона иностранная. Япония ;  ;  ;  ;  ; 34 ; potolok ; 239 
 5460 ; Бона иностранная. Япония ;  ;  ;  ;  ; 24 ; potolok ; 227 
 5461 ; Бона иностранная. Япония ;  ;  ;  ;  ; 20 ; potolok ; 159 
 5462 ; Бона иностранная. Япония ;  ;  ;  ;  ; 20 ; potolok ; 120 
 5463 ; Бона иностранная. Япония ;  ;  ;  ;  ; 21 ; assesor ; 255 
 5464 ; Бона иностранная. Япония ;  ;  ;  ;  ; 23 ; potolok ; 227 
 5465 ; Бона иностранная. Кипр ;  ;  ;  ;  ; 14 ; птичка16 ; 200 
 5466 ; Бона иностранная. Кипр ;  ;  ;  ;  ; 20 ; птичка16 ; 225 
 5467 ; Бона иностранная. Италия ;  ;  ;  ;  ; 5 ; Александр-78 ; 33 
 5468 ; Бона иностранная. Италия ;  ;  ;  ;  ; 7 ; Александр-78 ; 33 
 5469 ; Бона иностранная. Греция ;  ;  ;  ;  ; 5 ; maner73 ; 152 
 5470 ; Бона иностранная. Греция ;  ;  ;  ;  ; 7 ; 333985 ; 28 
 5471 ; Бона иностранная. Греция ;  ;  ;  ;  ; 21 ; orlov2015 ; 201 
 5472 ; Бона иностранная. Венгрия ;  ;  ;  ;  ; 22 ; uhfvv7 ; 74 
 5473 ; Бона иностранная. Венгрия ;  ;  ;  ;  ; 10 ; gdrg2 ; 45 
 5474 ; Бона иностранная. Венгрия ;  ;  ;  ;  ; 8 ; prostor.71 ; 34 
 5475 ; Бона иностранная. Венгрия ;  ;  ;  ;  ; 7 ; Александр-78 ; 33 
 5476 ; Бона иностранная. Австрия ;  ;  ;  ;  ; 12 ; potolok ; 50 
 5477 ; Бона иностранная. Австрия ;  ;  ;  ;  ; 8 ; potolok ; 50 
 5478 ; Бона иностранная. Австрия ;  ;  ;  ;  ; 3 ; слива ; 34 
 5479 ; Бона иностранная. Австрия ;  ;  ;  ;  ; 8 ; potolok ; 50 
 5480 ; Бона иностранная. Австрия ;  ;  ;  ;  ; 8 ; potolok ; 72 
 5481 ; Бона иностранная. Дания ;  ;  ;  ;  ; 12 ; gdrg2 ; 131 
 5482 ; Бона иностранная. Германия ;  ;  ;  ;  ; 11 ; kotik309 ; 30 
 5483 ; Бона иностранная. Германия ;  ;  ;  ;  ; 7 ; Ssid ; 51 
 5484 ; Бона иностранная. Германия ;  ;  ;  ;  ; 6 ; Александр-78 ; 33 
 5485 ; Бона иностранная. Германия ;  ;  ;  ;  ; 7 ; Ssid ; 51 
 5486 ; Бона иностранная. Германия ;  ;  ;  ;  ; 5 ; Ssid ; 51 
 5487 ; Бона иностранная. Германия ;  ;  ;  ;  ; 17 ; магаз ; 79 
 5488 ; Бона иностранная. Германия ;  ;  ;  ;  ; 18 ; collector64 ; 87 
 5489 ; Бона иностранная. Германия ;  ;  ;  ;  ; 7 ; prostor.71 ; 34 
 5490 ; Бона иностранная. Германия ;  ;  ;  ;  ; 7 ; prostor.71 ; 34 
 5491 ; Бона иностранная. Германия ;  ;  ;  ;  ; 14 ; магаз ; 46 
 5492 ; Бона иностранная. Германия ;  ;  ;  ;  ; 10 ; potolok ; 100 
 5493 ; Бона иностранная. Германия ;  ;  ;  ;  ; 6 ; Александр-78 ; 33 
 5494 ; Бона иностранная. Германия ;  ;  ;  ;  ; 6 ; potolok ; 50 
 5495 ; Бона иностранная. Германия ;  ;  ;  ;  ; 12 ; Зверолов ; 101 
 5496 ; Бона иностранная. Германия ;  ;  ;  ;  ; 19 ; Gtm ; 90 
 5497 ; Бона иностранная. Германия ;  ;  ;  ;  ; 26 ; Gtm ; 70 
 5498 ; Бона иностранная. Германия ;  ;  ;  ;  ; 19 ; potolok ; 89 
 5399 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 9 ; Ok203 ; 261 
 5400 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 23 ; Майкл ; 579 
 5401 ; Бона иностранная. Австралия ;  ;  ;  ;  ; 32 ; Alex1 ; 683 
 5402 ; Бона иностранная. Австралия ;  ;  ;  ; AU ; 31 ; 7890 ; 418 
 5403 ; Бона иностранная. Австралия ;  ;  ;  ; AU ; 17 ; alesjane ; 597 
 5404 ; Бона иностранная. Австралия ;  ;  ;  ; AU ; 59 ; NGG ; 1574 
 5405 ; Бона иностранная. Гвинея ;  ;  ;  ; AU ; 25 ; heavy_fly ; 156 
 5406 ; Бона иностранная. Мальдивы ;  ;  ;  ; AU ; 11 ; Ssid ; 105 
 5407 ; Бона иностранная. Южный Судан ;  ;  ;  ; AU ; 28 ; ZIMOGOR ; 84 
 5408 ; Бона иностранная. Замбия ;  ;  ;  ; AU ; 13 ; kotik309 ; 59 
 5409 ; Бона иностранная. Замбия ;  ;  ;  ; AU ; 18 ; Моряк-собиратель ; 225 
 5410 ; Бона иностранная. Замбия ;  ;  ;  ; AU ; 22 ; Моряк-собиратель ; 225 
 5411 ; Бона иностранная. Шри - Ланка ;  ;  ;  ; AU ; 9 ; kotik309 ; 59 
 5412 ; Бона иностранная. Шри - Ланка ;  ;  ;  ; AU ; 15 ; Alex1 ; 81 
 5413 ; Бона иностранная. Шри - Ланка ;  ;  ;  ; AU ; 14 ; kotik309 ; 89 
 5414 ; Бона иностранная. Корея ;  ;  ;  ; AU ; 12 ; kotik309 ; 62 
 5415 ; Бона иностранная. Корея ;  ;  ;  ; AU ; 18 ; 8888 ; 80 
 5416 ; Бона иностранная. Корея ;  ;  ;  ; AU ; 18 ; kotik309 ; 89 
 5417 ; Бона иностранная. Корея ;  ;  ;  ; AU ; 7 ; =МОН= ; 60 
 5418 ; Бона иностранная. Мадагаскар ;  ;  ;  ; AU ; 9 ; =МОН= ; 57 
 5419 ; Бона иностранная. Гайана ;  ;  ;  ; AU ; 13 ; =МОН= ; 57 
 5420 ; Бона иностранная. Гондурас ;  ;  ;  ; AU ; 11 ; =МОН= ; 58 
 5421 ; Бона иностранная. Гондурас ;  ;  ;  ; AU ; 9 ; makc_spb ; 60 
 5422 ; Бона иностранная. Бангладеш ;  ;  ;  ; AU ; 11 ; =МОН= ; 58 
 5423 ; Бона иностранная. Таиланд ;  ;  ;  ;  ; 9 ; бриз33 ; 38 
 5424 ; Бона иностранная. Афганистан ;  ;  ;  ;  ; 4 ; магаз ; 23 
 5425 ; Бона иностранная. Афганистан ;  ;  ;  ;  ; 7 ; dkflf ; 30 
 5426 ; Бона иностранная. Афганистан ;  ;  ;  ;  ; 9 ; магаз ; 34 
 5427 ; Бона иностранная. Ирак ;  ;  ;  ;  ; 7 ; SER 888 ; 40 
 5428 ; Бона иностранная. Сирия ;  ;  ;  ;  ; 21 ; 333985 ; 107 
 5429 ; Бона иностранная. Сирия ;  ;  ;  ;  ; 17 ; BSR ; 306 
 5430 ; Бона иностранная. Сирия ;  ;  ;  ;  ; 14 ; BSR ; 510 
 5431 ; Бона иностранная. Египет ;  ;  ;  ;  ; 12 ; 6x6 ; 79 
 5432 ; Бона иностранная. Египет ;  ;  ;  ;  ; 10 ; 6x6 ; 80 
 5433 ; Бона иностранная. Египет ;  ;  ;  ;  ; 5 ; слива ; 23 
 5434 ; Бона иностранная. Египет ;  ;  ;  ;  ; 7 ; слива ; 27 
 5435 ; Бона иностранная. Египет ;  ;  ;  ;  ; 3 ; Александр-78 ; 20 
 5436 ; Бона иностранная. Египет ;  ;  ;  ;  ; 3 ; Александр-78 ; 20 
 5437 ; Бона иностранная. Зимбабве ;  ;  ;  ;  ; 13 ; dimon-2007 ; 50 
 5438 ; Бона иностранная. Зимбабве ;  ;  ;  ;  ; 18 ; bratss ; 144 
 5439 ; Бона иностранная. Зимбабве ;  ;  ;  ;  ; 15 ; dimon-2007 ; 51 
 5440 ; Бона иностранная. Зимбабве ;  ;  ;  ;  ; 7 ; магаз ; 29 
 5441 ; Бона иностранная. Зимбабве ;  ;  ;  ;  ; 11 ; dimon-2007 ; 50 
 5442 ; Бона иностранная. Зимбабве ;  ;  ;  ;  ; 15 ; dimon-2007 ; 50 
 5443 ; Бона иностранная. Нигерия ;  ;  ;  ;  ; 9 ; SER 888 ; 40 
 5444 ; Бона иностранная. Нигерия ;  ;  ;  ;  ; 9 ; SER 888 ; 40 
 5445 ; Бона иностранная. Кения ;  ;  ;  ;  ; 5 ; orlov2015 ; 53 
 5446 ; Бона иностранная. Кения ;  ;  ;  ;  ; 20 ; Moribor ; 73 
 5447 ; Бона иностранная. Кения ;  ;  ;  ;  ; 21 ; Moribor ; 101 
 5448 ; Бона иностранная. Индия ;  ;  ;  ;  ; 19 ; archy ; 106 
 5349 ; Лот бон США (2шт) ; 1935,1974 ;  ;  ;  ; 27 ; dvn2010 ; 352 
 5350 ; Лот бон иностранных 10 шт ;  ;  ;  ;  ; 25 ; potolok ; 155 
 5351 ; Бона иностранная Китай ; 1928 ;  ;  ;  ; 35 ; lsp25 ; 352 
 5352 ; Бона иностранная Китай ; 1936 ;  ;  ;  ; 25 ; potolok ; 150 
 5353 ; Бона иностранная Китай ; 1936 ;  ;  ;  ; 19 ; lsp25 ; 167 
 5354 ; Бона иностранная Китай ; 1937 ;  ;  ;  ; 29 ; potolok ; 168 
 5355 ; Бона иностранная Монголия ; 1981 ;  ;  ;  ; 20 ; dkflf ; 46 
 5356 ; 1 крона Норвегия ; 1942 ;  ;  ;  ; 37 ; alesjane ; 159 
 5357 ; 1 рупия Немецкая-Восточная Африка ; 1915 ;  ;  ;  ; 13 ; Ok203 ; 464 
 5358 ; Бона иностранная Эквадор ;  ;  ;  ;  ; 21 ; URKK ; 57 
 5359 ; Бона иностранная Куба ;  ;  ;  ;  ; 18 ; vlad77 ; 209 
 5360 ; Лот бон иностранных 4 шт ;  ;  ;  ; AU ; 20 ; orlov2015 ; 147 
 5361 ; Лот бон иностранных 4 шт ;  ;  ;  ;  ; 18 ; =МОН= ; 95 
 5362 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 17 ; archy ; 189 
 5363 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 32 ; =МОН= ; 58 
 5364 ; Бона иностранная Греция ; 1926 ;  ;  ;  ; 11 ; gdrg2 ; 153 
 5365 ; Бона иностранная Греция ; 1932 ;  ;  ;  ; 11 ; gdrg2 ; 239 
 5366 ; Бона иностранная Греция ; 1942 ;  ;  ;  ; 44 ; Рубчик ; 202 
 5367 ; Бона иностранная Франция ; 1941 ;  ;  ;  ; 35 ; alesjane ; 352 
 5368 ; Лот бон иностранных 2 шт ;  ;  ;  ;  ; 19 ; Sterh ; 86 
 5369 ; Лот бон иностранных 5 шт ;  ;  ;  ;  ; 15 ; potolok ; 80 
 5370 ; Лот бон  иностранных 2 шт ;  ;  ;  ;  ; 51 ; cochu ; 203 
 5371 ; Лот бон иностранных 4 шт ;  ;  ;  ;  ; 11 ; wwi.i ; 143 
 5372 ; Бона иностранная Израиль ; 1995 ;  ;  ;  ; 12 ; uz ; 516 
 5373 ; Бона иностранная Гонг-Конг ;  ;  ;  ;  ; 9 ; Ssid ; 126 
 5374 ; Бона иностранная Япония ;  ;  ;  ;  ; 44 ; assesor ; 248 
 5375 ; Бона иностранная Китай ;  ;  ;  ;  ; 14 ; 6x6 ; 41 
 5376 ; Бона иностранная Узбекистан ;  ;  ;  ;  ; 12 ; gdrg2 ; 44 
 5377 ; 1 доллар США ; 1957 ;  ;  ;  ; 30 ; alehandr ; 327 
 5378 ; 2 доллара США ; 2009 ;  ;  ;  ; 22 ; sprutik ; 174 
 5379 ; Лот бон Татарстан 2 шт. ;  ;  ;  ;  ; 15 ; alex241 ; 201 
 5380 ; 50 карбованцев ; 1991 ; Украина Купон ;  ;  ; 10 ; Olih ; 26 
 5381 ; Бона иностранная. Зимбабве. 500000 долларов ;  ;  ;  ;  ; 28 ; dimon-2007 ; 104 
 5382 ; Бона иностранная. Зимбабве. 750000 долларов ;  ;  ;  ;  ; 16 ; Николас ; 101 
 5383 ; 5 рублей ; 1919 ; Латвия. Разменный знак ;  ;  ; 9 ; Ok203 ; 410 
 5384 ; 10 лат. Латвия. ; 1937 ;  ;  ;  ; 26 ; велко ; 258 
 5385 ; Бона иностранная. Германия ;  ;  ;  ;  ; 8 ; potolok ; 34 
 5386 ; Бона иностранная. Германия ;  ;  ;  ;  ; 10 ; greka131 ; 37 
 5387 ; Бона иностранная. Германия ;  ;  ;  ;  ; 23 ; silverbob ; 72 
