 5537 ; Почтовая карточка Германия ; 1900 ;  ;  ;  ; 14 ; Жигурда ; 55 
 5458 ; Акция. Германия ; 1939 ;  ;  ;  ; 9 ; denis.davydov ; 153 
 5459 ; Акция. Германия ; 1935 ;  ;  ;  ; 24 ; Атлантик ; 203 
 5460 ; Акция. США ;  ;  ;  ;  ; 4 ; SS007 ; 114 
 5461 ; Акция. США ;  ;  ;  ;  ; 19 ; SS007 ; 139 
 5462 ; Акция. США ;  ;  ;  ;  ; 6 ; SS007 ; 115 
 5463 ; Акция. США ;  ;  ;  ;  ; 8 ; SS007 ; 115 
 5464 ; Акция. США ;  ;  ;  ;  ; 15 ; SS007 ; 115 
 5465 ; Купоны ( 230шт.) ;  ;  ;  ;  ; 36 ; Ok203 ; 723 
 5466 ; Купоны ( 125шт.) ;  ;  ;  ;  ; 16 ; Коллекционеръ. ; 441 
 5467 ; Лот чеков ( 6шт.) ;  ;  ;  ;  ; 5 ; bon15041980 ; 888 
 5468 ; Лот чеков ( 6шт.) ;  ;  ;  ;  ; 5 ; bon15041980 ; 888 
 5469 ; Лот чеков ( 6шт.) ;  ;  ;  ;  ; 5 ; bon15041980 ; 888 
 5470 ; Лот чеков ( 6шт.) ;  ;  ;  ;  ; 37 ; Инвестор ; 302 
 5471 ; Билет лотереи ( 8шт.) ;  ;  ;  ;  ; 5 ; 333985 ; 72 
 5472 ; Билет лотереи ( 8шт.) ;  ;  ;  ;  ; 11 ; 333985 ; 77 
 5473 ; Конверт со спец. Гашением " Антарктида. Восток" 16.12.58 (запечатан) ;  ;  ;  ;  ; 5 ; SER 888 ; 16 
 5474 ; Конверт со спец. Гашением "Северный полюс - 26" 29.01.86г. СП-27/СП-26 "Комсомольской правды" ;  ;  ;  ;  ; 14 ; sornoc ; 21 
 5475 ; Конверт со спец. Гашением (2 штуки)   "Молодёжный" 21.01.88, "Мирный"29.11.88, "Новолазаревская"16.11.88 ;  ;  ;  ;  ; 8 ; Ivanov ; 21 
 5476 ; Конверт со спец. Гашением (2 штуки) Советская Антарктическая станция "Молодёжная" 21.11.88.,  NOV 30 1988,  34 Советская АЭ ;  ;  ;  ;  ; 10 ; Ivanov ; 21 
 5477 ; Конверт со спец. Гашением "Музей Арктики и Антарктики 28.10.88" SANAE ;  ;  ;  ;  ; 9 ; doc2 ; 128 
 5478 ; Конверт со спец. Гашением 63.11.21, " Советская Антарктическая экспедиция Молодёжная" 21 .11.88 ;  ;  ;  ;  ; 7 ; doc2 ; 21 
 5479 ; Конверт со спец. Гашением NOV 27 1988, САЭ "Мирный" 25.11.88 ;  ;  ;  ;  ; 3 ; doc2 ; 57 
 5480 ; Конверт со спец. Гашением "30 лет Антарктической внутриконтинентальной научной станции СССР "Восток" 16.12.1987, 32 САЭ ;  ;  ;  ;  ; 9 ; viktorius ; 31 
 5481 ; Конверт со спец. Гашением "САЭ "Мирный" 25.11.88 Музей Арктики и Антарктики 28.10.88 ;  ;  ;  ;  ; 3 ; doc2 ; 57 
 5482 ; Конверт со спец. Гашением "САЭ "Молодёжная" 21.11.88 JARE 29 ;  ;  ;  ;  ; 9 ; viktorius ; 92 
 5483 ; Конверт со спец. Гашением NOV27 1988 "АМЦ Молодёжная" 33 САЭ, 23.11.88 ;  ;  ;  ;  ; 11 ; doc2 ; 159 
 5484 ; Конверт со спец. Гашением (2 штуки) SOUTH POLE STATION 27 NOV 1988, Музей Арктики и Антарктики  28.10.88 ;  ;  ;  ;  ; 5 ; doc2 ; 93 
 5485 ; Конверт со спец. Гашением (2 штуки) ANTARKTISSTATION DDR "Georg Forester" 17.11.88 ;  ;  ;  ;  ; 6 ; von_Schwarz ; 21 
 5486 ; Конверт со спец. Гашением "Музей Арктики и Антарктики 28.10.88" 12 NOV 88 ;  ;  ;  ;  ; 3 ; von_Schwarz ; 21 
 5387 ; Бона иностранная. Аргентина ;  ;  ;  ;  ; 18 ; CASABLANCA ; 64 
 5388 ; Бона иностранная. Аргентина ;  ;  ;  ;  ; 23 ; Вадим Скифский ; 54 
 5389 ; Бона иностранная. Аргентина ;  ;  ;  ;  ; 9 ; Korsar59 ; 45 
 5390 ; Бона иностранная. Аргентина ;  ;  ;  ;  ; 14 ; Korsar59 ; 56 
 5391 ; Бона иностранная. Аргентина ;  ;  ;  ;  ; 28 ; CASABLANCA ; 77 
 5392 ; Бона иностранная. Аргентина ;  ;  ;  ;  ; 11 ; Korsar59 ; 56 
 5393 ; Бона иностранная. Япония ;  ;  ;  ;  ; 27 ; SKH ; 101 
 5394 ; Бона иностранная. Япония ;  ;  ;  ;  ; 68 ; pelmen761 ; 340 
 5395 ; Бона иностранная. Афганистан ;  ;  ;  ;  ; 20 ; air ; 102 
 5396 ; Бона иностранная. Афганистан ;  ;  ;  ;  ; 23 ; Moribor ; 53 
 5397 ; Бона иностранная. Афганистан ;  ;  ;  ;  ; 21 ; CASABLANCA ; 70 
 5398 ; Бона иностранная. Гайана ;  ;  ;  ;  ; 23 ; new life ; 128 
 5399 ; Бона иностранная. Гайана ;  ;  ;  ;  ; 19 ; SKH ; 55 
 5400 ; Бона иностранная. Гондурас ;  ;  ;  ;  ; 38 ; new life ; 74 
 5401 ; Бона иностранная. Гондурас ;  ;  ;  ;  ; 5 ; SKH ; 50 
 5402 ; Бона иностранная. Гондурас ;  ;  ;  ;  ; 34 ; new life ; 159 
 5403 ; 2 доллара Канада ; 1986 ;  ;  ; AU ; 34 ; SKH ; 252 
 5404 ; 1 доллар США ; 2003 ;  ;  ; AU ; 25 ; u10257 ; 100 
 5405 ; Бона иностранная. Германия ;  ;  ;  ;  ; 31 ; Serjd ; 229 
 5406 ; Бона иностранная. Беларусь ;  ;  ;  ;  ; 34 ; brigand811 ; 111 
 5407 ; Бона иностранная. Беларусь ;  ;  ;  ;  ; 22 ; CASABLANCA ; 53 
 5408 ; Бона иностранная. Беларусь ;  ;  ;  ;  ; 42 ; бортик ; 80 
 5409 ; Бона иностранная. Беларусь ;  ;  ;  ;  ; 14 ; 4758 ; 59 
 5410 ; Бона иностранная. Беларусь ;  ;  ;  ;  ; 17 ; brigand811 ; 54 
 5411 ; Бона иностранная. Беларусь ;  ;  ;  ;  ; 16 ; u10257 ; 59 
 5412 ; Бона иностранная. Беларусь ;  ;  ;  ;  ; 11 ; CASABLANCA ; 59 
 5413 ; Бона иностранная. Беларусь ;  ;  ;  ;  ; 21 ; магаз ; 68 
 5414 ; Бона иностранная. Беларусь ;  ;  ;  ;  ; 38 ; uhfvv7 ; 417 
 5415 ; Бона иностранная. Беларусь ;  ;  ;  ;  ; 52 ; BSR ; 860 
 5416 ; Бона иностранная. Польша ;  ;  ;  ;  ; 14 ; 100alf ; 100 
 5417 ; Бона иностранная. Польша ;  ;  ;  ;  ; 32 ; asus ; 209 
 5418 ; Бона иностранная. Польша ;  ;  ;  ;  ; 12 ; Атлантик ; 153 
 5419 ; Бона иностранная. Польша ;  ;  ;  ;  ; 47 ; MDV ; 352 
 5420 ; Бона иностранная. Польша ;  ;  ;  ;  ; 46 ; SKH ; 431 
 5421 ; Бона иностранная. Польша ;  ;  ;  ;  ; 6 ; prostor.71 ; 102 
 5422 ; Бона иностранная. Польша ;  ;  ;  ;  ; 9 ; бортик ; 51 
 5423 ; Лот бон. Китай ( 8шт.) ;  ;  ;  ;  ; 12 ; 4758 ; 90 
 5424 ; Лот бон. Китай ( 8шт.) ;  ;  ;  ;  ; 35 ; SKH ; 203 
 5425 ; Лот бон. Китай ( 8шт.) ;  ;  ;  ;  ; 14 ; prostor.71 ; 101 
 5426 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 41 ; flutter ; 351 
 5427 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 10 ; SKH ; 204 
 5428 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 34 ; flutter ; 323 
 5429 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 10 ; SKH ; 204 
 5430 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 20 ; flutter ; 271 
 5431 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 7 ; SKH ; 203 
 5432 ; Лот нотгельдов ( 50шт.) ;  ;  ;  ;  ; 32 ; гудзон ; 1526 
 5433 ; Бумага ценная Румыния ; 1927 ;  ;  ;  ; 28 ; denisl ; 129 
 5434 ; Бумага ценная Испания ; 1930 ;  ;  ;  ; 12 ; new life ; 121 
 5435 ; Бумага ценная США ;  ;  ;  ;  ; 14 ; doc2 ; 555 
 5436 ; Бумага ценная Бельгия ; 1928 ;  ;  ;  ; 12 ; Nubist85 ; 51 
 5337 ; Бона иностранная. Эстония ;  ;  ;  ;  ; 15 ; 4758 ; 81 
 5338 ; Бона иностранная. Эстония ;  ;  ;  ;  ; 15 ; CASABLANCA ; 61 
 5339 ; Бона иностранная. Эстония ;  ;  ;  ;  ; 21 ; Korsar59 ; 50 
 5340 ; Бона иностранная. Эстония ;  ;  ;  ;  ; 23 ; Korsar59 ; 50 
 5341 ; Бона иностранная. Эстония ;  ;  ;  ;  ; 13 ; Korsar59 ; 50 
 5342 ; Бона иностранная. Эстония ;  ;  ;  ;  ; 7 ; Korsar59 ; 30 
 5343 ; Бона иностранная. Саудовская Аравия ;  ;  ;  ;  ; 24 ; вэл ; 133 
 5344 ; Бона иностранная. Болгария ;  ;  ;  ;  ; 38 ; SKH ; 83 
 5345 ; Бона иностранная. Болгария ;  ;  ;  ;  ; 32 ; гудзон ; 69 
 5346 ; Бона иностранная. Болгария ;  ;  ;  ;  ; 26 ; Атлантик ; 101 
 5347 ; Бона иностранная. Узбекистан ;  ;  ;  ;  ; 7 ; Kasper74 ; 53 
 5348 ; Бона иностранная. Ирак ;  ;  ;  ;  ; 26 ; Korsar59 ; 50 
 5349 ; Бона иностранная. Ирак ;  ;  ;  ;  ; 33 ; nikolaev ; 90 
 5350 ; Бона иностранная. Ирак ;  ;  ;  ;  ; 11 ; SKH ; 62 
 5351 ; Бона иностранная. Ирак ;  ;  ;  ;  ; 20 ; SKH ; 105 
 5352 ; Бона иностранная. Ирак ;  ;  ;  ;  ; 18 ; Yaroslav2908 ; 70 
 5353 ; Бона иностранная. Великобритания ;  ;  ;  ;  ; 13 ; Yaroslav2908 ; 50 
 5354 ; Бона иностранная. Ливия ;  ;  ;  ;  ; 9 ; 6x6 ; 50 
 5355 ; Бона иностранная. Ливия ;  ;  ;  ;  ; 11 ; Korsar59 ; 50 
 5356 ; Бона иностранная. Ливия ;  ;  ;  ;  ; 7 ; Korsar59 ; 50 
 5357 ; Бона иностранная. Замбия ;  ;  ;  ;  ; 13 ; SKH ; 81 
 5358 ; Бона иностранная. Замбия ;  ;  ;  ;  ; 65 ; птичка16 ; 100 
 5359 ; Бона иностранная. Замбия ;  ;  ;  ;  ; 13 ; CASABLANCA ; 71 
 5360 ; Бона иностранная. Замбия ;  ;  ;  ;  ; 23 ; птичка16 ; 100 
 5361 ; Бона иностранная. Доминикана ;  ;  ;  ;  ; 18 ; Moribor ; 125 
 5362 ; Бона иностранная. Гана ;  ;  ;  ;  ; 25 ; SKH ; 138 
 5363 ; Бона иностранная. Перу ;  ;  ;  ;  ; 25 ; heavy_fly ; 132 
 5364 ; Бона иностранная. Перу ;  ;  ;  ;  ; 31 ; new life ; 140 
 5365 ; Бона иностранная. Перу ;  ;  ;  ;  ; 16 ; Yaroslav2908 ; 70 
 5366 ; Бона иностранная. Перу ;  ;  ;  ;  ; 16 ; Moribor ; 68 
 5367 ; Бона иностранная. Перу ;  ;  ;  ;  ; 19 ; SKH ; 79 
 5368 ; Бона иностранная. Перу ;  ;  ;  ;  ; 20 ; heavy_fly ; 85 
 5369 ; Бона иностранная. Перу ;  ;  ;  ;  ; 12 ; Moribor ; 51 
 5370 ; Бона иностранная. Перу ;  ;  ;  ;  ; 10 ; SKH ; 71 
 5371 ; Бона иностранная. Перу ;  ;  ;  ;  ; 8 ; Moribor ; 51 
 5372 ; Бона иностранная. Перу ;  ;  ;  ;  ; 7 ; Korsar59 ; 50 
 5373 ; Бона иностранная. Индонезия ;  ;  ;  ;  ; 5 ; Korsar59 ; 51 
 5374 ; Бона иностранная. Индонезия ;  ;  ;  ;  ; 43 ; CASABLANCA ; 80 
 5375 ; Бона иностранная. Индонезия ;  ;  ;  ;  ; 8 ; Yaroslav2908 ; 51 
 5376 ; Бона иностранная. Индонезия ;  ;  ;  ;  ; 16 ; SKH ; 102 
 5377 ; Бона иностранная. Индонезия ;  ;  ;  ;  ; 21 ; Атлантик ; 72 
 5378 ; Бона иностранная. Индонезия ;  ;  ;  ;  ; 12 ; SKH ; 50 
 5379 ; Бона иностранная. Индонезия ;  ;  ;  ;  ; 23 ; dkflf ; 105 
 5380 ; Бона иностранная. Индонезия ;  ;  ;  ;  ; 9 ; pref ; 54 
 5381 ; Бона иностранная. Маврикий ;  ;  ;  ;  ; 45 ; CASABLANCA ; 161 
 5382 ; Бона иностранная. Маврикий ;  ;  ;  ;  ; 13 ; 333985 ; 189 
 5383 ; Бона иностранная. Аргентина ;  ;  ;  ;  ; 26 ; CASABLANCA ; 53 
 5384 ; Бона иностранная. Аргентина ;  ;  ;  ;  ; 16 ; CASABLANCA ; 53 
 5385 ; Бона иностранная. Аргентина ;  ;  ;  ;  ; 27 ; CASABLANCA ; 80 
 5386 ; Бона иностранная. Аргентина ;  ;  ;  ;  ; 27 ; Korsar59 ; 76 
 5287 ; 100 йен Япония ;  ;  ;  ;  ; 19 ; doc2 ; 606 
 5288 ; 20 йен Япония ;  ;  ;  ;  ; 14 ; dmivanych ; 161 
 5289 ; Бона иностранная Японская оккупация ;  ;  ;  ;  ; 45 ; SKH ; 132 
 5290 ; 1 фунт Шотландия ; 1968 ;  ;  ;  ; 28 ; krugerrand ; 500 
 5291 ; 1 фунт Шотландия ; 1968 ;  ;  ;  ; 28 ; archy ; 465 
 5292 ; 1 фунт Шотландия ; 1974 ;  ;  ;  ; 15 ; krugerrand ; 209 
 5293 ; 1 фунт Великобритания ;  ;  ;  ;  ; 17 ; xoltecl ; 239 
 5294 ; 1 фунт Шотландия ; 1994 ;  ;  ;  ; 30 ; правильный ёжик ; 347 
 5295 ; Бона иностранная Куба ; 1960 ;  ;  ;  ; 49 ; S5S1 ; 272 
 5296 ; Бона иностранная Куба ; 2006 ;  ;  ;  ; 74 ; кротик ; 477 
 5297 ; Бона иностранная Вьетнам ;  ;  ;  ;  ; 43 ; vasianao ; 378 
 5298 ; Бона иностранная Вьетнам ;  ;  ;  ;  ; 17 ; dmivanych ; 227 
 5299 ; Бона иностранная Бахрейн ;  ;  ;  ;  ; 49 ; кузяка ; 201 
 5300 ; Бона иностранная Гонг-Конг ; 2009 ;  ;  ;  ; 16 ; teso ; 132 
 5301 ; 20 шиллингов Британская Западная Африка ; 1955 ;  ;  ;  ; 45 ; von_Schwarz ; 3001 
 5302 ; 10 дирхем Марокко ;  ;  ;  ;  ; 65 ; SKH ; 204 
 5303 ; Бона иностранная Танзания ;  ;  ;  ; AU ; 13 ; Моряк-собиратель ; 456 
 5304 ; Бона иностранная Китай ; 1940 ;  ;  ;  ; 55 ; vlad77 ; 402 
 5305 ; Бона иностранная Китай ; 1937 ;  ;  ;  ; 20 ; Вадим Скифский ; 130 
 5306 ; 5 долларов США ; 1950 ;  ;  ;  ; 37 ; volkova21 ; 567 
 5307 ; Бона иностранная. США ;  ;  ;  ;  ; 17 ; pref ; 510 
 5308 ; Бона иностранная. США ;  ;  ;  ;  ; 16 ; volkova21 ; 536 
 5309 ; Бона иностранная. США ;  ;  ;  ;  ; 16 ; Vishnyak_ia ; 250 
 5310 ; Бона иностранная. США ;  ;  ;  ;  ; 14 ; бортик ; 112 
 5311 ; 5 марок Германия ; 1970 ;  ;  ;  ; 40 ; SKH ; 303 
 5312 ; Бона иностранная. Франция ;  ;  ;  ;  ; 30 ; $$$ ; 305 
 5313 ; Бона иностранная. Франция ;  ;  ;  ;  ; 14 ; xoltecl ; 246 
 5314 ; Бона иностранная. Франция ;  ;  ;  ;  ; 5 ; xoltecl ; 306 
 5315 ; Бона иностранная. Китай ;  ;  ;  ;  ; 8 ; гудзон ; 186 
 5316 ; Бона иностранная. Китай ;  ;  ;  ;  ; 10 ; xoltecl ; 300 
 5317 ; Бона иностранная. Китай ;  ;  ;  ;  ; 5 ; Вадим Скифский ; 254 
 5318 ; Бона иностранная. Швеция ;  ;  ;  ;  ; 13 ; SKH ; 101 
 5319 ; Бона иностранная. Швеция ;  ;  ;  ;  ; 10 ; SKH ; 131 
 5320 ; Бона иностранная. Швеция ;  ;  ;  ;  ; 16 ; SKH ; 120 
 5321 ; Бона иностранная. Швеция ;  ;  ;  ;  ; 11 ; Ostriy ; 101 
 5322 ; Бона иностранная. Швеция ;  ;  ;  ;  ; 15 ; pref ; 77 
 5323 ; Бона иностранная. Дания ;  ;  ;  ;  ; 25 ; alesjane ; 261 
 5324 ; Бона иностранная. Дания ;  ;  ;  ;  ; 38 ; птичка16 ; 260 
 5325 ; Лот бон иностранных 3 шт ;  ;  ;  ; AU ; 27 ; Ostriy ; 203 
 5326 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 51 ; Jon Snow ; 266 
 5327 ; Бона иностранная Бразилия ;  ;  ;  ; AU ; 21 ; Ssid ; 68 
 5328 ; 1 фунт Южный Судан ;  ;  ;  ; AU ; 40 ; CASABLANCA ; 140 
 5329 ; Бона иностранная. Конго ;  ;  ;  ;  ; 37 ; птичка16 ; 310 
 5330 ; Бона иностранная. Танзания ;  ;  ;  ;  ; 17 ; CASABLANCA ; 129 
 5331 ; Бона иностранная. Танзания ;  ;  ;  ;  ; 43 ; CASABLANCA ; 201 
 5332 ; Бона иностранная. Танзания ;  ;  ;  ;  ; 14 ; Espaniol_2015 ; 135 
 5333 ; Бона иностранная. Танзания ;  ;  ;  ;  ; 18 ; Моряк-собиратель ; 155 
 5334 ; Бона иностранная. Танзания ;  ;  ;  ;  ; 21 ; Espaniol_2015 ; 99 
 5335 ; Бона иностранная. Йемен ;  ;  ;  ;  ; 9 ; 333985 ; 99 
 5336 ; Бона иностранная. Эстония ;  ;  ;  ;  ; 17 ; alesjane ; 152 
 5237 ; 1 марка Германия ; 1920 ;  ;  ; AU ; 20 ; vlad77 ; 105 
 5238 ; 2 марки Германия ; 1914 ;  ;  ; AU ; 15 ; new life ; 204 
 5239 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 15 ; Mike! ; 159 
 5240 ; Бона иностранная Германия ; 1918 ;  ;  ; AU ; 9 ; flutter ; 136 
 5241 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 11 ; electra ; 113 
 5242 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 21 ; vlad77 ; 255 
