 5818 ; Бона иностранная Финляндия. 2 шт ; 1945,1963 ;  ;  ;  ; 16 ; dsp ; 337 
 5510 ; Бона иностранная ;  ;  ;  ;  ; 13 ; синий ; 289 
 5511 ; Бона иностранная ;  ;  ;  ;  ; 14 ; прохожий ; 236 
 5512 ; Бона иностранная ;  ;  ;  ;  ; 6 ; синий ; 99 
 5513 ; Бона иностранная ;  ;  ;  ;  ; 11 ; igaist ; 107 
 5514 ; Бона иностранная ;  ;  ;  ;  ; 13 ; demodex ; 102 
 5515 ; Бона иностранная ;  ;  ;  ;  ; 18 ; aleantf ; 106 
 5516 ; Бона иностранная ;  ;  ;  ;  ; 6 ; smirnovku ; 30 
 5517 ; Бона иностранная ;  ;  ;  ;  ; 6 ; Hozdvor ; 30 
 5518 ; Бона иностранная ;  ;  ;  ;  ; 15 ; страус ; 134 
 5519 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Monata ; 167 
 5520 ; Бона иностранная ;  ;  ;  ;  ; 37 ; von_Schwarz ; 466 
 5521 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Юбер ; 152 
 5522 ; Бона иностранная ;  ;  ;  ;  ; 17 ; demodex ; 101 
 5523 ; Бона иностранная ;  ;  ;  ;  ; 5 ; 2128508 ; 305 
 5524 ; Бона иностранная ;  ;  ;  ;  ; 12 ; синий ; 99 
 5525 ; Бона иностранная ;  ;  ;  ;  ; 14 ; 4758 ; 57 
 5526 ; Бона иностранная ;  ;  ;  ;  ; 55 ; Юбер ; 152 
 5527 ; Бона иностранная ;  ;  ;  ;  ; 19 ; Юбер ; 192 
 5528 ; Бона иностранная ;  ;  ;  ;  ; 26 ; Юбер ; 180 
 5529 ; Бона иностранная ;  ;  ;  ;  ; 8 ; igaist ; 60 
 5530 ; Бона иностранная ;  ;  ;  ;  ; 13 ; sahakala ; 306 
 5531 ; Бона иностранная ;  ;  ;  ;  ; 12 ; 4758 ; 143 
 5532 ; Бона иностранная ;  ;  ;  ;  ; 14 ; синий ; 53 
 5533 ; Бона иностранная ;  ;  ;  ;  ; 24 ; vladimir12 ; 255 
 5534 ; Бона иностранная ;  ;  ;  ;  ; 8 ; вулканолог ; 21 
 5535 ; Бона иностранная ;  ;  ;  ;  ; 8 ; я8844 ; 24 
 5536 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Опятор ; 32 
 5537 ; Бона иностранная ;  ;  ;  ;  ; 6 ; smirnovku ; 30 
 5538 ; Бона иностранная ;  ;  ;  ;  ; 17 ; ZIMOGOR ; 312 
 5539 ; Бона иностранная ;  ;  ;  ;  ; 14 ; 2128508 ; 201 
 5540 ; Бона иностранная ;  ;  ;  ;  ; 9 ; sahakala ; 200 
 5541 ; Бона иностранная ;  ;  ;  ;  ; 34 ; синий ; 67 
 5542 ; Бона иностранная ;  ;  ;  ;  ; 14 ; 4758 ; 44 
 5543 ; Бона иностранная ;  ;  ;  ;  ; 10 ; jj ; 50 
 5544 ; Бона иностранная ;  ;  ;  ;  ; 18 ; 4758 ; 212 
 5545 ; Бона иностранная ;  ;  ;  ;  ; 17 ; 2128508 ; 253 
 5546 ; Бона иностранная ;  ;  ;  ;  ; 30 ; 2128508 ; 257 
 5375 ; Лот бон 10 штук. 3,5,10 рублей ; 1905-1909 ;  ;  ;  ; 68 ; димон 71 ; 355 
 5376 ; Лот бон 6 штук. 3 и 10 рублей (Коншин) ; 1905-1909 ;  ;  ;  ; 13 ; 2128508 ; 153 
 5377 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 25 ; Baisel ; 522 
 5378 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 46 ; Krechet ; 128 
 5379 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 10 ; станислав-август ; 171 
 5380 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 24 ; РОМАШКА ; 147 
 5381 ; Лот бон 5 штук. 250 и 1000 рублей ; 1917 ;  ;  ;  ; 17 ; Юбер ; 748 
 5382 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 33 ; 4758 ; 716 
 5383 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 28 ; kalash79 ; 737 
 5384 ; Бона 5 карбованцев г. Житомир ; 1918 ;  ;  ;  ; 46 ; bonipari ; 500 
 5385 ; Бона 5 карбованцев г. Житомир ; 1918 ;  ;  ;  ; 33 ; скорпион_48 ; 457 
 5386 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 22 ; ZIMOGOR ; 508 
 5387 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 79 ; Александр007 ; 483 
 5388 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 37 ; vladimir12 ; 334 
 5389 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 35 ; yuri.gruzdev ; 402 
 5390 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 42 ; vladimir12 ; 335 
 5391 ; 5 рублей. 3 шт ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 41 ; ЛАВ-13 ; 650 
 5392 ; 1 червонец ; 1937 ; Билет ;  ;  ; 18 ; страус ; 296 
 5393 ; 1 червонец. 5 шт ; 1937 ; Билет ;  ;  ; 41 ; Алек ; 826 
 5394 ; 3 червонца ; 1937 ; Билет ;  ;  ; 40 ; ALEX150 ; 228 
 5395 ; 3 червонца ; 1937 ; Билет ;  ;  ; 28 ; smirnovku ; 318 
 5396 ; 3 червонца. 3 шт ; 1937 ; Билет ;  ;  ; 23 ; 4758 ; 479 
 5397 ; 1 червонец. 5 шт ; 1937 ; Билет ;  ;  ; 53 ; Алек ; 918 
 5398 ; 5 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 27 ; vasek ; 1024 
 5399 ; Марка О.До.Ф. 25 коп. 2 шт ;  ;  ;  ;  ; 39 ; bonist-3A ; 1055 
 5400 ; Бона5 рублей. Либавское городское самоуправление ; 1915 ;  ;  ;  ; 27 ; ЛАВ-13 ; 567 
 5401 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 19 ; milovan68 ; 214 
 5402 ; Лот бон 5 шт ;  ;  ;  ;  ; 17 ; 2128508 ; 227 
 5403 ; Лот бон 6 шт ; 1918 ;  ;  ;  ; 24 ; ЛАВ-13 ; 404 
 5404 ; Лот бон 3 шт ;  ;  ;  ;  ; 18 ; 2128508 ; 255 
 5405 ; Лот бон 8 шт. 1,3,5 копеек ;  ;  ;  ;  ; 53 ; середа ; 579 
 5406 ; Лот бон 2 шт. 25 рублей ; 1909 ;  ;  ;  ; 26 ; vania1981 ; 222 
 5407 ; Лот бон 9 шт. 50,100,200,500,1000 рублей ; 1991,1992 ;  ;  ;  ; 17 ; СЁМА ; 1092 
 5408 ; 5000 рублей ; 1993 ; банкнота ;  ;  ; 29 ; Zubrstroy ; 801 
 5409 ; Лот бон 2 шт. 10000 рублей ; 1993,1994 ;  ;  ;  ; 26 ; кве ; 1092 
 5410 ; Лот бон 4 шт.1000,5000,10000,50000 рублей ; 1995 ;  ;  ;  ; 27 ; Krechet ; 1536 
 5411 ; Облигация на 100 рублей ; 1956 ;  ;  ;  ; 20 ; Genrix ; 63 
 5412 ; Облигация на 25 рублей ; 1951 ;  ;  ;  ; 27 ; kropkomp ; 363 
 5413 ; Лот облигаций на 10,25,50,100 рублей ; 1955 ;  ;  ;  ; 65 ; kropkomp ; 498 
 5414 ; Лот чеков "ВНЕШОСЫЛТОРГА" 2 шт ; 1976 ;  ;  ;  ; 25 ; altunin ; 169 
 5415 ; Облигация в 187 рублей. О-ва Кахетинской ж.д. ; 1912 ;  ;  ;  ; 43 ; тютю ; 714 
 5416 ; Облигация в 600 марок. О-ва Курско-Харьково-Азовской ж.д. ; 1888 ;  ;  ;  ; 41 ; тютю ; 900 
 5417 ; Облигация на 1000 марок. О-ва Московско-Киево-Воронежской ж.д. ; 1909 ;  ;  ;  ; 59 ; дорого ; 1106 
 5418 ; Облигация в 500 марок. О-ва Московско-Ярославско-Архангельской ж.д. ; 1897 ;  ;  ;  ; 43 ; тютю ; 695 
 5419 ; 1/2 облигации на 500 марок. О-ва Московско-Рязанской ж.д. ; 1885 ;  ;  ;  ; 38 ; тютю ; 713 
 5420 ; Облигация в 500 марок. О-ва Московско-Казанской ж.д. ; 1911 ;  ;  ;  ; 41 ; тютю ; 918 
 5421 ; Облигация на 1000 марок. О-ва Московско-Курской ж.д. ; 1886 ;  ;  ;  ; 44 ; тютю ; 700 
 5422 ; Облигация в 125 рублей. О-ва Владикавказской ж.д. ; 1885 ;  ;  ;  ; 55 ; 2128508 ; 532 
 5423 ; Акция Трамвай в Белостоке ; 1895 ;  ;  ;  ; 38 ; Дубина ; 612 
 5424 ; Лот облигаций 2 шт ; 1880,1885 ;  ;  ;  ; 53 ; дорого ; 595 
 5325 ; 10 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 60 ; Стрепет ; 1619 
 5326 ; 50 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 41 ; МНП68 ; 1501 
 5327 ; 5 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 47 ; nikfed ; 1428 
 5328 ; 10 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 38 ; idalgo-17 ; 1428 
 5329 ; 5 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 68 ; nikfed ; 2496 
 5330 ; 100 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 62 ; torbey ; 1371 
 5331 ; 500 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 56 ; nikfed ; 698 
 5332 ; 5 рублей ; 1925 ; Гос.казначейские билеты СССР ;  ;  ; 83 ; Запруда ; 2040 
 5333 ; 1 рубль золотом ; 1928 ; Гос.казначейские билеты СССР ;  ;  ; 33 ; ctepanovich ; 5667 
 5334 ; 1 червонец ; 1937 ; Билет ;  ;  ; 52 ; idalgo-17 ; 2817 
 5335 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 53 ; vviillii ; 2708 
 5336 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 15 ; kalash79 ; 617 
 5337 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ;  ; 33 ; nikfed ; 3185 
 5338 ; 5 рублей ; 1947 ; Гос.казначейский билет ;  ;  ; 49 ; Хаа ; 1326 
 5339 ; 50 рублей ; 1947 ; билет ;  ;  ; 89 ; Хаа ; 1224 
 5340 ; 100 рублей ; 1947 ; билет ;  ;  ; 52 ; ewgen ; 3853 
 5341 ; 1 рубль. Лист 25 штук ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 59 ; кве ; 2154 
 5342 ; Бона 1 рубль ; 1918 ;  ;  ;  ; 63 ; torus72 ; 1285 
 5343 ; Бона 5 рублей. Гомельское земство ;  ;  ;  ;  ; 19 ; Соколов ; 1360 
 5344 ; Бона1/2 марки. Ковно ; 1918 ;  ;  ;  ; 34 ; 2128508 ; 602 
 5345 ; 20 лат ; 1935 ; Латвия ;  ;  ; 30 ; nikfed ; 1485 
 5346 ; 10 марок ; 1919 ; Эстония ;  ;  ; 38 ; nikfed ; 1824 
 5347 ; 500 марок золотом ; 1912 ; Финляндия билет ;  ;   ; 43 ; 2128508 ; 7144 
 5348 ; Государственный 51/2 военный заём. Памятка ; 1916 ;  ;  ;  ; 41 ; kont ; 1071 
 5349 ; 1/10 часть акции А.О."ТРАКТОРОЦЕНТР" ; 1929 ;  ;  ;  ; 45 ; kont ; 1064 
 5350 ; Облигация на 10 рублей ; 1938 ;  ;  ;  ; 55 ; solder13 ; 524 
 5351 ; Облигация на 10 рублей ; 1940 ;  ;  ;  ; 34 ; solder13 ; 513 
 5352 ; 500 рублей ; 1915 ; Билеты государственного казначейства ;  ;  ; 24 ; benc ; 2043 
 5353 ; 1000 рублей ; 1917 ; Облигации займа Свободы ;  ;  ; 35 ; спарта ; 975 
 5354 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 15 ; torbey ; 3060 
 5355 ; Талон 50 рублей "АРКТИКУГОЛЬ". Реставрация ;  ;  ;  ;  ; 29 ; kropkomp ; 7431 
 5356 ; 100 рублей ; 1961 ;  ;  ;  ; 29 ; vviillii ; 602 
 5357 ; Лот бон 3 шт. 500 рублей ; 1912 ;  ;  ;  ; 49 ; Александр007 ; 703 
 5358 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 28 ; Zubrstroy ; 2040 
 5359 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; uz ; 1020 
 5360 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 16 ; shaker1980 ; 38 
 5361 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; natalka0909 ; 40 
 5362 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; natalka0909 ; 39 
 5363 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 6 ; smirnovku ; 41 
 5364 ; Лот бон 10 штук. 10 рублей ; 1909 ;  ;  ;  ; 19 ; 2128508 ; 261 
 5365 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 19 ; sanctus73 ; 62 
 5366 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; sanctus73 ; 62 
