 7097 ; Лот марок. РСФСР. Гербовые. 50 и 100 ру. 2 шт ;  ;  ;  ;  ; 84 ; student1977 ; 1168 
 7006 ; Блок марок ;  ;  ;  ;  ; 22 ; lenohota ; 110 
 7007 ; 2 блока марок ;  ;  ;  ;  ; 47 ; Photoshop ; 302 
 7008 ; Блок марок. Расплывчатый номинал. Загорский 1240 та ;  ;  ;  ;  ; 80 ; птичка16 ; 867 
 7009 ; Лист рекламных марок ;  ;  ;  ;  ; 7 ; Фрунзе ; 21 
 7010 ; Лист рекламных марок ;  ;  ;  ;  ; 12 ; agentvovan ; 37 
 7011 ; Лист рекламных марок ;  ;  ;  ;  ; 7 ; agentvovan ; 21 
 7012 ; Лот марок. Н.А. Римский-Корсаков. 1944. Квартблок из серии. Чистые, без наклеек ;  ;  ;  ;  ; 79 ; гоша334 ; 111 
 7013 ; Лот марок. Ордена СССР. 1945 Квартблок из серии. Чистые, без наклеек ;  ;  ;  ;  ; 48 ; Путешественник ; 201 
 7014 ; Марка. 1956. Роберт Берс. Чистая, без наклеек ;  ;  ;  ;  ; 28 ; Вяч ; 45 
 7015 ; Лист малого формата ;  ;  ;  ;  ; 9 ; Фрунзе ; 102 
 7016 ; Лот марок. Первая сельскохозяйственная кустарно-промышленная выставка в Москве. 1923. Чистые, без наклеек ;  ;  ;  ;  ; 75 ; mirumir ; 413 
 7017 ; Лист малого формата ;  ;  ;  ;  ; 11 ; Фрунзе ; 45 
 7018 ; Лист малого формата ;  ;  ;  ;  ; 17 ; Фрунзе ; 31 
 7019 ; Лист малого формата ;  ;  ;  ;  ; 11 ; Фрунзе ; 25 
 7020 ; Лист малого формата ;  ;  ;  ;  ; 7 ; Slava O ; 35 
 7021 ; Лист малого формата ;  ;  ;  ;  ; 8 ; Фрунзе ; 35 
 7022 ; Лист малого формата ;  ;  ;  ;  ; 21 ; Фрунзе ; 77 
 7023 ; Лист малого формата ;  ;  ;  ;  ; 13 ; Slava O ; 100 
 7024 ; Лист малого формата ;  ;  ;  ;  ; 9 ; Приор ; 79 
 7025 ; Лист малого формата ;  ;  ;  ;  ; 7 ; porte33 ; 26 
 7026 ; Лист малого формата ;  ;  ;  ;  ; 7 ; Фрунзе ; 35 
 7027 ; Лист малого формата ;  ;  ;  ;  ; 9 ; flutter ; 73 
 7028 ; Лист малого формата ;  ;  ;  ;  ; 16 ; Photoshop ; 157 
 7029 ; Лист малого формата ;  ;  ;  ;  ; 9 ; Photoshop ; 92 
 7030 ; Лист малого формата ;  ;  ;  ;  ; 9 ; Фрунзе ; 35 
 7031 ; Лист малого формата ;  ;  ;  ;  ; 9 ; flutter ; 104 
 7032 ; Лист малого формата ;  ;  ;  ;  ; 11 ; flutter ; 110 
 7033 ; Лист малого формата ;  ;  ;  ;  ; 25 ; Photoshop ; 167 
 7034 ; 2 листа малого формата ;  ;  ;  ;  ; 21 ; lenohota ; 104 
 7035 ; Лист малого формата ;  ;  ;  ;  ; 7 ; Фрунзе ; 102 
 7036 ; Лист малого формата ;  ;  ;  ;  ; 9 ; Фрунзе ; 71 
 7037 ; Лист малого формата ;  ;  ;  ;  ; 13 ; Фрунзе ; 195 
 7038 ; Лист малого формата ;  ;  ;  ;  ; 11 ; Фрунзе ; 184 
 7039 ; Лист малого формата ;  ;  ;  ;  ; 7 ; Фрунзе ; 101 
 7040 ; Лист малого формата ;  ;  ;  ;  ; 7 ; Фрунзе ; 79 
 7041 ; Лист малого формата ;  ;  ;  ;  ; 7 ; Фрунзе ; 114 
 7042 ; Лист малого формата ;  ;  ;  ;  ; 7 ; Фрунзе ; 124 
 7043 ; Лист малого формата ;  ;  ;  ;  ; 9 ; Photoshop ; 99 
 7044 ; Лист малого формата ;  ;  ;  ;  ; 21 ; flutter ; 128 
 7045 ; Лист малого формата ;  ;  ;  ;  ; 8 ; Фрунзе ; 124 
 7046 ; Лист малого формата ;  ;  ;  ;  ; 7 ; Фрунзе ; 114 
 6947 ; Лот марок. СССР. 118 шт ;  ;  ;  ;  ; 17 ; moneta1924 ; 417 
 6948 ; Лот марок. Венгрия. 119 шт ;  ;  ;  ;  ; 35 ; flutter ; 216 
 6949 ; Лот марок. Куба. 143 шт ;  ;  ;  ;  ; 24 ; 2128508 ; 113 
 6950 ; Лот марок. ГДР. 4 блока + 5 малых листов + 116 шт ;  ;  ;  ;  ; 31 ; flutter ; 283 
 6951 ; Лот марок. ГДР. 200 шт ;  ;  ;  ;  ; 29 ; moneta1924 ; 223 
 6952 ; Лот марок. Вьетнам. 8 блоков + 134 шт ;  ;  ;  ;  ; 25 ; 2128508 ; 215 
 6953 ; Лот марок. Куба. Блок + 131 шт ;  ;  ;  ;  ; 8 ; cr5679 ; 79 
 6954 ; Буклет с марками ;  ;  ;  ;  ; 50 ; ssbb333 ; 227 
 6955 ; Буклет с марками ;  ;  ;  ;  ; 21 ; porte33 ; 45 
 6956 ; Часть листа марок ;  ;  ;  ;  ; 13 ; 2128508 ; 101 
 6957 ; Лот рекламных марок ;  ;  ;  ;  ; 9 ; cr5679 ; 45 
 6958 ; Лот рекламных марок ;  ;  ;  ;  ; 3 ; cr5679 ; 7 
 6959 ; Лот рекламных марок ;  ;  ;  ;  ; 9 ; cr5679 ; 34 
 6960 ; Лот марок. СССР. 1965. 50 шт ;  ;  ;  ;  ; 51 ; maks169 ; 306 
 6961 ; Лот марок. СССР. 1966. 50 шт ;  ;  ;  ;  ; 14 ; maks169 ; 306 
 6962 ; Лот марок. 250 г ;  ;  ;  ;  ; 24 ; ga2012 ; 738 
 6963 ; Листовка ;  ;  ;  ;  ; 42 ; cr5679 ; 512 
 6964 ; Лот марок. Болгария. 3 блока + 5 малых листов + 60 шт ;  ;  ;  ;  ; 29 ; moneta1924 ; 241 
 6965 ; Лот марок. 52 шт ;  ;  ;  ;  ; 52 ; 19efim63 ; 755 
 6966 ; Лот марок. СССР. 81 шт ;  ;  ;  ;  ; 56 ; electra ; 498 
 6967 ; Лот марок. Болгария. Блок + 101 шт ;  ;  ;  ;  ; 29 ; 2128508 ; 224 
 6968 ; Лот марок. СССР. 93 шт ;  ;  ;  ;  ; 68 ; maks169 ; 1014 
 6969 ; Лот марок. 83 шт ;  ;  ;  ;  ; 63 ; 19efim63 ; 618 
 6970 ; Лот марок. 80 шт ;  ;  ;  ;  ; 43 ; 19efim63 ; 347 
 6971 ; Лот марок. Австрия. 46 шт ;  ;  ;  ;  ; 22 ; 2128508 ; 50 
 6972 ; Лот марок. Европа. 136 шт ;  ;  ;  ;  ; 35 ; moneta1924 ; 136 
 6973 ; Лот марок. Прибалтика. 79 шт ;  ;  ;  ;  ; 37 ; Panzerbus ; 498 
 6974 ; Лот марок. Германия. 3 блока + 87 шт ;  ;  ;  ;  ; 37 ; moneta1924 ; 216 
 6975 ; Лот марок. Болгария. 5 блоков + 91 шт ;  ;  ;  ;  ; 26 ; moneta1924 ; 222 
 6976 ; Лот марок. Украина. 5 малых листов + блок ;  ;  ;  ;  ; 44 ; Photoshop ; 253 
 6977 ; Лот марок. Китай. 88 шт ;  ;  ;  ;  ; 24 ; ga2012 ; 203 
 6978 ; Лот марок. Украина. 2 малых листа + 4 блока ;  ;  ;  ;  ; 17 ; cr5679 ; 125 
 6979 ; Лот марок. Украина. 3 малых листа + 2 блока ;  ;  ;  ;  ; 34 ; Slavarik ; 180 
 6980 ; Лот марок. Чехословакия. 2 блока + 230 шт ;  ;  ;  ;  ; 27 ; ga2012 ; 450 
 6981 ; Лот марок. ГДР. 2 блока + 105 шт ;  ;  ;  ;  ; 17 ; moneta1924 ; 223 
 6982 ; Лот марок. Куба. 4 блока + 101 шт ;  ;  ;  ;  ; 17 ; 33033 ; 171 
 6983 ; Лот марок. Болгария. 4 блока + 220 шт ;  ;  ;  ;  ; 23 ; Ratmen ; 227 
 6984 ; Лот марок. Венгрия. 225 шт ;  ;  ;  ;  ; 21 ; 2128508 ; 230 
 6985 ; Лот марок. Международные полеты в космос. 11 листов с марками ;  ;  ;  ;  ; 19 ; Ok203 ; 187 
 6986 ; Лист малого формата ;  ;  ;  ;  ; 17 ; flutter ; 211 
 6987 ; Лист малого формата ;  ;  ;  ;  ; 15 ; flutter ; 73 
 6988 ; Лист малого формата ;  ;  ;  ;  ; 27 ; Фрунзе ; 155 
 6989 ; Лист малого формата ;  ;  ;  ;  ; 15 ; Фрунзе ; 150 
 6990 ; Лист малого формата ;  ;  ;  ;  ; 11 ; Фрунзе ; 171 
 6991 ; Лист малого формата ;  ;  ;  ;  ; 13 ; Фрунзе ; 63 
 6992 ; Лист малого формата ;  ;  ;  ;  ; 11 ; РАА ; 73 
 6993 ; Лист малого формата ;  ;  ;  ;  ; 9 ; Фрунзе ; 93 
 6994 ; Лист малого формата ;  ;  ;  ;  ; 13 ; Фрунзе ; 71 
 6995 ; Буклет с блоком марок ;  ;  ;  ;  ; 44 ; Photoshop ; 62 
 6996 ; Буклет с блоком марок ;  ;  ;  ;  ; 19 ; Фрунзе ; 133 
 6897 ; Лот сувенирных блоков марок ;  ;  ;  ;  ; 7 ; cr5400 ; 60 
 6898 ; Лот сувенирных блоков марок ;  ;  ;  ;  ; 7 ; Photoshop ; 57 
 6899 ; Часть листа марок. Российская Империя ;  ;  ;  ;  ; 20 ; cr5400 ; 347 
 6900 ; Часть листа марок. Российская Империя ;  ;  ;  ;  ; 18 ; cr5400 ; 310 
 6901 ; Часть листа марок. Российская Империя ;  ;  ;  ;  ; 27 ; cr5400 ; 392 
 6902 ; Малый лист марок. Россия ;  ;  ;  ;  ; 10 ; cr5400 ; 192 
 6903 ; Малый лист марок. Россия ;  ;  ;  ;  ; 12 ; cr5400 ; 181 
 6904 ; Малый лист марок. Россия ;  ;  ;  ;  ; 11 ; Вартемяги ; 258 
 6905 ; Малый лист марок. Россия ;  ;  ;  ;  ; 10 ; cr5400 ; 216 
 6906 ; Малый лист марок. Россия ;  ;  ;  ;  ; 8 ; cr5400 ; 216 
 6907 ; Малый лист марок. Россия ;  ;  ;  ;  ; 8 ; cr5400 ; 124 
 6908 ; Малый лист марок. Россия ;  ;  ;  ;  ; 7 ; cr5400 ; 181 
 6909 ; 2 блока рекламных марок ;  ;  ;  ;  ; 8 ; cr5400 ; 44 
 6910 ; Блок рекламных марок ;  ;  ;  ;  ; 18 ; cr5400 ; 21 
 6911 ; Блок рекламных марок ;  ;  ;  ;  ; 14 ; cr5400 ; 54 
 6912 ; Рекламная виньетка ;  ;  ;  ;  ; 3 ; cr5400 ; 7 
 6913 ; Лист рекламных марок ;  ;  ;  ;  ; 4 ; cr5400 ; 7 
 6914 ; Лист рекламных марок ;  ;  ;  ;  ; 4 ; cr5400 ; 7 
 6915 ; Лот марок. 26 шт ;  ;  ;  ;  ; 44 ; flutter ; 344 
 6916 ; Лот марок. США. 28 шт ;  ;  ;  ;  ; 53 ; porte33 ; 249 
 6917 ; Лот марок. 50 шт ;  ;  ;  ;  ; 23 ; Приор ; 261 
 6918 ; Лот марок. Закавказье. 39 шт ;  ;  ;  ;  ; 72 ; Александр007 ; 1028 
 6919 ; Лот марок. 250 г ;  ;  ;  ;  ; 45 ; moneta1924 ; 1020 
 6920 ; Лот марок. 10 листов ;  ;  ;  ;  ; 38 ; sifirot ; 340 
 6921 ; Лот марок. 3 буклета ;  ;  ;  ;  ; 34 ; Photoshop ; 102 
 6922 ; Лист марок ;  ;  ;  ;  ; 27 ; Аргонавт ; 227 
 6923 ; Лист марок ;  ;  ;  ;  ; 34 ; Olimpia ; 1023 
 6924 ; Лист марок ;  ;  ;  ;  ; 30 ; Olimpia ; 918 
 6925 ; Лист марок ;  ;  ;  ;  ; 47 ; Olimpia ; 1434 
 6926 ; 4 блока марок. ЧМ 2014. Группа А ;  ;  ;  ;  ; 9 ; cr5679 ; 99 
 6927 ; 4 блока марок. ЧМ 2014. Группа B ;  ;  ;  ;  ; 9 ; cr5679 ; 58 
 6928 ; 4 блока марок. ЧМ 2014. Группа C ;  ;  ;  ;  ; 14 ; cr5679 ; 58 
 6929 ; 4 блока марок. ЧМ 2014. Группа D ;  ;  ;  ;  ; 9 ; cr5679 ; 58 
 6930 ; 4 блока марок. ЧМ 2014. Группа E ;  ;  ;  ;  ; 9 ; cr5679 ; 58 
 6931 ; 4 блока марок. ЧМ 2014. Группа F ;  ;  ;  ;  ; 9 ; cr5679 ; 58 
 6932 ; 4 блока марок. ЧМ 2014. Группа G ;  ;  ;  ;  ; 9 ; cr5679 ; 58 
 6933 ; 4 блока марок. ЧМ 2014. Группа H ;  ;  ;  ;  ; 13 ; cr5679 ; 104 
 6934 ; Лот марок. Германия. 2 блока + 88 шт ;  ;  ;  ;  ; 19 ; moneta1924 ; 237 
 6935 ; Лот марок. Чехословакия. 76 шт ;  ;  ;  ;  ; 21 ; moneta1924 ; 204 
 6936 ; Лот марок. СССР. 87 шт ;  ;  ;  ;  ; 68 ; MRR ; 1181 
 6937 ; Лот марок. СССР. 107 шт ;  ;  ;  ;  ; 67 ; гоша334 ; 896 
 6938 ; Лот марок. Эстония. 83 шт ;  ;  ;  ;  ; 34 ; Александр007 ; 413 
 6939 ; Лот марок. Литва. 75 шт ;  ;  ;  ;  ; 28 ; Panzerbus ; 294 
 6940 ; Лот марок. Латвия. 76 шт ;  ;  ;  ;  ; 9 ; Бигль ; 101 
 6941 ; Лот марок. Китай. 93 шт ;  ;  ;  ;  ; 73 ; Sky2 ; 3486 
 6942 ; Лот марок. Германия. 1 малый лист + 67 шт ;  ;  ;  ;  ; 19 ; moneta1924 ; 229 
 6943 ; Лот марок. СССР. 118 шт ;  ;  ;  ;  ; 76 ; никсер ; 568 
 6944 ; Лот марок. Болгария. 2 блока + 2 малых листа + 63 шт ;  ;  ;  ;  ; 15 ; moneta1924 ; 305 
 6945 ; Лот марок. Болгария. 1 блок + 72 шт ;  ;  ;  ;  ; 18 ; moneta1924 ; 333 
 6946 ; Лот марок. Чехословакия. 136 шт ;  ;  ;  ;  ; 43 ; Photoshop ; 276 
 6847 ; Лот марок. Гвинея. Рыбы. 7 шт ;  ;  ;  ;  ; 19 ; Ratmen ; 136 
 6848 ; Лот марок. КНДР. Чистые. 10 листов ;  ;  ;  ;  ; 17 ; Photoshop ; 114 
 6849 ; Лот марок. КНДР. 4 листа + 7 шт ;  ;  ;  ;  ; 5 ; Olimpia ; 46 
 6850 ; Лот марок. КНДР. 1976. 3 блока + 9 шт ;  ;  ;  ;  ; 11 ; ZAlex ; 150 
 6851 ; Марка. Германия. III рейх. Чистая, со следами от наклейки ;  ;  ;  ;  ; 36 ; Alex129 ; 306 
 6852 ; Марка. Германия. III рейх. 1944. Чистая, без следов от наклейки ;  ;  ;  ;  ; 37 ; Alex129 ; 333 
 6853 ; Марка. Германия. III рейх. 1943. Чистая, со следами от наклейки ;  ;  ;  ;  ; 21 ; Hikola777 ; 300 
 6854 ; Лот марок. Германия. III рейх. Богемия и Моравия. Чистые, без следов от наклеек ;  ;  ;  ;  ; 11 ; cr5400 ; 238 
 6855 ; Марка. Германия. III рейх. 1944 Чистая, со следами от наклейки ;  ;  ;  ;  ; 5 ; cr5400 ; 114 
 6856 ; Лот марок. Германия. III рейх. 1943. Чистые, со следами от наклеек ;  ;  ;  ;  ; 12 ; 2128508 ; 227 
 6857 ; Лот марок. Острова Токелау. Британская колония. Чистые, без следов от наклеек ;  ;  ;  ;  ; 29 ; lestes ; 459 
 6858 ; Лот марок. Болгария. 2 пары. Чистые, без следов от наклеек ;  ;  ;  ;  ; 13 ; ZAlex ; 350 
 6859 ; Лот марок. Занзибар. Английская колония. Чистые, без следов от наклеек ;  ;  ;  ;  ; 24 ; lestes ; 204 
 6860 ; Лот марок. Антигуа. Британские колонии. Чистые, без следов от наклеек ;  ;  ;  ;  ; 40 ; lestes ; 282 
 6861 ; Лот марок. Германия. III рейх. 1944. Авиация. Чистые, без наклеек, с полями ;  ;  ;  ;  ; 19 ; Ok203 ; 242 
 6862 ; Лот марок. Германия. III рейх. Чистые, без наклеек, с полями ;  ;  ;  ;  ; 18 ; Ok203 ; 421 
 6863 ; Лот марок. Германия. III рейх. 1943. Полная серия. Без следов от наклеек ;  ;  ;  ;  ; 28 ; Ok203 ; 809 
 6864 ; Лот марок. Германия. III рейх. 1940. Генералгубернаторство. Полная серия. Чистые, со следами от наклеек ;  ;  ;  ;  ; 20 ; Ok203 ; 1272 
 6865 ; Лот марок. Германия. Саксония. 10 шт ;  ;  ;  ;  ; 13 ; Ok203 ; 159 
 6866 ; Лот марок. Германия. III рейх. Богемия и Моравия. Чистые, без следов от наклеек ;  ;  ;  ;  ; 19 ; Ok203 ; 340 
 6867 ; Лот марок. Германия. III рейх. Богемия и Моравия. Чистые, без следов от наклеек ;  ;  ;  ;  ; 13 ; Ok203 ; 374 
 6868 ; Лот марок. Германия. III рейх. Богемия и Моравия. Чистые, без следов от наклеек ;  ;  ;  ;  ; 26 ; Ok203 ; 680 
 6869 ; Лот марок. Германия. Земли Саар. Чистые, без следов от наклеек ;  ;  ;  ;  ; 16 ; Ok203 ; 363 
 6870 ; Лот марок. Германия. Рейх. Чистые, со следами от наклеек ;  ;  ;  ;  ; 28 ; Ok203 ; 777 
 6871 ; Лот марок. Мозамбик. Португальская колония. Чистые, с наклейками ;  ;  ;  ;  ; 45 ; 19efim63 ; 453 
 6872 ; Лот марок. Карелия. Ухта. 1921-1922. Соловьев 2-8. С наклейками. 7 шт ;  ;  ;  ;  ; 45 ; Olimpia ; 1077 
 6873 ; Лот марок. Багамские острова. Британская колония. Чистые, без следов от наклеек ;  ;  ;  ;  ; 14 ; lestes ; 459 
 6874 ; Лот марок. Тринидат и Тобаго. Британская колония. Чистые, без следов от наклеек ;  ;  ;  ;  ; 14 ; lestes ; 567 
 6875 ; Лот марок. Эстония. 31 шт ;  ;  ;  ;  ; 10 ; 2128508 ; 114 
