 3190 ; Бона иностранная ;  ;  ;  ;  ; 18 ; 223355 ; 156 
 3114 ; Облигация. Берестов ; 1898 ;  ;  ;  ; 56 ; lelik ; 255 
 3115 ; Облигация. Берестов ; 1898 ;  ;  ;  ; 8 ; QSL ; 326 
 3116 ; Закладной лист ; 1898 ;  ;  ;  ; 24 ; klm ; 498 
 3117 ; Закладной лист ; 1898 ;  ;  ;  ; 12 ; klm ; 500 
 3118 ; Закладной лист ; 1898 ;  ;  ;  ; 15 ; lelik ; 490 
 3119 ; Закладной лист ; 1898 ;  ;  ;  ; 15 ; ksv1 ; 510 
 3120 ; Закладной лист ; 1898 ;  ;  ;  ; 15 ; klm ; 498 
 3121 ; Бона иностранная ;  ;  ;  ;  ; 23 ; ICEK ; 58 
 3122 ; Бона иностранная ;  ;  ;  ;  ; 24 ; vadimn ; 53 
 3123 ; Бона иностранная ;  ;  ;  ;  ; 38 ; vadimn ; 67 
 3124 ; Бона иностранная ;  ;  ;  ;  ; 29 ; МОЁ ; 71 
 3125 ; Бона иностранная ;  ;  ;  ;  ; 26 ; ICEK ; 65 
 3126 ; Бона иностранная ;  ;  ;  ;  ; 24 ; ICEK ; 63 
 3127 ; Бона иностранная ;  ;  ;  ;  ; 17 ; ICEK ; 53 
 3128 ; Бона иностранная ;  ;  ;  ;  ; 50 ; ICEK ; 93 
 3129 ; Бона иностранная ;  ;  ;  ;  ; 15 ; ICEK ; 80 
 3130 ; Бона иностранная ;  ;  ;  ;  ; 34 ; ICEK ; 51 
 3131 ; Бона иностранная ;  ;  ;  ;  ; 15 ; ICEK ; 63 
 3132 ; Бона иностранная ;  ;  ;  ;  ; 50 ; vadimn ; 71 
 3133 ; Бона иностранная ;  ;  ;  ;  ; 59 ; ICEK ; 65 
 3134 ; Бона иностранная ;  ;  ;  ;  ; 35 ; ICEK ; 77 
 3135 ; Бона иностранная ;  ;  ;  ;  ; 22 ; ICEK ; 50 
 3136 ; Бона иностранная ;  ;  ;  ;  ; 15 ; ICEK ; 51 
 3137 ; Бона иностранная ;  ;  ;  ;  ; 15 ; ICEK ; 74 
 3138 ; Бона иностранная ;  ;  ;  ;  ; 20 ; lelik ; 57 
 3139 ; Бона иностранная ;  ;  ;  ;  ; 56 ; lesnik1 ; 84 
 3040 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца  ;  ;  ; 52 ; Михалыч ; 313 
 3041 ; 25 рублей. Ростов ; 1918 ;  ;  ;  ; 38 ; hjk1974 ; 577 
 3042 ; 250 рублей. Ашхабад ; 1919 ; Закаспийское Временное Правите ;  ;  ; 10 ; МОЁ ; 130 
 3043 ; 250 рублей. Ашхабад ; 1919 ; Закаспийское Временное Правите ;  ;  ; 31 ; acer ; 412 
 3044 ; 3 червонца ; 1937 ; Билет  ;  ;  ; 45 ; Saneck ; 169 
 3045 ; 5 червонцев ; 1937 ; Билет  ;  ;  ; 17 ; vadimn ; 110 
 3046 ; 5 червонцев ; 1937 ; Билет  ;  ;  ; 35 ; evgen72 ; 179 
 3047 ; 5 червонцев ; 1937 ; Билет  ;  ;  ; 14 ; evgen72 ; 135 
 3048 ; 5 червонцев ; 1937 ; Билет  ;  ;  ; 34 ; zero ; 82 
 3049 ; 5 червонцев ; 1937 ; Билет  ;  ;  ; 41 ; zero ; 118 
 3050 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные би ;  ;  ; 14 ; hotin ; 408 
 3051 ; 50 рублей. Армения ; 1919 ;  ;  ;  ; 9 ; 223355 ; 206 
 3052 ; 50 карбованцев ; 1918 ; Украина. Знак Державноi скарбн ;  ;  ; 30 ; vadimn ; 86 
 3053 ; 50 карбованцев ; 1918 ; Украина. Знак Державноi скарбн ;  ;  ; 46 ; alexT ; 67 
 3054 ; 50 карбованцев ; 1918 ; Украина. Знак Державноi скарбн ;  ;  ; 19 ; bethowen ; 51 
 3055 ; 50 лат ; 1934 ; Латвия  ;  ;  ; 23 ; МОЁ ; 816 
 3056 ; 25 лат ; 1928 ; Латвия  ;  ;  ; 30 ; ura 57 ; 1510 
 3057 ; 100 рублей. Армения ; 1919 ;  ;  ;  ; 29 ; vvp500 ; 407 
 3058 ; 500 рублей. Чита ; 1920 ;  ;  ;  ; 48 ; lesnik1 ; 340 
 3059 ; 3 червонца ; 1937 ; Билет  ;  ;  ; 33 ; num ; 204 
 3060 ; 250000 рублей ; 1923 ; Закавказье  ;  ;  ; 54 ; Copirchik ; 200 
 3061 ; 100000 рублей ; 1923 ; Закавказье  ;  ;  ; 28 ; zero ; 167 
 3062 ; 5000000 рублей ; 1923 ; Закавказье  ;  ;  ; 37 ; МОЁ ; 538 
 3063 ; 500000 рублей ; 1923 ; Закавказье  ;  ;  ; 36 ; Copirchik ; 209 
 3064 ; 500000 рублей ; 1923 ; Закавказье  ;  ;  ; 28 ; Copirchik ; 199 
 3065 ; 1000000 рублей ; 1923 ; Закавказье  ;  ;  ; 25 ; ura 57 ; 125 
 3066 ; 1000000 рублей ; 1923 ; Закавказье  ;  ;  ; 18 ; Copirchik ; 208 
 3067 ; 50000000 рублей ; 1924 ; Закавказье  ;  ;  ; 27 ; Copirchik ; 572 
 3068 ; 100000000 рублей ; 1924 ; Закавказье  ;  ;  ; 43 ; Copirchik ; 1275 
 3069 ; 50000 рублей ; 1923 ; Закавказье  ;  ;  ; 41 ; МОЁ ; 214 
 3070 ; 25000000 рублей ; 1924 ; Закавказье  ;  ;  ; 33 ; hjk1974 ; 684 
 3071 ; 10000 рублей ; 1923 ; Закавказье  ;  ;  ; 11 ; hjk1974 ; 359 
 3072 ; 10000 рублей ; 1923 ; Закавказье  ;  ;  ; 14 ; hjk1974 ; 357 
 3073 ; 1000 рублей ; 1923 ; Закавказье  ;  ;  ; 28 ; hjk1974 ; 160 
 3074 ; 25000 рублей ; 1923 ; Закавказье  ;  ;  ; 45 ; hjk1974 ; 557 
 3075 ; 10000 рублей ; 1922 ; Грузия  ;  ;  ; 27 ; МОЁ ; 255 
 3076 ; 10000 рублей. Юг Росии ; 1919 ;  ;  ;  ; 72 ; hotin ; 1618 
 3077 ; 1 рубль ; 1918 ; Гос.кредитн.билет образца 1918 ;  ; AU ; 21 ; Ksn ; 405 
 3078 ; 50 пфенингов. Хайдекрюг. Мемельский край ; 1921 ;  ;  ; AU ; 48 ; tiout ; 1372 
 3079 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР  ;  ; AU ; 45 ; dog009 ; 1275 
 3080 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР  ;  ; AU ; 37 ; zero ; 1287 
 3081 ; 25 рублей. Обязательство ; 1919 ;  ;  ; AU ; 30 ; IrinaM ; 595 
 3082 ; 1 рубль ; 1922 ; Гос.денежные знаки образца 192 ;  ; AU ; 66 ; Gop ; 3380 
 3083 ; 1 рубль ; 1922 ; Гос.денежные знаки образца 192 ;  ; AU ; 139 ; Gop ; 3380 
 3084 ; 3 рубля ; 1922 ; Гос.денежные знаки образца 192 ;  ; AU ; 97 ; Gop ; 3386 
 3085 ; 5 рублей ; 1922 ; Гос.денежные знаки образца 192 ;  ; AU ; 89 ; Gop ; 3756 
 3086 ; 10 рублей ; 1922 ; Гос.денежные знаки образца 192 ;  ; AU ; 102 ; Gop ; 3972 
 3087 ; 25 рублей. Юденич ; 1919 ;  ;  ; AU ; 61 ; Gop ; 1785 
 3088 ; 1 рубль ; 1924 ; Гос.казначейские билеты СССР  ;  ; AU ; 13 ; Gop ; 22158 
 3089 ; 1 рубль ; 1924 ; Гос.казначейские билеты СССР  ;  ; AU ; 8 ; Gop ; 16262 
 2377 ; 25 эре. Швеция ; 1910 ;  ; Ag ; VF ; 12 ; asru ; 36 
 2378 ; 25 эре. Швеция ; 1914 ;  ; Ag ; F-VF ; 17 ; obob999 ; 25 
 2379 ; 25 эре. Швеция ; 1943G ;  ; Ag ; VF-XF ; 9 ; djr447 ; 35 
 2380 ; 25 эре. Швеция ; 1944G ;  ; Ag ; XF+ ; 21 ; hjk1974 ; 39 
 2381 ; 25 эре. Швеция ; 1947TS ;  ; Ag ; XF+ ; 21 ; asru ; 39 
 2382 ; 25 эре. Швеция ; 1950TS ;  ; Ag ; XF ; 17 ; alex995 ; 35 
 2383 ; 25 эре. Швеция ; 1953TS ;  ; Ag ; XF+ ; 26 ; asru ; 34 
 2384 ; 25 эре. Швеция ; 1954TS ;  ; Ag ; XF ; 17 ; hjk1974 ; 44 
 2385 ; Лот иностранных монет(25шт): ФРГ, Литва, Латвия, Румыния, Великобритания, Испания, Сингапур, Югославия, Камерун, Венгрия, Франция, Казахстан ; 1957-1998 ;  ; Cu/Ni,Al,  ; VF/XF ; 27 ; Hant  ; 178 
 2386 ; 100 долларов. Гайана. В упаковке ; 1977 ;  ; Au ; Proof ; 28 ; sinisha ; 2819 
 2387 ; 5 долларов, Либерия. В упаковке ; 1999 ;  ; Cu/Ni ; Proof ; 14 ; cornelius ; 141 
 3001 ; 3 копейки ; 1915 ; Деньги-марки  ;  ;  ; 33 ; Gop ; 125 
 3002 ; 10 копеек ; 1915 ; Деньги-марки  ;  ;  ; 23 ; Gop ; 80 
 3003 ; 15 копеек ; 1915 ; Деньги-марки  ;  ;  ; 13 ; asru ; 51 
 3004 ; 20 копеек ; 1915 ; Деньги-марки  ;  ;  ; 16 ; vadimn ; 59 
 3005 ; 10 копеек ; 1918 ; Разменные знаки.Совнарком Терс ;  ;  ; 66 ; МОЁ ; 625 
 3006 ; 15 копеек ; 1918 ; Разменные знаки.Совнарком Терс ;  ;  ; 53 ; nord17 ; 523 
 3007 ; 20 копеек ; 1918 ; Разменные знаки.Совнарком Терс ;  ;  ; 55 ; zero ; 637 
 3008 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР  ;  ;  ; 30 ; eddy ; 43 
 3009 ; 2 рубля ; 1919 ; Расчетные знаки РСФСР  ;  ;  ; 7 ; Copirchik ; 128 
 3010 ; 3 рубля ; 1919 ; Расчетные знаки РСФСР  ;  ;  ; 26 ; Gerc89 ; 102 
 3011 ; 5 копеек ; 1920 ; Латвия. Разменный знак  ;  ;  ; 18 ; Copirchik ; 128 
 3012 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца  ;  ;  ; 27 ; zero ; 75 
 3013 ; 250 рублей   ; 1921 ; Расчетные знаки РСФСР образца  ;  ;  ; 36 ; zero ; 95 
 3014 ; 30 рублей ; 1919 ; Расчетные знаки РСФСР образца  ;  ;  ; 43 ; evgen72 ; 161 
 3015 ; 10 копеек ; 1976 ;  ;  ;  ; 8 ; Arkhangel ; 29 
 3016 ; 50 копеек. Ростов ; 1918 ;  ;  ;  ; 33 ; zero ; 92 
 3017 ; 50 копеек. С подписью ; 1918 ;  ;  ;  ; 27 ; МОЁ ; 204 
 3018 ; 50 копеек. Без подписи ; 1918 ;  ;  ;  ; 36 ; Даймлер ; 355 
 3019 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР  ;  ;  ; 14 ; alexT ; 43 
 3020 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР  ;  ;  ; 26 ; eddy ; 43 
 3021 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР  ;  ;  ; 11 ; Dimm ; 79 
 3022 ; 5 рублей. Юденич ; 1919 ;  ;  ;  ; 16 ; kollega ; 371 
 3023 ; 5 рублей. Юденич ; 1919 ;  ;  ;  ; 24 ; kollega ; 363 
 3024 ; 5 рублей. Юденич ; 1919 ;  ;  ;  ; 51 ; kollega ; 422 
 3025 ; 10 рублей. Юденич. 3 вып. ; 1919 ;  ;  ;  ; 20 ; zero ; 207 
 3026 ; 50 рублей. Обязательство ; 1919 ;  ;  ;  ; 24 ; evgen72 ; 111 
 3027 ; 25 рублей. Обязательство ; 1919 ;  ;  ;  ; 20 ; MG ; 59 
 3028 ; 25 рублей. Обязательство ; 1919 ;  ;  ;  ; 12 ; MG ; 55 
 3029 ; 25 рублей. Обязательство ; 1919 ;  ;  ;  ; 6 ; MG ; 54 
 3030 ; 25 рублей. Обязательство ; 1919 ;  ;  ;  ; 39 ; tavitrof ; 101 
 3031 ; 1 рубль ; 1922 ; Гос.денежные знаки образца 192 ;  ;  ; 22 ; asru ; 184 
 3032 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР  ;  ;  ; 25 ; Saneck ; 179 
 3033 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР  ;  ;  ; 16 ; evgen72 ; 50 
 3034 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР  ;  ;  ; 17 ; alexT ; 179 
 3035 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР  ;  ;  ; 29 ; oleko ; 184 
 3036 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР  ;  ;  ; 15 ; alexT ; 175 
 3037 ; 2 доллара США ; 1928 ;  ;  ;  ; 40 ; vvp500 ; 625 
 3038 ; 2 доллара США ; 1953 ;  ;  ;  ; 15 ; kot006 ; 1122 
 3039 ; 2 доллара США ; 1963 ;  ;  ;  ; 51 ; ICEK ; 2294 
 2327 ; 1 пенни. Ирландия ; 1928 ;  ; Br ; VF- ; 23 ; tt ; 69 
 2328 ; 1 флорин. Австрия ; 1879 ;  ; Ag ; AU ; 11 ; mifod ; 816 
 2329 ; 1/2 франка. Швейцария ; 1967В ;  ; Ag ; XF+ ; 41 ; джон007 ; 60 
 2330 ; 10 раппен. Швейцария ; 1999 ;  ; Cu/Ni ; XF+ ; 3 ; alex995 ; 16 
 2331 ; 5 эре. Норвегия ; 1941 ;  ; Fe ; VF- ; 10 ; ЮМК ; 31 
 2332 ; 1 франк. Бельгия ; 1973 ;  ; Cu/Ni ; XF- ; 5 ; vanamo ; 16 
 2333 ; 1 франк. Бельгия ; 1989 ;  ; Ni/Fe ; AU ; 5 ; vanamo ; 16 
 2334 ; 10 крон. Чехословакия ; 1931 ;  ; Ag ; XF- ; 21 ; tt ; 135 
 2335 ; 10 крон. Чехословакия ; 1932 ;  ; Ag ; AU ; 97 ; num1 ; 165 
 2336 ; 10 геллеров. Чехословакия ; 1982 ;  ; Al ; AU ; 8 ; vanamo ; 21 
 2337 ; 5 злотых. Польша ; 1975 ;  ; Латунь ; VF-XF ; 15 ; vanamo ; 16 
 2338 ; 5 злотых. Польша ; 1976 ;  ; Латунь ; VF-XF ; 15 ; vanamo ; 16 
 2339 ; 50 грошей. Польша ; 1923 ;  ; Ni ; VF- ; 61 ; ICEK ; 139 
 2340 ; 10 грошей. Польша ; 1923 ;  ; Ni ; VF-XF ; 21 ; ICEK ; 165 
 2341 ; 1 грош. Польша ; 1992 ;  ; Латунь ; AU ; 7 ; ICEK ; 18 
 2342 ; 5 лит. Литва ; 1991 ;  ; Cu/Ni ; VF-XF ; 21 ; Скрудж ; 31 
 2343 ; 15 бани. Румыния ; 1966 ;  ; Ni/St ; XF+ ; 21 ; Gop ; 30 
 2344 ; 10 эре. Дания. Кристиан IX ; 1899 ;  ; Ag ; VF- ; 53 ; Xe72 ; 239 
 2345 ; 10 агора. Израиль ; 20 век ;  ; Al/Br ; XF+ ; 6 ; obob999 ; 17 
 2346 ; 1 быр. Эфиопия ; 19 век ;  ; Ag ; XF ; 33 ; ВЯЗ ; 2164 
 2347 ; 1 бат. Тайлад. Рама IX ; 20 век ;  ; Cu/Ni ; AU ; 15 ; геркулес ; 16 
 2348 ; 100 йен. Япония ; 1970 ;  ; Cu/Ni ; VF+ ; 3 ; QSL ; 25 
 2349 ; 1/4 рупии. Индия. Георг VI ; 1945 ;  ; Ag ; VF-XF ; 41 ; tt ; 209 
 2350 ; 1/12 анны. Индия. Георг V ; 1936 ;  ; Br ; XF+ ; 31 ; udaw ; 143 
 2351 ; Дирхем. Золотая Орда ; 1397 л.х. ;  ; Ag ; VF+ ; 19 ; zoom30 ; 433 
 2352 ; 10 теньге. Узбекистан, Бухара ; 1337 л.х. ;  ; Латунь ; F-VF ; 1 ; AGAT D ; 1000 
 2353 ; 25 копеек. Украина ; 1992 ;  ; Латунь ; VF-XF ; 11 ; alex995 ; 13 
 2354 ; 200 марок. Финляндия ; 1956Н ;  ; Ag ; AU ; 20 ; obob999 ; 165 
 2355 ; 200 марок. Финляндия ; 1957Н ;  ; Ag ; AU ; 23 ; obob999 ; 171 
 2356 ; 200 марок. Финляндия ; 1958Н ;  ; Ag ; AU ; 34 ; tavitrof ; 266 
 2357 ; 50 пенни. Финляндия ; 1921Н ;  ; Cu/Ni ; XF ; 17 ; tt ; 36 
 2358 ; 50 пенни. Финляндия ; 1923S ;  ; Cu/Ni ; VF-XF ; 8 ; tdp ; 36 
 2359 ; 50 пенни. Финляндия ; 1936S ;  ; Cu/Ni ; VF-XF ; 19 ; solder13 ; 55 
 2360 ; 50 пенни. Финляндия ; 1937S ;  ; Cu/Ni ; XF- ; 10 ; solder13 ; 55 
 2361 ; 50 пенни. Финляндия ; 1938S ;  ; Cu/Ni ; XF ; 4 ; tdp ; 36 
 2362 ; 50 пенни. Финляндия ; 1939S ;  ; Cu/Ni ; XF ; 8 ; solder13 ; 55 
 2363 ; 50 пенни. Финляндия ; 1940S ;  ; Cu/Ni ; XF+ ; 8 ; solder13 ; 55 
 2364 ; 50 пенни. Финляндия. В другом металле ; 1940S ;  ; Cu ; XF+ ; 18 ; tdp ; 47 
 2365 ; 50 пенни. Финляндия ; 1941S ;  ; Cu ; XF ; 9 ; tdp ; 36 
 2366 ; 50 пенни. Финляндия ; 1942S ;  ; Cu ; XF ; 6 ; solder13 ; 36 
 2367 ; 50 пенни. Финляндия ; 1943S ;  ; Cu ; XF ; 34 ; tavitrof ; 55 
 2368 ; 50 пенни. Финляндия. В другом металле ; 1943S ;  ; Fe ; XF ; 8 ; solder13 ; 55 
 2369 ; 50 пенни. Финляндия ; 1944S ;  ; Fe ; XF+ ; 25 ; В1951 ; 79 
 2370 ; 50 пенни. Финляндия ; 1945S ;  ; Fe ; XF- ; 10 ; tdp ; 79 
 2371 ; 50 пенни. Финляндия ; 1946S ;  ; Fe ; XF ; 15 ; solder13 ; 58 
 2372 ; 50 пенни. Финляндия ; 1963S ;  ; Al/Br ; XF ; 10 ; tdp ; 30 
 2373 ; 50 пенни. Финляндия ; 1971S ;  ; Al/Br ; VF+ ; 6 ; tdp ; 30 
 2374 ; 50 пенни. Финляндия ; 1978K ;  ; Al/Br ; VF-XF ; 2 ; tdp ; 11 
 2375 ; 50 пенни. Финляндия ; 1979K ;  ; Al/Br ; VF-XF ; 3 ; tdp ; 12 
 2376 ; 50 пенни. Финляндия ; 1985N ;  ; Al/Br ; AU ; 20 ; rizovtpl ; 55 
 2277 ; 1 шиллинг. Великобритания. Георг III ; 1819 ;  ; Ag ; XF ; 24 ; Gop ; 3059 
 2278 ; 1 шиллинг. Великобритания. Георг VI ; 1940 ;  ; Ag ; VF-XF ; 55 ; Бамс ; 249 
 2279 ; 1 шиллинг. Великобритания ; 1966 ;  ; Cu/Ni ; VF+ ; 34 ; tron ; 55 
 2280 ; 1 крона. Великобритания. Уинстон Черчиль ; 1965 ;  ; Cu/Ni ; AU ; 15 ; Xe72 ; 129 
 2281 ; 4 пенса. Великобритания ; 1902 ;  ; Ag ; AU ; 58 ; hjk1974 ; 3345 
 2282 ; 4 пенса. Великобритания ; 1913 ;  ; Ag ; AU ; 34 ; hjk1974 ; 1613 
 2283 ; 3 пенса. Великобритания ; 1901 ;  ; Ag ; AU ; 78 ; hjk1974 ; 1952 
 2284 ; 3 пенса. Великобритания ; 1902 ;  ; Ag ; AU ; 48 ; Gop ; 2397 
 2285 ; 3 пенса. Великобритания ; 1913 ;  ; Ag ; AU ; 16 ; hjk1974 ; 1250 
 2286 ; 3 пенса. Великобритания. Георг V ; 1917 ;  ; Ag ; VF ; 39 ; геркулес ; 224 
 2287 ; 3 пенса. Великобритания. Георг VI ; 1939 ;  ; Ag ; XF ; 30 ; Бамс ; 171 
 2288 ; 3 пенса. Великобритания. Георг VI ; 1940 ;  ; Ag ; XF ; 34 ; Бамс ; 191 
 2289 ; 2 пенса. Великобритания ; 1902 ;  ; Ag ; AU ; 26 ; hjk1974 ; 3300 
 2290 ; 2 пенса. Великобритания ; 1913 ;  ; Ag ; AU ; 30 ; hjk1974 ; 1298 
 2291 ; 1 пенни. Великобритания ; 1902 ;  ; Ag ; AU ; 27 ; Gop ; 1592 
 2292 ; 1 пенни. Великобритания ; 1913 ;  ; Ag ; AU ; 24 ; hjk1974 ; 1298 
 2293 ; 1/2 пенни. Великобритания. Корабль ; 1965 ;  ; Br ; AU ; 15 ; ОВМ ; 91 
 2294 ; 1 рупия. Британская Индия ; 1901 ;  ; Ag ; VF-XF ; 58 ; tt ; 693 
 2295 ; 1 рупия. Немецкая Восточная Африка ; 1914J ;  ; Ag ; XF ; 48 ; tt ; 3790 
 2296 ; 1 доллар. США ; 2003 ;  ; Ag ; AU ; 63 ; andriano ; 873 
 2297 ; 1 дайм. США. Рузвельт ; 1946 ;  ; Ag ; VF-XF ; 18 ; Assa_77 ; 51 
 2298 ; 1 дайм. США. Рузвельт ; 1947 ;  ; Ag ; VF-XF ; 21 ; геркулес ; 42 
