 201 ; 5 копеек. В капсуле NGC ; 1892 ; СПБ АГ ; Ag ;  ; 58 ; Braslav ; 5750 
 159 ; 1/4 копейки. В капсуле ННР ; 1892 ; СПБ ; Cu ;  ; 38 ; Михаил Лор ; 8000 
 160 ; 1/4 копейки. В капсуле ННР ; 1910 ; СПБ ; Cu ;  ; 32 ; Монеты и Монеты ; 42000 
 161 ; 1 марка. В кпсуле ННР ; 1915 ; S Финляндия ; Ag ;  ; 8 ; Маннергейм ; 2044 
 162 ; 50 пенни. Капсула RNGA ; 1911 ; L Финляндия ; Ag ;  ; 19 ; sax ; 2800 
 163 ; 10 пенни. Капсула ННР ; 1867 ; Финляндия ; Cu ;  ; 36 ; CapsulЪ ; 6750 
 164 ; 10 пенни. Капсула RNGA ; 1913 ; Финляндия ; Cu ;  ; 38 ; sax ; 3200 
 165 ; 1 пенни. Капсула ННР ; 1911 ; Финляндия ; Cu ;  ; 20 ; Sky2 ; 1100 
 166 ; 2 копейки ; 1925 ; Гурт рубчатый ; Cu ; F+ ; 48 ; Маннергейм ; 51981 
 167 ; 5 копеек. В капсуле ННР ; 1990 ; М ; Cu-Zn ;  ; 35 ; Sporti84 ; 30000 
 168 ; Жетон На заключения мира с Турцией. М-3,4г ; 1739 ;  ; Au ; VF- ; 70 ; ValeriyL ; 149208 
 169 ; Жетон с гравировкой "Смелость города берет" 1912. Золото. ;  ;  ; Au ; XF ; 49 ; стебут ; 19000 
 170 ; Жетон. Коронован в Москве 1856. Александр II. Капсула RNGA ;  ;  ; Ag ;  ; 25 ; Продано в зале ; 7500 
 171 ; 10 золотников ;  ; АД ; Ag ; XF ; 43 ; iustas ; 38557 
 172 ; Односторонний оттиск. Александр I Император и Самодержец Всероссийский. D-50мм ;  ;  ; Br ; XF+ ; 54 ; стебут ; 26000 
 173 ; Медаль В память открытия Александровской колонны в Санкт-Петербурге 30 августа 1834. Подпись медальера под портретом "К. П. Уткинъ" (копировал П. Уткин). D-50мм. М-60,45г ;  ;  ; Cu ; VF-XF ; 22 ; sd555 ; 15000 
 174 ; Медаль В память открытие памятника Александру III в Москве”. Подпись медальера внизу «А. А. Г. D-78мм ;  ;  ; Cu ; XF- ; 16 ; Изамчик ; 16000 
 175 ; Медаль В память 100-летия Министерства финансов. 1802-1902 гг. D-64мм ;  ;  ; Cu ; XF+ ; 27 ; Krue ; 9180 
 176 ; Медаль В память Сейма Финляндии (1863-1864гг). Медальер: Леа Альборн. D-55мм ;  ;  ; Cu ; AU ; 25 ; валенок ; 5250 
 177 ; Георгиевский крест 1 степени № 36503 ;  ;  ; Ж/м ; XF ; 84 ; vv2805 ; 67500 
 178 ; Знак об окончании Павловского военного училища в Санкт-Петербурге. Отсутствует часть знака ;  ;  ; Ag ; F-VF ; 21 ; нумизмат91 ; 5100 
 179 ; Рубль (Петров - 12 р.) ; 1718 ; OK ; Ag ; VF ; 32 ; Krue ; 46818 
 180 ; Рубль ; 1726 ;  ; Ag ; XF ; 78 ; Krue ; 85000 
 181 ; Рубль (Петров-30р, Ильин-8р) ; 1741 ; СПБ ; Ag ; VF+ ; 31 ; нумизмат91 ; 238772 
 182 ; Рубль ; 1777 ; СПБ ФЛ ; Ag ; AU ; 45 ; Путеец ; 34000 
 183 ; Полтина ; 1704 ; МД ; Ag ; VF- ; 58 ; 90111 ; 52500 
 184 ; Полтина (Петров-4,5р) ; 1710 ;  ; Ag ; VF ; 52 ; Пешков87 ; 85000 
 185 ; Полтина (Петров-3р) ; 1720 ;  ; Ag ; VF+ ; 39 ; Пешков87 ; 57500 
 186 ; Полтина ; 1720 ;  ; Ag ; VF+ ; 58 ; Пешков87 ; 50000 
 187 ; Полтина (Петров-2,5р) ; 1799 ; СМ МБ ; Ag ; VF ; 58 ; vic-dmitri ; 46000 
 188 ; 20 копеек (Ильин-8р) ; 1770 ; ММД ; Ag ; XF+ ; 60 ; Пешков87 ; 52500 
 189 ; 20 копеек ; 1774 ; СПБ TI ; Ag ; XF+ ; 71 ; Пешков87 ; 23000 
 190 ; 10 копеек ; 1834 ; СПБ НГ ; Ag ; XF ; 33 ; валенок ; 7000 
 191 ; 10 копеек ; 1836 ; СПБ НГ ; Ag ; XF- ; 19 ; валенок ; 3600 
 192 ; 10 копеек ; 1877 ; СПБ НФ ; Ag ; XF ; 54 ; NikTop ; 38000 
 193 ; 10 копеек. В капсуле NGC ; 1910 ; СПБ ЭБ ; Ag ;  ; 46 ; Продано в зале ; 7500 
 194 ; 5 копеек. В капсуле NGC ; 1815 ; СПБ МФ ; Ag ;  ; 52 ; земляк ; 10500 
 195 ; 5 копеек ; 1828 ; СПБ НГ ; Ag ; XF- ; 30 ; tisa66 ; 14335 
 196 ; 5 копеек ; 1837 ; СПБ НГ ; Ag ; XF ; 10 ; ValeriyL ; 3000 
 197 ; 5 копеек ; 1838 ; СПБ НГ ; Ag ; XF ; 23 ; tisa66 ; 5000 
 198 ; 5 копеек. В капсуле NGC ; 1855 ; СПБ HI ; Ag ;  ; 39 ; CapsulЪ ; 10000 
 199 ; 5 копеек ; 1857 ; СПБ ФБ ; Ag ; AU ; 51 ; Alex22D ; 16995 
 200 ; 5 копеек ; 1867 ; СПБ HI ; Ag ; XF+ ; 57 ; I3 ; 7500 
 101 ; 5 копеек. В капсуле ННР ; 1808 ; КМ ; Cu ;  ; 40 ; Game ; 13000 
 102 ; 5 копеек. В капсуле ННР ; 1810 ; ЕМ ; Cu ;  ; 46 ; Монеты и Монеты ; 24000 
 103 ; 5 копеек ; 1831 ; ЕМ ФХ ; Cu ; XF ; 35 ; Монеты и Монеты ; 4000 
 104 ; 5 копеек ; 1833 ; ЕМ ФХ ; Cu ; XF ; 59 ; electra ; 4000 
 105 ; 5 копеек. В капсуле ННР ; 1833 ; ЕМ ФХ ; Cu ;  ; 29 ; Монеты и Монеты ; 4400 
 106 ; 5 копеек. В капсуле ННР ; 1852 ; ЕМ ; Cu ;  ; 30 ; Asandr ; 13000 
 107 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; VF- ; 34 ; 25 ; 7000 
 108 ; 2 копейки ; 1763 ; СПМ ; Cu ; VF ; 23 ; Чук ; 1600 
 109 ; 2 копейки ; 1763 ; ММ ; Cu ; VF+ ; 30 ; Asandr ; 2600 
 110 ; 2 копейки ; 1763 ; ЕМ ; Cu ; VF ; 23 ; Чук ; 1500 
 111 ; 2 копейки ; 1764 ; СПМ ; Cu ; F+ ; 19 ; кабан ; 1200 
 112 ; 2 копейки ; 1766 ; ММ ; Cu ; VF+ ; 23 ; Чук ; 1200 
 113 ; 2 копейки ; 1766 ; СПМ ; Cu ; F+ ; 15 ; Чук ; 900 
 114 ; 2 копейки (Петров-10р, Ильин-20р) ; 1767 ; ММ ; Cu ; F ; 34 ; Придурок_и_Придуро ; 24000 
 115 ; 2 копейки ; 1773 ; ЕМ ; Cu ; VF+ ; 31 ; CapsulЪ ; 3400 
 116 ; 2 копейки ; 1774 ; КМ "Сибирь" ; Cu ; VF-XF ; 54 ; Ермак ; 10000 
 117 ; 2 копейки ; 1778 ; КМ "Сибирь" ; Cu ; VF-XF ; 45 ; Продано в зале ; 11000 
 118 ; 2 копейки ; 1788 ; ММ ; Cu ; F-VF ; 9 ; кабан ; 600 
 119 ; 2 копейки ; 1797 ; АМ ; Cu ; VF-XF ; 23 ; Чук ; 1900 
 120 ; 2 копейки ; 1798 ; АМ ; Cu ; VF-XF ; 59 ; Чук ; 1000 
 121 ; 2 копейки ; 1799 ; КМ ; Cu ; XF ; 11 ; Чук ; 1456 
 122 ; 2 копейки ; 1799 ; КМ ; Cu ; XF ; 7 ; Kupferberg ; 1938 
 123 ; Копейка ; 1791 ; ЕМ ; Cu ; VF ; 13 ; Ермак ; 5613 
 124 ; Копейка ; 1794 ; ЕМ ; Cu ; VF-XF ; 33 ; Придурок_и_Придуро ; 11000 
 125 ; Копейка ; 1795 ; ЕМ ; Cu ; VF+ ; 17 ; Ермак ; 3600 
 126 ; Копейка ; 1796 ; ЕМ ; Cu ; VF- ; 17 ; Ермак ; 1200 
 127 ; Копейка. В капсуле ННР ; 1799 ; ЕМ ; Cu ;  ; 20 ; Монеты и Монеты ; 3800 
 128 ; Копейка. В капсуле NGC ; 1800 ; ЕМ ; Cu ;  ; 62 ; CapsulЪ ; 15000 
 129 ; Копейка. В капсуле ННР ; 1828 ; ЕМ ИК ; Cu ;  ; 39 ; CapsulЪ ; 12000 
 130 ; Копейка. В капсуле ННР ; 1837 ; ЕМ НА ; Cu ;  ; 71 ; Монеты и Монеты ; 4600 
 131 ; Копейка. В капсуле ННР ; 1867 ; СПБ ; Cu ;  ; 57 ; Михаил Лор ; 18119 
 132 ; Денга ; 1784 ; КМ ; Cu ; VF+ ; 19 ; Ермак ; 4590 
 133 ; Денга (Петров-1р) ; 1785 ; КМ ; Cu ; VF ; 75 ; Леха крутой ; 3400 
 134 ; Денга (Петров-1р) ; 1786 ; КМ ; Cu ; VF+ ; 14 ; Леха крутой ; 5750 
 135 ; Денга (Ильин-1р) ; 1793 ; КМ ; Cu ; VF+ ; 38 ; 25 ; 6926 
 136 ; 1/2 копейки. В капсуле ННР ; 1884 ; СПБ ; Cu ;  ; 114 ; CapsulЪ ; 10500 
 137 ; Полушка ; 1721 ;  ; Cu ; VF ; 27 ; Чук ; 2400 
 138 ; Полушка ; 1771 ; ЕМ ; Cu ; XF ; 45 ; Леха крутой ; 12000 
 139 ; Полушка. Инкузный брак ; 1771 ; ЕМ ; Cu ; VF ; 40 ; CapsulЪ ; 6750 
 140 ; Полушка ; 1774 ; ЕМ ; Cu ; F ; 87 ; Продано в зале ; 22000 
 141 ; Полушка  (Петров-5р, Ильин-3р) ; 1775 ; ЕМ ; Cu ; F ; 28 ; Леха крутой ; 4800 
 142 ; Полушка ; 1776 ; ЕМ ; Cu ; F ; 67 ; Mario ; 12000 
 143 ; Полушка ; 1785 ; КМ ; Cu ; F-VF ; 41 ; Чук ; 1500 
 144 ; Полушка ; 1794 ; КМ ; Cu ; VF ; 7 ; oleg1430 ; 5095 
 145 ; Полушка. В капсуле ННР ; 1797 ; ЕМ ; Cu ;  ; 39 ; CapsulЪ ; 5750 
 146 ; Полушка (Петров - 3р. Ильин - 3р.) ; 1797 ; КМ ; Cu ; VF ; 23 ; Mario ; 5108 
 147 ; Полушка. В капсуле ННР ; 1850 ; ЕМ ; Cu ;  ; 32 ; Sporti84 ; 10653 
 148 ; Полушка. В капсуле ННР ; 1851 ; ЕМ ; Cu ;  ; 24 ; Sporti84 ; 8500 
 149 ; Полушка. В капсуле ННР ; 1854 ; ЕМ ; Cu ;  ; 28 ; Монеты и Монеты ; 7250 
 150 ; Полушка. В капсуле ННР ; 1857 ; ЕМ ; Cu ;  ; 35 ; Михаил Лор ; 7360 
 51 ; Рубль ; 1901 ; (ФЗ) ; Ag ; AU ; 90 ; dsidorov ; 42000 
 52 ; Рубль ; 1903 ; (АР) ; Ag ; VF+ ; 85 ; Sky2 ; 26000 
 53 ; Рубль ; 1907 ; (ЭБ) ; Ag ; XF- ; 65 ; Sky2 ; 27005 
 54 ; Рубль ; 1910 ; (ЭБ) ; Ag ; AU ; 101 ; I3 ; 115000 
 55 ; Рубль ; 1911 ; (ЭБ) ; Ag ; XF+ ; 39 ; lesnik1 ; 22000 
 56 ; Рубль ; 1912 ; (ЭБ) ; Ag ; AU ; 65 ; Vvladimirov ; 18000 
 57 ; Рубль ; 1913 ; АГ На 300-летие Дома Романовых ; Ag ; AU ; 43 ; SD315 ; 12000 
 58 ; Рубль ; 1913 ; АГ На 300-летие Дома Романовых ; Ag ; AU ; 89 ; Менеджер ; 26000 
 59 ; Рубль ; 1914 ; (ВС) ; Ag ; AU ; 83 ; rolex ; 60000 
 60 ; Рубль ; 1915 ; (ВС) ; Ag ; XF ; 56 ; Braslav ; 26000 
 61 ; Рубль. В капсуле ННР ; 1915 ; (ВС) ; Ag ;  ; 35 ; 23011976 ; 36500 
 62 ; Полтина ; 1705 ;  ; Ag ; VF+ ; 50 ; 90111 ; 85000 
 63 ; Полтина. В капсуле ННР ; 1720 ;  ; Ag ;  ; 45 ; Game ; 45900 
 64 ; Полтина (Петров-8р) ; 1721 ;  ; Ag ; VF ; 54 ; gelo ; 41557 
 65 ; Полтина (Петров-3р, Ильин-3р) ; 1731 ;  ; Ag ; VF+ ; 38 ; iustas ; 41028 
 66 ; Полтина. В капсуле NGC ; 1749 ; СПБ ; Ag ;  ; 67 ; CapsulЪ ; 95000 
 67 ; Полтина ; 1857 ; СПБ ФБ ; Ag ; XF ; 21 ; амбал ; 15000 
 68 ; Полтина ; 1858 ; СПБ ФБ ; Ag ; XF ; 18 ; амбал ; 14000 
 69 ; Полтина ; 1861 ; СПБ ФБ ; Ag ; XF ; 60 ; Braslav ; 55000 
 70 ; Полтина ; 1893 ; (АГ) ; Ag ; XF ; 47 ; CapsulЪ ; 30000 
 71 ; Полтина ; 1911 ; (ЭБ) АГ ; Ag ; XF+ ; 9 ; pvo1 ; 3379 
 72 ; Полуполтинник. В капсуле ННР ; 1798 ; СМ МБ ; Ag ;  ; 54 ; Монеты и Монеты ; 48000 
 73 ; 25 копеек. В капсуле ; 1827 ; СПБ НГ ; Ag ;  ; 35 ; Маннергейм ; 26012 
 74 ; 25 копеек. В капсуле ННР ; 1848 ; СПБ HI ; Ag ;  ; 51 ; CapsulЪ ; 14000 
 75 ; 25 копеек ; 1857 ; СПБ ФБ ; Ag ; XF+ ; 22 ; fgd ; 3449 
 76 ; 25 копеек ; 1858 ; СПБ ФБ ; Ag ; XF+ ; 22 ; gelo ; 4121 
 77 ; 25 копеек ; 1860 ; СПБ ФБ ; Ag ; VF+ ; 14 ; Продано в зале ; 3600 
 78 ; 25 копеек ; 1895 ; АГ ; Ag ; XF+ ; 37 ; амбал ; 11000 
 79 ; 20 копеек ; 1772 ; СПБ TI ; Ag ; XF ; 60 ; tisa66 ; 11344 
 80 ; 20 копеек ; 1784 ; СПБ ; Ag ; AU ; 43 ; Продано в зале ; 16500 
 81 ; 15 копеек ; 1783 ; СПБ ; Ag ; XF+ ; 44 ; Asandr ; 12000 
 82 ; Гривенник. В капсуле ННР ; 1784 ; СПБ ; Ag ;  ; 53 ; Монеты и Монеты ; 10500 
 83 ; Гривенник ; 1784 ; СПБ ; Ag ; AU ; 46 ; Vvladimirov ; 9500 
 84 ; 10 копеек. В капсуле ННР ; 1798 ; СМ МБ ; Ag ;  ; 55 ; Braslav ; 30000 
 85 ; 5 копеек. В капсуле ННР ; 1755 ; СПБ ; Ag ;  ; 65 ; Alex22D ; 14599 
 86 ; 5 копеек. В капсуле ННР ; 1850 ; СПБ ПА ; Ag ;  ; 31 ; Медведь в огне ; 9999 
 87 ; Копейка. В капсуле ННР ; 1718 ;  ; Ag ;  ; 64 ; CapsulЪ ; 70000 
 88 ; 10 копеек ; 1771 ; КМ "Сибирь" ; Cu ; VF+ ; 21 ; Продано в зале ; 12000 
 89 ; 10 копеек ; 1772 ; КМ "Сибирь" ; Cu ; VF+ ; 17 ; $@€ ; 7250 
 90 ; 10 копеек ; 1779 ; КМ "Сибирь" ; Cu ; VF-XF ; 24 ; Ермак ; 12000 
 91 ; 5 копеек. В капсуле ННР ; 1760 ;  ; Cu ;  ; 47 ; Монеты и Монеты ; 14000 
 92 ; 5 копеек ; 1769 ; КМ "Сибирь" ; Cu ; VF+ ; 31 ; $@€ ; 6500 
 93 ; 5 копеек ; 1773 ; КМ "Сибирь" ; Cu ; VF+ ; 5 ; $@€ ; 3062 
 94 ; 5 копеек ; 1776 ; КМ "Сибирь" ; Cu ; XF- ; 12 ; $@€ ; 6500 
 95 ; 5 копеек ; 1779 ; КМ "Сибирь" ; Cu ; VF-XF ; 27 ; стебут ; 10000 
 96 ; Лот снят ;  ;  ;  ;  ; 0 ; Не продан ; 0 
 97 ; 5 копеек ; 1788 ; КМ ; Cu ; VF-XF ; 29 ; Mario ; 9500 
 98 ; 5 копеек. (Петров - 15р. Ильин - 10р.) ; 1793 ; Павл.перечекан ; Cu ; VF ; 57 ; Придурок_и_Придуро ; 52500 
 99 ; 5 копеек. (Петров - 10р. Ильин - 20р.) ; 1794 ; АМ Павл.перечекан ; Cu ; VF+ ; 59 ; Придурок_и_Придуро ; 46000 
 100 ; 5 копеек (Ильин-3р) ; 1803 ; ЕМ ; Cu ; F-VF ; 31 ; Mario ; 12000 
 1 ; Платежный слиток. Гривна. Новгородского типа. М-168,6г ;  ; Новгородская ; Ag ;  ; 114 ; маманя ; 30600 
 2 ; Ефимок ; 1655 ; Алексей Михайлович ; Ag ; VF+ ; 70 ; Продано в зале ; 97500 
 3 ; Рубль (Петров-7р) ; 1704 ;  ; Ag ; VF-XF ; 69 ; Продано в зале ; 390000 
 4 ; Рубль (Петров-15р) ; 1707 ; Н ; Ag ; VF ; 41 ; Продано в зале ; 165000 
 5 ; Рубль. В капсуле ННР ; 1721 ; K ; Ag ;  ; 35 ; Маннергейм ; 79000 
 6 ; Рубль. В капсуле ННР ; 1723 ; ОК ; Ag ;  ; 30 ; Маннергейм ; 107100 
 7 ; Рубль ; 1723 ; ОК ; Ag ; VF ; 14 ; итак дорого ты ещё ; 37740 
 8 ; Рубль. В капсуле ННР ; 1725 ;  ; Ag ;  ; 56 ; Маннергейм ; 110000 
 9 ; Рубль (Ильин-3р) ; 1726 ;  ; Ag ; VF-XF ; 24 ; iustas ; 66300 
 10 ; Рубль. В капсуле ННР ; 1728 ;  ; Ag ;  ; 51 ; Game ; 127500 
 11 ; Рубль. В капсуле ННР ; 1729 ;  ; Ag ;  ; 94 ; *@*#* ; 112200 
 12 ; Рубль. В капсуле ННР ; 1731 ;  ; Ag ;  ; 33 ; Game ; 48960 
 13 ; Рубль. В капсуле ННР ; 1732 ;  ; Ag ;  ; 20 ; Game ; 33660 
 14 ; Рубль. В капсуле ННР ; 1735 ;  ; Ag ;  ; 46 ; *@*#* ; 35000 
 15 ; Рубль. В капсуле ННР ; 1738 ;  ; Ag ;  ; 61 ; Game ; 58140 
 16 ; Рубль. В капсуле RNGA ; 1742 ; СПБ ; Ag ;  ; 49 ; CapsulЪ ; 57500 
 17 ; Рубль ; 1745 ; СПБ ; Ag ; XF- ; 35 ; Волк ; 28119 
 18 ; Рубль ; 1755 ; СПБ ЯI BS ; Ag ; XF ; 35 ; iustas ; 40500 
 19 ; Рубль  (Петров-3,5р,  Ильин-3р.). В капсуле ННР ; 1758 ; СПБ НК TI ; Ag ;  ; 61 ; Продано в зале ; 105000 
 20 ; Рубль. В капсуле ННР ; 1762 ; СПБ НК TI ; Ag ;  ; 60 ; CapsulЪ ; 50000 
 21 ; Рубль. В капсуле ННР ; 1764 ; ММД EI TI ; Ag ;  ; 75 ; валенок ; 40000 
 22 ; Рубль. В капсуле ННР ; 1769 ; СПБ СА TI ; Ag ;  ; 40 ; SIA ; 32000 
 23 ; Рубль. В капсуле ННР ; 1771 ; СПБ ЯЧ TI ; Ag ;  ; 25 ; Монеты и Монеты ; 49999 
 24 ; Рубль. В капсуле ННР ; 1772 ; СПБ ЯЧ TI ; Ag ;  ; 54 ; Танзан ; 30000 
 25 ; Рубль. В капсуле ННР ; 1776 ; СПБ ЯЧ TИ ; Ag ;  ; 44 ; Монеты и Монеты ; 69999 
 26 ; Рубль ; 1798 ; СМ МБ ; Ag ; XF- ; 43 ; iustas ; 38464 
 27 ; Рубль. В капсуле ННР ; 1799 ; СМ МБ ; Ag ;  ; 47 ; *@*#* ; 39361 
 28 ; Рубль. В капсуле ННР ; 1803 ; СПБ АИ ; Ag ;  ; 41 ; Монеты и Монеты ; 58140 
 29 ; Рубль. В капсуле ННР ; 1829 ; СПБ НГ ; Ag ;  ; 62 ; Продано в зале ; 55000 
 30 ; Рубль. В капсуле ННР ; 1859 ; На открытие памятника Николаю I ; Ag ;  ; 25 ; ацетон ; 64260 
 31 ; Рубль. В капсуле ННР ; 1884 ; СПБ АГ ; Ag ;  ; 34 ; Маннергейм ; 42840 
 32 ; Рубль ; 1883 ; ЛШ На коронацию Александра III ; Ag ; XF- ; 38 ; papinazu ; 21000 
 33 ; Рубль. В капсуле ННР ; 1891 ; (АГ) ; Ag ;  ; 58 ; CapsulЪ ; 110000 
 34 ; Рубль. В капсуле ННР ; 1893 ; (АГ) ; Ag ;  ; 71 ; ValeriyL ; 60000 
 35 ; Рубль ; 1896 ; (АГ) На коронацию Николая II ; Ag ; XF- ; 37 ; Бова811 ; 29941 
 36 ; Рубль. В капсуле ННР ; 1896 ; (АГ) На коронацию Николая II ; Ag ;  ; 36 ; Game ; 44000 
 37 ; Рубль ; 1895 ; (АГ) ; Ag ; XF+ ; 143 ; амбал ; 110000 
 38 ; Рубль ; 1896 ; (АГ) ; Ag ; XF ; 58 ; Аполлон 17 ; 10000 
 39 ; Рубль ; 1896 ; ( * ) ; Ag ; XF+ ; 52 ; Продано в зале ; 26000 
 40 ; Рубль ; 1896 ; ( * ) ; Ag ; AU ; 59 ; NikTop ; 22000 
 41 ; Рубль ; 1897 ; (АГ) ; Ag ; AU ; 53 ; asp ; 20000 
 42 ; Рубль ; 1897 ; ( ** ) ; Ag ; XF+ ; 43 ; Asandr ; 7500 
 43 ; Рубль ; 1898 ; (АГ) ; Ag ; AU ; 55 ; asp ; 18207 
 44 ; Рубль ; 1898 ; ( * ) ; Ag ; XF+ ; 60 ; Борис Моисеич ; 9500 
 45 ; Рубль ; 1898 ; ( ** ) ; Ag ; XF ; 33 ; stilsb ; 6000 
 46 ; Рубль ; 1899 ; (ФЗ) ; Ag ; AU ; 47 ; rolex ; 17000 
 47 ; Рубль ; 1899 ; (ЭБ) ; Ag ; XF+ ; 67 ; CapsulЪ ; 18000 
 48 ; Рубль ; 1899 ; (ЭБ) ; Ag ; AU ; 76 ; rolex ; 48000 
 49 ; Рубль ; 1899 ; (ФЗ) ; Ag ; XF+ ; 43 ; SD315 ; 11650 
 50 ; Рубль ; 1899 ; ( ** ) ; Ag ; AU ; 104 ; rolex ; 120000 
 4836 ; Лот. Германия. Нотгельд  5 шт ;  ;  ;  ;  ; 6 ; Юбер ; 150 
 4837 ; Лот. Германия. Нотгельд  5 шт ;  ;  ;  ;  ; 7 ; sikachai ; 204 
 4838 ; Лот. Германия. Нотгельд  6 шт ;  ;  ;  ;  ; 17 ; DVZ ; 215 
 4839 ; Лот. Германия. Нотгельд  6 шт ;  ;  ;  ;  ; 29 ; Юбер ; 219 
 4840 ; Бона иностранная 2 шт.Польша.5000,1000 марек ;  ;  ;  ;  ; 93 ; 1gold ; 172 
 4841 ; Бона иностранная 2 шт.Польша.1 и 5 марок ;  ;  ;  ;  ; 51 ; 1gold ; 493 
 4842 ; Бона иностранная2 шт.Польша.10 и 50 злотых ;  ;  ;  ;  ; 46 ; 1gold ; 164 
 4843 ; Бона иностранная.Польша 100 марек ;  ;  ;  ;  ; 65 ; k212 ; 614 
 4844 ; Бона иностранная. Польша (6шт) ;  ;  ;  ;  ; 47 ; 1gold ; 295 
 4845 ; Бона иностранная.Польша 5 злотых ;  ;  ;  ;  ; 109 ; 1gold ; 261 
 4846 ; Бона иностранная.Польша 5 марек ;  ;  ;  ;  ; 65 ; k212 ; 716 
 4847 ; Бона иностранная.Венгрия 100000 пенго ;  ;  ;  ;  ; 128 ; нэри ; 316 
 4848 ; Бона иностранная.Венгрия 1 миллион пенго ;  ;  ;  ;  ; 63 ; нэри ; 249 
 4849 ; Бона иностранная 4 шт.Венгрия ;  ;  ;  ;  ; 34 ; Хакас ; 317 
 4850 ; Бона иностранная. Венгрия (5шт) ;  ;  ;  ;  ; 35 ; нэри ; 235 
 4851 ; Лот иностранных бон и бон СССР: 13шт ;  ;  ;  ;  ; 84 ; nb ; 930 
 4655 ; Бона иностранная ;  ;  ;  ;  ; 2 ; sever9516 ; 22 
 4656 ; Бона иностранная ;  ;  ;  ;  ; 26 ; Хакас ; 208 
 4657 ; Бона иностранная ;  ;  ;  ;  ; 2 ; я8844 ; 100 
 4658 ; Бона иностранная ;  ;  ;  ;  ; 3 ; sikachai ; 100 
 4659 ; Бона иностранная ;  ;  ;  ;  ; 23 ; Хакас ; 108 
 4660 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Юбер ; 70 
 4661 ; Бона иностранная ;  ;  ;  ;  ; 11 ; himik121 ; 118 
 4662 ; Бона иностранная ;  ;  ;  ;  ; 10 ; raise ; 46 
 4663 ; Бона иностранная ;  ;  ;  ;  ; 21 ; sikachai ; 163 
 4664 ; Бона иностранная ;  ;  ;  ;  ; 13 ; sikachai ; 145 
 4665 ; Бона иностранная ;  ;  ;  ;  ; 12 ; sikachai ; 145 
 4666 ; Бона иностранная ;  ;  ;  ;  ; 12 ; sikachai ; 145 
 4667 ; Бона иностранная ;  ;  ;  ;  ; 25 ; sikachai ; 183 
 4668 ; Бона иностранная ;  ;  ;  ;  ; 14 ; sever9516 ; 47 
 4669 ; Бона иностранная ;  ;  ;  ;  ; 4 ; sever9516 ; 41 
 4801 ; Бона иностранная. Германия. 1000 марок ; 1910 ;  ;  ;  ; 23 ; sikachai ; 166 
 4802 ; Бона иностранная. Германия. 500 миллионов марок ; 1923 ;  ;  ;  ; 17 ; 654321 ; 91 
 4803 ; Бона иностранная. Германия. 50 миллионов марок ; 1923 ;  ;  ;  ; 15 ; rem16 ; 85 
 4804 ; Бона иностранная. Германия. 1 миллиард марок ; 1923 ;  ;  ;  ; 63 ; denis68 ; 303 
 4805 ; Бона иностранная. Германия. 100 000 марок ; 1923 ;  ;  ;  ; 51 ; rem16 ; 99 
