 6670 ; Пуговица J-B.M D-30мм ;  ;  ; Ж/м ;  ; 21 ; спарта ; 258 
 6601 ; Декоративные элементы (2 шт.) Восток, золото. ;  ;  ; Au ;  ; 54 ; Мотя ; 37143 
 6602 ; Лот снят ;  ;  ;  ;  ; 0 ;  ; 0 
 6603 ; Цепочка золото. ;  ;  ; Au585 ;  ; 55 ; georg2025 ; 23651 
 6604 ; Часы женские Заря, золото. ;  ;  ; Au583 ;  ; 28 ; zef ; 12240 
 6605 ; Серьги золото, янтарь. ;  ;  ; Au583 ;  ; 28 ; Dahan ; 6198 
 6606 ; Кулон золото. ;  ;  ; Au583 ;  ; 36 ; Dahan ; 11220 
 6607 ; Брошка золото 56, вставка голубой камень. ;  ;  ; Au56 ;  ; 39 ; ъъ ; 8604 
 6608 ; Подвеска-медальон Камея, серебро 84, перламутр, ювелир СГ (Семен Григорьевич Галкин).. ;  ;  ; Ag84 ;  ; 64 ; Vova1950 ; 4813 
 6609 ; Портсигар серебро. Финляндия. ;  ;  ; Ag813 ;  ; 31 ; QSL ; 7878 
 6610 ; Обложка театральной сумочки, серебро 84, А.К. ;  ;  ; Ag84 ;  ; 35 ; никсер ; 10710 
 6611 ; Кошелек серебро 84. ;  ;  ; Ag84 ;  ; 51 ; klok ; 11203 
 6612 ; Подстаканник серебро 84, ММ. ;  ;  ; Ag84 ;  ; 46 ; gola78 ; 9180 
 6613 ; Портсигар серебро 84 ;  ;  ; Ag84 ;  ; 33 ; gola78 ; 6120 
 6614 ; Конфетница серебро 84, 1867 год. ;  ;  ; Ag84 ;  ; 48 ; лена ; 10710 
 6615 ; Кружечка серебро 84 ;  ;  ; Ag875 ;  ; 49 ; а1945 ; 5304 
 6616 ; Ложка салатная, серебро. ;  ;  ; Ag875 ;  ; 57 ; Бигль ; 3713 
 6617 ; Лопатка для торта, серебро, эмаль. ;  ;  ; Ag875 ;  ; 33 ; Vova1950 ; 4151 
 6618 ; Стопка серебро 84. ;  ;  ; Ag84 ;  ; 64 ; фюрстен ; 2547 
 6619 ; Стопка серебро 84. ;  ;  ; Ag84 ;  ; 78 ; фюрстен ; 2433 
 6407 ; Альбом для монет регулярного чекана Великого княжества Финляндского 1864-1917гг. Медь. Новый ;  ;  ;  ;  ; 63 ; dimam_kz ; 1000 
 6408 ; Разделитель картонный в альбом "Numis". Упаковка (20 шт.) Производство "Lindner" ;  ;  ;  ;  ; 30 ; irino4ka ; 340 
 6409 ; Альбом для монет R010838-2, "1812 год", карманный, с листами. Россия ;  ;  ;  ;  ; 25 ; vasilyi66 ; 55 
 6410 ; Капсулы для монет – 23 мм Quadrum INTERCEPT, упаковка 6 шт. Leuchtturm, #344148 ;  ;  ;  ;  ; 54 ; Manul ; 327 
 6411 ; Капсулы для монет – 14 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #343988 ;  ;  ;  ;  ; 18 ; kompman ; 296 
 6412 ; Капсулы для монет – 15 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #343988 ;  ;  ;  ;  ; 11 ; kompman ; 296 
 6413 ; Капсулы для монет – 16 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #343993 ;  ;  ;  ;  ; 38 ; Angstrem ; 324 
 6414 ; Капсулы для монет – 17 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #343988 ;  ;  ;  ;  ; 10 ; Angstrem ; 324 
 6415 ; Капсулы для монет – 18 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #343995 ;  ;  ;  ;  ; 33 ; Angstrem ; 324 
 6416 ; Капсулы для монет – 19 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #343996 ;  ;  ;  ;  ; 42 ; kompman ; 296 
 6417 ; Капсулы для монет – 23 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #344000 ;  ;  ;  ;  ; 19 ; kompman ; 296 
 6418 ; Капсулы для монет – 24 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #344001 ;  ;  ;  ;  ; 42 ; Angstrem ; 261 
 6419 ; Капсулы для монет – 26 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #344003 ;  ;  ;  ;  ; 8 ; Angstrem ; 261 
 6420 ; Капсулы для монет – 28 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #334005 ;  ;  ;  ;  ; 6 ; Angstrem ; 261 
 6421 ; Капсулы для монет – 29 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #344006 ;  ;  ;  ;  ; 38 ; Angstrem ; 261 
 6422 ; Капсулы для монет – 30 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #344007 ;  ;  ;  ;  ; 8 ; Angstrem ; 261 
 6423 ; "Капсулы для монет – 34 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #344011 " ;  ;  ;  ;  ; 8 ; Angstrem ; 261 
 6424 ; Капсулы для монет – 35 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #334012 ;  ;  ;  ;  ; 21 ; Angstrem ; 261 
 6425 ; Капсулы для монет – 36 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #334013 ;  ;  ;  ;  ; 10 ; Angstrem ; 261 
 6426 ; Капсулы для монет – 37 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #334014 ;  ;  ;  ;  ; 16 ; Angstrem ; 261 
 6427 ; Капсулы для монет – 38 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #343988 ;  ;  ;  ;  ; 14 ; Andrlex71 ; 291 
 6428 ; Капсулы для монет – 39 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #344016 ;  ;  ;  ;  ; 29 ; kompman ; 304 
 6429 ; Капсулы для монет – 40 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #344017 ;  ;  ;  ;  ; 20 ; kompman ; 296 
 6430 ; Капсулы для монет – 41 мм Quadrum NOTE, упаковка 10 шт. Leuchtturm, #343988 ;  ;  ;  ;  ; 14 ; kompman ; 296 
 6431 ; БАЗОВЫЙ каталог монеты России 1700-1917 гг. Выпуск 2018 год. В. Е. Семенов ;  ;  ;  ;  ; 59 ; почтальон ; 1526 
 6432 ; Монетный передел 1700-1917 гг. В. Е. Семенов ;  ;  ;  ;  ; 28 ; PamVan ; 432 
 6433 ; В. Е. Семенов. Куда уходят деньги ;  ;  ;  ;  ; 5 ; велес ; 90 
 6434 ; Рюрик и Владимир. Самоучитель по русской истории. Издание 2-ое, дополненное. В. Е. Семенов ;  ;  ;  ;  ; 12 ; vborisevich1 ; 306 
 6435 ; Монетное дело Российской империи. В. Е. Семенов ;  ;  ;  ;  ; 17 ; vtoth ; 561 
 6436 ; Русские деньги X-XVII вв. Редакция 7, 2018 ;  ;  ;  ;  ; 9 ; vtoth ; 87 
 6437 ; Русские деньги X-XVII вв. Редакция 7, 2018 ;  ;  ;  ;  ; 18 ; Barin13 ; 104 
 6438 ; Русские деньги X-XVII вв. Редакция 7, 2018 ;  ;  ;  ;  ; 13 ; vborisevich1 ; 80 
 6439 ; Монеты России 1700-1917 гг. Редакция 15, 2018 год ;  ;  ;  ;  ; 12 ; Angstrem ; 82 
 6440 ; Монеты России 1700-1917 гг. Редакция 15, 2018 год ;  ;  ;  ;  ; 5 ; Angstrem ; 72 
 6441 ; Монеты России 1700-1917 гг. Редакция 15, 2018 год ;  ;  ;  ;  ; 3 ; mask ; 68 
 6442 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921–2021 годов. Редакция 49, 2020 год ;  ;  ;  ;  ; 9 ; gbp ; 165 
 6443 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921–2021 годов. Редакция 49, 2020 год ;  ;  ;  ;  ; 10 ; Numizmat20 ; 161 
 6444 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921–2021 годов. Редакция 49, 2020 год ;  ;  ;  ;  ; 10 ; alex241 ; 193 
 6445 ; Каталог-справочник. Награды Российской Империи. Часть I. Ордена и знаки отличия. Редакция 5 ;  ;  ;  ;  ; 21 ; vtoth ; 157 
 6446 ; Каталог-справочник "Бумажные деньги России". Часть II. Редакция 8, 2015 год ;  ;  ;  ;  ; 11 ; vborisevich1 ; 155 
 6447 ; Каталог-справочник. Монеты Киргизии, Таджикистана, Туркменистана и Узбекистана. Редакция 1, 2019 год ;  ;  ;  ;  ; 9 ; бортик ; 93 
 6448 ; Каталог-справочник. Юбилейные и памятные монеты Польши 1995-2013 гг. Редакция 3, 2013 год ;  ;  ;  ;  ; 10 ; az717 ; 23 
 6449 ; Каталог-справочник. Монеты Латвии, Литвы и Эстонии. Редакция 2, 2013 год ;  ;  ;  ;  ; 13 ; an78gg ; 20 
 6450 ; Каталог-справочник. Монеты Украины 1992-2020 годы. Редакция 7, 2020 год ;  ;  ;  ;  ; 15 ; nik110850 ; 138 
 6451 ; Каталог-справочник. Юбилейные и памятные монеты Казахстана 1995-2013 гг. Редакция 3, 2013 год ;  ;  ;  ;  ; 12 ; an78gg ; 25 
 6452 ; Каталог-справочник. Монеты Беларуси 1996-2013 гг. Редакция 4, 2013 год ;  ;  ;  ;  ; 9 ; vborisevich1 ; 25 
 6453 ; Каталог-справочник "Бумажные деньги России". Часть II. 7-я редакция.  2012 год ;  ;  ;  ;  ; 38 ; Russman ; 140 
 6454 ; Клады в вашем доме. Ознакомительное пособие ;  ;  ;  ;  ; 9 ; bobbar ; 37 
 6455 ; А.А. Ильин. Классификация русских удельных монет. Выпуск 1. Репринтное издание ;  ;  ;  ;  ; 8 ; Малыш23 ; 114 
 6456 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921-2015 годов. Редакция 40 ;  ;  ;  ;  ; 17 ; Снежный Барс ; 30 
 6289 ; Почтовая карточка. Pin-Ups. Vintage ;  ;  ;  ;  ; 1 ; cr2952 ; 137 
 6290 ; Почтовая карточка. Pin-Ups. Vintage ;  ;  ;  ;  ; 1 ; cr2952 ; 137 
 6291 ; Почтовая карточка. Pin-Ups. Vintage ;  ;  ;  ;  ; 1 ; cr2952 ; 137 
 6292 ; Почтовая карточка. Pin-Ups. Vintage ;  ;  ;  ;  ; 1 ; cr2952 ; 137 
 6293 ; Почтовая карточка. Pin-Ups. Vintage ;  ;  ;  ;  ; 1 ; cr2952 ; 137 
 6294 ; Почтовая карточка. The Beatles ;  ;  ;  ;  ; 2 ; cr2952 ; 137 
 6295 ; Почтовая карточка. The Beatles ;  ;  ;  ;  ; 1 ; cr2952 ; 137 
 6296 ; Почтовая карточка Glamour Erotica ;  ;  ;  ;  ; 1 ; cr2952 ; 137 
 6297 ; Почтовая карточка Glamour Erotica ;  ;  ;  ;  ; 5 ; ga2012 ; 140 
 6298 ; Почтовая карточка Glamour Erotica ;  ;  ;  ;  ; 4 ; cr2952 ; 137 
 6299 ; Почтовая карточка Glamour Erotica ;  ;  ;  ;  ; 5 ; птичка16 ; 140 
 6300 ; Почтовая карточка Glamour Erotica ;  ;  ;  ;  ; 4 ; cr2952 ; 137 
 6301 ; Почтовая карточка Glamour Erotica ;  ;  ;  ;  ; 4 ; cr2952 ; 137 
 6302 ; Почтовая карточка Glamour Erotica ;  ;  ;  ;  ; 4 ; ТАТ72 ; 140 
 6303 ; Почтовая карточка Glamour Erotica ;  ;  ;  ;  ; 10 ; птичка16 ; 161 
 6304 ; Почтовая карточка Glamour Erotica ;  ;  ;  ;  ; 4 ; cr2952 ; 137 
 6305 ; Почтовая карточка Glamour Erotica ;  ;  ;  ;  ; 4 ; cr2952 ; 137 
 6306 ; Почтовая карточка Glamour Erotica ;  ;  ;  ;  ; 3 ; cr2952 ; 137 
 6307 ; Почтовая карточка Glamour Erotica ;  ;  ;  ;  ; 25 ; птичка16 ; 209 
 6308 ; Почтовая карточка. Коронация ;  ;  ;  ;  ; 3 ; (*Сергей*) ; 140 
 6309 ; Почтовая карточка. Коронация ;  ;  ;  ;  ; 4 ; (*Сергей*) ; 140 
 6310 ; Почтовая карточка. Серия:  Георгиевские кавалеры ;  ;  ;  ;  ; 5 ; Сhatsky ; 140 
 6311 ; Почтовая карточка. Серия:  Георгиевские кавалеры ;  ;  ;  ;  ; 2 ; rem. ; 140 
 6312 ; Почтовая карточка. Серия:  Георгиевские кавалеры ;  ;  ;  ;  ; 4 ; cr2952 ; 137 
 6313 ; Почтовая карточка. Серия:  Георгиевские кавалеры ;  ;  ;  ;  ; 4 ; (*Сергей*) ; 140 
 6314 ; Почтовая карточка. Серия:  Георгиевские кавалеры ;  ;  ;  ;  ; 4 ; cr2952 ; 137 
 6315 ; Почтовая карточка. Серия:  Георгиевские кавалеры ;  ;  ;  ;  ; 2 ; cr2952 ; 137 
 6316 ; Почтовая карточка. Серия:  Георгиевские кавалеры ;  ;  ;  ;  ; 6 ; megan ; 140 
 6317 ; Почтовая карточка. Серия:  Георгиевские кавалеры ;  ;  ;  ;  ; 1 ; cr2952 ; 137 
 6318 ; Почтовая карточка. Лина Кавальери ;  ;  ;  ;  ; 5 ; doc2 ; 111 
 6319 ; Почтовая карточка.  Лина Кавальери ;  ;  ;  ;  ; 7 ; doc2 ; 124 
 6320 ; Почтовая карточка.  Лина Кавальери ;  ;  ;  ;  ; 9 ; кравчий ; 102 
 6321 ; Почтовая карточка. Клео де Мерод ;  ;  ;  ;  ; 11 ; doc2 ; 111 
 6322 ; Почтовая карточка. Клео де Мерод ;  ;  ;  ;  ; 7 ; doc2 ; 111 
 6323 ; Лот почтовых карточек (2 штуки) Лина Кавальери ;  ;  ;  ;  ; 7 ; doc2 ; 125 
 6324 ; Лот почтовых карточек (2 штуки) Ленинград ;  ;  ;  ;  ; 7 ; gbp ; 67 
 6325 ; Лот почтовых карточек (6 штук) ;  ;  ;  ;  ; 20 ; Золтон ; 33 
 6326 ; Лот почтовых карточек (12 штук) Суздаль. Худ. А.В. Калашников ;  ;  ;  ;  ; 14 ; Semavai ; 45 
 6327 ; Почтовая карточка. Ретро Авто Мобили. (18шт.) ; 1989 ;  ;  ;  ; 15 ; ASTA ; 114 
 6328 ; Лот почтовых карточек (27 штук) Бухара ;  ;  ;  ;  ; 8 ; vladmarkin ; 16 
 6329 ; Конверт ;  ;  ;  ;  ; 25 ; Happy Lady ; 101 
 6330 ; Конверт. Авиапочта ;  ;  ;  ;  ; 22 ; Alks75 ; 332 
 6331 ; Конверт. Спецгашение. Германия ; 1942 ;  ;  ;  ; 42 ; QSL ; 793 
 6332 ; Конверт. Лот ( 5шт.) ;  ;  ;  ;  ; 34 ; Тренер ; 128 
 6401 ; Картина. Пейзаж. 1963 г ;  ;  ;  ;  ; 57 ; Анатолий57 ; 3060 
 6402 ; Картина. Подпись автора, Вагнер. Натюрморт ;  ;  ;  ;  ; 67 ; Vova1950 ; 926 
 6403 ; Постер.  Rosina Wachtmeister. 2002 ;  ;  ;  ;  ; 25 ; Leon2020 ; 260 
 6404 ; Работа Татьяны Викторовой. Уютная осень ;  ;  ;  ;  ; 17 ; nik_s ; 363 
 6405 ; Работа Татьяны Викторовой. Радость жизни ;  ;  ;  ;  ; 39 ; nik_s ; 392 
 6406 ; Авторскиий принт Марии Мишкарёвой. Рябина ;  ;  ;  ;  ; 13 ; Макай ; 261 
 6239 ; Почтовая карточка. Псков ;  ;  ;  ;  ; 8 ; eugene67 ; 141 
 6240 ; Почтовая карточка (Изд. А.О-ва Гранберг" ;  ;  ;  ;  ; 15 ; d.m.d. ; 80 
 6241 ; Почтовая карточка с гашением ;  ;  ;  ;  ; 9 ; Valera72 ; 132 
 6242 ; Почтовая карточка. Н.-Новгород ;  ;  ;  ;  ; 17 ; oliver ; 637 
 6243 ; Почтовая карточка с гашением ;  ;  ;  ;  ; 17 ; megan ; 135 
 6244 ; Фотокарточка ;  ;  ;  ;  ; 4 ; vladmarkin ; 13 
 6245 ; Почтовая карточка. Pin-Ups ;  ;  ;  ;  ; 4 ; ястреб ; 41 
 6246 ; Почтовая карточка. Pin-Ups ;  ;  ;  ;  ; 4 ; ястреб ; 41 
 6247 ; Почтовая карточка. Pin-Ups ;  ;  ;  ;  ; 7 ; Valera72 ; 41 
 6248 ; Почтовая карточка. Pin-Ups ;  ;  ;  ;  ; 17 ; ястреб ; 41 
 6249 ; Почтовая карточка. Pin-Ups ;  ;  ;  ;  ; 12 ; ТАТ72 ; 40 
 6250 ; Почтовая карточка. Pin-Ups ;  ;  ;  ;  ; 5 ; ТАТ72 ; 34 
 6251 ; Почтовая карточка. Pin-Ups ;  ;  ;  ;  ; 4 ; ястреб ; 41 
 6252 ; Почтовая карточка. Pin-Ups ;  ;  ;  ;  ; 5 ; ястреб ; 41 
 6253 ; Почтовая карточка. Pin-Ups ;  ;  ;  ;  ; 4 ; ТАТ72 ; 34 
 6254 ; Почтовая карточка. Pin-Ups ;  ;  ;  ;  ; 4 ; ТАТ72 ; 34 
 6255 ; Почтовая карточка. Анжелина Джоли ;  ;  ;  ;  ; 2 ; (*Сергей*) ; 140 
 6256 ; Почтовая карточка. Анжелина Джоли ;  ;  ;  ;  ; 2 ; (*Сергей*) ; 140 
 6257 ; Почтовая карточка. Шерон Стоун ;  ;  ;  ;  ; 1 ; cr2952 ; 137 
 6258 ; Почтовая карточка. Шерон Стоун ;  ;  ;  ;  ; 1 ; cr2952 ; 137 
 6259 ; Почтовая карточка. Шерон Стоун ;  ;  ;  ;  ; 1 ; cr2952 ; 137 
 6260 ; Почтовая карточка. Фредди Меркьюри ;  ;  ;  ;  ; 1 ; cr2952 ; 137 
 6261 ; Почтовая карточка. Фредди Меркьюри ;  ;  ;  ;  ; 1 ; cr2952 ; 137 
