 4831 ; Бона иностранная Республика Доминикана ; 2002 ;  ;  ;  ; 4 ; kent01 ; 40 
 4380 ; Лот купон 2 шт. 10000 рублей ; 1994,1998 ;  ;  ; AU ; 13 ; sveta6369 ; 95 
 4381 ; 10 рублей ;  ;  ;  ;  ; 16 ; andrets ; 77 
 4501 ; Бона иностранная ;  ;  ;  ;  ; 18 ; tss ; 235 
 4502 ; Бона иностранная ;  ;  ;  ;  ; 12 ; ек ; 227 
 4503 ; Бона иностранная ;  ;  ;  ;  ; 22 ; sikachai ; 320 
 4504 ; Бона иностранная ;  ;  ;  ;  ; 9 ; 542 ; 102 
 4505 ; Бона иностранная ;  ;  ;  ;  ; 19 ; ИЮМов1 ; 261 
 4506 ; Бона иностранная ;  ;  ;  ;  ; 23 ; fantiki ; 328 
 4507 ; Бона иностранная ;  ;  ;  ;  ; 14 ; advokatx ; 300 
 4508 ; Бона иностранная ;  ;  ;  ;  ; 16 ; ек ; 65 
 4509 ; Бона иностранная ;  ;  ;  ;  ; 9 ; 333985 ; 173 
 4510 ; Бона иностранная ;  ;  ;  ;  ; 20 ; caiman67 ; 159 
 4511 ; Бона иностранная ;  ;  ;  ;  ; 13 ; 333985 ; 235 
 4512 ; Бона иностранная ;  ;  ;  ;  ; 21 ; gerber68 ; 62 
 4513 ; Бона иностранная ;  ;  ;  ;  ; 22 ; 542 ; 204 
 4514 ; Бона иностранная ;  ;  ;  ;  ; 22 ; fantiki ; 509 
 4515 ; Бона иностранная ;  ;  ;  ;  ; 8 ; ек ; 34 
 4801 ; Бона иностранная. Польша 10 злотых ; 1940 ;  ;  ;  ; 17 ; Northman ; 365 
 4802 ; Бона иностранная. Польша 100 злотых ; 1941 ;  ;  ;  ; 12 ; Northman ; 417 
 4803 ; Бона иностранная. Польша 20 марек ; 1919 ;  ;  ;  ; 8 ; Northman ; 214 
 4804 ; Бона иностранная. Польша 1000 марек ; 1919 ;  ;  ;  ; 15 ; POSHEXON ; 379 
 4805 ; Лот бон США: 2 доллара (5шт) ; 2003А ;  ;  ;  ; 31 ; caiman67 ; 612 
 4806 ; Бона иностранная Хорватия ; 1943 ;  ;  ;  ; 26 ; 4758 ; 374 
 4807 ; Бона иностранная Черногория ; 1914 ;  ;  ;  ; 29 ; 4758 ; 561 
 4808 ; Бона иностранная Сербия ; 1942 ;  ;  ;  ; 13 ; vasek ; 450 
 4809 ; Бона иностранная Сербия ; 1941 ;  ;  ;  ; 34 ; fantiki ; 408 
 4810 ; Бона иностранная Сербия ; 1942 ;  ;  ;  ; 40 ; fantiki ; 459 
 4811 ; Бона иностранная Сербия ; 1941 ;  ;  ;  ; 21 ; 4758 ; 711 
 4812 ; Бона иностранная Сербия ; 1942 ;  ;  ;  ; 47 ; fantiki ; 510 
 4813 ; Бона иностранная Югославия ; 1936 ;  ;  ;  ; 22 ; 4758 ; 407 
 4814 ; Бона иностранная Югославия ; 1929 ;  ;  ;  ; 33 ; sikachai ; 260 
 4815 ; Бона иностранная Югославия ; 1931 ;  ;  ;  ; 26 ; aleantf ; 196 
 4816 ; Бона иностранная Болгария ;  ;  ;  ;  ; 18 ; 542 ; 346 
 4817 ; Бона иностранная Болгария ;  ;  ;  ;  ; 24 ; tss ; 357 
 4818 ; Бона иностранная Болгария ; 1943 ;  ;  ;  ; 29 ; RusScat ; 561 
 4819 ; Бона иностранная Испания ; 1925 ;  ;  ;  ; 29 ; sikachai ; 163 
 4820 ; Бона иностранная Италия ; 1962 ;  ;  ;  ; 24 ; 4758 ; 1019 
 4821 ; Бона иностранная 2 шт. Венесуела ;  ;  ;  ;  ; 19 ; Rober ; 62 
 4822 ; Бона иностранная 3 шт. Китай ;  ;  ;  ;  ; 37 ; Yashka ; 113 
 4823 ; Бона иностранная Перу ; 1988 ;  ;  ;  ; 15 ; Smit ; 41 
 4824 ; Бона иностранная Гондурас ; 2006 ;  ;  ;  ; 7 ; NORG40 ; 36 
 4825 ; Бона иностранная Ирак ;  ;  ;  ;  ; 30 ; Yashka ; 123 
 4826 ; Бона иностранная Ирак ;  ;  ;  ;  ; 26 ; Yashka ; 84 
 4827 ; Бона иностранная Ирак ;  ;  ;  ;  ; 22 ; Yashka ; 128 
 4828 ; Бона иностранная Гаити ; 2004 ;  ;  ;  ; 21 ; Northman ; 91 
 4829 ; Бона иностранная Эритрея ; 1997 ;  ;  ;  ; 21 ; kent01 ; 77 
 4830 ; Бона иностранная Республика Доминикана ; 2002 ;  ;  ;  ; 9 ; Northman ; 68 
 4327 ; 50 копеек ;  ;  ;  ;  ; 16 ; KYZIA ; 265 
 4328 ; Бона 10 рублей. Красноярск.Енис.г.о-ва Вз.Кредита ; 1919 ;  ;  ;  ; 38 ; RusScat ; 918 
 4329 ; 5000 рублей ; 1921 ; Грузия ;  ;  ; 18 ; sikachai ; 408 
 4330 ; 10000000 рублей ; 1923 ; Закавказье ;  ;  ; 27 ; Jazzman ; 622 
 4331 ; 10000 рублей ; 1923 ; Закавказье ;  ;  ; 17 ; sikachai ; 498 
 4332 ; 10 рублей ; 1919 ; Грузия ;  ;  ; 20 ; vitiaz ; 521 
 4333 ; 5 рублей ; 1919 ; Закаспийское Временное Правительство ;  ;  ; 56 ; Виталий 64 ; 680 
 4334 ; 5 марок ; 1919 ;  ;  ;  ; 34 ; 4758 ; 2007 
 4335 ; 10 копеек ; б/г ; Гос.кредитный билет "Северная Россия" ;  ;  ; 55 ; ac ; 2142 
 4336 ; 1 червонец ; 1926 ; Калманович, Горбунов. Билет ;  ;  ; 49 ; аймир ; 1541 
 4337 ; 2 червонца ; 1928 ; Калманович, Карклин. Билет ;  ;  ; 31 ; masterovoi ; 2105 
 4338 ; 1 червонец ; 1937 ; Билет ;  ;  ; 38 ; fantiki ; 833 
 4339 ; 3 червонца ; 1937 ; Билет ;  ;  ; 46 ; fantiki ; 668 
 4340 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 24 ; Калган ; 414 
 4341 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 54 ; Ivanss ; 675 
 4342 ; 3 червонца ; 1932 ; Билет ;  ;  ; 34 ; fantiki ; 1122 
 4343 ; 3 рубля ; 1934 ; Гос.казначейские билеты ;  ;  ; 27 ; Natascha ; 1011 
 4344 ; 5 копеек ; 1924 ; Разменные казн.боны ;  ;  ; 43 ; ac ; 1632 
 4345 ; 50 рублей. Лист 20 штук ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 48 ; 4758 ; 4980 
 4346 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 11 ; Jazzman ; 327 
 4347 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 17 ; USS ; 906 
 4348 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 26 ; Инвестор ; 424 
 4349 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 38 ; лена ; 816 
 4350 ; Товарный ордер  на 1 копейку. ТОРГСИМ ; 1932 ;  ;  ;  ; 58 ; TelegRa ; 12546 
 4351 ; Чек 100000. Грузия ; 1921 ;  ;  ;  ; 18 ; sos1 ; 944 
 4352 ; 50000 рублей ; 1994 ; банкнота ;  ;  ; 36 ; arsenich-s ; 1247 
 4353 ; Лот бон России: 5 рублей (4шт) ; 1997 ;  ;  ;  ; 24 ; ЛАВ-13 ; 426 
 4354 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 13 ; ac ; 394 
 4355 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 25 ; kent01 ; 532 
 4356 ; 50 копеек ; 1923 ; Денежные знаки (с рисунком монеты) ;  ;  ; 22 ; masterovoi ; 465 
 4357 ; 3 рубля ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 31 ; RusScat ; 1122 
 4358 ; 10 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 33 ; okotv ; 611 
 4359 ; 25 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 43 ; konor ; 679 
 4360 ; 50 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 23 ; vladzory ; 667 
 4361 ; 1 рубль ; 1919 ; Латвия. Обязательство гос.казначейства ;  ; AU ; 24 ; ЛАВ-13 ; 578 
 4362 ; 10 лат ; 1940 ; Латвия ;  ;  ; 30 ; RusScat ; 465 
 4363 ; 10 лат ; 1933 ; Латвия ;  ;  ; 49 ; vasek ; 1224 
 4364 ; 25 лат ; 1928 ; Латвия ;  ;  ; 65 ; fantiki ; 847 
 4365 ; 100 лат ; 1939 ; Латвия ;  ; AU ; 58 ; vasek ; 1365 
 4366 ; Билет 15-й Всесоюзной лотереи ОСОАВИАХИМ. Цена 3 рубля ; 1941 ;  ;  ;  ; 77 ; 收集者 ; 318 
 4367 ; Лотерейный билет 25 рублей ; 1944 ;  ;  ;  ; 41 ; 4758 ; 279 
 4368 ; Лотерейный билет 25 рублей ; 1943 ;  ;  ;  ; 25 ; 4758 ; 204 
 4369 ; Лотерейный билет 3 рубля ; 1956 ;  ;  ;  ; 10 ; КРАЙ ; 88 
 4370 ; Лотерейный билет АВТОДОРА ; 1931 ;  ;  ;  ; 19 ; 收集者 ; 624 
 4371 ; Лотерейный билет 50 рублей ; 1944 ;  ;  ;  ; 12 ; joper69 ; 359 
 4372 ; Билет 15-й Всесоюзной лотереи ОСОАВИАХИМ. Цена 5 рублей ; 1941 ;  ;  ;  ; 37 ; 4758 ; 231 
 4373 ; Лот лотерейных билетов СССР: 8шт ;  ;  ;  ;  ; 83 ; potapov0 ; 148 
 4374 ; Билеты лотереи "Спринт". Образец. 10 шт ;  ;  ;  ;  ; 20 ; 21311 ; 474 
 4375 ; Облигация в 1000 рублей. 5% внутренний заем ; 1914 ;  ;  ;  ; 28 ; 542 ; 1019 
 4376 ; Облигация 25 рублей ; 1940 ;  ;  ;  ; 37 ; 4758 ; 340 
 4127 ; 10 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 24 ; 4758 ; 1487 
 4128 ; 10 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 25 ; novikoff12006 ; 2552 
 4129 ; 10 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 51 ; 4758 ; 1416 
 4130 ; 10 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 21 ; 4758 ; 1487 
 4131 ; 25 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 19 ; joper69 ; 2154 
 4132 ; 25 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 48 ; svv ; 2015 
 4133 ; 25 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 9 ; sergoizadlera ; 1858 
 4134 ; 50 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 18 ; kirkar ; 2459 
 4135 ; 50 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ; AU ; 27 ; kirkar ; 3570 
 4136 ; 100 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ; AU ; 21 ; 4758 ; 1023 
 4137 ; 100 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ; AU ; 16 ; dvoretsa ; 2662 
 4138 ; 100 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ; AU ; 24 ; kanzlei ; 2946 
 4139 ; 100 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 28 ; SlavA ; 2448 
 4140 ; 100 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 38 ; kanzlei ; 3520 
 4141 ; 100 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 17 ; kanzlei ; 2448 
 4142 ; 100 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 27 ; kanzlei ; 2928 
 4143 ; 500 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 25 ; dvoretsa ; 5157 
 4144 ; 1000 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 36 ; dvoretsa ; 5099 
 4145 ; 1000 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 30 ; kirkar ; 6720 
 4146 ; 5000 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ; AU ; 45 ; lvd ; 26010 
 4147 ; Облигация ; 1880 ;  ;  ;  ; 8 ; sikachai ; 259 
 4148 ; Облигация ; 1880 ;  ;  ;  ; 7 ; temichek ; 265 
 4149 ; Облигация ; 1906 ;  ;  ;  ; 8 ; sikachai ; 245 
 4150 ; Облигация ; 1889 ;  ;  ;  ; 5 ; sikachai ; 245 
 4301 ; Лот 2 шт. 100 и 500 рублей ; 1910,1912 ;  ;  ;  ; 30 ; Yashka ; 663 
 4302 ; 100 рублей. 2 шт ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 32 ; Четырехлистник ; 450 
 4303 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 39 ; Island ; 2550 
 4304 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 23 ; fantiki ; 204 
 4305 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; fantiki ; 255 
 4306 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 3 ; Greenfields ; 82 
 4307 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; Greenfields ; 82 
 4308 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; Ivanss ; 113 
 4309 ; 100 рублей ; 1918 ; 5% краткосрочное обязательство ;  ;  ; 31 ; ЛАВ-13 ; 692 
 4310 ; 3 рубля ; 1919 ;  ;  ;  ; 36 ; RusScat ; 1210 
 4311 ; 10000 рублей ; 1919 ;  ;  ;  ; 16 ; Ivanss ; 306 
 4312 ; 1000 рублей. Надрывы ; 1919 ;  ;  ;  ; 15 ; Калган ; 306 
 4313 ; 1000 рублей ; 1919 ;  ;  ;  ; 16 ; ignatovanton ; 380 
 4314 ; 500 рублей ; 1919 ;  ;  ;  ; 32 ; arsenich-s ; 227 
 4315 ; 50 рублей ; 1919 ;  ;  ;  ; 47 ; klop123 ; 262 
 4316 ; 25 рублей ; 1919 ;  ;  ;  ; 15 ; urs ; 918 
 4317 ; 10000 рублей ; 1919 ;  ;  ;  ; 43 ; rem16 ; 286 
 4318 ; 1000 рублей Главного командования вооруженными силами на Юге России ; 1919 ;  ;  ;  ; 22 ; аймир ; 313 
 4319 ; 100 рублей ; 1915 ; 4% билет гос.казначейства ;  ;  ; 25 ; 4758 ; 345 
 4320 ; 5 рублей ; 1918 ; Разменные знаки.Совнарком Терской республики ;  ;  ; 48 ; Виталий 64 ; 1486 
 4321 ; Бона 3 рубля г.Одесса ; 1917 ;  ;  ;  ; 82 ; gusar ; 551 
 4322 ; 25 рублей ; 1918 ; Денежный знак Дальне-Восточной республики ;  ;  ; 29 ; SANGOLD1 ; 815 
 4323 ; 3 рубля ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 18 ; ЛАВ-13 ; 561 
 4324 ; 5 рублей ; 1920 ; Азербайджан ;  ;  ; 19 ; unkas79 ; 618 
 4325 ; Бона 1 рубль. Екатеринбургского отд.гос.банка ; 1918 ;  ;  ;  ; 38 ; Виталий 64 ; 793 
 4326 ; Бона 3 рубля Хабаровский кооператив банк ; 1919 ;  ;  ;  ; 47 ; КРАЙ ; 884 
 4077 ; 2 доллара США ; 1935 ;  ;  ;  ; 46 ; garsn ; 152 
 4078 ; 5 рублей ; 1925 ; Гос.казначейские билеты СССР ;  ;  ; 34 ; ЛАВ-13 ; 563 
 4079 ; 50 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 13 ; Михаил_нов ; 143 
 4080 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 7 ; D.F.C. ; 92 
 4081 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 5 ; D.F.C. ; 92 
 4082 ; 100 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 18 ; nAsOnE ; 296 
 4083 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; D.F.C. ; 111 
 4084 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; D.F.C. ; 123 
 4085 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; andrets ; 126 
 4086 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 10 ; я8844 ; 45 
 4087 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; KYZIA ; 133 
 4088 ; 200 рублей ; 1919 ;  ;  ;  ; 32 ; RusScat ; 692 
 4089 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 21 ; Михаил_нов ; 100 
 4090 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 26 ; veektor ; 57 
 4091 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; D.F.C. ; 97 
 4092 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 5 ; D.F.C. ; 62 
 4093 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; klop123 ; 62 
 4094 ; Большая денежная лотерея Скобелевского комитета ; 1918 ;  ;  ;  ; 55 ; TelegRa ; 6426 
 4095 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; andrets ; 235 
 4096 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; Greenfields ; 477 
 4097 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; said ; 453 
 4098 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; Михаил_нов ; 306 
 4099 ; 500 рублей ; 1910 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; said ; 605 
 4100 ; 500 рублей ; 1910 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; Greenfields ; 448 
 4101 ; 1 копейка ; 1917 ; Деньги-марки ;  ; AU ; 28 ; arsenich-s ; 214 
 4102 ; 3 копейки ; 1915 ; Деньги-марки ;  ; AU ; 21 ; Greenfields ; 132 
 4103 ; 3 копейки ; 1915 ; Деньги-марки ;  ; AU ; 10 ; Greenfields ; 135 
 4104 ; 10 копеек ; 1915 ; Деньги-марки ;  ; AU ; 22 ; Komod ; 75 
 4105 ; 10 копеек ; 1915 ; Деньги-марки ;  ; AU ; 16 ; arsenich-s ; 109 
 4106 ; 15 копеек ; 1915 ; Деньги-марки ;  ; AU ; 10 ; gusar ; 102 
 4107 ; 15 копеек ; 1915 ; Деньги-марки ;  ; AU ; 18 ; Komod ; 67 
 4108 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ; AU ; 17 ; Калган ; 206 
 4109 ; 5 пенни ; 1919 ; Эстония ;  ; AU ; 14 ; okotv ; 273 
 4110 ; 50 копеек Юденич ; 1919 ;  ;  ; AU ; 67 ; Инвестор ; 1122 
 4111 ; 10 крон ; 1988 ;  ;  ; AU ; 18 ; sikachai ; 204 
 4112 ; 10 крон ; 1963 ;  ;  ; AU ; 16 ; sikachai ; 204 
 4113 ; 5 крон ; 1955 ;  ;  ; AU ; 14 ; sikachai ; 204 
 4114 ; 1000 лей ; 1998 ;  ;  ; AU ; 14 ; sikachai ; 101 
 4115 ; 1 марка ; 1963 ;  ;  ; AU ; 24 ; ек ; 63 
 4116 ; 100 рублей ; 1961 ;  ;  ; AU ; 24 ; sdfg ; 388 
 4117 ; 50 рублей ; 1961 ; билет ;  ; AU ; 43 ; rad22 ; 700 
 4118 ; 1000 рублей ; 1992 ; билет ;  ; AU ; 14 ; Jazzman ; 202 
 4119 ; 5000 рублей ; 1992 ; банкнота ;  ; AU ; 16 ; Jazzman ; 255 
 4120 ; 10000 рублей ; 1992 ; банкнота ;  ; AU ; 19 ; arsenich-s ; 563 
 4121 ; 10000 рублей ; 1992 ; банкнота ;  ; AU ; 24 ; gusar ; 551 
 4122 ; 1000 сум ; 2001 ; Узбекистан ;  ; AU ; 16 ; 收集者 ; 72 
 4123 ; 5 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 62 ; joper69 ; 2142 
 4124 ; 5 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 44 ; 4758 ; 1821 
 4125 ; 5 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 27 ; dvoretsa ; 2246 
 4126 ; 5 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ; AU ; 40 ; dvoretsa ; 2614 
 4021 ; Лот монет Финляндия (10шт) ; 1963-1981 ;  ; Al/Br ; VF+/XF ; 20 ; LAB-A ; 46 
 4022 ; Лот монет Франции (10шт) ; 1963-1997 ;  ; Al/Br ; VF/XF ; 14 ; gigajohn ; 59 
 4023 ; Лот монет Норвегии (10шт) ; 1974-1991 ;  ; Cu-Ni ; VF+/XF ; 29 ; chuk ; 31 
 4024 ; Лот монет Норвегии (10шт) ; 1961-1973 ;  ; Cu-Ni ; VF+/XF ; 35 ; Четырехлистник ; 57 
 4025 ; Лот монет Норвегии (8шт) ; 1961-1972 ;  ; Cu-Ni ; VF+/XF ; 19 ; rik ; 50 
 4026 ; Лот монет Норвегии (10шт) ; 1974-1990 ;  ; Cu-Ni ; VF-XF/XF ; 15 ; chuk ; 57 
 4027 ; Лот монет Великобритании (10шт) ; 1971-1981 ;  ; Br ; VF/VF+ ; 11 ; caiman67 ; 34 
 4028 ; Лот монет Швеции (9шт) ; 1967-1971 ;  ; Br ; VF+/VF-XF ; 9 ; brat52 ; 36 
 4029 ; Лот монет Франции (10шт) ; 1963-1998 ;  ; Al/Br ; VF+/XF ; 23 ; ВАНЬКА ; 51 
 4030 ; Лот монет Франции (10шт) ; 1963-1996 ;  ; Al/Br ; VF+/XF ; 9 ; caiman67 ; 41 
 4031 ; Лот монет Венгрии (12шт) ; 1993-2005 ;  ; Al/Br ; XF/XF+ ; 4 ; i.box ; 39 
 4032 ; Лот монет Бельгии (10шт) ; 1986-1987 ;  ; Al/Br ; VF/VF+ ; 7 ; brat52 ; 34 
 4033 ; Лот монет Германии: 6шт ; 1917-1921 ;  ; Zn ; F-VF/VF+ ; 15 ; Mike! ; 161 
 4034 ; Лот монет Германии: 3шт ; 1906-1917 ;  ; Cu-Ni,Fe ; F-VF/VF ; 7 ; Mike! ; 88 
 4035 ; Лот монет Украины (Владимир Великий): 1 гривна (6шт) ; 2005,2006 ;  ; Латунь ; XF-/XF ; 11 ; Мика ; 33 
 4036 ; Лот монет Украины (Владимир Великий): 1 гривна (6шт) ; 2005,2006 ;  ; Латунь ; XF-/XF ; 17 ; Четырехлистник ; 44 
 4037 ; Лот жетонов метрополитена (4шт) ;  ;  ; Ж/м, пластмасса ; VF/VF+ ; 15 ; melkiy ; 54 
 4038 ; Лот монет Франции (6шт) ; 1978-1993 ;  ; Cu/Ni,Al/Br ; VF+/XF ; 13 ; ASlab ; 75 
