 5952 ; Почтовая карточка ;  ;  ;  ;  ; 83 ; flutter ; 296 
 5976 ; Конверт со спецгашением. Финляндия "Общество защиты от туберкулёза" ;  ;  ;  ;  ; 32 ; doc2 ; 206 
 5977 ; Лот конвертов (2 штуки) 1984год "50 лет со дня рождения Юрия Гагарина" ;  ;  ;  ;  ; 14 ; Ratmen ; 207 
 5978 ; Лот конвертов со спецгашением (2 штуки, 1967год) ;  ;  ;  ;  ; 26 ; Ratmen ; 95 
 5979 ; Лот конвертов со спецгашением (3 штуки, 1965год) ;  ;  ;  ;  ; 23 ; Ratmen ; 125 
 5980 ; Лот конвертов со спецгашением (3 штуки) "40 лет ГВФ СССР" 1963год ;  ;  ;  ;  ; 6 ; Ratmen ; 148 
 5981 ; Лот конвертов со спецгашением  (2 штуки, 1958 год) ;  ;  ;  ;  ; 7 ; Ratmen ; 210 
 5982 ; Лот конвертов со спецгашением  (2 штуки, 1958 год) С перфорацией ;  ;  ;  ;  ; 5 ; Ratmen ; 210 
 5983 ; Лот конвертов со спецгашением  (2 штуки, 1958 год) ;  ;  ;  ;  ; 7 ; Ratmen ; 215 
 5984 ; Конверт со спецгашением (2 штуки) 112ая годовщина с Дня рождения В.И .Ленина , 1982 год ;  ;  ;  ;  ; 36 ; Ratmen ; 261 
 5985 ; Лот конвертов (2 штуки)+ почтовая карточка . Ломоносов , 1986год ;  ;  ;  ;  ; 7 ; lsk54 ; 102 
 5986 ; Лот конвертов (5 штук) "Научно-исследовательский флот СССР" 24.11.80 ;  ;  ;  ;  ; 14 ; Ratmen ; 146 
 5902 ; Лот почтовых карточек (3 штуки) Рим, Италия ;  ;  ;  ;  ; 27 ; кузяка ; 173 
 5903 ; Лот почтовых карточек (3 штуки) Ницца, Франция ;  ;  ;  ;  ; 18 ; кузяка ; 175 
 5904 ; Лот почтовых карточек (3 штуки)  Париж, Франция ;  ;  ;  ;  ; 68 ; doc2 ; 528 
 5905 ; Почтовая карточка В.М. Васнецовъ "Витязь на распутье" ;  ;  ;  ;  ; 9 ; Ratmen ; 80 
 5906 ; Почтовая карточка. Везувий И. Айвазовский ;  ;  ;  ;  ; 5 ; фрегат ; 57 
 5907 ; Почтовая карточка. "Цветы" Япония ;  ;  ;  ;  ; 3 ; aletta ; 16 
 5908 ; Почтовая карточка ;  ;  ;  ;  ; 9 ; Serjd ; 57 
 5909 ; Почтовая карточка ;  ;  ;  ;  ; 19 ; seer ; 47 
 5910 ; Почтовая карточка ;  ;  ;  ;  ; 18 ; Komposter ; 47 
 5911 ; Почтовая карточка ;  ;  ;  ;  ; 9 ; aletta ; 22 
 5912 ; Почтовая карточка. Шаляпинъ ;  ;  ;  ;  ; 10 ; Komposter ; 115 
 5913 ; Почтовая карточка с гашением 11 апреля 1904г ;  ;  ;  ;  ; 36 ; Ratmen ; 201 
 5914 ; Почтовая карточка. "Грешница" ;  ;  ;  ;  ; 27 ; Ratmen ; 122 
 5915 ; Почтовая карточка. Москва. Корридоръ въ Теремномъ Дворце ;  ;  ;  ;  ; 18 ; flutter ; 157 
 5916 ; Почтовая карточка ;  ;  ;  ;  ; 7 ; фрегат ; 57 
 5917 ; Почтовая карточка ;  ;  ;  ;  ; 60 ; кузяка ; 107 
 5918 ; Лот почтовых  фотокарточек (3 штуки) Ю.Гагарин ;  ;  ;  ;  ; 16 ; Ratmen ; 126 
 5919 ; Открытое письмо Россия (штамп Финляндия) ;  ;  ;  ;  ; 14 ; aletta ; 48 
 5920 ; Почтовая карточка до 1917 года ;  ;  ;  ;  ; 16 ; Ratmen ; 161 
 5921 ; Лот почтовых карточек (3 штуки) Ниагарский водопад ;  ;  ;  ;  ; 23 ; doc2 ; 100 
 5922 ; Лот почтовых карточек (3 штуки) Лондон ;  ;  ;  ;  ; 7 ; aletta ; 110 
 5923 ; Почтовая карточка "Съ праздникомъ св. Пасхи" ;  ;  ;  ;  ; 11 ; tpls ; 90 
 5924 ; Лот почтовых карточек (2 штуки) Берлин ;  ;  ;  ;  ; 66 ; doc2 ; 355 
 5925 ; Почтовая карточка. Германия 3й рейх ;  ;  ;  ;  ; 19 ; Ratmen ; 120 
 5926 ; Лот почтовых карточек (4 штуки) Париж ;  ;  ;  ;  ; 27 ; кузяка ; 215 
 5927 ; Почтовая карточка. Худ. Елизавета Бёмъ ;  ;  ;  ;  ; 14 ; Ratmen ; 277 
 5928 ; Почтовая карточка. Содомъ и Гомора ;  ;  ;  ;  ; 7 ; Ratmen ; 67 
 5929 ; Почтовая карточка "Къ венцу" ;  ;  ;  ;  ; 17 ; Ratmen ; 261 
 5930 ; Лот почтовых карточек со спецгашением  "1й групповой полёт в космос" 1962 год, 2 штуки ;  ;  ;  ;  ; 7 ; Ratmen ; 207 
 5931 ; Лот почтовых карточек (3 штуки) ;  ;  ;  ;  ; 9 ; Ratmen ; 46 
 5932 ; Почтовая карточка со спецгашением 29.09.1978года Польша ;  ;  ;  ;  ; 5 ; Dnestr ; 16 
 5933 ; Почтовая карточка. С Рохдеством ;  ;  ;  ;  ; 15 ; SWRUS ; 51 
 5934 ; Почтовая карточка. С рождеством ;  ;  ;  ;  ; 3 ; 333985 ; 16 
 5935 ; Почтовая карточка. Германия ;  ;  ;  ;  ; 9 ; 333985 ; 79 
 5936 ; Почтовая карточка. Германия ;  ;  ;  ;  ; 5 ; Mike!! ; 76 
 5937 ; Почтовая карточка. Волга ;  ;  ;  ;  ; 19 ; flutter ; 243 
 5938 ; Почтовая карточка. Волга ;  ;  ;  ;  ; 13 ; flutter ; 233 
 5939 ; Почтовая карточка. Волга ;  ;  ;  ;  ; 13 ; flutter ; 233 
 5940 ; Почтовая карточка. Волга ;  ;  ;  ;  ; 14 ; flutter ; 248 
 5941 ; Почтовая карточка. Волга ;  ;  ;  ;  ; 15 ; flutter ; 248 
 5942 ; Почтовая карточка. Волга ;  ;  ;  ;  ; 14 ; flutter ; 233 
 5943 ; Почтовая карточка. Волга ;  ;  ;  ;  ; 12 ; flutter ; 271 
 5944 ; Почтовая карточка. Волга ;  ;  ;  ;  ; 11 ; кузяка ; 169 
 5945 ; Почтовая карточка ;  ;  ;  ;  ; 25 ; Ratmen ; 131 
 5946 ; Почтовая карточка ;  ;  ;  ;  ; 13 ; doc2 ; 220 
 5947 ; Почтовая карточка ;  ;  ;  ;  ; 17 ; Terem ; 31 
 5948 ; Почтовая карточка ;  ;  ;  ;  ; 5 ; Ratmen ; 133 
 5949 ; Почтовая карточка ;  ;  ;  ;  ; 7 ; фрегат ; 45 
 5950 ; Почтовая карточка ;  ;  ;  ;  ; 7 ; фрегат ; 45 
 5951 ; Почтовая карточка ;  ;  ;  ;  ; 6 ; кузяка ; 80 
 5852 ; Почтовая карточка "В школу!" ;  ;  ;  ;  ; 15 ; себер ; 36 
 5853 ; Почтовая карточка "На охоте" 1956г ;  ;  ;  ;  ; 9 ; SER 888 ; 15 
 5854 ; Почтовая карточка ;  ;  ;  ;  ; 20 ; val_diver ; 22 
 5855 ; Почтовая карточка ;  ;  ;  ;  ; 9 ; look12 ; 32 
 5856 ; Почтовая карточка. Париж ;  ;  ;  ;  ; 7 ; контраст ; 57 
 5857 ; Почтовая карточка ;  ;  ;  ;  ; 8 ; RAPAN ; 82 
 5858 ; Почтовая карточка до 1917 года "Шаляпинъ" ;  ;  ;  ;  ; 16 ; doc2 ; 421 
 5859 ; Почтовая карточка до 1917 года "Золото" ;  ;  ;  ;  ; 19 ; cr2952 ; 67 
 5860 ; Почтовая карточка до 1917 года "Сцена изъ произведения Э.Зола" ;  ;  ;  ;  ; 10 ; фрегат ; 31 
 5861 ; Почтовая карточка до 1917 года "Сумерки" ;  ;  ;  ;  ; 5 ; tpls ; 67 
 5862 ; Почтовая карточка до 1917 года "Глубокая скорбь" ;  ;  ;  ;  ; 13 ; Hivskiy ; 67 
 5863 ; Почтовая карточка до 1917 года "Данте и Беатрисе" ;  ;  ;  ;  ; 11 ; фрегат ; 31 
 5864 ; Почтовая карточка до 1917 года "Данте и Беатрисе" ;  ;  ;  ;  ; 13 ; Hivskiy ; 57 
 5865 ; Почтовая карточка до 1917 года "По полуночи" ;  ;  ;  ;  ; 11 ; Hivskiy ; 46 
 5866 ; Почтовая карточка до 1917 года "Вечеринка" ;  ;  ;  ;  ; 9 ; фрегат ; 31 
 5867 ; Почтовая карточка до 1917 года "За недоимку" ;  ;  ;  ;  ; 7 ; Ratmen ; 67 
 5868 ; Почтовая карточка до 1917 года "На охоте" ;  ;  ;  ;  ; 13 ; фрегат ; 16 
 5869 ; Почтовая карточка до 1917 года "Нерон въ Колизее" ;  ;  ;  ;  ; 12 ; фрегат ; 51 
 5870 ; Почтовая карточка до 1917 года "Блудная жена" ;  ;  ;  ;  ; 8 ; фрегат ; 46 
 5871 ; Почтовая карточка до 1917 года "Смерть Нерона" ;  ;  ;  ;  ; 7 ; фрегат ; 51 
 5872 ; Почтовая карточка до 1917 года "Вечерняя молитва" ;  ;  ;  ;  ; 7 ; фрегат ; 16 
 5873 ; Почтовая карточка до 1917 года "Морозъ - разладъ" ;  ;  ;  ;  ; 12 ; фрегат ; 48 
 5874 ; Почтовая карточка до 1917 года "Ворожея цыганка" ;  ;  ;  ;  ; 17 ; фрегат ; 28 
 5875 ; Почтовая карточка до 1917 года "Приездъ жениха" ;  ;  ;  ;  ; 13 ; Ratmen ; 67 
 5876 ; Почтовая карточка до 1917 года "Таетъ - примирение" ;  ;  ;  ;  ; 15 ; look12 ; 46 
 5877 ; Почтовая карточка до 1917 года "Гибель боговъ" ;  ;  ;  ;  ; 7 ; фрегат ; 24 
 5878 ; Почтовая карточка до 1917 года "Урокъ танцевъ" ;  ;  ;  ;  ; 4 ; фрегат ; 37 
 5879 ; Фотокарточка до 1917 года ;  ;  ;  ;  ; 9 ; val_diver ; 23 
 5880 ; Фотокарточка до 1917 года (на снимке казаки Кубанского казачьего войска) ;  ;  ;  ;  ; 31 ; doc2 ; 4000 
 5881 ; Почтовая карточка с гашением (30.07.1929 Таллин) ;  ;  ;  ;  ; 24 ; Блюхер ; 24 
 5882 ; Почтовая карточка. Кивачъ ;  ;  ;  ;  ; 12 ; doc2 ; 247 
 5883 ; Почтовая карточка. Водопад "Учанъ-су" ;  ;  ;  ;  ; 49 ; Dnestr ; 67 
 5884 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 3 ; Komposter ; 36 
 5885 ; Почтовая карточка. Нарва ;  ;  ;  ;  ; 7 ; Ratmen ; 72 
 5886 ; Почтовая карточка. Ялта с северо-восточной стороны ;  ;  ;  ;  ; 24 ; RAPAN ; 101 
 5887 ; Почтовая карточка. Киевъ ;  ;  ;  ;  ; 7 ; masterOk ; 66 
 5888 ; Почтовая карточка до 1917 года "Царь Иоаннъ Грозный любуется Василисою Мелентьевою" ;  ;  ;  ;  ; 5 ; фрегат ; 60 
 5889 ; Почтовая карточка до 1917 года "Царь Иоаннъ Грозный и сынъ его Иванъ" ;  ;  ;  ;  ; 7 ; Komposter ; 67 
 5890 ; Почтовая карточка до 1917 года ;  ;  ;  ;  ; 10 ; фрегат ; 57 
 5891 ; Почтовая карточка до 1917 года "Голова цыганского мальчика" ;  ;  ;  ;  ; 15 ; cr2952 ; 102 
 5892 ; Почтовая карточка до 1917 года "У тихой пристани" ;  ;  ;  ;  ; 9 ; Ratmen ; 67 
 5893 ; Почтовая карточка до 1917 года "Снегъ выпалъ въ Сентябре" ;  ;  ;  ;  ; 9 ; искатель чита ; 65 
 5894 ; Почтовая карточка. Финляндия 1941 год ;  ;  ;  ;  ; 19 ; attila375 ; 591 
 5895 ; Почтовая карточка. Финляндия 1941 год ;  ;  ;  ;  ; 36 ; Ok203 ; 1001 
 5896 ; Почтовая карточка. Финляндия 1943 год, полевая почта ;  ;  ;  ;  ; 9 ; Sky2 ; 227 
 5897 ; Почтовая карточка ;  ;  ;  ;  ; 21 ; Terem ; 119 
 5898 ; Почтовая карточка. Босфоръ ;  ;  ;  ;  ; 23 ; aletta ; 88 
 5899 ; Почтовая карточка. Мозжухинъ ;  ;  ;  ;  ; 7 ; Норман ; 77 
 5900 ; Почтовая карточка. Кошки ;  ;  ;  ;  ; 5 ; фрегат ; 57 
 5901 ; Почтовая карточка. Любопытство ;  ;  ;  ;  ; 7 ; фрегат ; 56 
 5802 ; Почтовая карточка. Христос Воскрес ;  ;  ;  ;  ; 23 ; 333985 ; 57 
 5803 ; Почтовая карточка. Христос Воскрес ;  ;  ;  ;  ; 3 ; 333985 ; 159 
 5804 ; Почтовая карточка. Христос Воскрес ;  ;  ;  ;  ; 3 ; 333985 ; 204 
 5805 ; Почтовая карточка. Гагры ;  ;  ;  ;  ; 3 ; гудзон ; 46 
 5806 ; Почтовая карточка. Гагры ;  ;  ;  ;  ; 3 ; гудзон ; 47 
 5807 ; Почтовая карточка. Гагры ;  ;  ;  ;  ; 7 ; Dnestr ; 80 
 5808 ; Почтовая карточка. Гагры ;  ;  ;  ;  ; 13 ; фрегат ; 79 
 5809 ; Почтовая карточка. Красная поляна ;  ;  ;  ;  ; 7 ; flutter ; 123 
 5810 ; Почтовая карточка. Красная поляна ;  ;  ;  ;  ; 9 ; von_Schwarz ; 70 
 5811 ; Почтовая карточка. Красная поляна ;  ;  ;  ;  ; 13 ; flutter ; 123 
 5812 ; Почтовая карточка. Красная поляна ;  ;  ;  ;  ; 9 ; von_Schwarz ; 70 
 5813 ; Почтовая карточка. Красная поляна ;  ;  ;  ;  ; 11 ; flutter ; 186 
 5814 ; Почтовая карточка. Красная поляна ;  ;  ;  ;  ; 5 ; von_Schwarz ; 70 
 5815 ; Почтовая карточка. Красная поляна ;  ;  ;  ;  ; 8 ; von_Schwarz ; 80 
 5816 ; Почтовая карточка ;  ;  ;  ;  ; 13 ; кузяка ; 80 
 5817 ; Почтовая карточка ;  ;  ;  ;  ; 27 ; doc2 ; 339 
 5818 ; Почтовая карточка ;  ;  ;  ;  ; 7 ; фрегат ; 64 
 5819 ; Почтовая карточка ;  ;  ;  ;  ; 9 ; магаз ; 46 
 5820 ; Почтовая карточка ;  ;  ;  ;  ; 17 ; фрегат ; 64 
 5821 ; Почтовая карточка ;  ;  ;  ;  ; 11 ; магаз ; 57 
 5822 ; Почтовая карточка ;  ;  ;  ;  ; 9 ; Ratmen ; 101 
 5823 ; Почтовая карточка ;  ;  ;  ;  ; 7 ; гудзон ; 159 
 5824 ; Почтовая карточка ;  ;  ;  ;  ; 11 ; Ratmen ; 101 
 5825 ; Почтовая карточка ;  ;  ;  ;  ; 13 ; фрегат ; 64 
 5826 ; Почтовая карточка ;  ;  ;  ;  ; 11 ; фрегат ; 64 
 5827 ; Почтовая карточка ;  ;  ;  ;  ; 9 ; Ratmen ; 101 
 5828 ; Почтовая карточка ;  ;  ;  ;  ; 9 ; фрегат ; 64 
 5829 ; Почтовая карточка ;  ;  ;  ;  ; 13 ; Ratmen ; 101 
 5830 ; Почтовая карточка ;  ;  ;  ;  ; 9 ; Ratmen ; 101 
 5831 ; Почтовая карточка ;  ;  ;  ;  ; 11 ; Ratmen ; 101 
 5832 ; Почтовая карточка ;  ;  ;  ;  ; 15 ; фрегат ; 64 
 5833 ; Почтовая карточка ;  ;  ;  ;  ; 9 ; Ratmen ; 101 
 5834 ; Почтовая карточка ;  ;  ;  ;  ; 13 ; Ratmen ; 101 
 5835 ; Почтовая карточка ;  ;  ;  ;  ; 9 ; фрегат ; 45 
 5836 ; Почтовая карточка ;  ;  ;  ;  ; 13 ; look12 ; 72 
 5837 ; Почтовая карточка ;  ;  ;  ;  ; 32 ; Блюхер ; 66 
 5838 ; Почтовая карточка ;  ;  ;  ;  ; 7 ; doc2 ; 221 
 5839 ; Почтовая карточка ;  ;  ;  ;  ; 9 ; Ratmen ; 101 
 5840 ; Почтовая карточка ;  ;  ;  ;  ; 7 ; Ratmen ; 101 
 5841 ; Почтовая карточка ;  ;  ;  ;  ; 7 ; магаз ; 47 
 5842 ; Почтовая карточка. Теплоход "Эстония" ;  ;  ;  ;  ; 7 ; Dnestr ; 18 
 5843 ; Почтовая карточка "Прерванное обручение" 1930г ;  ;  ;  ;  ; 3 ; Ratmen ; 23 
 5844 ; Почтовая карточка "Аттестат зрелости" 1960г ;  ;  ;  ;  ; 43 ; Ceregga ; 340 
 5845 ; Почтовая карточка ;  ;  ;  ;  ; 5 ; Краснодар ; 22 
 5846 ; Лот почтовых карточек (6 штук, 1955 год) Буратино ;  ;  ;  ;  ; 15 ; фрегат ; 88 
 5847 ; Почтовая карточка (Выборг) ;  ;  ;  ;  ; 12 ; фрегат ; 38 
 5848 ; Почтовая карточка "Съ Новымъ годомъ" с гашением 31.12.26 ;  ;  ;  ;  ; 21 ; Ceregga ; 101 
 5849 ; Лот почтовых карточек "Paris" 4 штуки ;  ;  ;  ;  ; 40 ; doc2 ; 657 
 5850 ; Лот почтовых карточек (фотокарточки 2 штуки) ;  ;  ;  ;  ; 32 ; flutter ; 281 
 5851 ; Лот почтовых карточек (фотокарточки кораблей 2 штуки) ;  ;  ;  ;  ; 24 ; flutter ; 306 
 5671 ; Лот бон Германии. 2 шт ;  ;  ;  ;  ; 5 ; MKT ; 42 
 5672 ; Лот бон Индии. 3 шт ;  ;  ;  ;  ; 27 ; SpAi ; 453 
 5673 ; Лот бон иностранных. 3 шт ;  ;  ;  ;  ; 23 ; alov ; 261 
 5674 ; Лот купонов ОТЗ. 4 шт ;  ;  ;  ;  ; 22 ; бонофил ; 139 
 5675 ; Лот бон Венгрии. 3 шт ;  ;  ;  ;  ; 9 ; alov ; 129 
 5676 ; Лот бон Румынии. 3 шт ;  ;  ;  ;  ; 22 ; alesjane ; 156 
 5677 ; Лот бон Монголии. 4 шт ;  ;  ;  ;  ; 15 ; wwi.i ; 138 
 5678 ; Лот бон КНДР. 2 шт ;  ;  ;  ; AU ; 12 ; alov ; 129 
 5679 ; Лот бон иностранных. 4 шт ;  ;  ;  ;  ; 7 ; SER 888 ; 70 
 5680 ; Лот бон Белоруссии. 5 шт ;  ;  ;  ;  ; 7 ; historian ; 48 
 5681 ; Лот бон иностранных. 4 шт ;  ;  ;  ;  ; 7 ; MUNGO ; 33 
 5682 ; Лот бон иностранных. 4 шт ;  ;  ;  ;  ; 13 ; alov ; 122 
 5683 ; Лот бон иностранных. 3 шт ;  ;  ;  ;  ; 21 ; прохожий ; 2732 
 5684 ; Лот бон Германии. 2 шт ;  ;  ;  ;  ; 25 ; Sinbad69 ; 521 
 5685 ; Лот бон Белоруссии. 11 шт ;  ;  ;  ;  ; 9 ; pelmen761 ; 351 
 5686 ; Лот бон Германии. 3 шт ;  ;  ;  ;  ; 7 ; SER 888 ; 77 
 5687 ; Лот бон Венгрии. 2 шт ;  ;  ;  ;  ; 25 ; Вадим Скифский ; 132 
 5688 ; Лот бон Венгрии. 2 шт ;  ;  ;  ;  ; 7 ; Вадим Скифский ; 82 
 5689 ; Лот бон Венгрии. 2 шт ;  ;  ;  ;  ; 5 ; SER 888 ; 62 
 5690 ; Лот бон Венгрии. 2 шт ;  ;  ;  ;  ; 7 ; Вадим Скифский ; 82 
 5691 ; Лот бон Германии. 2 шт ; 1910 ;  ;  ;  ; 7 ; Вадим Скифский ; 82 
 5692 ; Лот бон Германии. 3 шт ;  ;  ;  ;  ; 12 ; smel ; 181 
 5693 ; Лот бон иностранных. 5 шт ;  ;  ;  ; AU ; 15 ; maks1 ; 189 
 5694 ; Лот бон иностранных. 5 шт ;  ;  ;  ; AU ; 21 ; Один54 ; 155 
 5695 ; Лот бон иностранных. 3 шт ;  ;  ;  ; AU ; 10 ; Один54 ; 89 
 5696 ; Лот бон иностранных. 8 шт ;  ;  ;  ;  ; 19 ; SpAi ; 337 
 5697 ; Лот бон Бразилии. 3 шт ;  ;  ;  ;  ; 7 ; Вадим Скифский ; 97 
 5698 ; Лот бон Лаоса. 5 шт ;  ;  ;  ; AU ; 11 ; 958 ; 126 
 5699 ; Лот бон Аргентины. 4 шт ;  ;  ;  ; AU ; 13 ; semennurspb ; 189 
 5700 ; Лот бон Аргентины. 4 шт ;  ;  ;  ; AU ; 16 ; wwi.i ; 218 
 5701 ; Лот бон Британской армии. 5 шт ;  ;  ;  ; AU ; 34 ; Lfb3 ; 331 
 5702 ; Лот бон Германии. 3 шт ;  ;  ;  ;  ; 10 ; smel ; 155 
 5703 ; Лот бон Германии. 4 шт ;  ;  ;  ;  ; 15 ; Вадим Скифский ; 157 
 5704 ; Лот нотгельдов. 4 шт ;  ;  ;  ;  ; 16 ; Ok203 ; 227 
 5705 ; Лот нотгельдов. 6 шт ;  ;  ;  ;  ; 16 ; FonPaul ; 388 
 5706 ; Лот нотгельдов. Германия. 4 шт ;  ;  ;  ;  ; 14 ; Ok203 ; 261 
 5707 ; Лот нотгельдов. Германия. 2 шт ; 1921 ;  ;  ;  ; 20 ; sos1 ; 216 
 5708 ; Лот нотгельдов. Германия. 3 шт ;  ;  ;  ;  ; 17 ; Ok203 ; 255 
 5709 ; Лот нотгельдов. Германия. 2 шт ; 1921 ;  ;  ;  ; 21 ; sos1 ; 261 
 5710 ; Лот нотгельдов. Германия. 3 шт ;  ;  ;  ;  ; 23 ; Ok203 ; 208 
 5711 ; Лот нотгельдов. Германия. 3 шт ; 1921 ;  ;  ;  ; 29 ; to-to ; 210 
 5712 ; Лот нотгельдов. Германия. 5 шт ; 1921 ;  ;  ;  ; 16 ; Ok203 ; 298 
 5713 ; Лот нотгельдов. Германия. 3 шт ; 1921 ;  ;  ;  ; 15 ; Ok203 ; 352 
 5714 ; Лот нотгельдов. Германия. 3 шт ; 1920 ;  ;  ;  ; 16 ; Ok203 ; 202 
 5715 ; Лот нотгельдов. Германия. 3 шт ; 1921 ;  ;  ;  ; 14 ; Ok203 ; 214 
 5716 ; Лот нотгельдов ( 100шт.) ;  ;  ;  ;  ; 19 ; Ok203 ; 3468 
 5717 ; Лот нотгельдов ( 100шт.) ;  ;  ;  ;  ; 21 ; Ok203 ; 3468 
 5718 ; Лот нотгельдов. 100 шт ;  ;  ;  ;  ; 27 ; Ok203 ; 3400 
 5800 ; Почтовая карточка. Христос Воскрес ;  ;  ;  ;  ; 9 ; 333985 ; 227 
 5801 ; Почтовая карточка. Христос Воскрес ;  ;  ;  ;  ; 7 ; 333985 ; 114 
 5621 ; 2,5 рупии. Индонезия ;  ;  ;  ; AU ; 17 ; SpAi ; 54 
 5622 ; 1 рупия. Индонезия ;  ;  ;  ; AU ; 24 ; Один54 ; 51 
 5623 ; 10 драхм. Греция ; 1944 ;  ;  ;  ; 15 ; dimon-2007 ; 191 
 5624 ; 2000 драхм. Греция ; 1944 ;  ;  ;  ; 7 ; Рубчик ; 77 
 5625 ; 500 драхм. Греция ; 1944 ;  ;  ;  ; 11 ; maner73 ; 216 
 5626 ; 1000000 драхм. Греция ; 1944 ;  ;  ;  ; 19 ; torus72 ; 301 
 5627 ; 100 драхм. Греция ; 1978 ;  ;  ; AU ; 26 ; нет (пpевышен) ; 303 
 5628 ; 500 драхм. Греция ; 1983 ;  ;  ; AU ; 28 ; нет (пpевышен) ; 393 
 5629 ; 50 лат. Латвия ; 1934 ;  ;  ;  ; 15 ; Виктор Михайлович ; 267 
 5630 ; 10 марок. Германия ;  ;  ;  ;  ; 14 ; taa ; 102 
 5631 ; 5 марок. Германия ; 1919 ;  ;  ;  ; 5 ; Exctas ; 100 
 5632 ; 10 марок. Германия ; 1919 ;  ;  ;  ; 35 ; Виктор Михайлович ; 143 
 5633 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 7 ; Jon Snow ; 68 
 5634 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 7 ; Jon Snow ; 79 
 5635 ; 20000 украинских карбованцев ; 1995 ; Украина Купон ;  ;  ; 19 ; Ratmen ; 227 
 5636 ; 20000 украинских карбованцев ; 1996 ; Украина Купон ;  ;  ; 35 ; Ratmen ; 487 
 5637 ; 1000000 украинских карбованцев ; 1995 ;  ;  ;  ; 30 ; carre ; 542 
 5638 ; 5000 купонов. Украина ; 1993 ;  ;  ; AU ; 27 ; Один54 ; 88 
 5639 ; 5000000 рублей. Беларусь ; 1999 ;  ;  ; AU ; 27 ; to-to ; 12500 
 5640 ; 5000 франков. Мали ; 1960 ;  ;  ;  ; 68 ; to-to ; 4337 
 5641 ; 10 крон. Дания ; 1972 ;  ;  ;  ; 5 ; Mike!! ; 123 
 5642 ; 100 гульденов. Сурина ;  ;  ;  ; AU ; 7 ; Vulnerable ; 41 
 5643 ; 1000 гульденов. Сурина ;  ;  ;  ; AU ; 62 ; SpAi ; 759 
 5644 ; 100 гульденов. Сурина ;  ;  ;  ; AU ; 38 ; SpAi ; 428 
 5645 ; 10 гульденов. Сурина ;  ;  ;  ; AU ; 41 ; SpAi ; 134 
 5646 ; 10 гульденов. Сурина ;  ;  ;  ; AU ; 13 ; птичка16 ; 101 
 5647 ; 5 гульденов. Сурина ;  ;  ;  ; AU ; 47 ; Максимилиан ; 112 
 5648 ; 100 гульденов. Нидерланды ; 1970 ;  ;  ;  ; 36 ; malva2 ; 1600 
 5649 ; 1/2 гульдена. Нидерланды ; 1943 ;  ;  ;  ; 12 ; malva2 ; 179 
 5650 ; Бона иностранная. Германия ; 1921 ;  ;  ;  ; 7 ; 2128508 ; 66 
 5651 ; Бона иностранная. Германия ; 1921 ;  ;  ;  ; 13 ; smel ; 164 
 5652 ; Бона иностранная. Германия ; 1920 ;  ;  ;  ; 11 ; to-to ; 66 
