 5974 ; КПД. Италия "Олимпийские игры" ; 1960 ;  ;  ;  ; 74 ; doc2 ; 1247 
 5915 ; Почтовая карточка до 1917 года. Уралъ ;  ;  ;  ;  ; 11 ; птичка16 ; 404 
 5916 ; Почтовая карточка до 1917 года. Уралъ ;  ;  ;  ;  ; 12 ; птичка16 ; 404 
 5917 ; Почтовая карточка до 1917 года. Уралъ ;  ;  ;  ;  ; 17 ; птичка16 ; 199 
 5918 ; Почтовая карточка до 1917 года. Уралъ ;  ;  ;  ;  ; 6 ; dimass70 ; 128 
 5919 ; Почтовая карточка до 1917 года. Уралъ ;  ;  ;  ;  ; 11 ; птичка16 ; 404 
 5920 ; Почтовая карточка до 1917 года. Уралъ ;  ;  ;  ;  ; 17 ; птичка16 ; 201 
 5921 ; Почтовая карточка до 1917 года. Уралъ ;  ;  ;  ;  ; 6 ; dimass70 ; 128 
 5922 ; Почтовая карточка до 1917 года. Уралъ ;  ;  ;  ;  ; 13 ; птичка16 ; 404 
 5923 ; Почтовая карточка до 1917 года. Уралъ ;  ;  ;  ;  ; 11 ; птичка16 ; 404 
 5824 ; Почтовая карточка. Одесса ;  ;  ;  ;  ; 19 ; бриз33 ; 48 
 5825 ; Почтовая карточка. Одесса ;  ;  ;  ;  ; 5 ; бриз33 ; 48 
 5826 ; Почтовая карточка. Одесса ;  ;  ;  ;  ; 5 ; бриз33 ; 48 
 5827 ; Почтовая карточка. Одесса ;  ;  ;  ;  ; 2 ; бриз33 ; 48 
 5828 ; Почтовая карточка. Одесса ;  ;  ;  ;  ; 5 ; бриз33 ; 48 
 5829 ; Почтовая карточка. Одесса ;  ;  ;  ;  ; 5 ; бриз33 ; 48 
 5830 ; Почтовая карточка. Одесса ;  ;  ;  ;  ; 5 ; бриз33 ; 43 
 5831 ; Почтовая карточка. Одесса ;  ;  ;  ;  ; 7 ; бриз33 ; 48 
 5832 ; Почтовая карточка. Павловск ;  ;  ;  ;  ; 30 ; ВЕПРЬ ; 159 
 5833 ; Почтовая карточка. Павловск ;  ;  ;  ;  ; 5 ; flutter ; 233 
 5834 ; Почтовая карточка. Старая русса ;  ;  ;  ;  ; 7 ; SWRUS ; 159 
 5835 ; Почтовая карточка. Н. Новгород ;  ;  ;  ;  ; 5 ; гномр ; 115 
 5836 ; Почтовая карточка. Мост ;  ;  ;  ;  ; 13 ; gelo ; 171 
 5837 ; Почтовая карточка. Урал ;  ;  ;  ;  ; 37 ; flutter ; 561 
 5838 ; Почтовая карточка. Байкал ;  ;  ;  ;  ; 46 ; BF109i ; 384 
 5839 ; Почтовая карточка. Байкал ;  ;  ;  ;  ; 47 ; flutter ; 510 
 5840 ; Почтовая карточка. Байкал ;  ;  ;  ;  ; 50 ; BF109i ; 400 
 5841 ; Почтовая карточка. Байкал ;  ;  ;  ;  ; 53 ; BF109i ; 400 
 5842 ; Почтовая карточка. Песня ;  ;  ;  ;  ; 11 ; Gin2268 ; 126 
 5843 ; Почтовая карточка. Худ. Каразин ;  ;  ;  ;  ; 24 ; Komposter ; 228 
 5844 ; Почтовая карточка. Худ. Каразин ;  ;  ;  ;  ; 34 ; Komposter ; 273 
 5845 ; Почтовая карточка. Худ. Каразин ;  ;  ;  ;  ; 58 ; Komposter ; 352 
 5846 ; Почтовая карточка. Худ. Каразин ;  ;  ;  ;  ; 42 ; Komposter ; 283 
 5847 ; Почтовая карточка. Е. Бем ;  ;  ;  ;  ; 22 ; doc2 ; 1000 
 5848 ; Почтовая карточка. Е. Бем ;  ;  ;  ;  ; 24 ; doc2 ; 1301 
 5849 ; Почтовая карточка. Е. Бем ;  ;  ;  ;  ; 18 ; doc2 ; 1000 
 5850 ; Почтовая карточка. Е. Бем ;  ;  ;  ;  ; 30 ; doc2 ; 1000 
 5851 ; Почтовая карточка. 1 мировая война ;  ;  ;  ;  ; 15 ; stenV ; 239 
 5852 ; Почтовая карточка. 1 мировая война ;  ;  ;  ;  ; 12 ; гномр ; 228 
 5853 ; Почтовая карточка. Мария Павловна и кор. Швеции ;  ;  ;  ;  ; 9 ; aa_ras ; 152 
 5854 ; Почтовая карточка. Голицын ;  ;  ;  ;  ; 11 ; Komposter ; 123 
 5855 ; Почтовая карточка. Левицкий ;  ;  ;  ;  ; 6 ; Komposter ; 101 
 5856 ; Почтовая карточка. Бухвостов ;  ;  ;  ;  ; 5 ; Komposter ; 101 
 5857 ; Почтовая карточка. Грейг ;  ;  ;  ;  ; 5 ; Komposter ; 101 
 5858 ; Почтовая карточка. Кн. Гагарина ;  ;  ;  ;  ; 16 ; Komposter ; 169 
 5859 ; Почтовая карточка. Кн. Трубецкая ;  ;  ;  ;  ; 11 ; Komposter ; 129 
 5860 ; Почтовая карточка. Кн. Анна Петровна ;  ;  ;  ;  ; 7 ; Komposter ; 101 
 5861 ; Почтовая карточка. Екатерина ;  ;  ;  ;  ; 36 ; Komposter ; 305 
 5862 ; Почтовая карточка. Смотр ;  ;  ;  ;  ; 9 ; бриз33 ; 79 
 5863 ; Почтовая карточка. Собака ;  ;  ;  ;  ; 7 ; sony ; 50 
 5864 ; Почтовая карточка. Собака ;  ;  ;  ;  ; 8 ; бриз33 ; 9 
 5865 ; Почтовая карточка. Собака ;  ;  ;  ;  ; 46 ; sony ; 189 
 5866 ; Почтовая карточка. Собака ;  ;  ;  ;  ; 10 ; Ratmen ; 101 
 5867 ; Почтовая карточка. Собака ;  ;  ;  ;  ; 3 ; Dnestr ; 48 
 5868 ; Почтовая карточка. Собака ;  ;  ;  ;  ; 20 ; Ratmen ; 128 
 5869 ; Почтовая карточка. Псков ;  ;  ;  ;  ; 11 ; Ratmen ; 123 
 5870 ; Почтовая карточка. Петроград ;  ;  ;  ;  ; 17 ; фрегат ; 152 
 5871 ; Почтовая карточка. ( Лот 6шт.) ;  ;  ;  ;  ; 11 ; nikolas13 ; 266 
 5872 ; Почтовая карточка. ( Лот 6шт.) ;  ;  ;  ;  ; 5 ; nikolas13 ; 215 
 5873 ; Почтовая карточка. ( Лот 6шт.) ;  ;  ;  ;  ; 7 ; nikolas13 ; 225 
 5633 ; Лот бон Омана. (3 шт.) ;  ;  ;  ;  ; 20 ; orlov2015 ; 561 
 5634 ; Лот купонов Германии. (6 шт.) ;  ;  ;  ;  ; 15 ; 2128508 ; 187 
 5635 ; Лот бон Германии. (3 шт.) ;  ;  ;  ;  ; 17 ; BF109i ; 227 
 5636 ; Лот бон Германии. (2 шт.) ;  ;  ;  ;  ; 9 ; С улыбкой по жизни ; 123 
 5637 ; Лот бон Польши. (2 шт.) ;  ;  ;  ;  ; 27 ; nvv ; 444 
 5638 ; Лот бон Германии. (2 шт.) ;  ;  ;  ;  ; 31 ; Виктор Михайлович ; 432 
 5639 ; Лот бон Югославии. (3 шт.) ;  ;  ;  ; AU ; 11 ; KatekAviator ; 102 
 5640 ; Лот бон Кубы. (3 шт.) ;  ;  ;  ;  ; 20 ; Capt2 ; 169 
 5641 ; Лот бон Египта. (3 шт.) ;  ;  ;  ;  ; 26 ; Моряк-собиратель ; 476 
 5642 ; Лот бон иностранных. (4 шт.) ;  ;  ;  ;  ; 5 ; Jon Snow ; 180 
 5643 ; Лот бон Австрии (4 шт.) ;  ;  ;  ; AU ; 25 ; murew ; 267 
 5644 ; Лот бон Германии. (5 шт.) ;  ;  ;  ;  ; 25 ; pref ; 484 
 5645 ; Лот бон Германии. (2 шт.) ;  ;  ;  ;  ; 22 ; 1357 ; 203 
 5646 ; Лот бон Франции. (2 шт.) ;  ;  ;  ;  ; 34 ; Thanks ; 717 
 5647 ; Лот бон Франции. (2 шт.) ;  ;  ;  ;  ; 5 ; 2128508 ; 239 
 5648 ; Лот бон Японской оккупации. (5 шт.) ;  ;  ;  ;  ; 25 ; ястреб ; 394 
 5649 ; Лот нотгельдов ( 7шт.) ;  ;  ;  ;  ; 13 ; STANDART ; 225 
 5650 ; Лот нотгельдов Германии. (7 шт.) ;  ;  ;  ;  ; 16 ; lenohota ; 306 
 5651 ; Лот нотгельдов Германии. (3 шт.) ;  ;  ;  ;  ; 15 ; Ssid ; 169 
 5652 ; Нотгельд. Дания ;  ;  ;  ;  ; 28 ; Майкл ; 231 
 5653 ; Нотгельд. Дания ;  ;  ;  ;  ; 25 ; Виктор Михайлович ; 227 
 5654 ; Нотгельд. Дания ;  ;  ;  ;  ; 25 ; varelgi ; 272 
 5655 ; Лот нотгельдов Германии. (4 шт.) ;  ;  ;  ;  ; 16 ; smel ; 216 
 5656 ; Лот нотгельдов Германии. (9 шт.) ;  ;  ;  ;  ; 17 ; MRR ; 277 
 5657 ; Лот нотгельдов Германии. (10 шт.) ;  ;  ;  ;  ; 24 ; to-to ; 362 
 5658 ; Лот нотгельдов Германии. (50 шт.) ;  ;  ;  ;  ; 26 ; MRR ; 1381 
 5800 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 19 ; Папа с рацией ; 297 
 5801 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 36 ; Папа с рацией ; 475 
 5802 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 12 ; Slavinator ; 152 
 5803 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 53 ; Папа с рацией ; 302 
 5804 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 17 ; Папа с рацией ; 324 
 5805 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 7 ; Папа с рацией ; 262 
 5806 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 13 ; Папа с рацией ; 255 
 5807 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 16 ; Папа с рацией ; 310 
 5808 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 9 ; Папа с рацией ; 255 
 5809 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 14 ; Папа с рацией ; 310 
 5810 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 9 ; Папа с рацией ; 255 
 5811 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 5 ; Папа с рацией ; 255 
 5812 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 12 ; Папа с рацией ; 291 
 5813 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 12 ; Папа с рацией ; 255 
 5814 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 16 ; Папа с рацией ; 291 
 5815 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 11 ; flutter ; 255 
 5816 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 5 ; гудзон ; 128 
 5817 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 5 ; von_Schwarz ; 255 
 5818 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 11 ; flutter ; 255 
 5819 ; Почтовая карточка. Москва ;  ;  ;  ;  ; 19 ; Папа с рацией ; 291 
 5820 ; Почтовая карточка. Одесса ;  ;  ;  ;  ; 7 ; пара ; 115 
 5821 ; Почтовая карточка. Одесса ;  ;  ;  ;  ; 8 ; бриз33 ; 69 
 5822 ; Почтовая карточка. Одесса ;  ;  ;  ;  ; 17 ; flutter ; 334 
 5823 ; Почтовая карточка. Одесса ;  ;  ;  ;  ; 5 ; Dnestr ; 67 
 5583 ; 100 риалов. Иран ;  ;  ;  ; AU ; 37 ; air ; 714 
 5584 ; 200 фунтов. Сирия ;  ;  ;  ; AU ; 48 ; lenohota ; 197 
 5585 ; 500 лева. Болгария ; 1945 ;  ;  ;  ; 43 ; vasek ; 1587 
 5586 ; 1 крона. Швеция ; 1873 ;  ;  ;  ; 54 ; аймир ; 595 
 5587 ; 100 крон. Дания ; 1941 ;  ;  ;  ; 56 ; to-to ; 3189 
 5588 ; 10 крон. Дания ; 1945 ;  ;  ;  ; 23 ; gdrg2 ; 261 
 5589 ; 1 крона. Дания ; 1920 ;  ;  ;  ; 34 ; alesjane ; 257 
 5590 ; 5 крон. Дания ;  ;  ;  ;  ; 17 ; alesjane ; 213 
 5591 ; 10 крон. Фарерские острова ; 1949 ;  ;  ;  ; 33 ; to-to ; 649 
 5592 ; 5 крон. Исландия ; 1957 ;  ;  ;  ; 7 ; митяй ; 123 
 5593 ; 1 крона. Норвегия ; 1917 ;  ;  ;  ; 19 ; alesjane ; 319 
 5594 ; 10 крон. Норвегия ; 1939 ;  ;  ;  ; 32 ; krugerrand ; 700 
 5595 ; 10 крон. Норвегия ; 1972 ;  ;  ;  ; 17 ; krugerrand ; 169 
 5596 ; 25 оре. Красный крест. Дания ;  ;  ;  ; AU ; 23 ; Ivan-Ivan ; 423 
 5597 ; 1 крона. Красный крест. Дания ;  ;  ;  ; AU ; 30 ; to-to ; 700 
 5598 ; 5 крон. Красный крест. Дания ;  ;  ;  ; AU ; 36 ; alesjane ; 738 
 5599 ; 20 марок. Германия ; 1929 ;  ;  ;  ; 13 ; 1=1 ; 153 
 5600 ; 2 марки. Германия ; 1948 ;  ;  ;  ; 7 ; alesjane ; 219 
 5601 ; 1000 рупий. Индонезия ; 1992 ;  ;  ;  ; 12 ; Ivan-Ivan ; 123 
 5602 ; 5 марок. Польша ; 1917 ;  ;  ;  ; 34 ; archy ; 1505 
 5603 ; 10 марок. Польша ; 1919 ;  ;  ;  ; 13 ; трутень ; 93 
 5604 ; 20 марок. Польша ; 1919 ;  ;  ;  ; 40 ; etwar55 ; 180 
 5605 ; Лот бон иностранных. (2 шт.) ;  ;  ;  ;  ; 14 ; benc ; 227 
 5606 ; 5 центов. Литва ; 1922 ;  ;  ;  ; 17 ; to-to ; 3122 
 5607 ; 10 центов. Литва ; 1922 ;  ;  ;  ; 22 ; vasek ; 3832 
 5608 ; 50 марок. Мемель ; 1922 ;  ;  ;  ; 69 ; Виктор Михайлович ; 3621 
 5609 ; 10 рублей. Латвия ; 1919 ;  ;  ;  ; 27 ; Sinbad69 ; 720 
 5610 ; 1 рубль. Рига ; 1919 ;  ;  ;  ; 8 ; Sinbad69 ; 850 
 5611 ; 50 марок. Ковко ; 1918 ;  ;  ;  ; 11 ; трутень ; 410 
 5612 ; 500 марок. Кёнигсберг ; 1922 ;  ;  ;  ; 25 ; to-to ; 1324 
 5613 ; 1 миллион марок. Кёнигсберг ; 1923 ;  ;  ;  ; 22 ; lesnik1 ; 1311 
 5614 ; 500 марок. Кёнигсберг ; 1922 ;  ;  ;  ; 19 ; lesnik1 ; 1307 
 5615 ; Бона иностранная. Лот бон ( 5шт.) ;  ;  ;  ;  ; 19 ; alesjane ; 917 
 5616 ; Бона иностранная. Лот бон ( 6шт.) ;  ;  ;  ;  ; 5 ; STANDART ; 193 
 5617 ; Бона иностранная. Лот бон ( 6шт.) ;  ;  ;  ;  ; 3 ; alex241 ; 188 
 5618 ; Бона иностранная. Лот бон ( 6шт.) ;  ;  ;  ;  ; 3 ; alex241 ; 188 
 5619 ; Бона иностранная. Лот бон ( 6шт.) ;  ;  ;  ;  ; 3 ; alex241 ; 188 
 5620 ; Бона иностранная. Лот бон ( 6шт.) ;  ;  ;  ;  ; 17 ; SpAi ; 155 
 5621 ; Бона иностранная. Лот бон ( 6шт.) ;  ;  ;  ;  ; 18 ; Ivan-Ivan ; 309 
 5622 ; Лот бон Эстонии. (3 шт.) ;  ;  ;  ;  ; 15 ; Sinbad69 ; 1134 
 5623 ; Лот иностранных бон. Германия (3 штуки: 1, 2, 5 рейхсмарок) ;  ;  ;  ;  ; 41 ; BF109i ; 258 
 5624 ; Лот иностранных бон. Китай (4 штуки) ;  ;  ;  ;  ; 17 ; 2128508 ; 359 
 5625 ; Лот бон Белоруссии. 4 шт ; 2000 ;  ;  ; AU ; 11 ; Mr. Fogel ; 51 
 5626 ; Лот бон. Нидерланды (3 штуки) ;  ;  ;  ;  ; 17 ; бриз33 ; 453 
 5627 ; Лот иностранных бон (6 штук) ;  ;  ;  ;  ; 22 ; PMPlaya ; 50 
 5628 ; Лот иностранных бон (4 штуки) ; 1991/1992 ;  ;  ;  ; 39 ; alex241 ; 123 
 5629 ; Лот бон Франции. (3 шт.) ;  ;  ;  ;  ; 7 ; 2128508 ; 255 
 5630 ; Лот бон. Венгрия (3 штуки) ;  ;  ;  ;  ; 16 ; lenohota ; 224 
 5631 ; Лот бон Германии. (4 шт.) ;  ;  ;  ;  ; 24 ; Виктор Михайлович ; 640 
 5632 ; Лот бон Сербии. (2 шт.) ;  ;  ;  ;  ; 12 ; Папа с рацией ; 227 
 5533 ; 100 марок. Польша ; 1919 ;  ;  ;  ; 19 ; murew ; 347 
 5534 ; 2 злотых. Польша ; 1940 ;  ;  ;  ; 19 ; ♂ ; 327 
 5535 ; 100 злотых. Польша ; 1941 ;  ;  ;  ; 26 ; Thanks ; 523 
 5536 ; 50 пенго. Венгрия ; 1945 ;  ;  ;  ; 20 ; Краснодар ; 550 
 5537 ; 20 крон. Словакия ; 1942 ;  ;  ;  ; 25 ; alesjane ; 283 
 5538 ; 5 крон. Чехословакия ; 1921 ;  ;  ;  ; 15 ; vlkorchev ; 536 
 5539 ; Лот бон иностранных. (2 шт.) ;  ;  ;  ;  ; 38 ; alesjane ; 151 
 5540 ; 1000 тенге. Казахстан ; 1994 ;  ;  ;  ; 33 ; Thanks ; 1000 
 5541 ; 1 седи. Гана ; 1982 ;  ;  ; AU ; 17 ; gusar ; 113 
 5542 ; 2 седи. Гана ; 1982 ;  ;  ; AU ; 9 ; gusar ; 114 
 5543 ; 5 седи. Гана ; 1977 ;  ;  ; AU ; 15 ; an78gg ; 133 
