 6617 ; Ложка чайная, серебро 84. ;  ;  ; Ag84 ;  ; 27 ; Соколов ; 1164 
 6459 ; Капсулы Quadrum 34 для монет – 34 мм, упаковка 10 шт. Leuchtturm, #332108 ;  ;  ;  ;  ; 36 ; Sky2 ; 171 
 6460 ; Капсулы QUADRUM 36 для монет – 36 мм, упаковка 10 шт. Leuchtturm, #309045 ;  ;  ;  ;  ; 59 ; GAlexander ; 148 
 6461 ; Капсулы Quadrum 38 для монет – 38 мм упаковка 10 шт. Leuchtturm, #330704 ;  ;  ;  ;  ; 46 ; Декарт ; 203 
 6462 ; Капсулы для монет Quadrum-X, упаковка 10 шт. Leuchtturm, #317505 ;  ;  ;  ;  ; 9 ; SNL ; 128 
 6463 ; Капсулы для монет – 41 мм Quadrum INTERCEPT, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 27 ; Manul ; 193 
 6464 ; Капсулы Quadrum INTERCEPT для монет - 18 мм. Упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 15 ; Manul ; 372 
 6465 ; Профессиональная щетка для чистки копаных монет. Shine Coins, #PS009 ;  ;  ;  ;  ; 19 ; МАХАЙРА ; 172 
 6466 ; Пинцет для монет пластиковый, 124 мм. Shine Coins, #PI-124 ;  ;  ;  ;  ; 15 ; Beshen ; 102 
 6467 ; Нумизматические перчатки, размер 8/M. Shine Coins, #PS007 ;  ;  ;  ;  ; 27 ; Andrlex71 ; 172 
 6468 ; Нумизматические перчатки, размер 9/L. Shine Coins, #PS007 ;  ;  ;  ;  ; 13 ; Andrlex71 ; 217 
 6469 ; Лупа DRAGON-80 увеличение 2. Производство, Китай ;  ;  ;  ;  ; 30 ; Чуча ; 117 
 6470 ; Лист КЛМ-35С в альбом Optima на 35 монет, скользящий. Упаковка (5 шт.). Сомс, #2025013 ;  ;  ;  ;  ; 15 ; vborisevich1 ; 155 
 6471 ; Лист NUMIS NH30N в альбом на 30 монет. (Упаковка 5 шт.) Leuchtturm, #305956 ;  ;  ;  ;  ; 13 ; vborisevich1 ; 134 
 6472 ; Лист NUMIS NH20N в альбом на 20 монет. (Упаковка 5 шт.). Leuchtturm, #323100 ;  ;  ;  ;  ; 15 ; vborisevich1 ; 128 
 6473 ; Лист ЛММ-12 в альбом NUMIS на 12 монет. Упаковка 10 шт. Россия ;  ;  ;  ;  ; 33 ; az717 ; 118 
 6474 ; Лист в альбом Optima на 60 монет, скользящий. Упаковка 10 шт. Нумизмат-С ;  ;  ;  ;  ; 29 ; vborisevich1 ; 155 
 6475 ; Листы LK 2 в альбом Karat для монет, на 12 ячеек. Упаковка (10 шт.) Lindner ;  ;  ;  ;  ; 35 ; Чуча ; 135 
 6476 ; Лист КЛБ-1 в альбом Optima, на 1 банкноты. Упаковка (10 шт.). Сомс, #2025001 ;  ;  ;  ;  ; 17 ; горный ; 167 
 6477 ; Лист КЛБ-4 в альбом Optima, на 4 банкноты. Упаковка (10 шт.). Сомс, #2025004 ;  ;  ;  ;  ; 11 ; arusakov02 ; 153 
 6478 ; Лист КЛБ-3 в альбом Optima, на 3 банкноты. Упаковка (10 шт.). Сомс, #2025003 ;  ;  ;  ;  ; 18 ; Лоцман ; 163 
 6479 ; Листы КЛФ-3В в альбом GRANDE, на 3 банкноты. Упаковка (10 шт.). СомС, #2431003 ;  ;  ;  ;  ; 13 ; russland ; 163 
 6480 ; Разделитель картонный в альбом OPTIMA. Упаковка (50 шт.). Lindner ;  ;  ;  ;  ; 43 ; Бигль ; 453 
 6481 ; Комплект листов для значков ТКП-АВ. СомС, 11-643-2025020 ;  ;  ;  ;  ; 20 ; corsar ; 340 
 6482 ; Лист в альбом Maximum для бон, на 5 бон. MAX 5C. Горизонтальные ячейки. Упаковка (5 шт.) Leuchtturm ;  ;  ;  ;  ; 27 ; arusakov02 ; 120 
 6483 ; БАЗОВЫЙ каталог монеты России 1700-1917 гг. Выпуск 2018 год. В. Е. Семенов ;  ;  ;  ;  ; 51 ; ацетон ; 1259 
 6484 ; БАЗОВЫЙ каталог монеты России 1700-1917 гг. Выпуск 2018 год. В. Е. Семенов ;  ;  ;  ;  ; 51 ; berkot ; 1122 
 6485 ; Монетный передел 1700-1917 гг. В. Е. Семенов ;  ;  ;  ;  ; 42 ; Vanomah ; 522 
 6486 ; В.Е. Семенов. Куда уходят деньги ;  ;  ;  ;  ; 29 ; CoinM ; 101 
 6487 ; Рюрик и Владимир. Самоучитель по русской истории. Издание 2-ое, дополненное. В. Е. Семенов ;  ;  ;  ;  ; 19 ; Vanomah ; 181 
 6488 ; Подделки российских монет. В. Е. Семенов ;  ;  ;  ;  ; 16 ; NtYdS ; 124 
 6489 ; Русские деньги X-XVII вв. Редакция 7, 2018 ;  ;  ;  ;  ; 33 ; ежик ; 77 
 6490 ; Русские деньги X-XVII вв. Редакция 7, 2018 ;  ;  ;  ;  ; 11 ; adelante ; 104 
 6491 ; Русские деньги X-XVII вв. Редакция 7, 2018 ;  ;  ;  ;  ; 33 ; ежик ; 77 
 6492 ; Монеты России 1700-1917 гг. Редакция 15, 2018 год ;  ;  ;  ;  ; 11 ; Sky2 ; 81 
 6493 ; Монеты России 1700-1917 гг. Редакция 15, 2018 год ;  ;  ;  ;  ; 12 ; Sky2 ; 91 
 6494 ; Монеты России 1700-1917 гг. Редакция 15, 2018 год ;  ;  ;  ;  ; 14 ; Sky2 ; 91 
 6495 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921–2021 годов. Редакция 49, март 2020 год ;  ;  ;  ;  ; 40 ; GIP77 ; 225 
 6496 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921–2021 годов. Редакция 49, март 2020 год ;  ;  ;  ;  ; 25 ; svetin ; 223 
 6497 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921–2021 годов. Редакция 49, март 2020 год ;  ;  ;  ;  ; 13 ; focus ; 216 
 6498 ; Каталог-справочник "Бумажные деньги России". Часть II. Редакция 8, 2015 год ;  ;  ;  ;  ; 40 ; Sky2 ; 160 
 6499 ; В. П. Малышев. ЭНЦИКЛОПЕДИЯ. Денежные эмиссии региональных и местных правительств России 1917-1923 гг ;  ;  ;  ;  ; 17 ; Краснодар ; 155 
 6500 ; Каталог-справочник. Награды Российской Империи. Часть I. Ордена и знаки отличия. Редакция 5 ;  ;  ;  ;  ; 15 ; Бигль ; 102 
 6501 ; Каталог-справочник. Монеты Украины 1992-2020 годы. Редакция 7, 2020 год ;  ;  ;  ;  ; 26 ; Чуча ; 129 
 6502 ; Каталог-справочник. Монеты Молдовы и Приднестровья. Редакция 1, 2019 год ;  ;  ;  ;  ; 15 ; СТРЕКОЗА ; 88 
 6503 ; Каталог-справочник. Монеты Латвии, Литвы и Эстонии. Редакция 2, 2013 год ;  ;  ;  ;  ; 6 ; alex241 ; 12 
 6504 ; Каталог-справочник. Юбилейные и памятные монеты Польши 1995-2013 гг. Редакция 3, 2013 год ;  ;  ;  ;  ; 5 ; ppp ; 11 
 6505 ; Клады в вашем доме. Ознакомительное пособие ;  ;  ;  ;  ; 24 ; oparinss ; 70 
 6506 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921-2019 годов. Редакция 46 ;  ;  ;  ;  ; 21 ; oparinss ; 30 
 6507 ; Каталог-справочник "Бумажные деньги России". Часть II. 7-я редакция.  2012 год ;  ;  ;  ;  ; 11 ; svetin ; 37 
 6403 ; Работа Дарьи Шадриной. Заливные луга ;  ;  ;  ;  ; 7 ; krai ; 163 
 6404 ; Работа Дарьи Шадриной. Заброшенный дом ;  ;  ;  ;  ; 38 ; Pavel99 ; 231 
 6405 ; Работа Татьяны Викторовой. Портрет центральной улицы ;  ;  ;  ;  ; 33 ; schwab ; 826 
 6406 ; Работа Татьяны Викторовой. Загадочный дом в лесу, 2020 ;  ;  ;  ;  ; 25 ; Dahan ; 357 
 6407 ; Авторский принт Марии Мишкарёвой. Черешня ;  ;  ;  ;  ; 9 ; Sk-masshtab ; 625 
 6408 ; Авторский принт Марии Песоцкой. Санкт-Петербург ;  ;  ;  ;  ; 8 ; Краснодар ; 234 
 6409 ; Авторский принт Романа Панькова. Дворцовая площадь ;  ;  ;  ;  ; 24 ; Гидравлик ; 137 
 6410 ; Комплект авторских открыток Дарьи Шадриной. (4 шт.) ;  ;  ;  ;  ; 15 ; serg.g ; 89 
 6416 ; Капсулы для монет – 24 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 13 ; NtYdS ; 153 
 6417 ; Капсулы для монет – 24,5 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 11 ; птичка16 ; 149 
 6418 ; Капсулы для монет – 25 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 11 ; птичка16 ; 149 
 6419 ; Капсулы для монет – 26 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 15 ; assesor ; 155 
 6420 ; Капсулы CAPS 28 для монет – 28 мм, упаковка 10 шт. Leuchtturm, #312236 ;  ;  ;  ;  ; 13 ; assesor ; 160 
 6421 ; Капсулы для монет – 30 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 9 ; cotangens ; 146 
 6422 ; Капсулы для монет – 32 мм, упаковка 10 шт. Leuchtturm. ;  ;  ;  ;  ; 15 ; cotangens ; 146 
 6423 ; Капсулы для монет – 32,5 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 11 ; Чуча ; 156 
 6424 ; Капсулы для монет – 33 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 21 ; krai ; 172 
 6425 ; Капсулы Caps 34 для монет – 34 мм, упаковка 10 шт. Leuchtturm, #310430 ;  ;  ;  ;  ; 7 ; АЦТЕК ; 149 
 6426 ; Капсулы CAPS 35 для монет – 35 мм, упаковка 10 шт. Leuchtturm, #318983 ;  ;  ;  ;  ; 5 ; птичка16 ; 149 
 6427 ; Капсулы для монет – 36 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 8 ; NtYdS ; 149 
 6428 ; Капсулы для монет – 38 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 14 ; vladpsy ; 165 
 6429 ; Капсулы для монет – 39 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 7 ; igor26 ; 156 
 6430 ; Капсулы для монет – 39 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 9 ; igor26 ; 161 
 6431 ; Капсулы для монет – 40 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 10 ; igor26 ; 159 
 6432 ; Капсулы для монет – 41 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 17 ; igor26 ; 161 
 6433 ; Капсулы для монет – 41 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 9 ; igor26 ; 156 
 6434 ; Капсулы EVERSLAB16 для монет - 16 мм, упаковка 5 шт. Производство «Leuchtturm», #342023 ;  ;  ;  ;  ; 41 ; Searcher ; 230 
 6435 ; Капсулы для монет – 12 мм, упаковка 10 шт. Россия ;  ;  ;  ;  ; 28 ; cotangens ; 135 
 6436 ; Капсулы для монет – 16 мм (круг), упаковка 10 шт. Россия ;  ;  ;  ;  ; 21 ; az717 ; 53 
 6437 ; Капсулы для монет – 30 мм (круг), упаковка 10 шт. Россия ;  ;  ;  ;  ; 13 ; cotangens ; 138 
 6438 ; Капсулы для монет – 33 мм, упаковка 10 шт. Россия ;  ;  ;  ;  ; 15 ; cotangens ; 132 
 6439 ; Холдеры для монет, под скрепку - 20 мм, упаковка 25 шт. Leuchtturm, #325792 ;  ;  ;  ;  ; 11 ; cotangens ; 133 
 6440 ; Холдеры KRS 32,5 для монет, самоклеющиеся – 32,5 мм, упаковка 25 шт. Leuchtturm, #318128 ;  ;  ;  ;  ; 24 ; vladpsy ; 105 
 6441 ; Холдеры для монет, под скрепку - 30 мм, упаковка 25 шт. Leuchtturm, #334472 ;  ;  ;  ;  ; 15 ; Бигль ; 104 
 6442 ; Холдеры для монет, под скрепку - 39,5 мм, упаковка 25 шт. Leuchtturm, #320386 ;  ;  ;  ;  ; 13 ; chipil8 ; 80 
 6443 ; Холдеры для монет, самоклеющиеся - 32,5 мм, упаковка 25 шт."Lindner" ;  ;  ;  ;  ; 37 ; GAlexander ; 141 
 6444 ; Холдеры для монет, самоклеющиеся - 32,5 мм, упаковка 25 шт."Lindner" ;  ;  ;  ;  ; 21 ; GAlexander ; 150 
 6445 ; Капсулы Quadrum 19 для монет – 19 мм, упаковка 10 шт. Leuchtturm, #302707 ;  ;  ;  ;  ; 32 ; bsi-pg ; 155 
 6446 ; Капсулы Quadrum для монет – 18 мм, упаковка 10 шт. Leuchtturm, #304772 ;  ;  ;  ;  ; 50 ; assesor ; 248 
 6447 ; Капсулы Quadrum для монет – 17 мм, упаковка 10 шт. Leuchtturm, #337671 ;  ;  ;  ;  ; 60 ; az717 ; 150 
 6448 ; Капсулы QUADRUM 16 для монет – 16 мм, упаковка 10 шт. Leuchtturm, #317149 ;  ;  ;  ;  ; 79 ; bsi-pg ; 132 
 6449 ; Капсулы QUADRUM 15 для монет – 15 мм, упаковка 10 шт. Leuchtturm, #306616 ;  ;  ;  ;  ; 36 ; az717 ; 151 
 6450 ; Капсулы Quadrum для монет – 14 мм, упаковка 10 шт. Leuchtturm, #308571 ;  ;  ;  ;  ; 15 ; milanamn ; 201 
 6451 ; Капсулы QUADRUM 20 для монет – 20 мм, упаковка 10 шт. Leuchtturm, #323863 ;  ;  ;  ;  ; 41 ; Таврида ; 213 
 6452 ; Капсулы Quadrum 21 для монет – 21 мм, упаковка 10 шт. Leuchtturm, #309032 ;  ;  ;  ;  ; 17 ; bsi-pg ; 134 
 6453 ; Капсулы Quadrum 22 для монет – 22 мм, упаковка 10 шт. Leuchtturm, #320753 ;  ;  ;  ;  ; 17 ; bsi-pg ; 126 
 6454 ; Капсулы Quadrum 24 для монет – 24 мм, упаковка 10 шт. Leuchtturm, #329802 ;  ;  ;  ;  ; 46 ; vladpsy ; 246 
 6455 ; Капсулы Quadrum для монет – 25 мм, упаковка 10 шт. Leuchtturm, #331951 ;  ;  ;  ;  ; 47 ; bsi-pg ; 246 
 6456 ; Капсулы Quadrum для монет – 28 мм, упаковка 10 шт. Leuchtturm, #338200 ;  ;  ;  ;  ; 14 ; GAlexander ; 124 
 6457 ; Капсулы QUADRUM 30 для монет – 30 мм, упаковка 10 шт. Leuchtturm, #330443 ;  ;  ;  ;  ; 15 ; Sandello ; 159 
 6284 ; Почтовая карточка. Солдаты ;  ;  ;  ;  ; 18 ; Гектор8 ; 92 
 6285 ; Почтовая карточка. Венеция ;  ;  ;  ;  ; 7 ; ВЕПРЬ ; 51 
 6286 ; Почтовая карточка. Наполеон и королб Рима ;  ;  ;  ;  ; 9 ; lenohota ; 45 
 6287 ; Почтовая карточка. Всемирный почтовый союз ;  ;  ;  ;  ; 3 ; Meshok ; 48 
 6288 ; Почтовая карточка. Русская песня. Пожар Московский ; 1818 ;  ;  ;  ; 7 ; myrzil ; 88 
 6289 ; Почтовая карточка. Наполеон ;  ;  ;  ;  ; 9 ; lenohota ; 79 
 6290 ; Почтовая карточка. Наполеон ;  ;  ;  ;  ; 5 ; myrzil ; 48 
 6291 ; Почтовая карточка. Наполеон ;  ;  ;  ;  ; 7 ; lenohota ; 68 
 6292 ; Почтовая карточка. В. В. Верещагин ;  ;  ;  ;  ; 7 ; nikolas13 ; 45 
 6293 ; Почтовая карточка. Наполеон ; 1812 ;  ;  ;  ; 9 ; myrzil ; 79 
 6294 ; Почтовая карточка. Военный совет ; 1812 ;  ;  ;  ; 9 ; myrzil ; 79 
 6295 ; Почтовая карточка. Наполеон диктует приказ ;  ;  ;  ;  ; 12 ; Serjd ; 94 
 6296 ; Почтовая карточка. В. П. Верещагин ;  ;  ;  ;  ; 10 ; Serjd ; 94 
 6297 ; Почтовая карточка. Лот ( 6шт.) ;  ;  ;  ;  ; 3 ; Гаечка ; 74 
 6298 ; Почтовая карточка. Лот ( 6шт.) ;  ;  ;  ;  ; 3 ; Гаечка ; 84 
 6299 ; Почтовая карточка. Куклы ( 5шт.) ; 1968 ;  ;  ;  ; 3 ; Meshok ; 12 
 6300 ; Почтовая карточка. Куклы ( 4шт.) ; 1968 ;  ;  ;  ; 3 ; Meshok ; 12 
 6301 ; Почтовая карточка. Рыбы (2шт.) ;  ;  ;  ;  ; 3 ; Meshok ; 6 
 6302 ; Почтовая карточка. Птицы ( 4шт.) ;  ;  ;  ;  ; 3 ; птичка16 ; 13 
 6303 ; Почтовая карточка. Собаки ( 3шт.) ;  ;  ;  ;  ; 3 ; Meshok ; 10 
 6304 ; Почтовая карточка. Животные ( 5шт,) ;  ;  ;  ;  ; 3 ; Gagarin ; 13 
 6305 ; Почтовая карточка. Животные ( 6шт.) ;  ;  ;  ;  ; 5 ; Rjym gtlfkmysq ; 16 
 6306 ; Почтовая карточка. Животные ( 6шт.) ;  ;  ;  ;  ; 3 ; Gagarin ; 13 
 6307 ; Почтовая карточка. Серия из 60 карточек, фотографии с автографами ; 1964 ;  ;  ;  ; 33 ; lenohota ; 5226 
 6308 ; Почтовая карточка. Фотография. Киев ;  ;  ;  ;  ; 26 ; кравчий ; 50 
