 5687 ; Почтовая карточка Германия ; 1916 ;  ;  ;  ; 25 ; SANGOLD1 ; 201 
 5659 ; Конверт со спец гашением "САЭ Ленинградская" 270386 ;  ;  ;  ;  ; 5 ; Александр-78 ; 21 
 5660 ; Конверт со спец гашением "САЭ Восток" 180190 ;  ;  ;  ;  ; 23 ; Беня ; 203 
 5661 ; Конверт со спецгашением Нидерланды ; 1959 ;  ;  ;  ; 5 ; SER 888 ; 20 
 5662 ; Конверт со спецгашением Нидерланды ; 1964 ;  ;  ;  ; 6 ; гоша334 ; 22 
 5663 ; Конверт со спецгашением Нидерланды ; 1968 ;  ;  ;  ; 6 ; гоша334 ; 22 
 5664 ; Конверт со спецгашением Нидерланды ; 1969 ;  ;  ;  ; 6 ; гоша334 ; 22 
 5665 ; Конверт со спецгашением Нидерланды ; 1966 ;  ;  ;  ; 5 ; Александр-78 ; 21 
 5666 ; Конверт со спецгашением Нидерланды ; 1964 ;  ;  ;  ; 5 ; Александр-78 ; 21 
 5667 ; Конверт со спецгашением Нидерланды ; 1965 ;  ;  ;  ; 5 ; Александр-78 ; 21 
 5668 ; Конверт со спецгашением Нидерланды ; 1969 ;  ;  ;  ; 5 ; Александр-78 ; 21 
 5669 ; Конверт Малайзия ; 1967 ;  ;  ;  ; 5 ; to-to ; 22 
 5670 ; Лист с марками Ватикан ;  ;  ;  ;  ; 12 ; гоша334 ; 126 
 5671 ; Почтовая карточка Петроград ; 1917 ;  ;  ;  ; 63 ; flutter ; 350 
 5672 ; Почтовая карточка Вятка ;  ;  ;  ;  ; 64 ; veet2005 ; 433 
 5673 ; Почтовая карточка Киев ;  ;  ;  ;  ; 25 ; кузяка ; 116 
 5674 ; Почтовая карточка Военно-Грузинская дорога ;  ;  ;  ;  ; 8 ; flutter ; 114 
 5675 ; Почтовая карточка Кругобайкальская ж.д ;  ;  ;  ;  ; 9 ; lsp25 ; 125 
 5676 ; Почтовая карточка Москва ;  ;  ;  ;  ; 9 ; гоша334 ; 144 
 5677 ; Почтовая карточка Япония ;  ;  ;  ;  ; 90 ; donbass ; 813 
 5678 ; Почтовая карточка Эстония ; 1916 ;  ;  ;  ; 38 ; ZIMOGOR ; 146 
 5679 ; Почтовая карточка Эстония ; 1913 ;  ;  ;  ; 32 ; tss ; 239 
 5680 ; Почтовая карточка Югославия ;  ;  ;  ;  ; 4 ; гоша334 ; 21 
 5681 ; Почтовая карточка Югославия ;  ;  ;  ;  ; 8 ; igaist ; 46 
 5682 ; Почтовая карточка Югославия ;  ;  ;  ;  ; 6 ; igaist ; 46 
 5683 ; Почтовая карточка Югославия ;  ;  ;  ;  ; 10 ; igaist ; 40 
 5684 ; Почтовая карточка Япония ;  ;  ;  ;  ; 23 ; lsp25 ; 359 
 5685 ; Почтовая карточка Гинденбург ;  ;  ;  ;  ; 29 ; SANGOLD1 ; 201 
 5686 ; Почтовая карточка Германия ; 1915 ;  ;  ;  ; 52 ; flutter ; 224 
 5587 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 26 ; Moribor ; 38 
 5588 ; Бона иностранная. Гвинея ;  ;  ;  ;  ; 40 ; Moribor ; 282 
 5589 ; Бона иностранная. Казахстан ;  ;  ;  ;  ; 19 ; SER 888 ; 30 
 5590 ; Бона иностранная. Казахстан ;  ;  ;  ;  ; 21 ; SER 888 ; 30 
 5591 ; Бона иностранная. Туркменистан ;  ;  ;  ;  ; 13 ; Address ; 33 
 5592 ; Бона иностранная. Киргизия ;  ;  ;  ;  ; 9 ; SER 888 ; 40 
 5593 ; Бона иностранная. Украина ;  ;  ;  ;  ; 6 ; 54заза ; 12 
 5594 ; Бона иностранная. Украина ;  ;  ;  ;  ; 8 ; 54заза ; 16 
 5595 ; Бона иностранная. Украина ;  ;  ;  ;  ; 8 ; 54заза ; 16 
 5596 ; Бона иностранная. Украина ;  ;  ;  ;  ; 8 ; 54заза ; 16 
 5597 ; Бона иностранная. Украина ;  ;  ;  ;  ; 9 ; Address ; 21 
 5598 ; Бона иностранная. Украина ;  ;  ;  ;  ; 33 ; CASABLANCA ; 60 
 5599 ; Бона иностранная. Украина ;  ;  ;  ;  ; 16 ; CASABLANCA ; 70 
 5600 ; Бона иностранная. Украина ;  ;  ;  ;  ; 22 ; CASABLANCA ; 101 
 5601 ; Бона иностранная. Украина ;  ;  ;  ;  ; 25 ; Ratmen ; 107 
 5602 ; Лот бон ( 8шт.) ;  ;  ;  ;  ; 7 ; гус4 ; 82 
 5603 ; Лот бон иностранных (7шт) ;  ;  ;  ;  ; 7 ; SER 888 ; 133 
 5604 ; Лот бон иностранных (5шт) ;  ;  ;  ;  ; 17 ; Roskur ; 114 
 5605 ; Лот бон иностранных (4шт) ;  ;  ;  ;  ; 7 ; Roskur ; 82 
 5606 ; Бона иностранная. Германия ;  ;  ;  ;  ; 14 ; dinkini ; 59 
 5607 ; Бона иностранная. Германия ;  ;  ;  ;  ; 14 ; miha5855 ; 57 
 5608 ; Лот бон. Китай ( 7шт.) ;  ;  ;  ;  ; 18 ; Moribor ; 101 
 5609 ; Лот бон. Китай ( 7шт.) ;  ;  ;  ;  ; 13 ; Moribor ; 101 
 5610 ; Лот нотгельдов ( 70шт.) ;  ;  ;  ;  ; 47 ; гус4 ; 1632 
 5611 ; Акция. США ;  ;  ;  ;  ; 14 ; Икстаб ; 79 
 5612 ; Акция. США ;  ;  ;  ;  ; 9 ; магаз ; 77 
 5613 ; Акция. США ;  ;  ;  ;  ; 5 ; магаз ; 51 
 5614 ; Акция. США ;  ;  ;  ;  ; 5 ; магаз ; 51 
 5615 ; Акция. США ;  ;  ;  ;  ; 5 ; магаз ; 41 
 5616 ; Акция. США ;  ;  ;  ;  ; 8 ; Икстаб ; 79 
 5617 ; Акция. США ;  ;  ;  ;  ; 10 ; fadeev.dima ; 101 
 5618 ; Акция. США ;  ;  ;  ;  ; 5 ; магаз ; 41 
 5619 ; Акция. США ;  ;  ;  ;  ; 5 ; магаз ; 51 
 5620 ; Акция. США ;  ;  ;  ;  ; 5 ; магаз ; 51 
 5621 ; Акция.Германия ;  ;  ;  ;  ; 14 ; electra ; 100 
 5622 ; Акция.Германия ;  ;  ;  ;  ; 14 ; 54заза ; 47 
 5623 ; Акция.Германия ;  ;  ;  ;  ; 12 ; 54заза ; 51 
 5624 ; Акция.Германия ;  ;  ;  ;  ; 10 ; 54заза ; 41 
 5625 ; Акция.Германия ;  ;  ;  ;  ; 14 ; 54заза ; 47 
 5626 ; Акция.Германия ;  ;  ;  ;  ; 9 ; 54заза ; 41 
 5627 ; Акция.Германия ;  ;  ;  ;  ; 10 ; 54заза ; 41 
 5628 ; Акция.Германия ;  ;  ;  ;  ; 14 ; 54заза ; 48 
 5629 ; Акция.Германия ;  ;  ;  ;  ; 10 ; 54заза ; 48 
 5630 ; Акция.Германия ;  ;  ;  ;  ; 8 ; 54заза ; 68 
 5631 ; Акция.Германия ;  ;  ;  ;  ; 12 ; pref ; 82 
 5632 ; Акция.Германия ;  ;  ;  ;  ; 12 ; pref ; 82 
 5633 ; Акция.Германия ;  ;  ;  ;  ; 12 ; pref ; 82 
 5634 ; Акция.Германия ;  ;  ;  ;  ; 10 ; 54заза ; 79 
 5635 ; Акция.Германия ;  ;  ;  ;  ; 10 ; pref ; 82 
 5636 ; Акция.Германия ;  ;  ;  ;  ; 10 ; Serjd ; 82 
 5537 ; Бона иностранная. Германия ;  ;  ;  ;  ; 9 ; SER 888 ; 44 
 5538 ; Бона иностранная. Германия ;  ;  ;  ;  ; 9 ; SER 888 ; 44 
 5539 ; Бона иностранная. Венгрия ;  ;  ;  ;  ; 10 ; uhfvv7 ; 71 
 5540 ; Бона иностранная. Венгрия ;  ;  ;  ;  ; 10 ; велес ; 60 
 5541 ; Бона иностранная. Венгрия ;  ;  ;  ;  ; 19 ; Икстаб ; 79 
 5542 ; Бона иностранная. Приднестровье ;  ;  ;  ;  ; 9 ; Serjd ; 77 
 5543 ; Бона иностранная. Приднестровье ;  ;  ;  ;  ; 17 ; CASABLANCA ; 55 
 5544 ; Бона иностранная. Иран ;  ;  ;  ;  ; 9 ; Moribor ; 31 
 5545 ; Бона иностранная. Иран ;  ;  ;  ;  ; 23 ; teso ; 247 
 5546 ; Бона иностранная. Иран ;  ;  ;  ;  ; 10 ; Maxim914 ; 58 
 5547 ; Бона иностранная. Иран ;  ;  ;  ;  ; 9 ; teso ; 97 
 5548 ; Бона иностранная. Иран ;  ;  ;  ;  ; 5 ; 6x6 ; 50 
 5549 ; Бона иностранная. Иран ;  ;  ;  ;  ; 9 ; 6x6 ; 79 
 5550 ; Бона иностранная. Иран ;  ;  ;  ;  ; 7 ; SER 888 ; 40 
 5551 ; Бона иностранная. Иран ;  ;  ;  ;  ; 11 ; SER 888 ; 40 
 5552 ; Бона иностранная. Иран ;  ;  ;  ;  ; 9 ; 6x6 ; 50 
 5553 ; Бона иностранная. Малайзия ;  ;  ;  ;  ; 25 ; dimon-2007 ; 41 
 5554 ; Бона иностранная. Малави ;  ;  ;  ;  ; 11 ; murman ; 43 
 5555 ; Бона иностранная. Малави ;  ;  ;  ;  ; 9 ; Моряк-собиратель ; 355 
 5556 ; Бона иностранная. Китай ;  ;  ;  ;  ; 6 ; SKH ; 30 
 5557 ; Бона иностранная. Китай ;  ;  ;  ;  ; 8 ; гус4 ; 17 
 5558 ; Бона иностранная. Китай ;  ;  ;  ;  ; 25 ; krass ; 395 
 5559 ; Бона иностранная. Греция ;  ;  ;  ;  ; 6 ; SER 888 ; 40 
 5560 ; Бона иностранная. Греция ;  ;  ;  ;  ; 15 ; SER 888 ; 43 
 5561 ; Бона иностранная. Греция ;  ;  ;  ;  ; 11 ; SER 888 ; 43 
 5562 ; Бона иностранная. Ирак ;  ;  ;  ;  ; 7 ; SER 888 ; 40 
 5563 ; Бона иностранная. Ирак ;  ;  ;  ;  ; 8 ; SER 888 ; 40 
 5564 ; Бона иностранная. Ирак ;  ;  ;  ;  ; 7 ; гус4 ; 45 
 5565 ; Бона иностранная. Ирак ;  ;  ;  ;  ; 11 ; SER 888 ; 50 
 5566 ; Бона иностранная. Доминикана ;  ;  ;  ;  ; 8 ; REC ; 68 
 5567 ; Бона иностранная. Замбия ;  ;  ;  ;  ; 9 ; магаз ; 64 
 5568 ; Бона иностранная. Замбия ;  ;  ;  ;  ; 21 ; Moribor ; 70 
 5569 ; Бона иностранная. Афганистан ;  ;  ;  ;  ; 10 ; гус4 ; 51 
 5570 ; Бона иностранная. Афганистан ;  ;  ;  ;  ; 8 ; Moribor ; 31 
 5571 ; Бона иностранная. Гондурас ;  ;  ;  ;  ; 7 ; Moribor ; 30 
 5572 ; Бона иностранная. Гондурас ;  ;  ;  ;  ; 12 ; gremlyn ; 30 
 5573 ; Бона иностранная. Гондурас ;  ;  ;  ;  ; 16 ; Moribor ; 50 
 5574 ; Бона иностранная. Япония ;  ;  ;  ;  ; 5 ; Вадим Скифский ; 51 
 5575 ; Бона иностранная. Япония ;  ;  ;  ;  ; 3 ; Вадим Скифский ; 50 
 5576 ; Бона иностранная. Япония ;  ;  ;  ;  ; 36 ; Maxim914 ; 201 
 5577 ; Бона иностранная. Корея ;  ;  ;  ;  ; 15 ; Torro ; 80 
 5578 ; Бона иностранная. Корея ;  ;  ;  ;  ; 11 ; гус4 ; 46 
 5579 ; Бона иностранная. Корея ;  ;  ;  ;  ; 7 ; гус4 ; 67 
 5580 ; Бона иностранная. Сирия ;  ;  ;  ;  ; 27 ; 6x6 ; 159 
 5581 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 12 ; иржик86 ; 30 
 5582 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 14 ; Moribor ; 45 
 5583 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 11 ; SER 888 ; 40 
 5584 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 30 ; CASABLANCA ; 73 
 5585 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 15 ; SER 888 ; 46 
 5586 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 20 ; jj ; 61 
 5487 ; Бона иностранная. Борнео ;  ;  ;  ;  ; 59 ; Краснодар ; 357 
 5488 ; Бона иностранная. Гонконг ;  ;  ;  ;  ; 21 ; Hamlet ; 215 
 5489 ; Бона иностранная. Гонконг ;  ;  ;  ;  ; 17 ; Hamlet ; 215 
 5490 ; Бона иностранная. Гонконг ;  ;  ;  ;  ; 7 ; магаз ; 174 
 5491 ; Бона иностранная. Гонконг ;  ;  ;  ;  ; 9 ; магаз ; 131 
 5492 ; Бона иностранная. Великобритания ;  ;  ;  ;  ; 10 ; 333985 ; 148 
 5493 ; Бона иностранная. Великобритания ;  ;  ;  ;  ; 12 ; магаз ; 235 
 5494 ; Бона иностранная. Великобритания ;  ;  ;  ;  ; 18 ; иржик86 ; 57 
 5495 ; Бона иностранная. Финляндия ;  ;  ;  ;  ; 45 ; sifirot ; 200 
 5496 ; Бона иностранная. Дания ;  ;  ;  ;  ; 11 ; вэл ; 139 
 5497 ; Бона иностранная. Дания ;  ;  ;  ;  ; 8 ; SKH ; 153 
 5498 ; Бона иностранная. Швеция ;  ;  ;  ;  ; 11 ; SKH ; 111 
 5499 ; Бона иностранная. Швеция ;  ;  ;  ;  ; 8 ; 333985 ; 99 
 5500 ; Бона иностранная. Швеция ;  ;  ;  ;  ; 8 ; pref ; 51 
 5501 ; Бона иностранная. Молдова ;  ;  ;  ;  ; 18 ; А.А.Д ; 30 
 5502 ; Бона иностранная. Колумбия ;  ;  ;  ;  ; 7 ; fadeev.dima ; 126 
 5503 ; Бона иностранная. Венесуэла ;  ;  ;  ;  ; 25 ; marysuper ; 159 
 5504 ; Бона иностранная. Венесуэла ;  ;  ;  ;  ; 14 ; demodex ; 119 
 5505 ; Бона иностранная. Венесуэла ;  ;  ;  ;  ; 11 ; Jon Snow ; 104 
 5506 ; Бона иностранная. Венесуэла ;  ;  ;  ;  ; 9 ; teso ; 101 
 5507 ; Бона иностранная. Венесуэла ;  ;  ;  ;  ; 9 ; Jon Snow ; 57 
 5508 ; Бона иностранная. Венесуэла ;  ;  ;  ;  ; 9 ; Икстаб ; 50 
 5509 ; Бона иностранная. Индонезия ;  ;  ;  ;  ; 12 ; Moribor ; 30 
 5510 ; Бона иностранная. Индонезия ;  ;  ;  ;  ; 51 ; Hamlet ; 101 
 5511 ; Бона иностранная. Индонезия ;  ;  ;  ;  ; 20 ; Hamlet ; 91 
 5512 ; Бона иностранная. Тунис ;  ;  ;  ;  ; 11 ; жора ; 130 
 5513 ; Бона иностранная. Тунис ;  ;  ;  ;  ; 15 ; жора ; 130 
 5514 ; Бона иностранная. Тунис ;  ;  ;  ;  ; 9 ; 54заза ; 123 
 5515 ; Бона иностранная. Тунис ;  ;  ;  ;  ; 27 ; smel ; 370 
 5516 ; Бона иностранная. Алжир ;  ;  ;  ;  ; 7 ; diskus72 ; 109 
 5517 ; Бона иностранная. Ямайка ;  ;  ;  ;  ; 21 ; Вадим Скифский ; 59 
 5518 ; Бона иностранная. Перу ;  ;  ;  ;  ; 19 ; fadeev.dima ; 195 
 5519 ; Бона иностранная. Перу ;  ;  ;  ;  ; 11 ; велес ; 123 
 5520 ; Бона иностранная. Перу ;  ;  ;  ;  ; 11 ; SER 888 ; 40 
 5521 ; Бона иностранная. Перу ;  ;  ;  ;  ; 18 ; CASABLANCA ; 58 
 5522 ; Бона иностранная. Перу ;  ;  ;  ;  ; 7 ; SER 888 ; 46 
 5523 ; Бона иностранная. Перу ;  ;  ;  ;  ; 8 ; SER 888 ; 45 
 5524 ; Бона иностранная. Перу ;  ;  ;  ;  ; 15 ; SER 888 ; 36 
 5525 ; Бона иностранная. Перу ;  ;  ;  ;  ; 35 ; Ostriy ; 105 
 5526 ; Бона иностранная. Непал ;  ;  ;  ;  ; 17 ; 333985 ; 29 
 5527 ; Бона иностранная. Непал ;  ;  ;  ;  ; 21 ; 6x6 ; 93 
 5528 ; Бона иностранная. Коста - Рика ;  ;  ;  ;  ; 48 ; Hamlet ; 216 
 5529 ; Бона иностранная. Гана ;  ;  ;  ;  ; 17 ; geit ; 101 
 5530 ; Бона иностранная. Гана ;  ;  ;  ;  ; 9 ; Моряк-собиратель ; 130 
 5531 ; Бона иностранная. Шри - Ланка ;  ;  ;  ;  ; 14 ; Moribor ; 53 
 5532 ; Бона иностранная. Шри - Ланка ;  ;  ;  ;  ; 23 ; murman ; 61 
 5533 ; Бона иностранная. Шри - Ланка ;  ;  ;  ;  ; 14 ; murman ; 62 
 5534 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 25 ; SER 888 ; 40 
 5535 ; Бона иностранная. Германия ;  ;  ;  ;  ; 12 ; miha5855 ; 51 
 5536 ; Бона иностранная. Германия ;  ;  ;  ;  ; 14 ; miha5855 ; 51 
 5437 ; Бона иностранная Сирия ;  ;  ;  ; AU ; 31 ; CASABLANCA ; 381 
 5438 ; Бона иностранная Гаяна ;  ;  ;  ; AU ; 42 ; S-har ; 71 
 5439 ; Бона иностранная Мексика ;  ;  ;  ; AU ; 20 ; CASABLANCA ; 159 
 5440 ; Бона иностранная Индонезия ; 1964 ;  ;  ; AU ; 33 ; Moribor ; 165 
 5441 ; Бона иностранная Индонезия ; 1992 ;  ;  ; AU ; 21 ; CASABLANCA ; 79 
 5442 ; Бона иностранная Сальвадор ; 1979 ;  ;  ; AU ; 55 ; Andreyspb ; 555 
 5443 ; Бона иностранная Сальвадор ; 1983 ;  ;  ; AU ; 31 ; Andreyspb ; 716 
 5444 ; Бона иностранная Доминикана ;  ;  ;  ;  ; 13 ; Moribor ; 47 
 5445 ; Бона иностранная Доминикана ;  ;  ;  ; AU ; 42 ; pelmen761 ; 227 
 5446 ; Бона иностранная Гондурас ; 1976 ;  ;  ; AU ; 22 ; pelmen761 ; 40 
 5447 ; Бона иностранная Гватемала ; 1990 ;  ;  ; AU ; 31 ; CASABLANCA ; 67 
 5448 ; Бона иностранная Эфиопия ;  ;  ;  ;  ; 50 ; archy ; 453 
 5449 ; Бона иностранная Аргентина ;  ;  ;  ; AU ; 13 ; Moribor ; 49 
 5450 ; Бона иностранная Аргентина ;  ;  ;  ; AU ; 14 ; А.А.Д ; 45 
 5451 ; Бона иностранная Аргентина ;  ;  ;  ; AU ; 19 ; SKH ; 45 
 5452 ; Бона иностранная Замбия ;  ;  ;  ;  ; 7 ; птичка16 ; 67 
 5453 ; Бона иностранная Замбия ;  ;  ;  ;  ; 9 ; Espaniol_2015 ; 51 
 5454 ; Бона иностранная Замбия ;  ;  ;  ;  ; 17 ; Моряк-собиратель ; 255 
 5455 ; Бона иностранная Сингапур ;  ;  ;  ;  ; 12 ; жора ; 53 
 5456 ; Бона иностранная Сингапур ;  ;  ;  ; AU ; 35 ; Andreyspb ; 191 
 5457 ; Бона иностранная Словения ;  ;  ;  ; AU ; 17 ; Ssid ; 51 
 5458 ; Бона иностранная Словения ;  ;  ;  ; AU ; 11 ; Ssid ; 51 
 5459 ; Бона иностранная Словения ;  ;  ;  ; AU ; 18 ; Ssid ; 51 
 5460 ; Бона иностранная Словения ;  ;  ;  ; AU ; 11 ; dimon-2007 ; 102 
 5461 ; 5 крон Эстония ; 1991 ;  ;  ; AU ; 39 ; alesjane ; 57 
 5462 ; Лот бон Узбекистан 3 шт ; 1992 ;  ;  ; AU ; 27 ; pelmen761 ; 123 
 5463 ; Лот бон Украина 4 шт ;  ;  ;  ;  ; 11 ; Ratmen ; 82 
 5464 ; Лот бон Туркменистан 2 шт ;  ;  ;  ; AU ; 23 ; pelmen761 ; 285 
 5465 ; Бона иностранная Молдова ; 2015 ;  ;  ; AU ; 40 ; Andreyspb ; 426 
 5466 ; Бона иностранная Сербия ; 2011 ;  ;  ; AU ; 19 ; Andreyspb ; 839 
 5467 ; Бона иностранная Сербия ; 2011 ;  ;  ; AU ; 21 ; alesjane ; 516 
 5468 ; Бона иностранная Сербия ; 2011 ;  ;  ; AU ; 20 ; dimon-2007 ; 195 
 5469 ; Бона иностранная Сербия ; 2011 ;  ;  ; AU ; 16 ; dimon-2007 ; 150 
 5470 ; Лот бон иностранных 7 шт ;  ;  ;  ;  ; 32 ; Ostriy ; 139 
 5471 ; Лот бон иностранных 10 шт ;  ;  ;  ;  ; 29 ; val211 ; 521 
 5472 ; Лот бон Испания 3 шт ;  ;  ;  ;  ; 14 ; Roskur ; 203 
 5473 ; Лот бон иностранных 3 шт ;  ;  ;  ;  ; 13 ; Ssid ; 114 
 5474 ; Бона иностранная Хорватия ; 1941 ;  ;  ;  ; 31 ; cotangens ; 168 
 5475 ; Лот бон иностранных 5 шт ;  ;  ;  ;  ; 22 ; SKH ; 136 
 5476 ; Нотгельд Германия ; 1921 ;  ;  ;  ; 46 ; bondars ; 77 
 5477 ; Лот нотгельдов Германия 30 шт ;  ;  ;  ;  ; 26 ; Erzherzog ; 732 
 5478 ; Лот нотгельдов Германия 30 шт ;  ;  ;  ;  ; 15 ; graff36alex ; 732 
 5479 ; Лот нотгельдов Германия 20 шт ;  ;  ;  ;  ; 19 ; Erzherzog ; 612 
 5480 ; Лот нотгельдов Германия 20 шт ;  ;  ;  ;  ; 20 ; Erzherzog ; 663 
 5481 ; Лот нотгельдов Германия 10 шт ;  ;  ;  ;  ; 20 ; bondars ; 246 
 5482 ; Лот бон иностранных 10 шт ;  ;  ;  ;  ; 38 ; val211 ; 536 
 5483 ; Лот бон иностранных 2 шт ;  ;  ;  ;  ; 14 ; graff36alex ; 72 
 5484 ; Лот бон иностранных (7шт) ;  ;  ;  ;  ; 15 ; cr3041 ; 120 
 5485 ; Бона иностранная. Австралия ;  ;  ;  ;  ; 23 ; Maxim914 ; 191 
 5486 ; Бона иностранная. Австралия ;  ;  ;  ;  ; 21 ; Moribor ; 204 
 5387 ; Лот бон Британской армии 3 шт ;  ;  ;  ;  ; 14 ; Вадим Скифский ; 111 
 5388 ; Лот бон Афганистан 6 шт ;  ;  ;  ; AU ; 18 ; S-har ; 195 
 5389 ; Лот бон Мальдивы 3 шт ;  ;  ;  ; AU ; 34 ; Вадим Скифский ; 385 
 5390 ; Лот бон Бангладеш 9 шт ;  ;  ;  ; AU ; 27 ; Moribor ; 202 
 5391 ; Лот бон иностранных 5 шт ;  ;  ;  ;  ; 12 ; Olimpia ; 255 
 5392 ; Бона иностранная Италия ; 1976 ;  ;  ;  ; 36 ; нв1975 ; 308 
 5393 ; Бона иностранная Великобритания ;  ;  ;  ;  ; 27 ; вэл ; 159 
 5394 ; Бона иностранная Бельгия ; 1967 ;  ;  ;  ; 15 ; митяй ; 173 
 5395 ; Бона иностранная Индия ;  ;  ;  ;  ; 20 ; smel ; 306 
 5396 ; Бона иностранная Гонг-Конг ;  ;  ;  ; AU ; 53 ; Нумик2016 ; 261 
 5397 ; Лот бон иностранных 4 шт ;  ;  ;  ;  ; 27 ; alesjane ; 357 
 5398 ; Лот бон 3 шт ;  ;  ;  ;  ; 15 ; uz ; 588 
 5399 ; Лот бон иностранных 8 шт ;  ;  ;  ;  ; 10 ; Краснодар ; 101 
