 5964 ; Бона иностранная Гана 5 седи ; 1978 ;  ;  ;  ; 21 ; ZIMOGOR ; 67 
 5989 ; Бона иностранная Перу 5000 интис ; 1988 ;  ;  ;  ; 8 ; murman ; 36 
 5990 ; Бона иностранная Перу 1000  интис ; 1988 ;  ;  ;  ; 9 ; орикс ; 51 
 5991 ; Бона иностранная Перу 10000 солей ; 1981 ;  ;  ;  ; 7 ; WRC ; 21 
 5992 ; Бона иностранная Перу 50000 солей ; 1984 ;  ;  ;  ; 4 ; WRC ; 30 
 5993 ; Бона иностранная Перу 50000  интис ; 1988 ;  ;  ;  ; 7 ; Димон777 ; 51 
 5994 ; Бона иностранная Аргентина 5000 песо ;  ;  ;  ;  ; 21 ; AlexSiberian ; 87 
 5995 ; Бона иностранная Аргентина 10000 песо ;  ;  ;  ;  ; 31 ; flutter ; 53 
 5996 ; Бона иностранная Аргентина 10000 песо ;  ;  ;  ;  ; 13 ; murman ; 26 
 5997 ; Бона иностранная Аргентина 50000 песо ;  ;  ;  ;  ; 9 ; murman ; 26 
 5998 ; Бона иностранная Аргентина 100000 песо ;  ;  ;  ;  ; 24 ; flutter ; 120 
 5999 ; Бона иностранная Аргентина 500000 песо ;  ;  ;  ;  ; 17 ; AlexSiberian ; 114 
 6000 ; Лот бон иностранных Бразилия 50,100,200,500 крузейро 4 шт ;  ;  ;  ;  ; 25 ; flutter ; 170 
 6001 ; Лот бон иностранных Бразилия 500,5000 крузейро 2 шт ;  ;  ;  ;  ; 38 ; moneta34 ; 89 
 6002 ; Лот бон иностранных Бразилия 50,10000,50000,10000 крузейро 4 шт ;  ;  ;  ;  ; 13 ; USS ; 102 
 5914 ; Лот бон 5 шт ;  ;  ;  ;  ; 19 ; smel ; 365 
 5915 ; Лот бон 6 шт ;  ;  ;  ;  ; 18 ; maksbelov ; 203 
 5916 ; Лот бон 11 шт ;  ;  ;  ;  ; 5 ; maksbelov ; 102 
 5917 ; Лот бон 5 шт ;  ;  ;  ;  ; 19 ; StanislavAK ; 134 
 5918 ; Бумага ценная Германия ; 1938 ;  ;  ;  ; 22 ; nikfed ; 373 
 5919 ; Бона иностранная Венгрия 10000 пенго ; 1945 ;  ;  ;  ; 51 ; asus ; 201 
 5920 ; Бона иностранная Венгрия 1000 пенго ; 1945 ;  ;  ;  ; 9 ; Мурзик ; 51 
 5921 ; Бона иностраннаяВенгрия 100 пенго ; 1930 ;  ;  ;  ; 9 ; Мурзик ; 51 
 5922 ; Бона иностранная Болгария 200 лева ; 1951 ;  ;  ; AU ; 18 ; Volniy ; 102 
 5923 ; Бона иностранная Болгария 25 лева ; 1951 ;  ;  ; AU ; 19 ; Volniy ; 102 
 5924 ; Бона иностранная Колумбия 1 песо ; 1973 ;  ;  ; AU ; 21 ; asus ; 82 
 5925 ; Бона иностранная Египет 5 пиастров ;  ;  ;  ; AU ; 9 ; komod ; 29 
 5926 ; Бона иностранная Доминикана 1 песо ; 1988 ;  ;  ; AU ; 17 ; братья Гавс ; 68 
 5927 ; Бона иностранная Аргентина 1 песо ;  ;  ;  ; AU ; 16 ; murman ; 57 
 5928 ; Бона иностранная Аргентина 500 песо ;  ;  ;  ; AU ; 20 ; murman ; 64 
 5929 ; Бона иностранная Аргентина 1000 песо ;  ;  ;  ; AU ; 25 ; murman ; 71 
 5930 ; Бона иностранная 5 аустралей ;  ;  ;  ; AU ; 10 ; asus ; 51 
 5931 ; Бона иностранная Бразилия 500 крузейро ;  ;  ;  ; AU ; 12 ; flutter ; 62 
 5932 ; Бона иностранная Бразилия 1000 крузейро ;  ;  ;  ; AU ; 26 ; flutter ; 102 
 5933 ; Бона иностранная Бразилия 5000 крузейро ;  ;  ;  ; AU ; 11 ; flutter ; 51 
 5934 ; Бона иностранная Никарагуа 50 кордоб ; 1985 ;  ;  ; AU ; 8 ; AlexSiberian ; 46 
 5935 ; Бона иностранная Никарагуа 10000 кордоб ; 1985 ;  ;  ; AU ; 14 ; asus ; 64 
 5936 ; Бона иностранная Югославия 1000 динар ; 1978 ;  ;  ; AU ; 9 ; USS ; 45 
 5937 ; Бона иностранная Югославия 5000 динар ; 1985 ;  ;  ; AU ; 9 ; Jek327 ; 46 
 5938 ; Бона иностранная Перу 5 солей ; 1966 ;  ;  ; AU ; 22 ; братья Гавс ; 73 
 5939 ; Бона иностранная Харватия 5 динар ; 1991 ;  ;  ; AU ; 7 ; murman ; 26 
 5940 ; Бона иностранная Венесуэла 1 боливар ; 1989 ;  ;  ; AU ; 16 ; Waldemar ; 46 
 5941 ; Бона иностранная Венесуэла 2 боливара ; 1989 ;  ;  ; AU ; 36 ; Waldemar ; 102 
 5942 ; Бона иностранная Бирма  1 кьят ;  ;  ;  ; AU ; 14 ; murman ; 38 
 5943 ; Бона иностранная Индонезия 25 сен ; 1964 ;  ;  ; AU ; 8 ; murman ; 25 
 5944 ; Бона иностранная Латвия  1 рубль ; 1992 ;  ;  ; AU ; 11 ; AlexSiberian ; 128 
 5945 ; Бона иностранная Иран 50 риалов ;  ;  ;  ;  ; 22 ; murman ; 53 
 5946 ; Бона иностранная Иран 100 риалов ;  ;  ;  ;  ; 18 ; air ; 114 
 5947 ; Бона иностранная Иран 200 риалов ;  ;  ;  ;  ; 22 ; demodex ; 126 
 5948 ; Бона иностранная Иран 500 риалов ;  ;  ;  ;  ; 11 ; demodex ; 129 
 5949 ; Бона иностранная Кувейт 1/2 динара ;  ;  ;  ;  ; 19 ; OPS ; 57 
 5950 ; Бона иностранная Кувейт 1/4 динара ;  ;  ;  ;  ; 19 ; grimbo ; 69 
 5951 ; Бона иностранная Кувейт 1 динар ;  ;  ;  ;  ; 36 ; grimbo ; 91 
 5952 ; Бона иностранная Египет 50 пиастров ;  ;  ;  ;  ; 29 ; murman ; 55 
 5953 ; Бона иностранная Египет 50 пиастров ;  ;  ;  ;  ; 39 ; Brat123456 ; 102 
 5954 ; Бона иностранная Египет 25 пиастров ;  ;  ;  ;  ; 20 ; murman ; 47 
 5955 ; Бона иностранная Сейшельские острова 10 рупий ;  ;  ;  ;  ; 48 ; R-Evolve ; 57 
 5956 ; Бона иностранная Сейшельские острова 10 рупий ;  ;  ;  ;  ; 32 ; ZIMOGOR ; 102 
 5957 ; Бона иностранная Гаяна 1 доллар ;  ;  ;  ;  ; 10 ; maximilian2204 ; 29 
 5958 ; Бона иностранная Гаяна 5 долларов ;  ;  ;  ;  ; 19 ; asus ; 75 
 5959 ; Бона иностранная Гаяна 20 долларов ;  ;  ;  ;  ; 11 ; maximilian2204 ; 36 
 5960 ; Бона иностранная Гана 1 седи ; 1976 ;  ;  ;  ; 24 ; Brat123456 ; 102 
 5961 ; Бона иностранная Гана 1 седи ; 1979 ;  ;  ;  ; 31 ; murman ; 79 
 5962 ; Бона иностранная Гана 2 седи ; 1982 ;  ;  ;  ; 23 ; ZIMOGOR ; 53 
 5963 ; Бона иностранная Гана 2 седи ; 1977 ;  ;  ;  ; 15 ; ZIMOGOR ; 114 
 5864 ; Бона иностранная Турция ;  ;  ;  ; AU ; 37 ; стадник ; 237 
 5865 ; Бона иностранная Турция ;  ;  ;  ; AU ; 22 ; стадник ; 102 
 5866 ; Бона иностранная Турция ;  ;  ;  ; AU ; 23 ; smel ; 102 
 5867 ; Бона иностранная Турция ;  ;  ;  ; AU ; 29 ; smel ; 102 
 5868 ; Бона иностранная Турция ;  ;  ;  ;  ; 10 ; murman ; 37 
 5869 ; Бона иностранная  Финляндия ;  ;  ;  ;  ; 34 ; tss ; 107 
 5870 ; Бона иностранная  Финляндия ;  ;  ;  ;  ; 22 ; tss ; 114 
 5871 ; Бона иностранная  Финляндия ;  ;  ;  ;  ; 16 ; boroda ; 111 
 5872 ; Бона иностранная  Финляндия ;  ;  ;  ;  ; 31 ; dsp ; 704 
 5873 ; Бона иностранная  Финляндия ;  ;  ;  ;  ; 17 ; стадник ; 509 
 5874 ; Лот бон 4 шт. Финляндия ;  ;  ;  ;  ; 14 ; boroda ; 105 
 5875 ; Бона иностранная Китай ; 1935 ;  ;  ;  ; 15 ; max2008 ; 555 
 5876 ; Бона иностранная Мексика ;  ;  ;  ;  ; 24 ; trial ; 541 
 5877 ; Бона иностранная Мексика ;  ;  ;  ;  ; 31 ; nikfed ; 1219 
 5878 ; Бона иностранная Мексика ;  ;  ;  ;  ; 26 ; nikfed ; 1134 
 5879 ; Бона иностранная Мексика ;  ;  ;  ;  ; 37 ; nikfed ; 1334 
 5880 ; Бона иностранная Мексика ;  ;  ;  ;  ; 21 ; nikfed ; 1134 
 5881 ; Бона иностранная Эквадор ;  ;  ;  ; AU ; 14 ; moneta34 ; 138 
 5882 ; Бона иностранная Чили ;  ;  ;  ; AU ; 12 ; середа ; 170 
 5883 ; Бона иностранная Чили ;  ;  ;  ; AU ; 48 ; середа ; 150 
 5884 ; Бона иностранная Боливия ;  ;  ;  ; AU ; 13 ; maksbelov ; 102 
 5885 ; Бона иностранная Боливия ;  ;  ;  ; AU ; 12 ; братья Гавс ; 181 
 5886 ; Бона иностранная Эквадор ;  ;  ;  ; AU ; 31 ; moneta34 ; 114 
 5887 ; Бона иностранная Перу ;  ;  ;  ; AU ; 7 ; moneta34 ; 126 
 5888 ; Бона иностранная Перу ;  ;  ;  ; AU ; 25 ; murman ; 51 
 5889 ; Бона иностранная Канада ;  ;  ;  ;  ; 20 ; SS2008 ; 125 
 5890 ; Бона иностранная Канада ;  ;  ;  ;  ; 46 ; nikfed ; 986 
 5891 ; Бона иностранная Острова Кука ;  ;  ;  ; AU ; 41 ; стадник ; 357 
 5892 ; Бона иностранная Острова Кука ;  ;  ;  ; AU ; 34 ; стадник ; 357 
 5893 ; Бона иностранная Мальта ;  ;  ;  ; AU ; 43 ; Hamlet ; 600 
 5894 ; Бона иностранная Мальта ;  ;  ;  ; AU ; 40 ; Hamlet ; 1130 
 5895 ; Бона иностранная Самоа ;  ;  ;  ; AU ; 28 ; ZIMOGOR ; 253 
 5896 ; Бона иностранная Новая Зеландия ;  ;  ;  ;  ; 43 ; grimbo ; 459 
 5897 ; Бона иностранная Тимср ;  ;  ;  ;  ; 19 ; братья Гавс ; 306 
 5898 ; Бона иностранная Австралия ;  ;  ;  ;  ; 12 ; всыня ; 1836 
 5899 ; Бона иностранная ;  ;  ;  ;  ; 25 ; murman ; 55 
 5900 ; Бона иностранная ;  ;  ;  ;  ; 23 ; Monata ; 112 
 5901 ; Бона иностранная ;  ;  ;  ;  ; 16 ; орикс ; 87 
 5902 ; Бона иностранная ;  ;  ;  ;  ; 15 ; murman ; 51 
 5903 ; Бона иностранная ;  ;  ;  ;  ; 23 ; MG ; 67 
 5904 ; Бона иностранная ;  ;  ;  ;  ; 23 ; murman ; 43 
 5905 ; Бона иностранная ;  ;  ;  ;  ; 56 ; стадник ; 165 
 5906 ; Бона иностранная ;  ;  ;  ;  ; 49 ; Volniy ; 224 
 5907 ; Бона иностранная ;  ;  ;  ;  ; 22 ; середа ; 207 
 5908 ; Бона иностранная ;  ;  ;  ;  ; 41 ; Моряк-собиратель ; 136 
 5909 ; Бона иностранная ;  ;  ;  ;  ; 26 ; derk02 ; 350 
 5910 ; Бона иностранная ;  ;  ;  ;  ; 46 ; murman ; 100 
 5911 ; Бона иностранная ;  ;  ;  ;  ; 32 ; murman ; 67 
 5912 ; Лот бон 3 шт ;  ;  ;  ;  ; 33 ; FoxSF ; 107 
 5913 ; Лот бон 3 шт ;  ;  ;  ;  ; 27 ; цеховик ; 100 
 5814 ; 50 марок Германия ; 1933 ;  ;  ;  ; 73 ; trial ; 308 
 5815 ; 50 марок Германия ;  ;  ;  ;  ; 39 ; цеховик ; 173 
 5816 ; 100 марок Германия ; 1964 ;  ;  ;  ; 28 ; $$$ ; 1676 
 5817 ; 50 марок Германия ; 1989 ;  ;  ;  ; 35 ; nikfed ; 2210 
 5818 ; 2000000 злотых Польша ; 1993 ;  ;  ; AU ; 78 ; derk02 ; 4284 
 5819 ; 10000 злотых Польша ; 1987 ;  ;  ; AU ; 38 ; Volniy ; 306 
 5820 ; 5000 злотых Польша ; 1982 ;  ;  ; AU ; 58 ; Volniy ; 294 
 5821 ; 2000 злотых Польша ; 1979 ;  ;  ; AU ; 35 ; Volniy ; 453 
 5822 ; 1000 злотых Польша ; 1975 ;  ;  ; AU ; 24 ; Volniy ; 157 
 5823 ; 500 злотых Польша ; 1982 ;  ;  ; AU ; 14 ; Volniy ; 153 
 5824 ; 200 злотых Польша ; 1986 ;  ;  ; AU ; 17 ; Volniy ; 204 
 5825 ; 100 злотых Польша ; 1976 ;  ;  ; AU ; 13 ; Volniy ; 170 
 5826 ; 50 злотых Польша ; 1975 ;  ;  ; AU ; 10 ; нв1975 ; 44 
 5827 ; 20 злотых Польша ; 1982 ;  ;  ; AU ; 14 ; gdrg2 ; 204 
 5828 ; 10 злотых Польша ; 1982 ;  ;  ; AU ; 35 ; Volniy ; 353 
 5829 ; 1000 лей Румыния ; 1941 ;  ;  ;  ; 31 ; стадник ; 191 
 5830 ; Лот бон 2 шт. Австрия ; 1945 ;  ;  ;  ; 11 ; stabah ; 192 
 5831 ; 5 долларов Канада ; 1986 ;  ;  ;  ; 37 ; maksbelov ; 306 
 5832 ; 10000 марок Германия ; 1922 ;  ;  ;  ; 15 ; трутень ; 61 
 5833 ; 10000 марок Германия ; 1922 ;  ;  ; XF+ ; 23 ; moneta34 ; 308 
 5834 ; 20 марок Германия ;  ;  ;  ;  ; 22 ; taa ; 66 
 5835 ; 1 марка Германия ;  ;  ;  ; AU ; 15 ; moneta34 ; 227 
 5836 ; 1 шиллинг Австрия ; 1944 ;  ;  ;  ; 11 ; murman ; 42 
 5837 ; Бона иностранная Шотландия ;  ;  ;  ;  ; 37 ; derk02 ; 257 
 5838 ; Бона иностранная Бельгия ;  ;  ;  ;  ; 31 ; КовалевС ; 1328 
 5839 ; Бона иностранная Бельгия ;  ;  ;  ;  ; 18 ; murman ; 38 
 5840 ; Бона иностранная Люксенбург ;  ;  ;  ;  ; 27 ; стадник ; 241 
 5841 ; Бона иностранная Испания ;  ;  ;  ;  ; 3 ; WCN ; 79 
 5842 ; Бона иностранная Испания ;  ;  ;  ;  ; 17 ; велес ; 73 
 5843 ; Бона иностранная Испания ;  ;  ;  ;  ; 8 ; WCN ; 45 
 5844 ; Бона иностранная Греция ;  ;  ;  ;  ; 13 ; neveredge1 ; 110 
 5845 ; Бона иностранная Греция ;  ;  ;  ;  ; 37 ; flutter ; 164 
 5846 ; Бона иностранная Греция ;  ;  ;  ;  ; 24 ; flutter ; 38 
 5847 ; Бона иностранная Греция ;  ;  ;  ;  ; 28 ; flutter ; 179 
 5848 ; Бона иностранная Нидерланды ;  ;  ;  ; AU ; 30 ; vicktor_2014 ; 464 
 5849 ; Бона иностранная Нидерланды ;  ;  ;  ; AU ; 30 ; archy ; 451 
 5850 ; Бона иностранная Великобритания ;  ;  ;  ;  ; 18 ; D-503 ; 469 
 5851 ; Бона иностранная Великобритания ;  ;  ;  ;  ; 15 ; ОВМ ; 93 
 5852 ; Бона иностранная ;  ;  ;  ;  ; 29 ; doc2 ; 514 
 5853 ; Бона иностранная Албания ;  ;  ;  ;  ; 26 ; середа ; 69 
 5854 ; Бона иностранная Албания.  ОБРАЗЕЦ ;  ;  ;  ; AU ; 25 ; doc2 ; 400 
 5855 ; Бона иностранная Албания.  ОБРАЗЕЦ ;  ;  ;  ; AU ; 20 ; doc2 ; 400 
 5856 ; Бона иностранная Албания.  ОБРАЗЕЦ ;  ;  ;  ; AU ; 12 ; doc2 ; 400 
 5857 ; Бона иностранная Албания.  ОБРАЗЕЦ ;  ;  ;  ; AU ; 36 ; doc2 ; 399 
 5858 ; 5 перпер Черногория ; 1914 ;  ;  ;  ; 42 ; doc2 ; 3264 
 5859 ; 50000 динар Хорватия ; 1993 ;  ;  ; AU ; 5 ; орикс ; 102 
 5860 ; 100000 динар Хорватия ; 1993 ;  ;  ; AU ; 12 ; asus ; 126 
 5861 ; 100 динар Югославия ; 1955 ;  ;  ;  ; 35 ; SS2008 ; 79 
 5862 ; 2 кроны Норвегия ; 1944 ;  ;  ;  ; 19 ; bonist-3A ; 514 
 5863 ; Бона иностранная Турция ;  ;  ;  ; AU ; 23 ; gdrg2 ; 104 
 5652 ; Бона иностранная ;  ;  ;  ;  ; 13 ; maximilian2204 ; 25 
 5653 ; Бона иностранная ;  ;  ;  ;  ; 16 ; ъхз ; 82 
 5654 ; Бона иностранная ;  ;  ;  ;  ; 16 ; Levon.Koins ; 238 
 5655 ; Бона иностранная ;  ;  ;  ;  ; 28 ; 47154 ; 232 
 5656 ; Бона иностранная ;  ;  ;  ;  ; 28 ; Dmitry21 ; 330 
 5657 ; Бона иностранная ;  ;  ;  ;  ; 9 ; 47154 ; 122 
 5658 ; Бона иностранная ;  ;  ;  ;  ; 22 ; Мурзик ; 206 
 5659 ; Бона иностранная ;  ;  ;  ;  ; 20 ; demodex ; 68 
 5660 ; Бона иностранная ;  ;  ;  ;  ; 9 ; ъхз ; 28 
 5661 ; Бона иностранная ;  ;  ;  ;  ; 29 ; ъхз ; 397 
 5662 ; Бона иностранная ;  ;  ;  ;  ; 12 ; neveredge1 ; 30 
 5663 ; Бона иностранная ;  ;  ;  ;  ; 17 ; SS2008 ; 43 
 5664 ; Бона иностранная ;  ;  ;  ;  ; 9 ; pref ; 31 
 5665 ; Бона иностранная ;  ;  ;  ;  ; 9 ; murman ; 34 
 5666 ; Бона иностранная ;  ;  ;  ;  ; 59 ; neveredge1 ; 101 
 5667 ; Бона иностранная ;  ;  ;  ;  ; 18 ; smel ; 334 
 5668 ; Бона иностранная ;  ;  ;  ;  ; 23 ; gdrg2 ; 66 
 5669 ; Бона иностранная ;  ;  ;  ;  ; 26 ; gdrg2 ; 68 
 5670 ; Бона иностранная ;  ;  ;  ;  ; 11 ; maximilian2204 ; 30 
 5671 ; Бона иностранная ;  ;  ;  ;  ; 8 ; maximilian2204 ; 20 
 5672 ; Бона иностранная ;  ;  ;  ;  ; 37 ; flutter ; 121 
 5673 ; Бона иностранная ;  ;  ;  ;  ; 19 ; flutter ; 235 
 5674 ; Бона иностранная ;  ;  ;  ;  ; 5 ; neveredge1 ; 39 
 5675 ; Бона иностранная ;  ;  ;  ;  ; 15 ; SS2008 ; 152 
 5676 ; Бона иностранная ;  ;  ;  ;  ; 7 ; ъхз ; 38 
 5677 ; Бона иностранная ;  ;  ;  ;  ; 12 ; neveredge1 ; 50 
 5678 ; Бона иностранная ;  ;  ;  ;  ; 17 ; flutter ; 133 
 5679 ; Бона иностранная ;  ;  ;  ;  ; 40 ; flutter ; 235 
 5680 ; Бона иностранная ;  ;  ;  ;  ; 14 ; maximilian2204 ; 31 
 5681 ; Бона иностранная ;  ;  ;  ;  ; 17 ; flutter ; 101 
 5682 ; Бона иностранная ;  ;  ;  ;  ; 16 ; neveredge1 ; 41 
 5683 ; Бона иностранная ;  ;  ;  ;  ; 30 ; flutter ; 114 
 5684 ; Бона иностранная ;  ;  ;  ;  ; 22 ; Ксюша ; 77 
 5685 ; Бона иностранная ;  ;  ;  ;  ; 20 ; neveredge1 ; 68 
 5686 ; Бона иностранная ;  ;  ;  ;  ; 10 ; maximilian2204 ; 31 
 5687 ; Бона иностранная ;  ;  ;  ;  ; 5 ; maximilian2204 ; 51 
 5800 ; 100 лат Латвия ; 1939 ;  ;  ;  ; 22 ; bva150979 ; 1836 
 5801 ; 50 лат Латвия ; 1934 ;  ;  ;  ; 29 ; gdrg2 ; 593 
 5802 ; 25 лат Латвия ; 1938 ;  ;  ;  ; 35 ; bonipari ; 467 
 5803 ; 3 рубля Латвия ; 1919 ;  ;  ;  ; 36 ; ЛАВ-13 ; 378 
 5804 ; 1 рубль Латвия ; 1919 ;  ;  ;  ; 35 ; bva150979 ; 619 
 5805 ; 5 копеек Латвия ;  ;  ;  ;  ; 44 ; ЛАВ-13 ; 227 
 5806 ; 10 копеек Латвия ;  ;  ;  ;  ; 41 ; ЛАВ-13 ; 227 
 5807 ; 1 рубль Либавское городское самоуправление ; 1915 ;  ;  ; AU ; 51 ; ЛАВ-13 ; 813 
 5808 ; 5 рублей Либавское городское самоуправление ; 1915 ;  ;  ; AU ; 38 ; val211 ; 567 
 5809 ; 10 лат Латвия ; 1937 ;  ;  ;  ; 27 ; bonipari ; 557 
 5810 ; 20 лит Литва ; 1930 ;  ;  ;  ; 67 ; derk02 ; 3291 
 5811 ; 50 лит Литва ; 1928 ;  ;  ;  ; 47 ; derk02 ; 3449 
 5812 ; 100 лит Литва ; 1928 ;  ;  ;  ; 58 ; derk02 ; 4029 
 5813 ; 10 марок Германия ; 1929 ;  ;  ;  ; 43 ; trial ; 145 
 5602 ; Бона иностранная ;  ;  ;  ;  ; 13 ; mart_si ; 130 
 5603 ; Бона иностранная ;  ;  ;  ;  ; 16 ; елец ; 156 
 5604 ; Бона иностранная ;  ;  ;  ;  ; 35 ; Brat123456 ; 285 
 5605 ; Бона иностранная ;  ;  ;  ;  ; 25 ; tss ; 227 
 5606 ; Бона иностранная ;  ;  ;  ;  ; 26 ; tss ; 227 
 5607 ; Бона иностранная ;  ;  ;  ;  ; 12 ; ек ; 101 
 5608 ; Бона иностранная ;  ;  ;  ;  ; 32 ; Рубчик ; 352 
 5609 ; Бона иностранная ;  ;  ;  ;  ; 43 ; елец ; 320 
 5610 ; Бона иностранная ;  ;  ;  ;  ; 26 ; murman ; 57 
 5611 ; Бона иностранная ;  ;  ;  ;  ; 8 ; AlexSiberian ; 30 
 5612 ; Бона иностранная ;  ;  ;  ;  ; 6 ; mega ; 32 
 5613 ; Бона иностранная ;  ;  ;  ;  ; 23 ; murman ; 32 
 5614 ; Бона иностранная ;  ;  ;  ;  ; 11 ; цеховик ; 54 
 5615 ; Бона иностранная ;  ;  ;  ;  ; 19 ; стадник ; 102 
 5616 ; Бона иностранная ;  ;  ;  ;  ; 19 ; smel ; 126 
 5617 ; Бона иностранная ;  ;  ;  ;  ; 22 ; братья Гавс ; 276 
 5618 ; Бона иностранная ;  ;  ;  ;  ; 14 ; asus ; 54 
 5619 ; Бона иностранная ;  ;  ;  ;  ; 12 ; murman ; 46 
 5620 ; Бона иностранная ;  ;  ;  ;  ; 20 ; братья Гавс ; 182 
 5621 ; Бона иностранная ;  ;  ;  ;  ; 13 ; стадник ; 104 
 5622 ; Бона иностранная ;  ;  ;  ;  ; 14 ; murman ; 39 
 5623 ; Бона иностранная ;  ;  ;  ;  ; 21 ; стадник ; 102 
 5624 ; Бона иностранная ;  ;  ;  ;  ; 16 ; zamectitel ; 101 
 5625 ; Бона иностранная ;  ;  ;  ;  ; 9 ; mart_si ; 101 
 5626 ; Бона иностранная ;  ;  ;  ;  ; 25 ; maksbelov ; 152 
 5627 ; Бона иностранная ;  ;  ;  ;  ; 16 ; mart_si ; 206 
 5628 ; Бона иностранная ;  ;  ;  ;  ; 30 ; стадник ; 304 
 5629 ; Бона иностранная ;  ;  ;  ;  ; 11 ; вулканолог ; 221 
 5630 ; Бона иностранная ;  ;  ;  ;  ; 27 ; середа ; 51 
 5631 ; Бона иностранная ;  ;  ;  ;  ; 29 ; murman ; 46 
 5632 ; Бона иностранная ;  ;  ;  ;  ; 12 ; jj ; 49 
 5633 ; Бона иностранная ;  ;  ;  ;  ; 13 ; flutter ; 51 
 5634 ; Бона иностранная ;  ;  ;  ;  ; 16 ; flutter ; 79 
 5635 ; Бона иностранная ;  ;  ;  ;  ; 14 ; asus ; 30 
 5636 ; Бона иностранная ;  ;  ;  ;  ; 16 ; pref ; 30 
 5637 ; Бона иностранная ;  ;  ;  ;  ; 15 ; орикс ; 206 
 5638 ; Бона иностранная ;  ;  ;  ;  ; 29 ; murman ; 84 
 5639 ; Бона иностранная ;  ;  ;  ;  ; 19 ; орикс ; 148 
 5640 ; Бона иностранная ;  ;  ;  ;  ; 28 ; asus ; 71 
 5641 ; Бона иностранная ;  ;  ;  ;  ; 7 ; орикс ; 101 
 5642 ; Бона иностранная ;  ;  ;  ;  ; 11 ; tss ; 124 
 5643 ; Бона иностранная ;  ;  ;  ;  ; 9 ; tss ; 126 
 5644 ; Бона иностранная ;  ;  ;  ;  ; 43 ; вулканолог ; 99 
 5645 ; Бона иностранная ;  ;  ;  ;  ; 24 ; derk02 ; 1135 
 5646 ; Бона иностранная ;  ;  ;  ;  ; 12 ; вулканолог ; 793 
 5647 ; Бона иностранная ;  ;  ;  ;  ; 12 ; zamectitel ; 101 
 5648 ; Бона иностранная ;  ;  ;  ;  ; 27 ; стадник ; 104 
 5649 ; Бона иностранная ;  ;  ;  ;  ; 24 ; grimbo ; 176 
 5650 ; Бона иностранная ;  ;  ;  ;  ; 38 ; asus ; 104 
 5651 ; Бона иностранная ;  ;  ;  ;  ; 13 ; maximilian2204 ; 24 
 5552 ; Бона иностранная ;  ;  ;  ;  ; 16 ; murman ; 36 
 5553 ; Бона иностранная ;  ;  ;  ;  ; 26 ; стадник ; 216 
 5554 ; Бона иностранная ;  ;  ;  ;  ; 29 ; цеховик ; 56 
 5555 ; Бона иностранная ;  ;  ;  ;  ; 38 ; neveredge1 ; 102 
