 6632 ; Запонки, серебро. ;  ;  ; Ag875 ;  ; 36 ; Vanomah ; 455 
 6607 ; Кофейник B.HENNEBERG. WARSZAWA. Глубокое серебрение. ;  ;  ; Ж/м ;  ; 72 ; Vovan70 ; 917 
 6608 ; Часы карманные SP, серебро. Швейцария. ;  ;  ; Ag925 ;  ; 46 ; Бигль ; 3798 
 6609 ; Часы карманные SIMIN PWC, серебро. Швейцария. ;  ;  ; Ag800 ;  ; 36 ; karal ; 3681 
 6610 ; Часы карманные Viking, серебро. Швейцария. ;  ;  ; Ag800 ;  ; 50 ; Maxim914 ; 5292 
 6611 ; Часы карманные GT (Generic Thomme) , серебро. Швейцария. ;  ;  ; Ag800 ;  ; 61 ; Як2345 ; 3271 
 6612 ; Часы карманные ключевые D.Hyamb&Co, серебро. Англия. ;  ;  ; Ag925 ;  ; 59 ; МАХАЙРА ; 5667 
 6613 ; Два подсвечника, серебро. Европа. ;  ;  ; Ag813 ;  ; 46 ; связист ; 4082 
 6614 ; Рог, серебро, чернение. ; Ag875 ;  ;  ;  ; 38 ; ЗАБРАЛО ; 1919 
 6615 ; Рюмка серебро. ;  ;  ; Ag916 ;  ; 34 ; vit2503 ; 1567 
 6616 ; Стопка серебро, чернение. ;  ;  ; Ag875 ;  ; 21 ; RAPAN ; 1053 
 6617 ; Вилка столовая, серебро, золочение, чернение. ;  ;  ; Ag875 ;  ; 42 ; RAPAN ; 1261 
 6618 ; Ситечко для чая, серебро. ;  ;  ; Ag875 ;  ; 19 ; Дачникк ; 916 
 6619 ; Браслет, серебро, чернение. ;  ;  ; Ag875 ;  ; 40 ; Dahan ; 781 
 6620 ; Накладка на ручку сабли/нагана? За борьбу с контр-революцией, серебро. ;  ;  ; Ag ;  ; 51 ; Vladzers ; 2039 
 6621 ; Щипцы для сахара, серебро. Европа. ;  ;  ; Ag813 ;  ; 28 ; Лепрекон ; 1500 
 6622 ; Ложки чайные 2 шт, серебро, эмаль. ;  ;  ; Ag875 ;  ; 38 ; ulf ; 1047 
 6623 ; Ионизатор в кружку, серебро. ;  ;  ; Ag925 ;  ; 39 ; oleghh7 ; 1152 
 6624 ; Ложка для салата, ручка серебро. Европа. ;  ;  ; Ag830/жм ;  ; 29 ; Sovetnic ; 612 
 6625 ; Нож столовый, ручка серебро. Европа ;  ;  ; Ag ;  ; 11 ; Леонс ; 567 
 6626 ; Две столовые вилки, ручки серебро. ;  ;  ; Ag/жм ;  ; 11 ; oleghh7 ; 612 
 6627 ; Лопатка, ручка серебро. ;  ;  ; Ag/жм ;  ; 23 ; Sovetnic ; 454 
 6628 ; Ложка чайная, серебро, чернение. ;  ;  ; Ag925 ;  ; 17 ; Rumpel ; 900 
 6629 ; Вилка для лимона, серебро, эмаль. ;  ;  ; Ag875 ;  ; 38 ; птичка16 ; 371 
 6630 ; Лопатка для соли, серебро. Европа. ;  ;  ; Ag813 ;  ; 25 ; Dahan ; 411 
 6631 ; Ложка кофейная, серебро. Европа. ;  ;  ; Ag830 ;  ; 24 ; Rumpel ; 473 
 6461 ; Лист в альбом Optima на 60 монет, скользящий. Упаковка 10 шт. Нумизмат-С ;  ;  ;  ;  ; 33 ; Maрина ; 206 
 6462 ; Лист ЛММ-12 в альбом NUMIS на 12 монет. Упаковка 10 шт. Россия ;  ;  ;  ;  ; 22 ; Maрина ; 159 
 6463 ; Лист NUMIS NH20N в альбом на 20 монет. (Упаковка 5 шт.). Leuchtturm, #323100 ;  ;  ;  ;  ; 22 ; Maрина ; 127 
 6464 ; Лист NUMIS NH30N в альбом на 30 монет. (Упаковка 5 шт.) Leuchtturm, #305956 ;  ;  ;  ;  ; 19 ; Maрина ; 124 
 6465 ; Набор планшетов на 15 монет (2 шт.), б/у ;  ;  ;  ;  ; 12 ; Rjym gtlfkmysq ; 731 
 6466 ; БАЗОВЫЙ каталог монеты России 1700-1917 гг. Выпуск 2018 год. В. Е. Семенов ;  ;  ;  ;  ; 89 ; Руслан1981 ; 1322 
 6467 ; БАЗОВЫЙ каталог монеты России 1700-1917 гг. Выпуск 2018 год. В. Е. Семенов ;  ;  ;  ;  ; 65 ; барсук ; 1428 
 6468 ; Псевдонимы российского рубля ;  ;  ;  ;  ; 13 ; sm-dc ; 114 
 6469 ; Монетный передел 1700-1917 гг. В. Е. Семенов ;  ;  ;  ;  ; 74 ; antiks-art ; 701 
 6470 ; Подделки российских монет. В. Е. Семенов ;  ;  ;  ;  ; 34 ; Челябинск 174 ; 308 
 6471 ; Рюрик и Владимир. Самоучитель по русской истории. Издание 2-ое, дополненное. В. Е. Семенов ;  ;  ;  ;  ; 20 ; dimcoin ; 510 
 6472 ; Русские деньги X-XVII вв. Редакция 7, 2018 ;  ;  ;  ;  ; 24 ; cotofeich ; 255 
 6473 ; Русские деньги X-XVII вв. Редакция 7, 2018 ;  ;  ;  ;  ; 16 ; sm-dc ; 90 
 6474 ; Русские деньги X-XVII вв. Редакция 7, 2018 ;  ;  ;  ;  ; 13 ; Монеты России ; 90 
 6475 ; Монеты России 1700-1917 гг. Редакция 15, 2018 год ;  ;  ;  ;  ; 7 ; ярамаска ; 128 
 6476 ; Монеты России 1700-1917 гг. Редакция 15, 2018 год ;  ;  ;  ;  ; 24 ; Angstrem ; 128 
 6477 ; Монеты России 1700-1917 гг. Редакция 15, 2018 год ;  ;  ;  ;  ; 22 ; kalita ; 80 
 6478 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921–2021 годов. Редакция 49, март 2020 год ;  ;  ;  ;  ; 53 ; cotofeich ; 327 
 6479 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921–2021 годов. Редакция 49, март 2020 год ;  ;  ;  ;  ; 21 ; барсук ; 327 
 6480 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921–2021 годов. Редакция 49, март 2020 год ;  ;  ;  ;  ; 58 ; tanyasha ; 326 
 6481 ; Каталог-справочник "Бумажные деньги России". Часть I. Редакция 10, 2014 год ;  ;  ;  ;  ; 9 ; Dima0110 ; 383 
 6482 ; Каталог-справочник. Награды Российской Империи. Часть I. Ордена и знаки отличия. Редакция 5 ;  ;  ;  ;  ; 17 ; sm-dc ; 123 
 6483 ; Каталог-справочник. Монеты Молдовы и Приднестровья. Редакция 1, 2019 год ;  ;  ;  ;  ; 22 ; Maрина ; 88 
 6484 ; Каталог-справочник. Юбилейные и памятные монеты Польши 1995-2016 гг. Редакция 4, 2016 год ;  ;  ;  ;  ; 7 ; az717 ; 13 
 6485 ; Каталог-справочник "Бумажные деньги России". Часть II. 7-я редакция.  2012 год ;  ;  ;  ;  ; 12 ; Markgraf ; 34 
 6486 ; Каталог-справочник. Монеты Украины 1992-2013 гг. Редакция 5, 2013 год ;  ;  ;  ;  ; 25 ; az717 ; 34 
 6487 ; Каталог-справочник. Монеты РСФСР, СССР и России 1921-2019 годов. Редакция 46 ;  ;  ;  ;  ; 42 ; Whosaid ; 57 
 6488 ; А. Ильин. Русские монеты 1700-1725 гг. Петра I. Медная монета. Репринтное издание ;  ;  ;  ;  ; 3 ; vborisevich1 ; 102 
 6489 ; Сборник коллекционных аукционов  «Конрос» N17 – 20, 2003 год, с результатами ;  ;  ;  ;  ; 14 ; Vanomah ; 77 
 6490 ; Т.А. Иванов. Охотничьи животные Ленинградской области. Справочник охотника. Практическое пособие. Санкт-Петербург. 2013г ;  ;  ;  ;  ; 9 ; Зверолов ; 50 
 6491 ; Лот из 2-х книг практическое пособие. Охотничьи дела (хроника судебного опыта). Киров. 1997,2001г ;  ;  ;  ;  ; 41 ; 102.meshok ; 100 
 6492 ; Научно-производственный и рыболовно-спортивный журнал №1. 1962г ;  ;  ;  ;  ; 35 ; Краснодар ; 200 
 6493 ; Методическое руководство по внутрихозяйственному устройству охотничьих хозяйств Росохотрыболовсоюза. Издательство "Лесная промышленность". Москва. 1965г ;  ;  ;  ;  ; 31 ; dimass70 ; 100 
 6494 ; Альбом монет 12 таблиц русских монет с древнейших времен и до наших дней. Руководство для начинающих собирателей. Составил М. Васильевский. И-ва М.О. Вольфъ 1913г ;  ;  ;  ;  ; 14 ; yuri.gruzdev ; 1001 
 6495 ; Журнал. Showcase 2011-2012. ;  ;  ;  ;  ; 1 ; ivlian ; 2 
 6496 ; Каталог частной коллекции. Античные монеты и артефакты. Санкт-Петербург ; 2019 ;  ;  ;  ; 8 ; Sterh ; 227 
 6497 ; В.П. Владимирцев. Сказки и легенды на почтовых конвертах и марках. Издательство "СВЯЗЬ". Москва 1970г ;  ;  ;  ;  ; 6 ; Qersej ; 26 
 6498 ; Филателия о спартакиадах народ СССР. Москва 1971г ;  ;  ;  ;  ; 11 ; vladimirV ; 159 
 6499 ; Каталог-прейскурант. Почтовые марки Республик Советского Союза. Москва 1973г ;  ;  ;  ;  ; 6 ; птичкин ; 26 
 6500 ; А. Качинский. Тематическое колекционирование (Практические советы филателисту). Москва 1969г ;  ;  ;  ;  ; 13 ; птичка16 ; 21 
 6501 ; К.А. Калинин. Награды для "Восточных народов". Издательство "ГезаКом". Санкт-Петербург ;  ;  ;  ;  ; 25 ; rem. ; 161 
 6502 ; Пухов Е.В. Монета "Ефимок с признаком" ;  ;  ;  ;  ; 7 ; Alks75 ; 225 
 6503 ; Л.И. Лифлянд. Цены на коллекционные монеты России и СССР 1802-1957гг ;  ;  ;  ;  ; 17 ; Affliction ; 18 
 6504 ; П.В. Зубов. Материалы по Русской нумизматике. Издательство ЗАО "Духовная Нива". Москва 2002г ;  ;  ;  ;  ; 10 ; Qersej ; 226 
 6505 ; В.Д. Кривцов. Аверс №2 Советские заки и жетоны. Москва-96 ;  ;  ;  ;  ; 33 ; aleks1753 ; 453 
 6506 ; С.В. Аксёнова, А.В. Жилкин. Полный каталог монет и банкнот России. Ростов-на-Дону. 2010г ;  ;  ;  ;  ; 45 ; rem. ; 254 
 6507 ; Великий Князь Георгий Михайлович. Описание и изображение некоторых редких монет моего собрания. Издательство ЗАО "Духовная Нива". Москва 2002г ;  ;  ;  ;  ; 15 ; kuzen ; 360 
 6508 ; Журнал Антиквариат и коллекционирование №3 (25) март 2005г ;  ;  ;  ;  ; 5 ; игорь19 ; 53 
 6509 ; Боев В.А. Медали за оборону территории СССР. КИЕВ 2006г ;  ;  ;  ;  ; 65 ; GOBSEK ; 1020 
 6510 ; Лот из 4-х журналов Петербургский коллекционер № 1,2,3,4. 2004г ;  ;  ;  ;  ; 49 ; Мефодий ; 327 
 6411 ; Нумизматические перчатки, размер 9/L. Shine Coins, #PS007 ;  ;  ;  ;  ; 74 ; rushapirdm ; 260 
 6412 ; Универсальное средство SILBO для чистки ювелирных изделий с жемчугом и драгоценными камнями ;  ;  ;  ;  ; 7 ; Dima0110 ; 250 
 6413 ; Капсулы для монет – 46 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 8 ; val_diver ; 207 
 6414 ; Капсулы для монет – 41 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 9 ; cotangens ; 146 
 6415 ; Капсулы для монет – 41 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 10 ; felix2 ; 149 
 6416 ; Капсулы для монет – 40 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 16 ; gelo ; 193 
 6417 ; Капсулы для монет – 39 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 10 ; gelo ; 192 
 6418 ; Капсулы для монет – 39 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 12 ; gelo ; 195 
 6419 ; Капсулы для монет – 38 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 8 ; x-ray ; 155 
 6420 ; Капсулы CAPS 37 для монет – 37 мм, упаковка 10 шт. Leuchtturm, #315520 ;  ;  ;  ;  ; 6 ; Maрина ; 149 
 6421 ; Капсулы для монет – 36 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 6 ; Maрина ; 149 
 6422 ; Капсулы CAPS 35 для монет – 35 мм, упаковка 10 шт. Leuchtturm, #318983 ;  ;  ;  ;  ; 8 ; Maрина ; 149 
 6423 ; Капсулы Caps 34 для монет – 34 мм, упаковка 10 шт. Leuchtturm, #310430 ;  ;  ;  ;  ; 11 ; Maрина ; 149 
 6424 ; Капсулы для монет – 33 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 15 ; ialaiola ; 160 
 6425 ; Капсулы для монет – 32,5 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 7 ; Maрина ; 149 
 6426 ; Капсулы для монет – 32 мм, упаковка 10 шт. Leuchtturm. ;  ;  ;  ;  ; 16 ; krocsi ; 152 
 6427 ; Капсулы для монет – 30 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 10 ; Maрина ; 149 
 6428 ; Капсулы CAPS 28 для монет – 28 мм, упаковка 10 шт. Leuchtturm, #312236 ;  ;  ;  ;  ; 8 ; Maрина ; 149 
 6429 ; Капсулы для монет – 26 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 11 ; Gast ; 156 
 6430 ; Капсулы для монет – 25 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 11 ; ialaiola ; 160 
 6431 ; Капсулы для монет – 24,5 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 8 ; Декарт ; 152 
 6432 ; Капсулы для монет – 24 мм, упаковка 10 шт. Leuchtturm ;  ;  ;  ;  ; 9 ; x-ray ; 156 
 6433 ; Капсулы для монет ULTRA – 31 мм, упаковка 10 шт. Leuchtturm, #345038Капсулы для монет ULTRA – 31 мм, упаковка 10 шт. Leuchtturm, #345038 ;  ;  ;  ;  ; 18 ; Мефодий ; 149 
 6434 ; Капсулы для монет ULTRA – 31 мм, упаковка 10 шт. Leuchtturm, #345038 ;  ;  ;  ;  ; 9 ; cotangens ; 146 
 6435 ; Капсулы для монет ULTRA – 31 мм, упаковка 10 шт. Leuchtturm, #345038 ;  ;  ;  ;  ; 13 ; лампедуза ; 149 
 6436 ; Капсулы для монет ULTRA – 31 мм, упаковка 10 шт. Leuchtturm, #345038 ;  ;  ;  ;  ; 9 ; silverbob ; 149 
 6437 ; Капсулы Quadrum 40 для монет – 40 мм, упаковка 10 шт. Leuchtturm, #307563 ;  ;  ;  ;  ; 25 ; ValeriyL ; 306 
 6438 ; Капсулы QUADRUM 39 для монет – 39 мм, упаковка 10 шт. Leuchtturm, #319903 ;  ;  ;  ;  ; 28 ; milanamn ; 327 
 6439 ; Капсулы Quadrum 38 для монет – 38 мм упаковка 10 шт. Leuchtturm, #330704 ;  ;  ;  ;  ; 21 ; zef ; 342 
 6440 ; Капсулы Quadrum 37 для монет – 37 мм, упаковка 10 шт. Leuchtturm, #330823 ;  ;  ;  ;  ; 9 ; zef ; 342 
 6441 ; Капсулы QUADRUM 36 для монет – 36 мм, упаковка 10 шт. Leuchtturm, #309045 ;  ;  ;  ;  ; 11 ; zef ; 327 
 6442 ; Капсулы Quadrum 35 для монет – 35 мм, упаковка 10 шт. Leuchtturm, #334903 ;  ;  ;  ;  ; 9 ; zef ; 348 
 6443 ; Капсулы Quadrum 34 для монет – 34 мм, упаковка 10 шт. Leuchtturm, #332108 ;  ;  ;  ;  ; 20 ; Sandello ; 216 
 6444 ; Капсулы Quadrum 32 для монет – 32 мм, упаковка 10 шт. Leuchtturm, #312172 ;  ;  ;  ;  ; 45 ; milanamn ; 342 
 6445 ; Капсулы QUADRUM 29 для монет – 29 мм, упаковка 10 шт. Leuchtturm, #320749 ;  ;  ;  ;  ; 10 ; zef ; 348 
 6446 ; Капсулы QUADRUM 26 для монет – 26 мм, упаковка 10 шт. Leuchtturm, #329295 ;  ;  ;  ;  ; 11 ; ValeriyL ; 304 
 6447 ; Капсулы для монет – 33 мм, упаковка 10 шт. Россия ;  ;  ;  ;  ; 32 ; cotangens ; 146 
 6448 ; Капсулы для монет – 30 мм (круг), упаковка 10 шт. Россия ;  ;  ;  ;  ; 26 ; gelo ; 149 
 6449 ; Капсулы для монет – 16 мм (круг), упаковка 10 шт. Россия ;  ;  ;  ;  ; 10 ; gelo ; 149 
 6450 ; Капсулы для монет – 12 мм, упаковка 10 шт. Россия ;  ;  ;  ;  ; 36 ; cotangens ; 146 
 6451 ; Разделитель картонный в альбом OPTIMA. Упаковка (50 шт.). Lindner ;  ;  ;  ;  ; 25 ; lenohota ; 533 
 6452 ; Лист КЛБ-4 в альбом Optima, на 4 банкноты. Упаковка (10 шт.). Сомс, #2025004 ;  ;  ;  ;  ; 15 ; Maрина ; 182 
 6453 ; Лист КЛБ-4 в альбом Optima, на 4 банкноты. Упаковка (10 шт.). Сомс, #2025004 ;  ;  ;  ;  ; 21 ; Maрина ; 182 
 6454 ; Лист КЛБ-1 в альбом Optima, на 1 банкноты. Упаковка (10 шт.). Сомс, #2025001 ;  ;  ;  ;  ; 25 ; Maрина ; 161 
 6455 ; Лист КЛБ-1 в альбом Optima, на 1 банкноты. Упаковка (10 шт.). Сомс, #2025001 ;  ;  ;  ;  ; 17 ; Maрина ; 164 
 6456 ; Лист КЛБ-3 в альбом Optima, на 3 банкноты. Упаковка (10 шт.). Сомс, #2025003 ;  ;  ;  ;  ; 21 ; arusakov02 ; 229 
 6457 ; Лист КЛБ-3 в альбом Optima, на 3 банкноты. Упаковка (10 шт.). Сомс, #2025003 ;  ;  ;  ;  ; 17 ; fillin ; 230 
 6458 ; Лист КЛБ-3 в альбом Optima, на 3 банкноты. Упаковка (10 шт.). Сомс, #2025003 ;  ;  ;  ;  ; 9 ; arusakov02 ; 231 
 6459 ; Листы LK 2 в альбом Karat для монет, на 12 ячеек. Упаковка (10 шт.) Lindner ;  ;  ;  ;  ; 28 ; Maрина ; 155 
 6460 ; Лист №6 на 4 монеты в альбом - Города воинской славы, по годам. Альбо Нумисматико ;  ;  ;  ;  ; 19 ; Батя13 ; 24 
 6306 ; Почтовая карточка. "Верба" ;  ;  ;  ;  ; 9 ; Zoltan 333 ; 78 
 6307 ; Почтовая карточка. С Рождеством Христовым! ;  ;  ;  ;  ; 5 ; пмт79 ; 123 
 6308 ; Почтовая карточка. Чиновник XII класса (губернский секретарь) судебного ведомства ;  ;  ;  ;  ; 13 ; Гаечка ; 181 
 6309 ; Частная фотооткрытка (не для тиражирования)  Н.М.Фирсова ; 1930 ;  ;  ; Редкость ; 16 ; Гаечка ; 121 
 6310 ; Почтовая карточка ;  ;  ;  ;  ; 8 ; nikolas13 ; 41 
 6311 ; Почтовая карточка. Томск ;  ;  ;  ; Изд.  "Гранберг" ; 6 ; doc2 ; 328 
 6312 ; Почтовая карточка. Псков ;  ;  ;  ; типографическая сохранность ; 7 ; flutter ; 328 
 6313 ; Почтовая карточка. Псков ;  ;  ;  ;  ; 11 ; krava ; 304 
 6314 ; Почтовая карточка. Вильна ;  ;  ;  ;  ; 11 ; krava ; 202 
 6315 ; Почтовая карточка. Петроград ;  ;  ;  ;  ; 5 ; 78gen ; 328 
 6316 ; Почтовая карточка. Одесса ;  ;  ;  ;  ; 15 ; Гаечка ; 218 
 6317 ; Почтовая карточка. Санкт- Петербург ;  ;  ;  ;  ; 11 ; krava ; 202 
 6318 ; Лот почтовых карточек  (2 штуки) Псков ;  ;  ;  ;  ; 13 ; vlad77 ; 328 
