 4847 ; Бона иностранная. 5 шт. Германия ; 1921 ;  ;  ;  ; 18 ; poushkine ; 130 
 4831 ; Бона иностранная. Сербия ; 1943 ;  ;  ;  ; 19 ; sos1 ; 918 
 4832 ; Бона иностранная. Болгария ; 1909 ;  ;  ;  ; 23 ; tss ; 568 
 4833 ; Бона иностранная. Испания ; 1925 ;  ;  ;  ; 19 ; D.F.C. ; 159 
 4834 ; Бона иностранная. 2 шт. Дания ; 1942 ;  ;  ;  ; 17 ; 333985 ; 135 
 4835 ; Бона иностранная. Дания ; 1972 ;  ;  ;  ; 16 ; POSHEXON ; 179 
 4836 ; Бона иностранная. 2 шт. Сербия ; 2011 ;  ;  ;  ; 33 ; ИльяЗавр ; 57 
 4837 ; Бона иностранная. 5 шт. Германия ; 1908-1922 ;  ;  ;  ; 20 ; geracon2009 ; 180 
 4838 ; Бона иностранная. 5 шт. Германия ; 1914-1923 ;  ;  ;  ; 14 ; aleantf ; 200 
 4839 ; Бона иностранная. 5 шт. Германия ; 1914-1923 ;  ;  ;  ; 13 ; geracon2009 ; 128 
 4840 ; Бона иностранная. 5 шт. Германия ; 1920-1923 ;  ;  ;  ; 8 ; seger ; 101 
 4841 ; Бона иностранная. 5 шт. Германия ; 1910-1922 ;  ;  ;  ; 12 ; geracon2009 ; 159 
 4842 ; Бона иностранная. 2 шт. Германия ; 1917,1918 ;  ;  ;  ; 12 ; aleantf ; 81 
 4843 ; Бона иностранная. 5 шт. Германия ; 1922-1923 ;  ;  ;  ; 16 ; к216 ; 184 
 4844 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 29 ; poushkine ; 62 
 4845 ; Бона иностранная. Гурмания ; 1944 ;  ;  ;  ; 13 ; Майкл ; 212 
 4846 ; Бона иностранная. 4 шт. Австрия ; 1920 ;  ;  ;  ; 13 ; Sterh ; 63 
 4352 ; 250 рублей ; 1919 ;  ;  ;  ; 15 ; solder13 ; 261 
 4353 ; 100 рублей, надпечатка Дальне-восточная республика ; 1918 ; Гос.кредитный билет Прибайкальской временной земской власти ;  ;  ; 33 ; sher60 ; 3570 
 4354 ; 3 рубля ; 1919 ;  ;  ;  ; 19 ; sdfg ; 1074 
 4355 ; Бона 2 копейки. Екатеринодарской городской управы ;  ;  ;  ;  ; 37 ; ЛАВ-13 ; 398 
 4356 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 23 ; poushkine ; 378 
 4357 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 33 ; poushkine ; 150 
 4358 ; 50 копеек ; 1919 ;  ;  ;  ; 45 ; ЛАВ-13 ; 726 
 4359 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 27 ; USS ; 331 
 4360 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 21 ; kent01 ; 510 
 4361 ; 100 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 8 ; RusScat ; 159 
 4362 ; 250 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 30 ; RusScat ; 408 
 4363 ; 1 рубль ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 42 ; никсер ; 439 
 4364 ; 1 червонец ; 1937 ; Билет ;  ;  ; 32 ; said ; 462 
 4365 ; 3 червонца ; 1937 ; Билет ;  ;  ; 9 ; alex2209 ; 906 
 4366 ; Лот 2 шт. 3,5 червонцев ; 1937 ;  ;  ;  ; 29 ; Туборг ; 816 
 4367 ; 3 рубля ; 1934 ; Гос.казначейские билеты ;  ;  ; 30 ; ЛАВ-13 ; 393 
 4368 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 27 ; Yashka ; 579 
 4369 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 25 ; Yashka ; 272 
 4370 ; 100 рублей ; 1919 ; Азербайджан ;  ;  ; 36 ; Виталий 64 ; 432 
 4371 ; Лот бон 5 шт ;  ;  ;  ;  ; 31 ; ЛАВ-13 ; 347 
 4372 ; 500 талонов 2 шт ; 1992,1993 ; Литва ;  ; AU ; 37 ; RusScat ; 226 
 4373 ; 1 рубль 2 шт ; 2000,2007 ; Приднестровье ;  ; AU ; 23 ; asparagus ; 152 
 4374 ; 50000 рублей ; 1994 ; банкнота ;  ;  ; 23 ; rad22 ; 917 
 4375 ; 500 рублей ; 1992 ; билет ;  ; AU ; 25 ; Jazzman ; 398 
 4376 ; 10000 рублей. 2 шт ; 1993 ; банкнота ;  ;  ; 33 ; AlexRFB ; 635 
 4377 ; 200 рублей. 2 шт ; 1991 ; билет ;  ;  ; 31 ; AlexRFB ; 763 
 4378 ; Лот 4 шт. 100 рублей ; 1961,1991 ;  ;  ;  ; 18 ; bankomat ; 300 
 4379 ; 100 рублей. 10 шт ; 1991 ; билет ;  ;  ; 13 ; ЛАВ-13 ; 164 
 4380 ; 200 рублей. 2 шт ; 1992 ; билет ;  ;  ; 8 ; said ; 310 
 4381 ; 50 рублей. 2 шт ; 1991 ; билет ;  ;  ; 23 ; ЛАВ-13 ; 207 
 4382 ; 10 рублей. 4 шт ; 1997 ; банкнота ;  ;  ; 36 ; alex2209 ; 891 
 4383 ; Лотерейный билет 50 рублей ; 1944 ;  ;  ;  ; 7 ; 333985 ; 227 
 4384 ; Лотерейный билет 25 рублей ; 1945 ;  ;  ;  ; 9 ; joper69 ; 257 
 4385 ; Лотерейный билет 50 рублей ; 1944 ;  ;  ;  ; 9 ; 333985 ; 181 
 4386 ; Лот 8 шт. билетов МММ ;  ;  ;  ;  ; 21 ; 333985 ; 248 
 4387 ; Лот 5 рублей (6шт) ; 1961,1991 ;  ;  ;  ; 16 ; asparagus ; 28 
 4388 ; Лот 500 рублей (10шт) ; 1993 ;  ;  ;  ; 8 ; Greenfields ; 72 
 4389 ; Лот 1 рубль (10шт) ; 1961,1991 ;  ;  ;  ; 10 ; molodes ; 17 
 4390 ; Лот 5 рублей (3шт) ; 1997 ;  ;  ;  ; 31 ; zЮрий ; 449 
 4501 ; Бона иностранная ;  ;  ;  ;  ; 9 ; 333985 ; 59 
 4502 ; Бона иностранная ;  ;  ;  ;  ; 8 ; D.F.C. ; 30 
 4503 ; Бона иностранная ;  ;  ;  ;  ; 5 ; gigajohn ; 30 
 4504 ; Бона иностранная ;  ;  ;  ;  ; 7 ; gigajohn ; 30 
 4505 ; Бона иностранная ;  ;  ;  ;  ; 11 ; 333985 ; 28 
 4506 ; Бона иностранная ;  ;  ;  ;  ; 6 ; D.F.C. ; 30 
 4507 ; Бона иностранная ;  ;  ;  ;  ; 6 ; D.F.C. ; 30 
 4508 ; Бона иностранная ;  ;  ;  ;  ; 6 ; ИльяЗавр ; 104 
 4509 ; Бона иностранная ;  ;  ;  ;  ; 15 ; gigajohn ; 79 
 4510 ; Бона иностранная ;  ;  ;  ;  ; 8 ; RusScat ; 57 
 4511 ; Бона иностранная ;  ;  ;  ;  ; 12 ; AIK60 ; 114 
 4302 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; Трокар ; 388 
 4303 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 16 ; slayersp1 ; 313 
 4304 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 23 ; Yashka ; 385 
 4305 ; 100 рублей. 3 шт ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; fanil ; 340 
 4306 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 28 ; RusScat ; 653 
 4307 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; bankomat ; 257 
 4308 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 22 ; Greenfields ; 230 
 4309 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 35 ; AlexAlex ; 125 
 4310 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; Greenfields ; 114 
 4311 ; Лот 4 шт. 1,3,5,10 рублей ;  ;  ;  ;  ; 18 ; AlexAlex ; 305 
 4312 ; Лот 5 шт. 1,3,5,10,25 рублей ;  ;  ;  ;  ; 27 ; alex2209 ; 261 
 4313 ; Лот 5 шт. 1,3,5,10,25 рублей ;  ;  ;  ;  ; 62 ; rik ; 181 
 4314 ; Лот 5 шт. 1,3,5,10,25 рублей ;  ;  ;  ;  ; 19 ; rik ; 173 
 4315 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 36 ; gusar ; 227 
 4316 ; 20 копеек 2 шт. односторонний образец ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 26 ; AlexRFB ; 6250 
 4317 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 46 ; Четырехлистник ; 83 
 4318 ; 50 копеек ;  ;  ;  ;  ; 27 ; 333985 ; 135 
 4319 ; Бона 50 копеек ;  ;  ;  ;  ; 18 ; gusar ; 465 
 4320 ; 3 рубля ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 16 ; temichek ; 465 
 4321 ; 5 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 33 ; RusScat ; 1179 
 4322 ; 10 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 26 ; Natascha ; 495 
 4323 ; 25 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 40 ; okotv ; 527 
 4324 ; 2 копейки ; 1924 ; Разменные казн.боны ;  ; AU ; 22 ; 收集者 ; 2042 
 4325 ; 3 рубля ; 1925 ; Гос.казначейские билеты СССР ;  ;  ; 28 ; AlexRFB ; 2862 
 4326 ; 2 червонца ; 1928 ; Калманович, Горбунов. Билет ;  ;  ; 51 ; AlexRFB ; 5099 
 4327 ; 3 червонца ; 1932 ; Билет ;  ;  ; 31 ; никсер ; 726 
 4328 ; 3 червонца ; 1937 ; Билет ;  ;  ; 9 ; bankomat ; 357 
 4329 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 29 ; МАВ9 ; 1218 
 4330 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ; AU ; 29 ; zuza ; 2222 
 4331 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ; AU ; 26 ; svv ; 2448 
 4332 ; 50 рублей ; 1947 ; билет ;  ;  ; 28 ; idalgo-17 ; 3203 
 4333 ; Бона 3 рубля г. Одесса ; 1917 ;  ;  ;  ; 21 ; Туборг ; 478 
 4334 ; Бона 5 карбованцев г.Житомир ; 1918 ;  ;  ;  ; 29 ; Mon plaisir ; 260 
 4335 ; Чек 250 рублей, Азовско-Донской Ком.Банк ;  ;  ;  ;  ; 19 ; ЛАВ-13 ; 714 
 4336 ; 1000 карбованцев ; 1918 ; Украина.Знак Державноi скарбицi ;  ;  ; 24 ; Ivanss ; 935 
 4337 ; 5000 рублей ; 1921 ; Грузия ;  ;  ; 12 ; AlexRFB ; 332 
 4338 ; 50000 рублей ; 1923 ; Закавказье ;  ;  ; 25 ; Ритм ; 526 
 4339 ; 100 рублей ; 1918 ; Закавказье ;  ;  ; 19 ; Виталий 64 ; 521 
 4340 ; 50000 рублей ; 1921 ; Азербайджан ;  ;  ; 19 ; ЛАВ-13 ; 312 
 4341 ; 1 рубль ; 1919 ; Латвия. Разменный знак ;  ;  ; 7 ; aleantf ; 340 
 4342 ; 3 рубля ; 1919 ; Латвия. Разменный знак ;  ;  ; 16 ; bdd48 ; 138 
 4343 ; 5 рублей ; 1919 ; Латвия. Обязательство гос.казначейства ;  ;  ; 19 ; benc ; 618 
 4344 ; 10 рублей ; 1919 ; Латвия. Разменный знак ;  ;  ; 18 ; okotv ; 455 
 4345 ; 100 лат ; 1939 ; Латвия ;  ;  ; 27 ; bankomat ; 1464 
 4346 ; Талон 1 рубль. Гос. трест  "Арктикуголь" ; 1957 ;  ;  ;  ; 84 ; спарта ; 6000 
 4347 ; Талон 20 копеек. Гос. трест  "Арктикуголь" ; 1957 ;  ;  ;  ; 23 ; спарта ; 1275 
 4348 ; Талон 10 копеек. Гос. трест  "Арктикуголь" ; 1957 ;  ;  ;  ; 30 ; спарта ; 1275 
 4349 ; 1 Марка Мемель ; 1922 ;  ;  ; AU ; 18 ; benc ; 1031 
 4350 ; 1000 рублей ; 1919 ;  ;  ;  ; 17 ; bankomat ; 516 
 4351 ; 10000 рублей ; 1919 ;  ;  ;  ; 32 ; poushkine ; 250 
 4122 ; 2 доллара США ; 2003 ;  ;  ; AU ; 15 ; Aleks72 ; 114 
 4123 ; 2 доллара США ; 2003 ;  ;  ; AU ; 8 ; Aleks72 ; 114 
 4124 ; 25 рублей Юденич ; 1919 ;  ;  ; AU ; 58 ; МАВ9 ; 1438 
 4125 ; 25 рублей Юденич ; 1919 ;  ;  ; AU/XF ; 78 ; МАВ9 ; 1381 
 4126 ; 100 рублей Юденич ; 1919 ;  ;  ;  ; 44 ; RusScat ; 737 
 4127 ; 25 копеек Юденич ; 1919 ;  ;  ;  ; 80 ; arsenich-s ; 1707 
 4128 ; 5 рублей Юденич ; 1919 ;  ;  ;  ; 26 ; RusScat ; 1104 
 4129 ; 5 рублей Юденич ; 1919 ;  ;  ;  ; 25 ; ЛАВ-13 ; 885 
 4130 ; 3 рубля ; 1934 ; Гос.казначейские билеты ;  ;  ; 48 ; alex2209 ; 945 
 4131 ; 1 рубль. Квартблок ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 31 ; 333985 ; 2475 
 4132 ; 100 рублей ; 1961 ;  ;  ;  ; 11 ; havana ; 227 
 4133 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 21 ; Yashka ; 567 
 4134 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 20 ; alex2209 ; 818 
 4135 ; 200 рублей ; 1991 ; билет ;  ;  ; 7 ; bankomat ; 102 
 4136 ; 200 рублей ; 1991 ; билет ;  ;  ; 6 ; 475 ; 72 
 4137 ; 50 рублей. Государство Российское ;  ;  ;  ;  ; 51 ; RusScat ; 1247 
 4138 ; 1 червонец ; 1926 ; Пятаков. Билет ;  ;  ; 75 ; А_еЧъ ; 3740 
 4139 ; 1 червонец ; 1926 ; Калманович, Горбунов. Билет ;  ;  ; 27 ; svv ; 6800 
 4140 ; 2 червонца ; 1928 ; Калманович, Горбунов. Билет ;  ;  ; 56 ; idalgo-17 ; 6799 
 4141 ; 75000000 рублей ; 1924 ; Закавказье ;  ;  ; 40 ; RusScat ; 2754 
 4142 ; 250000000 рублей ; 1924 ; Закавказье ;  ;  ; 24 ; аймир ; 2630 
 4143 ; 10000 рублей ; 1920 ; Туркестан ;  ;  ; 57 ; elion3 ; 10500 
 4144 ; 1000 рублей. Юденич ; 1919 ;  ;  ;  ; 21 ; ЛАВ-13 ; 2543 
 4145 ; 100 рублей ; 1898 ; Тимашев 1903. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 16 ; ЛАВ-13 ; 2154 
 4146 ; 100 рублей ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 26 ; сс400 ; 6126 
 4147 ; 100 рублей ; 1898 ; Коншин 1910 г. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 39 ; zuza ; 8001 
 4148 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; Четырехлистник ; 368 
 4149 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 33 ; Jazzman ; 572 
 4150 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; Yashka ; 368 
 4151 ; Об-во Керченских заводов и рудников. Акция ; 1899 ;  ;  ;  ; 9 ; сс400 ; 255 
 4152 ; Свидетельство Русско-Азиатского банка ; 1910 ;  ;  ;  ; 8 ; ъхз ; 140 
 4153 ; Облигация ; 1880 ;  ;  ;  ; 7 ; 475 ; 216 
 4154 ; Облигация ; 1880 ;  ;  ;  ; 8 ; 475 ; 161 
 4155 ; Акция США ;  ;  ;  ;  ; 10 ; gigajohn ; 101 
 4156 ; Акция США ;  ;  ;  ;  ; 12 ; D.F.C. ; 101 
 4157 ; Акция США ;  ;  ;  ;  ; 6 ; gigajohn ; 101 
 4158 ; Акция США ;  ;  ;  ;  ; 4 ; ъхз ; 59 
 4159 ; Акция США ;  ;  ;  ;  ; 4 ; ъхз ; 59 
 4160 ; Акция США ;  ;  ;  ;  ; 6 ; D.F.C. ; 101 
 4161 ; Акция США ;  ;  ;  ;  ; 5 ; gigajohn ; 101 
 4162 ; Акция США ;  ;  ;  ;  ; 5 ; Boryshkas ; 100 
 4163 ; Акция США ;  ;  ;  ;  ; 6 ; D.F.C. ; 101 
 4164 ; Акция США ;  ;  ;  ;  ; 6 ; gigajohn ; 101 
 4165 ; Акция США ;  ;  ;  ;  ; 6 ; gigajohn ; 101 
 4166 ; Купоны (85 шт) ;  ;  ;  ;  ; 8 ; Lenchik_2M ; 128 
 4167 ; Купоны (150 шт) ;  ;  ;  ;  ; 9 ; себер ; 255 
 4168 ; Купоны (72 шт) ;  ;  ;  ;  ; 7 ; Lenchik_2M ; 126 
 4169 ; Купоны (75 шт) ;  ;  ;  ;  ; 9 ; Lenchik_2M ; 135 
 4170 ; Купоны (168 шт) ;  ;  ;  ;  ; 11 ; Майкл ; 255 
 4301 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 24 ; ваня03 ; 500 
 4072 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 42 ; alex2209 ; 273 
 4073 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 22 ; ЛАВ-13 ; 208 
 4074 ; Билет МММ ;  ;  ;  ;  ; 5 ; Lenchik_2M ; 101 
 4075 ; Билет МММ ;  ;  ;  ;  ; 9 ; 475 ; 79 
 4076 ; Билет МММ ;  ;  ;  ;  ; 7 ; 475 ; 79 
 4077 ; Билет МММ ;  ;  ;  ;  ; 16 ; 475 ; 24 
 4078 ; Билет МММ ;  ;  ;  ;  ; 6 ; 475 ; 31 
 4079 ; Билет МММ ;  ;  ;  ;  ; 18 ; 475 ; 24 
 4080 ; Выигрышный билет ; 1922 ;  ;  ;  ; 17 ; potapov0 ; 888 
 4081 ; 1 рубль ; 1928 ; Гос.казначейские билеты СССР ;  ;   ; 19 ; Опятор ; 357 
 4082 ; 1 червонец ; 1937 ; Билет ;  ;  ; 46 ; МАВ9 ; 556 
 4083 ; 100 йен ;  ;  ;  ;   ; 4 ; max2008 ; 101 
 4084 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 73 ; alex2209 ; 804 
 4085 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 33 ; Ivanss ; 509 
 4086 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 42 ; alex2209 ; 693 
 4087 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 10 ; klop123 ; 55 
 4088 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; щекин ; 57 
 4089 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 26 ; eniy5 ; 51 
 4090 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; AlexAlex ; 58 
 4091 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; bankomat ; 113 
 4092 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 10 ; bankomat ; 128 
 4093 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; mart_si ; 113 
 4094 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 36 ; bankomat ; 326 
 4095 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; Туборг ; 305 
 4096 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 40 ; alehandr ; 563 
 4097 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 45 ; alehandr ; 563 
 4098 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; alehandr ; 563 
 4099 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 32 ; Ivanss ; 423 
 4100 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 35 ; Yashka ; 470 
 4101 ; 1 копейка без надпечатки ; 1915 ; Деньги-марки ;  ; AU ; 38 ; joper69 ; 2000 
 4102 ; 2 копейки без надпечатки ; 1915 ; Деньги-марки ;  ; AU ; 20 ; joper69 ; 2040 
 4103 ; 3 копейки ; 1915 ; Деньги-марки ;  ; AU ; 49 ; joper69 ; 171 
 4104 ; 3 копейки ; 1915 ; Деньги-марки ;  ; AU ; 19 ; arsenich-s ; 151 
 4105 ; 10 копеек ; 1915 ; Деньги-марки ;  ; AU ; 19 ; Komod ; 73 
 4106 ; 10 копеек ; 1915 ; Деньги-марки ;  ; AU ; 11 ; joper69 ; 80 
 4107 ; 15 копеек ; 1915 ; Деньги-марки ;  ; AU ; 10 ; joper69 ; 80 
 4108 ; 15 копеек ; 1915 ; Деньги-марки ;  ; AU ; 11 ; arsenich-s ; 53 
 4109 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ; AU ; 13 ; arsenich-s ; 101 
 4110 ; 5 пенни ; 1919 ; Эстония ;  ; AU ; 11 ; ЛАВ-13 ; 232 
 4111 ; 50 копеек Юденич ; 1919 ;  ;  ; AU ; 25 ; svv ; 815 
 4112 ; 5 марок ; 1980 ;  ;  ; AU ; 17 ; ИЮМов1 ; 306 
 4113 ; 5 марок ; 1991 ;  ;  ; AU ; 18 ; ИЮМов1 ; 299 
 4114 ; 1 рубль ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ; AU ; 38 ; lexx66 ; 665 
 4115 ; 1 фунт. Джерси ;  ;  ;  ; AU ; 16 ; 475 ; 149 
