 5858 ; Акция Дания ;  ;  ;  ;  ; 15 ; Dino Zavr ; 102 
 5575 ; Бона иностранная ;  ;  ;  ;  ; 21 ; гугл= ; 79 
 5576 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Gera_K ; 57 
 5577 ; Бона иностранная ;  ;  ;  ;  ; 13 ; max2008 ; 51 
 5578 ; Бона иностранная ;  ;  ;  ;  ; 12 ; bingo71 ; 30 
 5579 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Jiamer57rus ; 25 
 5580 ; Бона иностранная ;  ;  ;  ;  ; 19 ; Gera_K ; 101 
 5581 ; Бона иностранная ;  ;  ;  ;  ; 18 ; grizzly72 ; 51 
 5582 ; Бона иностранная ;  ;  ;  ;  ; 9 ; гугл= ; 65 
 5583 ; Бона иностранная ;  ;  ;  ;  ; 56 ; SANGOLD1 ; 1259 
 5584 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Monata ; 40 
 5585 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Dino Zavr ; 153 
 5586 ; Бона иностранная ;  ;  ;  ;  ; 30 ; НЭРИ ; 567 
 5587 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Monata ; 101 
 5588 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Monata ; 60 
 5589 ; Бона иностранная ;  ;  ;  ;  ; 10 ; bingo71 ; 31 
 5590 ; Бона иностранная ;  ;  ;  ;  ; 22 ; Gera_K ; 51 
 5591 ; Бона иностранная ;  ;  ;  ;  ; 14 ; bva150979 ; 100 
 5592 ; Бона иностранная ;  ;  ;  ;  ; 12 ; MaRgo ; 37 
 5593 ; Бона иностранная ;  ;  ;  ;  ; 17 ; Monata ; 70 
 5594 ; Бона иностранная ;  ;  ;  ;  ; 18 ; Алёша ; 238 
 5595 ; Бона иностранная ;  ;  ;  ;  ; 19 ; max2008 ; 340 
 5596 ; Бона иностранная ;  ;  ;  ;  ; 11 ; YG2013 ; 26 
 5597 ; Бона иностранная ;  ;  ;  ;  ; 17 ; Gera_K ; 46 
 5598 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Алёша ; 90 
 5599 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Алёша ; 114 
 5600 ; Бона иностранная ;  ;  ;  ;  ; 9 ; max2008 ; 50 
 5801 ; Бона иностранная. 100 крон Швеция ;  ;  ;  ; AU ; 38 ; vicktor_2014 ; 392 
 5802 ; Бона иностранная. 50 крон Швеция ;  ;  ;  ; AU ; 83 ; dsp ; 1128 
 5803 ; Бона иностранная ;  ;  ;  ;   ; 33 ; Опятор ; 89 
 5804 ; Бона иностранная 5 манат Туркменистан ; 2009 ;  ;  ; AU ; 38 ; Стрепет ; 115 
 5805 ; Лот бон 2 шт ;  ;  ;  ; AU ; 55 ; bva150979 ; 115 
 5806 ; Бона иностранная 100 марок Финляндия ; 1955 ;  ;  ;  ; 20 ; dsp ; 602 
 5807 ; Бона иностранная 100 марок Финляндия ; 1957 ;  ;  ;  ; 26 ; dsp ; 532 
 5508 ; Бона иностранная ;  ;  ;  ;  ; 11 ; atk ; 31 
 5509 ; Бона иностранная ;  ;  ;  ;  ; 7 ; alex241 ; 80 
 5510 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Ганс ; 41 
 5511 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Ганс ; 36 
 5512 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Jiamer57rus ; 25 
 5513 ; Бона иностранная ;  ;  ;  ;  ; 8 ; гугл= ; 26 
 5514 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Jiamer57rus ; 25 
 5515 ; Бона иностранная ;  ;  ;  ;  ; 7 ; grizzly72 ; 50 
 5516 ; Бона иностранная ;  ;  ;  ;  ; 35 ; СЁМА ; 255 
 5517 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Ганс ; 30 
 5518 ; Бона иностранная ;  ;  ;  ;  ; 10 ; allur65 ; 30 
 5519 ; Бона иностранная ;  ;  ;  ;  ; 14 ; irokez ; 31 
 5520 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Monata ; 32 
 5521 ; Бона иностранная ;  ;  ;  ;  ; 22 ; Ганс ; 44 
 5522 ; Бона иностранная ;  ;  ;  ;  ; 7 ; grizzly72 ; 50 
 5523 ; Бона иностранная ;  ;  ;  ;  ; 10 ; bingo71 ; 30 
 5524 ; Бона иностранная ;  ;  ;  ;  ; 15 ; aurin1 ; 32 
 5525 ; Бона иностранная ;  ;  ;  ;  ; 7 ; grizzly72 ; 79 
 5526 ; Бона иностранная ;  ;  ;  ;  ; 14 ; я8844 ; 41 
 5527 ; Бона иностранная ;  ;  ;  ;  ; 13 ; гугл= ; 36 
 5528 ; Бона иностранная ;  ;  ;  ;  ; 17 ; гугл= ; 83 
 5529 ; Бона иностранная ;  ;  ;  ;  ; 13 ; гугл= ; 83 
 5530 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Запруда ; 101 
 5531 ; Бона иностранная ;  ;  ;  ;  ; 19 ; гугл= ; 92 
 5532 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Алёша ; 42 
 5533 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Алёша ; 42 
 5534 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Алёша ; 42 
 5535 ; Бона иностранная ;  ;  ;  ;  ; 21 ; aurin1 ; 41 
 5536 ; Бона иностранная ;  ;  ;  ;  ; 38 ; аймир ; 37 
 5537 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Запруда ; 30 
 5538 ; Бона иностранная ;  ;  ;  ;  ; 13 ; allur65 ; 40 
 5539 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Rober ; 32 
 5540 ; Бона иностранная ;  ;  ;  ;  ; 12 ; аймир ; 28 
 5541 ; Бона иностранная ;  ;  ;  ;  ; 21 ; Запруда ; 37 
 5542 ; Бона иностранная ;  ;  ;  ;  ; 21 ; я8844 ; 39 
 5543 ; Бона иностранная ;  ;  ;  ;  ; 20 ; гугл= ; 101 
 5544 ; Бона иностранная ;  ;  ;  ;  ; 18 ; Gera_K ; 176 
 5545 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Gera_K ; 105 
 5546 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Monata ; 50 
 5547 ; Бона иностранная ;  ;  ;  ;  ; 22 ; Almarc ; 114 
 5548 ; Бона иностранная ;  ;  ;  ;  ; 21 ; Monata ; 53 
 5549 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Monata ; 44 
 5550 ; Бона иностранная ;  ;  ;  ;  ; 18 ; Ганс ; 47 
 5551 ; Бона иностранная ;  ;  ;  ;  ; 25 ; max2008 ; 340 
 5552 ; Бона иностранная ;  ;  ;  ;  ; 13 ; max2008 ; 227 
 5553 ; Бона иностранная ;  ;  ;  ;  ; 7 ; max2008 ; 50 
 5554 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Jiamer57rus ; 25 
 5555 ; Бона иностранная ;  ;  ;  ;  ; 10 ; Dino Zavr ; 206 
 5556 ; Бона иностранная ;  ;  ;  ;  ; 6 ; Monata ; 129 
 5557 ; Бона иностранная ;  ;  ;  ;  ; 18 ; brat52 ; 53 
 5373 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 6 ; sts ; 276 
 5374 ; 50 рублей ; 1899 ; Коншин 1910 г. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 21 ; bva150979 ; 1176 
 5375 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 35 ; спарта ; 1558 
 5376 ; 1 рубль ; 1898 ; Коншин. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 35 ; SANGOLD1 ; 5215 
 5377 ; Лот бон 4 шт ;  ;  ;  ;  ; 17 ; спарта ; 400 
 5378 ; Лот бон 2 шт. 500 и 1000 рублей ; 1991 ;  ;  ;  ; 38 ; sts ; 1143 
 5379 ; 5% Облигация "Заем свободы" ;  ;  ;  ;  ; 11 ; svv ; 1721 
 5380 ; Бона 1 марка Финляндия ; 1915 ;  ;  ;  ; 26 ; svv ; 930 
 5381 ; Бона 1 марка Финляндия. 3 шт ; 1916 ;  ;  ;  ; 20 ; ЛАВ-13 ; 828 
 5382 ; Лот бон 4 шт. "Онежский тракторный завод" ;  ;  ;  ;  ; 32 ; bonist-3A ; 590 
 5383 ; 5 рублей ; 1997 ; банкнота ;  ; AU ; 70 ; эдуард ; 1026 
 5384 ; 10000 рублей ; 1995 ; банкнота ;  ; AU ; 91 ; эдуард ; 1808 
 5385 ; 500 рублей ; 1898 ; Коншин 1910 г. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 40 ; MaxHL ; 8160 
 5386 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 28 ; sts ; 157 
 5387 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; sts ; 157 
 5388 ; 3 рубля ; 1905 ; Тимашев. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; froloff ; 3060 
 5389 ; 3 рубля ; 1905 ; Тимашев. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 24 ; froloff ; 1989 
 5390 ; 1 рубль ; 1898 ; Тимашев. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 35 ; sts ; 663 
 5391 ; 1 рубль ; 1898 ; Тимашев. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 11 ; sts ; 225 
 5392 ; 1 рубль ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 8 ; sts ; 207 
 5393 ; 1 рубль ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 11 ; sts ; 408 
 5394 ; 1 рубль ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 15 ; пасечник ; 319 
 5395 ; 20 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 36 ; SANGOLD1 ; 3400 
 5396 ; 15 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 34 ; sdfg ; 8160 
 5397 ; 10 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 25 ; finder ; 7429 
 5398 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 25 ; sts ; 217 
 5399 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 20 ; g-s-m-78 ; 247 
 5400 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 13 ; RemTro ; 247 
 5401 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 19 ; sts ; 159 
 5402 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 13 ; svv ; 255 
 5403 ; 100 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 22 ; Bambr ; 816 
 5404 ; 100 рублей ; 1947 ; билет ;  ; AU ; 63 ; sts ; 6171 
 5405 ; Бонат 10 рублей. Могилевской губерни ; 1918 ;  ;  ;  ; 25 ; Алёша ; 1835 
 5406 ; 500 рублей ; 1915 ; Билеты государственного казначейства ;  ;  ; 22 ; Ритм ; 906 
 5407 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 20 ; g-s-m-78 ; 328 
 5408 ; 1 карбованец ; 1942 ;  ;  ;  ; 40 ; sdfg ; 1594 
 5409 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 14 ; allur65 ; 51 
 5410 ; Дорожный чек на 100 рублей. Банк для внешней торговли СССР ;  ;  ;  ;  ; 17 ; bonipari ; 241 
 5411 ; 50000 рублей ; 1994 ; банкнота ;  ;  ; 32 ; RemTro ; 634 
 5412 ; 50000 рублей ; 1994 ; банкнота ;  ;  ; 29 ; Rotas ; 714 
 5413 ; Акция в 100 рублей. Акционерное общество "Каучук" ; 1913 ;  ;  ;  ; 24 ; я8844 ; 161 
 5414 ; Лот бон 25 и 50 рублей ; 1899,1909 ;  ;  ;  ; 51 ; Rotas ; 1802 
 5415 ; 10 копеек ; 1915 ; Деньги-марки ;  ;  ; 29 ; khumo ; 111 
 5501 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Туборг ; 36 
 5502 ; Бона иностранная ;  ;  ;  ;  ; 8 ; В1951 ; 30 
 5503 ; Бона иностранная ;  ;  ;  ;  ; 6 ; В1951 ; 30 
 5504 ; Бона иностранная ;  ;  ;  ;  ; 8 ; трутень ; 20 
 5505 ; Бона иностранная ;  ;  ;  ;  ; 18 ; Ганс ; 32 
 5506 ; Бона иностранная ;  ;  ;  ;  ; 44 ; Ratmen ; 306 
 5507 ; Бона иностранная ;  ;  ;  ;  ; 15 ; Gera_K ; 40 
 5323 ; Лот бон 100 и 500 р. Коншин ; 1910,1912 ;  ;  ;  ; 22 ; sts ; 480 
 5324 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 49 ; Оскар ; 1509 
 5325 ; 1 рубль ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 15 ; market_spb ; 510 
 5326 ; 3 рубля ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 17 ; svv ; 414 
 5327 ; 10 рублей ; 1919 ;  ;  ;  ; 35 ; lvd ; 2154 
 5328 ; 1 рубль ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 24 ; митяй ; 591 
 5329 ; 10 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 36 ; gelo ; 765 
 5330 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 24 ; sts ; 476 
 5331 ; 1 червонец ; 1937 ; Билет ;  ;  ; 61 ; Nik74 ; 534 
 5332 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 38 ; torbey ; 600 
 5333 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ;  ; 16 ; bonist-3A ; 1124 
 5334 ; 3 червонца ; 1937 ; Билет ;  ;  ; 27 ; sts ; 419 
 5335 ; 30 копеек ;  ; Разменные знаки и кредитные билеты Времен.правит.Дальнего Востока ;  ;  ; 27 ; ЛАВ-13 ; 516 
 5336 ; 50 копеек ; 1918 ; Туркестан ;  ;  ; 26 ; lvd ; 683 
 5337 ; Бона 50 копеек ;  ;  ;  ;  ; 19 ; bonist-3A ; 830 
 5338 ; Бона 50000 рублей. Управление жел.дор.С.С.Р.Закавказья ;  ;  ;  ;  ; 9 ; Дуб ; 602 
 5339 ; 200 рублей ; 1992 ; билет ;  ;  ; 37 ; ЛАВ-13 ; 340 
 5340 ; 5000 рублей ; 1995 ; банкнота ;  ;  ; 17 ; Алёша ; 906 
 5341 ; 10 гривень ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ;  ; 13 ; cochu ; 507 
 5342 ; 5 гривень ; 1920 ; Украина Розмiнний Знак Державноi скарбицi ;  ;  ; 13 ; ЛАВ-13 ; 541 
 5343 ; Бона 100 марок. Ковно ; 1918 ;  ;  ;  ; 24 ; ЛАВ-13 ; 604 
 5344 ; Талон 1 рубль "АРКТИКУГОЛЬ" ;  ;  ;  ;  ; 23 ; НЕВО ; 328 
 5345 ; Облигация 10 рублей ; 1938 ;  ;  ;  ; 15 ; luchsva ; 340 
 5346 ; Лот 4 шт. Расчетных билетов "ТУВАКОБОЛЬТ" ; 1994 ;  ;  ;  ; 43 ; 收集者 ; 2267 
 5347 ; Бона 5 рублей г.Одесса ;  ;  ;  ;  ; 18 ; Алёша ; 806 
 5348 ; 3 червонца ; 1937 ; Билет ;  ;  ; 29 ; sts ; 352 
 5349 ; 100 рублей ; 1947 ; билет ;  ;  ; 17 ; Nik74 ; 867 
 5350 ; Лот 3 шт. 1,3 и 5 рублей ; 1938 ;  ;  ;  ; 21 ; Alexey77 ; 765 
 5351 ; Лот 2 шт. 3 и 10 червонцев ; 1937 ;  ;  ;  ; 14 ; середа ; 483 
 5352 ; Лот 4 шт. 1,5,10,50 рублей ; 1947 ;  ;  ;  ; 26 ; Dino Zavr ; 1428 
 5353 ; 5000 рублей ; 1992 ; банкнота ;  ; AU ; 35 ; Алёша ; 426 
 5354 ; 1000 рублей ; 1992 ; билет ;  ; AU ; 60 ; 1177 ; 621 
 5355 ; 500 рублей ; 1992 ; билет ;  ; AU ; 71 ; Rotas ; 1701 
 5356 ; 100 рублей ; 1961 ;  ;  ; AU ; 37 ; Rotas ; 556 
 5357 ; 50 рублей ; 1961 ; билет ;  ; AU ; 56 ; Rotas ; 682 
 5358 ; Лот бон 4 шт.1,3,5,10 рублей ; 1991 ;  ;  ; AU ; 45 ; Rotas ; 1269 
 5359 ; Лот бон 13 шт. ;  ;  ;  ;  ; 24 ; SAПSAН ; 705 
 5360 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 10 ; g.s.g ; 215 
 5361 ; Лот бон 12 шт ;  ;  ;  ;  ; 32 ; Alexey77 ; 805 
 5362 ; Лот бон 24 шт ;  ;  ;  ;  ; 23 ; sato ; 516 
 5363 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 51 ; НЭРИ ; 327 
 5364 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 24 ; НЭРИ ; 327 
 5365 ; 3 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 39 ; НЭРИ ; 385 
 5366 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 23 ; intelligent4 ; 265 
 5367 ; Лот деньги-марки 5 шт ;  ;  ;  ;  ; 16 ; sts ; 235 
 5368 ; Лот бон 5 шт ;  ;  ;  ;  ; 19 ; tikhomirius ; 959 
 5369 ; Лот бон 4 шт ;  ;  ;  ;  ; 16 ; bonist-3A ; 1134 
 5370 ; Лот бон 4 шт ;  ;  ;  ;  ; 28 ; sts ; 363 
 5371 ; 500000 рублей ; 1995 ; банкнота ;  ;  ; 94 ; stoza ; 22440 
 5372 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; sts ; 561 
 5073 ; 3 копейки. Либавское г.с. ;  ;  ;  ; AU ; 24 ; robby ; 744 
 5074 ; 3 рубля. Юденич ; 1919 ;  ;  ; AU ; 31 ; Алёша ; 1852 
 5075 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ; AU ; 18 ; bonist-3A ; 657 
 5076 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ; AU ; 30 ; Verygood48 ; 985 
 5077 ; 1 рубль ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 21 ; verunk1 ; 1033 
 5078 ; 100 рублей ; 1961 ;  ;  ; AU ; 27 ; sts ; 365 
 5079 ; 100000 рублей ; 2005 ;  ;  ; AU ; 71 ; 333985 ; 565 
 5080 ; 10 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ; AU ; 31 ; svv ; 2754 
 5081 ; 50 карбованцев ; 1918 ; Украина. Знак Державноi скарбницi ;  ; AU ; 19 ; 17 ; 1019 
 5082 ; 25 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ; AU ; 32 ; idalgo-17 ; 1587 
 5083 ; 25 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 31 ; bonist-3A ; 1451 
 5084 ; 5 рублей ; 1909 ; Денежные знаки ;  ; AU ; 56 ; bogdlena ; 152 
 5085 ; 1000 рублей. Владивосток ; 1920 ;  ;  ;  ; 40 ; ЛАВ-13 ; 1247 
 5086 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 19 ; rad22 ; 557 
 5087 ; 200 карбованцев ; 1942 ;  ;  ;  ; 46 ; ъхз ; 3570 
 5088 ; 1000 рублей. Юденич ; 1919 ;  ;  ;  ; 15 ; ЛАВ-13 ; 2039 
 5089 ; 500 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ; XF ; 28 ; sdfg ; 5307 
 5090 ; 1000 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ; XF ; 23 ; ser18342588 ; 5100 
 5091 ; 100 рублей ; 1947 ; билет ;  ;  ; 41 ; torbey ; 4195 
 5092 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 58 ; sts ; 1181 
 5093 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 54 ; torbey ; 1248 
 5094 ; 50 рублей ; 1914 ; Билеты государственного казначейства ;  ;  ; 34 ; Bambr ; 340 
 5095 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 29 ; sts ; 612 
 5096 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 21 ; трутень ; 152 
 5097 ; 100 рублей ; 1915 ; Билеты государственного казначейства ;  ;  ; 28 ; solder13 ; 306 
