 5653 ; Открытка Рождественская ; 1900 ;  ;  ;  ; 63 ; йцукен ; 461 
 5640 ; Конверт со спец. гашением " Антарктида Восток Полюс холода" ;  ;  ;  ;  ; 29 ; Bolt ; 1020 
 5641 ; Конверт со спец. Гашением "Miskoll E1E" ;  ;  ;  ;  ; 11 ; Emv ; 78 
 5642 ; Конверт со спец. Гашением (Запечатан. Без вложения) U. S. Navi jan 29 ;  ;  ;  ;  ; 21 ; sts ; 57 
 5643 ; Конверт со спец. Гашением  (открытка) "ANT-IV" 1985-1986 ;  ;  ;  ;  ; 17 ; flutter ; 81 
 5644 ; Конверт со спец. гашением "Martin AEC NAVY SOUND" ;  ;  ;  ;  ; 17 ; von_Schwarz ; 166 
 5645 ; Конверт со спец. гашением "NOV1988 ANTARKTICA" 2 штуки ;  ;  ;  ;  ; 16 ; sts ; 170 
 5646 ; Конверт со спец. гашением " ARMADA Argentina" ;  ;  ;  ;  ; 9 ; sts ; 81 
 5647 ; Конверт со спец. гашением  "Campana Antartica 1976-7" ;  ;  ;  ;  ; 9 ; Emv ; 79 
 5648 ; Конверт со спец. гашением "Programa Antartico" ;  ;  ;  ;  ; 16 ; Emv ; 105 
 5649 ; Конверт со спец. гашением " Buenos Aires Argentina" ;  ;  ;  ;  ; 14 ; sts ; 115 
 5650 ; Конверт со спец. гашением "Lady Franklin" ;  ;  ;  ;  ; 8 ; Emv ; 79 
 5651 ; Конверт со спец. гашением "BASE Com Marambio" Запечатан (Без вложения) ;  ;  ;  ;  ; 14 ; Emv ; 78 
 5652 ; Открытка Новогодняя ; 1900 ;  ;  ;  ; 61 ; moneta1924 ; 315 
 5553 ; Бумага ценная Конго ;  ;  ;  ;  ; 25 ; oleghh7 ; 159 
 5554 ; Бумага ценная Конго ;  ;  ;  ;  ; 19 ; oleghh7 ; 156 
 5555 ; Бумага ценная Бельгийское Конго ;  ;  ;  ;  ; 21 ; oleghh7 ; 156 
 5556 ; Бумага ценная Бельгийское Конго ;  ;  ;  ;  ; 18 ; oleghh7 ; 157 
 5557 ; Бумага ценная Западная Африка ;  ;  ;  ;  ; 21 ; Ибранец ; 211 
 5558 ; Бумага ценная Бельгийское Конго ;  ;  ;  ;  ; 16 ; oleghh7 ; 147 
 5559 ; Бумага ценная Катанга ;  ;  ;  ;  ; 22 ; doc2 ; 228 
 5560 ; Бумага ценная Франция ; 1942 ;  ;  ;  ; 17 ; oleghh7 ; 136 
 5561 ; Бумага ценная Франция ; 1929 ;  ;  ;  ; 17 ; oleghh7 ; 147 
 5562 ; Акция. Германия ;  ;  ;  ;  ; 11 ; oleghh7 ; 101 
 5563 ; Акция. Германия ;  ;  ;  ;  ; 15 ; electra ; 161 
 5564 ; Акция. Германия ;  ;  ;  ;  ; 15 ; electra ; 161 
 5565 ; Акция. Германия ;  ;  ;  ;  ; 5 ; oleghh7 ; 111 
 5566 ; Акция. Германия ;  ;  ;  ;  ; 5 ; oleghh7 ; 111 
 5567 ; Акция. Германия ;  ;  ;  ;  ; 10 ; electra ; 166 
 5568 ; Акция. Германия ;  ;  ;  ;  ; 10 ; electra ; 171 
 5569 ; Акция. Германия ;  ;  ;  ;  ; 5 ; oleghh7 ; 111 
 5570 ; Акция. Германия ;  ;  ;  ;  ; 5 ; oleghh7 ; 111 
 5571 ; Акция. Германия ;  ;  ;  ;  ; 12 ; electra ; 179 
 5572 ; Акция. Германия ;  ;  ;  ;  ; 10 ; electra ; 181 
 5573 ; Бумага ценная США ; 1969 ;  ;  ;  ; 15 ; oleghh7 ; 56 
 5574 ; Акция.США ;  ;  ;  ;  ; 8 ; Siwec ; 100 
 5575 ; Акция.США ;  ;  ;  ;  ; 9 ; oleghh7 ; 111 
 5576 ; Акция.США ;  ;  ;  ;  ; 7 ; oleghh7 ; 111 
 5577 ; Акция.США ;  ;  ;  ;  ; 7 ; Барабашка ; 114 
 5578 ; Акция.США ;  ;  ;  ;  ; 7 ; oleghh7 ; 111 
 5579 ; Акция.США ;  ;  ;  ;  ; 7 ; oleghh7 ; 111 
 5580 ; Купоны ( 195шт.) ;  ;  ;  ;  ; 50 ; Ok203 ; 918 
 5581 ; Конверт со спец. гашением "25.03.1987 Белый медведь" Москва. Почтамт цех №3.  С ВЛОЖЕНИЕМ (не распечатан) ;  ;  ;  ;  ; 37 ; bva150979 ; 113 
 5582 ; Конверт со спец. гашением "Учебный парусный флот СССР" Москва, почтамт цех №3 С ВЛОЖЕНИЕМ (не распечатан) ;  ;  ;  ;  ; 12 ; bva150979 ; 114 
 5583 ; Конверт со спец. гашением "Антарктида полюс холода"150176 ;  ;  ;  ;  ; 24 ; Bolt ; 228 
 5584 ; Конверт со спец. гашением "Со дня рождения В.П.Филатова 100 лет" Одесса 27.11.1975 ;  ;  ;  ;  ; 11 ; Ибранец ; 57 
 5585 ; Конверт со спец. гашением "Всероссийскому обществу глухих 50 лет" Москва 20-30. 09. 1976 ;  ;  ;  ;  ; 8 ; moneta1924 ; 22 
 5586 ; Конверт со спец. гашением "100 лет со дня рождения Л.С.Берга" Ленинград 14.03.1976 ;  ;  ;  ;  ; 6 ; moneta1924 ; 22 
 5587 ; Конверт со спец. гашением "Антарктида Восток  СССР" 2 шт. ;  ;  ;  ;  ; 23 ; Bolt ; 170 
 5588 ; Конверт со спец. гашением "80 лет со дня рождения В.П. Чкалова 02.02.1984" Москва С ВЛОЖЕНИЕМ ( не распечатан) ;  ;  ;  ;  ; 12 ; Ustin ; 77 
 5589 ; Конверт со спец. гашением "Филателистическая выставка "Полярфила-77" 40 лет станции северный полюс-1" ;  ;  ;  ;  ; 8 ; moneta1924 ; 46 
 5590 ; Конверт со спец. гашением "Открытие советской научной станции "Полюс недоступности" в Антарктиде. 20 лет станция "Мирный" 14.12.1978 ;  ;  ;  ;  ; 14 ; Bolt ; 79 
 5591 ; Конверт со спец. гашением "Дрейфующая научно-исследовательская станция "Северный полюс-31"" ;  ;  ;  ;  ; 16 ; Bolt ; 79 
 5592 ; Конверт со спец. гашением "Северная земля. Купол Вавилова" Мыс Ватурина ;  ;  ;  ;  ; 9 ; Bolt ; 201 
 5593 ; Конверт со спец. гашением "Советская антарктическая экспедиция. "Мирный" ;  ;  ;  ;  ; 12 ; Bolt ; 57 
 5594 ; Конверт со спец. гашением "KQMS" 100 лет метрической конвенции" Ленинград почтамт 20.05.1975 ;  ;  ;  ;  ; 11 ; moneta1924 ; 22 
 5595 ; Конверт со спец. гашением "СССР С новым годом!" ;  ;  ;  ;  ; 14 ; flutter ; 57 
 5596 ; Конверт со спец. гашением "15-летие космического полёта лётчика-космонавта Г.С.Титова "Восток-2" 6-7. 08. 1976" Барнаул ;  ;  ;  ;  ; 13 ; moneta1924 ; 55 
 5597 ; Конверт со спец. гашением "DEEP FREEZE" "Российская Антарктическая экспедиция" Доплатить ;  ;  ;  ;  ; 19 ; Bolt ; 159 
 5598 ; Конверт со спец. гашением "Мирный. Академик Фёдоров" Ледовый плен НЭС "М.Сомов" ;  ;  ;  ;  ; 22 ; Bolt ; 359 
 5599 ; Конверт со спец. гашением"Филателистическая выставка Полярфила - 77" ;  ;  ;  ;  ; 5 ; moneta1924 ; 34 
 5600 ; Конверт со спец. гашением "Филателистическая выставка Полярфил - 80" Москва Д-242 ( запечатан. Без вложения) ;  ;  ;  ;  ; 7 ; ulf ; 57 
 5601 ; Конверт со спец. гашением"Со дня рождения 100 лет Г.Я. Седов - исследователь Арктики 3.05.1977" (Запечатан. Без вложения) ;  ;  ;  ;  ; 5 ; ulf ; 45 
 5602 ; Конверт со спец. гашением "Антарктида. Мирный" "Михаил Сомов. Ленинград" Юбилейный рейс ;  ;  ;  ;  ; 22 ; Bolt ; 216 
 5503 ; Бона иностранная. Малави ;  ;  ;  ;  ; 11 ; 2128508 ; 124 
 5504 ; Бона иностранная. Зимбабве ;  ;  ;  ;  ; 19 ; CASABLANCA ; 140 
 5505 ; Бона иностранная. Зимбабве ;  ;  ;  ;  ; 11 ; sotnik ; 135 
 5506 ; Бона иностранная. Зимбабве ;  ;  ;  ;  ; 11 ; sotnik ; 140 
 5507 ; Бона иностранная. Ирак ;  ;  ;  ;  ; 20 ; artamonov81 ; 63 
 5508 ; Бона иностранная. Ирак ;  ;  ;  ;  ; 11 ; CASABLANCA ; 69 
 5509 ; Бона иностранная. Ирак ;  ;  ;  ;  ; 13 ; Maxim914 ; 61 
 5510 ; Бона иностранная. Ирак ;  ;  ;  ;  ; 21 ; CASABLANCA ; 88 
 5511 ; Бона иностранная. Бразилия ;  ;  ;  ;  ; 25 ; maks1 ; 50 
 5512 ; Бона иностранная. Бразилия ;  ;  ;  ;  ; 21 ; dekma ; 51 
 5513 ; Бона иностранная. Бразилия ;  ;  ;  ;  ; 13 ; Вадим Скифский ; 45 
 5514 ; Бона иностранная. Бразилия ;  ;  ;  ;  ; 24 ; diskus72 ; 47 
 5515 ; Бона иностранная. Бразилия ;  ;  ;  ;  ; 12 ; Вадим Скифский ; 37 
 5516 ; Бона иностранная. Бразилия ;  ;  ;  ;  ; 10 ; Вадим Скифский ; 40 
 5517 ; Бона иностранная. Бразилия ;  ;  ;  ;  ; 14 ; Вадим Скифский ; 45 
 5518 ; Бона иностранная. Бразилия ;  ;  ;  ;  ; 26 ; Maxim914 ; 61 
 5519 ; Бона иностранная. Нигерия ;  ;  ;  ;  ; 25 ; vlad77 ; 327 
 5520 ; Бона иностранная. Нигерия ;  ;  ;  ;  ; 15 ; vlad77 ; 255 
 5521 ; Бона иностранная. Нигерия ;  ;  ;  ;  ; 28 ; cochu ; 93 
 5522 ; Бона иностранная. Китай ;  ;  ;  ;  ; 14 ; Olimpia ; 303 
 5523 ; Бона иностранная. Китай ;  ;  ;  ;  ; 13 ; lsp25 ; 374 
 5524 ; Бона иностранная. Китай ;  ;  ;  ;  ; 26 ; гудзон ; 491 
 5525 ; Бона иностранная. Китай ;  ;  ;  ;  ; 36 ; lsp25 ; 433 
 5526 ; Бона иностранная. Китай ;  ;  ;  ;  ; 36 ; lsp25 ; 348 
 5527 ; Бона иностранная. Китай ;  ;  ;  ;  ; 9 ; 2128508 ; 50 
 5528 ; Бона иностранная. Китай ;  ;  ;  ;  ; 8 ; Olimpia ; 36 
 5529 ; Бона иностранная. Китай ;  ;  ;  ;  ; 5 ; Olimpia ; 31 
 5530 ; Бона иностранная. Китай ;  ;  ;  ;  ; 11 ; lsp25 ; 51 
 5531 ; Бона иностранная. Китай ;  ;  ;  ;  ; 12 ; vvnukov ; 35 
 5532 ; Бона иностранная. Китай ;  ;  ;  ;  ; 12 ; гудзон ; 35 
 5533 ; Лот бон. Китай ( 8шт.) ;  ;  ;  ;  ; 12 ; Olimpia ; 466 
 5534 ; Лот бон. Китай ( 8шт.) ;  ;  ;  ;  ; 12 ; Olimpia ; 305 
 5535 ; Лот бон. Китай ( 8шт.) ;  ;  ;  ;  ; 4 ; Olimpia ; 305 
 5536 ; Лот бон. Китай ( 8шт.) ;  ;  ;  ;  ; 7 ; Olimpia ; 304 
 5537 ; Бона иностранная. Италия ;  ;  ;  ;  ; 56 ; sileng ; 105 
 5538 ; Бона иностранная. Италия ;  ;  ;  ;  ; 8 ; sileng ; 57 
 5539 ; Лот бон иностранных 8 шт ;  ;  ;  ;  ; 27 ; Dub-Dubom ; 153 
 5540 ; Лот бон иностранных 8 шт ;  ;  ;  ;  ; 32 ; Dub-Dubom ; 163 
 5541 ; Лот бон ( 3шт.) ;  ;  ;  ;  ; 17 ; StanislavAK ; 114 
 5542 ; Лот бон иностранных 2 шт ;  ;  ;  ;  ; 28 ; StanislavAK ; 120 
 5543 ; Лот бон Индия 5 шт ;  ;  ;  ;  ; 74 ; fadeev.dima ; 272 
 5544 ; Лот бон Непал 5 шт ;  ;  ;  ;  ; 40 ; electra ; 291 
 5545 ; Лот бон иностранных 4 шт ;  ;  ;  ;  ; 15 ; всыня ; 266 
 5546 ; Лот бон Венесуэла 6 шт ;  ;  ;  ; AU ; 35 ; Lex2000 ; 481 
 5547 ; Лот бон ( 5шт.) ;  ;  ;  ;  ; 28 ; electra ; 126 
 5548 ; Лот бон ( 8шт.) ;  ;  ;  ;  ; 39 ; иржик86 ; 426 
 5549 ; Лот бон ( 3шт.) ;  ;  ;  ;  ; 6 ; banks ; 65 
 5550 ; Лот бон Македониии: 10,50,100 динар (3шт) ; 2007,2011 ;  ;  ;  ; 26 ; ain ; 153 
 5551 ; Акция Российская торговая компания  Копенгаген ; 1917 ;  ;  ;  ; 21 ; boca ; 320 
 5552 ; Бумага ценная Стокгольм ; 1919 ;  ;  ;  ; 15 ; oleghh7 ; 140 
 5453 ; Бона иностранная. Великобритания ;  ;  ;  ;  ; 6 ; vvnukov ; 32 
 5454 ; Бона иностранная. Великобритания ;  ;  ;  ;  ; 6 ; vvnukov ; 32 
 5455 ; Бона иностранная. Венгрия ;  ;  ;  ;  ; 30 ; Вадим Скифский ; 128 
 5456 ; Бона иностранная. Венгрия ;  ;  ;  ;  ; 9 ; Вадим Скифский ; 66 
 5457 ; Бона иностранная. Чехия ;  ;  ;  ;  ; 7 ; banks ; 57 
 5458 ; Бона иностранная. Чехия ;  ;  ;  ;  ; 19 ; banks ; 51 
 5459 ; Бона иностранная. Чехия ;  ;  ;  ;  ; 7 ; noviyok ; 61 
 5460 ; Бона иностранная. Чехия ;  ;  ;  ;  ; 13 ; vvnukov ; 41 
 5461 ; Бона иностранная. Турция ;  ;  ;  ;  ; 17 ; vvnukov ; 41 
 5462 ; Бона иностранная. Турция ;  ;  ;  ;  ; 7 ; dekma ; 51 
 5463 ; Бона иностранная. Турция ;  ;  ;  ;  ; 14 ; гудзон ; 36 
 5464 ; Бона иностранная. Германия ;  ;  ;  ;  ; 20 ; electra ; 70 
 5465 ; Бона иностранная. Германия ;  ;  ;  ;  ; 23 ; electra ; 101 
 5466 ; Бона иностранная. Германия ;  ;  ;  ;  ; 33 ; flutter ; 286 
 5467 ; Бона иностранная. Германия ;  ;  ;  ;  ; 27 ; flutter ; 286 
 5468 ; Бона иностранная. Австрия ;  ;  ;  ;  ; 36 ; grimbo ; 74 
 5469 ; Бона иностранная. Австрия ;  ;  ;  ;  ; 24 ; grimbo ; 78 
 5470 ; Бона иностранная. Германия ;  ;  ;  ;  ; 19 ; нюанс ; 51 
 5471 ; Бона иностранная. Германия ;  ;  ;  ;  ; 17 ; Jon Snow ; 41 
 5472 ; Бона иностранная. Германия ;  ;  ;  ;  ; 13 ; нюанс ; 40 
 5473 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 19 ; acid7 ; 65 
 5474 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 13 ; maks1 ; 40 
 5475 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 24 ; acid7 ; 62 
 5476 ; Бона иностранная. Греция ;  ;  ;  ;  ; 11 ; sileng ; 35 
 5477 ; Бона иностранная. Греция ;  ;  ;  ;  ; 11 ; sileng ; 68 
 5478 ; Бона иностранная. Греция ;  ;  ;  ;  ; 19 ; магаз ; 42 
 5479 ; Бона иностранная. Греция ;  ;  ;  ;  ; 16 ; sileng ; 49 
 5480 ; Бона иностранная. Греция ;  ;  ;  ;  ; 24 ; sileng ; 55 
 5481 ; Бона иностранная. Греция ;  ;  ;  ;  ; 29 ; sileng ; 90 
 5482 ; Бона иностранная. Чили ;  ;  ;  ;  ; 38 ; Maxim914 ; 153 
 5483 ; Бона иностранная. ОАЭ ;  ;  ;  ;  ; 14 ; ZIMOGOR ; 134 
 5484 ; Бона иностранная. Ямайка ;  ;  ;  ;  ; 21 ; Dub-Dubom ; 82 
 5485 ; Бона иностранная. Сирия ;  ;  ;  ;  ; 22 ; CASABLANCA ; 130 
 5486 ; Бона иностранная. Малайзия ;  ;  ;  ;  ; 9 ; artamonov81 ; 104 
 5487 ; Бона иностранная. Корея ;  ;  ;  ;  ; 7 ; artamonov81 ; 60 
 5488 ; Бона иностранная. Корея ;  ;  ;  ;  ; 17 ; dekma ; 101 
 5489 ; Бона иностранная. Корея ;  ;  ;  ;  ; 88 ; Maxim914 ; 738 
 5490 ; Бона иностранная. Корея ;  ;  ;  ;  ; 16 ; Вадим Скифский ; 50 
 5491 ; Бона иностранная. Белиз ;  ;  ;  ;  ; 13 ; boca ; 365 
 5492 ; Бона иностранная. Вьетнам ;  ;  ;  ;  ; 11 ; shknikolay ; 37 
 5493 ; Бона иностранная. Вьетнам ;  ;  ;  ;  ; 12 ; Dub-Dubom ; 36 
 5494 ; Бона иностранная. Вьетнам ;  ;  ;  ;  ; 18 ; магаз ; 44 
 5495 ; Бона иностранная. Вьетнам ;  ;  ;  ;  ; 19 ; sileng ; 40 
 5496 ; Бона иностранная. Эфиопия ;  ;  ;  ;  ; 36 ; sileng ; 88 
 5497 ; Бона иностранная. Эфиопия ;  ;  ;  ;  ; 17 ; dekma ; 50 
 5498 ; Бона иностранная. Замбия ;  ;  ;  ;  ; 51 ; sileng ; 95 
 5499 ; Бона иностранная. Замбия ;  ;  ;  ;  ; 31 ; val211 ; 61 
 5500 ; Бона иностранная. Замбия ;  ;  ;  ;  ; 12 ; val211 ; 62 
 5501 ; Бона иностранная. Малави ;  ;  ;  ;  ; 6 ; sileng ; 51 
 5502 ; Бона иностранная. Малави ;  ;  ;  ;  ; 11 ; dekma ; 101 
 5403 ; Бона иностранная Китай ;  ;  ;  ;  ; 23 ; von_Schwarz ; 875 
 5404 ; Бона иностранная Китай ; 1936 ;  ;  ;  ; 31 ; 21238508 ; 1057 
 5405 ; Бона иностранная Китай ;  ;  ;  ;  ; 56 ; Olimpia ; 229 
 5406 ; Бона иностранная 10 йен ;  ;  ;  ; AU ; 22 ; cboker ; 408 
 5407 ; Лот бон Монголия 6 шт ;  ;  ;  ; AU ; 53 ; dekma ; 150 
 5408 ; 100 тугриков Монголия ; 1966 ;  ;  ;  ; 18 ; трутень ; 261 
 5409 ; Облигация Монголия ; 1941 ;  ;  ;  ; 23 ; boca ; 12148 
 5410 ; Облигация Монголия ; 1950 ;  ;  ;  ; 14 ; boca ; 7755 
 5411 ; Облигация Монголия ; 1950 ;  ;  ;  ; 11 ; boca ; 7650 
 5412 ; Бона иностранная Танзания ;  ;  ;  ; AU ; 95 ; Maxim914 ; 572 
 5413 ; Бона иностранная Мальдивы ;  ;  ;  ; AU ; 47 ; CASABLANCA ; 124 
 5414 ; 20 песо Доминика ; 2009 ;  ;  ;  ; 11 ; CASABLANCA ; 63 
 5415 ; 500 рупий Непал ;  ;  ;  ;  ; 78 ; Матроскин ; 566 
 5416 ; 1000 рупий Непал ;  ;  ;  ;  ; 64 ; Матроскин ; 638 
 5417 ; Бона иностранная Конго ;  ;  ;  ; AU ; 32 ; Lex2000 ; 235 
 5418 ; Бона иностранная Малави ;  ;  ;  ; AU ; 7 ; спарта ; 41 
 5419 ; 2 доллара Канада ; 1986 ;  ;  ; AU ; 22 ; MasterDyn ; 246 
 5420 ; 10 крон Дания ; 1972 ;  ;  ; AU ; 35 ; Lex2000 ; 200 
 5421 ; 5 марок Германия ; 1991 ;  ;  ;  ; 33 ; спарта ; 223 
 5422 ; 10 пфеннигов Германия ;  ;  ;  ;  ; 12 ; fadeev.dima ; 561 
 5423 ; Бона иностранная Германия ; 1923 ;  ;  ;  ; 26 ; electra ; 260 
 5424 ; 10 шиллингов Австрия ; 1944 ;  ;  ;  ; 14 ; alesjane ; 134 
 5425 ; 20 шиллингов Австрия ; 1944 ;  ;  ;  ; 29 ; ZIMOGOR ; 216 
 5426 ; 50 шиллингов Австрия ; 1944 ;  ;  ;  ; 13 ; ZIMOGOR ; 267 
 5427 ; Бона иностранная Боливия ; 1911 ;  ;  ;  ; 18 ; doc2 ; 669 
 5428 ; Бона иностранная Боливия ; 1928 ;  ;  ;  ; 45 ; doc2 ; 264 
 5429 ; Бона иностранная Боливия ; 1945 ;  ;  ;  ; 36 ; alesjane ; 114 
 5430 ; Бона иностранная Боливия ; 1945 ;  ;  ;  ; 86 ; vlad77 ; 445 
 5431 ; Бона иностранная Боливия ; 1928 ;  ;  ;  ; 23 ; doc2 ; 514 
 5432 ; Бона иностранная Боливия ; 1945 ;  ;  ;  ; 32 ; vlad77 ; 270 
 5433 ; Бона иностранная Боливия ; 1945 ;  ;  ;  ; 36 ; СТРЕКОЗА ; 204 
 5434 ; Бона иностранная Боливия ; 1928 ;  ;  ;  ; 70 ; кудашкин ; 202 
 5435 ; Бона иностранная Чили ;  ;  ;  ;  ; 27 ; CASABLANCA ; 159 
 5436 ; Бона иностранная Чили ;  ;  ;  ;  ; 42 ; Lex2000 ; 171 
 5437 ; Бона иностранная Чили ;  ;  ;  ;  ; 56 ; Lex2000 ; 285 
 5438 ; Бона иностранная. Франция ;  ;  ;  ;  ; 6 ; Ok203 ; 305 
 5439 ; Бона иностранная. Франция ;  ;  ;  ;  ; 51 ; Lex2000 ; 399 
 5440 ; Бона иностранная. Франция ;  ;  ;  ;  ; 29 ; Lex2000 ; 350 
 5441 ; Бона иностранная. Швеция ;  ;  ;  ;  ; 9 ; 2128508 ; 213 
 5442 ; Бона иностранная. Швеция ;  ;  ;  ;  ; 13 ; 333985 ; 111 
 5443 ; Бона иностранная. Швеция ;  ;  ;  ;  ; 26 ; вэл ; 101 
 5444 ; Бона иностранная. Швеция ;  ;  ;  ;  ; 7 ; 333985 ; 168 
 5445 ; 50 драхм Греция ; 1941 ;  ;  ;  ; 23 ; dimon-2007 ; 275 
 5446 ; Бона иностранная. Великобритания ;  ;  ;  ;  ; 23 ; гудзон ; 264 
 5447 ; Бона иностранная. Великобритания ;  ;  ;  ;  ; 19 ; гудзон ; 194 
 5448 ; Бона иностранная. Великобритания ;  ;  ;  ;  ; 17 ; ufa ; 214 
 5449 ; Бона иностранная. Великобритания ;  ;  ;  ;  ; 9 ; нюанс ; 57 
