 5830 ; Бона иностранная Германия ;  ;  ;  ;  ; 17 ; air ; 150 
 5531 ; Бона иностранная ;  ;  ;  ;  ; 23 ; jj ; 94 
 5532 ; Бона иностранная ;  ;  ;  ;  ; 9 ; я8844 ; 67 
 5533 ; Бона иностранная ;  ;  ;  ;  ; 14 ; dima1-9-8-5 ; 30 
 5534 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Slava O ; 71 
 5535 ; Бона иностранная ;  ;  ;  ;  ; 45 ; 333985 ; 169 
 5536 ; Бона иностранная ;  ;  ;  ;  ; 40 ; nikfed ; 251 
 5537 ; Бона иностранная ;  ;  ;  ;  ; 23 ; Don_kihot77 ; 57 
 5538 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Don_kihot77 ; 31 
 5539 ; Бона иностранная ;  ;  ;  ;  ; 37 ; jj ; 101 
 5540 ; Бона иностранная ;  ;  ;  ;  ; 12 ; Don_kihot77 ; 30 
 5541 ; Бона иностранная ;  ;  ;  ;  ; 17 ; 333985 ; 62 
 5542 ; Бона иностранная ;  ;  ;  ;  ; 17 ; Don_kihot77 ; 41 
 5543 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Slava O ; 71 
 5544 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Slava O ; 71 
 5545 ; Бона иностранная ;  ;  ;  ;  ; 15 ; варяг42 ; 148 
 5546 ; Бона иностранная ;  ;  ;  ;  ; 13 ; трутень ; 72 
 5547 ; Бона иностранная ;  ;  ;  ;  ; 16 ; трутень ; 101 
 5548 ; Бона иностранная ;  ;  ;  ;  ; 13 ; трутень ; 101 
 5549 ; Бона иностранная ;  ;  ;  ;  ; 13 ; трутень ; 101 
 5550 ; Бона иностранная ;  ;  ;  ;  ; 24 ; dima1-9-8-5 ; 68 
 5551 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Slava O ; 71 
 5552 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Slava O ; 65 
 5553 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Slava O ; 65 
 5554 ; Бона иностранная ;  ;  ;  ;  ; 10 ; aleks51 ; 23 
 5555 ; Бона иностранная ;  ;  ;  ;  ; 14 ; glazo ; 27 
 5556 ; Бона иностранная ;  ;  ;  ;  ; 16 ; glazo ; 29 
 5557 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Slava O ; 67 
 5558 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Slava O ; 69 
 5559 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Slava O ; 65 
 5560 ; Бона иностранная ;  ;  ;  ;  ; 17 ; Livon ; 34 
 5561 ; Бона иностранная ;  ;  ;  ;  ; 19 ; скорпион_48 ; 40 
 5562 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Slava O ; 65 
 5563 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Slava O ; 65 
 5564 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Slava O ; 65 
 5565 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Slava O ; 65 
 5566 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Slava O ; 65 
 5567 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Slava O ; 65 
 5568 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Slava O ; 65 
 5569 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Slava O ; 65 
 5570 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Slava O ; 65 
 5571 ; Бона иностранная ;  ;  ;  ;  ; 5 ; Slava O ; 40 
 5572 ; Бона иностранная ;  ;  ;  ;  ; 7 ; Slava O ; 30 
 5400 ; 100 рублей ; 1919 ;  ;  ;  ; 73 ; market_spb ; 1180 
 5401 ; 500 рублей ; 1919 ;  ;  ;  ; 73 ; market_spb ; 3060 
 5402 ; 1000 рублей ; 1919 ;  ;  ;  ; 52 ; картуш ; 2913 
 5403 ; 500 рублей ; 1920 ;  ;  ;  ; 32 ; sergo ; 509 
 5404 ; 500 рублей ; 1920 ;  ;  ;  ; 68 ; volkov ; 567 
 5405 ; 500 рублей ; 1920 ;  ;  ;  ; 66 ; xladon ; 483 
 5406 ; 50 копеек ; 1919 ;  ;  ;  ; 49 ; sergo ; 906 
 5407 ; 1 рубль ; 1919 ;  ;  ;  ; 66 ; Sky2 ; 1131 
 5408 ; 3 рубля ; 1919 ;  ;  ;  ; 47 ; кве ; 3174 
 5409 ; 10 рублей ; 1919 ;  ;  ;  ; 83 ; я8844 ; 2354 
 5410 ; 100 рублей ; 1919 ;  ;  ;  ; 53 ; Соколов ; 18133 
 5411 ; 10 рублей ; 1918 ; Билеты Дальневосточного СНК ;  ;  ; 93 ; sdfg ; 5667 
 5412 ; 500 рублей ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 85 ; sdfg ; 1301 
 5413 ; 1000 рублей ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 70 ; xladon ; 1360 
 5414 ; 1 рубль ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 29 ; div ; 726 
 5415 ; 3 рубля ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 72 ; Ferros ; 726 
 5416 ; 5 рублей ; 1920 ; Денежный знак Дальне-Восточной республикиДенежный знак Дальне-Восточной республики ;  ;  ; 39 ; ppp ; 450 
 5417 ; 10 рублей ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 41 ; всё моё ; 456 
 5418 ; Ордер на 1 рубль. Организация казённых с.-х. складов ;  ;  ;  ;  ; 12 ; Соколов ; 1010 
 5419 ; Ордер на 10 рублей. Организация казённых с.-х. складов ;  ;  ;  ;  ; 40 ; luchsva ; 828 
 5420 ; Временная квитанция на 25 рублей г. Одесса ; 1919 ;  ;  ;  ; 38 ; Соколов ; 5987 
 5421 ; Временная квитанция на 250 рублей г. Одесса ; 1919 ;  ;  ;  ; 28 ; Соколов ; 6000 
 5422 ; 1000000 рублей ; 1921 ; Обязательства РСФСР 1921 г. ;  ;  ; 55 ; sergo ; 3333 
 5423 ; Бона 100 рублей. Сочи 2014. Серия Аа ;  ;  ;  ;  ; 47 ; sapfir ; 362 
 5424 ; Бона 100 рублей. Сочи 2014. Серия aa ;  ;  ;  ;  ; 52 ; X-43A ; 313 
 5425 ; Бона 100 рублей. Сочи 2014. Серия aa ;  ;  ;  ;  ; 45 ; X-43A ; 315 
 5426 ; Бона 100 рублей. Сочи 2014. Серия aa ;  ;  ;  ;  ; 35 ; sapfir ; 350 
 5427 ; Бона 100 рублей. Сочи 2014. Серия aa ;  ;  ;  ;  ; 33 ; sapfir ; 368 
 5501 ; Бона иностранная ;  ;  ;  ;  ; 11 ; palermo ; 83 
 5502 ; Бона иностранная ;  ;  ;  ;  ; 30 ; кузяка ; 101 
 5503 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Jiamer57rus ; 25 
 5504 ; Бона иностранная ;  ;  ;  ;  ; 10 ; я8844 ; 67 
 5505 ; Бона иностранная ;  ;  ;  ;  ; 10 ; 333985 ; 21 
 5506 ; Бона иностранная ;  ;  ;  ;  ; 19 ; torbey ; 125 
 5507 ; Бона иностранная ;  ;  ;  ;  ; 20 ; torbey ; 227 
 5508 ; Бона иностранная ;  ;  ;  ;  ; 11 ; 4758 ; 216 
 5509 ; Бона иностранная ;  ;  ;  ;  ; 11 ; Anatoliy1959 ; 267 
 5510 ; Бона иностранная ;  ;  ;  ;  ; 8 ; bva150979 ; 136 
 5511 ; Бона иностранная ;  ;  ;  ;  ; 9 ; dsp ; 215 
 5512 ; Бона иностранная ;  ;  ;  ;  ; 86 ; Dino Zavr ; 304 
 5513 ; Бона иностранная ;  ;  ;  ;  ; 21 ; D-503 ; 40 
 5514 ; Бона иностранная ;  ;  ;  ;  ; 21 ; D-503 ; 47 
 5515 ; Бона иностранная ;  ;  ;  ;  ; 12 ; я8844 ; 25 
 5516 ; Бона иностранная ;  ;  ;  ;  ; 22 ; jj ; 79 
 5517 ; Бона иностранная ;  ;  ;  ;  ; 10 ; smirnovku ; 30 
 5518 ; Бона иностранная ;  ;  ;  ;  ; 26 ; ga2012 ; 122 
 5519 ; Бона иностранная ;  ;  ;  ;  ; 19 ; pavel5419 ; 153 
 5520 ; Бона иностранная ;  ;  ;  ;  ; 19 ; pavel5419 ; 153 
 5521 ; Бона иностранная ;  ;  ;  ;  ; 11 ; ga2012 ; 108 
 5522 ; Бона иностранная ;  ;  ;  ;  ; 30 ; синий ; 41 
 5350 ; Лот бон 2 шт. 1000 рублей ; 1992,1993 ;  ;  ; AU ; 43 ; victorsa ; 602 
 5351 ; Лот бон 2 шт.  200 и 500 рублей ; 1992 ;  ;  ; AU ; 50 ; ALEX150 ; 642 
 5352 ; Лот бон 2 шт.  5 и 10 рублей ; 1997 ;  ;  ; AU ; 48 ; Запруда ; 616 
 5353 ; Лот облигаций 2 шт. 25 и 50 рублей ; 1946 ;  ;  ;  ; 44 ; я8844 ; 266 
 5354 ; Лот облигаций 2 шт. 10 и 25 рублей ; 1954 ;  ;  ;  ; 28 ; dima1-9-8-5 ; 114 
 5355 ; Лот облигаций 2 шт. 10 и 25 рублей ; 1955 ;  ;  ;  ; 34 ; volkov ; 191 
 5356 ; Лот облигаций 2 шт. 10 и 50 рублей ; 1952,1957 ;  ;  ;  ; 35 ; volkov ; 105 
 5357 ; Лотерейный билет "ОСОАВИАХИМА" ; 1937 ;  ;  ;  ; 23 ; nikfed ; 561 
 5358 ; Лотерейный билет "ОСОАВИАХИМА" ; 1940 ;  ;  ;  ; 23 ; nikfed ; 306 
 5359 ; Лот чеков "ВНЕШПОСЫЛТОРГА" на 1,2,25 копеек ; 1976 ;  ;  ;  ; 19 ; Опятор ; 139 
 5360 ; Чек "ВНЕШПОСЫЛТОРГА" на 1 рубль ; 1976 ;  ;  ;  ; 12 ; Опятор ; 105 
 5361 ; Лот чеков "ВНЕШПОСЫЛТОРГА" на 1,2,10 копеек ; 1965 ;  ;  ;  ; 18 ; Guerras ; 487 
 5362 ; Лот 3 шт. Внутрихозяйсивенные денежные знаки 5,25,50 рублей ; 1989 ;  ;  ;  ; 7 ; bon15041980 ; 105 
 5363 ; Лот бон 2 шт. Приднестровье 50000 рублей ; 1995,1996 ;  ;  ; AU ; 32 ; svv ; 305 
 5364 ; Лот бон 2 шт. Приднестровье 10000 рублей ; 1996,1998 ;  ;  ; AU ; 24 ; svv ; 317 
 5365 ; Лот бон 6 шт. Приднестровье 5,10,50,100,200,500 рублей ; 1993,1994 ;  ;  ;  ; 39 ; alik434 ; 261 
 5366 ; 20 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 29 ; alex.141 ; 3060 
 5367 ; 20 рублей. Лист 20 шт ;  ; Денежные знаки ;  ;  ; 37 ; спарта ; 647 
 5368 ; 50000 рублей ; 1994 ; банкнота ;  ;  ; 26 ; Ксения ; 2000 
 5369 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 36 ; сербос1975 ; 908 
 5370 ; Лот бон 8 шт ;  ;  ;  ;  ; 9 ; спарта ; 416 
 5371 ; Облигация на 100 рублей ; 1951 ;  ;  ;  ; 29 ; volkov ; 130 
 5372 ; Чек на 1 копейку ;  ;  ;  ;  ; 14 ; smirnovku ; 120 
 5373 ; 1 рубль ; 1884 ; вензель А III Гос.кредитные билеты разменной касы гос.банка ;  ;  ; 35 ; max2008 ; 3906 
 5374 ; 3 рубля ; 1898 ; Тимашев. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 24 ; Соколов ; 6109 
 5375 ; 5 рублей ; 1898 ; Тимашев 1903. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 85 ; RusScat ; 4861 
 5376 ; 500 рублей ; 1898 ; Тимашев 1903. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 37 ; SlavA ; 7140 
 5377 ; 100 рублей ; 1898 ; Тимашев 1903. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 77 ; картуш ; 4590 
 5378 ; 1 рубль ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 14 ; nils5 ; 235 
 5379 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; bon15041980 ; 169 
 5380 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 44 ; ddrakon44ik ; 991 
 5381 ; 25 рублей ; 1918 ;  ;  ;  ; 69 ; xladon ; 612 
 5382 ; 100 рублей ; 1919 ;  ;  ;  ; 82 ; market_spb ; 328 
 5383 ; 250 рублей ; 1918 ;  ;  ;  ; 99 ; леший 88 ; 351 
 5384 ; 500 рублей ; 1918 ;  ;  ;  ; 135 ; xladon ; 826 
 5385 ; 1000 рублей ; 1919 ;  ;  ;  ; 138 ; картуш ; 771 
 5386 ; 1000 рублей ; 1919 ;  ;  ;  ; 30 ; картуш ; 526 
 5387 ; 10000 рублей ; 1919 ;  ;  ;  ; 64 ; картуш ; 714 
 5388 ; 25000 рублей ; 1920 ;  ;  ;  ; 79 ; я8844 ; 5612 
 5389 ; 25000 рублей ; 1920 ;  ;  ;  ; 77 ; картуш ; 5500 
 5390 ; 100 рублей ; 1920 ;  ;  ;  ; 45 ; картуш ; 1587 
 5391 ; 250 рублей ; 1920 ;  ;  ;  ; 67 ; картуш ; 1224 
 5392 ; 500 рублей ; 1920 ;  ;  ;  ; 76 ; картуш ; 803 
 5393 ; 25 копеек ; 1919 ;  ;  ;  ; 50 ; market_spb ; 793 
 5394 ; 50 копеек ; 1919 ;  ;  ;  ; 41 ; xladon ; 793 
 5395 ; 1 рубль ; 1919 ;  ;  ;  ; 40 ; росвет ; 793 
 5396 ; 3 рубля ; 1919 ;  ;  ;  ; 60 ; g-s-m-78 ; 884 
 5397 ; 5 рублей ; 1919 ;  ;  ;  ; 57 ; я8844 ; 793 
 5398 ; 10 рублей ; 1919 ;  ;  ;  ; 46 ; g-s-m-78 ; 901 
 5399 ; 25 рублей ; 1919 ;  ;  ;  ; 42 ; market_spb ; 1181 
 5120 ; 10 червонцев ; 1937 ;  ;  ;   ; 34 ; Blekbo ; 365 
 5301 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 33 ; VOLKODAVS5 ; 51 
 5302 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; Tanduay ; 41 
 5303 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 57 ; Ксения ; 77 
 5304 ; 10 рублей. 10 шт ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 20 ; Инвестор ; 261 
 5305 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; Don_kihot77 ; 36 
 5306 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 45 ; Ксения ; 55 
 5307 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; всё моё ; 53 
 5308 ; 5 рублей. 10 шт ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; Инвестор ; 215 
 5309 ; Лот бон 4 шт. 3 и 10 рублей ; 1905,1909 ;  ;  ;  ; 19 ; alex241 ; 134 
 5310 ; 5000 рублей ; 1919 ;  ;  ;  ; 40 ; Четырехлистник ; 317 
 5311 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 45 ; vania1981 ; 126 
 5312 ; Бона 50 рублей г.Житомир ; 1919 ;  ;  ;  ; 36 ; bon15041980 ; 473 
 5313 ; Бона 5 карбованцев г.Житомир ; 1918 ;  ;  ;  ; 64 ; я8844 ; 397 
 5314 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 38 ; glazo ; 357 
 5315 ; 1 червонец ; 1937 ; Билет ;  ;  ; 35 ; Четырехлистник ; 365 
 5316 ; 1 червонец ; 1937 ; Билет ;  ;  ; 45 ; Ferros ; 207 
 5317 ; 1 червонец. 3 шт ; 1937 ; Билет ;  ;  ; 39 ; Baikal ; 522 
 5318 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 22 ; картуш ; 512 
 5319 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 25 ; картуш ; 357 
 5320 ; 5 рублей. 3 шт ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 23 ; всё моё ; 453 
 5321 ; 3 червонца ; 1937 ; Билет ;  ;  ; 32 ; ddrakon44ik ; 1530 
 5322 ; 3 червонца. 3 шт ; 1937 ; Билет ;  ;  ; 23 ; Baikal ; 629 
 5323 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 33 ; картуш ; 410 
 5324 ; 100 рублей ; 1947 ; билет ;  ;  ; 72 ; alik434 ; 520 
 5325 ; 20 рублей ; 1917 ; Облигации займа Свободы ;  ;  ; 60 ; Lexx1869 ; 709 
 5326 ; 40 рублей ; 1917 ; Облигации займа Свободы ;  ;  ; 30 ; Lexx1869 ; 1260 
 5327 ; 50 рублей ; 1917 ; Облигации займа Свободы ;  ;  ; 27 ; solder13 ; 261 
 5328 ; 100 рублей ; 1917 ; Облигации займа Свободы ;  ;  ; 29 ; solder13 ; 239 
 5329 ; 1000 рублей ; 1917 ; Облигации займа Свободы ;  ;  ; 39 ; solder13 ; 516 
 5330 ; Облигация в 1000 рублей. Государственный 5 1/2% военный заем ; 1915 ;  ;  ;  ; 82 ; luda ; 324 
 5331 ; Облигация в 100 рублей. Государственный 5 1/2% военный заем ; 1916 ;  ;  ;  ; 36 ; я8844 ; 327 
 5332 ; Облигация в 50 рублей. Государственный 5 1/2% военный заем ; 1916 ;  ;  ;  ; 65 ; я8844 ; 341 
 5333 ; Облигация в 100 рублей. Государственный 5 1/2% военный заем, второй выпуск ; 1916 ;  ;  ;  ; 33 ; я8844 ; 320 
 5334 ; Облигация в 2000 марок. Государственный 4 1/2%  заем ; 1905 ;  ;  ;  ; 39 ; svv ; 408 
 5335 ; Облигация в 189 рублей. Заем г. Баку ; 1910 ;  ;  ;  ; 26 ; кузяка ; 300 
 5336 ; Облигация в 1000 рублей. Внутренний 5% заеми ; 1905 ;  ;  ;  ; 34 ; я8844 ; 320 
 5337 ; Закладной лист на 150 рублей ; 1898 ;  ;  ;  ; 90 ; svv ; 421 
 5338 ; Закладной лист на 100 рублей ; 1903 ;  ;  ;  ; 47 ; svv ; 408 
 5339 ; Облигация на 1000 марок. О-во Московско-Виндаво-Рыбинской ж.д. ; 1898 ;  ;  ;  ; 47 ; svv ; 459 
 5340 ; Облигация на 187 рублей. О-ва Северо-Донецкой ж.д. ; 1912 ;  ;  ;  ; 52 ; svv ; 499 
 5341 ; Облигация на 125 рублей. О-ва Юго-западных ж.д. ; 1885 ;  ;  ;  ; 32 ; svv ; 267 
 5342 ; Облигация на 125 рублей. О-ва Владикавказской ж.д. ; 1885 ;  ;  ;  ; 27 ; дорого ; 255 
 5343 ; Облигация на 100 рублей ; 1914 ;  ;  ;  ; 40 ; я8844 ; 400 
 5344 ; Облигация конверсионная в 1500 рублей ; 1898 ;  ;  ;  ; 25 ; von_Schwarz ; 408 
 5345 ; Свидетельство на гос. 4%  ренту, на капитал 500 рублей ; 1902 ;  ;  ;  ; 39 ; станислав-август ; 301 
 5346 ; Облигация в 150 франков. Каменноугольное о-во Ново-Павловка ; 1898 ;  ;  ;  ; 11 ; luda ; 200 
 5347 ; Билет внутреннего займа на капитал 100 рублей ; 1864 ;  ;  ;  ; 53 ; 1177 ; 590 
 5348 ; Билет Российского 3% займа на капитал 100 фунтов ; 1859 ;  ;  ;  ; 56 ; von_Schwarz ; 2187 
 5349 ; 5000 рублей ; 1992 ; банкнота ;  ; AU ; 49 ; феникс55 ; 204 
 5070 ; 1 рубль ; 1918 ; Казначейский знак Сибирского временного правительства ;  ;  ; 36 ; скорпион_48 ; 234 
 5071 ; 10 рублей ; 1918 ; Казначейский знак Сибирского временного правительства ;  ;  ; 24 ; ALEX150 ; 296 
 5072 ; 5 рублей ; 1918 ; Казначейский знак Сибирского временного правительства ;  ;  ; 34 ; росвет ; 253 
